"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_BM1"
5.7508925,8.72480375,18.2925243574726,2.48766573708843e-07,0.000125673763455536,7.79772166822316,"TSP4_HUMAN",21,-17.9079669257753,4.18090238174099e-07,0.000168971169758062,-5.7508925,"Up in BM1",3.77218738936911,"THBS4","Thrombospondin-4","TSP4_HUMAN",5.7508925
0.298550000000002,14.8111,11.9821681610932,4.87879840392909e-06,0.000917100639510671,4.87983108228578,"APOA1_HUMAN",25,-17.7372377452784,4.46512554925252e-07,0.000171864808640991,-0.298550000000002,"Non-significant",3.76481304115851,"APOA1","Apolipoprotein A-I","APOA1_HUMAN",0.298550000000002
-0.331025,15.8680625,-13.252425277729,2.41851766886822e-06,0.000610902447420683,5.59428178422324,"BAAT_HUMAN",15,17.2321027459691,5.44400598314521e-07,0.000200017728917103,0.331025,"Non-significant",3.69893150818789,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN",-0.331025
-0.357749999999999,11.43305,-12.5477825697214,3.54079612989143e-06,0.000783848607272569,5.20781527648005,"CGNL1_HUMAN",84,17.0961219741028,5.74785953270513e-07,0.000201999776534154,0.357749999999999,"Non-significant",3.69464911099911,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",-0.357749999999999
3.13058,7.56133,17.1332363829599,3.96006922175737e-07,0.000155935576779411,7.36394321988797,"MATN3_HUMAN",18,-16.8364849894161,6.38332673827409e-07,0.000214985125106123,-3.13058,"Up in BM1",3.66759158802771,"MATN3","Matrilin-3","MATN3_HUMAN",3.13058
4.1162,7.613275,16.7495512113328,4.64966011448891e-07,0.000170832739570063,7.21195455160645,"FMOD_HUMAN",7,-16.5052992922482,7.31346858284865e-07,0.000236459066220662,-4.1162,"Up in BM1",3.62624402978084,"FMOD","Fibromodulin","FMOD_HUMAN",4.1162
0.537074999999998,10.4763125,13.8794359875262,1.74974618225414e-06,0.000523822162635562,5.91912497121561,"TRFM_HUMAN",39,-15.9264598389307,9.33573184113251e-07,0.000290233540276439,-0.537074999999998,"Up in BM1",3.53725240059821,"MELTF","Melanotransferrin","TRFM_HUMAN",0.537074999999998
0.404079999999999,9.14923,12.6356776895893,3.37277858311702e-06,0.000778919122495282,5.25732472727232,"INGR1_HUMAN",14,-15.6883501536623,1.03474235791278e-06,0.000309771202926259,-0.404079999999999,"Non-significant",3.50895895775666,"IFNGR1","Interferon gamma receptor 1","INGR1_HUMAN",0.404079999999999
0.749774999999996,10.5409375,14.6828112932564,1.17842611131577e-06,0.00041413992425067,6.31132904700226,"LAMC1_HUMAN",52,-15.3770546177741,1.18640472604311e-06,0.00034248962145023,-0.749774999999996,"Up in BM1",3.46535258450787,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN",0.749774999999996
0.255374999999997,11.9527625,9.83818850990805,1.89042160551913e-05,0.00231519361172895,3.46854369144686,"BIEA_HUMAN",19,-15.1395237110603,1.31926090443035e-06,0.000367709858293467,-0.255374999999997,"Non-significant",3.43449472654925,"BLVRA","Biliverdin reductase A","BIEA_HUMAN",0.255374999999997
0.820814999999998,9.08823,13.9453064710875,1.69259487215146e-06,0.000523822162635562,5.95226931195345,"LBP_HUMAN",10,-14.3066038853206,1.93895460287388e-06,0.000495336895521785,-0.820814999999998,"Up in BM1",3.30509932207863,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN",0.820814999999998
-0.301275,14.7315875,-11.5973575379159,6.11652952984134e-06,0.00102999808728557,4.64696411167523,"PUR6_HUMAN",21,14.2974173303255,1.94743458175939e-06,0.000495336895521785,0.301275,"Non-significant",3.30509932207863,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN",-0.301275
0.398749999999998,10.646775,11.6806903613137,5.82092174809392e-06,0.0010124870257436,4.69808717003888,"ANXA3_HUMAN",21,-14.2654304404578,1.97729243289424e-06,0.000495336895521785,-0.398749999999998,"Non-significant",3.30509932207863,"ANXA3","Annexin A3","ANXA3_HUMAN",0.398749999999998
0.459349999999999,11.1387,12.4760075237317,3.68504850629192e-06,0.000783848607272569,5.16710120301214,"5NTD_HUMAN",22,-14.1780984810583,2.06150153460394e-06,0.000495336895521785,-0.459349999999999,"Non-significant",3.30509932207863,"NT5E","5'-nucleotidase","5NTD_HUMAN",0.459349999999999
1.146615,8.68856,19.2692204835395,1.71797861757978e-07,9.91887226135525e-05,8.13589478891779,"LAMA5_HUMAN",58,-14.1558873428411,2.08356482095023e-06,0.000495336895521785,-1.146615,"Up in BM1",3.30509932207863,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN",1.146615
0.4672,10.9755,13.4168859944968,2.21864310701078e-06,0.000597776407798937,5.68115850477155,"PRS23_HUMAN",19,-13.9758714453712,2.27264556319918e-06,0.000524851259638257,-0.4672,"Non-significant",3.27996375615735,"PRSS23","Serine protease 23","PRS23_HUMAN",0.4672
-0.198725,16.0507625,-8.01452486464411,7.46526745723988e-05,0.00532519191010289,2.00640734731901,"C1TC_HUMAN",59,13.2933342849742,3.19027557851246e-06,0.000703347045664676,0.198725,"Non-significant",3.15283033240995,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN",-0.198725
-0.482750000000003,11.96775,-12.4834753633218,3.66973371187782e-06,0.000783848607272569,5.17134931163672,"KNG1_HUMAN",19,13.2753740660448,3.21957697508265e-06,0.000703347045664676,0.482750000000003,"Non-significant",3.15283033240995,"KNG1","Kininogen-1","KNG1_HUMAN",-0.482750000000003
0.322199999999997,12.596275,10.3864916825784,1.30604843123769e-05,0.00182013611546452,3.85744205847926,"LIMC1_HUMAN",62,-13.2192843497128,3.31307560019955e-06,0.000704726054642447,-0.322199999999997,"Non-significant",3.15197967177183,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN",0.322199999999997
0.564674999999999,11.0881875,17.6718143460264,3.17921421829855e-07,0.000136199877026784,7.57007401813012,"MX1_HUMAN",43,-13.1039291256068,3.51524458995404e-06,0.000726328559606841,-0.564674999999999,"Up in BM1",3.13886687882387,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",0.564674999999999
-0.589062500000002,8.65540875,-12.7158673026994,3.2273313205223e-06,0.000767250560699463,5.3021624362888,"C163A_HUMAN",29,13.0608310403381,3.59435140223601e-06,0.000726328559606841,0.589062500000002,"Up in C",3.13886687882387,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN",-0.589062500000002
-0.30555,14.7696,-10.5079505839326,1.20615112468296e-05,0.00174094991800221,3.94080256064721,"SERA_HUMAN",27,12.8502979333785,4.01110556603223e-06,0.000771414711538665,0.30555,"Non-significant",3.1127120830236,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN",-0.30555
0.531774999999996,13.4172375,12.7648174954957,3.14204234823546e-06,0.000767250560699463,5.32937877475137,"ITIH2_HUMAN",47,-12.8165226121659,4.0829570995959e-06,0.000771414711538665,-0.531774999999996,"Up in BM1",3.1127120830236,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN",0.531774999999996
0.489897500000001,10.05485125,13.6322778573333,1.98456738963557e-06,0.000572902078943725,5.79312260731579,"SIL1_HUMAN",14,-12.8068618065692,4.10377738415967e-06,0.000771414711538665,-0.489897500000001,"Non-significant",3.1127120830236,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN",0.489897500000001
-0.309049999999999,16.68385,-11.2539270676086,7.52788474916778e-06,0.00121695784855046,4.43208750059344,"ALDOC_HUMAN",31,12.6899318778543,4.36559495540123e-06,0.00080197963692064,0.309049999999999,"Non-significant",3.09583665875483,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",-0.309049999999999
0.369450000000001,12.934575,10.5989133753895,1.13698072914108e-05,0.0017018917099347,4.00259509235473,"JUPI1_HUMAN",11,-12.1974509569995,5.698253357963e-06,0.00101427087900358,-0.369450000000001,"Non-significant",2.993846043478,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN",0.369450000000001
-0.645099999999999,10.5975,-11.6615730267934,5.88728073858086e-06,0.0010124870257436,4.68639349003217,"PLIN2_HUMAN",25,12.1721921966696,5.77818253368721e-06,0.00101427087900358,0.645099999999999,"Up in C",2.993846043478,"PLIN2","Perilipin-2","PLIN2_HUMAN",-0.645099999999999
-0.721137499999999,9.58230625,-12.3603557133494,3.93170759347887e-06,0.000813529203846797,5.10095320804453,"GPNMB_HUMAN",2,12.1336458842973,5.90262836707076e-06,0.00101427087900358,0.721137499999999,"Up in C",2.993846043478,"GPNMB","Transmembrane glycoprotein NMB","GPNMB_HUMAN",-0.721137499999999
0.20505,12.406775,7.85937626428309,8.4898060855548e-05,0.00563904895081524,1.86837179935046,"MPRI_HUMAN",111,-12.0957681204249,6.02789241065746e-06,0.00101427087900358,-0.20505,"Non-significant",2.993846043478,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN",0.20505
0.236375000000002,11.1650625,8.82010440298616,3.9506377934013e-05,0.00384735003422442,2.6869073255072,"4F2_HUMAN",23,-12.0601003546369,6.14861723013428e-06,0.00101427087900358,-0.236375000000002,"Non-significant",2.993846043478,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN",0.236375000000002
0.541449999999999,10.495575,11.8692355008755,5.20988437749547e-06,0.000935811009406576,4.81233171950936,"CCN1_HUMAN",22,-11.6429742082984,7.78510313409892e-06,0.00125853977265843,-0.541449999999999,"Up in BM1",2.90013305522634,"CCN1","CCN family member 1","CCN1_HUMAN",0.541449999999999
0.4373,13.18675,10.5369633249179,1.18358548067254e-05,0.00173944026186839,3.96057027787135,"SDCB1_HUMAN",13,-11.4801866391618,8.55408950124445e-06,0.00132995414762773,-0.4373,"Non-significant",2.87616333179647,"SDCBP","Syntenin-1","SDCB1_HUMAN",0.4373
-0.392749999999999,10.619425,-10.1997217141665,1.47844667427479e-05,0.0019274652368005,3.72731951455652,"T23O_HUMAN",17,11.4798164046462,8.55593414284817e-06,0.00132995414762773,0.392749999999999,"Non-significant",2.87616333179647,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",-0.392749999999999
0.294699999999997,13.464425,9.49438993386126,2.40609854847215e-05,0.0027783563667572,3.21364077103416,"MUC18_HUMAN",27,-11.3410404136457,9.28032095927583e-06,0.00141533649648729,-0.294699999999997,"Non-significant",2.84914029427821,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN",0.294699999999997
0.378375000000002,12.9156125,10.2726405225007,1.40825004869364e-05,0.00189714752393178,3.77840462895801,"CO4B_HUMAN",83,-11.1579225674094,1.03452620009442e-05,0.00154473683380968,-0.378375000000002,"Non-significant",2.81114549770146,"C4B_2","Complement C4-B","CO4B_HUMAN",0.378375000000002
-0.250300000000003,16.962425,-8.68438620085083,4.3823298401163e-05,0.0040769390248227,2.57633329867923,"DCXR_HUMAN",22,11.1248562453249,1.05520159038308e-05,0.00154473683380968,0.250300000000003,"Non-significant",2.81114549770146,"DCXR","L-xylulose reductase","DCXR_HUMAN",-0.250300000000003
3.7238975,7.82135625,11.2747879593238,7.43233539047015e-06,0.00121695784855046,4.44533563719635,"COMP_HUMAN",5,-11.1013071893308,1.07021233073539e-05,0.00154473683380968,-3.7238975,"Up in BM1",2.81114549770146,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN",3.7238975
-0.217950000000002,13.412275,-8.17920297047188,6.52716813563665e-05,0.00502467619431915,2.15037182833761,"ANT3_HUMAN",28,11.0714111280504,1.08961942983471e-05,0.00154515681602701,0.217950000000002,"Non-significant",2.8110274380002,"SERPINC1","Antithrombin-III","ANT3_HUMAN",-0.217950000000002
0.391549999999995,10.22385,10.304779189929,1.37851267788737e-05,0.00188856236870569,3.80080478167489,"ITA2_HUMAN",32,-10.9921368960573,1.1430451469779e-05,0.00159297136603834,-0.391549999999995,"Non-significant",2.79779203065418,"ITGA2","Integrin alpha-2","ITA2_HUMAN",0.391549999999995
0.438725000000005,13.5680375,10.0397058667207,1.64678534615726e-05,0.00207983843015456,3.61392556717848,"IL18_HUMAN",14,-10.9082561454458,1.20283999004183e-05,0.00162325363219983,-0.438725000000005,"Non-significant",2.78961361667478,"IL18","Interleukin-18","IL18_HUMAN",0.438725000000005
0.642207500000001,9.34525125,11.1093980441477,8.22934974673453e-06,0.00130427125495794,4.33958933266137,"CAH12_HUMAN",8,-10.9053982084798,1.20493898220945e-05,0.00162325363219983,-0.642207500000001,"Up in BM1",2.78961361667478,"CA12","Carbonic anhydrase 12","CAH12_HUMAN",0.642207500000001
0.382640000000002,9.169835,12.3183524095093,4.02587753975899e-06,0.000813529203846797,5.07676089260088,"FLRT3_HUMAN",27,-10.6859482062297,1.37926494123414e-05,0.00182763910163861,-0.382640000000002,"Non-significant",2.73810955895283,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN",0.382640000000002
0.415850000000001,11.160075,9.61353035256945,2.21127372853295e-05,0.00262848905113703,3.30297787762481,"IGSF8_HUMAN",21,-10.6329089589173,1.42558536266647e-05,0.00183262673257727,-0.415850000000001,"Non-significant",2.73692598265908,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN",0.415850000000001
5.4217375,8.31605625,10.8261200367702,9.82962223024734e-06,0.00149911012239791,4.15460488559355,"GPC3_HUMAN",10,-10.6297782782328,1.42837416989197e-05,0.00183262673257727,-5.4217375,"Up in BM1",2.73692598265908,"GPC3","Glypican-3","GPC3_HUMAN",5.4217375
0.165575,13.0077125,6.41911857810712,0.000311986755796479,0.0128662701382803,0.464630073042159,"ITAV_HUMAN",58,-10.4643656566631,1.58492492604559e-05,0.00200171065269164,-0.165575,"Non-significant",2.69859869959454,"ITGAV","Integrin alpha-V","ITAV_HUMAN",0.165575
0.505409999999998,9.6408375,11.8896161356182,5.14829882158326e-06,0.000935811009406576,4.82456415115314,"DREB_HUMAN",21,-10.3950987592271,1.6561979940878e-05,0.00205954590557103,-0.505409999999998,"Up in BM1",2.68622852353568,"DBN1","Drebrin","DREB_HUMAN",0.505409999999998
3.3498175,6.69840375,10.4684519295861,1.23765824907922e-05,0.00175508625040479,3.91380109077864,"RELN_HUMAN",51,-10.2993318072845,1.76080938334239e-05,0.00212451514896209,-3.3498175,"Up in BM1",2.67274016780479,"RELN","Reelin","RELN_HUMAN",3.3498175
0.221814999999999,9.71491,7.66918868207449,9.96784202550224e-05,0.00634409977103422,1.69589493299144,"PLCG1_HUMAN",51,-10.2991535695145,1.76101094866337e-05,0.00212451514896209,-0.221814999999999,"Non-significant",2.67274016780479,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","PLCG1_HUMAN",0.221814999999999
0.2748375,9.80300375,9.53197397514718,2.34262202088259e-05,0.00274426286881072,3.24193968430522,"FA5_HUMAN",56,-10.2224800596577,1.85019865114111e-05,0.00217394619701771,-0.2748375,"Non-significant",2.66275120846843,"F5","Coagulation factor V","FA5_HUMAN",0.2748375
0.282575000000003,13.2215375,8.49577044748643,5.07333720578642e-05,0.00439408226803733,2.4199920191497,"BGH3_HUMAN",32,-10.2178261800384,1.85577493002873e-05,0.00217394619701771,-0.282575000000003,"Non-significant",2.66275120846843,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN",0.282575000000003
0.237275,15.9246125,8.07200274008236,7.12161475377038e-05,0.00524343916958816,2.05695038799174,"APOE_HUMAN",29,-10.1454125307382,1.9450446285293e-05,0.00224597081891461,-0.237275,"Non-significant",2.64859589066881,"APOE","Apolipoprotein E","APOE_HUMAN",0.237275
1.76174,5.71016,10.1478110374201,1.53082898792298e-05,0.00196407789037801,3.69072897355079,"PTK7_HUMAN",5,-10.0392130447114,2.08491670530487e-05,0.00237357489140554,-1.76174,"Up in BM1",2.62459706080214,"PTK7","Inactive tyrosine-protein kinase 7","PTK7_HUMAN",1.76174
0.260875000000002,10.8548375,8.29976065496802,5.92436145500052e-05,0.00474124887532369,2.25413964050057,"LDLR_HUMAN",30,-9.98705393933127,2.15776792388412e-05,0.00242239418454935,-0.260875000000002,"Non-significant",2.61575518479113,"LDLR","Low-density lipoprotein receptor","LDLR_HUMAN",0.260875000000002
0.2422,12.111375,7.75165308689921,9.29411679818228e-05,0.00600994768637659,1.77112819567362,"PLOD1_HUMAN",41,-9.90704226524552,2.27520302363966e-05,0.00245650349783741,-0.2422,"Non-significant",2.6096826131329,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN",0.2422
-0.256824999999997,12.3409375,-7.88798165929529,8.28958395032821e-05,0.00563064765298344,1.89399995249092,"HRG_HUMAN",21,9.90484184682994,2.27853352882415e-05,0.00245650349783741,0.256824999999997,"Non-significant",2.6096826131329,"HRG","Histidine-rich glycoprotein","HRG_HUMAN",-0.256824999999997
0.460374999999999,10.5468625,9.23840588959748,2.89383091985096e-05,0.00317300582566167,3.0179826684592,"EPHA2_HUMAN",25,-9.89803319179605,2.28887403121934e-05,0.00245650349783741,-0.460374999999999,"Non-significant",2.6096826131329,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN",0.460374999999999
-0.10385,15.42715,-4.51017038398897,0.00253372136905718,0.0448989235647172,-1.80101144522051,"HDGF_HUMAN",22,9.87087481866017,2.33065306843916e-05,0.00245650349783741,0.10385,"Non-significant",2.6096826131329,"HDGF","Hepatoma-derived growth factor","HDGF_HUMAN",-0.10385
2.6185975,6.80686125,9.99501050814429,1.69760019536949e-05,0.00211103113525716,3.58193130657493,"ATS13_HUMAN",7,-9.85004431165315,2.36328399730445e-05,0.00245650349783741,-2.6185975,"Up in BM1",2.6096826131329,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN",2.6185975
0.518150000000002,13.41015,13.5366228457197,2.08488006002326e-06,0.000581106397419587,5.743651007733,"APOB_HUMAN",239,-9.84548377113595,2.37049700397523e-05,0.00245650349783741,-0.518150000000002,"Up in BM1",2.6096826131329,"APOB","Apolipoprotein B-100","APOB_HUMAN",0.518150000000002
-0.179500000000003,15.482975,-6.71766430919671,0.000234140110163209,0.0113326617392169,0.775029204130384,"ACON_HUMAN",46,9.65238352958812,2.70009531190936e-05,0.00276264182356498,0.179500000000003,"Non-significant",2.55867541770116,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN",-0.179500000000003
-0.316617499999998,8.66343125,-8.24953006743825,6.16756312435757e-05,0.00484004007127983,2.21106951671808,"TAF9_HUMAN",12,9.58640566643782,2.82439211529234e-05,0.0028536951834885,0.316617499999998,"Non-significant",2.54459241776614,"TAF9","Transcription initiation factor TFIID subunit 9","TAF9_HUMAN",-0.316617499999998
0.885032500000001,7.30450875,9.40185357216224,2.57082427480422e-05,0.00292675670609049,3.14350237673769,"UBD_HUMAN",6,-9.42661050934938,3.1532320772056e-05,0.00314661418272257,-0.885032500000001,"Up in BM1",2.502156504175,"UBD","Ubiquitin D","UBD_HUMAN",0.885032500000001
-0.167399999999995,15.7683,-6.4388647299589,0.000306026745681016,0.01281665381005,0.48549730475873,"TRFE_HUMAN",51,9.26672890105727,3.52634435984077e-05,0.00347602944641377,0.167399999999995,"Non-significant",2.45891655317825,"TF","Serotransferrin","TRFE_HUMAN",-0.167399999999995
0.2796,10.653175,7.8563582756904,8.51124547815736e-05,0.00563904895081524,1.86566319028227,"AKA12_HUMAN",66,-9.20600871961013,3.68095855932111e-05,0.0035146818394274,-0.2796,"Non-significant",2.45411398263133,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN",0.2796
0.7567725,9.55126375,9.09312823332502,3.21974600532591e-05,0.00340640203530304,2.90462870601244,"PERM_HUMAN",27,-9.20288764815177,3.68911096057648e-05,0.0035146818394274,-0.7567725,"Up in BM1",2.45411398263133,"MPO","Myeloperoxidase","PERM_HUMAN",0.7567725
0.28375,11.770825,8.55536237744804,4.84257183280314e-05,0.00433397592316438,2.4697273200979,"CD276_HUMAN",9,-9.20025502204718,3.69600341892031e-05,0.0035146818394274,-0.28375,"Non-significant",2.45411398263133,"CD276","CD276 antigen","CD276_HUMAN",0.28375
0.296175000000003,11.2511125,7.93858602946481,7.94824645393447e-05,0.00548658618470597,1.93913956827747,"PRG4_HUMAN",49,-9.08032529384169,4.02601806798367e-05,0.00378398884226884,-0.296175000000003,"Non-significant",2.4220501528591,"PRG4","Proteoglycan 4","PRG4_HUMAN",0.296175000000003
0.209099999999999,11.731775,7.0902483613522,0.00016582535161319,0.00887659812641997,1.1475892860196,"GNA13_HUMAN",21,-8.98977912826651,4.29734177801741e-05,0.00396275046384551,-0.209099999999999,"Non-significant",2.40200327452097,"GNA13","Guanine nucleotide-binding protein subunit alpha-13","GNA13_HUMAN",0.209099999999999
0.885197500000002,10.55557625,8.94387600554299,3.5983531044175e-05,0.00368170735987426,2.78637905808187,"TRFL_HUMAN",33,-8.98434736599179,4.3142650107436e-05,0.00396275046384551,-0.885197500000002,"Up in BM1",2.40200327452097,"LTF","Lactotransferrin","TRFL_HUMAN",0.885197500000002
0.313075,11.5112125,9.15117507293225,3.08479950669765e-05,0.00332459125501828,2.95012465848101,"HSPB8_HUMAN",8,-8.96356067894568,4.37972861809378e-05,0.00397767937303955,-0.313075,"Non-significant",2.40037022677509,"HSPB8","Heat shock protein beta-8","HSPB8_HUMAN",0.313075
