"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.0656,13.182375,-29.4217715448272,5.81296690725011e-09,4.16607118664057e-06,11.4772293009148,"GNMT_HUMAN",15,-34.9588780455615,2.64751551170322e-09,1.74914696868292e-06,-1.0656,"Up in B2",5.75717369823634,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.686724999999996,15.2769375,-23.9005372404379,2.68278118831681e-08,8.34035397890952e-06,10.0429185964567,"KHK_HUMAN",20,-34.6638820035766,2.81317711157713e-09,1.74914696868292e-06,-0.686724999999996,"Up in B2",5.75717369823634,"KHK","Ketohexokinase","KHK_HUMAN"
-0.940974999999998,11.7898375,-27.4420691622457,9.71156105786406e-09,4.34374467181143e-06,11.0073074366025,"ANGL8_HUMAN",8,-34.0909074760636,3.16981481256541e-09,1.83011522356901e-06,-0.940974999999998,"Up in B2",5.7375215663434,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN"
1.089125,12.0789375,27.860482263267,8.68742649301559e-09,4.16607118664057e-06,11.1103903632664,"PEG10_HUMAN",23,31.7947435069535,5.22143174010701e-09,2.813655517019e-06,1.089125,"Up in BDM",5.55072907542145,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-0.684075000000002,14.9392375,-22.5636139252173,4.09289900172931e-08,1.00754683843735e-05,9.6302389434916,"KPYR_HUMAN",45,-31.1640599240663,6.02609559344096e-09,2.98726668438154e-06,-0.684075000000002,"Up in B2",5.52472600458525,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
1.022,12.147575,27.2559979419401,1.0210460072302e-08,4.34374467181143e-06,10.9607857061901,"K1C19_HUMAN",26,30.7554146214146,6.62270305439313e-09,2.98726668438154e-06,1.022,"Up in BDM",5.52472600458525,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.849475000000004,15.4979375,-29.3393367139824,5.9344508647147e-09,4.16607118664057e-06,11.4585341147228,"TKFC_HUMAN",40,-30.7362234044019,6.65233209437929e-09,2.98726668438154e-06,-0.849475000000004,"Up in B2",5.52472600458525,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-2.7519525,9.38644875,-30.8163852312247,4.13120577410166e-09,4.16607118664057e-06,11.7828304602024,"NUA4L_HUMAN",5,-30.0187424266916,7.87629083811091e-09,3.35073993918161e-06,-2.7519525,"Up in B2",5.47485927773357,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.890749999999997,13.253675,-25.1207951207984,1.86078598243771e-08,6.84299077797349e-06,10.3949954334828,"BUP1_HUMAN",23,-29.1350530632762,9.75155056219288e-09,3.94108915971025e-06,-0.890749999999997,"Up in B2",5.40438373992958,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.590250000000001,16.269875,-23.2549516342762,3.28007512550138e-08,9.14236111704402e-06,9.84732815292534,"GLYC_HUMAN",30,-28.3269168573625,1.19221417937982e-08,4.58888914853672e-06,-0.590250000000001,"Up in B2",5.33829243320974,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
-0.913799999999998,14.028375,-24.3855871179554,2.31471530634183e-08,7.4839375284644e-06,10.1855496259125,"AL8A1_HUMAN",26,-28.1026531337599,1.26185650755807e-08,4.6361755229963e-06,-0.913799999999998,"Up in B2",5.3338401302525,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-0.602824999999999,13.2331375,-21.312364737998,6.21699113436345e-08,1.19647474616809e-05,9.2158036360357,"ASPDH_HUMAN",17,-27.5413802357174,1.45738834962069e-08,5.12176957825391e-06,-0.602824999999999,"Up in B2",5.2905799637715,"ASPDH","Aspartate dehydrogenase domain-containing protein","ASPDH_HUMAN"
-0.545000000000005,15.88775,-19.2209613508,1.32274908091893e-07,1.78196347017795e-05,8.45370985357583,"AOXA_HUMAN",91,-27.0040625795137,1.67747538007497e-08,5.42760928053222e-06,-0.545000000000005,"Up in B2",5.26539142361664,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.902475000000006,14.8387375,26.2639675245676,1.34139701247993e-08,5.42125602593762e-06,10.7054272346547,"VIME_HUMAN",46,27.0012761988576,1.67871127073247e-08,5.42760928053222e-06,0.902475000000006,"Up in BDM",5.26539142361664,"VIM","Vimentin","VIME_HUMAN"
-1.28555,11.15485,-33.8740689503478,2.05497221502003e-09,2.76839006900115e-06,12.3885219435652,"DPYD_HUMAN",55,-26.3589700786631,1.99336104256081e-08,5.81634358386843e-06,-1.28555,"Up in B2",5.23534994668637,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-0.781575000000011,17.8116875,-22.0401727751407,4.86135428665799e-08,1.00754683843735e-05,9.46035212506834,"LDHA_HUMAN",24,-26.3503321487958,1.9980275094522e-08,5.81634358386843e-06,-0.781575000000011,"Up in B2",5.23534994668637,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
1.3403875,10.32400625,25.1049627748741,1.86942977219779e-08,6.84299077797349e-06,10.3905682163382,"FMOD_HUMAN",7,26.210157239527,2.07551856372774e-08,5.81634358386843e-06,1.3403875,"Up in BDM",5.23534994668637,"FMOD","Fibromodulin","FMOD_HUMAN"
0.979799999999997,13.536075,23.66191168912,2.88789768945401e-08,8.64551000883585e-06,9.97140285352137,"K2C7_HUMAN",37,26.1902925869642,2.08677426614109e-08,5.81634358386843e-06,0.979799999999997,"Up in BDM",5.23534994668637,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
0.713774999999998,12.9501875,22.2137444093572,4.58974456727159e-08,1.00754683843735e-05,9.51722812706688,"MFGM_HUMAN",22,26.0226066179214,2.18460577507492e-08,5.88605615997687e-06,0.713774999999998,"Up in BDM",5.23017559853072,"MFGE8","Lactadherin","MFGM_HUMAN"
-0.795374999999996,18.2843875,-22.0785990746438,4.79968892176848e-08,1.00754683843735e-05,9.47299062958965,"ADH1G_HUMAN",33,-25.629070440635,2.43539019563768e-08,6.34880980951811e-06,-0.795374999999996,"Up in B2",5.19730768283492,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
0.582375000000001,11.6175375,19.9411886047432,1.01115936221761e-07,1.57176944707788e-05,8.72671894887765,"5NTD_HUMAN",22,25.4138452388335,2.58631449499114e-08,6.34880980951811e-06,0.582375000000001,"Up in BDM",5.19730768283492,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.678824999999996,12.4553625,22.4369358257116,4.26539744502493e-08,1.00754683843735e-05,9.5895704850043,"HKDC1_HUMAN",55,25.4060294681284,2.59199212809721e-08,6.34880980951811e-06,0.678824999999996,"Up in BDM",5.19730768283492,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.417899999999998,15.54425,16.060056257373,4.88495201909234e-07,3.87108501669837e-05,7.10060606959548,"SQOR_HUMAN",36,25.2307804153872,2.72309861623563e-08,6.47376650442135e-06,0.417899999999998,"Non-significant",5.1888429687688,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","SQOR_HUMAN"
-0.592849999999999,16.9223,-20.2346126472769,9.08775455395235e-08,1.45000827256438e-05,8.8346613747686,"ADH4_HUMAN",25,-25.0551390617216,2.86212044924946e-08,6.60986274036668e-06,-0.592849999999999,"Up in B2",5.17980755892892,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
0.787450000000002,12.7574,21.017882479028,6.88355883227408e-08,1.23644013425048e-05,9.11398036084834,"PAI1_HUMAN",22,24.398924061623,3.45791886168381e-08,7.76398837749729e-06,0.787450000000002,"Up in BDM",5.10991512341152,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-1.1418675,9.96851625,-24.4189054720261,2.29161272561491e-08,7.4839375284644e-06,10.1952148930082,"TTC36_HUMAN",9,-24.2211719819735,3.64278220228588e-08,7.95800230839912e-06,-1.1418675,"Up in B2",5.09919593921264,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN"
0.397350000000001,11.97135,15.996114882589,5.02813463407694e-07,3.94586526672271e-05,7.07026797425686,"GNA13_HUMAN",21,23.998993935423,3.88986153895075e-08,8.27414495245761e-06,0.397350000000001,"Non-significant",5.08227687508892,"GNA13","Guanine nucleotide-binding protein subunit alpha-13","GNA13_HUMAN"
-0.431324999999998,13.7317875,-16.448000432524,4.1090448924999e-07,3.43343785047945e-05,7.28190480918758,"SPS2_HUMAN",17,-23.6132660361115,4.36549653243727e-08,8.99294575384571e-06,-0.431324999999998,"Non-significant",5.04609802627702,"SEPHS2","Selenide, water dikinase 2","SPS2_HUMAN"
1.3450325,8.47239625,22.2615950680729,4.51791919964418e-08,1.00754683843735e-05,9.53281250424977,"CNTN1_HUMAN",20,23.4378487439227,4.60344063244533e-08,8.99294575384571e-06,1.3450325,"Up in BDM",5.04609802627702,"CNTN1","Contactin-1","CNTN1_HUMAN"
-0.69265,16.766275,-23.3403154534811,3.19305049796349e-08,9.14236111704402e-06,9.87357764416433,"SBP1_HUMAN",39,-23.4146752378026,4.63596360784227e-08,8.99294575384571e-06,-0.69265,"Up in B2",5.04609802627702,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.644475,11.4212625,-19.545025409163,1.17077659261972e-07,1.66024336809565e-05,8.57799615186902,"DDC_HUMAN",22,-23.3886392752388,4.6728160542066e-08,8.99294575384571e-06,-0.644475,"Up in B2",5.04609802627702,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
-0.6571,11.40395,-19.6246121037272,1.13654536973169e-07,1.66024336809565e-05,8.60815405838745,"PHKG2_HUMAN",21,-23.0830321338828,5.1312507003987e-08,9.38041198978116e-06,-0.6571,"Up in B2",5.0277780868918,"PHKG2","Phosphorylase b kinase gamma catalytic chain, liver/testis isoform","PHKG2_HUMAN"
-0.504150000000001,13.465175,-19.6549342751839,1.12380270020424e-07,1.66024336809565e-05,8.61960666893514,"GALE_HUMAN",23,-22.9785478202695,5.29956043182028e-08,9.38041198978116e-06,-0.504150000000001,"Up in B2",5.0277780868918,"GALE","UDP-glucose 4-epimerase","GALE_HUMAN"
-0.673924999999997,16.6122625,-21.0360159638369,6.84024965402777e-08,1.23644013425048e-05,9.1202996121649,"GSTM1_HUMAN",24,-22.9609036499916,5.3285980305448e-08,9.38041198978116e-06,-0.673924999999997,"Up in B2",5.0277780868918,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
-0.734224999999999,16.0206625,-20.216063991929,9.14888307568765e-08,1.45000827256438e-05,8.82789245735361,"AK1C4_HUMAN",23,-22.943023812826,5.35820819376731e-08,9.38041198978116e-06,-0.734224999999999,"Up in B2",5.0277780868918,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
1.4854125,9.61294375,28.2759243188714,7.7900229607664e-09,4.16607118664057e-06,11.2106944454544,"ITA3_HUMAN",23,22.8857039354976,5.45440261684665e-08,9.38041198978116e-06,1.4854125,"Up in BDM",5.0277780868918,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-0.652900000000001,15.4341,-19.2794689698107,1.29373268533117e-07,1.77241377890371e-05,8.47632756594264,"ADH6_HUMAN",19,-22.6845957351075,5.8077761336754e-08,9.65489559294264e-06,-0.652900000000001,"Up in B2",5.01525241827548,"ADH6","Alcohol dehydrogenase 6","ADH6_HUMAN"
0.856050000000002,14.216475,20.5538739531561,8.10484667151353e-08,1.37758915738095e-05,8.95003423294417,"IL18_HUMAN",14,22.6599208047037,5.8528997161226e-08,9.65489559294264e-06,0.856050000000002,"Up in BDM",5.01525241827548,"IL18","Interleukin-18","IL18_HUMAN"
-0.597399999999997,14.085325,-18.7886537560474,1.56150459133385e-07,1.91814380716208e-05,8.28409203375437,"DPYS_HUMAN",26,-22.4791395842588,6.19593006859566e-08,1.00163405488918e-05,-0.597399999999997,"Up in B2",4.99929091816018,"DPYS","Dihydropyrimidinase","DPYS_HUMAN"
-0.751000000000001,11.301275,-20.3390639131591,8.75204410574831e-08,1.44373005115844e-05,8.87264253938439,"VTDB_HUMAN",21,-22.3650392778964,6.42418947757756e-08,1.01817104994626e-05,-0.751000000000001,"Up in B2",4.99217925558716,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-1.00145,13.74715,-22.7298619085157,3.87838166656492e-08,1.00754683843735e-05,9.6831867862532,"NDRG1_HUMAN",15,-22.0770995465371,7.04398130783072e-08,1.09493270983069e-05,-1.00145,"Up in B2",4.96061256999938,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-0.753925000000002,17.5184125,-19.1537959465971,1.35697166106101e-07,1.79809867809117e-05,8.42764701001995,"BHMT1_HUMAN",31,-21.9166990365115,7.41859399500586e-08,1.1314055709742e-05,-0.753925000000002,"Up in B2",4.94638168714997,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-0.501800000000003,15.023275,-16.6941536315766,3.68932538188466e-07,3.24139315888844e-05,7.39453610188377,"GDE_HUMAN",104,-21.6657306098924,8.05109609139564e-08,1.18527256071616e-05,-0.501800000000003,"Up in B2",4.92618176948187,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
-0.592750000000002,12.69555,-17.765596477163,2.34775847521781e-07,2.40214326015007e-05,7.86429915677284,"KFA_HUMAN",16,-21.6604403130599,8.06507371512916e-08,1.18527256071616e-05,-0.592750000000002,"Up in B2",4.92618176948187,"AFMID","Kynurenine formamidase","KFA_HUMAN"
-0.758125,17.8146375,-18.8393770802213,1.53110645431207e-07,1.91814380716208e-05,8.30422453099195,"ADH1B_HUMAN",14,-21.3486060326046,8.93989389228587e-08,1.29037789877405e-05,-0.758125,"Up in B2",4.88928308402786,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
-0.6634875,10.27395625,-18.8826007012948,1.50573080765908e-07,1.91814380716208e-05,8.32133136214694,"DEMA_HUMAN",19,-21.0367259937535,9.92436747285425e-08,1.40734495233475e-05,-0.6634875,"Up in B2",4.85159944020986,"DMTN","Dematin","DEMA_HUMAN"
1.00435,10.974725,21.5471734646399,5.73764986186785e-08,1.15943559583694e-05,9.29579019863102,"GSTP1_HUMAN",10,20.9581863365953,1.01913411194562e-07,1.42028638394077e-05,1.00435,"Up in BDM",4.84762407644443,"GSTP1","Glutathione S-transferase P","GSTP1_HUMAN"
-0.332824999999996,14.8427875,-12.9292663573276,2.32622738709047e-06,0.000105044111563421,5.44145676236777,"ADK_HUMAN",28,-20.8904811319865,1.04280528943883e-07,1.42864324653119e-05,-0.332824999999996,"Non-significant",4.8450762074625,"ADK","Adenosine kinase","ADK_HUMAN"
0.747500000000002,11.96345,22.779339226257,3.81701985740309e-08,1.00754683843735e-05,9.69885258371998,"TFR1_HUMAN",34,20.8330771363841,1.06336540305159e-07,1.43253042547767e-05,0.747500000000002,"Up in BDM",4.84389614529304,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
-0.584000000000001,15.8805,-18.482652529455,1.76005333393627e-07,2.00373395749392e-05,8.16130440624107,"ADH1A_HUMAN",8,-20.6530466029417,1.13089743023165e-07,1.49853179156761e-05,-0.584000000000001,"Up in B2",4.82433403900067,"ADH1A","Alcohol dehydrogenase 1A","ADH1A_HUMAN"
0.913074999999999,11.0771125,21.2261097480699,6.40434085206194e-08,1.20386714202829e-05,9.18615469147157,"CCN1_HUMAN",22,20.6030567950772,1.1505051013629e-07,1.49992463456715e-05,0.913074999999999,"Up in BDM",4.82393056202025,"CCN1","CCN family member 1","CCN1_HUMAN"
3.208245,7.8246225,20.7133844230291,7.65926776110177e-08,1.3458665502823e-05,9.00688555149778,"FETA_HUMAN",27,20.5490421805278,1.17212711787613e-07,1.50385769742742e-05,3.208245,"Up in BDM",4.8227932569265,"AFP","Alpha-fetoprotein","FETA_HUMAN"
0.880692499999999,10.27847875,24.9662148597349,1.94715808355054e-08,6.84299077797349e-06,10.3516157325891,"DREB_HUMAN",21,20.48537400858,1.19820897337174e-07,1.51330048933809e-05,0.880692499999999,"Up in BDM",4.82007482749297,"DBN1","Drebrin","DREB_HUMAN"
0.591524999999997,10.5470375,19.5525000341051,1.16751247741614e-07,1.66024336809565e-05,8.58083459311902,"GLSK_HUMAN",24,20.3704343701565,1.24698282747348e-07,1.55067110684126e-05,0.591524999999997,"Up in BDM",4.80948030510743,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
-0.313274999999999,15.7253125,-12.9412075984282,2.31093225982798e-06,0.000104939693574099,5.44854518467173,"AMPL_HUMAN",38,-20.1336054736075,1.35476780798531e-07,1.65918002908261e-05,-0.313274999999999,"Non-significant",4.78010648836066,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
0.778772499999999,9.48968625,18.2233405563962,1.95087400796206e-07,2.1601252885421e-05,8.05542548389754,"MYL9_HUMAN",5,20.0097987835411,1.41530654978296e-07,1.66536641603174e-05,0.778772499999999,"Up in BDM",4.77849019762125,"MYL9","Myosin regulatory light polypeptide 9","MYL9_HUMAN"
-0.737375,16.9270875,-19.5829133940119,1.15433702041376e-07,1.66024336809565e-05,8.59237087933974,"ARGI1_HUMAN",26,-19.98208591182,1.4292751552557e-07,1.66536641603174e-05,-0.737375,"Up in B2",4.77849019762125,"ARG1","Arginase-1","ARGI1_HUMAN"
-0.5952,10.72335,-17.0701109467762,3.13857356390398e-07,2.94989419965534e-05,7.56308503921243,"HUTU_HUMAN",17,-19.8454696205637,1.50046799466732e-07,1.66536641603174e-05,-0.5952,"Up in B2",4.77849019762125,"UROC1","Urocanate hydratase","HUTU_HUMAN"
0.654975,14.9038875,17.5005251998265,2.61902283059844e-07,2.6135261160157e-05,7.75107365134341,"VNN1_HUMAN",18,19.8358629881625,1.50562393315157e-07,1.66536641603174e-05,0.654975,"Up in BDM",4.77849019762125,"VNN1","Pantetheinase","VNN1_HUMAN"
1.0507,11.160675,18.6840191680765,1.62639480898252e-07,1.91814380716208e-05,8.24236443843528,"TRFM_HUMAN",39,19.7675563735038,1.54287064197851e-07,1.66536641603174e-05,1.0507,"Up in BDM",4.77849019762125,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.70365,12.342125,-20.5277238664434,8.18066059065761e-08,1.37758915738095e-05,8.94066415008076,"XDH_HUMAN",47,-19.7669788404831,1.54318999714056e-07,1.66536641603174e-05,-0.70365,"Up in B2",4.77849019762125,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.509925000000006,16.1154875,-16.8395844176636,3.46424547291877e-07,3.18198819972755e-05,7.4602270430362,"FAS_HUMAN",149,-19.7447453998333,1.55554160862014e-07,1.66536641603174e-05,-0.509925000000006,"Up in B2",4.77849019762125,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.822875,11.0262875,-22.3493827582247,4.38943290145267e-08,1.00754683843735e-05,9.56129763741043,"ACO12_HUMAN",27,-19.7367465804954,1.56001274450121e-07,1.66536641603174e-05,-0.822875,"Up in B2",4.77849019762125,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.507,12.83365,18.003715301047,2.13094220836147e-07,2.28230996236095e-05,7.96440713094837,"GALT2_HUMAN",30,19.6874626848227,1.58788561523869e-07,1.66536641603174e-05,0.507,"Up in BDM",4.77849019762125,"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2","GALT2_HUMAN"
0.589975000000001,10.9069375,17.2200406513886,2.94538692814505e-07,2.80088971061135e-05,7.62916054749556,"RB27B_HUMAN",10,19.685803734878,1.58883364626986e-07,1.66536641603174e-05,0.589975000000001,"Up in BDM",4.77849019762125,"RAB27B","Ras-related protein Rab-27B","RB27B_HUMAN"
0.710674999999998,11.4967125,17.941362073279,2.18544180108624e-07,2.29414624391949e-05,7.93833774647674,"CRYAB_HUMAN",11,19.6657725770399,1.60033167057339e-07,1.66536641603174e-05,0.710674999999998,"Up in BDM",4.77849019762125,"CRYAB","Alpha-crystallin B chain","CRYAB_HUMAN"
0.962074999999999,10.6878375,18.5322659886755,1.72600336593468e-07,1.99304074383572e-05,8.18136944676079,"MTAP2_HUMAN",13,19.6191700605976,1.62744965909216e-07,1.66536641603174e-05,0.962074999999999,"Up in BDM",4.77849019762125,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
1.04644,9.665255,18.7393285009535,1.59172169618171e-07,1.91814380716208e-05,8.26445465560149,"MIME_HUMAN",7,19.5852685611752,1.64750521468717e-07,1.66536641603174e-05,1.04644,"Up in BDM",4.77849019762125,"OGN","Mimecan","MIME_HUMAN"
-0.578875000000002,14.9516625,-18.3280754647733,1.87111533623532e-07,2.10058684205418e-05,8.09839415287318,"CBS_HUMAN",31,-19.5785538116393,1.65151079314563e-07,1.66536641603174e-05,-0.578875000000002,"Up in B2",4.77849019762125,"CBS","Cystathionine beta-synthase","CBS_HUMAN"
0.970745000000001,8.90044,18.6995585714513,1.61656763267769e-07,1.91814380716208e-05,8.24857832840833,"MAP1B_HUMAN",55,19.5421393860366,1.67342697188248e-07,1.66536641603174e-05,0.970745000000001,"Up in BDM",4.77849019762125,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
0.812925,11.2572875,18.9927677587407,1.44317964547996e-07,1.88148727006686e-05,8.3647302377949,"SCMC1_HUMAN",23,19.5158215625276,1.68947230130648e-07,1.66536641603174e-05,0.812925,"Up in BDM",4.77849019762125,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN"
-0.652799999999997,13.656075,-16.5533756287081,3.92308601286674e-07,3.37343662148956e-05,7.33034539330767,"HDAC6_HUMAN",26,-19.4207502126214,1.74890923905947e-07,1.70318474449611e-05,-0.652799999999997,"Up in B2",4.76873824154791,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN"
-0.772049999999998,13.957525,-22.1563541310463,4.67760115364424e-08,1.00754683843735e-05,9.49848263538268,"CGL_HUMAN",22,-19.3473960539603,1.79639549286635e-07,1.71943051058608e-05,-0.772049999999998,"Up in B2",4.76461537115272,"CTH","Cystathionine gamma-lyase","CGL_HUMAN"
-0.715275000000002,15.8260625,-17.4584978673232,2.66521004921203e-07,2.6271820521684e-05,7.73294560539103,"FTCD_HUMAN",36,-19.3296002163309,1.80813551156523e-07,1.71943051058608e-05,-0.715275000000002,"Up in B2",4.76461537115272,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.6638,11.5694,18.6667256452524,1.63741089563508e-07,1.91814380716208e-05,8.23544216379985,"PRS23_HUMAN",19,19.1334701722971,1.94346942113743e-07,1.82663527105277e-05,0.6638,"Up in BDM",4.73834816068368,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.644774999999997,10.9459625,16.8977941726208,3.37854253485069e-07,3.13893785163197e-05,7.48634550871468,"FSCN1_HUMAN",23,18.9654285572184,2.06863083650044e-07,1.92192448867046e-05,0.644774999999997,"Up in BDM",4.71626367951761,"FSCN1","Fascin","FSCN1_HUMAN"
-0.718274999999997,14.3008125,-17.3569128972571,2.78070606697504e-07,2.70800567944088e-05,7.68892629120889,"SERA_HUMAN",27,-18.7381556773301,2.25275197447287e-07,2.06920388746184e-05,-0.718274999999997,"Up in B2",4.68419671434297,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
0.382325,12.6766875,14.1162543912142,1.23941255765708e-06,6.81508279152527e-05,6.11536025100693,"INF2_HUMAN",53,18.6546279504828,2.32504729600281e-07,2.10937797002211e-05,0.382325,"Non-significant",4.67584559399813,"INF2","Inverted formin-2","INF2_HUMAN"
-0.463225,16.0247125,-14.5580037532886,9.92907594190297e-07,5.94494228432605e-05,6.35134236677177,"AK1A1_HUMAN",24,-18.6279588711259,2.34868263394767e-07,2.10937797002211e-05,-0.463225,"Non-significant",4.67584559399813,"AKR1A1","Aldo-keto reductase family 1 member A1","AK1A1_HUMAN"
