"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.700258333333334,10.7712857142857,22.9749254975931,3.23357529915157e-07,0.000189348930731747,7.67070572234881,"KANK1_HUMAN",51,33.7364502196848,1.22319085500938e-08,9.11610784487903e-06,0.700258333333334,"Up in DM",5.04019054569451,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
0.632575000000005,12.5143285714286,20.2711309374643,6.94483513853705e-07,0.00029965136034593,6.95712806303166,"LIMC1_HUMAN",62,30.2623164239322,2.49588189907106e-08,1.70510331738205e-05,0.632575000000005,"Up in DM",4.7682493006542,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.419108333333334,10.7250428571429,14.2726542398831,5.82330334835798e-06,0.00116437660609363,4.82193192712574,"SYNE2_HUMAN",160,27.2870152562783,4.91797010295591e-08,3.02779312863221e-05,0.419108333333334,"Non-significant",4.5188738009562,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.05472,10.2580028571429,23.6752733733762,2.69111010246431e-07,0.000169705543230788,7.83685142939162,"VLDLR_HUMAN",32,26.8310012700423,5.49175069201329e-08,3.02779312863221e-05,1.05472,"Up in DM",4.5188738009562,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
0.65399166666667,13.5367571428571,20.764845748965,5.99699707393645e-07,0.000273129900067395,7.09671338833783,"PFKAP_HUMAN",34,26.7951781734959,5.53999718583595e-08,3.02779312863221e-05,0.65399166666667,"Up in DM",4.5188738009562,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-2.74033333333333,8.94511142857143,-25.2398213502368,1.81896570093806e-07,0.000124265673469085,8.18380559972739,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-25.3577052253465,7.9471822940694e-08,4.07193752792381e-05,-2.74033333333333,"Up in BT",4.39019889360992,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
-0.612083333333326,15.8788285714286,-19.938424671609,7.68184961155197e-07,0.000314879015577515,6.86050829907097,"APOE_HUMAN",29,-24.8438518304653,9.08565179051055e-08,4.38142196344738e-05,-0.612083333333326,"Up in BT",4.35838491902634,"APOE","Apolipoprotein E","APOE_HUMAN"
0.687033333333336,16.2968428571429,19.7446462138596,8.15281419911078e-07,0.000316851898272009,6.8032559981144,"ALDOA_HUMAN",29,23.4533389615782,1.32377682376392e-07,5.98051754058696e-05,0.687033333333336,"Up in DM",4.22326123151402,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.352874999999996,15.1659428571429,-12.2674641178892,1.44234597595861e-05,0.00179156853195586,3.86221640923754,"CO3_HUMAN",111,-23.288777812109,1.38606773934072e-07,5.98051754058696e-05,-0.352874999999996,"Non-significant",4.22326123151402,"C3","Complement C3","CO3_HUMAN"
-0.348341666666663,12.7543857142857,-11.85843640027,1.76512684048386e-05,0.00195547430247118,3.64563521323666,"LRP1_HUMAN",189,-23.0977389309246,1.46265265642034e-07,5.99541323866696e-05,-0.348341666666663,"Non-significant",4.22218087743792,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-7.87571666666667,9.62024285714286,-22.6220328705138,3.55447529163234e-07,0.00019426392293868,7.58426493563488,"Q15194_HBV",5,-22.8859229175736,1.55331736262141e-07,6.06385511370015e-05,-7.87571666666667,"Up in BT",4.21725118403699,"PreC-C","Capsid protein","Q15194_HBV"
1.28044416666667,9.87238428571429,21.1174358403338,5.41152896153112e-07,0.000260963026039013,7.19372203437931,"PLIN2_HUMAN",25,22.5160984091932,1.72756777678799e-07,6.15854676121009e-05,1.28044416666667,"Up in DM",4.21052175667423,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.473400000000005,14.0830857142857,15.6328713320948,3.36338090012205e-06,0.000835545352096986,5.39056930642194,"VILI_HUMAN",46,22.5155972814315,1.72781868148124e-07,6.15854676121009e-05,0.473400000000005,"Non-significant",4.21052175667423,"VIL1","Villin-1","VILI_HUMAN"
2.64754666666667,10.5736828571429,26.0315310784056,1.50541209197574e-07,0.00011219425754561,8.34761235294911,"NUA4L_HUMAN",5,21.8511562474998,2.10064692317963e-07,7.17545978176108e-05,2.64754666666667,"Up in DM",4.14415026542545,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.885841666666668,14.1322714285714,21.3374681398628,5.07979092566095e-07,0.000260275787553553,7.25316453685712,"NDRG1_HUMAN",15,20.6095310526875,3.07533567640439e-07,0.000100846407500653,0.885841666666668,"Up in DM",3.99633956825372,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-0.769399999999997,12.4262571428571,-18.6675773335892,1.14708195665787e-06,0.00037615111522725,6.471240217831,"RIR2B_HUMAN",23,-20.3448087797317,3.34534224404176e-07,0.000105481214294825,-0.769399999999997,"Up in BT",3.97682487927198,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.638308333333335,12.2993142857143,-17.552407900456,1.66776434935249e-06,0.000479548194472728,6.100881291374,"MA1A1_HUMAN",24,-19.6669479857888,4.1703908287653e-07,0.000126625422274881,-0.638308333333335,"Up in BT",3.89747909332884,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
0.647316666666667,10.3462714285714,19.4661947477156,8.88947750702148e-07,0.000316851898272009,6.71969484737346,"T23O_HUMAN",17,19.4245586065511,4.52053045997725e-07,0.000132354673967477,0.647316666666667,"Up in DM",3.87826071743447,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.597674999999994,12.6302285714286,-16.1955406128067,2.71588391348655e-06,0.000742160544092093,5.6091718776353,"FMO5_HUMAN",32,-19.2652304625494,4.76909039244681e-07,0.000134817251852686,-0.597674999999994,"Up in BT",3.87025452987026,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
-0.873528333333333,9.74360571428571,-17.5032834295044,1.69637687725166e-06,0.000479548194472728,6.08389728992894,"PERM_HUMAN",27,-19.1233572443345,5.00371284508973e-07,0.000136734793013485,-0.873528333333333,"Up in BT",3.86412096245388,"MPO","Myeloperoxidase","PERM_HUMAN"
1.27650833333334,11.1684,17.7831236297238,1.54064692220695e-06,0.000467786054379726,6.17986964534838,"EHD2_HUMAN",32,19.0081105104922,5.20409804350594e-07,0.000137623212131167,1.27650833333334,"Up in DM",3.8613083099211,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
-0.802149999999997,12.7180714285714,-17.8952059511489,1.48296760137137e-06,0.00046759109215548,6.21778554132232,"LG3BP_HUMAN",20,-18.8485836614762,5.49688495661457e-07,0.00014082332148227,-0.802149999999997,"Up in BT",3.85132541655512,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-3.78533083333333,7.05032285714286,-19.49253963739,8.81656632927288e-07,0.000316851898272009,6.72766691215647,"COL10_HUMAN",4,-18.4331735763479,6.35246949373981e-07,0.000157810742150542,-3.78533083333333,"Up in BT",3.80186343776843,"COLEC10","Collectin-10","COL10_HUMAN"
0.561524999999998,11.7001285714286,14.3831081669506,5.55931602390794e-06,0.00113938181909993,4.87037979250394,"DPYD_HUMAN",55,18.0015031805163,7.40788475606126e-07,0.000177239998949249,0.561524999999998,"Up in DM",3.7514382612151,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-0.415108333333333,12.9176714285714,-12.3656962291587,1.37534341191799e-05,0.0017673265922372,3.91309025525588,"CO4B_HUMAN",83,-17.8734421137955,7.75879598474794e-07,0.000177239998949249,-0.415108333333333,"Non-significant",3.7514382612151,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.487500000000002,10.4223285714286,14.0835318501926,6.30976697270864e-06,0.00119325558483748,4.73798689873171,"TRFM_HUMAN",39,17.8350728654479,7.86762605261882e-07,0.000177239998949249,0.487500000000002,"Non-significant",3.7514382612151,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.479976666666667,10.1937457142857,-13.3762509220069,8.59741548011397e-06,0.00135541561742258,4.41248777119671,"AGRIN_HUMAN",63,-17.7894342610829,7.99936565152744e-07,0.000177239998949249,-0.479976666666667,"Non-significant",3.7514382612151,"AGRN","Agrin","AGRIN_HUMAN"
-0.506133333333327,13.7749857142857,-15.9923786678464,2.93143252145006e-06,0.000775222058414438,5.53129210452274,"ANX13_HUMAN",21,-17.5216651671606,8.82533448049507e-07,0.00019039497913447,-0.506133333333327,"Up in BT",3.72034450848802,"ANXA13","Annexin A13","ANX13_HUMAN"
-0.80260833333333,11.5086,-15.0873087801778,4.16795607865229e-06,0.000929637346519691,5.16961547977661,"CO5_HUMAN",67,-17.2621550739071,9.72062084472577e-07,0.00020249464854079,-0.80260833333333,"Up in BT",3.69358644968346,"C5","Complement C5","CO5_HUMAN"
-0.399908333333334,13.3665857142857,-12.9946607096448,1.02249542308172e-05,0.00157715618058576,4.22888282330104,"ADRO_HUMAN",35,-17.1398050251526,1.0178621402159e-06,0.00020249464854079,-0.399908333333334,"Non-significant",3.69358644968346,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
0.848445000000002,9.69207428571429,15.4128724331335,3.6640236569108e-06,0.000883460762922198,5.30256669415414,"FIL1L_HUMAN",39,17.1006825300104,1.03302654858014e-06,0.00020249464854079,0.848445000000002,"Up in DM",3.69358644968346,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.51948333333333,18.2576857142857,15.0707094262584,4.19572844855191e-06,0.000929637346519691,5.16274786438446,"LDHA_HUMAN",24,17.0557000144208,1.05078408646541e-06,0.00020249464854079,0.51948333333333,"Up in DM",3.69358644968346,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
0.60556666666667,11.7455285714286,14.7700585986392,4.73781516722624e-06,0.00102212128265581,5.03682992190877,"BCAP_HUMAN",31,16.976112519001,1.08306846828218e-06,0.00020249464854079,0.60556666666667,"Up in DM",3.69358644968346,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
0.536316666666668,12.6222,14.5351121493772,5.21834693445611e-06,0.00109692328637619,4.93636716722739,"PURA1_HUMAN",29,16.9670370831752,1.08682172917721e-06,0.00020249464854079,0.536316666666668,"Up in DM",3.69358644968346,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.994999166666666,9.57889571428571,15.7449551759692,3.22125206242612e-06,0.000825244512742792,5.43484814116547,"FMO1_HUMAN",22,16.5727761313456,1.26526830112455e-06,0.000230503767391536,0.994999166666666,"Up in DM",3.63732197203579,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN"
-0.336391666666664,11.8475571428571,-10.2874385561138,4.09066488731815e-05,0.00345724440682827,2.73514240023397,"GOGB1_HUMAN",194,-16.4286171731438,1.33875364076169e-06,0.000238589181455746,-0.336391666666664,"Non-significant",3.62234925278886,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
-0.363908333333331,13.3888142857143,-10.6817145367365,3.27815689106217e-05,0.0030252502244537,2.9763062034076,"FAT1_HUMAN",153,-15.9916532350573,1.59329653759934e-06,0.000277911596068924,-0.363908333333331,"Non-significant",3.55609333158292,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.323883333333338,15.2123571428571,10.8148588810838,3.04707756264214e-05,0.00297380260220718,3.05573070271706,"ACOHC_HUMAN",48,15.9247174866778,1.63700799297655e-06,0.000279587323467121,0.323883333333338,"Non-significant",3.55348252345956,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.609808333333341,16.4373714285714,13.8953669676068,6.84106031804852e-06,0.00119325558483748,4.6532000271149,"ALDOC_HUMAN",31,15.7360882479839,1.76778923004955e-06,0.000295761961386657,0.609808333333341,"Up in DM",3.52905768234103,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-2.947895,6.65498142857143,-15.0823596734813,4.17621409106021e-06,0.000929637346519691,5.16756881032188,"LAMB1_HUMAN",30,-15.6542510698748,1.82823181660856e-06,0.000295998758805726,-2.947895,"Up in BT",3.52871011003888,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
0.656558333333333,13.0206571428571,13.9430912844193,6.70156207086649e-06,0.00119325558483748,4.67482576812995,"BGH3_HUMAN",32,15.6368112639566,1.84141701623469e-06,0.000295998758805726,0.656558333333333,"Up in DM",3.52871011003888,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
0.407608333333336,12.8596142857143,12.3338001054417,1.39669674244555e-05,0.0017673265922372,3.8966188120649,"P4HA2_HUMAN",32,15.2965940803942,2.12181587734941e-06,0.000334512433894433,0.407608333333336,"Non-significant",3.47558773478291,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.256966666666663,14.2223714285714,-9.45732459768675,6.6929775044216e-05,0.0047926065532412,2.19610549252114,"AASS_HUMAN",44,-15.2131815155312,2.19785206318144e-06,0.00033996209837663,-0.256966666666663,"Non-significant",3.46856949879134,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
0.579680000000005,10.2496542857143,14.0103385335383,6.51054817299296e-06,0.00119325558483748,4.70515785569645,"ANGL3_HUMAN",22,15.1225653679193,2.28402245985286e-06,0.000344846711087067,0.579680000000005,"Up in DM",3.4623739116601,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.227866666666671,10.8244571428571,7.90036188372816,0.00018862166927628,0.00854320687694444,1.05195935473523,"HECD1_HUMAN",119,15.0924029607632,2.31356051595373e-06,0.000344846711087067,0.227866666666671,"Non-significant",3.4623739116601,"HECTD1","E3 ubiquitin-protein ligase HECTD1","HECD1_HUMAN"
-1.61318333333333,8.91643571428571,-13.9977442160056,6.54583734972357e-06,0.00119325558483748,4.69948958222522,"PGBM_HUMAN",106,-14.7951682418707,2.62934373704117e-06,0.000384917142076134,-1.61318333333333,"Up in BT",3.41463274740554,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.333258333333331,11.8977,-10.7590834679925,3.14151189867897e-05,0.00297457886398044,3.0225799340309,"FPRP_HUMAN",40,-14.6605572212004,2.78844115090275e-06,0.000401046325528083,-0.333258333333331,"Non-significant",3.39680545840429,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-1.09288,10.7497228571429,-13.7516241480094,7.28197205025248e-06,0.0012437001430827,4.58755996327897,"TRFL_HUMAN",33,-14.6200136785353,2.83850459321322e-06,0.000401207942330379,-1.09288,"Up in BT",3.39663047825352,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.998408333333328,12.1300857142857,-18.7896930349975,1.10247908869549e-06,0.00037615111522725,6.51010169583256,"APOM_HUMAN",8,-14.5181026776744,2.96896537248444e-06,0.000412535222434364,-0.998408333333328,"Up in BT",3.38453896528173,"APOM","Apolipoprotein M","APOM_HUMAN"
-0.873733333333329,11.6371428571429,-13.9327792295121,6.73142322353625e-06,0.00119325558483748,4.67015999643887,"DDB2_HUMAN",18,-14.3685605520659,3.17305646082212e-06,0.000433545281096996,-0.873733333333329,"Up in BT",3.36296553647251,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
0.672450000000003,15.0300428571429,12.8972497558635,1.06958321599866e-05,0.00157715618058576,4.18106907027252,"CP2C8_HUMAN",33,14.2675824020265,3.3199777579358e-06,0.000446183240320617,0.672450000000003,"Up in DM",3.3504867468558,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.603424999999996,11.8852142857143,-13.5334108057357,8.01574789414495e-06,0.00131426202472401,4.4864399709255,"ASM3A_HUMAN",18,-13.924535824124,3.88070988856641e-06,0.000513129994620442,-0.603424999999996,"Up in BT",3.28977259825163,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
0.516708333333337,14.5222714285714,12.3899748442196,1.35934254288851e-05,0.0017673265922372,3.92559758008625,"GBP1_HUMAN",22,13.3641003576523,5.04770419007147e-06,0.000656842523019142,0.516708333333337,"Up in DM",3.18253873939231,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.665912500000006,9.90247857142857,12.5438938794577,1.26276785147229e-05,0.0017673265922372,4.00428521854167,"LX15B_HUMAN",22,13.3059409261813,5.19038430744204e-06,0.000664855789881404,0.665912500000006,"Up in DM",3.17727254484813,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.377083333333335,15.4988571428571,10.4631944478533,3.70272339137025e-05,0.00321251881204507,2.84376733616182,"KPYM_HUMAN",44,13.2504339884031,5.33088533424703e-06,0.00067234766107934,0.377083333333335,"Non-significant",3.17240610158167,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
-0.158195833333334,9.58274428571429,-5.68027990304923,0.00116175163557266,0.021722193691153,-0.971649342152261,"AKAP9_HUMAN",185,-13.0542904081249,5.86349865035592e-06,0.000728317605085118,-0.158195833333334,"Non-significant",3.13767919203816,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
1.08591583333334,6.64268,12.8942693183432,1.07106300843168e-05,0.00157715618058576,4.17959995604969,"GAS6_HUMAN",14,13.0007683515445,6.01925851182933e-06,0.000728391880048939,1.08591583333334,"Up in DM",3.13763490426865,"GAS6","Growth arrest-specific protein 6","GAS6_HUMAN"
0.336350000000003,14.9716,10.5101617567696,3.60635959648595e-05,0.00319959497475252,2.87248705137959,"TYPH_HUMAN",30,12.9931554886126,6.0417965166294e-06,0.000728391880048939,0.336350000000003,"Non-significant",3.13763490426865,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
0.402500000000002,12.2805,11.7338023984913,1.87957162780683e-05,0.00205449709396805,3.57807416870617,"CP51A_HUMAN",22,12.9337008790462,6.22117946492175e-06,0.000730796858196064,0.402500000000002,"Non-significant",3.13620332841179,"CYP51A1","Lanosterol 14-alpha demethylase","CP51A_HUMAN"
-2.8399275,7.82303571428571,-12.8816695543057,1.07734503675046e-05,0.00157715618058576,4.17338521915812,"CLC11_HUMAN",7,-12.9247352237017,6.24875644049353e-06,0.000730796858196064,-2.8399275,"Up in BT",3.13620332841179,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
-0.743641666666665,10.5527714285714,-12.5109846749026,1.28273108458642e-05,0.0017673265922372,3.98754839836318,"OAT_HUMAN",18,-12.898846808083,6.32917503438895e-06,0.000730796858196064,-0.743641666666665,"Up in BT",3.13620332841179,"OAT","Ornithine aminotransferase, mitochondrial","OAT_HUMAN"
0.983759166666673,10.3657185714286,12.6887281426407,1.17907205517755e-05,0.00169579521199045,4.07738773975666,"TAGL_HUMAN",15,12.8514748429136,6.47942063789903e-06,0.000737754033187448,0.983759166666673,"Up in DM",3.1320884076006,"TAGLN","Transgelin","TAGL_HUMAN"
0.732450000000002,8.70684714285714,12.0090022791661,1.63745161605151e-05,0.00193250567870177,3.72626541218624,"BICC1_HUMAN",25,12.7996145075602,6.64860997221249e-06,0.000746648007564356,0.732450000000002,"Up in DM",3.12688408948339,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-0.495358333333332,14.5268285714286,-12.3270401352711,1.40127138930737e-05,0.0017673265922372,3.89312206781405,"VNN1_HUMAN",18,-12.6696735565603,7.09523566491302e-06,0.000777943197873476,-0.495358333333332,"Non-significant",3.10905211220144,"VNN1","Pantetheinase","VNN1_HUMAN"
0.400175000000004,10.8023285714286,10.6501744969043,3.33582109470674e-05,0.0030252502244537,2.9573453298434,"SHRM1_HUMAN",33,12.6635631299637,7.11706999762268e-06,0.000777943197873476,0.400175000000004,"Non-significant",3.10905211220144,"SHROOM1","Protein Shroom1","SHRM1_HUMAN"
-0.513541666666663,11.2835857142857,-11.3880528241473,2.24476599107945e-05,0.0023818172736181,3.38665941433048,"K1C19_HUMAN",26,-12.5420362848979,7.56773213853954e-06,0.000816319316733515,-0.513541666666663,"Up in BT",3.08813992657847,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.681954166666671,9.22089857142857,11.8604924789586,1.76330753655206e-05,0.00195547430247118,3.64674350993696,"PDK1_HUMAN",21,12.4696535486773,7.85166462821267e-06,0.000826705749856048,0.681954166666671,"Up in DM",3.08264904178185,"PDK1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial","PDK1_HUMAN"
0.423166666666663,17.1249571428571,10.453620803975,3.72272855750526e-05,0.00321251881204507,2.83789740327421,"CNDP2_HUMAN",40,12.4656825117942,7.86759145861334e-06,0.000826705749856048,0.423166666666663,"Non-significant",3.08264904178185,"CNDP2","Cytosolic non-specific dipeptidase","CNDP2_HUMAN"
0.345033333333335,12.8356714285714,9.93760075631627,5.01129998860201e-05,0.00402770953985875,2.51334809457367,"K2C7_HUMAN",37,12.441214500955,7.96654723574381e-06,0.000826705749856048,0.345033333333335,"Non-significant",3.08264904178185,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
0.852407500000001,7.35057,13.690444555068,7.47955084117797e-06,0.00125137464889749,4.55939006150134,"CNN1_HUMAN",10,12.3176645337104,8.48852826889951e-06,0.000869861934355477,0.852407500000001,"Up in DM",3.06054967370996,"CNN1","Calponin-1","CNN1_HUMAN"
0.610250000000002,12.5169857142857,11.9072728933205,1.72249409563729e-05,0.00195547430247118,3.67190535040642,"3BHS7_HUMAN",18,12.2652901965143,8.72155216685137e-06,0.000879387897447359,0.610250000000002,"Up in DM",3.05581951564149,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
-0.754366666666666,12.03,-11.6077086457849,2.00417440085556e-05,0.00216187128134393,3.50895380395556,"APOA5_HUMAN",23,-12.2488891775839,8.79602434626536e-06,0.000879387897447359,-0.754366666666666,"Up in BT",3.05581951564149,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
0.344275,12.2063714285714,10.7502790602062,3.15672555704194e-05,0.00297457886398044,3.01733105622563,"AT2L2_HUMAN",23,12.1700878988942,9.16415349388679e-06,0.000895081808525174,0.344275,"Non-significant",3.04813726930155,"PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase","AT2L2_HUMAN"
-0.280558333333328,11.1914857142857,-8.74301436266482,0.000105534313682207,0.00626935002584587,1.69461711583933,"PRG4_HUMAN",49,-12.1466173449825,9.27718837140894e-06,0.000895081808525174,-0.280558333333328,"Non-significant",3.04813726930155,"PRG4","Proteoglycan 4","PRG4_HUMAN"
-4.2522925,6.95545142857143,-11.9934873476695,1.65010243363167e-05,0.00193250567870177,3.71800629709409,"PLA1A_HUMAN",5,-12.1425775622011,9.29680478585455e-06,0.000895081808525174,-4.2522925,"Up in BT",3.04813726930155,"PLA1A","Phospholipase A1 member A","PLA1A_HUMAN"
-0.844940833333332,8.48318,-11.3577899222244,2.28046241883414e-05,0.0023818172736181,3.36961915005523,"NID1_HUMAN",32,-12.1113106379088,9.45024852607735e-06,0.000895081808525174,-0.844940833333332,"Up in BT",3.04813726930155,"NID1","Nidogen-1","NID1_HUMAN"
0.453991666666672,12.1524428571429,12.0349347803208,1.6165557887799e-05,0.00193250567870177,3.74004503549315,"SH3G1_HUMAN",17,12.1015149855058,9.49891648471458e-06,0.000895081808525174,0.453991666666672,"Non-significant",3.04813726930155,"SH3GL1","Endophilin-A2","SH3G1_HUMAN"
0.434691666666669,12.2603714285714,11.1204599992156,2.58432052637934e-05,0.00258369020429973,3.23434075968231,"PAI1_HUMAN",22,12.0690390167602,9.66233355553991e-06,0.000900134210094502,0.434691666666669,"Non-significant",3.04569273238516,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.347850000000003,10.3127285714286,10.3254208353798,4.00300359235283e-05,0.00341839827605297,2.75877275147413,"HUTH_HUMAN",25,11.8928454373618,1.06070931705995e-05,0.000977044379916571,0.347850000000003,"Non-significant",3.01008570903954,"HAL","Histidine ammonia-lyase","HUTH_HUMAN"
