"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.430724999999999,13.2458375,-14.9705360502517,9.36819719842861e-07,0.000240001501977243,6.53117382340282,"FAT1_HUMAN",153,-22.3156873285483,2.38989445315428e-08,1.78112315699625e-05,-0.430724999999999,"Non-significant",4.74930604990528,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.549149999999999,12.4828,-17.2179919612108,3.45226212838586e-07,0.000148104878091633,7.5083104783765,"LIMC1_HUMAN",62,-22.0502162273892,2.62029598032747e-08,1.79009887056038e-05,-0.549149999999999,"Up in BM1",4.74712298144861,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.83807,10.347265,-20.0844038530783,1.14229473964458e-07,8.30182431322187e-05,8.54475386523173,"CCN1_HUMAN",22,-21.3198704592443,3.39451720864816e-08,2.01287460374231e-05,-0.83807,"Up in BM1",4.69618327955697,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.547750000000001,11.567025,-16.4230234289129,4.84123619012143e-07,0.000180402064939161,7.18133884527411,"FLNC_HUMAN",102,-21.2850132924403,3.43745358043332e-08,2.01287460374231e-05,-0.547750000000001,"Up in BM1",4.69618327955697,"FLNC","Filamin-C","FLNC_HUMAN"
-0.83325,12.739475,-18.828363906758,1.81779864710541e-07,9.96134983397484e-05,8.11593199478714,"K2C7_HUMAN",37,-20.9005283773252,3.9539484588667e-08,2.16096463105262e-05,-0.83325,"Up in BM1",4.66535234124466,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-5.99645,8.0287,-19.9125826831759,1.21519750864433e-07,8.30182431322187e-05,8.48823237622123,"GPC3_HUMAN",10,-20.46887427081,4.64074488549717e-08,2.37780166070661e-05,-5.99645,"Up in BM1",4.62382437396167,"GPC3","Glypican-3","GPC3_HUMAN"
0.339325000000002,16.4528375,12.5529525141178,3.25542188275396e-06,0.00053375897189634,5.2682577199611,"FAS_HUMAN",149,20.1852302172919,5.16500680897607e-08,2.49074857764623e-05,0.339325000000002,"Non-significant",4.60367010901576,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.789629999999999,10.350035,-17.6053407308953,2.94363712889871e-07,0.000134066317681731,7.66089043858659,"TRFM_HUMAN",39,-19.5697318574749,6.54857664158281e-08,2.98251285042755e-05,-0.789629999999999,"Up in BM1",4.52541767645636,"MELTF","Melanotransferrin","TRFM_HUMAN"
-3.161485,7.486415,-19.1942082529754,1.58294922794323e-07,9.96134983397484e-05,8.24465907371654,"MIME_HUMAN",7,-19.1448077355694,7.74726880731459e-08,3.2661604296829e-05,-3.161485,"Up in BM1",4.48596248707796,"OGN","Mimecan","MIME_HUMAN"
-4.263225,6.8089925,-18.8213923586271,1.82264268735817e-07,9.96134983397484e-05,8.11344720960575,"CLC11_HUMAN",7,-19.0746038967286,7.96818841103417e-08,3.2661604296829e-05,-4.263225,"Up in BM1",4.48596248707796,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
-5.8037825,8.69835875,-18.2129315189965,2.30779112140294e-07,0.000118245447582883,7.89185907024565,"TSP4_HUMAN",21,-18.8096825638284,8.86812292627754e-08,3.46194627379158e-05,-5.8037825,"Up in BM1",4.46067967625753,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.654374999999998,10.5189625,-17.1087695716432,3.6131953669586e-07,0.000148104878091633,7.46450782000024,"ANXA3_HUMAN",21,-18.1241462109316,1.17779729093813e-07,4.38890099595943e-05,-0.654374999999998,"Up in BM1",4.35764421578147,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.469149999999999,16.7639,15.0415389658645,9.05816978580757e-07,0.000240001501977243,6.56467119378432,"ALDOC_HUMAN",31,17.6419163244296,1.44699860323365e-07,5.15760632578673e-05,0.469149999999999,"Non-significant",4.28755181013591,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.600102500000002,9.06110375,-15.765196418591,6.48173676186626e-07,0.00021009565966397,6.89577733932441,"FLRT3_HUMAN",27,-17.3673290210318,1.63088078366287e-07,5.42323201149149e-05,-0.600102500000002,"Up in BM1",4.26574181559864,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-4.39431,7.6599875,-16.840180831199,4.04640958245613e-07,0.000157964122652264,7.35529645718747,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-17.3304235233919,1.65754284757052e-07,5.42323201149149e-05,-4.39431,"Up in BM1",4.26574181559864,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
-1.242365,8.640685,-16.2047613202723,5.32674858901416e-07,0.000189863847533644,7.08815174697583,"LAMA5_HUMAN",58,-17.2465490843269,1.71998087702828e-07,5.42323201149149e-05,-1.242365,"Up in BM1",4.26574181559864,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.74081,9.5231375,-15.6534252510039,6.8190363959422e-07,0.00021009565966397,6.84583062676244,"DREB_HUMAN",21,-16.4323550804225,2.48541445253786e-07,7.546454697002e-05,-0.74081,"Up in BM1",4.12225703077435,"DBN1","Drebrin","DREB_HUMAN"
-2.870265,5.837775,-15.6213505183629,6.91947159176287e-07,0.00021009565966397,6.83141872385144,"CO6A3_HUMAN",12,-16.0245072952207,3.00840311973052e-07,8.80817456269672e-05,-2.870265,"Up in BM1",4.0551140869899,"COL6A3","Collagen alpha-3(VI) chain","CO6A3_HUMAN"
-0.910977499999998,10.46033625,-14.5556213156486,1.14391469134597e-06,0.000260494795545952,6.33164849044724,"LAMC1_HUMAN",52,-15.7044344439907,3.50619849002079e-07,9.76767761161778e-05,-0.910977499999998,"Up in BM1",4.0102086829909,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.57456,10.130995,-13.5346286921427,1.91484721866813e-06,0.000382876036552228,5.81150903280209,"AGRIN_HUMAN",63,-15.6105740817556,3.66927820755063e-07,9.76767761161778e-05,-0.57456,"Up in BM1",4.0102086829909,"AGRN","Agrin","AGRIN_HUMAN"
-0.666,11.032425,-15.3016909704533,8.01753211679558e-07,0.00022664733894307,6.68583485314027,"FSTL1_HUMAN",17,-15.5970010355418,3.69355947743537e-07,9.76767761161778e-05,-0.666,"Up in BM1",4.0102086829909,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.940219999999998,9.5919875,-14.3332397093038,1.27598267679025e-06,0.000282716377954768,6.22197871768998,"PTPRF_HUMAN",57,-15.4280892924219,4.0113489076501e-07,0.000102765744827861,-0.940219999999998,"Up in BM1",3.98815162572428,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.825525000000004,12.5913625,-14.7337583338125,1.04923442265448e-06,0.00024576067991204,6.41811150323514,"LG3BP_HUMAN",20,-15.3342774654441,4.20105910260641e-07,0.000104364492494447,-0.825525000000004,"Up in BM1",3.98144723444385,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-3.81355,7.7646,-14.8986093636222,9.69457095244573e-07,0.00024083664444894,6.49705047355635,"FMOD_HUMAN",7,-15.158930983533,4.58333207641196e-07,0.000110512224595368,-3.81355,"Up in BM1",3.95658967871495,"FMOD","Fibromodulin","FMOD_HUMAN"
-4.362635,7.5019875,-14.7492151246865,1.04144664215034e-06,0.00024576067991204,6.42555658251932,"COMP_HUMAN",5,-14.9204974428899,5.16746804275199e-07,0.000117860438365006,-4.362635,"Up in BM1",3.92863194794179,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-2.84406,7.180265,-17.8132887577129,2.70597488835352e-07,0.000130491659616013,7.74106679266617,"Q6VBP1_HBV",1,-14.9173866957772,5.17562305579436e-07,0.000117860438365006,-2.84406,"Up in BM1",3.92863194794179,"S","Large envelope protein","Q6VBP1_HBV"
0.748324999999999,10.6491125,13.8139109886306,1.657309889881e-06,0.000339665661931112,5.9581005665973,"PLIN2_HUMAN",25,14.6355794938955,5.97814172183745e-07,0.000132456231988171,0.748324999999999,"Up in CM",3.87792760358492,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.364649999999999,11.4365,11.1550861972034,7.43273655932787e-06,0.000984934675600415,4.41027044116445,"CGNL1_HUMAN",84,14.4533283986466,6.57139862793637e-07,0.000141388063718499,0.364649999999999,"Non-significant",3.8495872530568,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.428850000000001,14.220025,-12.111507780723,4.18522715687687e-06,0.000659817158309166,5.0086992654439,"VIME_HUMAN",46,-14.4088077150225,6.72619478533969e-07,0.000141388063718499,-0.428850000000001,"Non-significant",3.8495872530568,"VIM","Vimentin","VIME_HUMAN"
-0.734107499999999,10.50377125,-13.0525169486715,2.47351250193685e-06,0.000450619010908407,5.5503317644424,"ITA7_HUMAN",33,-14.0080720838224,8.31997824597226e-07,0.000170517954151201,-0.734107499999999,"Up in BM1",3.7682298865936,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
-3.0897275,6.74233375,-13.4533492927198,1.99810025649576e-06,0.000383523589663548,5.76820877550937,"CEMIP_HUMAN",47,-13.9305827719005,8.67489174001212e-07,0.000173455518255169,-3.0897275,"Up in BM1",3.76081187910444,"CEMIP","Cell migration-inducing and hyaluronan-binding protein","CEMIP_HUMAN"
-0.662025,10.0193375,-12.6084857845717,3.15596263686534e-06,0.00053375897189634,5.30021233146854,"CDHR2_HUMAN",30,-13.5421096323879,1.0731303866851e-06,0.000209464831191534,-0.662025,"Up in BM1",3.67888888392245,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-1.4551825,5.86343875,-15.3512680360996,7.83496943054063e-07,0.00022664733894307,6.70864922186083,"PTK7_HUMAN",5,-13.3749159015988,1.17807846712907e-06,0.000224602029616841,-1.4551825,"Up in BM1",3.64858632355358,"PTK7","Inactive tyrosine-protein kinase 7","PTK7_HUMAN"
-1.583035,6.2600975,-13.3444781794111,2.11611062400775e-06,0.000394269883991263,5.70975018061281,"CO6A2_HUMAN",8,-13.1263071691644,1.35613442804129e-06,0.000252672500933694,-1.583035,"Up in BM1",3.59744202101087,"COL6A2","Collagen alpha-2(VI) chain","CO6A2_HUMAN"
0.422625000000004,12.8441375,11.5321599768029,5.89621352181562e-06,0.00083339928365249,4.6523748404117,"PURA1_HUMAN",29,12.9027745841796,1.54235495060817e-06,0.00028098279744635,0.422625000000004,"Non-significant",3.5513202680053,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.497599999999998,14.3048,-12.3745693141028,3.59970747758552e-06,0.000578635331396982,5.16457108662612,"VNN1_HUMAN",18,-12.7382589377339,1.69779026086635e-06,0.000302575751273529,-0.497599999999998,"Non-significant",3.51916587971691,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.699604999999998,10.4225475,-12.5636056134136,3.2360706836276e-06,0.00053375897189634,5.27439950730489,"TAGL_HUMAN",15,-12.6617401153718,1.77602053833373e-06,0.000309783327090636,-0.699604999999998,"Up in BM1",3.50894196019653,"TAGLN","Transgelin","TAGL_HUMAN"
-0.536675000000002,13.5190625,-12.9489149936435,2.61639042081043e-06,0.00046628627543052,5.49281488585279,"IL18_HUMAN",14,-12.5759157173708,1.86861803324046e-06,0.000319144388260527,-0.536675000000002,"Up in BM1",3.49601278767132,"IL18","Interleukin-18","IL18_HUMAN"
-1.4962875,9.53845625,-11.99578830473,4.47635304916663e-06,0.000692398911265434,4.93898490755442,"CO6A1_HUMAN",22,-12.4220209057152,2.04855340252603e-06,0.000342735526406294,-1.4962875,"Up in BM1",3.46504087624553,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN"
0.462975000000004,11.9578625,11.8857218691965,4.77466409707383e-06,0.000724864745700208,4.87201150038474,"KNG1_HUMAN",19,12.3657975457353,2.11907754987606e-06,0.000347443955077679,0.462975000000004,"Non-significant",3.45911523988968,"KNG1","Kininogen-1","KNG1_HUMAN"
-0.495700000000001,11.120525,-11.4900083652024,6.04877108606736e-06,0.000840471616331869,4.62572114582827,"5NTD_HUMAN",22,-12.1743605028978,2.38045231431048e-06,0.000382646040641516,-0.495700000000001,"Non-significant",3.41720277609237,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-2.581675,6.4722025,-11.6230536001583,5.58181524175503e-06,0.000802802128980838,4.70950568620371,"LAMB1_HUMAN",30,-12.0251239028425,2.60940426253175e-06,0.000411382618158371,-2.581675,"Up in BM1",3.38575406217309,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
-2.803955,6.7141825,-11.7746075799939,5.0988144637102e-06,0.000760001472245385,4.80373313425097,"ATS13_HUMAN",7,-11.9537306477945,2.72759417283482e-06,0.00042190220809245,-2.803955,"Up in BM1",3.37478820166278,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN"
-0.378875000000004,14.7709375,-10.8089033233925,9.25167099564549e-06,0.00112245002613686,4.18048806730458,"APOA1_HUMAN",25,-11.8994733652478,2.82143699157766e-06,0.00042833593438803,-0.378875000000004,"Non-significant",3.36821548980658,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
-0.601200000000002,12.068475,-11.1516060565859,7.44888386035932e-06,0.000984934675600415,4.40799688443043,"PAI1_HUMAN",22,-11.7041081795116,3.19061609865863e-06,0.000475575832305518,-0.601200000000002,"Up in BM1",3.32278022336167,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.432124999999999,13.4531625,-9.81235159757767,1.80255679546464e-05,0.00187055197585052,3.47540021714287,"APOB_HUMAN",239,-11.5414672309045,3.53957809752448e-06,0.000516552401694162,-0.432124999999999,"Non-significant",3.28688561487573,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.598952499999999,9.55489625,-14.0028223974447,1.50535834347982e-06,0.000324761255259147,6.05537537951384,"COTL1_HUMAN",9,-11.5187926866893,3.59154512034243e-06,0.000516552401694162,-0.598952499999999,"Up in BM1",3.28688561487573,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.317950000000002,14.739925,10.6459559806706,1.02782263632572e-05,0.00120613494217682,4.069734841947,"PUR6_HUMAN",21,11.4737179195451,3.69741158795778e-06,0.000522610003415135,0.317950000000002,"Non-significant",3.28182228158456,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.295925000000004,17.6625625,9.34661546817817,2.51319903366281e-05,0.00239572159046136,3.12160855950386,"SCP2_HUMAN",39,11.3383967679769,4.03686249305289e-06,0.00056091862233979,0.295925000000004,"Non-significant",3.25110014129703,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.53525,10.941475,-10.8825926047065,8.82584642844152e-06,0.00111314290800559,4.23002113890263,"PRS23_HUMAN",19,-11.2894615268649,4.16811037374593e-06,0.000569502814066152,-0.53525,"Up in BM1",3.24450412561406,"PRSS23","Serine protease 23","PRS23_HUMAN"
-3.4545425,6.64604125,-10.7990426076682,9.31039299552408e-06,0.00112245002613686,4.1738338933267,"RELN_HUMAN",51,-11.1667194114944,4.51888276112725e-06,0.000607308211077397,-3.4545425,"Up in BM1",3.21659084698299,"RELN","Reelin","RELN_HUMAN"
-0.525574999999998,13.3489875,-10.3813675527169,1.22311345912233e-05,0.00139265057470623,3.88622479549806,"MUC18_HUMAN",27,-11.106646418039,4.70253353817511e-06,0.000618490745391049,-0.525574999999998,"Up in BM1",3.20866679442721,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.491285000000001,10.0541575,-11.3665426333353,6.52192524464586e-06,0.00089111238592678,4.54706183046388,"SIL1_HUMAN",14,-11.0906052989597,4.75297840444451e-06,0.000618490745391049,-0.491285000000001,"Non-significant",3.20866679442721,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
-0.443999999999999,10.987075,-10.8348875117654,9.09892405109315e-06,0.00112245002613686,4.19799326108792,"MMP14_HUMAN",17,-11.0262061166097,4.96169263458682e-06,0.000635561815911605,-0.443999999999999,"Non-significant",3.19684220277527,"MMP14","Matrix metalloproteinase-14","MMP14_HUMAN"
1.004425,11.3359125,13.822861593953,1.64973026016569e-06,0.000339665661931112,5.9627433165702,"NUA4L_HUMAN",5,10.9849313641761,5.10085786819515e-06,0.00064333588928406,1.004425,"Up in CM",3.19156222027185,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.464634999999998,10.1873075,-10.0195087743149,1.5617111542371e-05,0.00168459316347838,3.62760174901059,"ITA2_HUMAN",32,-10.9398209748666,5.25798192706035e-06,0.000653105088455163,-0.464634999999998,"Non-significant",3.18501693256233,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-1.180825,5.879655,-10.306102127215,1.28608562543006e-05,0.00144429177496926,3.83317211478996,"ITPR3_HUMAN",41,-10.7582324212191,5.94773081687483e-06,0.000727753690100595,-1.180825,"Up in BM1",3.13801558377817,"ITPR3","Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3","ITPR3_HUMAN"
-0.706337500000002,9.78420625,-10.0622554431663,1.51666097014196e-05,0.0016578115510965,3.6586267819889,"FIL1L_HUMAN",39,-10.6924069806414,6.22235627397434e-06,0.000750159951971201,-0.706337500000002,"Up in BM1",3.12484612480563,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-1.667355,5.847485,-10.9589640694361,8.40772270032914e-06,0.00107697672964529,4.28099937268329,"GRPE2_HUMAN",5,-10.5189830615026,7.01646891088635e-06,0.000833637856977483,-1.667355,"Up in BM1",3.07902257151203,"GRPEL2","GrpE protein homolog 2, mitochondrial","GRPE2_HUMAN"
-0.418875000000002,11.0738125,-9.83560985064129,1.77352993164851e-05,0.00186402543328904,3.49264293990331,"4F2_HUMAN",23,-10.4871263733311,7.17436030765756e-06,0.000840220082888238,-0.418875000000002,"Non-significant",3.07560694219423,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
0.888615000000005,8.6438875,11.1035327778956,7.6760393546401e-06,0.000998859851259358,4.37651624245096,"PP13G_HUMAN",8,10.3649483477675,7.81790879273836e-06,0.000902693187082664,0.888615000000005,"Up in CM",3.04445983528876,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.247474999999998,11.2589875,-8.31338348025185,5.54427227641682e-05,0.00357821526896388,2.27403898855177,"G6PD_HUMAN",38,-10.2978337421498,8.19877778009237e-06,0.000933521947794407,-0.247474999999998,"Non-significant",3.02987546700901,"G6PD","Glucose-6-phosphate 1-dehydrogenase","G6PD_HUMAN"
-0.297125000000001,12.2739375,-10.1846125942029,1.39560508179752e-05,0.00154610411629407,3.746723838727,"CCD50_HUMAN",17,-10.2244421401787,8.63923780152654e-06,0.000970198239683761,-0.297125000000001,"Non-significant",3.01313951768802,"CCDC50","Coiled-coil domain-containing protein 50","CCD50_HUMAN"
-0.392592499999997,10.21077875,-9.13907097340863,2.92793032489979e-05,0.00258098632296005,2.95853611675364,"ADA10_HUMAN",33,-10.1033523254874,9.42510130928285e-06,0.00104414838558785,-0.392592499999997,"Non-significant",2.98123777866831,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.249875000000003,15.3168625,8.00233298725178,7.14985988243833e-05,0.00409891967246359,2.00027847188124,"ACOHC_HUMAN",48,10.0581940190908,9.73841418171807e-06,0.00104431556441069,0.249875000000003,"Non-significant",2.98116824925134,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.534824999999998,13.4157125,-9.2689539003383,2.66010483268943e-05,0.00242305993537644,3.06098984204908,"ITIH2_HUMAN",47,-10.0542467376344,9.76635029448624e-06,0.00104431556441069,-0.534824999999998,"Up in BM1",2.98116824925134,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.469500000000002,11.7498,15.6698773953107,6.76816158542394e-07,0.00021009565966397,6.85320926369993,"MBL2_HUMAN",8,10.04827704276,9.80877024391593e-06,0.00104431556441069,0.469500000000002,"Non-significant",2.98116824925134,"MBL2","Mannose-binding protein C","MBL2_HUMAN"
0.297250000000002,10.9822,8.00933421676261,7.10841681170045e-05,0.00409891967246359,2.00654193484306,"SYNE2_HUMAN",160,9.9844906258328,1.0275138857241e-05,0.00107994344040592,0.297250000000002,"Non-significant",2.96659898910826,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.367750000000001,11.484275,-8.92245242334895,3.44497425562726e-05,0.00288182642322778,2.78460787503555,"TFR1_HUMAN",34,-9.95317621487409,1.05131366784043e-05,0.00109097081632352,-0.367750000000001,"Non-significant",2.96218686671613,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.409602499999998,9.37847125,10.4014953302507,1.20686812776367e-05,0.00139265057470623,3.90034771065534,"CP39A_HUMAN",13,9.79192534236566,1.18406518643142e-05,0.0012133707997956,0.409602499999998,"Non-significant",2.91600646071901,"CYP39A1","24-hydroxycholesterol 7-alpha-hydroxylase","CP39A_HUMAN"
0.361550000000005,16.0861,8.65217650838913,4.24012241235196e-05,0.00320777015645955,2.56206322852092,"TKFC_HUMAN",40,9.75447200684732,1.21751991115557e-05,0.00123225039896955,0.361550000000005,"Non-significant",2.90930103256034,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-0.446737499999999,9.21737125,-12.8613012187991,2.74453426391699e-06,0.000478716848842371,5.44377887106002,"SYUG_HUMAN",9,-9.70436532564067,1.26394320453432e-05,0.00124845327306223,-0.446737499999999,"Non-significant",2.90362770772272,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-3.48449,7.384375,-9.40016843587023,2.41722315294253e-05,0.00235909469140749,3.16313319138369,"MATN3_HUMAN",18,-9.70431945310317,1.26398660239284e-05,0.00124845327306223,-3.48449,"Up in BM1",2.90362770772272,"MATN3","Matrilin-3","MATN3_HUMAN"
-0.441025,11.1474875,-9.19958564895343,2.79954122484488e-05,0.00249463466970416,3.00643952439381,"IGSF8_HUMAN",21,-9.65319916021877,1.3134018077905e-05,0.00125912383586048,-0.441025,"Non-significant",2.89993155457358,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-0.368400000000001,11.495475,-8.48777327577026,4.82402152955678e-05,0.00338011354694927,2.42358441041215,"MDR1_HUMAN",52,-9.65027112624829,1.31629694423451e-05,0.00125912383586048,-0.368400000000001,"Non-significant",2.89993155457358,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-0.295300000000003,10.64515,-8.02823657844574,6.99786726829955e-05,0.00409891967246359,2.02342870883158,"CEIP2_HUMAN",61,-9.64566410131494,1.32086667338376e-05,0.00125912383586048,-0.295300000000003,"Non-significant",2.89993155457358,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.5282,9.116875,-10.6428828069912,1.02987857956059e-05,0.00120613494217682,4.06762968955901,"TIMP3_HUMAN",10,-9.56422533539717,1.40464849028158e-05,0.00132359865785384,-0.5282,"Up in BM1",2.87824368189218,"TIMP3","Metalloproteinase inhibitor 3","TIMP3_HUMAN"
0.492994999999999,9.0718825,8.85907277760186,3.61514897590032e-05,0.00296369913044308,2.73298070510978,"MDR3_HUMAN",28,9.43778389643577,1.5467681458009e-05,0.00144095514309952,0.492994999999999,"Non-significant",2.84134953855282,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
-0.565835,8.5368025,-8.98415425700319,3.28792039520173e-05,0.0028338454768271,2.83454474367567,"ITA3_HUMAN",23,-9.41056915306027,1.57941873916985e-05,0.00145483986783309,-0.565835,"Up in BM1",2.83718480622698,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
2.1345225,7.01489375,9.54375309847654,2.17964406280269e-05,0.00217911244229957,3.27337112617887,"C1QB_HUMAN",4,9.38504472307596,1.61074319331073e-05,0.0014633582512941,2.1345225,"Up in CM",2.83464933927887,"C1QB","Complement C1q subcomponent subunit B","C1QB_HUMAN"
-0.546274999999998,10.5027375,-11.6556714948281,5.47364525848122e-06,0.000801302568375518,4.72989385962062,"CD44_HUMAN",8,-9.36604117100357,1.63451627960726e-05,0.0014633582512941,-0.546274999999998,"Up in BM1",2.83464933927887,"CD44","CD44 antigen","CD44_HUMAN"
