"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_BD"
-1.09015333333333,10.3415885714286,-39.0782930978993,1.29515845095052e-08,1.99983952580068e-06,10.8898327101588,"SYNE2_HUMAN",160,64.5642858265062,1.70734234085653e-10,5.59871700413674e-08,1.09015333333333,"Up in DM",7.25191148404064,"SYNE2","Nesprin-2","SYNE2_HUMAN",-1.09015333333333
1.4654,11.1387714285714,44.9448083351072,5.48785199023785e-09,1.12063555008932e-06,11.7904019843054,"RN213_HUMAN",232,-63.1818125093233,1.96912744602324e-10,6.20881030865329e-08,-1.4654,"Up in BD",7.20699160850055,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN",1.4654
1.26356666666666,12.3945714285714,47.8802272371662,3.72066477284962e-09,8.59497802526695e-07,12.1894104575932,"RO52_HUMAN",27,-59.4709350162929,2.93427683589489e-10,8.90933388913566e-08,-1.26356666666666,"Up in BD",7.05015476499644,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN",1.26356666666666
3.605685,12.1586814285714,55.5562019586667,1.49196225388086e-09,4.70427175281358e-07,13.1023688245176,"OAS1_HUMAN",20,-57.9409346263269,3.48403121551542e-10,9.94535799960432e-08,-3.605685,"Up in BD",7.00237957911025,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN",3.605685
3.370515,8.51469857142857,56.9122069762925,1.28639445669754e-09,4.22783469956919e-07,13.2467378836229,"XAF1_HUMAN",16,-57.8553739483196,3.51811883372195e-10,9.94535799960432e-08,-3.370515,"Up in BD",7.00237957911025,"XAF1","XIAP-associated factor 1","XAF1_HUMAN",3.370515
2.11166666666666,12.7352,50.2905897768413,2.75142603877822e-09,7.04880958309495e-07,12.4950487606478,"ANXA1_HUMAN",23,-54.2769373541264,5.35769896096767e-10,1.4640805360671e-07,-2.11166666666666,"Up in BD",6.83443503297194,"ANXA1","Annexin A1","ANXA1_HUMAN",2.11166666666666
0.918524999999995,11.1581714285714,33.5708856072856,3.28792601698322e-08,3.88132261139392e-06,9.88836841772356,"PAR14_HUMAN",91,-53.9368515947818,5.58417202537642e-10,1.47674329883987e-07,-0.918524999999995,"Up in BD",6.83069499120556,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN",0.918524999999995
1.76059999999999,16.8586571428571,53.2455135627251,1.93716161007178e-09,5.75174875490716e-07,12.8454040612307,"HLAA_HUMAN",17,-53.5212385435332,5.87606208801921e-10,1.48383573500784e-07,-1.76059999999999,"Up in BD",6.82861417407603,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN",1.76059999999999
-1.17308333333334,14.7271,-39.5163584876549,1.20952018156527e-08,1.94424440166119e-06,10.9624420160926,"ACOHC_HUMAN",48,53.1789219071703,6.12971814611364e-10,1.48383573500784e-07,1.17308333333334,"Up in DM",6.82861417407603,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",-1.17308333333334
2.87649166666666,13.4987428571429,56.8914083384327,1.28928845436972e-09,4.22783469956919e-07,13.2445579598958,"UB2L6_HUMAN",12,-53.1470230389199,6.15399060627796e-10,1.48383573500784e-07,-2.87649166666666,"Up in BD",6.82861417407603,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN",2.87649166666666
2.198475,11.6613714285714,46.0400421900657,4.73346534460508e-09,9.94998689617242e-07,11.9429146089376,"DDX60_HUMAN",75,-52.7689940285439,6.45023027459602e-10,1.51082822260395e-07,-2.198475,"Up in BD",6.82078491105217,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN",2.198475
2.45189166666666,12.2367142857143,47.4654352065662,3.92496176340563e-09,8.69239841086043e-07,12.134879961252,"SAMH1_HUMAN",38,-52.30077749503,6.84018389299097e-10,1.55766187652056e-07,-2.45189166666666,"Up in BD",6.80752680924246,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN",2.45189166666666
-0.647558333333333,13.9914,-26.4227508407355,1.42352903754298e-07,9.93780577643484e-06,8.27508721603602,"LPPRC_HUMAN",87,51.9313455405197,7.16708917540145e-10,1.58799451513354e-07,0.647558333333333,"Up in DM",6.79915100194126,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN",-0.647558333333333
0.845849999999997,11.8071428571429,32.4087947831812,4.08014845994144e-08,4.58206261295889e-06,9.65330852554885,"DSRAD_HUMAN",59,-51.4468774457045,7.62342198543195e-10,1.6412500746425e-07,-0.845849999999997,"Up in BD",6.78482524115116,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN",0.845849999999997
2.37746833333333,10.04216,53.1242911987726,1.96449091409369e-09,5.75174875490716e-07,12.8315251320257,"HLAF_HUMAN",14,-51.2604706338451,7.80784983057546e-10,1.6412500746425e-07,-2.37746833333333,"Up in BD",6.78482524115116,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN",2.37746833333333
4.38582,11.7056628571429,51.4387808376892,2.39502154412787e-09,6.59543408926111e-07,12.6342305460849,"ISG20_HUMAN",11,-50.5675970626824,8.53987853486377e-10,1.71463827889923e-07,-4.38582,"Up in BD",6.76582748497815,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN",4.38582
3.78171833333333,9.54018857142857,51.3743098164605,2.41355236250102e-09,6.59543408926111e-07,12.6265203722966,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-50.5358364721718,8.57528292691734e-10,1.71463827889923e-07,-3.78171833333333,"Up in BD",6.76582748497815,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",3.78171833333333
2.07563333333333,13.8373428571429,48.1310821954263,3.60311185805277e-09,8.59497802526695e-07,12.2221056705744,"FGL1_HUMAN",17,-48.9614008959016,1.05622450455689e-09,2.0616496400851e-07,-2.07563333333333,"Up in BD",6.68578513745507,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN",2.07563333333333
-1.16043333333334,13.8404285714286,-37.9704264059698,1.54511227436315e-08,2.26193400450519e-06,10.7019074940201,"CP2A6_HUMAN",38,48.2041540120982,1.17037211874918e-09,2.23132805337344e-07,1.16043333333334,"Up in DM",6.65143657436156,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN",-1.16043333333334
1.79538333333333,15.5182,41.7420350800457,8.64067551525352e-09,1.53991864943583e-06,11.3173344517165,"FIBG_HUMAN",29,-46.2964764291099,1.5267338776881e-09,2.78408273877967e-07,-1.79538333333333,"Up in BD",6.55531786228651,"FGG","Fibrinogen gamma chain","FIBG_HUMAN",1.79538333333333
1.77418,10.2254371428571,41.5456937231895,8.89442791119535e-09,1.54905684280539e-06,11.2869334723079,"KPCD2_HUMAN",30,-46.2896197589675,1.5282230207988e-09,2.78408273877967e-07,-1.77418,"Up in BD",6.55531786228651,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN",1.77418
1.84256666666666,11.9410285714286,42.7225394560032,7.49272439138161e-09,1.41573792408926e-06,11.4666531987936,"E2AK2_HUMAN",23,-46.0049689604811,1.59154531883389e-09,2.83641054865222e-07,-1.84256666666666,"Up in BD",6.54723090814698,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN",1.84256666666666
1.78830333333333,10.4044342857143,39.8618704939502,1.14659531908436e-08,1.87995768517072e-06,11.0190517912807,"TDRD7_HUMAN",52,-45.7203827755862,1.65789138980042e-09,2.89178587523061e-07,-1.78830333333333,"Up in BD",6.538833867895,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN",1.78830333333333
-1.155225,11.3608714285714,-35.1460908804506,2.48225236745752e-08,3.13069306283334e-06,10.1928507271623,"DPYD_HUMAN",55,45.2396807093531,1.77732587814853e-09,3.03552448938784e-07,1.155225,"Up in DM",6.5177662590641,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN",-1.155225
1.996475,13.4005428571429,42.8843748451194,7.32078466193162e-09,1.41573792408926e-06,11.4909060883355,"LG3BP_HUMAN",20,-45.0423871600828,1.82919072136052e-09,3.0603480681048e-07,-1.996475,"Up in BD",6.51422917630907,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",1.996475
2.77818166666666,11.6101257142857,66.6442367475374,4.87293861644238e-10,2.21935282097748e-07,14.1621086848484,"PLS1_HUMAN",7,-43.7712346808249,2.20837171036174e-09,3.56642899978085e-07,-2.77818166666666,"Up in BD",6.44776641746142,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN",2.77818166666666
1.43505,11.9464285714286,40.2488755160949,1.08057953556141e-08,1.807875720925e-06,11.0817827086578,"5NTD_HUMAN",22,-43.7402485763369,2.2186860086463e-09,3.56642899978085e-07,-1.43505,"Up in BD",6.44776641746142,"NT5E","5'-nucleotidase","5NTD_HUMAN",1.43505
8.22231333333333,10.4409514285714,44.7910945469654,5.60454471257162e-09,1.12063555008932e-06,11.7686356984553,"CXL10_HUMAN",5,-43.4284004127266,2.32563745889844e-09,3.66645690154796e-07,-8.22231333333333,"Up in BD",6.4357534156813,"CXCL10","C-X-C motif chemokine 10","CXL10_HUMAN",8.22231333333333
-1.34255833333333,11.4132571428571,-42.6251128406924,7.59849581116462e-09,1.41573792408926e-06,11.4519997525709,"FADS1_HUMAN",17,42.7211542969197,2.59094508473732e-09,3.90982301071377e-07,1.34255833333333,"Up in DM",6.40784290173715,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN",-1.34255833333333
5.69532333333333,9.40409714285714,42.2777856782186,7.9899505155883e-09,1.45559142948429e-06,11.3994332963928,"UBP18_HUMAN",10,-42.5463429248229,2.66178839459743e-09,3.90982301071377e-07,-5.69532333333333,"Up in BD",6.40784290173715,"USP18","Ubl carboxyl-terminal hydrolase 18","UBP18_HUMAN",5.69532333333333
-0.820025000000001,16.6939142857143,-28.5738355665853,8.8213474522153e-08,7.08994180522167e-06,8.80610238001845,"AL1L1_HUMAN",79,42.5268016123212,2.66984529365362e-09,3.90982301071377e-07,0.820025000000001,"Up in DM",6.40784290173715,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN",-0.820025000000001
1.38446666666666,12.6432571428571,36.3716553647747,2.01168985460219e-08,2.84341955655669e-06,10.4192783653769,"AMPE_HUMAN",38,-42.5245524138983,2.67077444010699e-09,3.90982301071377e-07,-1.38446666666666,"Up in BD",6.40784290173715,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN",1.38446666666666
-0.707366666666665,16.6921571428571,-28.9365060976575,8.16623990636291e-08,6.76230654064274e-06,8.89138227691729,"G6PI_HUMAN",35,41.9567159263089,2.91772421168837e-09,4.19640405042479e-07,0.707366666666665,"Up in DM",6.37712270245614,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN",-0.707366666666665
-1.23155833333333,16.0820857142857,-35.6586087750104,2.2713990738577e-08,3.05261141106319e-06,10.2886139012729,"ALDOC_HUMAN",31,41.7303140218058,3.02344221725986e-09,4.27347918915454e-07,1.23155833333333,"Up in DM",6.36921840661238,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",-1.23155833333333
-1.07986666666667,13.8911,-35.3795235482524,2.38351601149223e-08,3.05313504097082e-06,10.2366619990575,"AL8A1_HUMAN",26,41.265875927794,3.25441760766354e-09,4.52198568603826e-07,1.07986666666667,"Up in DM",6.34467081671079,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN",-1.07986666666667
-0.962214166666667,9.86693,-31.3811996394281,4.97043051237307e-08,5.03056658523882e-06,9.43753010437249,"ABCA6_HUMAN",44,40.7917188881641,3.51143591703972e-09,4.79779194131527e-07,0.962214166666667,"Up in DM",6.31895858936066,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN",-0.962214166666667
-0.619679166666668,10.2494642857143,-24.7936218518152,2.09978113894696e-07,1.22085147355228e-05,7.8413099441785,"PLPL6_HUMAN",52,40.4366040584244,3.71927980499509e-09,4.99846817071307e-07,0.619679166666668,"Up in DM",6.3011630690509,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN",-0.619679166666668
-1.08538333333334,10.8567142857143,-34.3947561525024,2.8338831943994e-08,3.46748872055019e-06,10.049575938461,"ACO12_HUMAN",27,40.1507795591318,3.89689474316825e-09,5.12518259002286e-07,1.08538333333334,"Up in DM",6.29029065779868,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",-1.08538333333334
1.77960833333333,14.9671857142857,36.1367166729994,2.09325187342697e-08,2.90855573870411e-06,10.3765505709033,"FIBB_HUMAN",38,-40.0858358740369,3.93860091694853e-09,5.12518259002286e-07,-1.77960833333333,"Up in BD",6.29029065779868,"FGB","Fibrinogen beta chain","FIBB_HUMAN",1.77960833333333
2.17237666666667,9.23678142857143,36.4878216051017,1.97272862281511e-08,2.83726828944531e-06,10.4402892030233,"SAMD9_HUMAN",42,-39.6940666505277,4.20136591890732e-09,5.38168715675035e-07,-2.17237666666667,"Up in BD",6.26908155184279,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN",2.17237666666667
-0.884550000000003,15.2285428571429,-29.2230534598396,7.6883913815057e-08,6.43157474954936e-06,8.95794811830526,"TRFE_HUMAN",51,39.1780746985654,4.57883459158849e-09,5.77496707412961e-07,0.884550000000003,"Up in DM",6.2384504875509,"TF","Serotransferrin","TRFE_HUMAN",-0.884550000000003
2.20229333333333,10.01086,38.8541880045705,1.34168301926125e-08,1.99983952580068e-06,10.8523203540122,"TREX1_HUMAN",15,-38.9811168753607,4.73310536970685e-09,5.86034703080076e-07,-2.20229333333333,"Up in BD",6.23207666570557,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",2.20229333333333
0.812433333333328,15.9933142857143,30.5892627685274,5.81260020191495e-08,5.45230855921211e-06,9.26585655125149,"APOE_HUMAN",29,-38.9109541910152,4.7895005008984e-09,5.86034703080076e-07,-0.812433333333328,"Up in BD",6.23207666570557,"APOE","Apolipoprotein E","APOE_HUMAN",0.812433333333328
-1.249925,14.7000571428571,-33.4499186831903,3.36147725553755e-08,3.88132261139392e-06,9.86432616021114,"CP2C8_HUMAN",33,38.6836559060869,4.97758021660162e-09,5.92377786474505e-07,1.249925,"Up in DM",6.22740123541826,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN",-1.249925
0.883416666666667,11.3262428571429,30.5428786536877,5.86685868547749e-08,5.45230855921211e-06,9.25565085559404,"ABCD1_HUMAN",33,-38.67387960854,4.98585841263001e-09,5.92377786474505e-07,-0.883416666666667,"Up in BD",6.22740123541826,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN",0.883416666666667
2.01899166666667,15.2304428571429,35.0395311703723,2.52889906819407e-08,3.14119917591742e-06,10.1727418192536,"FIBA_HUMAN",43,-38.2839243710892,5.32935347764158e-09,6.24143425852938e-07,-2.01899166666667,"Up in BD",6.20471559958192,"FGA","Fibrinogen alpha chain","FIBA_HUMAN",2.01899166666667
5.46039166666666,8.67270714285714,79.2026967962673,1.68477753481623e-10,1.15098385253529e-07,15.0948802666087,"Q6VBP1_HBV",1,-38.0470185413457,5.55131669727966e-09,6.4098160963801e-07,-5.46039166666666,"Up in BD",6.19315443061739,"S","Large envelope protein","Q6VBP1_HBV",5.46039166666666
1.17240833333333,10.7941142857143,32.5176111931197,3.99720944129634e-08,4.55126708329825e-06,9.67571390609847,"PAR12_HUMAN",33,-37.9558193340247,5.63958641782252e-09,6.42129575740404e-07,-1.17240833333333,"Up in BD",6.1923773265248,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN",1.17240833333333
2.11068,10.7841228571429,47.9154966905328,3.70387089673632e-09,8.59497802526695e-07,12.1940201327012,"SYUG_HUMAN",9,-37.7413613768549,5.85359625948993e-09,6.57366878565732e-07,-2.11068,"Up in BD",6.18219218163333,"SNCG","Gamma-synuclein","SYUG_HUMAN",2.11068
-0.907658333333337,10.7292714285714,-27.8474610489842,1.03261178736035e-07,8.13976099305781e-06,8.6317313653496,"CGNL1_HUMAN",84,37.3922139903184,6.22233340465333e-09,6.8933363853173e-07,0.907658333333337,"Up in DM",6.1615705280164,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",-0.907658333333337
0.781541666666662,15.2641285714286,32.148005634574,4.28718853557912e-08,4.62452258087863e-06,9.5992707068263,"GBP1_HUMAN",22,-37.1864633317242,6.45212617621779e-09,7.05260405235112e-07,-0.781541666666662,"Up in BD",6.15165049765348,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",0.781541666666662
-0.743000000000006,15.8333285714286,-27.262319264761,1.17579478945427e-07,9.00856605976274e-06,8.4876706114783,"FTCD_HUMAN",36,36.5556417635982,7.21995479782975e-09,7.78805124113267e-07,0.743000000000006,"Up in DM",6.10857119972161,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN",-0.743000000000006
-0.567575000000007,12.6930714285714,-22.9176090709899,3.39328598703824e-07,1.73863490760872e-05,7.30302971686771,"SRBS1_HUMAN",46,36.3576826132957,7.4822247349675e-09,7.92897842687983e-07,0.567575000000007,"Up in DM",6.10078276377302,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN",-0.567575000000007
2.72659666666667,10.1045585714286,35.4594346140037,2.35076927815732e-08,3.05313504097082e-06,10.251584810581,"IRF9_HUMAN",16,-36.3121875711269,7.5440390009347e-09,7.92897842687983e-07,-2.72659666666667,"Up in BD",6.10078276377302,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN",2.72659666666667
-0.896883333333339,13.1230285714286,-31.7465752933436,4.63022118948855e-08,4.80488016600343e-06,9.51513568235569,"BUP1_HUMAN",23,36.216870822132,7.67546159417087e-09,7.96499166443199e-07,0.896883333333339,"Up in DM",6.09881467436292,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",-0.896883333333339
1.01960833333333,11.2988,35.9801078444545,2.14975589718301e-08,2.93728314085105e-06,10.3478924217855,"T23O_HUMAN",17,-35.7978596817446,8.28534656277669e-09,8.49040889020541e-07,-1.01960833333333,"Up in BD",6.07107139403357,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",1.01960833333333
1.515865,10.8761185714286,31.7538609925677,4.62371761674841e-08,4.80488016600343e-06,9.51667312878643,"PAR10_HUMAN",43,-35.6330798305229,8.54033563891125e-09,8.64366315651783e-07,-1.515865,"Up in BD",6.06330216591142,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",1.515865
-4.15490416666667,9.71233571428571,-41.4137182923564,9.0698619730006e-09,1.54905684280539e-06,11.2664030160988,"NUA4L_HUMAN",5,35.3746952878626,8.95858084939662e-09,8.95639582967725e-07,4.15490416666667,"Up in DM",6.04786672093872,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN",-4.15490416666667
2.74545166666666,10.9188528571429,33.488439467888,3.33785007166621e-08,3.88132261139392e-06,9.87199271940412,"GBP4_HUMAN",27,-35.2307516298114,9.20178486684215e-09,9.08870269137011e-07,-2.74545166666666,"Up in BD",6.04149810293731,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN",2.74545166666666
