"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.637399999999998,11.825125,-15.9682609221212,6.68143985681451e-07,0.000156498411274758,6.86740308014137,"ASM3A_HUMAN",18,-16.3396465107421,2.97169338065576e-07,5.94193715478437e-05,-0.637399999999998,"Up in BT",4.22607194584684,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.370949999999999,13.9851,-12.547838560804,3.61392714487196e-06,0.00047785443118807,5.11440606907014,"VIME_HUMAN",46,-16.0212683591706,3.44444328264678e-07,6.72322524550912e-05,-0.370949999999999,"Non-significant",4.17242233850833,"VIM","Vimentin","VIME_HUMAN"
-2.9621375,7.47710875,-15.3854695756786,8.68208154427758e-07,0.000187304485526283,6.59988148924861,"MATN3_HUMAN",18,-15.8725142854294,3.69394414658903e-07,7.04254746831089e-05,-2.9621375,"Up in BT",4.15227021709249,"MATN3","Matrilin-3","MATN3_HUMAN"
0.257325,15.2022125,10.5722654477713,1.17742961134968e-05,0.000965256795384465,3.85539934337793,"ACOHC_HUMAN",48,15.8165517887397,3.79302829011344e-07,7.0563002036118e-05,0.257325,"Non-significant",4.15142295083561,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.226974999999999,12.7901875,-8.85156510912143,3.91561692488381e-05,0.00185107638188792,2.55656453749891,"LRP1_HUMAN",189,-15.7724060583949,3.87330457626898e-07,7.0563002036118e-05,-0.226974999999999,"Non-significant",4.15142295083561,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.381874999999994,16.1933375,13.276334814244,2.43990402806056e-06,0.000370413578185935,5.52794569987262,"ALDOA_HUMAN",29,15.6561959681329,4.09393222634076e-07,7.24490425647675e-05,0.381874999999994,"Non-significant",4.13996734948315,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.945097499999999,9.64542625,-14.820964521871,1.12919460118936e-06,0.000231428433513758,6.32962106681511,"PERM_HUMAN",27,-15.6259864150662,4.15358014216159e-07,7.24490425647675e-05,-0.945097499999999,"Up in BT",4.13996734948315,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.735575000000001,12.3882125,-14.6922721112755,1.20050775587966e-06,0.000240042989821987,6.26639999744102,"RIR2B_HUMAN",23,-15.4919942182638,4.43021464367416e-07,7.51578089724099e-05,-0.735575000000001,"Up in BT",4.12402588909655,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.619637500000003,9.92690625,14.6241341117099,1.24032563738395e-06,0.000242099751792229,6.23267771765485,"LX15B_HUMAN",22,15.4632469339901,4.49223303201767e-07,7.51578089724099e-05,0.619637500000003,"Up in C",4.12402588909655,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.637974999999997,11.8049875,14.0378339920502,1.65234797537396e-06,0.000282207264627412,5.93516476707827,"BCAP_HUMAN",31,15.299992583456,4.86352559834271e-07,7.97423657104271e-05,0.637974999999997,"Up in C",4.09831088430262,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
-0.477349999999999,11.80185,-13.1072436044266,2.66799362915868e-06,0.00039767657766987,5.43413005980575,"FPRP_HUMAN",40,-15.1986278405258,5.1114072656475e-07,8.21633662034867e-05,-0.477349999999999,"Non-significant",4.08532177615796,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
0.235849999999999,12.585075,9.33716403518478,2.73631768893408e-05,0.00152912430199366,2.9453732225437,"CING_HUMAN",80,15.1135039743222,5.33059582860745e-07,8.26979313336325e-05,0.235849999999999,"Non-significant",4.08250535407049,"CGN","Cingulin","CING_HUMAN"
-0.618199999999996,10.47515,-13.4671628494154,2.20861354869454e-06,0.000355023801415643,5.6323055672855,"LAMC1_HUMAN",52,-15.1075138534676,5.34641419941757e-07,8.26979313336325e-05,-0.618199999999996,"Up in BT",4.08250535407049,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.452075000000001,10.7425125,12.9288214283382,2.93525463388122e-06,0.000415702690366073,5.33373750001158,"IFIT1_HUMAN",34,14.8698766042661,6.01873295635142e-07,9.13732829188314e-05,0.452075000000001,"Non-significant",4.03918077119286,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-0.827224999999999,10.9026375,-15.7170133900372,7.47169419654569e-07,0.000170147080620227,6.75345625920126,"CNBP_HUMAN",11,-14.6100029111633,6.86519901984356e-07,0.000102328911935777,-0.827224999999999,"Up in BT",3.99000164370544,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN"
0.178999999999998,16.514975,7.38256151684246,0.000129316941823997,0.00378583460174113,1.25421181038368,"FAS_HUMAN",149,14.4937452797009,7.28665730936164e-07,0.000106671458253833,0.178999999999998,"Non-significant",3.97195176783918,"FASN","Fatty acid synthase","FAS_HUMAN"
0.248349999999999,12.70765,9.52371604611885,2.39456335413856e-05,0.00144342870420794,3.08983459082657,"OPLA_HUMAN",65,14.2224106773469,8.38847299043454e-07,0.000120646844869443,0.248349999999999,"Non-significant",3.91848403118336,"OPLAH","5-oxoprolinase","OPLA_HUMAN"
0.405275,11.4092875,11.4493613278605,6.81246068804101e-06,0.000716007086161028,4.44127031158434,"CGNL1_HUMAN",84,14.1844587643078,8.55703880676668e-07,0.000120949317479092,0.405275,"Non-significant",3.91739657803299,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.260899999999998,14.1346,10.0300766259997,1.68578916139023e-05,0.001191387891817,3.46903182300092,"SHOT1_HUMAN",49,14.1402754978152,8.75810288048069e-07,0.000121693097312171,0.260899999999998,"Non-significant",3.91473405516561,"SHTN1","Shootin-1","SHOT1_HUMAN"
-0.354150000000001,11.604425,-11.0079302535778,8.92833483642794e-06,0.000804358423201507,4.15217444074594,"MDR1_HUMAN",52,-13.7041474898161,1.10555666429358e-06,0.000151055892231313,-0.354150000000001,"Non-significant",3.82086232955233,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-0.355975000000001,11.6531625,-11.2625325075039,7.62976863608217e-06,0.000758915570400259,4.32029452062412,"NEP_HUMAN",39,-13.6092060318984,1.16413078415367e-06,0.000156451543745767,-0.355975000000001,"Non-significant",3.80562014720644,"MME","Neprilysin","NEP_HUMAN"
0.44805,12.616375,12.115017849582,4.61024342291887e-06,0.000555805523251308,4.85666439850859,"PURA1_HUMAN",29,13.4950865094657,1.23920887507964e-06,0.000163855392869401,0.44805,"Non-significant",3.78553926038548,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.335174999999996,15.9735625,-11.406779936249,6.98964043263222e-06,0.00072457457881909,4.41387272930204,"APOE_HUMAN",29,-13.3664564504275,1.3304387331673e-06,0.000173125979912787,-0.335174999999996,"Non-significant",3.76163775542823,"APOE","Apolipoprotein E","APOE_HUMAN"
0.355225000000001,13.7203375,12.0722551389116,4.72453355153878e-06,0.000561329363123405,4.8306858663973,"BUP1_HUMAN",23,13.2938932455596,1.38522342731604e-06,0.000175952666395756,0.355225000000001,"Non-significant",3.75460414745801,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.301825000000003,12.7792375,10.3107442053715,1.39704109574525e-05,0.00106052900140546,3.67147654724271,"XDH_HUMAN",47,13.2811719796681,1.39508701094464e-06,0.000175952666395756,0.301825000000003,"Non-significant",3.75460414745801,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
0.303824999999996,14.3726125,10.3954621157997,1.32119499965115e-05,0.00103153872448953,3.73154573034823,"PFKAL_HUMAN",43,13.2046491138509,1.45611343060372e-06,0.000180240486150805,0.303824999999996,"Non-significant",3.74414764988871,"PFKL","ATP-dependent 6-phosphofructokinase, liver type","PFKAL_HUMAN"
0.9497,15.2167,12.5163877178726,3.67747161228471e-06,0.000478538290119207,5.09598990556069,"CP2C8_HUMAN",33,13.184042883028,1.4730559370705e-06,0.000180240486150805,0.9497,"Up in C",3.74414764988871,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.640134999999997,8.835525,-12.2275833196502,4.32406802964272e-06,0.000529085219507627,4.92460050927142,"DDX27_HUMAN",28,-13.0614640049343,1.57854193138835e-06,0.00018739339562635,-0.640134999999997,"Up in BT",3.72724571917703,"DDX27","Probable ATP-dependent RNA helicase DDX27","DDX27_HUMAN"
0.507689999999997,9.952505,13.4092579409923,2.27606055661059e-06,0.000358829700828724,5.60080631500981,"MET17_HUMAN",15,13.0386786762654,1.59907242315435e-06,0.00018739339562635,0.507689999999997,"Up in C",3.72724571917703,"METTL17","Ribosome assembly protein METTL17, mitochondrial","MET17_HUMAN"
0.395224999999998,11.0761125,11.4756352876277,6.70567307396736e-06,0.000713936465719278,4.45812444239433,"IFIT3_HUMAN",30,13.0153139261599,1.62043740214464e-06,0.00018739339562635,0.395224999999998,"Non-significant",3.72724571917703,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.470849999999997,12.09685,12.2410133976831,4.29128838201666e-06,0.000529085219507627,4.93266288063331,"PALMD_HUMAN",22,13.0125906547564,1.62294841296302e-06,0.00018739339562635,0.470849999999997,"Non-significant",3.72724571917703,"PALMD","Palmdelphin","PALMD_HUMAN"
-0.686259999999999,7.315255,-12.5720000017261,3.56595470734091e-06,0.00047785443118807,5.12852128784714,"P121C_HUMAN",17,-12.8256210540409,1.80628404055051e-06,0.000203718888840662,-0.686259999999999,"Up in BT",3.69096870129463,"POM121C","Nuclear envelope pore membrane protein POM 121C","P121C_HUMAN"
-7.7822775,9.08758625,-12.6505094225904,3.41498388136512e-06,0.000466600630990521,5.17419236793184,"Q6VBP1_HBV",1,-12.8181901969606,1.8140374341752e-06,0.000203718888840662,-7.7822775,"Up in BT",3.69096870129463,"S","Large envelope protein","Q6VBP1_HBV"
-0.204975000000003,12.4067375,-7.85818263676462,8.61097152176933e-05,0.00302579435819959,1.69832803505662,"MPRI_HUMAN",111,-12.7905344667575,1.84322416815556e-06,0.00020419934770999,-0.204975000000003,"Non-significant",3.68994564954786,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
-0.286699999999998,11.848375,-9.14277160044776,3.15221600839521e-05,0.00165652992543743,2.79198691508203,"GOGB1_HUMAN",194,-12.6712710310209,1.97528722927381e-06,0.000212886591863528,-0.286699999999998,"Non-significant",3.67185169066621,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
0.329699999999997,14.717375,11.7638265897802,5.65069720197418e-06,0.000634581036462799,4.64048068591369,"PUR6_HUMAN",21,12.6551482344171,1.99394332950354e-06,0.000212886591863528,0.329699999999997,"Non-significant",3.67185169066621,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
-0.439587499999998,9.98328125,-11.3876938961588,7.07074485307724e-06,0.00072457457881909,4.40155914961913,"CDHR2_HUMAN",30,-12.6503405448735,1.99954471499044e-06,0.000212886591863528,-0.439587499999998,"Non-significant",3.67185169066621,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-1.1051225,10.66553875,-12.0343132746808,4.82863086541292e-06,0.000565501654780787,4.80755689538141,"TRFL_HUMAN",33,-12.5931934952429,2.06749899025411e-06,0.000217299445155169,-1.1051225,"Up in BT",3.66294138259046,"LTF","Lactotransferrin","TRFL_HUMAN"
0.326649999999997,12.23635,9.65636838789459,2.18083754229213e-05,0.00135180780948992,3.19096869426104,"ACACB_HUMAN",121,12.4650050644185,2.22958215375892e-06,0.000228679787589634,0.326649999999997,"Non-significant",3.64077221985418,"ACACB","Acetyl-CoA carboxylase 2","ACACB_HUMAN"
1.12811,8.3353725,13.2814666370663,2.43333564519427e-06,0.000370413578185935,5.5307730650369,"PP13G_HUMAN",8,12.4434707674924,2.25818820914813e-06,0.000228679787589634,1.12811,"Up in C",3.64077221985418,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.614930000000001,9.917935,-18.8696967970889,2.04971313986068e-07,7.00147846690745e-05,8.04849937506943,"PRIO_HUMAN",8,-12.4425196236944,2.2594611850159e-06,0.000228679787589634,-0.614930000000001,"Up in BT",3.64077221985418,"PRNP","Major prion protein","PRIO_HUMAN"
0.446607499999999,9.55175875,10.9730787920237,9.12482719660163e-06,0.000804358423201507,4.12886193769248,"FIL1L_HUMAN",39,12.3794955206887,2.34563592042908e-06,0.000234506381410702,0.446607499999999,"Non-significant",3.62984533472397,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.278800000000006,15.9692,9.95961706852727,1.76849175955294e-05,0.0012391534568218,3.41736196641336,"NAMPT_HUMAN",34,12.3203802821367,2.42983647462927e-06,0.000235703621198586,0.278800000000006,"Non-significant",3.62763374520379,"NAMPT","Nicotinamide phosphoribosyltransferase","NAMPT_HUMAN"
-1.047715,8.63911,-11.6802955625382,5.93577128273466e-06,0.000640282275998141,4.58809426767026,"LAMA5_HUMAN",58,-12.3176383399756,2.43382360218205e-06,0.000235703621198586,-1.047715,"Up in BT",3.62763374520379,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.321624999999996,11.0891875,-10.4386886777548,1.28429583544417e-05,0.00103153872448953,3.76201385182034,"P4K2A_HUMAN",32,-12.3107549833348,2.44386530884115e-06,0.000235703621198586,-0.321624999999996,"Non-significant",3.62763374520379,"PI4K2A","Phosphatidylinositol 4-kinase type 2-alpha","P4K2A_HUMAN"
0.356850000000001,15.3943,10.2424072527699,1.46181723784846e-05,0.00106052900140546,3.62267538758785,"ACON_HUMAN",46,12.2025335705275,2.60802562801122e-06,0.000248611559284139,0.356850000000001,"Non-significant",3.60447868254631,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN"
0.219949999999994,16.04015,8.36427801600405,5.70753350170881e-05,0.00239950562292353,2.14667755494428,"C1TC_HUMAN",59,12.1504183439601,2.69147360537751e-06,0.000253617248469941,0.219949999999994,"Non-significant",3.59582121348517,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
0.267275000000001,11.7534625,9.26279124051299,2.88765390419184e-05,0.00155743333595821,2.88703765200668,"KPBB_HUMAN",49,12.1128683302216,2.75345995023136e-06,0.000255002200636705,0.267275000000001,"Non-significant",3.59345607164348,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
-0.779637499999998,9.11629625,-11.3665510266297,7.16183536051058e-06,0.00072484847266007,4.38789442411398,"RRP12_HUMAN",42,-12.1039706576881,2.76838202691715e-06,0.000255002200636705,-0.779637499999998,"Up in BT",3.59345607164348,"RRP12","RRP12-like protein","RRP12_HUMAN"
-0.695574999999998,13.3651125,-15.5309027800568,8.12566751144236e-07,0.000180038438537309,6.6677049380724,"RL19_HUMAN",8,-12.0561866176724,2.85009059478771e-06,0.000257683880728481,-0.695574999999998,"Up in BT",3.58891274764865,"RPL19","Large ribosomal subunit protein eL19","RL19_HUMAN"
