"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.1377125,11.51644375,-111.446498955471,5.68543738288736e-13,5.17880174054562e-10,20.224059151058,"ISG20_HUMAN",11,-97.5460294428736,2.53570265729733e-13,1.73798681560366e-10,-4.1377125,"Up in BD",9.75995352243988,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-2.5524,11.462375,-84.0791521075604,4.36081010147915e-12,2.55145320128435e-09,18.6002821285912,"SLFN5_HUMAN",37,-97.5050749919634,2.54401583157403e-13,1.73798681560366e-10,-2.5524,"Up in BD",9.75995352243988,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-2.866125,13.2984625,-118.20894144443,3.71323047521598e-13,4.29604974568151e-10,20.5273835144721,"UB2L6_HUMAN",12,-93.6926572767818,3.47156470055145e-13,2.18922210885545e-10,-2.866125,"Up in BD",9.65971017458698,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-1.94785,12.1805,-83.2900030349244,4.66843108310139e-12,2.55145320128435e-09,18.5414327191765,"5NT3A_HUMAN",23,-92.6937448821639,3.77403571075784e-13,2.20996748262805e-10,-1.94785,"Up in BD",9.65561411645928,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-3.8132425,10.55352875,-80.9587023936887,5.73178583769625e-12,2.93682376858961e-09,18.3626763340361,"CMPK2_HUMAN",26,-86.2182413752815,6.63606937139714e-13,3.40370930154551e-10,-3.8132425,"Up in BD",9.46804753851863,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-2.20895,11.6942,-78.4340189006001,7.20671685813032e-12,3.47533322370308e-09,18.1604423986634,"TAP1_HUMAN",24,-86.2066859623037,6.64300424795416e-13,3.40370930154551e-10,-2.20895,"Up in BD",9.46804753851863,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.79735,12.367825,-65.4264191406798,2.67173629767743e-11,1.04299496039807e-08,16.9521225528574,"PML_HUMAN",44,-79.7480740805642,1.21870226310363e-12,5.87701244289622e-10,-1.79735,"Up in BD",9.23084338979003,"PML","Protein PML","PML_HUMAN"
-1.355425,12.2583875,-61.6229566934008,4.11796645176069e-11,1.46778647702322e-08,16.5361040057782,"RO52_HUMAN",27,-73.7743717561727,2.23531250138893e-12,1.0180606603548e-09,-1.355425,"Up in BD",8.99222634412845,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-3.4751,11.966425,-69.4697052697033,1.73237350497285e-11,7.88999888542635e-09,17.3606841307018,"OAS1_HUMAN",20,-72.3621217102888,2.59852821721802e-12,1.12119654340807e-09,-3.4751,"Up in BD",8.95031824981749,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-2.254325,12.1603625,-63.6495394949536,3.25969170575202e-11,1.21467966380705e-08,16.7618132860243,"SAMH1_HUMAN",38,-71.6392392197677,2.80990801650146e-12,1.15178129596395e-09,-2.254325,"Up in BD",8.93862997835482,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-3.72855,14.625025,-65.5345543131101,2.64005129847388e-11,1.04299496039807e-08,16.9634839872432,"OAS3_HUMAN",45,-70.3637424835496,3.23194186082673e-12,1.24963393879124e-09,-3.72855,"Up in BD",8.90321718830864,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-2.29225,12.256525,-65.9020859948667,2.5355129175112e-11,1.04299496039807e-08,17.0019147043139,"TAP2_HUMAN",22,-70.0310056708059,3.35349434659763e-12,1.24963393879124e-09,-2.29225,"Up in BD",8.90321718830864,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.556575,12.8619125,-59.513110176978,5.29611158261293e-11,1.73670091017043e-08,16.2907159263536,"ANXA1_HUMAN",23,-65.2654871944524,5.80583816220021e-12,2.0694026632051e-09,-1.556575,"Up in BD",8.68415499633598,"ANXA1","Annexin A1","ANXA1_HUMAN"
-2.24764,10.260305,-54.5180516132015,9.97396348072752e-11,2.92023402196444e-08,15.66312823917,"HELZ2_HUMAN",117,-61.9160467126541,8.7502988713533e-12,2.98895625613976e-09,-2.24764,"Up in BD",8.52448044088448,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.375125,12.5490375,-50.6150581804034,1.70503081895521e-10,4.65928088459828e-08,15.1211258504756,"AMPE_HUMAN",38,-60.8136736553176,1.00638778012157e-11,3.30014680857465e-09,-1.375125,"Up in BD",8.48146673989918,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-2.325075,11.7508875,-55.1875660185661,9.13265524275334e-11,2.77294472889229e-08,15.751327311867,"STAT2_HUMAN",35,-60.3327159065384,1.07056083382235e-11,3.37556065987525e-09,-2.325075,"Up in BD",8.47165408319808,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-2.174275,11.5164375,-52.1671596236832,1.37106228598317e-10,3.87585124844484e-08,15.3425609679778,"DDX60_HUMAN",75,-58.6693631106161,1.3308467669129e-11,4.04084510931554e-09,-2.174275,"Up in BD",8.39352779629301,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-1.72617499999999,16.7501125,-57.4542928803536,6.82928094082028e-11,2.15332481357095e-08,16.0403470134061,"HLAA_HUMAN",17,-57.4075978791215,1.5762417478106e-11,4.6150106601969e-09,-1.72617499999999,"Up in BD",8.33582729146161,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-0.899199999999999,11.102225,-38.562534568667,1.21186359093348e-09,1.94801131734758e-07,13.0737847538647,"PAR14_HUMAN",91,-56.2112395521967,1.85698671143687e-11,5.24950933115843e-09,-0.899199999999999,"Up in BD",8.27988128797099,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.666425,12.3399875,-47.9527267750449,2.51805103522358e-10,6.65902657637512e-08,14.7216424346358,"NUB1_HUMAN",27,-52.4617007843566,3.1776392201066e-11,8.6358979793809e-09,-1.666425,"Up in BD",8.06369249686741,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-1.5919275,10.23786125,-47.3838498889348,2.7444653891016e-10,6.92406177624068e-08,14.6328618072276,"ECE1_HUMAN",28,-52.2779315519505,3.26558718420112e-11,8.6358979793809e-09,-1.5919275,"Up in BD",8.06369249686741,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-0.894000000000005,14.88145,-38.711300534919,1.17871082010162e-09,1.93261426063861e-07,13.1033281799043,"VIME_HUMAN",46,-51.8226950576777,3.49552513146665e-11,8.95509844617613e-09,-0.894000000000005,"Up in BD",8.0479296354547,"VIM","Vimentin","VIME_HUMAN"
0.652249999999999,15.95705,30.2749431492064,6.9106729019181e-09,5.55428396567888e-07,11.1946953641479,"FAS_HUMAN",149,50.8350988190969,4.05993375141995e-11,9.92873486219997e-09,0.652249999999999,"Up in BM1",8.00310608658714,"FASN","Fatty acid synthase","FAS_HUMAN"
0.835150000000001,15.267025,36.7626186306401,1.70989015207205e-09,2.40641395356522e-07,12.7059500296385,"TRFE_HUMAN",51,50.7427018962491,4.1177968445328e-11,9.92873486219997e-09,0.835150000000001,"Up in BM1",8.00310608658714,"TF","Serotransferrin","TRFE_HUMAN"
1.088425,13.9725125,43.9432277046615,4.72706840329773e-10,1.04736504784418e-07,14.06786090014,"AL8A1_HUMAN",26,50.3491013112535,4.3749325755835e-11,1.02473420727524e-08,1.088425,"Up in BM1",7.9893887661035,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
0.959194999999998,10.3539775,36.2749398451755,1.88247008644812e-09,2.41937001032184e-07,12.6028444936396,"SYNE2_HUMAN",160,49.1398492120392,5.28555480587738e-11,1.18406285617023e-08,0.959194999999998,"Up in BM1",7.9266252424076,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.64555,14.03665,30.3428264428949,6.80035845284234e-09,5.51973649469322e-07,11.2122574122648,"LPPRC_HUMAN",87,48.9906698362914,5.4120295327082e-11,1.18406285617023e-08,0.64555,"Up in BM1",7.9266252424076,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
1.527825,12.6789625,47.2824926949046,2.78719246908932e-10,6.92406177624068e-08,14.6169117400789,"ZA2G_HUMAN",19,48.9024130961271,5.48845920156972e-11,1.18406285617023e-08,1.527825,"Up in BM1",7.9266252424076,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
1.17595,10.979525,42.4538832952051,6.06123491575039e-10,1.24225009598304e-07,13.8071769777355,"ACO12_HUMAN",27,47.9886208020091,6.35562273777362e-11,1.31433400492905e-08,1.17595,"Up in BM1",7.88129425573147,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-2.24796,10.56472,-60.0858947714878,4.94212859317856e-11,1.68814875861991e-08,16.3584230350816,"SYUG_HUMAN",9,-47.9332397599986,6.41294952392805e-11,1.31433400492905e-08,-2.24796,"Up in BD",7.88129425573147,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-1.215825,11.9714125,-40.3924888145674,8.67711038179097e-10,1.61670342977096e-07,13.4286062568711,"UBA7_HUMAN",43,-47.6495972283533,6.71585421953098e-11,1.34284324126134e-08,-1.215825,"Up in BD",7.87197468236383,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-1.766975,11.8472125,-43.6983232724959,4.92146099436586e-10,1.06174045346872e-07,14.0256986130031,"E2AK2_HUMAN",23,-46.3885271326098,8.2732050385906e-11,1.61485083110395e-08,-1.766975,"Up in BD",7.79186758863966,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.65283,9.646135,-43.4249488385734,5.14927721466426e-10,1.08240447707225e-07,13.9783123047025,"ITA3_HUMAN",23,-46.2332379803069,8.4917217095274e-11,1.61895661801641e-08,-1.65283,"Up in BD",7.79076478855886,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
0.967575,14.7081375,36.6974768605877,1.7318665925878e-09,2.40641395356522e-07,12.692265332007,"ACOHC_HUMAN",48,45.9633659347964,8.88713980850302e-11,1.65583573068427e-08,0.967575,"Up in BM1",7.78098275015742,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.570399999999999,15.985625,27.3152875981806,1.44631613093601e-08,9.74856480717851e-07,10.3855693737613,"AOXA_HUMAN",91,45.6643924354991,9.34963833730387e-11,1.70329633531594e-08,0.570399999999999,"Up in BM1",7.76870978797593,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-0.946550000000002,13.428525,-36.028194120799,1.97728459004103e-09,2.41937001032184e-07,12.5500935439805,"TSP1_HUMAN",50,-45.4155512382239,9.75534560098731e-11,1.7385722442803e-08,-0.946550000000002,"Up in BD",7.75980725802047,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.975049999999998,16.0418,38.0518083053416,1.33402429165044e-09,2.02524650795376e-07,12.9713832289107,"ALDOC_HUMAN",31,45.0517632292141,1.03846905766658e-10,1.77650875329494e-08,0.975049999999998,"Up in BM1",7.75043264829381,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-2.3143925,9.90387875,-45.2650953554066,3.81738657970254e-10,9.20439270011807e-08,14.2908359961952,"HLAF_HUMAN",14,-45.0423275543826,1.04016126077284e-10,1.77650875329494e-08,-2.3143925,"Up in BD",7.75043264829381,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
0.775825000000012,17.6485375,35.4457204432502,2.22344820683592e-09,2.5672997745973e-07,12.4239764833951,"BHMT1_HUMAN",31,44.5157389873389,1.13972086089131e-10,1.87212742776914e-08,0.775825000000012,"Up in BM1",7.7276645940095,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-1.439675,12.6132125,-42.1825592707089,6.34797186364382e-10,1.26928471556468e-07,13.7585582248871,"SP100_HUMAN",21,-44.5052033310298,1.14181960708047e-10,1.87212742776914e-08,-1.439675,"Up in BD",7.7276645940095,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
0.637925000000001,13.1422375,28.1664622305008,1.1605008570837e-08,8.34542633892294e-07,10.6273865333381,"FAT1_HUMAN",153,44.0988059096267,1.22620169754549e-10,1.97105912087803e-08,0.637925000000001,"Up in BM1",7.70530034909142,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-7.32267,9.141115,-43.9505923853865,4.72135949495334e-10,1.04736504784418e-07,14.0691245903389,"SHDAG_HDVD3;LHDAG_HDVD3",6,-43.8109958689247,1.29021686698654e-10,2.00953705577605e-08,-7.32267,"Up in BD",7.69690398102672,"","Small delta antigen;Large delta antigen","SHDAG_HDVD3;LHDAG_HDVD3"
-1.4714025,9.59254875,-39.9651986863319,9.36825178701761e-10,1.6511967815029e-07,13.3473963170562,"PHAR4_HUMAN",29,-43.7720557354588,1.29916399068225e-10,2.00953705577605e-08,-1.4714025,"Up in BD",7.69690398102672,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.966175000000002,11.3488625,34.9683219139531,2.45140035677057e-09,2.75295618148016e-07,12.3189036185673,"DPYD_HUMAN",55,43.5023199241681,1.3630963736419e-10,2.06938223539191e-08,0.966175000000002,"Up in BM1",7.68415928343317,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-2.2762725,9.02966375,-40.2283341908572,8.9355299501896e-10,1.62785498959232e-07,13.3975224544169,"SAMD9_HUMAN",42,-43.1458171471771,1.45310827423732e-10,2.16592393312683e-08,-2.2762725,"Up in BD",7.66435679978982,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.42727,10.674815,-39.9073878019679,9.46648557338816e-10,1.6511967815029e-07,13.3363337800286,"IFIT5_HUMAN",24,-42.8911176288443,1.52152396262372e-10,2.22740240099809e-08,-1.42727,"Up in BD",7.65220131653311,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-2.497175,11.4881125,-44.5581454775083,4.27631978412425e-10,1.00163627400716e-07,14.1725391908438,"NAT8_HUMAN",11,-42.6133862327989,1.6002988271415e-10,2.30162276928176e-08,-2.497175,"Up in BD",7.63796585474803,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.312725,11.0794125,-41.9668636498247,6.58695778617111e-10,1.2857114269293e-07,13.7196521839369,"T23O_HUMAN",17,-42.0533195311181,1.77355073586567e-10,2.50682222976323e-08,-1.312725,"Up in BD",7.60087646275909,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.6425075,10.16454625,-38.4435993903692,1.23913269295421e-09,1.95354034939203e-07,13.0500737147922,"KPCD2_HUMAN",30,-41.6000223322911,1.92934405678332e-10,2.68080721652707e-08,-1.6425075,"Up in BD",7.57173441608383,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-1.96309,8.449425,-38.9724750914321,1.12297220678657e-09,1.87880125535435e-07,13.1548890748843,"MCM5_HUMAN",27,-41.4566016059772,1.98180687912566e-10,2.70780879917869e-08,-1.96309,"Up in BD",7.5673820048293,"MCM5","DNA replication licensing factor MCM5","MCM5_HUMAN"
0.823675000000001,11.4747625,37.3914154268574,1.51330687577837e-09,2.25565268502384e-07,12.8366818311605,"DDC_HUMAN",22,41.2212426238328,2.07142427228086e-10,2.78385839084565e-08,0.823675000000001,"Up in BM1",7.55535286016725,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
0.724399999999999,16.88365,31.3936604592216,5.3244306226944e-09,4.64358321753709e-07,11.4788950844824,"SBP1_HUMAN",39,40.6886793343701,2.29158688683374e-10,3.03006924165532e-08,0.724399999999999,"Up in BM1",7.51854744709993,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.890424999999999,15.1538625,-36.9803034419176,1.63871983612199e-09,2.35688161693475e-07,12.7514866293915,"GBP1_HUMAN",22,-40.3513877188288,2.44463778717264e-10,3.1811334252764e-08,-0.890424999999999,"Up in BD",7.49741811503408,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
1.235175,11.5949375,38.0678524840296,1.3299797258294e-09,2.02524650795376e-07,12.9746233675358,"HRG_HUMAN",21,40.2336621118745,2.50074566565396e-10,3.20329890109861e-08,1.235175,"Up in BM1",7.494402535254,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-1.026575,11.1915625,-34.6305929903785,2.62874083769371e-09,2.91221856586663e-07,12.2436192962065,"ABCD1_HUMAN",33,-39.8590890685177,2.68916170355932e-10,3.39165348396605e-08,-1.026575,"Up in BD",7.46958852483772,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
-1.682405,10.5385725,-36.1598497248841,1.92603560598634e-09,2.41937001032184e-07,12.5782890777573,"CMTR1_HUMAN",42,-39.4200268752222,2.93070430923672e-10,3.60637542391222e-08,-1.682405,"Up in BD",7.44292906517693,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
1.272125,13.3023625,41.1404122876972,7.6023587708733e-10,1.44939853961905e-07,13.568445656556,"GNMT_HUMAN",15,39.3912134813863,2.94739147843521e-10,3.60637542391222e-08,1.272125,"Up in BM1",7.44292906517693,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-1.38745,11.073075,-34.2242929482733,2.86174093298336e-09,3.05164402678307e-07,12.1519808108345,"RN213_HUMAN",232,-39.2221005965699,3.04751927594575e-10,3.67405338591224e-08,-1.38745,"Up in BD",7.43485453745899,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.2548,12.22765,-36.9808866630072,1.63853373792442e-09,2.35688161693475e-07,12.7516082325288,"TSP4_HUMAN",21,-39.0245722190049,3.16936044520559e-10,3.76556767098484e-08,-1.2548,"Up in BD",7.42416954329004,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.939925000000004,16.3899375,-32.7793167719962,3.90303533689153e-09,3.72059112695777e-07,11.8162260938756,"AMPL_HUMAN",38,-38.7185033830003,3.36915825767016e-10,3.94576562805428e-08,-0.939925000000004,"Up in BD",7.40386871469094,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-1.193075,11.9649125,-35.7178330969639,2.10435405952179e-09,2.53698449705289e-07,12.4831753342978,"5NTD_HUMAN",22,-38.031805300728,3.87126766271417e-10,4.46995102801842e-08,-1.193075,"Up in BD",7.34969723489443,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.133775,12.1885125,-36.1006994861186,1.94887146661119e-09,2.41937001032184e-07,12.5656353881376,"CASP1_HUMAN",20,-37.790938683437,4.06697135545834e-10,4.63069877389549e-08,-1.133775,"Up in BD",7.33435346886355,"CASP1","Caspase-1","CASP1_HUMAN"
0.913900000000002,10.797225,30.3884616683319,6.72732416676899e-09,5.51506035191722e-07,11.2240401805675,"CGNL1_HUMAN",84,37.48041099232,4.33594393223136e-10,4.86932443238804e-08,0.913900000000002,"Up in BM1",7.31253128840299,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.55328,10.749135,-34.0950537605119,2.94071576135475e-09,3.05164402678307e-07,12.1225830795724,"PAR10_HUMAN",43,-37.2818745981227,4.51840830019738e-10,4.94610222233988e-08,-1.55328,"Up in BD",7.30573691220857,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.817924999999997,13.8893125,-31.5098003964013,5.18495961348826e-09,4.57068001902679e-07,11.5077771588115,"EHD4_HUMAN",31,-37.1641221480049,4.63071152759412e-10,4.94610222233988e-08,-0.817924999999997,"Up in BD",7.30573691220857,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
-0.860924999999998,12.8616625,-32.1561417463038,4.48071665187978e-09,4.13395052426604e-07,11.6664530650434,"ITA5_HUMAN",29,-37.1330173262288,4.66090007338124e-10,4.94610222233988e-08,-0.860924999999998,"Up in BD",7.30573691220857,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
-2.357395,9.7760025,-36.4741378401262,1.80968924918998e-09,2.41937001032184e-07,12.6451428085356,"TREX1_HUMAN",15,-37.1309350358297,4.66292893580049e-10,4.94610222233988e-08,-2.357395,"Up in BD",7.30573691220857,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.857124999999996,16.7710375,29.6232837514714,8.07988540634884e-09,6.24895288313659e-07,11.0239439596121,"AL1L1_HUMAN",79,37.0371601815689,4.75533829611389e-10,4.94610222233988e-08,0.857124999999996,"Up in BM1",7.30573691220857,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.815475000000001,15.0495875,33.4648152097398,3.36317449381287e-09,3.28229815479499e-07,11.9774673323331,"PBLD_HUMAN",23,37.0261632033984,4.76630977756587e-10,4.94610222233988e-08,0.815475000000001,"Up in BM1",7.30573691220857,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.01575,10.85535,31.2942106594687,5.4472567320334e-09,4.70069586202209e-07,11.4540724673301,"ACD10_HUMAN",51,36.6191452665377,5.19318607448555e-10,5.32171742982907e-08,1.01575,"Up in BM1",7.27394818914652,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
-0.842425000000004,15.6655625,-29.7520359107308,7.8320756265079e-09,6.1149862843916e-07,11.0579944633463,"AMPN_HUMAN",49,-36.2574158547637,5.60900814876527e-10,5.6089742012019e-08,-0.842425000000004,"Up in BD",7.25111655754823,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-0.639275000000001,11.1124375,-26.6331922362925,1.73390539527528e-08,1.09342741772821e-06,10.1860247771361,"CEIP2_HUMAN",61,-36.2563042257233,5.6103425774403e-10,5.6089742012019e-08,-0.639275000000001,"Up in BD",7.25111655754823,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
0.941825,13.2095625,33.1064870618677,3.63396096779486e-09,3.50484847223321e-07,11.8936327170182,"BUP1_HUMAN",23,35.986188257178,5.94546911073493e-10,5.87240430961505e-08,0.941825,"Up in BM1",7.2311840512885,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.838575000000006,18.4609625,30.5925466782761,6.41143611013488e-09,5.30918719503896e-07,11.2765042049528,"ALDOB_HUMAN",33,35.9148274705194,6.03773425846065e-10,5.89254112510244e-08,0.838575000000006,"Up in BM1",7.2296973777739,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
-1.25205,13.63015,-34.1728311561406,2.89289528926591e-09,3.05164402678307e-07,12.1402894182653,"LG3BP_HUMAN",20,-35.6949143553522,6.33238088256419e-10,6.10739511473662e-08,-1.25205,"Up in BD",7.21414398264061,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.801675000000005,13.3174125,29.921615435038,7.51876449308856e-09,5.93907472798621e-07,11.1026045745038,"A1CF_HUMAN",34,35.5286694132104,6.5658951911506e-10,6.25897776477356e-08,0.801675000000005,"Up in BM1",7.20349659128954,"A1CF","APOBEC1 complementation factor","A1CF_HUMAN"
-2.6131275,9.96653625,-34.1409693180663,2.91237738166551e-09,3.05164402678307e-07,12.1330412496006,"IRF9_HUMAN",16,-35.1047304126123,7.206605099874e-10,6.79077570215713e-08,-2.6131275,"Up in BD",7.16808061394854,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-0.750500000000002,11.6585,-31.5499143016109,5.1377563246613e-09,4.57068001902679e-07,11.5177263239827,"4F2_HUMAN",23,-35.0248983289091,7.33498758667466e-10,6.83320775404078e-08,-0.750500000000002,"Up in BD",7.16537537496561,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-1.7501475,10.29577625,-31.956213712286,4.68621772060554e-09,4.2686236526138e-07,11.6177396510641,"TDRD7_HUMAN",52,-34.506067327249,8.23499414938244e-10,7.53167940947278e-08,-1.7501475,"Up in BD",7.12310817427142,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
