"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.534875000000001,13.4187875,-12.4488133972357,3.00731040693182e-06,0.00169769621392259,5.29931495789856,"ITIH2_HUMAN",47,-15.0222571668535,4.32273387125202e-07,0.000253126944832315,-0.534875000000001,"Up in B1",3.59666162264443,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.432149999999998,13.36715,-10.7353428454481,8.59065650888547e-06,0.00264035073623333,4.31712416173115,"APOB_HUMAN",239,-14.6934909793499,5.12057989634315e-07,0.000279856759934808,-0.432149999999998,"Non-significant",3.55306419825546,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.3873,13.2905,-9.75954696385729,1.67360669481616e-05,0.00457340922803429,3.67143437045159,"FAT1_HUMAN",153,-13.3572975982339,1.05932168226283e-06,0.000542769946949415,-0.3873,"Non-significant",3.26538420713494,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.726025,11.7583125,12.2807616224816,3.31338612134197e-06,0.00169769621392259,5.21056487597994,"VTDB_HUMAN",21,12.9449889037963,1.34391659364193e-06,0.0006480840138045,0.726025,"Up in C",3.18836869109448,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.348700000000003,11.6017,-9.30794749866383,2.32468154614559e-05,0.00498806819010167,3.34796829034958,"MDR1_HUMAN",52,-12.1323812070318,2.19387238077348e-06,0.000999186987643386,-0.348700000000003,"Non-significant",3.00035323039,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-7.2686275,8.83076125,-11.9236771038157,4.08784294931937e-06,0.0018617853610289,5.01680816571606,"Q6VBP1_HBV",1,-12.0188725800047,2.35488811015444e-06,0.0010160722487919,-7.2686275,"Up in B1",2.99307541002841,"S","Large envelope protein","Q6VBP1_HBV"
-3.90141,7.9101125,-11.7755615125265,4.46751033761971e-06,0.00192761314462139,4.93431005510773,"COMP_HUMAN",5,-11.8642638699698,2.59593124624195e-06,0.00106407221783458,-3.90141,"Up in B1",2.97302889577903,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-5.6367625,8.42356875,-11.1087202667362,6.75086519652622e-06,0.00263540918481533,4.54656509989823,"GPC3_HUMAN",10,-11.4225317835283,3.45158669175215e-06,0.00122537119934337,-5.6367625,"Up in B1",2.91173233137573,"GPC3","Glypican-3","GPC3_HUMAN"
-3.3490425,7.67056125,-11.0356038321225,7.07302101524234e-06,0.00263566483104349,4.50235666989001,"MATN3_HUMAN",18,-11.3738467979212,3.56383307453226e-06,0.00122537119934337,-3.3490425,"Up in B1",2.91173233137573,"MATN3","Matrilin-3","MATN3_HUMAN"
-1.9712025,8.63287375,-10.9196852291574,7.61991502095293e-06,0.00264035073623333,4.43155471212136,"PGBM_HUMAN",106,-11.3657783907337,3.58282728849927e-06,0.00122537119934337,-1.9712025,"Up in B1",2.91173233137573,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.77388,10.026835,-10.4412062443233,1.04422322063527e-05,0.00305733641527426,4.1297352166007,"AGRIN_HUMAN",63,-11.3638739039294,3.58732724862659e-06,0.00122537119934337,-0.77388,"Up in B1",2.91173233137573,"AGRN","Agrin","AGRIN_HUMAN"
-6.87659,9.24833,-10.8340634214091,8.05451768773043e-06,0.00264035073623333,4.37868804967749,"Q15194_HBV",5,-11.0944595972931,4.2926190233425e-06,0.00137058887454683,-6.87659,"Up in B1",2.86309279779407,"PreC-C","Capsid protein","Q15194_HBV"
0.535649999999997,15.76575,11.1367888080935,6.63161356758321e-06,0.00263540918481533,4.56344460029869,"BAAT_HUMAN",15,11.0758376460185,4.34682980461301e-06,0.00137058887454683,0.535649999999997,"Up in C",2.86309279779407,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
-0.464725000000003,16.0525875,-10.7217298055047,8.66769443455851e-06,0.00264035073623333,4.30858312932701,"STOM_HUMAN",17,-10.9966273113868,4.58614346813186e-06,0.00139248904265722,-0.464725000000003,"Non-significant",2.85620821355619,"STOM","Stomatin","STOM_HUMAN"
0.407600000000002,15.979225,9.27925959805451,2.37481392740046e-05,0.00498806819010167,3.32685412296293,"TKFC_HUMAN",40,10.9259510033639,4.81217443629434e-06,0.00140893592959789,0.407600000000002,"Non-significant",2.85110875568749,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.311700000000002,16.448625,7.82901295077242,7.56682181583362e-05,0.00939890988578849,2.16210429116086,"FAS_HUMAN",149,10.6778898657325,5.71000883572359e-06,0.00160522736641858,0.311700000000002,"Non-significant",2.79446344488682,"FASN","Fatty acid synthase","FAS_HUMAN"
0.355575000000002,13.7201625,9.5181453661785,1.99163768858653e-05,0.00478415571331509,3.50058536843562,"BUP1_HUMAN",23,10.6372635670693,5.87421578342978e-06,0.00160522736641858,0.355575000000002,"Non-significant",2.79446344488682,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.337325000000003,11.4432625,8.1643484605085,5.70234900323187e-05,0.00799143304161326,2.44942721385151,"CGNL1_HUMAN",84,10.53911423433,6.29316920077481e-06,0.0016642387454178,0.337325000000003,"Non-significant",2.77878437132655,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.430724999999997,11.7766375,8.6307334038422,3.9075961925927e-05,0.00696401599714673,2.83043198615916,"DPYD_HUMAN",55,10.0487700587055,8.9559864425455e-06,0.00219164565287819,0.430724999999997,"Non-significant",2.65922966161085,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
1.027305,8.385775,10.7167694886187,8.69595875558673e-06,0.00264035073623333,4.30546781716429,"PP13G_HUMAN",8,9.99140199082616,9.34257891991646e-06,0.00219164565287819,1.027305,"Up in C",2.65922966161085,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.517175000000002,11.5485375,-8.82210037739429,3.36276086015036e-05,0.00656378893607445,2.98081844546542,"CO5_HUMAN",67,-9.97318193345688,9.46923621253738e-06,0.00219164565287819,-0.517175000000002,"Up in B1",2.65922966161085,"C5","Complement C5","CO5_HUMAN"
0.417499999999997,10.7598,8.7825283939571,3.4680298644973e-05,0.00661183926259276,2.949995471956,"IFIT1_HUMAN",34,9.96066381809548,9.5573683974171e-06,0.00219164565287819,0.417499999999997,"Non-significant",2.65922966161085,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-1.0603,9.5471125,-9.44510105833788,2.10087345302931e-05,0.00478415571331509,3.44796355566849,"PTPRF_HUMAN",57,-9.95125601507739,9.62420633125333e-06,0.00219164565287819,-1.0603,"Up in B1",2.65922966161085,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-3.417335,6.7321625,-9.56971541974062,1.91836293967709e-05,0.00478415571331509,3.53747547324683,"RELN_HUMAN",51,-9.88112094985438,1.01392709686761e-05,0.00224653360543801,-3.417335,"Up in B1",2.64848708049979,"RELN","Reelin","RELN_HUMAN"
0.404625000000001,12.6380875,8.6671358388381,3.79674539941629e-05,0.00691682639653662,2.85929860614138,"PURA1_HUMAN",29,9.69706067373046,1.16438144316122e-05,0.00248525584855261,0.404625000000001,"Non-significant",2.60462889550408,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.744725000000003,10.7624125,9.40270390871055,2.16735940287311e-05,0.00480216550939291,3.41721943601703,"RCN2_HUMAN",17,9.67525335139648,1.18380339757744e-05,0.00248525584855261,0.744725000000003,"Up in C",2.60462889550408,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
0.403325000000002,11.6102125,8.68750139677954,3.73627211649634e-05,0.00691682639653662,2.87539462774147,"ACO12_HUMAN",27,9.64362802336128,1.21261568604665e-05,0.00248525584855261,0.403325000000002,"Non-significant",2.60462889550408,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-2.6293425,6.81223375,-9.466920815382,2.06755246650019e-05,0.00478415571331509,3.46372842508664,"ATS13_HUMAN",7,-9.58514233754739,1.26798663186795e-05,0.00253535473367157,-2.6293425,"Up in B1",2.59596126785015,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN"
-2.701015,6.5610375,-9.24636598070628,2.43379760434334e-05,0.00498806819010167,3.30255918354215,"MRC2_HUMAN",24,-9.54082698243942,1.31182415116938e-05,0.00256055580744919,-2.701015,"Up in B1",2.59166575425524,"MRC2","C-type mannose receptor 2","MRC2_HUMAN"
0.344099999999994,17.6905,7.89514196187347,7.15073796501433e-05,0.00925706750911018,2.21968520493208,"SCP2_HUMAN",39,9.29200353355058,1.59170231234947e-05,0.00303459896666069,0.344099999999994,"Non-significant",2.517898694399,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.583055,9.9019975,-12.3836686565576,3.12200469533021e-06,0.00169769621392259,5.26509251318908,"PRIO_HUMAN",8,-9.21301029826775,1.69404675261906e-05,0.00315631710862979,-0.583055,"Up in B1",2.5008193706053,"PRNP","Major prion protein","PRIO_HUMAN"
0.867975000000001,12.3352125,8.48379704277947,4.39350414309929e-05,0.00733534679326806,2.71265176371867,"ATTY_HUMAN",28,8.8766116692175,2.22034422715115e-05,0.0039664344228032,0.867975000000001,"Up in C",2.40159972152406,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
0.315749999999996,14.72435,8.15403956791152,5.75133629489122e-05,0.00799143304161326,2.44076518505544,"PUR6_HUMAN",21,8.87370932310149,2.22561580201204e-05,0.0039664344228032,0.315749999999996,"Non-significant",2.40159972152406,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.492775000000002,11.9627375,8.43953324503288,4.55290962223867e-05,0.00733534679326806,2.67677000004441,"KNG1_HUMAN",19,8.80859878900112,2.347625453613e-05,0.00401156916427812,0.492775000000002,"Non-significant",2.39668571563763,"KNG1","Kininogen-1","KNG1_HUMAN"
-0.709225,11.4801375,-8.51458522254104,4.28632200574321e-05,0.00733534679326806,2.73749955473624,"DDB2_HUMAN",18,-8.79895684735345,2.36631955117709e-05,0.00401156916427812,-0.709225,"Up in B1",2.39668571563763,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.34545,10.472075,-7.49593234254092,0.000101211465987775,0.0113661862762709,1.86496314147211,"M4K4_HUMAN",44,-8.78293979661321,2.39774199865367e-05,0.00401156916427812,-0.34545,"Non-significant",2.39668571563763,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
-0.5964375,9.47109625,-8.21537702396799,5.46665246329037e-05,0.00799143304161326,2.49214745957714,"PERM_HUMAN",27,-8.71542928899541,2.53539755677183e-05,0.00415703783408309,-0.5964375,"Up in B1",2.3812160228696,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.531850000000002,14.06555,-7.94290627066456,6.86614604339945e-05,0.00914644931847777,2.26099089978644,"VIME_HUMAN",46,-8.67655659327442,2.61864467422313e-05,0.00420934294887867,-0.531850000000002,"Up in B1",2.37578568942469,"VIM","Vimentin","VIME_HUMAN"
-3.7215425,6.99123125,-8.42135362239228,4.62025119946361e-05,0.00733534679326806,2.66197858291725,"CLC11_HUMAN",7,-8.61696429658203,2.75224540992611e-05,0.0043390207443412,-3.7215425,"Up in B1",2.36260827355565,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
0.265349999999998,16.543425,6.93481971024829,0.000169202811826705,0.0150774418625579,1.33616813847826,"PGM1_HUMAN",40,8.59374086105879,2.80635406939454e-05,0.00434084729450875,0.265349999999998,"Non-significant",2.36242549182053,"PGM1","Phosphoglucomutase-1","PGM1_HUMAN"
0.510745000000002,8.9725125,8.48431180569671,4.39168756861498e-05,0.00733534679326806,2.71306794759343,"PDK4_HUMAN",15,8.54431929643791,2.92549402149952e-05,0.00444133333115797,0.510745000000002,"Up in C",2.35248663091324,"PDK4","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial","PDK4_HUMAN"
-3.62189,6.8315375,-8.25471588153196,5.29239980121734e-05,0.00790029923845171,2.52490455795914,"PLA1A_HUMAN",5,-8.3965700168349,3.31664918804969e-05,0.00494361637156934,-3.62189,"Up in B1",2.30595523819732,"PLA1A","Phospholipase A1 member A","PLA1A_HUMAN"
0.301024999999999,11.1232125,7.19273286464875,0.000133089767432228,0.0138110115621444,1.58377095811004,"IFIT3_HUMAN",30,8.27138904502078,3.69397752251966e-05,0.00534879099723204,0.301024999999999,"Non-significant",2.27174437172962,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.276925,12.7916875,6.73149683931177,0.000205451908703444,0.0165140283975474,1.13530877705203,"XDH_HUMAN",47,8.26360643580392,3.71896910029551e-05,0.00534879099723204,0.276925,"Non-significant",2.27174437172962,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.633362499999999,10.08016875,-7.75994136516492,8.03061418286891e-05,0.00968161398105285,2.10146827133976,"CDHR2_HUMAN",30,-8.21164978930963,3.89071822641193e-05,0.00545196362768849,-0.633362499999999,"Up in B1",2.26344705018639,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.241950000000003,15.2099,6.39893228142358,0.000284969060225686,0.0203145770063494,0.795577804525065,"ACOHC_HUMAN",48,8.20196155367411,3.92371132024422e-05,0.00545196362768849,0.241950000000003,"Non-significant",2.26344705018639,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.414625000000001,18.9078375,7.39618986549296,0.00011064316715898,0.0122574687076934,1.77361198533873,"ALDOB_HUMAN",33,8.13305391425743,4.16756561657537e-05,0.00568993201696262,0.414625000000001,"Non-significant",2.24489292250376,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
-3.40698,7.340205,-7.93415997937712,6.91729516645062e-05,0.00914644931847777,2.25344501217737,"MIME_HUMAN",7,-8.11511460195884,4.23378693626153e-05,0.00568993201696262,-3.40698,"Up in B1",2.24489292250376,"OGN","Mimecan","MIME_HUMAN"
-0.846422499999996,9.10103375,-8.25290707502413,5.30027394626548e-05,0.00790029923845171,2.5234017408742,"LBP_HUMAN",10,-8.09425546912684,4.31226372133923e-05,0.00570192548186113,-0.846422499999996,"Up in B1",2.24397846275928,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.524174999999998,9.018855,-9.51404760631279,1.99759380404493e-05,0.00478415571331509,3.49764482995549,"DCK_HUMAN",9,-8.0372020406775,4.53531080946629e-05,0.00588333395086477,-0.524174999999998,"Up in B1",2.23037649941104,"DCK","Deoxycytidine kinase","DCK_HUMAN"
-0.295775000000003,14.6437625,-6.76720596941253,0.00019850266787148,0.0164824535005902,1.17095450826341,"THRB_HUMAN",42,-8.02295556608861,4.59299064229501e-05,0.00588333395086477,-0.295775000000003,"Non-significant",2.23037649941104,"F2","Prothrombin","THRB_HUMAN"
-0.513475000000001,12.0747125,-7.55087806279935,9.64023319976036e-05,0.0109764766349494,1.91481277293297,"MA1A1_HUMAN",24,-7.98576399838525,4.74745433582372e-05,0.00591334571273348,-0.513475000000001,"Up in B1",2.22816673004139,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-0.783222499999999,10.50458875,-7.60570707075708,9.18569235897963e-05,0.0107984648110334,1.96422481708904,"TRFL_HUMAN",33,-7.98264153747824,4.760683301298e-05,0.00591334571273348,-0.783222499999999,"Up in B1",2.22816673004139,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.585425000000004,14.2764375,-7.60140816600432,9.22045055833545e-05,0.0107984648110334,1.96036253898791,"VNN1_HUMAN",18,-7.85913390339183,5.31835758431604e-05,0.00650744708600342,-0.585425000000004,"Up in B1",2.18658935458256,"VNN1","Pantetheinase","VNN1_HUMAN"
-2.392275,14.9360625,-7.55659284362471,9.59170062171752e-05,0.0109764766349494,1.91997836784713,"FIBA_HUMAN",43,-7.80501354257103,5.58532939537243e-05,0.00673360740930341,-2.392275,"Up in B1",2.17175220795735,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.610177500000002,10.27968625,8.15459693214679,5.74867569588626e-05,0.00799143304161326,2.44123378184267,"TPPP_HUMAN",10,7.6865383255008,6.22337489804951e-05,0.00739409092959563,0.610177500000002,"Up in C",2.1311152129489,"TPPP","Tubulin polymerization-promoting protein","TPPP_HUMAN"
-1.6401475,8.31335375,-9.0163796507947,2.89535133284125e-05,0.00578929029917868,3.13010661747603,"DMBT1_HUMAN",1,-7.57157317262101,6.92087915298957e-05,0.00807261811281753,-1.6401475,"Up in B1",2.09298559197576,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.384600000000002,18.762175,6.87382312000985,0.000179266606301901,0.0158024477254084,1.27644336925797,"ADH1G_HUMAN",33,7.56067090026544,6.99141114918327e-05,0.00807261811281753,0.384600000000002,"Non-significant",2.09298559197576,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
0.440799999999998,13.707075,7.99156954650049,6.58918485294571e-05,0.00900302290407482,2.30283074535024,"NDRG2_HUMAN",12,7.54517904862875,7.09301338361022e-05,0.00807618384983842,0.440799999999998,"Non-significant",2.09279380314327,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
-0.560200000000002,12.300525,-7.13051305071693,0.000140938646242497,0.0139206629144095,1.52475923725312,"RIR2B_HUMAN",23,-7.4752312837546,7.57265564183042e-05,0.00850419602078436,-0.560200000000002,"Up in B1",2.07036673792927,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.482882499999999,10.11643375,-9.65074916174071,1.80926883716165e-05,0.00478415571331509,3.59500946335736,"TBB3_HUMAN",8,-7.38517930758215,8.2440363955741e-05,0.00907330655315086,-0.482882499999999,"Non-significant",2.04223441568585,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN"
0.721557499999999,8.49460875,8.38915182609068,4.74229543843873e-05,0.00733534679326806,2.63570024782168,"CDO1_HUMAN",7,7.37794445163168,8.30078057436344e-05,0.00907330655315086,0.721557499999999,"Up in C",2.04223441568585,"CDO1","Cysteine dioxygenase type 1","CDO1_HUMAN"
0.404895,9.3259525,7.88273777078462,7.22679093172788e-05,0.00925706750911018,2.20891937852165,"IGHA1_HUMAN",12,7.35262619246855,8.50279764845022e-05,0.00917183356868354,0.404895,"Non-significant",2.03754383454155,"IGHA1","Immunoglobulin heavy constant alpha 1","IGHA1_HUMAN"
0.466664999999999,8.691695,7.24391630438495,0.000126998456940236,0.0133850857213679,1.63197710280678,"TREX1_HUMAN",15,7.31596827468622,8.80503979693848e-05,0.00937450860458463,0.466664999999999,"Non-significant",2.02805148796403,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.21945,12.4088,5.79918337131631,0.000531017095187323,0.0286399878049058,0.145844879498441,"CLMN_HUMAN",42,7.28025519076677,9.11100484226103e-05,0.00945996588053679,0.21945,"Non-significant",2.02411042997467,"CLMN","Calmin","CLMN_HUMAN"
-0.369724999999999,12.9112875,-6.38176831626906,0.000289919220764509,0.0204892911364435,0.777656705992807,"CO4B_HUMAN",83,-7.27967259497635,9.11609300515255e-05,0.00945996588053679,-0.369724999999999,"Non-significant",2.02411042997467,"C4B_2","Complement C4-B","CO4B_HUMAN"
-3.24346,7.11005,-7.14915238285586,0.00013853436049354,0.0138500571625127,1.54248507929187,"COL10_HUMAN",4,-7.24501036467539,9.42457313301722e-05,0.00954602474889837,-3.24346,"Up in B1",2.02017744402215,"COLEC10","Collectin-10","COL10_HUMAN"
-2.09245,15.338775,-7.01458833937038,0.000156980797658339,0.0146936477556165,1.41359410774756,"FIBG_HUMAN",29,-7.24149638910995,9.45648755512177e-05,0.00954602474889837,-2.09245,"Up in B1",2.02017744402215,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-0.480965000000001,8.7518575,-6.95428073912902,0.000166125919532694,0.0150774418625579,1.35512836178599,"SPART_HUMAN",19,-7.23145439024271,9.54835361563389e-05,0.00954602474889837,-0.480965000000001,"Non-significant",2.02017744402215,"SPART","Spartin","SPART_HUMAN"
0.387775000000001,12.2532375,6.98461730920229,0.000161453370708034,0.0148718509333086,1.38459307952428,"ACMSD_HUMAN",17,7.17670077938659,0.000100670042005234,0.00982233200352504,0.387775000000001,"Non-significant",2.00778539041801,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN"
-0.481900000000003,10.557625,-6.77466681887746,0.000197084090818554,0.0164824535005902,1.17838208325833,"EPHA2_HUMAN",25,-7.16606775773022,0.000101713085053242,0.00982233200352504,-0.481900000000003,"Non-significant",2.00778539041801,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.573047500000003,9.67645625,-7.86060523096616,7.36475253123342e-05,0.00928865250016178,2.18967011655191,"COTL1_HUMAN",9,-7.16309747346565,0.000102006593135389,0.00982233200352504,-0.573047500000003,"Up in B1",2.00778539041801,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.324174999999997,17.2582625,6.12830454946461,0.00037536429033797,0.0241897443861109,0.508460637449759,"AL1L1_HUMAN",79,7.14083531705576,0.000104236582675413,0.00982233200352504,0.324174999999997,"Non-significant",2.00778539041801,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.430400000000001,12.117075,6.76437444274322,0.000199044022512616,0.0164824535005902,1.16813380056826,"PALMD_HUMAN",22,7.13336684659765,0.000104996771503657,0.00982233200352504,0.430400000000001,"Non-significant",2.00778539041801,"PALMD","Palmdelphin","PALMD_HUMAN"
-0.35515,12.026175,-6.69004459545411,0.000213861312058643,0.0168580291947765,1.09373040630888,"PAI1_HUMAN",22,-7.12907789051264,0.000105436108356941,0.00982233200352504,-0.35515,"Non-significant",2.00778539041801,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.289164999999999,9.64011,5.98428139731062,0.000436183968976054,0.025368553745296,0.351628091672329,"SORL_HUMAN",64,7.09757914359517,0.000108725868677313,0.00986794698243273,0.289164999999999,"Non-significant",2.00577319251213,"SORL1","Sortilin-related receptor","SORL_HUMAN"
0.447225000000003,13.4512625,7.24086599717088,0.000127352608717577,0.0133850857213679,1.62911273700606,"S22A1_HUMAN",13,7.09272599649131,0.000109242787784576,0.00986794698243273,0.447225000000003,"Non-significant",2.00577319251213,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
-0.419025,11.1616625,-6.74107340713767,0.000203561981619595,0.0165140283975474,1.14488393012134,"IGSF8_HUMAN",21,-7.08997642888534,0.000109536859648863,0.00986794698243273,-0.419025,"Non-significant",2.00577319251213,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
0.285474999999991,17.1363625,6.41436810068685,0.000280597584806429,0.0201784122828343,0.811661572800172,"GSTM1_HUMAN",24,7.03939614985408,0.000115106254909682,0.0102569682364084,0.285474999999991,"Non-significant",1.98898098939687,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
