"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BT"
-1.90645,11.4143,-68.395890390575,2.17067292530161e-11,1.21998988510337e-08,16.9437904665043,"STAT2_HUMAN",35,81.7169185278393,1.35235857377274e-12,1.00787596252626e-09,1.90645,"Up in D",8.99659291243913,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN",-1.90645
-2.21958,10.136785,-65.8183503477673,2.86058494026602e-11,1.3794750200177e-08,16.710297332429,"HELZ2_HUMAN",117,80.7064204978519,1.48818982386331e-12,1.01668168133595e-09,2.21958,"Up in D",8.99281500153038,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN",-2.21958
1.969425,15.2848625,68.1301959706774,2.23223326135039e-11,1.21998988510337e-08,16.9203416648666,"FIBG_HUMAN",29,-77.8280041400605,1.96775404981093e-12,1.15451371909188e-09,-1.969425,"Up in BT",8.9376009019928,"FGG","Fibrinogen gamma chain","FIBG_HUMAN",1.969425
2.294325,11.8138125,66.6537512543025,2.61277503085536e-11,1.33872060643452e-08,16.7874645110707,"TSP1_HUMAN",50,-77.8082388229395,1.97160186231841e-12,1.15451371909188e-09,-2.294325,"Up in BT",8.9376009019928,"THBS1","Thrombospondin-1","TSP1_HUMAN",2.294325
-4.039825,12.5758875,-69.4594545829545,1.94287257774999e-11,1.21998988510337e-08,17.0362789218285,"IFIT2_HUMAN",29,73.5083288591412,3.05277943688076e-12,1.6684457215699e-09,4.039825,"Up in D",8.77768791739164,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN",-4.039825
1.960075,13.6845625,70.7752596264967,1.69778314970159e-11,1.21998988510337e-08,17.1477320921045,"FGL1_HUMAN",17,-69.4860624592389,4.70565799703125e-12,2.41106151622888e-09,-1.960075,"Up in BT",8.61779170881876,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN",1.960075
-3.3286175,10.70886625,-71.8284107295679,1.52681758901691e-11,1.21998988510337e-08,17.2346475361957,"ISG20_HUMAN",11,65.800442878349,7.15477227270512e-12,3.45028371127274e-09,3.3286175,"Up in D",8.46214519212261,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN",-3.3286175
-1.56605,11.873625,-52.7992788356623,1.39269811137638e-10,5.43682815098264e-08,15.2894081523398,"SAMH1_HUMAN",38,62.6300738002532,1.04581015682085e-11,4.51898747364038e-09,1.56605,"Up in D",8.34495886250513,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN",-1.56605
-1.688725,10.9132125,-64.1133186262599,3.45415813914944e-11,1.57317713470817e-08,16.5481711695694,"T23O_HUMAN",17,62.6181805998294,1.04733791167562e-11,4.51898747364038e-09,1.688725,"Up in D",8.34495886250513,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",-1.688725
-3.2430325,10.02143375,-58.3819238998468,6.76788925515169e-11,2.78495531558863e-08,15.9535124979799,"CMPK2_HUMAN",26,61.5866622471283,1.18996346013446e-11,4.87766022309113e-09,3.2430325,"Up in D",8.31178845584191,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN",-3.2430325
1.6358,14.60715,51.6792152666744,1.62442112950856e-10,6.05318382714143e-08,15.144568152395,"FIBB_HUMAN",38,-60.1579775170445,1.42520420456798e-11,5.56372574716586e-09,-1.6358,"Up in BT",8.25463428583815,"FGB","Fibrinogen beta chain","FIBB_HUMAN",1.6358
-1.088975,11.0046875,-40.1956583536797,9.85091483887858e-10,2.69192666163755e-07,13.3772867525871,"PAR14_HUMAN",91,54.8886543075469,2.88256087029654e-11,1.04659269613747e-08,1.088975,"Up in D",7.9802223003992,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN",-1.088975
-0.75235,12.05155,-33.6085085174408,3.54874011261656e-09,8.31216326949444e-07,12.0566327571229,"TENS1_HUMAN",76,54.7568863509764,2.93628104551865e-11,1.04659269613747e-08,0.75235,"Up in D",7.9802223003992,"TNS1","Tensin-1","TENS1_HUMAN",-0.75235
-3.4255725,11.70421375,-49.8983348311869,2.08930985342529e-10,7.1367342409919e-08,14.9054491121539,"OAS1_HUMAN",20,51.6832192551043,4.57629404844683e-11,1.56318577538196e-08,3.4255725,"Up in D",7.80598940558361,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN",-3.4255725
-1.1288,10.86445,-37.8944652866792,1.50285012868251e-09,3.85011417341851e-07,12.9469994227973,"RN213_HUMAN",232,50.5274639863343,5.44432826921314e-11,1.78530412604037e-08,1.1288,"Up in D",7.74828779131057,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN",-1.1288
-2.39905,11.44335,-43.9753517685848,5.17222801864579e-10,1.57044167766142e-07,14.0227644491826,"DDX60_HUMAN",75,47.9569833864475,8.12924954239115e-11,2.56321491340472e-08,2.39905,"Up in D",7.5912149787581,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN",-2.39905
-0.944324999999996,13.0232875,-39.1511908972877,1.18962353992261e-09,3.1459786388018e-07,13.185752949021,"HOIL1_HUMAN",29,47.0309498394553,9.44182356813723e-11,2.86681739302182e-08,0.944324999999996,"Up in D",7.54259996932372,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN",-0.944324999999996
-0.687749999999994,11.6971,-30.2020865518394,7.61909169641843e-09,1.32896412185613e-06,11.2503928675952,"DSRAD_HUMAN",59,45.5539950035904,1.20618559778944e-10,3.46531828868445e-08,0.687749999999994,"Up in D",7.46025686937227,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN",-0.687749999999994
-2.2137,12.87985,-48.3973516991952,2.6012701069715e-10,8.53008493478093e-08,14.6950196739939,"UB2L6_HUMAN",12,45.4581609910735,1.22583837974932e-10,3.46531828868445e-08,2.2137,"Up in D",7.46025686937227,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN",-2.2137
-2.7602825,10.15058375,-42.2914417882909,6.84320838826042e-10,2.00359365596282e-07,13.743983637482,"IFIH1_HUMAN",45,45.0335828446828,1.3173707764683e-10,3.551264266271e-08,2.7602825,"Up in D",7.44961700860154,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN",-2.7602825
-1.255525,16.3109625,-45.8016093151492,3.86312326515739e-10,1.21807248183693e-07,14.3103981607142,"HLAA_HUMAN",17,44.9211797781603,1.34287865643329e-10,3.551264266271e-08,1.255525,"Up in D",7.44961700860154,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN",-1.255525
-0.975299999999997,12.005875,-34.5159582714028,2.93280121847843e-09,7.285789208814e-07,12.2557776852516,"PML_HUMAN",44,42.5334850212371,2.04185215995541e-10,5.23097000228578e-08,0.975299999999997,"Up in D",7.28141777048664,"PML","Protein PML","PML_HUMAN",-0.975299999999997
-4.3950825,7.57590875,-40.6481878550336,9.0914209369709e-10,2.57005064969957e-07,13.4584111160767,"RSAD2_HUMAN",15,41.7254071918284,2.36548223983271e-10,5.87643133398441e-08,4.3950825,"Up in D",7.2308863342068,"RSAD2","S-adenosylmethionine-dependent nucleotide dehydratase RSAD2","RSAD2_HUMAN",-4.3950825
-0.989099999999999,13.880475,-33.7326870429167,3.45632884484481e-09,8.31216326949444e-07,12.0842473001358,"PLOD2_HUMAN",38,40.1605730702894,3.17117621727835e-10,7.64626547919057e-08,0.989099999999999,"Up in D",7.11655062730235,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN",-0.989099999999999
0.533699999999998,12.636825,22.956032597311,5.3845627186359e-08,5.1932523726326e-06,9.14040283579338,"LRP1_HUMAN",189,-39.7291475794064,3.44494914137454e-10,8.06905516028242e-08,-0.533699999999998,"Up in BT",7.09317731567431,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN",0.533699999999998
0.834275,13.1276375,29.1056445183222,9.92232906138234e-09,1.59496575774926e-06,10.9689622888951,"FAT1_HUMAN",153,-39.3250799976282,3.72578334655541e-10,8.48443663196146e-08,-0.834275,"Up in BT",7.07137698961657,"FAT1","Protocadherin Fat 1","FAT1_HUMAN",0.834275
-0.784975000000001,11.9004125,-30.4443301020079,7.19637409888119e-09,1.28251901875278e-06,11.3110383001909,"DTX3L_HUMAN",43,39.0368188706505,3.94194407465298e-10,8.54369867592699e-08,0.784975000000001,"Up in D",7.0683540769927,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN",-0.784975000000001
-2.12585,11.133625,-58.3503515796279,6.79423106998934e-11,2.78495531558863e-08,15.9500072513599,"PLS1_HUMAN",7,39.0132425433097,3.96024090857801e-10,8.54369867592699e-08,2.12585,"Up in D",7.0683540769927,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN",-2.12585
-1.04882,10.33039,-32.958396603498,4.08091811929783e-09,8.80404387947463e-07,11.9101295426619,"VLDLR_HUMAN",32,37.4853307697156,5.37890857408927e-10,1.1306741664201e-07,1.04882,"Up in D",6.94666253045333,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN",-1.04882
0.388247500000002,9.45641875,18.0569479301408,2.94926848136343e-07,2.01484191751812e-05,7.26824792594988,"AKAP9_HUMAN",185,-37.355043358282,5.52433791686129e-10,1.13221305606072e-07,-0.388247500000002,"Non-significant",6.9460718413765,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN",0.388247500000002
-1.02695,11.978425,-32.7409253634435,4.27879769540789e-09,8.99425218127022e-07,11.8603842024207,"RO52_HUMAN",27,36.3562982786329,6.79904164364973e-10,1.35947666816196e-07,1.02695,"Up in D",6.86662824153398,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN",-1.02695
-1.8025925,10.14922875,-33.4547274966629,3.66710378594949e-09,8.35081023255942e-07,12.0222726695647,"GBP4_HUMAN",27,35.4106786718055,8.31969260559514e-10,1.6239247614445e-07,1.8025925,"Up in D",6.78943409605939,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN",-1.8025925
-1.400425,11.7451875,-33.1561925261708,3.90994459324317e-09,8.66316912848852e-07,11.9550502345683,"TAP2_HUMAN",22,34.8437617192232,9.41408193664836e-10,1.79480566782891e-07,1.400425,"Up in D",6.74598256767533,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN",-1.400425
-1.19164,10.415705,-29.9615469474364,8.06701860802143e-09,1.34966160303183e-06,11.1896349113418,"PAR10_HUMAN",43,33.5544752099383,1.25638318499599e-09,2.3408703069539e-07,1.19164,"Up in D",6.63062264718955,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",-1.19164
-2.6332625,9.63259375,-32.5826838764193,4.42965526818603e-09,9.07857847214726e-07,11.8239502375777,"IRF9_HUMAN",16,33.3784600389441,1.30798385240774e-09,2.3828559160086e-07,2.6332625,"Up in D",6.6229022173154,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN",-2.6332625
2.786495,10.4729275,31.9331183419038,5.11572464546633e-09,1.02289538154958e-06,11.6722582775987,"TSP4_HUMAN",21,-33.1107638915837,1.39111455047469e-09,2.47920806191119e-07,-2.786495,"Up in BT",6.60568702452375,"THBS4","Thrombospondin-4","TSP4_HUMAN",2.786495
-1.83281,10.959445,-30.9612547270598,6.38057117632231e-09,1.21646331403466e-06,11.4386649586978,"SLFN5_HUMAN",37,33.0125719802084,1.42308989920418e-09,2.48223212631402e-07,1.83281,"Up in D",6.60515760782381,"SLFN5","Schlafen family member 5","SLFN5_HUMAN",-1.83281
-0.766174999999999,11.5805625,-27.9959774185695,1.30956081606357e-08,1.85957181828864e-06,10.6719485177489,"OGFR_HUMAN",31,32.8651130820828,1.47267961364237e-09,2.51521405680003e-07,0.766174999999999,"Up in D",6.59942504848832,"OGFR","Opioid growth factor receptor","OGFR_HUMAN",-0.766174999999999
-2.15055,8.636765,-30.6134409195914,6.91708610997568e-09,1.2601393762129e-06,11.3530563841411,"SAMD9_HUMAN",42,32.4287086219912,1.63125857338087e-09,2.72567786562809e-07,2.15055,"Up in D",6.56452547258313,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN",-2.15055
-1.118275,14.8599625,-30.6157737053913,6.91332070554127e-09,1.2601393762129e-06,11.3536341827807,"GBP1_HUMAN",22,32.3486311154626,1.66240416298371e-09,2.72567786562809e-07,1.118275,"Up in D",6.56452547258313,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",-1.118275
0.673899999999994,15.8042,26.8706677514395,1.75482622441859e-08,2.24782271684119e-06,10.3572811487944,"APOE_HUMAN",29,-31.86493811006,1.86544006971515e-09,2.97298332288964e-07,-0.673899999999994,"Up in BT",6.52680752698656,"APOE","Apolipoprotein E","APOE_HUMAN",0.673899999999994
-1.322475,11.4790875,-31.1574606965582,6.09889018894105e-09,1.19044528021283e-06,11.4864832600985,"APOL3_HUMAN",18,31.8198165648599,1.88576644047647e-09,2.97298332288964e-07,1.322475,"Up in D",6.52680752698656,"APOL3","Apolipoprotein L3","APOL3_HUMAN",-1.322475
-1.314375,11.7515875,-30.0495535199296,7.89974611447255e-09,1.34921080513429e-06,11.2119273396155,"5NT3A_HUMAN",23,31.7013936267347,1.94031353333309e-09,3.0012623294839e-07,1.314375,"Up in D",6.52269604280636,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN",-1.314375
-1.1673025,10.04879875,-27.9778508696633,1.31562778068725e-08,1.85957181828864e-06,10.6669899955605,"TDRD7_HUMAN",52,31.3762504827464,2.09946985686135e-09,3.18730627528691e-07,1.1673025,"Up in D",6.49657620220683,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN",-1.1673025
-0.636342499999998,9.64662625,-24.7819037998772,3.12374331865523e-08,3.4606010440994e-06,9.73349249565357,"FIL1L_HUMAN",39,31.2430019812971,2.16891212837231e-09,3.23286211425385e-07,0.636342499999998,"Up in D",6.49041281821421,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN",-0.636342499999998
-0.790475000000001,15.2226875,-27.044916407724,1.67576627096433e-08,2.21506569761332e-06,10.4069348565068,"TYPH_HUMAN",30,31.0167273621872,2.29285875233724e-09,3.25515135705268e-07,0.790475000000001,"Up in D",6.48742881293157,"TYMP","Thymidine phosphorylase","TYPH_HUMAN",-0.790475000000001
-0.672400000000003,13.592675,-25.5648678069584,2.50296318725721e-08,2.9313274584478e-06,9.97371875415807,"PFKAP_HUMAN",34,31.0023027556957,2.30102727719759e-09,3.25515135705268e-07,0.672400000000003,"Up in D",6.48742881293157,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN",-0.672400000000003
-0.646625,12.5665375,-23.6601207761464,4.34364065110642e-08,4.50748937440132e-06,9.37483095306492,"LIMC1_HUMAN",62,30.9568069494688,2.32700715906846e-09,3.25515135705268e-07,0.646625,"Up in D",6.48742881293157,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN",-0.646625
-1.57675,11.602675,-29.5104781620756,8.99024147124656e-09,1.47403999162559e-06,11.0742227602058,"E2AK2_HUMAN",23,30.9296156453724,2.34269248677858e-09,3.25515135705268e-07,1.57675,"Up in D",6.48742881293157,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN",-1.57675
0.503475000000003,12.4787375,21.8068639322853,7.75520084866138e-08,6.48746291401286e-06,8.74108257237531,"CSDE1_HUMAN",47,-30.7240447644543,2.46521458125786e-09,3.36830485619199e-07,-0.503475000000003,"Up in BT",6.47258860857075,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN",0.503475000000003
-0.956862500000003,10.09551875,-28.5703994578772,1.13283558792032e-08,1.76629414284522e-06,10.8272834130903,"LX15B_HUMAN",22,30.3116516069788,2.73345531036371e-09,3.67358469415766e-07,0.956862500000003,"Up in D",6.4349099430848,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN",-0.956862500000003
-1.326825,11.1686875,-28.5384943881676,1.14190765516951e-08,1.76629414284522e-06,10.8187459938189,"TAP1_HUMAN",24,30.1580764988959,2.8416501795342e-09,3.74755958828723e-07,1.326825,"Up in D",6.42625145290034,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN",-1.326825
-1.2185525,9.93289875,-28.2679026487962,1.22226323637062e-08,1.83355812877765e-06,10.7459142253799,"PLIN2_HUMAN",25,30.1053224485417,2.87992503125269e-09,3.74755958828723e-07,1.2185525,"Up in D",6.42625145290034,"PLIN2","Perilipin-2","PLIN2_HUMAN",-1.2185525
-0.797474999999999,16.1182375,-25.5134229485448,2.53914459686973e-08,2.93181794438564e-06,9.95817803801507,"AMPL_HUMAN",38,29.8005489759541,3.11277607516438e-09,3.98727160378088e-07,0.797474999999999,"Up in D",6.39932418018768,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN",-0.797474999999999
1.197265,10.6194675,27.334396281154,1.55321505717941e-08,2.08741918668144e-06,10.4886608543807,"TRFL_HUMAN",33,-29.7213555431442,3.17671021633218e-09,4.00656466976788e-07,-1.197265,"Up in BT",6.39722784294,"LTF","Lactotransferrin","TRFL_HUMAN",1.197265
-0.8116,11.5474,-25.3289259874534,2.6738839910787e-08,3.04451402206433e-06,9.90216650640282,"PARP9_HUMAN",37,29.2994085955634,3.54337231734361e-09,4.4012979178156e-07,0.8116,"Up in D",6.35641923364465,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN",-0.8116
0.599599999999997,15.017375,21.4842569952338,8.62057453419916e-08,7.06938082134996e-06,8.62502827443077,"CO3_HUMAN",111,-29.1131290922675,3.72026926037462e-09,4.55205483530614e-07,-0.599599999999997,"Up in BT",6.34179251495054,"C3","Complement C3","CO3_HUMAN",0.599599999999997
7.4321425,9.27947875,28.2425194749857,1.23012560481545e-08,1.83355812877765e-06,10.7390429022109,"Q15194_HBV",5,-28.5318891570151,4.33968343633153e-09,5.19638604007116e-07,-7.4321425,"Up in BT",6.2842985926173,"PreC-C","Capsid protein","Q15194_HBV",7.4321425
0.279624999999999,14.2424125,13.7666752699324,1.97638142699295e-06,9.11086280799987e-05,5.15047423805275,"LPPRC_HUMAN",87,-28.5027818318617,4.37363548139681e-09,5.19638604007116e-07,-0.279624999999999,"Non-significant",6.2842985926173,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN",0.279624999999999
0.871299999999998,11.9011,26.9855583375632,1.70223394668992e-08,2.21506569761332e-06,10.3900593634211,"HRG_HUMAN",21,-28.3936718160113,4.50360158241207e-09,5.27436082465917e-07,-0.871299999999998,"Up in BT",6.27783016297676,"HRG","Histidine-rich glycoprotein","HRG_HUMAN",0.871299999999998
-1.6961475,9.28617625,-27.9870803074721,1.31253469633402e-08,1.85957181828864e-06,10.6695151501676,"TREX1_HUMAN",15,28.2568822713017,4.6727396529745e-09,5.38747220532432e-07,1.6961475,"Up in D",6.26861495740762,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",-1.6961475
-1.25142,10.445015,-26.694750540804,1.83897702399329e-08,2.31937440656877e-06,10.3067962422423,"IFIT5_HUMAN",24,28.1996411050152,4.7456363441428e-09,5.38747220532432e-07,1.25142,"Up in D",6.26861495740762,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN",-1.25142
-0.471150000000002,11.263975,-19.9713705035897,1.44658520480602e-07,1.05884870616069e-05,8.05559438301248,"ZCCHV_HUMAN",51,28.1596441578094,4.79733436190138e-09,5.38747220532432e-07,0.471150000000002,"Non-significant",6.26861495740762,"ZC3HAV1","Zinc finger CCCH-type antiviral protein 1","ZCCHV_HUMAN",-0.471150000000002
-0.720725,10.5737625,-23.7135189667305,4.27453936450195e-08,4.492650475665e-06,9.3923088039182,"TRFM_HUMAN",39,28.0143222411809,4.99059333466147e-09,5.49592790361084e-07,0.720725,"Up in D",6.25995897304992,"MELTF","Melanotransferrin","TRFM_HUMAN",-0.720725
0.590524999999998,11.7409375,23.4223241996942,4.66720296689573e-08,4.72367036081619e-06,9.29648804223386,"A0AAG2UXZ5_HUMAN;COIA1_HUMAN",30,-27.9869356930712,5.02798966541612e-09,5.49592790361084e-07,-0.590524999999998,"Up in BT",6.25995897304992,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN;COIA1_HUMAN",0.590524999999998
0.843800000000002,12.3341,25.8582141075547,2.30752540496026e-08,2.74160772027017e-06,10.0616970695108,"RIR2B_HUMAN",23,-27.7243638820933,5.40304349893689e-09,5.82817771109008e-07,-0.843800000000002,"Up in BT",6.23446721431984,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN",0.843800000000002
-0.857799999999999,11.689775,-23.9859697093894,3.94086319390267e-08,4.25094690310712e-06,9.48084168537234,"UBA7_HUMAN",43,27.4264563840197,5.86733826122124e-09,6.18523684691243e-07,0.857799999999999,"Up in D",6.20864366558414,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN",-0.857799999999999
0.564875000000001,11.5093125,20.0432242671722,1.41025872238864e-07,1.04155864920199e-05,8.08362880284127,"VP13C_HUMAN",153,-27.4156829778388,5.88495333080226e-09,6.18523684691243e-07,-0.564875000000001,"Up in BT",6.20864366558414,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN",0.564875000000001
7.2781625,9.33964375,27.725188009166,1.4036127854999e-08,1.95030807042851e-06,10.5975056800045,"Q6VBP1_HBV",1,-26.4509363616569,7.73411137924563e-09,8.02585380848806e-07,-7.2781625,"Up in BT",6.09550875523577,"S","Large envelope protein","Q6VBP1_HBV",7.2781625
-0.566724999999998,10.7545375,-20.479058183316,1.21091705636419e-07,9.27766170848005e-06,8.2514952072621,"KANK1_HUMAN",51,25.9900464352868,8.84317184784386e-09,9.06204035107799e-07,0.566724999999998,"Up in D",6.04277400834404,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN",-0.566724999999998
0.586200000000002,14.446025,26.1108260390025,2.15305386369147e-08,2.59569640802098e-06,10.1366022060809,"VNN1_HUMAN",18,-25.8327817154467,9.2618533541844e-09,9.37391034538318e-07,-0.586200000000002,"Up in BT",6.02807920450597,"VNN1","Pantetheinase","VNN1_HUMAN",0.586200000000002
-0.625749999999996,16.315275,-22.3841062792243,6.44190051304525e-08,5.89271548292491e-06,8.94434620696661,"ALDOA_HUMAN",29,25.766727799061,9.44434259406735e-09,9.44203909587368e-07,0.625749999999996,"Up in D",6.02493420565365,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN",-0.625749999999996
-0.910050000000002,11.97635,-23.7348662069125,4.24726493136004e-08,4.492650475665e-06,9.39928436456258,"NUB1_HUMAN",27,25.7165693281727,9.58562902262729e-09,9.46782972620464e-07,0.910050000000002,"Up in D",6.02374956122402,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN",-0.910050000000002
-0.702084999999999,10.1354075,-23.2809407866441,4.87254152296064e-08,4.75536850062278e-06,9.24950994533575,"TLR3_HUMAN",25,25.6059534458456,9.90572278396116e-09,9.66751373606114e-07,0.702084999999999,"Up in D",6.0146852021883,"TLR3","Toll-like receptor 3","TLR3_HUMAN",-0.702084999999999
-1.8048875,10.91423125,-26.1239743607277,2.14534170083055e-08,2.59569640802098e-06,10.1404795709496,"NAT8_HUMAN",11,25.492999711731,1.02450865002292e-08,9.87595095064777e-07,1.8048875,"Up in D",6.00542107567772,"NAT8","N-acetyltransferase 8","NAT8_HUMAN",-1.8048875
0.361325000000001,17.0126625,15.0620145888147,1.05511135377777e-06,5.61675511575985e-05,5.85110092368861,"AHNK_HUMAN",315,-25.4556312708163,1.03602315412992e-08,9.87595095064777e-07,-0.361325000000001,"Non-significant",6.00542107567772,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN",0.361325000000001
0.343325,16.2538125,14.6830055580957,1.26093714606038e-06,6.50136020339809e-05,5.65231872968815,"FAS_HUMAN",149,-24.635260833725,1.32960570806697e-08,1.25288593042908e-06,-0.343325,"Non-significant",5.90208846774513,"FASN","Fatty acid synthase","FAS_HUMAN",0.343325
