"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.146615,8.68856,-19.239273433149,1.808282520424e-07,9.8828667349573e-05,8.08909855536041,"LAMA5_HUMAN",58,-20.7101650630926,4.96959557874463e-08,2.26337469747491e-05,-1.146615,"Up in BM1",4.64524354344905,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-4.89145,7.4114175,-19.3007411683615,1.76779808491397e-07,9.8828667349573e-05,8.10957128408436,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-19.8673441415281,6.80718156878582e-08,2.85180455251538e-05,-4.89145,"Up in BM1",4.54488024202939,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
-0.569875,14.2686625,-19.2916128814411,1.77374461687321e-07,9.8828667349573e-05,8.10653659570541,"VNN1_HUMAN",18,-19.810151836542,6.95731776656594e-08,2.85180455251538e-05,-0.569875,"Up in BM1",4.54488024202939,"VNN1","Pantetheinase","VNN1_HUMAN"
0.413699999999999,14.220725,17.7047812628574,3.25919277672686e-07,0.000136973922153796,7.54766744620274,"GLNA_HUMAN",20,19.0710796491874,9.27489794763014e-08,3.62074349403199e-05,0.413699999999999,"Non-significant",4.44120224101351,"GLUL","Glutamine synthetase","GLNA_HUMAN"
-5.7508925,8.72480375,-18.2599563272301,2.61918136362901e-07,0.00012630616952371,7.75052387665725,"TSP4_HUMAN",21,-18.8616479019717,1.00818734892336e-07,3.75687267566988e-05,-5.7508925,"Up in BM1",4.42517352337979,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.520475000000003,12.1088375,-17.0630501274509,4.23140177036417e-07,0.000157677416879297,7.30260203538007,"PAI1_HUMAN",22,-18.467464673138,1.18249072369977e-07,4.21480824038726e-05,-0.520475000000003,"Up in BM1",4.37522217952942,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-3.13058,7.56133,-17.1030146363855,4.16203216587591e-07,0.000157677416879297,7.31820832185139,"MATN3_HUMAN",18,-17.6582073938348,1.65783899351198e-07,5.66290169533799e-05,-3.13058,"Up in BM1",4.24696097740628,"MATN3","Matrilin-3","MATN3_HUMAN"
-4.1162,7.613275,-16.7198199007523,4.88437988364711e-07,0.000174096288200605,7.1666197776805,"FMOD_HUMAN",7,-17.0060193857328,2.2007308753033e-07,7.21663668629457e-05,-4.1162,"Up in BM1",4.14166515823405,"FMOD","Fibromodulin","FMOD_HUMAN"
0.357749999999999,11.43305,12.5381784504765,3.6669205272314e-06,0.000804383448595669,5.17589442162386,"CGNL1_HUMAN",84,16.5385288599802,2.71364065246279e-07,8.55631771880382e-05,0.357749999999999,"Non-significant",4.06771309729343,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.518150000000002,13.41015,-13.5200890452202,2.17003557035081e-06,0.000592998386857864,5.70678938139731,"APOB_HUMAN",239,-16.019033565205,3.4480482775682e-07,0.000102286669594217,-0.518150000000002,"Up in BM1",3.99018096158501,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.749774999999996,10.5409375,-14.6612258693611,1.23117758128278e-06,0.000420549742139842,6.27091917589145,"LAMC1_HUMAN",52,-15.9910397436689,3.49356763678712e-07,0.000102286669594217,-0.749774999999996,"Up in BM1",3.99018096158501,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.537074999999998,10.4763125,-13.8623140733106,1.82249451587982e-06,0.000533600358613671,5.88161481681354,"TRFM_HUMAN",39,-15.5584220448213,4.29055982243753e-07,0.000121289687670148,-0.537074999999998,"Up in BM1",3.91617612228541,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.347950000000004,17.688575,12.0302352916046,4.88325674633101e-06,0.000942612311169953,4.88283305777536,"SCP2_HUMAN",39,14.5943841980606,6.92019144815701e-07,0.000189105764973304,0.347950000000004,"Non-significant",3.72329523129282,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.531774999999996,13.4172375,-12.7480974276401,3.26766650164203e-06,0.000786583776586741,5.29321691877975,"ITIH2_HUMAN",47,-14.2654254101395,8.20192258367647e-07,0.000216901165616064,-0.531774999999996,"Up in BM1",3.66373811410262,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.4672,10.9755,-13.4020860729347,2.30684987340112e-06,0.000610050169746528,5.64532827915643,"PRS23_HUMAN",19,-13.953097183079,9.67096022214289e-07,0.000239999804696366,-0.4672,"Non-significant",3.61978911170225,"PRSS23","Serine protease 23","PRS23_HUMAN"
-0.441649999999999,10.551525,-14.466924827186,1.35186201385193e-06,0.000443302591582324,6.17857206796734,"TAGL_HUMAN",15,-13.9101705387849,9.89510882142784e-07,0.000239999804696366,-0.441649999999999,"Non-significant",3.61978911170225,"TAGLN","Transgelin","TAGL_HUMAN"
-0.298550000000002,14.8111,-11.9767982665152,5.035893106478e-06,0.000942612311169953,4.85122132158536,"APOA1_HUMAN",25,-13.8941641748458,9.98018038023562e-07,0.000239999804696366,-0.298550000000002,"Non-significant",3.61978911170225,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
-0.382640000000002,9.169835,-12.3069352901465,4.17208622363351e-06,0.000834213728325549,5.04411833495675,"FLRT3_HUMAN",27,-13.8450505328579,1.0246393223192e-06,0.000239999804696366,-0.382640000000002,"Non-significant",3.61978911170225,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.589062500000002,8.65540875,12.6980457032815,3.35818884856501e-06,0.000786583776586741,5.26543882147541,"C163A_HUMAN",29,13.6662052665744,1.12855787120874e-06,0.000256997706338034,0.589062500000002,"Up in C",3.59007075265773,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN"
0.309049999999999,16.68385,11.2462118841411,7.77138043056009e-06,0.00124921130921042,4.40322338328957,"ALDOC_HUMAN",31,13.3826958060636,1.31851456592805e-06,0.000292140065175085,0.309049999999999,"Non-significant",3.53440887818138,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.459349999999999,11.1387,-12.4613418214613,3.82665948953783e-06,0.000804383448595669,5.13240692673173,"5NTD_HUMAN",22,-13.2822155332135,1.39427491169779e-06,0.000300796466476275,-0.459349999999999,"Non-significant",3.52172726980536,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.820814999999998,9.08823,-13.9237057111667,1.76706981637991e-06,0.000533600358613671,5.91244997259994,"LBP_HUMAN",10,-13.0492634268371,1.58949802415482e-06,0.000325930925830628,-0.820814999999998,"Up in BM1",3.48687442971474,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.489897500000001,10.05485125,-13.6166688149794,2.06488194216309e-06,0.000583720764201828,5.75663775378356,"SIL1_HUMAN",14,-13.0483798025989,1.59029483205967e-06,0.000325930925830628,-0.489897500000001,"Non-significant",3.48687442971474,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
0.482750000000003,11.96775,12.4680843635378,3.81233099987794e-06,0.000804383448595669,5.13623483708263,"KNG1_HUMAN",19,12.9604197577775,1.6719080172724e-06,0.000334300046965833,0.482750000000003,"Non-significant",3.47586356239337,"KNG1","Kininogen-1","KNG1_HUMAN"
-0.322199999999997,12.596275,-10.3768891064339,1.34793471305008e-05,0.00187294386060755,3.82868558916761,"LIMC1_HUMAN",62,-12.8163695788468,1.81594277944417e-06,0.000354454735854364,-0.322199999999997,"Non-significant",3.45043921668343,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.529400000000004,12.082675,-11.9688161233477,5.0591536583896e-06,0.000942612311169953,4.84648623837894,"MA1A1_HUMAN",24,-12.7400587863627,1.89786579443943e-06,0.000361830320530569,-0.529400000000004,"Up in BM1",3.4414950430943,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
0.301275,14.7315875,11.5909128798355,6.31324851415565e-06,0.00105624512896016,4.61833930961667,"PUR6_HUMAN",21,12.5912382669232,2.06986948763976e-06,0.000385654319537971,0.301275,"Non-significant",3.41380179993999,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
-0.541449999999999,10.495575,-11.8527441624096,5.41152145683682e-06,0.000964427237024961,4.77724377626274,"CCN1_HUMAN",22,-12.4917039387694,2.19467952981283e-06,0.000392087490533905,-0.541449999999999,"Up in BM1",3.40661701354973,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.505409999999998,9.6408375,-11.8738170791996,5.34553516288794e-06,0.000964427237024961,4.78986889672692,"DREB_HUMAN",21,-12.4875634560087,2.20005178879722e-06,0.000392087490533905,-0.505409999999998,"Up in BM1",3.40661701354973,"DBN1","Drebrin","DREB_HUMAN"
-0.398749999999998,10.646775,-11.6681302655176,6.03074980092746e-06,0.00104488636717314,4.66559800022821,"ANXA3_HUMAN",21,-12.3993699006885,2.31806855420908e-06,0.000404330340583107,-0.398749999999998,"Non-significant",3.39326366837836,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.331025,15.8680625,13.2463974789586,2.50257278541754e-06,0.000621699748328878,5.56328973263553,"BAAT_HUMAN",15,12.3391127842353,2.40279267036448e-06,0.000410376964826001,0.331025,"Non-significant",3.38681702491799,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
0.645099999999999,10.5975,11.6438793830803,6.11790017373883e-06,0.00104488636717314,4.65079194027818,"PLIN2_HUMAN",25,12.2846457555349,2.48238004518522e-06,0.000415317379804662,0.645099999999999,"Up in C",3.38161989456956,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.378375000000002,12.9156125,-10.2605599054356,1.45552778183461e-05,0.00195613389434101,3.74809650633283,"CO4B_HUMAN",83,-12.0835170878056,2.80303004997588e-06,0.000454791340277608,-0.378375000000002,"Non-significant",3.34218781334546,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.2748375,9.80300375,-9.52446103748781,2.41066573523937e-05,0.00282323395678462,3.21607914754335,"FA5_HUMAN",56,-12.0682149681512,2.8292703530322e-06,0.000454791340277608,-0.2748375,"Non-significant",3.34218781334546,"F5","Coagulation factor V","FA5_HUMAN"
0.30555,14.7696,10.4994918722446,1.24415994938958e-05,0.00178940759036768,3.91263933818624,"SERA_HUMAN",27,11.9710017327406,3.00256474348361e-06,0.000473365880136128,0.30555,"Non-significant",3.32480304890509,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-0.404079999999999,9.14923,-12.623350241129,3.49861538228992e-06,0.00079671246955591,5.22375690242803,"INGR1_HUMAN",14,-11.8813895694887,3.17293347204102e-06,0.000490786954788533,-0.404079999999999,"Non-significant",3.30910698942231,"IFNGR1","Interferon gamma receptor 1","INGR1_HUMAN"
-3.7238975,7.82135625,-11.2547054109062,7.73115837516855e-06,0.00124921130921042,4.40860698609575,"COMP_HUMAN",5,-11.4401674697041,4.18713622874888e-06,0.000632970233782817,-3.7238975,"Up in BM1",3.19861671274382,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-0.391549999999995,10.22385,-10.2922795872498,1.42525745910227e-05,0.0019473767749534,3.77016170396323,"ITA2_HUMAN",32,-11.4181470428486,4.24656780410526e-06,0.000632970233782817,-0.391549999999995,"Non-significant",3.19861671274382,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.20505,12.406775,-7.85492565514127,8.68572183682369e-05,0.00582519838865922,1.84826642813903,"MPRI_HUMAN",111,-11.3170554686991,4.53184789904201e-06,0.00065652516636515,-0.20505,"Non-significant",3.18274862158664,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
0.198725,16.0507625,8.01103807192418,7.63421416571962e-05,0.00550160842475988,1.98681570940148,"C1TC_HUMAN",59,11.2936037536293,4.6010647004324e-06,0.00065652516636515,0.198725,"Non-significant",3.18274862158664,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
-0.259174999999997,14.0939125,-9.22641098368714,2.98596278145393e-05,0.00326727808534433,2.98917212156791,"PLOD2_HUMAN",38,-11.2789731138553,4.64484748099277e-06,0.00065652516636515,-0.259174999999997,"Non-significant",3.18274862158664,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-5.4217375,8.31605625,-10.806790072987,1.02149716338821e-05,0.0015507840269364,4.11875546424387,"GPC3_HUMAN",10,-11.1427754365937,5.0756563415386e-06,0.000705258147253109,-5.4217375,"Up in BM1",3.15165188810541,"GPC3","Glypican-3","GPC3_HUMAN"
-3.3498175,6.69840375,-10.4498108303423,1.28508273771694e-05,0.00181639797996612,3.87873989166867,"RELN_HUMAN",51,-10.8047441008778,6.35255851941628e-06,0.000867971245702911,-3.3498175,"Up in BM1",3.06149466196568,"RELN","Reelin","RELN_HUMAN"
-0.294699999999997,13.464425,-9.48560243202567,2.47805559601575e-05,0.00286128165861086,3.18688627749967,"MUC18_HUMAN",27,-10.6726037909645,6.94680876251745e-06,0.000933605544838001,-0.294699999999997,"Non-significant",3.02983657760815,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.239725000000002,15.1244875,-8.37019154921133,5.71704676927302e-05,0.00473417670853538,2.29670842029419,"AMPN_HUMAN",49,-10.4939129355889,7.85212383218331e-06,0.00103825340606837,-0.239725000000002,"Non-significant",2.98369663548004,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
0.392749999999999,10.619425,10.1871951643916,1.52836457188449e-05,0.00198881472385858,3.6967983256744,"T23O_HUMAN",17,10.3609867471473,8.61162500766589e-06,0.00110804833042085,0.392749999999999,"Non-significant",2.95544129630676,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.230425000000004,10.6775875,-8.06338498130958,7.31430555906736e-05,0.0054027428762339,2.03274271382143,"CEIP2_HUMAN",61,-10.3545747637549,8.65029191838671e-06,0.00110804833042085,-0.230425000000004,"Non-significant",2.95544129630676,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.255374999999997,11.9527625,-9.83274051358046,1.94366946729691e-05,0.00237823914819404,3.44365548064078,"BIEA_HUMAN",19,-10.3055209822397,8.95263416674552e-06,0.00112913376767661,-0.255374999999997,"Non-significant",2.94725460446789,"BLVRA","Biliverdin reductase A","BIEA_HUMAN"
-2.6185975,6.80686125,-9.97725233754346,1.76062307063659e-05,0.0021869072625877,3.54793782989919,"ATS13_HUMAN",7,-10.1662426486224,9.87770609132941e-06,0.00122693082631392,-2.6185975,"Up in BM1",2.91117992186714,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN"
-0.415850000000001,11.160075,-9.60060402440021,2.2845287949226e-05,0.0027142850812718,3.27294929875475,"IGSF8_HUMAN",21,-10.0903943516644,1.04262646638629e-05,0.00127573907036341,-0.415850000000001,"Non-significant",2.89423814370997,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-0.4373,13.18675,-10.5231999291728,1.2251521425909e-05,0.00178940759036768,3.92875899024454,"SDCB1_HUMAN",13,-10.0457086678438,1.07653932102192e-05,0.00129786314025555,-0.4373,"Non-significant",2.88677110149986,"SDCBP","Syntenin-1","SDCB1_HUMAN"
-1.76174,5.71016,-10.1299382574745,1.58807659413716e-05,0.00203422686230257,3.65650551488933,"PTK7_HUMAN",5,-9.90258462419015,1.19376860881552e-05,0.00141317952301802,-1.76174,"Up in BM1",2.84980266412193,"PTK7","Inactive tyrosine-protein kinase 7","PTK7_HUMAN"
-0.465975,11.1324375,-9.6694997814015,2.1767890288988e-05,0.0026243112439577,3.32403020704074,"FSTL1_HUMAN",17,-9.88780625799586,1.20666707259406e-05,0.00141317952301802,-0.465975,"Non-significant",2.84980266412193,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.438725000000005,13.5680375,-10.0261166346306,1.7031983858623e-05,0.00214812621035372,3.5828615204363,"IL18_HUMAN",14,-9.83130429623895,1.25744219074922e-05,0.00145190296898058,-0.438725000000005,"Non-significant",2.83806240666925,"IL18","Interleukin-18","IL18_HUMAN"
-0.236375000000002,11.1650625,-8.81454522779393,4.05387569103012e-05,0.00395638963274583,2.66388096758295,"4F2_HUMAN",23,-9.8096758088788,1.27750872583874e-05,0.00145458562978138,-0.236375000000002,"Non-significant",2.83726070724821,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-0.460374999999999,10.5468625,-9.22497182871606,2.98909314955873e-05,0.00326727808534433,2.98805955367931,"EPHA2_HUMAN",25,-9.78265457450578,1.30308463050972e-05,0.00146338189053681,-0.460374999999999,"Non-significant",2.83464232369691,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.642207500000001,9.34525125,-11.0922878986679,8.54294720453446e-06,0.00134682848428411,4.304914518149,"CAH12_HUMAN",8,-9.65277196601845,1.4343062169598e-05,0.00156577545649262,-0.642207500000001,"Up in BM1",2.8052705187776,"CA12","Carbonic anhydrase 12","CAH12_HUMAN"
-0.282575000000003,13.2215375,-8.486959259673,5.215601822562e-05,0.00454867061078332,2.39488979831879,"BGH3_HUMAN",32,-9.64534694759381,1.44224358665255e-05,0.00156577545649262,-0.282575000000003,"Non-significant",2.8052705187776,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
0.221425,17.3565625,7.85467523616389,8.68753446980113e-05,0.00582519838865922,1.84804225632145,"SBP1_HUMAN",39,9.62569116652953,1.46349432479875e-05,0.00156577545649262,0.221425,"Non-significant",2.8052705187776,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.217950000000002,13.412275,8.17415686400661,6.68586331848872e-05,0.00517082146084628,2.12906548429731,"ANT3_HUMAN",28,9.60628949045286,1.484814964289e-05,0.00156577545649262,0.217950000000002,"Non-significant",2.8052705187776,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-0.221814999999999,9.71491,-7.66309638585827,0.000102076207845732,0.00653766212436964,1.67470188151896,"PLCG1_HUMAN",51,-9.60183454359316,1.48975952191296e-05,0.00156577545649262,-0.221814999999999,"Non-significant",2.8052705187776,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","PLCG1_HUMAN"
-0.7567725,9.55126375,-9.07795306425566,3.3292889801019e-05,0.00352309323622205,2.87352631331545,"PERM_HUMAN",27,-9.47838766689413,1.63439221603245e-05,0.00169386039518505,-0.7567725,"Up in BM1",2.77112238627166,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.260875000000002,10.8548375,-8.29190090405529,6.08363174122362e-05,0.00488956990338738,2.23018372827945,"LDLR_HUMAN",30,-9.46078186096407,1.65627311092708e-05,0.00169386039518505,-0.260875000000002,"Non-significant",2.77112238627166,"LDLR","Low-density lipoprotein receptor","LDLR_HUMAN"
0.250300000000003,16.962425,8.67754819020923,4.49998466776148e-05,0.00422558442710393,2.55252689588259,"DCXR_HUMAN",22,9.44701484489497,1.67361175908745e-05,0.00169386039518505,0.250300000000003,"Non-significant",2.77112238627166,"DCXR","L-xylulose reductase","DCXR_HUMAN"
-0.885197500000002,10.55557625,-8.9286356555893,3.72019214517307e-05,0.00381226690076611,2.7553957407311,"TRFL_HUMAN",33,-9.3149619410261,1.85065917333379e-05,0.00185020779304761,-0.885197500000002,"Up in BM1",2.73277949413415,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.237275,15.9246125,-8.06533440703147,7.30268673858561e-05,0.0054027428762339,2.03444796895982,"APOE_HUMAN",29,-9.29703109113719,1.8762781271792e-05,0.00185322025139941,-0.237275,"Non-significant",2.73207296261147,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.2796,10.653175,-7.84746207236875,8.73992927305543e-05,0.00582519838865922,1.84158245473419,"AKA12_HUMAN",66,-9.25411510279121,1.93922315710002e-05,0.00189258945736976,-0.2796,"Non-significant",2.72294358346654,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
0.267050000000001,18.782025,8.20961947477519,6.49769518248718e-05,0.00507315286724094,2.15965702765683,"ENOA_HUMAN",28,9.21206376522158,2.00320189589631e-05,0.00193202931088917,0.267050000000001,"Non-significant",2.71398628917267,"ENO1","Alpha-enolase","ENOA_HUMAN"
-0.2422,12.111375,-7.74439069536017,9.52878698903165e-05,0.00619976156635567,1.74870880691819,"PLOD1_HUMAN",41,-9.19661065089511,2.027303968142e-05,0.00193253929428234,-0.2422,"Non-significant",2.71387166681895,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN"
0.426424999999998,11.2098625,8.43735728189978,5.42229721862378e-05,0.00458267964930698,2.35333377633699,"PCKGC_HUMAN",35,9.0968364357215,2.19096323459899e-05,0.0020356726210681,0.426424999999998,"Non-significant",2.69129206439799,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
-0.296175000000003,11.2511125,-7.92912706004483,8.1668849196399e-05,0.00567693710089451,1.91441767159765,"PRG4_HUMAN",49,-9.09232874592773,2.1986988679402e-05,0.0020356726210681,-0.296175000000003,"Non-significant",2.69129206439799,"PRG4","Proteoglycan 4","PRG4_HUMAN"
1.105065,8.0666425,8.8739277092625,3.87616913264751e-05,0.00387522372554199,2.71165010090496,"HXK4_HUMAN",13,9.07777326508343,2.22388697841186e-05,0.0020356726210681,1.105065,"Up in C",2.69129206439799,"GCK","Hexokinase-4","HXK4_HUMAN"
-0.369450000000001,12.934575,-10.5872070730692,1.17545349302218e-05,0.00175206686105378,3.97209511114092,"JUPI1_HUMAN",11,-9.06073423938563,2.25378404789571e-05,0.0020356726210681,-0.369450000000001,"Non-significant",2.69129206439799,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN"
-0.520075,10.6107875,-8.53230360310804,5.03438675871026e-05,0.00448607637477247,2.43268583104676,"ITA7_HUMAN",33,-9.0574200902641,2.25965123831663e-05,0.0020356726210681,-0.520075,"Up in BM1",2.69129206439799,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
