"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.923808333333328,13.2083571428571,-39.0579287641978,1.24745207490844e-08,1.98010342495547e-06,10.9224528608562,"CO4B_HUMAN",83,-49.8335939810625,4.37944822776236e-09,1.07269939469707e-06,-0.923808333333328,"Up in BD",5.96952196444126,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.619679166666668,10.2494642857143,24.8814824268842,1.98830906795762e-07,1.19235028212048e-05,7.89183582745829,"PLPL6_HUMAN",52,49.214840280627,4.71961579066722e-09,1.11521535120866e-06,0.619679166666668,"Up in DM",5.95264126103648,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
-1.26775,14.7851285714286,-47.9265093570325,3.53844992008554e-09,8.1717973440147e-07,12.2364682219267,"VIME_HUMAN",46,-48.8597136699393,4.92874692182797e-09,1.11521535120866e-06,-1.26775,"Up in BD",5.95264126103648,"VIM","Vimentin","VIME_HUMAN"
-1.4654,11.1387714285714,-45.0645692964761,5.17057671520386e-09,1.07163516894853e-06,11.8467562532117,"RN213_HUMAN",232,-48.7967611861939,4.96693710794404e-09,1.11521535120866e-06,-1.4654,"Up in BD",5.95264126103648,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-0.781541666666662,15.2641285714286,-32.2658368997485,4.03817582655764e-08,4.51401572248618e-06,9.65548504956557,"GBP1_HUMAN",22,-48.3052585554014,5.27727308754399e-09,1.12257869606478e-06,-0.781541666666662,"Up in BD",5.94978320393828,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-1.142,13.9341714285714,-35.4965218476887,2.24624299790436e-08,2.98496728925651e-06,10.292333275554,"PSB9_HUMAN",15,-47.9325940894079,5.52770414059443e-09,1.12257869606478e-06,-1.142,"Up in BD",5.94978320393828,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
-4.38582,11.7056628571429,-51.5209938385327,2.26606203458396e-09,6.31606187087661e-07,12.686935031349,"ISG20_HUMAN",11,-47.924283261235,5.53344505827149e-09,1.12257869606478e-06,-4.38582,"Up in BD",5.94978320393828,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-1.996475,13.4005428571429,-42.9713370650423,6.93024521623359e-09,1.37832016162207e-06,11.5421831917903,"LG3BP_HUMAN",20,-47.8927977038188,5.55525768187446e-09,1.12257869606478e-06,-1.996475,"Up in BD",5.94978320393828,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-1.43505,11.9464285714286,-40.3478802506616,1.02135154071968e-08,1.79469228339939e-06,11.1344980109725,"5NTD_HUMAN",22,-47.567663844438,5.78647013415238e-09,1.14078141693546e-06,-1.43505,"Up in BD",5.94279756199091,"NT5E","5'-nucleotidase","5NTD_HUMAN"
1.07986666666667,13.8911,35.4800424985929,2.25266614678519e-08,2.98496728925651e-06,10.2892522409881,"AL8A1_HUMAN",26,47.3215466159345,5.96897315253516e-09,1.14874309504623e-06,1.07986666666667,"Up in DM",5.93977708608882,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
0.567575000000007,12.6930714285714,22.9997249583311,3.21680345459253e-07,1.6942102423669e-05,7.3523713365423,"SRBS1_HUMAN",46,45.8178208509278,7.24174767255608e-09,1.36128014970397e-06,0.567575000000007,"Up in DM",5.86605248835274,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
-1.84256666666666,11.9410285714286,-42.8134962453508,7.08907081786213e-09,1.37832016162207e-06,11.5184981971847,"E2AK2_HUMAN",23,-45.0311710460102,8.03259760661897e-09,1.4353033101905e-06,-1.84256666666666,"Up in BD",5.84305631354824,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.34255833333333,11.4132571428571,42.7425092363259,7.16187638106233e-09,1.37832016162207e-06,11.5078121924562,"FADS1_HUMAN",17,45.0118006494761,8.05330674846422e-09,1.4353033101905e-06,1.34255833333333,"Up in DM",5.84305631354824,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
-2.15770833333333,11.8739428571429,-71.1963193888916,3.08364877372663e-10,1.66167553586883e-07,14.5803817355665,"TAP1_HUMAN",24,-44.905334961382,8.16824845586576e-09,1.4353033101905e-06,-2.15770833333333,"Up in BD",5.84305631354824,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-0.883416666666667,11.3262428571429,-30.6346121553874,5.55349653167114e-08,5.28104852535269e-06,9.30644805311768,"ABCD1_HUMAN",33,-44.4237524348302,8.71267294514468e-09,1.49839437054478e-06,-0.883416666666667,"Up in BD",5.82437386727052,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
-0.812433333333328,15.9933142857143,-30.6901916597792,5.49202900579884e-08,5.28104852535269e-06,9.31867330298052,"APOE_HUMAN",29,-44.1141277999803,9.08506400502868e-09,1.52588584935792e-06,-0.812433333333328,"Up in BD",5.81647795448615,"APOE","Apolipoprotein E","APOE_HUMAN"
0.896883333333339,13.1230285714286,31.8443578387543,4.37789899062601e-08,4.68050191330032e-06,9.5671933216704,"BUP1_HUMAN",23,43.9816224997608,9.25008123450924e-09,1.52588584935792e-06,0.896883333333339,"Up in DM",5.81647795448615,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-1.38446666666666,12.6432571428571,-36.4564610443394,1.90628466262132e-08,2.80154525963057e-06,10.4690607871392,"AMPE_HUMAN",38,-43.7727938766249,9.51729884073792e-09,1.53042606437218e-06,-1.38446666666666,"Up in BD",5.81518764653759,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-3.97947666666666,10.75466,-63.9429400673939,5.98282461554985e-10,2.30281768416616e-07,13.9763754762701,"CMPK2_HUMAN",26,-43.6668648173428,9.65628223221345e-09,1.53042606437218e-06,-3.97947666666666,"Up in BD",5.81518764653759,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
0.962214166666667,9.86693,31.4699510651614,4.70777599922408e-08,4.87858376945234e-06,9.48767437578523,"ABCA6_HUMAN",44,41.9967877672529,1.21937005754926e-08,1.89541695676358e-06,0.962214166666667,"Up in DM",5.72229523841211,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
-2.14940833333333,12.519,-39.0160375583387,1.25571709821486e-08,1.98010342495547e-06,10.9154305937269,"BST2_HUMAN",7,-41.8446622048093,1.24613017830859e-08,1.90046608137138e-06,-2.14940833333333,"Up in BD",5.72113987707624,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-2.20229333333333,10.01086,-38.9252374015713,1.27385102186916e-08,1.98010342495547e-06,10.9001796068126,"TREX1_HUMAN",15,-41.0444087645406,1.3987061777655e-08,2.09365593238491e-06,-2.20229333333333,"Up in BD",5.67909468796005,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-2.22243833333333,10.4316514285714,-72.1098122283547,2.85041232521887e-10,1.66167553586883e-07,14.6501586253481,"HELZ2_HUMAN",117,-40.6458370397891,1.48277190033085e-08,2.17913550370441e-06,-2.22243833333333,"Up in BD",5.66171576347499,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.77418,10.2254371428571,-41.6347373350991,8.41861908552797e-09,1.54653859246188e-06,11.3382694042701,"KPCD2_HUMAN",30,-40.4801237582794,1.51944834371465e-08,2.19316088611527e-06,-1.77418,"Up in BD",5.65892950813589,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
4.15490416666667,9.71233571428571,41.4778112151422,8.61662474998861e-09,1.54773728564795e-06,11.3138203689821,"NUA4L_HUMAN",5,40.1837403639238,1.58771735861774e-08,2.25149463328197e-06,4.15490416666667,"Up in DM",5.64752908389483,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.991175,12.2993142857143,32.2634296217055,4.04002726968415e-08,4.51401572248618e-06,9.65498439742454,"3BHS7_HUMAN",18,39.510833822131,1.75643949664967e-08,2.4478104226585e-06,0.991175,"Up in DM",5.61122222034243,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
0.743000000000006,15.8333285714286,27.3496810529593,1.11383264511561e-07,8.74088278686354e-06,8.53766188906049,"FTCD_HUMAN",36,39.2134328747764,1.83761581714604e-08,2.51753366949008e-06,0.743000000000006,"Up in DM",5.599024712482,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.884550000000003,15.2285428571429,29.3067827978448,7.28951400324361e-08,6.26820656257639e-06,9.00696381909934,"TRFE_HUMAN",51,38.9543986524024,1.91190251778598e-08,2.57565134187734e-06,0.884550000000003,"Up in DM",5.58911292646243,"TF","Serotransferrin","TRFE_HUMAN"
-0.742574999999993,13.9800285714286,-26.5581640678801,1.33352774704956e-07,9.66665078874947e-06,8.33753545634233,"EHD4_HUMAN",31,-38.742526375814,1.97527651921434e-08,2.61740329587041e-06,-0.742574999999993,"Up in BD",5.58212935505339,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
-1.77960833333333,14.9671857142857,-36.2076428891566,1.98829363778649e-08,2.8698888346836e-06,10.4237644765329,"FIBB_HUMAN",38,-37.7852511921888,2.29397533544763e-08,2.99067784458438e-06,-1.77960833333333,"Up in BD",5.52423036659242,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.59580166666666,9.84646,-33.8799070949375,2.99166179627878e-08,3.7202465075879e-06,9.98215112940463,"ACES_HUMAN",16,-37.6319067724929,2.35042456507087e-08,2.99132157772435e-06,-1.59580166666666,"Up in BD",5.52413689625522,"ACHE","Acetylcholinesterase","ACES_HUMAN"
-2.01899166666667,15.2304428571429,-35.1031371241426,2.40556176604685e-08,3.0863739293582e-06,10.2183399219204,"FIBA_HUMAN",43,-37.5837523924982,2.36848423820808e-08,2.99132157772435e-06,-2.01899166666667,"Up in BD",5.52413689625522,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.07554499999999,9.75267714285714,-30.7288110801909,5.44978325991485e-08,5.28104852535269e-06,9.32715376184574,"TRI22_HUMAN",15,-37.259026755593,2.49458247555498e-08,3.03551886831837e-06,-1.07554499999999,"Up in BD",5.51776706327494,"TRIM22","E3 ubiquitin-protein ligase TRIM22","TRI22_HUMAN"
0.701783333333337,13.9288142857143,25.2879083910196,1.80052444442723e-07,1.12405506396074e-05,8.00272630698873,"PGDH_HUMAN",12,37.2253235273711,2.50811318878363e-08,3.03551886831837e-06,0.701783333333337,"Up in DM",5.51776706327494,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
1.23155833333333,16.0820857142857,35.7487728218362,2.15052936980218e-08,2.98496728925651e-06,10.3392939087934,"ALDOC_HUMAN",31,37.2054246896224,2.51614207815577e-08,3.03551886831837e-06,1.23155833333333,"Up in DM",5.51776706327494,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.612633333333328,12.5008428571429,-23.6697458938992,2.69877846468171e-07,1.54710825035619e-05,7.54957266590602,"NICA_HUMAN",16,-36.5495944653125,2.79833190606214e-08,3.25626493538403e-06,-0.612633333333328,"Up in BD",5.48728026739018,"NCSTN","Nicastrin","NICA_HUMAN"
-2.72659666666667,10.1045585714286,-35.517592597847,2.23806121675923e-08,2.98496728925651e-06,10.2962703776079,"IRF9_HUMAN",16,-36.4909986713594,2.82529447216731e-08,3.25626493538403e-06,-2.72659666666667,"Up in BD",5.48728026739018,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
0.907658333333337,10.7292714285714,27.9216864738101,9.81060915513772e-08,7.92991538009782e-06,8.67847002837258,"CGNL1_HUMAN",84,36.4467509145234,2.84585570939844e-08,3.25626493538403e-06,0.907658333333337,"Up in DM",5.48728026739018,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.541916666666671,12.6073,21.571679801314,4.7587027600629e-07,2.24169583084962e-05,6.9114116769948,"FDFT_HUMAN",29,36.3779677090728,2.87816564572571e-08,3.25626493538403e-06,0.541916666666671,"Up in DM",5.48728026739018,"FDFT1","Squalene synthase","FDFT_HUMAN"
-2.07563333333333,13.8373428571429,-48.2335603456445,3.40192638809813e-09,8.1717973440147e-07,12.276574444169,"FGL1_HUMAN",17,-36.3003297833897,2.91515012303418e-08,3.25626493538403e-06,-2.07563333333333,"Up in BD",5.48728026739018,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.198475,11.6613714285714,-46.1320082961398,4.47624568987627e-09,9.52144576612365e-07,11.9955620624579,"DDX60_HUMAN",75,-36.1376421464568,2.99446220009214e-08,3.25626493538403e-06,-2.198475,"Up in BD",5.48728026739018,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.020475,10.9249714285714,31.2688741147751,4.89681267621467e-08,5.0079696167441e-06,9.44453744241455,"IYD1_HUMAN",13,36.1225419149492,3.00195052610262e-08,3.25626493538403e-06,1.020475,"Up in DM",5.48728026739018,"IYD","Iodotyrosine deiodinase 1","IYD1_HUMAN"
0.92369166666667,16.3148428571429,28.9573177013868,7.84636186168992e-08,6.59560910181103e-06,8.92568985820407,"TMT1A_HUMAN",14,36.0805649097257,3.02288225102401e-08,3.25626493538403e-06,0.92369166666667,"Up in DM",5.48728026739018,"TMT1A","Thiol S-methyltransferase TMT1A","TMT1A_HUMAN"
0.606658333333336,10.7172714285714,22.5210981074432,3.65799785300098e-07,1.83649668607497e-05,7.20781091549337,"EDC4_HUMAN",55,36.0036346880142,3.06168668921423e-08,3.25626493538403e-06,0.606658333333336,"Up in DM",5.48728026739018,"EDC4","Enhancer of mRNA-decapping protein 4","EDC4_HUMAN"
-1.79538333333333,15.5182,-41.8310670737641,8.17829002082507e-09,1.53732833112393e-06,11.3687045787005,"FIBG_HUMAN",29,-35.9213523918453,3.10383522990217e-08,3.25822080042847e-06,-1.79538333333333,"Up in BD",5.48701948811884,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
1.04726666666667,15.1993285714286,31.6289335547566,4.56429523709561e-08,4.79132446771998e-06,9.52156673268795,"BAAT_HUMAN",15,35.7071068171427,3.21679393372638e-08,3.33350581619364e-06,1.04726666666667,"Up in DM",5.47709878279472,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
0.411616666666671,15.7777571428571,16.8382889723021,2.14807950245826e-06,6.21452304620883e-05,5.2022275193632,"C1TC_HUMAN",59,35.5935153512555,3.27862526843716e-08,3.35457317022501e-06,0.411616666666671,"Non-significant",5.47436273081795,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
-1.45521333333333,10.8005871428571,-32.2159538888388,4.07674313672512e-08,4.51401572248618e-06,9.64510221093056,"MTAP2_HUMAN",13,-35.4571744969517,3.35467861476453e-08,3.35725027146745e-06,-1.45521333333333,"Up in BD",5.47401628238443,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
1.249925,14.7000571428571,33.5290674948357,3.18932152549132e-08,3.79107145449211e-06,9.91264140000577,"CP2C8_HUMAN",33,35.4401636332519,3.36431117145693e-08,3.35725027146745e-06,1.249925,"Up in DM",5.47401628238443,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-1.76059999999999,16.8586571428571,-53.3855474374043,1.82016650335928e-09,5.34688471214443e-07,12.9052250271697,"HLAA_HUMAN",17,-35.3330584547693,3.42570659652325e-08,3.37682761215822e-06,-1.76059999999999,"Up in BD",5.47149110963388,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
0.820025000000001,16.6939142857143,28.6603721005568,8.35861377928452e-08,6.89415052836294e-06,8.85579206035976,"AL1L1_HUMAN",79,35.1443833332801,3.53706695819082e-08,3.44459183410318e-06,0.820025000000001,"Up in DM",5.4628622323046,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-1.515865,10.8761185714286,-31.8173004763539,4.40081832748762e-08,4.68050191330032e-06,9.56148132053477,"PAR10_HUMAN",43,-35.0447480813871,3.59757457145904e-08,3.46180895965517e-06,-1.515865,"Up in BD",5.4606969023927,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.459724999999997,15.1992,-17.6673589672169,1.60489083872289e-06,5.06731744117074e-05,5.53402685038627,"FKBP5_HUMAN",40,-34.8840147632113,3.69774953777055e-08,3.5163422957411e-06,-0.459724999999997,"Non-significant",5.4539088554652,"FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5","FKBP5_HUMAN"
0.627875000000001,11.3320142857143,23.6198898643317,2.73380902387995e-07,1.55571985522021e-05,7.53510043789599,"DDC_HUMAN",22,34.7379680169366,3.79160126567928e-08,3.54648770823008e-06,0.627875000000001,"Up in DM",5.45020154103386,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
0.56295833333334,12.4908428571429,20.9728773565607,5.65065159567516e-07,2.45320196450406e-05,6.7174848344527,"DDAH2_HUMAN",17,34.6988604005902,3.81720191285435e-08,3.54648770823008e-06,0.56295833333334,"Up in DM",5.45020154103386,"DDAH2","Putative hydrolase DDAH2","DDAH2_HUMAN"
