"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BDM_vs_B1"
-1.1976,11.446,-19.25264376472,1.08594203768782e-07,7.57914626089793e-05,8.57156043234197,"ANXA3_HUMAN",21,21.3921425775807,7.47016654960126e-08,5.489214201857e-05,1.1976,"Up in BDM",4.26048982171075,"ANXA3","Annexin A3","ANXA3_HUMAN",-1.1976
1.140675,13.2199125,18.7460077543086,1.32323021771113e-07,7.57914626089793e-05,8.38969763347027,"GNMT_HUMAN",15,-20.73620477652,9.34621121636793e-08,5.76583305249208e-05,-1.140675,"Up in B1",4.23913793659768,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN",1.140675
-0.714375000000004,12.9498875,-17.01408987696,2.70939048616482e-07,8.6598297846547e-05,7.71628460858853,"MFGM_HUMAN",22,20.5864093234226,9.84636344744191e-08,5.76583305249208e-05,0.714375000000004,"Up in BDM",4.23913793659768,"MFGE8","Lactadherin","MFGM_HUMAN",-0.714375000000004
-1.3552075,10.31659625,-19.4927173060699,9.90589201646456e-08,7.57914626089793e-05,8.65553217168568,"FMOD_HUMAN",7,20.5266579507992,1.00542890632112e-07,5.76583305249208e-05,1.3552075,"Up in BDM",4.23913793659768,"FMOD","Fibromodulin","FMOD_HUMAN",-1.3552075
0.822300000000002,15.763475,18.7757847484585,1.30776428297798e-07,7.57914626089793e-05,8.40056512336382,"ALDOC_HUMAN",31,-20.3182131167495,1.08196537688154e-07,5.76583305249208e-05,-0.822300000000002,"Up in B1",4.23913793659768,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",0.822300000000002
0.514875,15.8726875,13.7468470819387,1.29498922575716e-06,0.000227552128517285,6.18130674842539,"AOXA_HUMAN",91,-20.167753348408,1.14132535988956e-07,5.76583305249208e-05,-0.514875,"Up in B1",4.23913793659768,"AOX1","Aldehyde oxidase","AOXA_HUMAN",0.514875
-0.947375000000001,12.6774375,-17.3611655880292,2.33421376009825e-07,8.6598297846547e-05,7.85805824324739,"PAI1_HUMAN",22,19.7109606137337,1.34546710333981e-07,6.12047622038065e-05,0.947375000000001,"Up in BDM",4.21321478507059,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",-0.947375000000001
1.2470925,10.02112875,19.5916975249792,9.54060087256489e-08,7.57914626089793e-05,8.6897509941199,"TTC36_HUMAN",9,-19.5850846241122,1.40879436812225e-07,6.12047622038065e-05,-1.2470925,"Up in B1",4.21321478507059,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN",1.2470925
-0.745825,11.1507375,-17.1848553201852,2.51690652561852e-07,8.6598297846547e-05,7.7864890548749,"ALDR_HUMAN",18,19.4453114603904,1.48310986831048e-07,6.12047622038065e-05,0.745825,"Up in BDM",4.21321478507059,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN",-0.745825
0.702224999999997,15.4243125,17.9188768778398,1.84788068057986e-07,8.29801085618168e-05,8.07851333251741,"TKFC_HUMAN",40,-19.2087564662556,1.61924837926204e-07,6.12047622038065e-05,-0.702224999999997,"Up in B1",4.21321478507059,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN",0.702224999999997
-1.8330975,10.33355125,-18.9046137448634,1.24316356418985e-07,7.57914626089793e-05,8.44732289073746,"SYUG_HUMAN",9,19.1839053999275,1.63435555303004e-07,6.12047622038065e-05,1.8330975,"Up in BDM",4.21321478507059,"SNCG","Gamma-synuclein","SYUG_HUMAN",-1.8330975
-0.788874999999997,11.9427625,-20.8519125361428,6.00494925493697e-08,7.57914626089793e-05,9.10588770368825,"TFR1_HUMAN",34,19.1069989636649,1.68213053390406e-07,6.12047622038065e-05,0.788874999999997,"Up in BDM",4.21321478507059,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN",-0.788874999999997
-1.2755225,9.48976375,-18.3030072624117,1.57955017100783e-07,7.97969002016017e-05,8.22530172793827,"CLC11_HUMAN",7,19.0147070952889,1.74156814386682e-07,6.12047622038065e-05,1.2755225,"Up in BDM",4.21321478507059,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN",-1.2755225
-1.045825,10.6459625,-17.2671963697048,2.42964772130782e-07,8.6598297846547e-05,7.82002822671982,"MTAP2_HUMAN",13,18.8566039857786,1.84901254930353e-07,6.22732018167518e-05,1.045825,"Up in BDM",4.20569880417423,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN",-1.045825
-0.692900000000002,11.1172,-16.2560750361167,3.79086823042744e-07,9.93963947682668e-05,7.39371462879519,"ITA7_HUMAN",33,18.1388710107357,2.4415886956522e-07,7.89414457078271e-05,0.692900000000002,"Up in BDM",4.10269492434052,"ITGA7","Integrin alpha-7","ITA7_HUMAN",-0.692900000000002
0.763350000000003,16.7145,15.9437108924786,4.37259022758473e-07,0.000107101960028992,7.25536281923732,"AL1L1_HUMAN",79,-17.9450598925159,2.63671072444954e-07,8.19712799450985e-05,-0.763350000000003,"Up in B1",4.08633828354515,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN",0.763350000000003
-0.942807499999999,9.04681875,-16.3184364475294,3.68550001894831e-07,9.93963947682668e-05,7.42094696855782,"DAB2_HUMAN",13,17.8320959588904,2.75857113416339e-07,8.25834462127507e-05,0.942807499999999,"Up in BDM",4.0831069979453,"DAB2","Disabled homolog 2","DAB2_HUMAN",-0.942807499999999
-1.1314825,7.97213375,-16.1586109368709,3.96243086073935e-07,0.000100088527022988,7.35089635673659,"MYOF_HUMAN",76,16.9582001613084,3.95034783157348e-07,0.000111661440394938,1.1314825,"Up in BDM",3.95209677419705,"MYOF","Myoferlin","MYOF_HUMAN",-1.1314825
0.718325000000007,16.6344625,15.4567173987269,5.4920728908279e-07,0.000129463689874885,7.03298388188432,"GSTM1_HUMAN",24,-16.8661204605696,4.10688965680066e-07,0.000111661440394938,-0.718325000000007,"Up in B1",3.95209677419705,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN",0.718325000000007
-3.115275,7.8711075,-16.9530357461111,2.78220236291915e-07,8.6598297846547e-05,7.69096968647782,"FETA_HUMAN",27,16.8447000325446,4.14430683143404e-07,0.000111661440394938,3.115275,"Up in BDM",3.95209677419705,"AFP","Alpha-fetoprotein","FETA_HUMAN",-3.115275
0.600049999999998,13.6297,12.8546752110156,2.10954009105373e-06,0.000282171386972121,5.68747451632229,"HDAC6_HUMAN",26,-16.3984142211928,5.01906713713549e-07,0.000129237508689366,-0.600049999999998,"Up in B1",3.88861142246567,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN",0.600049999999998
1.0492,11.036675,20.4427087325589,6.95788451321048e-08,7.57914626089793e-05,8.97462214123833,"DPYD_HUMAN",55,-16.3542744621311,5.11641751584771e-07,0.000129237508689366,-1.0492,"Up in B1",3.88861142246567,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN",1.0492
-1.054325,11.1588625,-14.8539113921112,7.35261356451143e-07,0.00014495408644377,6.74584761459468,"TRFM_HUMAN",39,15.9305445063953,6.16829407950985e-07,0.000146728487505519,1.054325,"Up in BDM",3.83348555919451,"MELTF","Melanotransferrin","TRFM_HUMAN",-1.054325
-0.725149999999999,10.480225,-15.2963721026601,5.92895681525277e-07,0.000129463689874885,6.95791943823137,"GLSK_HUMAN",24,15.9292267601432,6.1719269766023e-07,0.000146728487505519,0.725149999999999,"Up in BDM",3.83348555919451,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN",-0.725149999999999
0.476875000000001,12.6376125,11.8388125009755,3.82522740185842e-06,0.000415957073621243,5.07730490786489,"KFA_HUMAN",16,-15.7167930727667,6.79060426814074e-07,0.000154765689143214,-0.476875000000001,"Non-significant",3.81032531411433,"AFMID","Kynurenine formamidase","KFA_HUMAN",0.476875000000001
-0.957000000000001,10.836375,-14.7052579393271,7.91465032320072e-07,0.000152319329910551,6.67292440613473,"TBB3_HUMAN",8,15.6837744467222,6.89294174088295e-07,0.000154765689143214,0.957000000000001,"Up in BDM",3.81032531411433,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN",-0.957000000000001
-0.767275000000001,11.6167625,-13.9584556502506,1.1584582012094e-06,0.00021075845277754,6.29316216138641,"4F2_HUMAN",23,15.5676438352288,7.26701410145869e-07,0.000158754797248894,0.767275000000001,"Up in BDM",3.79927314233681,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN",-0.767275000000001
0.594275000000001,15.4047875,12.9880475648644,1.95730122407733e-06,0.000272773548176156,5.76367645197963,"ADH6_HUMAN",19,-15.4404471545387,7.70338148346662e-07,0.000163859032975949,-0.594275000000001,"Up in B1",3.78552961248436,"ADH6","Alcohol dehydrogenase 6","ADH6_HUMAN",0.594275000000001
-0.333049999999998,12.265325,-9.35074000850576,2.04916734694453e-05,0.00115669421563504,3.31971202908169,"PLOD1_HUMAN",41,15.17185134242,8.72600337126946e-07,0.000177588228975886,0.333049999999998,"Non-significant",3.7505858238065,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN",-0.333049999999998
-1.6834425,9.51392875,-16.9502766196162,2.78554465422519e-07,8.6598297846547e-05,7.68982297670588,"ITA3_HUMAN",23,15.1566724601365,8.78823352596243e-07,0.000177588228975886,1.6834425,"Up in BDM",3.7505858238065,"ITGA3","Integrin alpha-3","ITA3_HUMAN",-1.6834425
0.662925,12.3217625,15.2418382859417,6.08637908603938e-07,0.000129463689874885,6.93217608781375,"XDH_HUMAN",47,-14.9272257855093,9.79292478019494e-07,0.000189084333914668,-0.662925,"Up in B1",3.72334445199185,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN",0.662925
0.620200000000004,11.6891,13.41851505005,1.54430079369911e-06,0.00024506698554832,6.00384216591056,"UAP1_HUMAN",31,-14.9006121797975,9.91766201442001e-07,0.000189084333914668,-0.620200000000004,"Up in B1",3.72334445199185,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN",0.620200000000004
-0.958500000000001,14.810725,-14.6274940426524,8.22787514874073e-07,0.000154664918202957,6.63443269408711,"VIME_HUMAN",46,14.8099149764874,1.03564779568742e-06,0.000189084333914668,0.958500000000001,"Up in BDM",3.72334445199185,"VIM","Vimentin","VIME_HUMAN",-0.958500000000001
-0.417274999999998,11.9613875,-10.9927775127764,6.5132425597099e-06,0.000598256131933353,4.5252575882775,"GNA13_HUMAN",21,14.8036439592582,1.03876226137052e-06,0.000189084333914668,0.417274999999998,"Non-significant",3.72334445199185,"GNA13","Guanine nucleotide-binding protein subunit alpha-13","GNA13_HUMAN",-0.417274999999998
0.683174999999995,18.2282875,13.0014515610117,1.94269868020659e-06,0.000272773548176156,5.77128710832646,"ADH1G_HUMAN",33,-14.7758826240813,1.05267784562168e-06,0.000189084333914668,-0.683174999999995,"Up in B1",3.72334445199185,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN",0.683174999999995
0.793699999999998,11.0117,16.3076054117873,3.70356082281718e-07,9.93963947682668e-05,7.41622637202375,"ACO12_HUMAN",27,-14.6182695109189,1.13580130613374e-06,0.000197690535620347,-0.793699999999998,"Up in B1",3.70401412191671,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",0.793699999999998
-1.05552,10.49074,-16.2437691622982,3.81206017297572e-07,9.93963947682668e-05,7.38832571048409,"COTL1_HUMAN",9,14.5935417777922,1.14950577436055e-06,0.000197690535620347,1.05552,"Up in BDM",3.70401412191671,"COTL1","Coactosin-like protein","COTL1_HUMAN",-1.05552
0.415824999999995,11.0666875,10.4693742170223,9.22390805497491e-06,0.000738186621864972,4.16147556483728,"CGNL1_HUMAN",84,-14.4480248567949,1.23405044668762e-06,0.000207808953345334,-0.415824999999995,"Non-significant",3.68233574501413,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",0.415824999999995
-0.499199999999995,11.653175,-11.2606885762175,5.48172714968055e-06,0.000533840970492385,4.7047050999614,"G6PD_HUMAN",38,14.3794810971384,1.27629866046072e-06,0.000210537185153143,0.499199999999995,"Non-significant",3.67667118780652,"G6PD","Glucose-6-phosphate 1-dehydrogenase","G6PD_HUMAN",-0.499199999999995
-0.410174999999999,15.5481125,-10.2558676453871,1.06780201009264e-05,0.000814249400714983,4.00781940724831,"SQOR_HUMAN",36,14.0599607763266,1.49615424426752e-06,0.000241868295128287,0.410174999999999,"Non-significant",3.61642105662057,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","SQOR_HUMAN",-0.410174999999999
0.363224999999996,13.8534875,9.97655151866223,1.298509256642e-05,0.000893785477177838,3.80196582488984,"ACSA_HUMAN",31,-13.9781453136923,1.55914620623839e-06,0.000242104125181196,-0.363224999999996,"Non-significant",3.61599781060714,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA_HUMAN",0.363224999999996
-0.749424999999999,11.2890375,-13.4161778863037,1.54625958962815e-06,0.00024506698554832,6.00256149729329,"SCMC1_HUMAN",23,13.9617518003001,1.57212615994235e-06,0.000242104125181196,0.749424999999999,"Up in BDM",3.61599781060714,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN",-0.749424999999999
-1.327235,8.481295,-13.5161311549015,1.46493339409812e-06,0.000243241014611593,6.05710967782533,"CNTN1_HUMAN",20,13.9425695050581,1.58746982984082e-06,0.000242104125181196,1.327235,"Up in BDM",3.61599781060714,"CNTN1","Contactin-1","CNTN1_HUMAN",-1.327235
-0.682824999999999,11.5106375,-12.5416357865372,2.52219106580499e-06,0.000328820490079061,5.50516639107187,"CRYAB_HUMAN",11,13.8050060808473,1.70260911137089e-06,0.000250859861038634,0.682824999999999,"Up in BDM",3.60056882263906,"CRYAB","Alpha-crystallin B chain","CRYAB_HUMAN",-0.682824999999999
-0.5657,13.575475,-11.9207360968991,3.63978981641803e-06,0.000403019466932972,5.12855461824789,"SDCB1_HUMAN",13,13.7642939869478,1.73847719916209e-06,0.000250859861038634,0.5657,"Up in BDM",3.60056882263906,"SDCBP","Syntenin-1","SDCB1_HUMAN",-0.5657
-0.886479999999999,9.17502,-14.8857466667586,7.23819042911648e-07,0.00014495408644377,6.76135353382255,"COL10_HUMAN",4,13.7346666023405,1.76511754419205e-06,0.000250859861038634,0.886479999999999,"Up in BDM",3.60056882263906,"COLEC10","Collectin-10","COL10_HUMAN",-0.886479999999999
0.709399999999997,15.01785,12.8380268467388,2.12946364039334e-06,0.000282171386972121,5.67790156691916,"PBLD_HUMAN",23,-13.7009360338757,1.79601174074829e-06,0.000250859861038634,-0.709399999999997,"Up in B1",3.60056882263906,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN",0.709399999999997
-1.04938,9.94891,-15.0324723560148,6.73614744710234e-07,0.000139610973884431,6.83231832930506,"NQO1_HUMAN",8,13.6568546974694,1.83731345727927e-06,0.000250859861038634,1.04938,"Up in BDM",3.60056882263906,"NQO1","NAD(P)H dehydrogenase [quinone] 1","NQO1_HUMAN",-1.04938
-0.72101,9.61412,-15.2810751043865,5.97264581757798e-07,0.000129463689874885,6.95070932493872,"FLRT3_HUMAN",27,13.6245486564402,1.86826556933283e-06,0.000250859861038634,0.72101,"Up in BDM",3.60056882263906,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN",-0.72101
0.415299999999998,16.683975,10.513167855475,8.95398517197561e-06,0.000731061233788676,4.19260732587984,"DCXR_HUMAN",22,-13.6179413303585,1.87466845999627e-06,0.000250859861038634,-0.415299999999998,"Non-significant",3.60056882263906,"DCXR","L-xylulose reductase","DCXR_HUMAN",0.415299999999998
0.3652,11.9993,9.90826499716506,1.36311073930042e-05,0.000910580504608703,3.75078213941553,"AAKB2_HUMAN",17,-13.5989969586001,1.89316485504845e-06,0.000250859861038634,-0.3652,"Non-significant",3.60056882263906,"PRKAB2","5'-AMP-activated protein kinase subunit beta-2","AAKB2_HUMAN",0.3652
0.504275000000002,13.1838625,11.2808131125447,5.41199695474569e-06,0.000533477699819627,4.71800671381984,"ASPDH_HUMAN",17,-13.4988524300693,1.99444091277585e-06,0.000260017191902697,-0.504275000000002,"Up in B1",3.58499793625365,"ASPDH","Aspartate dehydrogenase domain-containing protein","ASPDH_HUMAN",0.504275000000002
0.565345000000001,10.0108525,13.1671633548205,1.77195466037751e-06,0.00026523536147836,5.86466668888268,"GAS2_HUMAN",16,-13.4347095617468,2.06252789654475e-06,0.000264625602980496,-0.565345000000001,"Up in B1",3.57736813938045,"GAS2","Growth arrest-specific protein 2","GAS2_HUMAN",0.565345000000001
0.620125000000005,14.9072625,11.4329491098781,4.91601471897917e-06,0.000496993917972798,4.81777547939306,"KPYR_HUMAN",45,-13.3787062373536,2.12413236144408e-06,0.000266099567308037,-0.620125000000005,"Up in B1",3.57495583163382,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN",0.620125000000005
0.815775000000002,17.5493375,12.3516677679992,2.81666823126566e-06,0.000344956504747278,5.39210553044511,"BHMT1_HUMAN",31,-13.3647047200847,2.1398579580629e-06,0.000266099567308037,-0.815775000000002,"Up in B1",3.57495583163382,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN",0.815775000000002
-1.14478,9.616085,-12.9467014709908,2.0031296796525e-06,0.000274428766112393,5.74014590055455,"MIME_HUMAN",7,13.3167786839759,2.19469156694014e-06,0.000268783211145108,1.14478,"Up in BDM",3.57059786186356,"OGN","Mimecan","MIME_HUMAN",-1.14478
-2.516685,9.6960575,-13.3600480335572,1.59415452611718e-06,0.000247799058357791,5.97172950041756,"IF2B1_HUMAN",20,13.2679380178105,2.25221392444651e-06,0.000270155311049254,2.516685,"Up in BDM",3.56838649013955,"IGF2BP1","Insulin-like growth factor 2 mRNA-binding protein 1","IF2B1_HUMAN",-2.516685
0.812099999999999,13.652475,13.5039863811466,1.47455272992306e-06,0.000243241014611593,6.05050601239036,"NDRG1_HUMAN",15,-13.2508504058424,2.27274046162925e-06,0.000270155311049254,-0.812099999999999,"Up in B1",3.56838649013955,"NDRG1","Protein NDRG1","NDRG1_HUMAN",0.812099999999999
-0.698675000000001,12.4454375,-12.4275980330816,2.69455084262531e-06,0.000335077760937545,5.43752000771426,"HKDC1_HUMAN",55,13.2230860963964,2.30654560954426e-06,0.000270200118289077,0.698675000000001,"Up in BDM",3.56831446518711,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN",-0.698675000000001
0.695150000000002,17.78315,11.8241382349049,3.85955468533877e-06,0.000415957073621243,5.06808539116337,"ADH1B_HUMAN",14,-13.1382128636763,2.41346738979823e-06,0.000276304059271614,-0.695150000000002,"Up in B1",3.558612734677,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN",0.695150000000002
0.422574999999998,10.8363625,10.4356370384701,9.43809248113467e-06,0.000747922563970702,4.13740395152713,"NADE_HUMAN",23,-13.10933418268,2.45111893273306e-06,0.000276304059271614,-0.422574999999998,"Non-significant",3.558612734677,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN",0.422574999999998
-0.912925000000001,13.5695125,-12.429971219028,2.6908314055398e-06,0.000335077760937545,5.43893459743747,"K2C7_HUMAN",37,13.0798826806643,2.49020355497982e-06,0.000276304059271614,0.912925000000001,"Up in BDM",3.558612734677,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN",-0.912925000000001
0.60505,10.75975,12.0256897261449,3.41684263890926e-06,0.000388990690849346,5.19366844768265,"APOL3_HUMAN",18,-13.0760176644814,2.49538492228477e-06,0.000276304059271614,-0.60505,"Up in B1",3.558612734677,"APOL3","Apolipoprotein L3","APOL3_HUMAN",0.60505
0.43225,16.07665,10.6820147385036,7.99332751596141e-06,0.000680105961173854,4.31143262699807,"FAS_HUMAN",149,-12.8457279083895,2.82731555400988e-06,0.000302952025520782,-0.43225,"Non-significant",3.51862613948844,"FASN","Fatty acid synthase","FAS_HUMAN",0.43225
-0.5192,11.31065,-13.0966095282485,1.84249304003616e-06,0.000265944129332362,5.82506903883902,"P4K2A_HUMAN",32,12.8157174622821,2.87414285912938e-06,0.000302952025520782,0.5192,"Up in BDM",3.51862613948844,"PI4K2A","Phosphatidylinositol 4-kinase type 2-alpha","P4K2A_HUMAN",-0.5192
0.904925000000002,14.0239375,12.1521367436721,3.16840360826071e-06,0.000371162411095237,5.27131807495595,"AL8A1_HUMAN",26,-12.8089606626405,2.88480660429686e-06,0.000302952025520782,-0.904925000000002,"Up in B1",3.51862613948844,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN",0.904925000000002
0.440699999999998,15.52135,9.96973991487244,1.30479631704794e-05,0.000893785477177838,3.7968755695927,"CRYL1_HUMAN",21,-12.7717180690332,2.94439334708263e-06,0.000302952025520782,-0.440699999999998,"Non-significant",3.51862613948844,"CRYL1","Lambda-crystallin homolog","CRYL1_HUMAN",0.440699999999998
-1.03297,10.20234,-13.9340540444445,1.17334286465289e-06,0.00021075845277754,6.28036222885858,"DREB_HUMAN",21,12.7652894368765,2.95481924314656e-06,0.000302952025520782,1.03297,"Up in BDM",3.51862613948844,"DBN1","Drebrin","DREB_HUMAN",-1.03297
0.4405,11.3891,10.3799421214351,9.80402680567123e-06,0.000754723320668958,4.09749534783203,"FGGY_HUMAN",25,-12.7615324749614,2.96093158680462e-06,0.000302952025520782,-0.4405,"Non-significant",3.51862613948844,"FGGY","FGGY carbohydrate kinase domain-containing protein","FGGY_HUMAN",0.4405
0.5038,11.57125,10.3965212463656,9.69345517934472e-06,0.000754723320668958,4.10939746124581,"ANGL8_HUMAN",8,-12.7177812539037,3.03317569333665e-06,0.000306464489115502,-0.5038,"Up in B1",3.51361984112813,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN",0.5038
-0.625599999999997,13.999025,-12.1933288591569,3.09191583117669e-06,0.0003675287597559,5.29642741300679,"ITIH2_HUMAN",47,12.3006835384026,3.83182830856886e-06,0.000381764255932249,0.625599999999997,"Up in BDM",3.41820473644021,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN",-0.625599999999997
0.541225000000001,16.2453625,11.1913505857762,5.72983798305286e-06,0.000540984912455682,4.6586865493979,"GLYC_HUMAN",30,-12.2819603897768,3.87290226233384e-06,0.000381764255932249,-0.541225000000001,"Up in B1",3.41820473644021,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN",0.541225000000001
-0.754350000000001,10.891175,-11.4673295549301,4.81115135379498e-06,0.000496993917972798,4.840130782075,"FSCN1_HUMAN",23,12.2304759365384,3.98843794432034e-06,0.000386170827761125,0.754350000000001,"Up in BDM",3.41322053692869,"FSCN1","Fascin","FSCN1_HUMAN",-0.754350000000001
-0.818349999999999,11.20775,-11.4320130535995,4.91890553480439e-06,0.000496993917972798,4.81716584714873,"EPHA2_HUMAN",25,12.2196797049493,4.01315718569027e-06,0.000386170827761125,0.818349999999999,"Up in BDM",3.41322053692869,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN",-0.818349999999999
-0.4597,12.7909,-10.0643802444694,1.22042009357034e-05,0.000874178989516126,3.86729745129572,"FLOT2_HUMAN",27,12.1145581915795,4.26312066943739e-06,0.000405397698483087,0.4597,"Non-significant",3.39211872120525,"FLOT2","Flotillin-2","FLOT2_HUMAN",-0.4597
-1.0297525,7.64802875,-11.9438608899795,3.58929381129199e-06,0.00040294808162046,5.14295351292106,"FAT4_HUMAN",28,12.0792979960185,4.35087241112377e-06,0.000408067094118296,1.0297525,"Up in BDM",3.38926842463135,"FAT4","Protocadherin Fat 4","FAT4_HUMAN",-1.0297525
-0.576499999999998,10.6748,-11.0662975091272,6.20993673907195e-06,0.00057695308806803,4.5749443727908,"ADA10_HUMAN",33,12.0629847160006,4.39216097838572e-06,0.000408067094118296,0.576499999999998,"Up in BDM",3.38926842463135,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN",-0.576499999999998
