"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_BT"
-0.647316666666667,10.3462714285714,-19.5201772761535,8.45833793436413e-07,0.00031076702510666,6.76592757555587,"T23O_HUMAN",17,26.1063757831684,2.08367907882176e-07,0.000120302699957973,0.647316666666667,"Up in DM",3.91972462566355,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",-0.647316666666667
-0.419108333333334,10.7250428571429,-14.3169291766766,5.56393231617722e-06,0.00112433162279151,4.86545569025297,"SYNE2_HUMAN",160,25.2723279525299,2.52796698493532e-07,0.000129508033245095,0.419108333333334,"Non-significant",3.88770329192396,"SYNE2","Nesprin-2","SYNE2_HUMAN",-0.419108333333334
-2.64754666666667,10.5736828571429,-26.0766968433609,1.43326387730707e-07,0.000105318835638846,8.39211508923139,"NUA4L_HUMAN",5,25.2130159370439,2.56356369160153e-07,0.000129508033245095,2.64754666666667,"Up in DM",3.88770329192396,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN",-2.64754666666667
-1.28044416666667,9.87238428571429,-21.1588283385017,5.16636070070374e-07,0.000260998084648677,7.23641181970074,"PLIN2_HUMAN",25,22.3879808879386,5.19572662431973e-07,0.000238513096060995,1.28044416666667,"Up in DM",3.62248777012123,"PLIN2","Perilipin-2","PLIN2_HUMAN",-1.28044416666667
7.87571666666667,9.62024285714286,22.6587163755954,3.39586729051947e-07,0.000196062823637635,7.62607972382746,"Q15194_HBV",5,-22.3050846296864,5.31143848706905e-07,0.000238513096060995,-7.87571666666667,"Up in BT",3.62248777012123,"PreC-C","Capsid protein","Q15194_HBV",7.87571666666667
0.506133333333327,13.7749857142857,16.038664346785,2.79807320629861e-06,0.000753894190883723,5.57532466888275,"ANX13_HUMAN",21,-21.7756051713195,6.12555345781766e-07,0.00026059393999758,-0.506133333333327,"Up in BT",3.58403568784144,"ANXA13","Annexin A13","ANX13_HUMAN",0.506133333333327
0.802149999999997,12.7180714285714,17.9354715306784,1.41789683628428e-06,0.000458434405107433,6.25963834131024,"LG3BP_HUMAN",20,-21.0950776855955,7.39513530249343e-07,0.000298874393250272,-0.802149999999997,"Up in BT",3.52451129254351,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",0.802149999999997
-0.700258333333334,10.7712857142857,-23.0437303000415,3.0625023437444e-07,0.000190416972649892,7.72040347326263,"KANK1_HUMAN",51,20.8633738345204,7.89563115806996e-07,0.000303906603098474,0.700258333333334,"Up in DM",3.51725986373027,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN",-0.700258333333334
-0.51948333333333,18.2576857142857,-15.1112864084894,4.01444237440533e-06,0.000902843567126113,5.20458506590992,"LDHA_HUMAN",24,20.6573265472197,8.37410826653497e-07,0.000307672350538192,0.51948333333333,"Up in DM",3.51191153055863,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN",-0.51948333333333
-0.65399166666667,13.5367571428571,-20.8252045455855,5.69420083967377e-07,0.000270742502276959,7.14461781682758,"PFKAP_HUMAN",34,20.2656766409557,9.37993181370062e-07,0.000329643429783226,0.65399166666667,"Up in DM",3.48195557588062,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN",-0.65399166666667
-0.885841666666668,14.1322714285714,-21.3877420282109,4.83694273220201e-07,0.000260646720695925,7.29827833008944,"NDRG1_HUMAN",15,20.0888340283465,9.87978748386182e-07,0.00033274300930023,0.885841666666668,"Up in DM",3.4778910599832,"NDRG1","Protein NDRG1","NDRG1_HUMAN",-0.885841666666668
0.873528333333333,9.74360571428571,17.5405034623994,1.62386790568112e-06,0.000468775867200731,6.12465181830153,"PERM_HUMAN",27,-19.7635933724706,1.08824390875081e-06,0.000341514681516768,-0.873528333333333,"Up in BT",3.46659062151491,"MPO","Myeloperoxidase","PERM_HUMAN",0.873528333333333
-0.487500000000002,10.4223285714286,-14.1213232354832,6.04552834345049e-06,0.00115487041641008,4.77865833798051,"TRFM_HUMAN",39,19.6632462790438,1.12153764760971e-06,0.000341514681516768,0.487500000000002,"Non-significant",3.46659062151491,"MELTF","Melanotransferrin","TRFM_HUMAN",-0.487500000000002
-0.536316666666668,12.6222,-14.572243386879,5.00058906249968e-06,0.00106367793137329,4.97675072719326,"PURA1_HUMAN",29,19.6068290404849,1.1407764939939e-06,0.000341514681516768,0.536316666666668,"Up in DM",3.46659062151491,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN",-0.536316666666668
3.78533083333333,7.05032285714286,19.5246052179868,8.44662569724719e-07,0.00031076702510666,6.76726797971655,"COL10_HUMAN",4,-19.0537815992106,1.3512194873112e-06,0.000390068111283444,-3.78533083333333,"Up in BT",3.4088595525329,"COLEC10","Collectin-10","COL10_HUMAN",3.78533083333333
0.352874999999996,15.1659428571429,12.3062907363254,1.38172021042527e-05,0.00171822222474884,3.90362798782838,"CO3_HUMAN",111,-18.8889227784373,1.42247557294177e-06,0.00039647827779615,-0.352874999999996,"Non-significant",3.40178060176805,"C3","Complement C3","CO3_HUMAN",0.352874999999996
-0.323883333333338,15.2123571428571,-10.8477837852775,2.92836882765489e-05,0.00285180785951018,3.09418701804714,"ACOHC_HUMAN",48,18.5014964244506,1.6078623844521e-06,0.000427171830503189,0.323883333333338,"Non-significant",3.36939739422948,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",-0.323883333333338
-1.27650833333334,11.1684,-17.8162013103058,1.47672478941385e-06,0.000459091018185853,6.21926702349817,"EHD2_HUMAN",32,18.442885534357,1.63829354764306e-06,0.000427171830503189,1.27650833333334,"Up in DM",3.36939739422948,"EHD2","EH domain-containing protein 2","EHD2_HUMAN",-1.27650833333334
0.769399999999997,12.4262571428571,18.7117640226261,1.09505743113744e-06,0.000368806217328498,6.51444754444349,"RIR2B_HUMAN",23,-18.2931832848964,1.71911282177087e-06,0.000434237154324186,-0.769399999999997,"Up in BT",3.36227302006253,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN",0.769399999999997
0.256966666666663,14.2223714285714,9.48903661557953,6.4376167097369e-05,0.00463045962595304,2.23413993118289,"AASS_HUMAN",44,-18.1801800498833,1.78320193412666e-06,0.000436776401016538,-0.256966666666663,"Non-significant",3.35974083455507,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN",0.256966666666663
0.479976666666667,10.1937457142857,13.4111471622532,8.24941314426059e-06,0.00130745110676585,4.45182701152822,"AGRIN_HUMAN",63,-17.3509944487117,2.34884859668384e-06,0.000555087651416136,-0.479976666666667,"Non-significant",3.25563843395707,"AGRN","Agrin","AGRIN_HUMAN",0.479976666666667
-0.60556666666667,11.7455285714286,-14.8051379820988,4.54359715298426e-06,0.00099259177804248,5.07635350829303,"BCAP_HUMAN",31,17.283362690884,2.40357142144807e-06,0.000555087651416136,0.60556666666667,"Up in DM",3.25563843395707,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN",-0.60556666666667
-0.848445000000002,9.69207428571429,-15.4442316712777,3.51812060349808e-06,0.000861726328426515,5.34067486253172,"FIL1L_HUMAN",39,16.9792777178551,2.66870064545194e-06,0.000599197425477446,0.848445000000002,"Up in DM",3.22243006130215,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN",-0.848445000000002
-0.994999166666666,9.57889571428571,-15.7753804320091,3.09360523750969e-06,0.000806632617251317,5.47267805443724,"FMO1_HUMAN",22,16.375073725887,3.30346052373972e-06,0.000721672200361841,0.994999166666666,"Up in DM",3.14166002389993,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN",-0.994999166666666
0.80260833333333,11.5086,15.1184582392207,4.00292997391944e-06,0.000902843567126113,5.20755302877616,"CO5_HUMAN",67,-15.976880218948,3.81819055183376e-06,0.000812169321854534,-0.80260833333333,"Up in BT",3.09035341918102,"C5","Complement C5","CO5_HUMAN",0.80260833333333
0.597674999999994,12.6302285714286,16.2369088601712,2.59702304451196e-06,0.000723853009268626,5.65130619492633,"FMO5_HUMAN",32,-15.8482413273606,4.00401873902472e-06,0.000825789168330411,-0.597674999999994,"Up in BT",3.08313081795585,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN",0.597674999999994
-0.656558333333333,13.0206571428571,-13.973627478865,6.44126442469809e-06,0.00115487041641008,4.71221943176005,"BGH3_HUMAN",32,15.7933196582485,4.08654790711573e-06,0.000825789168330411,0.656558333333333,"Up in DM",3.08313081795585,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN",-0.656558333333333
-0.402500000000002,12.2805,-11.7655191118535,1.80711036725848e-05,0.00197390177007437,3.61577026003072,"CP51A_HUMAN",22,15.1214811619731,5.27472492210885e-06,0.00103989272061965,0.402500000000002,"Non-significant",2.98301146189936,"CYP51A1","Lanosterol 14-alpha demethylase","CP51A_HUMAN",-0.402500000000002
0.873733333333329,11.6371428571429,13.9597721135156,6.47990266372465e-06,0.00115487041641008,4.70594642884261,"DDB2_HUMAN",18,-14.8161558149806,5.94481937235362e-06,0.00112714092165213,-0.873733333333329,"Up in BT",2.94802178256094,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",0.873733333333329
2.947895,6.65498142857143,15.1071638372348,4.02107737430905e-06,0.000902843567126113,5.20287825981573,"LAMB1_HUMAN",30,-14.7944251217446,5.99617216764092e-06,0.00112714092165213,-2.947895,"Up in BT",2.94802178256094,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN",2.947895
-0.747025000000004,13.2198285714286,-13.4486007301507,8.11217473019298e-06,0.00130745110676585,4.46953860729816,"CRIP2_HUMAN",10,14.6644089961784,6.31441712813482e-06,0.0011599871283344,0.747025000000004,"Up in DM",2.9355468298458,"CRIP2","Cysteine-rich protein 2","CRIP2_HUMAN",-0.747025000000004
-0.579680000000005,10.2496542857143,-14.0434199006748,6.2506422625636e-06,0.00115487041641008,4.74371228826215,"ANGL3_HUMAN",22,14.6009002316032,6.47698542028326e-06,0.00116294600711433,0.579680000000005,"Up in DM",2.93444044808895,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN",-0.579680000000005
0.495358333333332,14.5268285714286,12.3567035938864,1.34833365467217e-05,0.00170290327042424,3.92977762912966,"VNN1_HUMAN",18,-14.5471913961338,6.61827493842126e-06,0.00116294600711433,-0.495358333333332,"Non-significant",2.93444044808895,"VNN1","Pantetheinase","VNN1_HUMAN",0.495358333333332
-0.609808333333341,16.4373714285714,-13.9270171150313,6.57231710439983e-06,0.00115487041641008,4.69108888946458,"ALDOC_HUMAN",31,14.3870421827806,7.06133289051799e-06,0.00121439901604376,0.609808333333341,"Up in DM",2.91563859333178,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",-0.609808333333341
1.09288,10.7497228571429,13.7765719875775,7.01685775740924e-06,0.00120675023942849,4.62234258501954,"TRFL_HUMAN",33,-14.3001450766339,7.31613007909317e-06,0.00123200582144396,-1.09288,"Up in BT",2.90938724004902,"LTF","Lactotransferrin","TRFL_HUMAN",1.09288
0.415108333333333,12.9176714285714,12.3997183493508,1.32058209807549e-05,0.00170290327042424,3.95200000567168,"CO4B_HUMAN",83,-14.2465379392186,7.47864439013624e-06,0.00123367107358104,-0.415108333333333,"Non-significant",2.90880061823694,"C4B_2","Complement C4-B","CO4B_HUMAN",0.415108333333333
-0.516708333333337,14.5222714285714,-12.4190841340076,1.30830388044267e-05,0.00170290327042424,3.96197794345211,"GBP1_HUMAN",22,14.0741341674881,8.03048213021696e-06,0.00129820774117087,0.516708333333337,"Up in DM",2.88665580551319,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",-0.516708333333337
-0.344275,12.2063714285714,-10.7810699491583,3.03733250676929e-05,0.00285473937816467,3.05452650329147,"AT2L2_HUMAN",23,13.9020477619388,8.62906712204069e-06,0.00136762254014617,0.344275,"Non-significant",2.86403375009507,"PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase","AT2L2_HUMAN",-0.344275
-0.407608333333336,12.8596142857143,-12.3681824433435,1.34086253096198e-05,0.00170290327042424,3.93571592329379,"P4HA2_HUMAN",32,13.8422223002116,8.84920061019401e-06,0.00137554016408073,0.407608333333336,"Non-significant",2.86152672422452,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN",-0.407608333333336
-0.434691666666669,12.2603714285714,-11.1477232460824,2.49100572268075e-05,0.00248577768597883,3.2694880367637,"PAI1_HUMAN",22,13.761838221724,9.15533980517162e-06,0.00139437917996503,0.434691666666669,"Non-significant",2.8556191104748,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",-0.434691666666669
1.61318333333333,8.91643571428571,14.0216467772716,6.30940134699688e-06,0.00115487041641008,4.73390633307467,"PGBM_HUMAN",106,-13.7113184069819,9.35404025863139e-06,0.00139437917996503,-1.61318333333333,"Up in BT",2.8556191104748,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN",1.61318333333333
0.158195833333334,9.58274428571429,5.69884912406673,0.00112918245636021,0.0209764637245278,-0.943744395741032,"AKAP9_HUMAN",185,-13.6779775022256,9.48791969541958e-06,0.00139437917996503,-0.158195833333334,"Non-significant",2.8556191104748,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN",0.158195833333334
-0.453991666666672,12.1524428571429,-12.0651872554575,1.55521642611783e-05,0.00186970865087413,3.77697068897198,"SH3G1_HUMAN",17,13.6203341316104,9.72467411942166e-06,0.00140365251620152,0.453991666666672,"Non-significant",2.85274039147553,"SH3GL1","Endophilin-A2","SH3G1_HUMAN",-0.453991666666672
-0.672450000000003,15.0300428571429,-12.9241177271104,1.03026043020745e-05,0.00152920995803442,4.21644824796179,"CP2C8_HUMAN",33,13.3394727264278,1.09811944785119e-05,0.00155721043806687,0.672450000000003,"Up in DM",2.80765269384441,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN",-0.672450000000003
0.743641666666665,10.5527714285714,12.5356851194744,1.23710585528715e-05,0.00170290327042424,4.02170527624549,"OAT_HUMAN",18,-13.1967175498609,1.169167572466e-05,0.0016148187140633,-0.743641666666665,"Up in BT",2.79187622621284,"OAT","Ornithine aminotransferase, mitochondrial","OAT_HUMAN",0.743641666666665
-0.983759166666673,10.3657185714286,-12.7118785571977,1.13784331206536e-05,0.00164235490918291,4.11083614136164,"TAGL_HUMAN",15,13.1535064584744,1.19171657018061e-05,0.0016148187140633,0.983759166666673,"Up in DM",2.79187622621284,"TAGLN","Transgelin","TAGL_HUMAN",-0.983759166666673
-1.16744166666667,13.8862571428571,-31.1767746750451,4.77348247584438e-08,4.28711765025001e-05,9.29037983054204,"PLOD2_HUMAN",38,13.1403581770961,1.19867775385127e-05,0.0016148187140633,1.16744166666667,"Up in DM",2.79187622621284,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN",-1.16744166666667
-0.857675833333335,8.13889285714286,-12.4342796281532,1.29876202073608e-05,0.00170290327042424,3.96979556553973,"PP13G_HUMAN",8,13.0633194129928,1.24042700286942e-05,0.00164158701736616,0.857675833333335,"Up in DM",2.78473609121042,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN",-0.857675833333335
-1.08591583333334,6.64268,-12.917374843913,1.03349220084054e-05,0.00152920995803442,4.21312190400384,"GAS6_HUMAN",14,13.0284377589148,1.25988426553457e-05,0.00164158701736616,1.08591583333334,"Up in DM",2.78473609121042,"GAS6","Growth arrest-specific protein 6","GAS6_HUMAN",-1.08591583333334
-0.732450000000002,8.70684714285714,-12.0324922443685,1.58063036610778e-05,0.00186970865087413,3.759589117397,"BICC1_HUMAN",25,12.9939429860456,1.27947522076046e-05,0.00164158701736616,0.732450000000002,"Up in DM",2.78473609121042,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN",-0.732450000000002
0.300358333333332,15.7828,9.32736865154222,7.11716615617384e-05,0.0048359497591782,2.12391176066781,"CP3A5_HUMAN",25,-12.9135175327021,1.32654240492932e-05,0.0016625476475288,-0.300358333333332,"Non-significant",2.77922589925054,"CYP3A5","Cytochrome P450 3A5","CP3A5_HUMAN",0.300358333333332
-0.345033333333335,12.8356714285714,-9.96420254210416,4.83448829049241e-05,0.00386902661901487,2.5479448366118,"K2C7_HUMAN",37,12.8816416531174,1.3457514138912e-05,0.0016625476475288,0.345033333333335,"Non-significant",2.77922589925054,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN",-0.345033333333335
-0.610250000000002,12.5169857142857,-11.9322753879697,1.66157098697913e-05,0.00188465523445583,3.70599906498181,"3BHS7_HUMAN",18,12.8329151227269,1.37574289972984e-05,0.0016625476475288,0.610250000000002,"Up in DM",2.77922589925054,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN",-0.610250000000002
0.513541666666663,11.2835857142857,11.4135898662862,2.16539955790006e-05,0.00230111734419014,3.42088429740515,"K1C19_HUMAN",26,-12.8285392899863,1.37847403813237e-05,0.0016625476475288,-0.513541666666663,"Up in BT",2.77922589925054,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN",0.513541666666663
0.998408333333328,12.1300857142857,18.8285062803708,1.05427506253256e-06,0.000368806217328498,6.55161287413167,"APOM_HUMAN",8,-12.7965151002252,1.39865446037311e-05,0.0016625476475288,-0.998408333333328,"Up in BT",2.77922589925054,"APOM","Apolipoprotein M","APOM_HUMAN",0.998408333333328
2.8399275,7.82303571428571,12.9027619193184,1.04053628222062e-05,0.00152920995803442,4.2059067044013,"CLC11_HUMAN",7,-12.7415335943401,1.43410754901658e-05,0.00167401079055518,-2.8399275,"Up in BT",2.77624174690222,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN",2.8399275
-0.296216666666666,15.3767,-9.32264621249282,7.13822424989476e-05,0.0048359497591782,2.12066458155303,"ERGI1_HUMAN",11,12.7178219859778,1.44971861114515e-05,0.00167401079055518,0.296216666666666,"Non-significant",2.77624174690222,"ERGIC1","Endoplasmic reticulum-Golgi intermediate compartment protein 1","ERGI1_HUMAN",-0.296216666666666
0.280983333333328,13.6332285714286,8.52428393224469,0.000119995860956537,0.00678270310567617,1.54818024614855,"DNJC3_HUMAN",27,-12.6538809688228,1.49280900517804e-05,0.00169948946321888,-0.280983333333328,"Non-significant",2.76968152368468,"DNAJC3","DnaJ homolog subfamily C member 3","DNJC3_HUMAN",0.280983333333328
-0.338433333333336,12.4472428571429,-10.2955743767603,3.98770409766432e-05,0.00332294971354852,2.7582507659488,"HPRT_HUMAN",13,12.5347469237621,1.57712610764012e-05,0.00173821653061428,0.338433333333336,"Non-significant",2.75989612420869,"HPRT1","Hypoxanthine-guanine phosphoribosyltransferase","HPRT_HUMAN",-0.338433333333336
-0.448670833333335,9.63315,-11.9052624693349,1.68420068855772e-05,0.00188465523445583,3.69147305205826,"T2FB_HUMAN",16,12.5241618589438,1.58488164173446e-05,0.00173821653061428,0.448670833333335,"Non-significant",2.75989612420869,"GTF2F2","General transcription factor IIF subunit 2","T2FB_HUMAN",-0.448670833333335
-0.852407500000001,7.35057,-13.7170324632531,7.20232596302197e-06,0.00121284168248139,4.59490446213269,"CNN1_HUMAN",10,12.5153928399211,1.59134013689789e-05,0.00173821653061428,0.852407500000001,"Up in DM",2.75989612420869,"CNN1","Calponin-1","CNN1_HUMAN",-0.852407500000001
0.280558333333328,11.1914857142857,8.76801184942008,0.000101956083389098,0.00605963986789764,1.72806646130412,"PRG4_HUMAN",49,-12.3962966696218,1.68215363608774e-05,0.00181291304539962,-0.280558333333328,"Non-significant",2.74162302591484,"PRG4","Proteoglycan 4","PRG4_HUMAN",0.280558333333328
1.94623916666667,8.73491,12.3581876010928,1.34736507103167e-05,0.00170290327042424,3.93054567406233,"DMBT1_HUMAN",1,-12.2813482293798,1.77555846579522e-05,0.00188839987881879,-1.94623916666667,"Up in BT",2.72390603611005,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN",1.94623916666667
-0.377083333333335,15.4988571428571,-10.4904005632023,3.57011614377806e-05,0.00309029786903669,2.87879049908527,"KPYM_HUMAN",44,12.2507637320453,1.80141606094733e-05,0.00189101896371912,0.377083333333335,"Non-significant",2.72330411589463,"PKM","Pyruvate kinase PKM","KPYM_HUMAN",-0.377083333333335
-0.596746666666668,9.75986857142857,-11.1990927571016,2.42391303070175e-05,0.00244906112839528,3.2990274420027,"DAPK3_HUMAN",20,12.1751544237645,1.86723825734385e-05,0.00191468540611591,0.596746666666668,"Up in DM",2.71790257292854,"DAPK3","Death-associated protein kinase 3","DAPK3_HUMAN",-0.596746666666668
-1.20795416666667,8.66981714285714,-12.0534928170464,1.56425193268257e-05,0.00186970865087413,3.77075932275211,"MYL9_HUMAN",5,12.170549235055,1.87133672006875e-05,0.00191468540611591,1.20795416666667,"Up in DM",2.71790257292854,"MYL9","Myosin regulatory light polypeptide 9","MYL9_HUMAN",-1.20795416666667
-0.451441666666675,13.2522,-10.8129236001324,2.9847326922165e-05,0.00285473937816467,3.07349397667169,"CNN2_HUMAN",12,12.0088771388843,2.02206441381857e-05,0.00204304333211194,0.451441666666675,"Non-significant",2.68972242206186,"CNN2","Calponin-2","CNN2_HUMAN",-0.451441666666675
-0.709083333333336,10.7794428571429,-11.2226031678456,2.39390400837366e-05,0.00244906112839528,3.31250048340165,"RCN2_HUMAN",17,11.9674947701225,2.06288098955242e-05,0.00205855148624102,0.709083333333336,"Up in DM",2.6864382664315,"RCN2","Reticulocalbin-2","RCN2_HUMAN",-0.709083333333336
-0.286916666666668,10.6614142857143,-8.95295991396403,9.03348847338705e-05,0.00554025065035325,1.86150789518994,"TGT_HUMAN",15,11.6961124008779,2.35555012071134e-05,0.00227573314162438,0.286916666666668,"Non-significant",2.64287866578962,"QTRT1","Queuine tRNA-ribosyltransferase catalytic subunit 1","TGT_HUMAN",-0.286916666666668
-0.420180000000004,10.1020971428571,-9.81291026902318,5.28890328423622e-05,0.00411059665831552,2.44963454043867,"HDAC7_HUMAN",17,11.6959314096982,2.35576078765948e-05,0.00227573314162438,0.420180000000004,"Non-significant",2.64287866578962,"HDAC7","Histone deacetylase 7","HDAC7_HUMAN",-0.420180000000004
-0.327675000000003,14.8856571428571,-9.28536932168037,7.30698960966721e-05,0.00484118008319181,2.09497768897271,"EZRI_HUMAN",34,11.6880265618565,2.36498309905292e-05,0.00227573314162438,0.327675000000003,"Non-significant",2.64287866578962,"EZR","Ezrin","EZRI_HUMAN",-0.327675000000003
4.2522925,6.95545142857143,12.0129312372637,1.5960645417582e-05,0.00186970865087413,3.74916609140225,"PLA1A_HUMAN",5,-11.6131738348654,2.45441964062911e-05,0.00229331263712505,-4.2522925,"Up in BT",2.63953673579648,"PLA1A","Phospholipase A1 member A","PLA1A_HUMAN",4.2522925
0.844940833333332,8.48318,11.3787209417551,2.20517070825995e-05,0.00230111734419014,3.4012366048546,"NID1_HUMAN",32,-11.5979915920356,2.47303520014429e-05,0.00229331263712505,-0.844940833333332,"Up in BT",2.63953673579648,"NID1","Nidogen-1","NID1_HUMAN",0.844940833333332
