"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_B2"
5.978175,8.0195625,19.071433144997,1.49098354902911e-07,0.000135812034832674,8.21109482348861,"GPC3_HUMAN",10,-19.5288326625195,6.65436462153187e-08,4.95931646975621e-05,-5.978175,"Up in B2",4.30457817711251,"GPC3","Glypican-3","GPC3_HUMAN",5.978175
5.9053075,8.74912125,18.3361853392669,1.98277997982174e-07,0.000162548302745786,7.95801739150862,"TSP4_HUMAN",21,-18.8509825775429,8.72058580135013e-08,5.95761353328903e-05,-5.9053075,"Up in B2",4.22492767262211,"THBS4","Thrombospondin-4","TSP4_HUMAN",5.9053075
2.1713225,8.69603875,17.774556692421,2.48371660877374e-07,0.00016986564125663,7.75514476171974,"PGBM_HUMAN",106,-18.5432590783516,9.89022712065304e-08,6.23692937962412e-05,-2.1713225,"Up in B2",4.2050291734113,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN",2.1713225
0.648110000000003,10.16777,15.5913064241572,6.39409853928165e-07,0.000307583395732159,6.87783380629422,"AGRIN_HUMAN",63,-18.2673021950915,1.10909856307855e-07,6.47144778301183e-05,-0.648110000000003,"Up in B2",4.18899854872316,"AGRN","Agrin","AGRIN_HUMAN",0.648110000000003
0.364550000000001,11.328375,13.4000240456823,1.89151830164141e-06,0.000450689397790957,5.82718728046429,"S12A4_HUMAN",38,-18.111505033086,1.18409022621588e-07,6.47144778301183e-05,-0.364550000000001,"Non-significant",4.18899854872316,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN",0.364550000000001
4.3952825,7.66047375,16.9367781964873,3.52113718628449e-07,0.000222048328101233,7.43599224184953,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-17.3551373050175,1.63963483578576e-07,8.40107898985729e-05,-4.3952825,"Up in B2",4.07566493188484,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",4.3952825
-0.471500000000002,16.762725,-14.0810535814696,1.32777111555255e-06,0.000410736776052172,6.17464287807953,"ALDOC_HUMAN",31,16.5014073625636,2.40741242402601e-07,0.000113608824275527,0.471500000000002,"Non-significant",3.9445879345992,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",-0.471500000000002
0.723324999999999,12.6845125,14.9085792140649,8.82021264753281e-07,0.000326496117510194,6.57077273062236,"K2C7_HUMAN",37,-16.4245049058351,2.49446064522992e-07,0.000113608824275527,-0.723324999999999,"Up in B2",3.9445879345992,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN",0.723324999999999
7.6112675,8.98876625,15.9148307064752,5.51557232032017e-07,0.000301444412546565,7.01752646992748,"Q15194_HBV",5,-16.242030181638,2.71553955973686e-07,0.000117168385845909,-7.6112675,"Up in B2",3.93118955303454,"PreC-C","Capsid protein","Q15194_HBV",7.6112675
-0.471399999999999,17.574825,-13.4039402661125,1.88758344514291e-06,0.000450689397790957,5.82924410783543,"SCP2_HUMAN",39,15.9816420659203,3.07021443285455e-07,0.000120157293868256,0.471399999999999,"Non-significant",3.92024986122638,"SCP2","Sterol carrier protein 2","SCP2_HUMAN",-0.471399999999999
0.728950000000001,11.56855,15.4731984878488,6.75347782773708e-07,0.000307583395732159,6.82592474590118,"DDB2_HUMAN",18,-15.9763461810118,3.07794970875015e-07,0.000120157293868256,-0.728950000000001,"Up in B2",3.92024986122638,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",0.728950000000001
0.423699999999995,11.523125,12.463224280542,3.16603240507979e-06,0.000566533811726643,5.31426563429571,"MDR1_HUMAN",52,-15.5526963475284,3.77408403310336e-07,0.00014063609501537,-0.423699999999995,"Non-significant",3.85190320097922,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN",0.423699999999995
3.7959875,7.75581875,15.1562552489605,7.83634826075758e-07,0.000326496117510194,6.68414656672804,"FMOD_HUMAN",7,-15.3689029396788,4.1298874914686e-07,0.000147203555021998,-3.7959875,"Up in B2",3.83208170149449,"FMOD","Fibromodulin","FMOD_HUMAN",3.7959875
0.833150000000003,12.595175,14.6442283716062,1.00276150599626e-06,0.000342526617756556,6.44718752314785,"LG3BP_HUMAN",20,-15.2422494122306,4.39701862789646e-07,0.000150194827964563,-0.833150000000003,"Up in B2",3.82334502222615,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",0.833150000000003
0.692345,10.2744025,14.0443853896867,1.35275591039383e-06,0.000410736776052172,6.15644552835733,"CCN1_HUMAN",22,-14.8277198567547,5.41702582395981e-07,0.00017763511081929,-0.692345,"Up in B2",3.75047118873763,"CCN1","CCN family member 1","CCN1_HUMAN",0.692345
0.63795,10.51075,13.910793694971,1.44838582632194e-06,0.000414737588358433,6.08966662976858,"ANXA3_HUMAN",21,-14.6700465293308,5.87285064349863e-07,0.00018356569422684,-0.63795,"Up in B2",3.73620847890863,"ANXA3","Annexin A3","ANXA3_HUMAN",0.63795
-0.373450000000002,17.252175,-11.171995507629,6.84818110951898e-06,0.000847990952257601,4.53201083313515,"AL1L1_HUMAN",79,14.5649465886194,6.20061017375208e-07,0.00018356569422684,0.373450000000002,"Non-significant",3.73620847890863,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN",-0.373450000000002
0.502450000000001,13.488325,12.0449996620666,4.03115177406167e-06,0.000647987887132501,5.07102458470533,"APOB_HUMAN",239,-14.4863268610928,6.45924741424009e-07,0.00018356569422684,-0.502450000000001,"Up in B2",3.73620847890863,"APOB","Apolipoprotein B-100","APOB_HUMAN",0.502450000000001
0.578135,10.0975825,14.9223113145329,8.76213950242013e-07,0.000326496117510194,6.57711915079488,"SIL1_HUMAN",14,-14.4761685915099,6.49354126930757e-07,0.00018356569422684,-0.578135,"Up in B2",3.73620847890863,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN",0.578135
1.6025125,9.59156875,13.6402801125634,1.66639250328365e-06,0.000450689397790957,5.95208958646602,"CO6A1_HUMAN",22,-14.0815956364862,7.99825061812147e-07,0.00021186420846137,-1.6025125,"Up in B2",3.67394240516098,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN",1.6025125
0.685400000000001,9.4954325,13.4186839640705,1.8728523584433e-06,0.000450689397790957,5.83698133687326,"DREB_HUMAN",21,-14.0785132264056,8.011454577095e-07,0.00021186420846137,-0.685400000000001,"Up in B2",3.67394240516098,"DBN1","Drebrin","DREB_HUMAN",0.685400000000001
-0.677349999999999,10.6846,-12.9601537594905,2.39875710394449e-06,0.000531486776706404,5.59163050882693,"PLIN2_HUMAN",25,13.7899823674488,9.36316506657054e-07,0.000237883903073814,0.677349999999999,"Up in CM",3.62363494443914,"PLIN2","Perilipin-2","PLIN2_HUMAN",-0.677349999999999
-0.378524999999996,14.7096375,-12.5704667996571,2.97943459538648e-06,0.000566533811726643,5.37517015528,"PUR6_HUMAN",21,13.7488984868362,9.57571212666001e-07,0.000237883903073814,0.378524999999996,"Non-significant",3.62363494443914,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN",-0.378524999999996
0.65405,8.0880425,12.345411837233,3.38640289343371e-06,0.000578369394174365,5.24667662838301,"MAP1B_HUMAN",55,-13.6442248841813,1.01421703080265e-06,0.000244545624074122,-0.65405,"Up in B2",3.61164010408566,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN",0.65405
0.541749999999999,12.39725,12.6730722967919,2.81245940305253e-06,0.000563578774952865,5.43289549901397,"RIR2B_HUMAN",23,-13.5845891686314,1.04816787851016e-06,0.000245510864800752,-0.541749999999999,"Up in B2",3.60992928391329,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN",0.541749999999999
4.3637975,7.50256875,13.2036862477975,2.10120920416169e-06,0.000478492029325487,5.72316541054492,"COMP_HUMAN",5,-13.3763271372957,1.17714571899437e-06,0.000262144707738548,-4.3637975,"Up in B2",3.58145890553807,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN",4.3637975
0.561560000000004,10.23577,12.1623508572801,3.76407550802112e-06,0.000629752877852187,5.14021295618802,"ITA2_HUMAN",32,-13.3672847435496,1.18313664141574e-06,0.000262144707738548,-0.561560000000004,"Up in B2",3.58145890553807,"ITGA2","Integrin alpha-2","ITA2_HUMAN",0.561560000000004
0.408999999999999,12.7781,12.42247181818,3.24037411944172e-06,0.000566533811726643,5.29096720435514,"SQSTM_HUMAN",20,-13.2775355520247,1.24449242307623e-06,0.000268482865378393,-0.408999999999999,"Non-significant",3.57108342582687,"SQSTM1","Sequestosome-1","SQSTM_HUMAN",0.408999999999999
3.0290425,6.71199125,12.785653234111,2.64129957190945e-06,0.000557291809301591,5.49562742714409,"CEMIP_HUMAN",47,-13.1796490569642,1.31551966494719e-06,0.000276528979826592,-3.0290425,"Up in B2",3.55825934855723,"CEMIP","Cell migration-inducing and hyaluronan-binding protein","CEMIP_HUMAN",3.0290425
0.3474,11.7532,10.6209210057759,9.75785257062745e-06,0.000998352217617943,4.16807804280171,"FPRP_HUMAN",40,-13.068438635535,1.40179613946238e-06,0.000286449842685139,-0.3474,"Non-significant",3.54295141192369,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN",0.3474
0.492817499999996,10.26089125,11.6251536838679,5.17788199263572e-06,0.000744706606589958,4.81728070506587,"ADA10_HUMAN",33,-12.9883669171132,1.46785197986958e-06,0.000286449842685139,-0.492817499999996,"Non-significant",3.54295141192369,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN",0.492817499999996
2.978425,5.891855,12.6691900550283,2.81858133362619e-06,0.000563578774952865,5.43072099724963,"CO6A3_HUMAN",12,-12.9742932000764,1.47981973025685e-06,0.000286449842685139,-2.978425,"Up in B2",3.54295141192369,"COL6A3","Collagen alpha-3(VI) chain","CO6A3_HUMAN",2.978425
-1.0757,11.300275,-16.709385381511,3.88206738433273e-07,0.000227322774405427,7.34575586746751,"NUA4L_HUMAN",5,12.9479904560099,1.50248148761417e-06,0.000286449842685139,1.0757,"Up in CM",3.54295141192369,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN",-1.0757
-0.464524999999998,13.3985375,-13.8858015153994,1.46711271802812e-06,0.000414737588358433,6.07708919119028,"S22A1_HUMAN",13,12.8209799573273,1.61754108113404e-06,0.00030137731325311,0.464524999999998,"Non-significant",3.52088944312895,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN",-0.464524999999998
-0.357025,12.8769375,-10.9057490891221,8.10966010606277e-06,0.000923118743117775,4.35859222700142,"PURA1_HUMAN",29,12.7083067016959,1.72794215115422e-06,0.000309417750894044,0.357025,"Non-significant",3.50945477501223,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN",-0.357025
-0.680350000000001,12.3369,-11.9219579909495,4.33440565973387e-06,0.000670442596198081,4.99767769915414,"ATTY_HUMAN",28,12.7002238393533,1.73618157369188e-06,0.000309417750894044,0.680350000000001,"Up in CM",3.50945477501223,"TAT","Tyrosine aminotransferase","ATTY_HUMAN",-0.680350000000001
-0.388400000000001,11.631925,-11.1531191487689,6.92993252867548e-06,0.000847990952257601,4.51986061170855,"ACO12_HUMAN",27,12.6270944562413,1.81276578847436e-06,0.00031025220293353,0.388400000000001,"Non-significant",3.50828512612745,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",-0.388400000000001
0.453674999999999,11.0995125,11.7454130676893,4.81558761376681e-06,0.000729756746376583,4.890972922362,"5NTD_HUMAN",22,-12.6235680457144,1.81655351802994e-06,0.00031025220293353,-0.453674999999999,"Non-significant",3.50828512612745,"NT5E","5'-nucleotidase","5NTD_HUMAN",0.453674999999999
-0.534350000000002,11.94395,-11.6879774847026,4.98492044365561e-06,0.000729756746376583,4.85588055710255,"VTDB_HUMAN",21,12.3279554608613,2.16807869795595e-06,0.000362732840119243,0.534350000000002,"Up in CM",3.44041312366706,"GC","Vitamin D-binding protein","VTDB_HUMAN",-0.534350000000002
0.537725,13.5195875,12.4913827985964,3.11579051192155e-06,0.000566533811726643,5.33031413846095,"IL18_HUMAN",14,-12.2450076043116,2.27999952711084e-06,0.000373719604965442,-0.537725,"Up in B2",3.42745411888844,"IL18","Interleukin-18","IL18_HUMAN",0.537725
0.576199999999998,13.4364,11.0777426725867,7.26754014058189e-06,0.000863468030036091,4.4711241651888,"ITIH2_HUMAN",47,-12.2129919720824,2.32492069446664e-06,0.000373719604965442,-0.576199999999998,"Up in B2",3.42745411888844,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN",0.576199999999998
-0.300925000000001,10.7964875,-9.84989373582253,1.64766658754501e-05,0.00136297280266247,3.62475620586463,"IFIT1_HUMAN",34,12.1439853933931,2.42516182159861e-06,0.000378457925341642,0.300925000000001,"Non-significant",3.42198239570854,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN",-0.300925000000001
0.421900000000001,12.1048,12.0569152612701,4.00307948916508e-06,0.000647987887132501,5.078083753114,"TNR6_HUMAN",16,-12.0831237192254,2.51760938412432e-06,0.000378457925341642,-0.421900000000001,"Non-significant",3.42198239570854,"FAS","Tumor necrosis factor receptor superfamily member 6","TNR6_HUMAN",0.421900000000001
0.491650000000002,10.37775,11.2758195149845,6.41752967753414e-06,0.000847990952257601,4.59845133011318,"FSCN1_HUMAN",23,-12.0662052806416,2.54400589510653e-06,0.000378457925341642,-0.491650000000002,"Non-significant",3.42198239570854,"FSCN1","Fascin","FSCN1_HUMAN",0.491650000000002
-0.2806,11.520175,-9.50671673853488,2.10473424624081e-05,0.00161258050006376,3.36904358293798,"BAIP2_HUMAN",36,12.0593597973518,2.55477450050662e-06,0.000378457925341642,0.2806,"Non-significant",3.42198239570854,"BAIAP2","BAR/IMD domain-containing adapter protein 2","BAIP2_HUMAN",-0.2806
2.1946025,6.38751375,13.5293892358019,1.76630212170016e-06,0.000450689397790957,5.89476275986988,"PCOC1_HUMAN",2,-12.040178963494,2.58522125141888e-06,0.000378457925341642,-2.1946025,"Up in B2",3.42198239570854,"PCOLCE","Procollagen C-endopeptidase enhancer 1","PCOC1_HUMAN",2.1946025
0.612864999999999,9.067485,11.1711724098246,6.85172308202306e-06,0.000847990952257601,4.53148148164042,"FLRT3_HUMAN",27,-11.909620443929,2.8036147742072e-06,0.000397211632886269,-0.612864999999999,"Up in B2",3.40097804108216,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN",0.612864999999999
-0.449700000000004,13.73725,-13.3679038572323,1.92414356217169e-06,0.000450689397790957,5.81029109737315,"NDRG2_HUMAN",12,11.9058450042428,2.8102311182488e-06,0.000397211632886269,0.449700000000004,"Non-significant",3.40097804108216,"NDRG2","Protein NDRG2","NDRG2_HUMAN",-0.449700000000004
2.621515,6.4921225,11.4788939195328,5.66066003323151e-06,0.000786543914447998,4.72653424254021,"LAMB1_HUMAN",30,-11.8233929395534,2.95918657111823e-06,0.000411176466271648,-2.621515,"Up in B2",3.38597175019188,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN",2.621515
2.8718675,6.74813875,11.5866867231013,5.30018889417915e-06,0.00074915428542208,4.79353417877385,"ATS13_HUMAN",7,-11.7460182356369,3.10706687496159e-06,0.000424528904015585,-2.8718675,"Up in B2",3.37209273550923,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN",2.8718675
-0.618525000000002,11.6752875,-14.8686641954442,8.99150134003744e-07,0.000326496117510194,6.55228482464542,"MBL2_HUMAN",8,11.6514131060198,3.2992640440399e-06,0.000443208471071496,0.618525000000002,"Up in CM",3.35339194750244,"MBL2","Mannose-binding protein C","MBL2_HUMAN",-0.618525000000002
0.563650000000001,10.955675,11.1932199500318,6.757557255053e-06,0.000847990952257601,4.545646411258,"PRS23_HUMAN",19,-11.6265769703566,3.35190597785225e-06,0.000443208471071496,-0.563650000000001,"Up in B2",3.35339194750244,"PRSS23","Serine protease 23","PRS23_HUMAN",0.563650000000001
-0.344199999999995,16.094775,-9.68374475269861,1.85326891008533e-05,0.00146988298838013,3.5020715168525,"TKFC_HUMAN",40,11.5380695806965,3.54731106363454e-06,0.000461600890471047,0.344199999999995,"Non-significant",3.33573336205707,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN",-0.344199999999995
-0.252049999999997,16.496475,-8.08145496838619,6.35712322952492e-05,0.00334074975869521,2.20283300815221,"FAS_HUMAN",149,11.457792090907,3.73564949149733e-06,0.000475009100981554,0.252049999999997,"Non-significant",3.32329806938944,"FASN","Fatty acid synthase","FAS_HUMAN",-0.252049999999997
-0.448399999999999,11.96515,-10.9506916211957,7.87945099679042e-06,0.00090979914467166,4.38817680057147,"KNG1_HUMAN",19,11.4388879058418,3.78161525547695e-06,0.000475009100981554,0.448399999999999,"Non-significant",3.32329806938944,"KNG1","Kininogen-1","KNG1_HUMAN",-0.448399999999999
0.728674999999999,8.58968,10.8847129110946,8.22001320414705e-06,0.000923118743117775,4.34470057370552,"BICC1_HUMAN",25,-11.4216121605335,3.82417670953678e-06,0.000475009100981554,-0.728674999999999,"Up in B2",3.32329806938944,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN",0.728674999999999
0.680104999999999,10.2952725,10.6044447700563,9.86417780276328e-06,0.000998352217617943,4.15689530543419,"TRFM_HUMAN",39,-11.3442259234746,4.02153956375064e-06,0.000492068378263101,-0.680104999999999,"Up in B2",3.30797454308846,"MELTF","Melanotransferrin","TRFM_HUMAN",0.680104999999999
-0.447900000000001,10.572425,-10.9797706132761,7.73442979739815e-06,0.000905812221129572,4.40725078424024,"T23O_HUMAN",17,11.2234814476461,4.35271403165651e-06,0.000518488301348561,0.447900000000001,"Non-significant",3.2852610381507,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",-0.447900000000001
-0.230650000000004,16.6071,-8.52934526565286,4.41778322597143e-05,0.00262441933960245,2.58867730777802,"DHSO_HUMAN",34,11.2195659939585,4.36395374396813e-06,0.000518488301348561,0.230650000000004,"Non-significant",3.2852610381507,"SORD","Sorbitol dehydrogenase","DHSO_HUMAN",-0.230650000000004
0.595799999999999,12.065775,10.6189341013804,9.77060578092531e-06,0.000998352217617943,4.16673044627492,"PAI1_HUMAN",22,-11.1406888409799,4.59745567344818e-06,0.000535269393023543,-0.595799999999999,"Up in B2",3.27142758908623,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",0.595799999999999
0.292085,9.7163525,9.67456080727225,1.86544958355445e-05,0.00146988298838013,3.49522936182759,"BCAM_HUMAN",25,-11.1281725568485,4.63578030064303e-06,0.000535269393023543,-0.292085,"Non-significant",3.27142758908623,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN",0.292085
3.429575,6.6335575,10.6926399720202,9.30984258946035e-06,0.000998352217617943,4.21654630004832,"RELN_HUMAN",51,-11.0069585431722,5.02605256827397e-06,0.000570727296662838,-3.429575,"Up in B2",3.24357135558045,"RELN","Reelin","RELN_HUMAN",3.429575
0.520399999999999,14.3162,10.6479495807902,9.58621739053221e-06,0.000998352217617943,4.18638395947652,"VNN1_HUMAN",18,-10.9904193137117,5.08210449577789e-06,0.000570727296662838,-0.520399999999999,"Up in B2",3.24357135558045,"VNN1","Pantetheinase","VNN1_HUMAN",0.520399999999999
-0.635654999999998,9.0005525,-10.3466342249932,1.17102743928727e-05,0.00111628871479966,3.97954092198957,"MDR3_HUMAN",28,10.9659567982498,5.16629782119842e-06,0.000571198304661677,0.635654999999998,"Up in CM",3.24321309023253,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN",-0.635654999999998
0.241800000000001,14.708175,8.29228606106824,5.34539860561192e-05,0.00299896052512517,2.38681084778081,"THRB_HUMAN",42,-10.93428723499,5.27762730506263e-06,0.000571198304661677,-0.241800000000001,"Non-significant",3.24321309023253,"F2","Prothrombin","THRB_HUMAN",0.241800000000001
-0.359427499999995,9.11365625,-9.87020764744921,1.62434081102807e-05,0.00136297280266247,3.63961460658017,"FA11_HUMAN",25,10.929068406502,5.29623012042259e-06,0.000571198304661677,0.359427499999995,"Non-significant",3.24321309023253,"F11","Coagulation factor XI","FA11_HUMAN",-0.359427499999995
0.665400000000004,10.5623,12.7789322109647,2.65118084444524e-06,0.000557291809301591,5.49189998917089,"CD44_HUMAN",8,-10.8702580447601,5.51102265897066e-06,0.000571198304661677,-0.665400000000004,"Up in B2",3.24321309023253,"CD44","CD44 antigen","CD44_HUMAN",0.665400000000004
1.2122225,8.62561375,10.4189814634618,1.11556328009957e-05,0.00108873663931623,4.02976517616163,"LAMA5_HUMAN",58,-10.8628545491532,5.53874761099179e-06,0.000571198304661677,-1.2122225,"Up in B2",3.24321309023253,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN",1.2122225
1.778515,5.903065,11.2103172168618,6.68553900831199e-06,0.000847990952257601,4.55661050289281,"GRPE2_HUMAN",5,-10.8609347860977,5.54596232674591e-06,0.000571198304661677,-1.778515,"Up in B2",3.24321309023253,"GRPEL2","GrpE protein homolog 2, mitochondrial","GRPE2_HUMAN",1.778515
0.417600000000002,12.417025,9.43269887912554,2.22109159378226e-05,0.00162575972194884,3.31270116702221,"LIMC1_HUMAN",62,-10.8534938787244,5.57402590545672e-06,0.000571198304661677,-0.417600000000002,"Non-significant",3.24321309023253,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN",0.417600000000002
-1.1367675,8.97089125,-11.1530126441056,6.93039690183695e-06,0.000847990952257601,4.51979199544494,"HBB_HUMAN",8,10.8296777435303,5.66492457372685e-06,0.000573346316733491,1.1367675,"Up in CM",3.24158297312281,"HBB","Hemoglobin subunit beta","HBB_HUMAN",-1.1367675
0.939694999999997,9.591725,10.2559080176381,1.24502577111257e-05,0.00115985468995237,3.91604779144158,"PTPRF_HUMAN",57,-10.7891928035518,5.82328047359024e-06,0.000582186016127961,-0.939694999999997,"Up in B2",3.23493823034928,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN",0.939694999999997
1.0146175,5.64315625,12.5080637318641,3.0864526327921e-06,0.000566533811726643,5.33980201409464,"PTK7_HUMAN",5,-10.5730735510972,6.75721612172061e-06,0.000662989760358518,-1.0146175,"Up in B2",3.17849317906752,"PTK7","Inactive tyrosine-protein kinase 7","PTK7_HUMAN",1.0146175
0.610775000000002,11.0048125,10.3077123383601,1.20214826112051e-05,0.00113278292467425,3.9523720096166,"FSTL1_HUMAN",17,-10.5654156434797,6.79325931570085e-06,0.000662989760358518,-0.610775000000002,"Up in B2",3.17849317906752,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN",0.610775000000002
0.466724999999999,10.6553125,10.1969669161817,1.29592021470615e-05,0.00118043932446233,3.87449150787118,"ALDR_HUMAN",18,-10.5315780721307,6.95512104307414e-06,0.000670800968366139,-0.466724999999999,"Non-significant",3.17340631911937,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN",0.466724999999999
0.352002500000001,9.70704375,9.35198683424959,2.35629899026709e-05,0.00169446834405347,3.25076994541127,"PERM_HUMAN",27,-10.4285004425757,7.47543996277838e-06,0.000712600660637874,-0.352002500000001,"Non-significant",3.14715377935906,"MPO","Myeloperoxidase","PERM_HUMAN",0.352002500000001
-0.448130000000001,9.4992625,-9.83708571368605,1.66256745872465e-05,0.00136297280266247,3.61537219223587,"PDK1_HUMAN",21,10.377710889467,7.74774775861569e-06,0.000730069380748637,0.448130000000001,"Non-significant",3.13663586557203,"PDK1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial","PDK1_HUMAN",-0.448130000000001
0.517962499999999,9.41461625,11.6981818173827,4.95435094566776e-06,0.000729756746376583,4.8621289592726,"BACD3_HUMAN",10,-10.3473539326415,7.91580228677021e-06,0.000734138899138073,-0.517962499999999,"Up in B2",3.1342217637593,"KCTD10","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","BACD3_HUMAN",0.517962499999999
