"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.484850000000002,14.54325,11.4587313727631,6.11249043591962e-06,0.000611099958459379,4.53080978144754,"GBP1_HUMAN",22,12.1517056003432,2.4137096943808e-06,0.00024429126017943,0.484850000000002,"Non-significant",3.61209207016837,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-2.863925,6.722175,-12.972685831271,2.55851921842012e-06,0.000343848205780461,5.45451165576837,"PCOC1_HUMAN",2,-12.1251561316933,2.45334966983977e-06,0.000245275129187152,-2.863925,"Up in BT",3.6103464868706,"PCOLCE","Procollagen C-endopeptidase enhancer 1","PCOC1_HUMAN"
0.364674999999998,15.4596125,11.0574789316039,7.83593372247274e-06,0.000721786344458781,4.26525734232426,"PBLD_HUMAN",23,12.0911878257944,2.50513585781022e-06,0.000245582146144643,0.364674999999998,"Non-significant",3.60980320965102,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.616830000000002,9.009965,11.2870879172192,6.79107519013799e-06,0.000662776600104182,4.41836204907199,"MDR3_HUMAN",28,12.083946653015,2.51633328569773e-06,0.000245582146144643,0.616830000000002,"Up in CM",3.60980320965102,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
-1.6178075,5.94475125,-13.0412282548019,2.46515133673369e-06,0.000336821844309046,5.49365390799678,"PTK7_HUMAN",5,-12.0321820497486,2.59803526700269e-06,0.000250572860222213,-1.6178075,"Up in BT",3.60106596963086,"PTK7","Inactive tyrosine-protein kinase 7","PTK7_HUMAN"
0.433825000000002,11.6066375,10.2428028179292,1.33156535430847e-05,0.000974658283448287,3.69576473761628,"KPB2_HUMAN",54,11.9857208769887,2.67390801612411e-06,0.000254891836234714,0.433825000000002,"Non-significant",3.59364407404424,"PHKA2","Phosphorylase b kinase regulatory subunit alpha, liver isoform","KPB2_HUMAN"
0.722674999999999,11.7386375,12.7442143966256,2.89988531335099e-06,0.000364387944713678,5.32245781935787,"PSB10_HUMAN",11,11.9377527307819,2.75486049973272e-06,0.000259590188239182,0.722674999999999,"Up in CM",3.58571172664097,"PSMB10","Proteasome subunit beta type-10","PSB10_HUMAN"
-0.327524999999998,11.2551625,-9.43259040039195,2.34432504330184e-05,0.00140283041642252,3.08485271459655,"UN45A_HUMAN",54,-11.899343584873,2.8216657581619e-06,0.000262863816879673,-0.327524999999998,"Non-significant",3.58026919027617,"UNC45A","Protein unc-45 homolog A","UN45A_HUMAN"
0.816224999999999,11.8941125,11.2282241723002,7.04308222822103e-06,0.000671385908220419,4.37940713873359,"BCAP_HUMAN",31,11.8709515951772,2.87221687781431e-06,0.000264566673756424,0.816224999999999,"Up in CM",3.57746486277597,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
-1.143465,8.591235,-11.2549081372542,6.92755696950824e-06,0.000668142494541512,4.39709111777064,"LAMA5_HUMAN",58,-11.8521492922697,2.90625289844455e-06,0.000264727347349427,-1.143465,"Up in BT",3.57720119209695,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-2.787145,6.7057775,-11.520060073404,5.88887645813354e-06,0.000596012459305911,4.57058063462403,"ATS13_HUMAN",7,-11.6763283390669,3.24738444214516e-06,0.000291706898830516,-2.787145,"Up in BT",3.53505329974835,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN"
