"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_B1"
0.583055,9.9019975,12.3894057690724,2.9987855189067e-06,0.00170759832397959,5.29791427052778,"PRIO_HUMAN",8,-15.420046813928,7.77609540544871e-07,0.000571401628747654,-0.583055,"Up in B1",3.24305852601994,"PRNP","Major prion protein","PRIO_HUMAN",0.583055
-0.726025,11.7583125,-12.2943186699727,3.16886983294493e-06,0.00170759832397959,5.24746834843803,"VTDB_HUMAN",21,13.1867815652762,2.35161116934228e-06,0.00158274353403422,0.726025,"Up in C",2.80058945202162,"GC","Vitamin D-binding protein","VTDB_HUMAN",-0.726025
-0.355575000000002,13.7201625,-9.51276924519897,1.94193751821832e-05,0.0046510958395334,3.52224595132293,"BUP1_HUMAN",23,13.0390618073278,2.54554818043361e-06,0.00158274353403422,0.355575000000002,"Non-significant",2.80058945202162,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",-0.355575000000002
0.534875000000001,13.4187875,12.4502085092703,2.89543114114924e-06,0.00170759832397959,5.32991457998851,"ITIH2_HUMAN",47,-12.4392167220756,3.54278381898477e-06,0.00196257516141579,-0.534875000000001,"Up in B1",2.70717370193911,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN",0.534875000000001
-0.535649999999997,15.76575,-11.14276204835,6.38704314870568e-06,0.00259250237164032,4.59521356140346,"BAAT_HUMAN",15,12.3902466906336,3.64204223942061e-06,0.00196257516141579,0.535649999999997,"Up in C",2.70717370193911,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN",-0.535649999999997
0.832599999999999,10.716675,12.1722435726989,3.40340457491014e-06,0.00171935744868742,5.18197695602559,"GSTA5_HUMAN",2,-12.2625789583122,3.91594573716156e-06,0.00197828683709231,-0.832599999999999,"Up in B1",2.70371073865645,"GSTA5","Glutathione S-transferase A5","GSTA5_HUMAN",0.832599999999999
0.464725000000003,16.0525875,10.7233225142569,8.38044255659035e-06,0.00260535066095845,4.33714462408574,"STOM_HUMAN",17,-11.8268031300201,5.04243373890606e-06,0.00227569131310237,-0.464725000000003,"Non-significant",2.64288664829992,"STOM","Stomatin","STOM_HUMAN",0.464725000000003
7.2686275,8.83076125,11.9499968899929,3.88244302958036e-06,0.00184598747106459,5.06060234791167,"Q6VBP1_HBV",1,-11.8183234983819,5.06772777877555e-06,0.00227569131310237,-7.2686275,"Up in B1",2.64288664829992,"S","Large envelope protein","Q6VBP1_HBV",7.2686275
3.90141,7.9101125,11.8012596055855,4.24545578601069e-06,0.00190644550657358,4.9777930916708,"COMP_HUMAN",5,-11.7077410900628,5.41106935923499e-06,0.00230198282266823,-3.90141,"Up in B1",2.63789792138748,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN",3.90141
-1.027305,8.385775,-10.7359925005115,8.31081436293908e-06,0.00260535066095845,4.34511240569142,"PP13G_HUMAN",8,11.1026035366787,7.82599191479483e-06,0.00272561626108615,1.027305,"Up in C",2.56453528842208,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN",-1.027305
0.77388,10.026835,10.4569590983596,1.00077705624988e-05,0.00299602997987695,4.1670686403151,"AGRIN_HUMAN",63,-11.1017531138066,7.83015052100782e-06,0.00272561626108615,-0.77388,"Up in B1",2.56453528842208,"AGRN","Agrin","AGRIN_HUMAN",0.77388
-0.404625000000001,12.6380875,-8.6708917172755,3.68619977932248e-05,0.00677171654915082,2.88613062902747,"PURA1_HUMAN",29,11.0367343478455,8.15561442429841e-06,0.00272561626108615,0.404625000000001,"Non-significant",2.56453528842208,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN",-0.404625000000001
0.482882499999999,10.11643375,9.6571554760684,1.748386068781e-05,0.0046510958395334,3.62531840560214,"TBB3_HUMAN",8,-11.0327699778927,8.17594786752277e-06,0.00272561626108615,-0.482882499999999,"Non-significant",2.56453528842208,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN",0.482882499999999
-0.337325000000003,11.4432625,-8.16386837587415,5.564142099265e-05,0.0078378966022254,2.47178463790071,"CGNL1_HUMAN",84,10.9806707901483,8.44855924136338e-06,0.00272561626108615,0.337325000000003,"Non-significant",2.56453528842208,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",-0.337325000000003
5.6367625,8.42356875,11.1331894789175,6.42609896713844e-06,0.00259250237164032,4.58945255571099,"GPC3_HUMAN",10,-10.9786369430168,8.45940782914927e-06,0.00272561626108615,-5.6367625,"Up in B1",2.56453528842208,"GPC3","Glypican-3","GPC3_HUMAN",5.6367625
3.3490425,7.67056125,11.0596118804544,6.73543855059344e-06,0.00259250237164032,4.54497424601724,"MATN3_HUMAN",18,-10.9221138595044,8.76729219203761e-06,0.00272561626108615,-3.3490425,"Up in B1",2.56453528842208,"MATN3","Matrilin-3","MATN3_HUMAN",3.3490425
1.9712025,8.63287375,10.9425969011005,7.26258180374542e-06,0.00260535066095845,4.47351077350377,"PGBM_HUMAN",106,-10.7913207885927,9.52948339293626e-06,0.00285284497278162,-1.9712025,"Up in B1",2.54472182781533,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN",1.9712025
6.87659,9.24833,10.8579868656041,7.67272128921831e-06,0.00260535066095845,4.42127434706598,"Q15194_HBV",5,-10.7336516272474,9.88911255608812e-06,0.00285477488538787,-6.87659,"Up in B1",2.54442813256294,"PreC-C","Capsid protein","Q15194_HBV",6.87659
1.1497225,8.69011375,14.0163219195268,1.23400939492927e-06,0.000906772539928482,6.09004751614037,"LAMA5_HUMAN",58,-10.3065312231288,1.30848900188869e-05,0.00364707469043664,-1.1497225,"Up in B1",2.438055342441,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN",1.1497225
-0.744725000000003,10.7624125,-9.41771792602123,2.08247939781623e-05,0.00467574471459682,3.45346546370024,"RCN2_HUMAN",17,9.97351524131151,1.6395627112601e-05,0.00441752846503846,0.744725000000003,"Up in C",2.35482064336748,"RCN2","Reticulocalbin-2","RCN2_HUMAN",-0.744725000000003
-0.407600000000002,15.979225,-9.28114170143264,2.30487999123955e-05,0.00482980587873565,3.3533243687603,"TKFC_HUMAN",40,9.62137385478586,2.09646600022423e-05,0.00512303287781599,0.407600000000002,"Non-significant",2.29047285696609,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN",-0.407600000000002
-0.241950000000003,15.2099,-6.39574073439167,0.000280598512304049,0.0198663329791679,0.810546916231293,"ACOHC_HUMAN",48,9.59421356072826,2.13728802627793e-05,0.00512303287781599,0.241950000000003,"Non-significant",2.29047285696609,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",-0.241950000000003
-0.315749999999996,14.72435,-8.15099992538228,5.6241247424109e-05,0.0078378966022254,2.46094072858838,"PUR6_HUMAN",21,9.55897408163084,2.19159541276461e-05,0.00512303287781599,0.315749999999996,"Non-significant",2.29047285696609,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN",-0.315749999999996
1.0603,9.5471125,9.46312744773092,2.01395959895669e-05,0.0046510958395334,3.4864171132711,"PTPRF_HUMAN",57,-9.53888919359719,2.22324326977689e-05,0.00512303287781599,-1.0603,"Up in B1",2.29047285696609,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN",1.0603
3.417335,6.7321625,9.59064696135857,1.83470896978943e-05,0.0046510958395334,3.57804926114486,"RELN_HUMAN",51,-9.49258801942309,2.2981823276262e-05,0.00512303287781599,-3.417335,"Up in B1",2.29047285696609,"RELN","Reelin","RELN_HUMAN",3.417335
0.517175000000002,11.5485375,8.8316725294519,3.24861464363519e-05,0.00640452491817153,3.01244627186103,"CO5_HUMAN",67,-9.48709212835451,2.30726504631518e-05,0.00512303287781599,-0.517175000000002,"Up in B1",2.29047285696609,"C5","Complement C5","CO5_HUMAN",0.517175000000002
-0.311700000000002,16.448625,-7.82718611057211,7.40044329451458e-05,0.00920273586916329,2.18249337787058,"FAS_HUMAN",149,9.46447423925887,2.34507257799322e-05,0.00512303287781599,0.311700000000002,"Non-significant",2.29047285696609,"FASN","Fatty acid synthase","FAS_HUMAN",-0.311700000000002
2.6293425,6.81223375,9.48743846012608,1.97831990036049e-05,0.0046510958395334,3.50398875111836,"ATS13_HUMAN",7,-9.42250253941885,2.417096597152e-05,0.00514141889336305,-2.6293425,"Up in B1",2.28891701086456,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN",2.6293425
2.701015,6.5610375,9.26645048843852,2.33035295398602e-05,0.00482980587873565,3.34245904071372,"MRC2_HUMAN",24,-9.19020519562783,2.86373908446926e-05,0.00593528282558077,-2.701015,"Up in B1",2.22655858139978,"MRC2","C-type mannose receptor 2","MRC2_HUMAN",2.701015
-0.510745000000002,8.9725125,-8.49401333895068,4.24570303927476e-05,0.00710222082438387,2.74439265609334,"PDK4_HUMAN",15,9.13215737945158,2.98940525630112e-05,0.00604084067167049,0.510745000000002,"Up in C",2.2189026187196,"PDK4","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial","PDK4_HUMAN",-0.510745000000002
1.6401475,8.31335375,9.03531422167864,2.77578967045642e-05,0.00560917697657481,3.16908122291783,"DMBT1_HUMAN",1,-9.02041769482902,3.24919391174103e-05,0.00640566692404944,-1.6401475,"Up in B1",2.19343564712835,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN",1.6401475
0.709225,11.4801375,8.52868750554486,4.12890840884484e-05,0.00710222082438387,2.77241085538179,"DDB2_HUMAN",18,-8.92296613816824,3.49665423791542e-05,0.00645443907879353,-0.709225,"Up in B1",2.19014149399704,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",0.709225
0.34545,10.472075,7.49883108015813,9.86884879432421e-05,0.0110791534450726,1.88879837735351,"M4K4_HUMAN",44,-8.8814401113523,3.60849647587229e-05,0.00645443907879353,-0.34545,"Non-significant",2.19014149399704,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN",0.34545
0.524174999999998,9.018855,9.52294883838955,1.92752901249883e-05,0.0046510958395334,3.52956814386672,"DCK_HUMAN",9,-8.8492198847229,3.69805334640811e-05,0.00645443907879353,-0.524174999999998,"Up in B1",2.19014149399704,"DCK","Deoxycytidine kinase","DCK_HUMAN",0.524174999999998
-0.492775000000002,11.9627375,-8.44861372793,4.40426709756229e-05,0.00710222082438387,2.70753426444256,"KNG1_HUMAN",19,8.84479567376688,3.71054481966518e-05,0.00645443907879353,0.492775000000002,"Non-significant",2.19014149399704,"KNG1","Kininogen-1","KNG1_HUMAN",-0.492775000000002
0.5964375,9.47109625,8.22752587166904,5.27777248420672e-05,0.00775640636178962,2.52518307157255,"PERM_HUMAN",27,-8.83188605986311,3.74726667295059e-05,0.00645443907879353,-0.5964375,"Up in B1",2.19014149399704,"MPO","Myeloperoxidase","PERM_HUMAN",0.5964375
-0.536267499999997,8.53019625,-8.40396233646839,4.56672446257895e-05,0.00710222082438387,2.67109009345853,"ANGI_HUMAN",5,8.7883843027979,3.87405465738808e-05,0.00645443907879353,0.536267499999997,"Up in C",2.19014149399704,"ANG","Angiogenin","ANGI_HUMAN",-0.536267499999997
-0.598550000000001,12.8624,-10.2943090973112,1.11753065269053e-05,0.0032260715234634,4.06075180684466,"S38A3_HUMAN",5,8.78601330253086,3.88110258955419e-05,0.00645443907879353,0.598550000000001,"Up in C",2.19014149399704,"SLC38A3","Sodium-coupled neutral amino acid transporter 3","S38A3_HUMAN",-0.598550000000001
0.527875,11.0697875,12.5267858285865,2.77093372366636e-06,0.00170759832397959,5.36993475352205,"MX1_HUMAN",43,-8.77542646953437,3.91274916319291e-05,0.00645443907879353,-0.527875,"Up in B1",2.19014149399704,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",0.527875
-0.867975000000001,12.3352125,-8.49945384400944,4.22713484562581e-05,0.00710222082438387,2.74879638932163,"ATTY_HUMAN",28,8.73377817458488,4.04009616357622e-05,0.00646563954833958,0.867975000000001,"Up in C",2.18938851044679,"TAT","Tyrosine aminotransferase","ATTY_HUMAN",-0.867975000000001
-0.610177500000002,10.27968625,-8.16700878267151,5.54961304056899e-05,0.0078378966022254,2.47442845027682,"TPPP_HUMAN",10,8.72118358050171,4.07952019009426e-05,0.00646563954833958,0.610177500000002,"Up in C",2.18938851044679,"TPPP","Tubulin polymerization-promoting protein","TPPP_HUMAN",-0.610177500000002
0.846422499999996,9.10103375,8.26815277246137,5.10365817772919e-05,0.00763942019455279,2.55905153150927,"LBP_HUMAN",10,-8.38497750874438,5.3104218019391e-05,0.00825464219712957,-0.846422499999996,"Up in B1",2.08330174677187,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN",0.846422499999996
3.7215425,6.99123125,8.4398627530263,4.43558859430318e-05,0.00710222082438387,2.70040691668844,"CLC11_HUMAN",7,-8.35181927371895,5.45293830776617e-05,0.00831624534748566,-3.7215425,"Up in B1",2.0800727065114,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN",3.7215425
-0.346875000000001,13.2068125,-7.01393661632704,0.000153821000459113,0.0142912085828852,1.43293392084078,"CHCH2_HUMAN",4,8.3108185962508,5.63514506553483e-05,0.00843497732679964,0.346875000000001,"Non-significant",2.07391608045589,"CHCHD2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2","CHCH2_HUMAN",-0.346875000000001
-0.414625000000001,18.9078375,-7.40343256093455,0.000107498261904913,0.0119028554928413,1.80124425915719,"ALDOB_HUMAN",33,8.11781635657085,6.59012842956059e-05,0.00942045326375246,0.414625000000001,"Non-significant",2.02592820068793,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN",-0.414625000000001
-0.314799999999998,14.416125,-6.71142948591126,0.000205361671870922,0.0162739058209085,1.13437346153176,"PGDH_HUMAN",12,8.1158483637793,6.60076065942939e-05,0.00942045326375246,0.314799999999998,"Non-significant",2.02592820068793,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN",-0.314799999999998
0.616200000000001,8.039235,7.79270676872443,7.62403147594513e-05,0.00933712824546431,2.15220024995403,"TSN14_HUMAN",4,-8.10803744169778,6.64315026640963e-05,0.00942045326375246,-0.616200000000001,"Up in B1",2.02592820068793,"TSPAN14","Tetraspanin-14","TSN14_HUMAN",0.616200000000001
3.62189,6.8315375,8.27285638622828,5.08391927660188e-05,0.00763942019455279,2.56296212252206,"PLA1A_HUMAN",5,-8.06298538123602,6.89369858651796e-05,0.00960720097841805,-3.62189,"Up in B1",2.0174031239538,"PLA1A","Phospholipase A1 member A","PLA1A_HUMAN",3.62189
0.531850000000002,14.06555,7.95362278077887,6.6411720899755e-05,0.00881533675605353,2.29250700939182,"VIME_HUMAN",46,-8.01990449816866,7.14325543874788e-05,0.0097862599510846,-0.531850000000002,"Up in B1",2.00938325231794,"VIM","Vimentin","VIME_HUMAN",0.531850000000002
0.585425000000004,14.2764375,7.61327413240596,8.91679669667109e-05,0.0104455750288685,1.99249435759243,"VNN1_HUMAN",18,-7.98168479306534,7.37317299012721e-05,0.00993289287986638,-0.585425000000004,"Up in B1",2.00292424810159,"VNN1","Pantetheinase","VNN1_HUMAN",0.585425000000004
-0.275600000000004,14.3911,-6.13798260200907,0.000365118924943071,0.0233495752567075,0.536466295541437,"DHRS6_HUMAN",14,7.93513020820898,7.66453846023013e-05,0.0100624808521743,0.275600000000004,"Non-significant",1.99729493303928,"BDH2","Dehydrogenase/reductase SDR family member 6","DHRS6_HUMAN",-0.275600000000004
-0.387775000000001,12.2532375,-6.99128792048429,0.000157133233908889,0.0144330446555176,1.41096727773031,"ACMSD_HUMAN",17,7.88558133596523,7.98893541603342e-05,0.0100624808521743,0.387775000000001,"Non-significant",1.99729493303928,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN",-0.387775000000001
3.40698,7.340205,7.95158895050906,6.65267279622993e-05,0.00881533675605353,2.29075057875126,"MIME_HUMAN",7,-7.87321043224235,8.07231455861978e-05,0.0100624808521743,-3.40698,"Up in B1",1.99729493303928,"OGN","Mimecan","MIME_HUMAN",3.40698
0.783222499999999,10.50458875,7.61977999290257,8.86584525103095e-05,0.0104455750288685,1.99834595719557,"TRFL_HUMAN",33,-7.8640470430025,8.13470539019979e-05,0.0100624808521743,-0.783222499999999,"Up in B1",1.99729493303928,"LTF","Lactotransferrin","TRFL_HUMAN",0.783222499999999
-0.466664999999999,8.691695,-7.25318498705429,0.000123213213375841,0.0129774924040857,1.66125846707644,"TREX1_HUMAN",15,7.85820926910489,8.17473541196343e-05,0.0100624808521743,0.466664999999999,"Non-significant",1.99729493303928,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",-0.466664999999999
0.633362499999999,10.08016875,7.77261313432647,7.75781514494344e-05,0.00935916713680267,2.1344879020187,"CDHR2_HUMAN",30,-7.85218120476384,8.21630256394286e-05,0.0100624808521743,-0.633362499999999,"Up in B1",1.99729493303928,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN",0.633362499999999
0.35515,12.026175,6.69564368951548,0.00020853779164561,0.0163651550472958,1.11848266482583,"PAI1_HUMAN",22,-7.7278176622666,9.12912252232246e-05,0.0108456204138556,-0.35515,"Non-significant",1.96474559951819,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",0.35515
-0.447225000000003,13.4512625,-7.2495344045316,0.000123625747261487,0.0129774924040857,1.65782495102032,"S22A1_HUMAN",13,7.71861057782324,9.20110287782567e-05,0.0108456204138556,0.447225000000003,"Non-significant",1.96474559951819,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN",-0.447225000000003
-0.384600000000002,18.762175,-6.88052148954141,0.000174522208530733,0.0152768344427853,1.30264282844783,"ADH1G_HUMAN",33,7.71135280110717,9.2582928189538e-05,0.0108456204138556,0.384600000000002,"Non-significant",1.96474559951819,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN",-0.384600000000002
0.2684,13.47815,6.18641766618186,0.000347286971818298,0.0233495752567075,0.588648465280068,"EHD3_HUMAN",25,-7.66028619017629,9.67215437452852e-05,0.011168574829902,-0.2684,"Non-significant",1.95200224165591,"EHD3","EH domain-containing protein 3","EHD3_HUMAN",0.2684
-0.430400000000001,12.117075,-6.77287033697622,0.000193503107989729,0.0160284049998981,1.19592585919474,"PALMD_HUMAN",22,7.56386986678905,0.000105114042336874,0.0118794307101015,0.430400000000001,"Non-significant",1.92520437125597,"PALMD","Palmdelphin","PALMD_HUMAN",-0.430400000000001
2.392275,14.9360625,7.57305821364886,9.23911950782987e-05,0.0106286850096369,1.95621972199374,"FIBA_HUMAN",43,-7.51832677295208,0.000109360120208346,0.0118794307101015,-2.392275,"Up in B1",1.92520437125597,"FGA","Fibrinogen alpha chain","FIBA_HUMAN",2.392275
-0.195950000000003,16.9896,-5.38693608404918,0.000823810528016967,0.0358750268698852,-0.314701740969953,"DCXR_HUMAN",22,7.50941243446609,0.000110213549153617,0.0118794307101015,0.195950000000003,"Non-significant",1.92520437125597,"DCXR","L-xylulose reductase","DCXR_HUMAN",-0.195950000000003
-0.288049999999997,13.020075,-6.17141091074545,0.000352706206702051,0.0233495752567075,0.572514716352895,"KFA_HUMAN",16,7.49967307290195,0.000111154513190597,0.0118794307101015,0.288049999999997,"Non-significant",1.92520437125597,"AFMID","Kynurenine formamidase","KFA_HUMAN",-0.288049999999997
-0.278157500000001,7.70395875,-6.07355221137399,0.000390436590788855,0.0239083254798963,0.466556635901386,"KAP1_HUMAN",10,7.49020148290219,0.00011207825736011,0.0118794307101015,0.278157500000001,"Non-significant",1.92520437125597,"PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit","KAP1_HUMAN",-0.278157500000001
0.419025,11.1616625,6.74923073575074,0.000197972925573414,0.0161081771029613,1.17229915274709,"IGSF8_HUMAN",21,-7.48952440035972,0.000112144620829736,0.0118794307101015,-0.419025,"Non-significant",1.92520437125597,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN",0.419025
-0.721557499999999,8.49460875,-8.40333891933355,4.56903974845925e-05,0.00710222082438387,2.67057990170383,"CDO1_HUMAN",7,7.46274892265928,0.000114804659917992,0.0118794307101015,0.721557499999999,"Up in C",1.92520437125597,"CDO1","Cysteine dioxygenase type 1","CDO1_HUMAN",-0.721557499999999
-0.394499999999994,17.3031,-7.07751998950388,0.000144931425477104,0.0139461989539456,1.49427419927327,"DOPD_HUMAN",14,7.45270409034605,0.000115820768593481,0.0118794307101015,0.394499999999994,"Non-significant",1.92520437125597,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN",-0.394499999999994
0.295775000000003,14.6437625,6.76844209797745,0.000194331769143884,0.0160284049998981,1.19150533431756,"THRB_HUMAN",42,-7.44991402631441,0.000116104791055056,0.0118794307101015,-0.295775000000003,"Non-significant",1.92520437125597,"F2","Prothrombin","THRB_HUMAN",0.295775000000003
-0.403325000000002,11.6102125,-8.69109305786281,3.62774356711342e-05,0.00677171654915082,2.90213221706445,"ACO12_HUMAN",27,7.42683130976791,0.000118484754176557,0.0119714033501139,0.403325000000002,"Non-significant",1.92185493635326,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",-0.403325000000002
0.481900000000003,10.557625,6.78447667715207,0.000191349836603314,0.0160284049998981,1.20750040963092,"EPHA2_HUMAN",25,-7.30724023128002,0.000131725328981162,0.0131287237459687,-0.481900000000003,"Non-significant",1.88177748998234,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN",0.481900000000003
-0.284775,12.5553875,-6.05584314704205,0.00039773272076025,0.0239915938948142,0.447242045204824,"OXDA_HUMAN",13,7.29486530190388,0.000133187597076511,0.0131287237459687,0.284775,"Non-significant",1.88177748998234,"DAO","D-amino-acid oxidase","OXDA_HUMAN",-0.284775
-0.404895,9.3259525,-7.8885947874475,7.02017466905426e-05,0.00899112449759084,2.23613496697689,"IGHA1_HUMAN",12,7.26751863955273,0.000136483951846241,0.0132915636478694,0.404895,"Non-significant",1.87642392472353,"IGHA1","Immunoglobulin heavy constant alpha 1","IGHA1_HUMAN",-0.404895
0.360244999999999,9.9429275,6.44857834115457,0.000266107779108943,0.0193779205273656,0.865642794029529,"MTAP2_HUMAN",13,-7.22846126803819,0.000141351621994732,0.0136017281021835,-0.360244999999999,"Non-significant",1.86640591092651,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN",0.360244999999999
0.221324999999993,15.9166375,5.59412856098221,0.00065343173690572,0.0314386233893389,-0.0718207267386086,"APOE_HUMAN",29,-7.20824960541904,0.00014394674354109,0.013610091717961,-0.221324999999993,"Non-significant",1.86613894809056,"APOE","Apolipoprotein E","APOE_HUMAN",0.221324999999993
-0.21945,12.4088,-5.79631627135889,0.000524020252017297,0.0276847910986065,0.159192399280468,"CLMN_HUMAN",42,7.20164632462728,0.000144806122447686,0.013610091717961,0.21945,"Non-significant",1.86613894809056,"CLMN","Calmin","CLMN_HUMAN",-0.21945
-0.440799999999998,13.707075,-7.99906981921548,6.38990268973094e-05,0.00875416668493139,2.33164363654458,"NDRG2_HUMAN",12,7.10109179142144,0.00015862907269134,0.0145874739010657,0.440799999999998,"Non-significant",1.83601990795657,"NDRG2","Protein NDRG2","NDRG2_HUMAN",-0.440799999999998
0.560200000000002,12.300525,7.14182656480568,0.000136520136828144,0.0134572227558767,1.55582342331983,"RIR2B_HUMAN",23,-7.0813416065499,0.000161514344119629,0.0145874739010657,-0.560200000000002,"Up in B1",1.83601990795657,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN",0.560200000000002
3.24346,7.11005,7.16487267594548,0.00013363957446804,0.0133359096348786,1.57776263162967,"COL10_HUMAN",4,-7.06874582468666,0.000163385116279978,0.0145874739010657,-3.24346,"Up in B1",1.83601990795657,"COLEC10","Collectin-10","COL10_HUMAN",3.24346
