"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_BM2"
0.536775,14.0680125,18.7501054889676,2.25022132032751e-07,0.000151887131448183,7.92064019814675,"VIME_HUMAN",46,-23.3661456254382,2.35872553653319e-08,1.75789381349991e-05,-0.536775,"Up in BM2",4.75500736225647,"VIM","Vimentin","VIME_HUMAN",0.536775
0.611574999999997,13.4568625,18.3768079888488,2.59382756803435e-07,0.000151887131448183,7.78734091201654,"APOB_HUMAN",239,-22.7689342610187,2.86454779577847e-08,1.95696356914932e-05,-0.611574999999997,"Up in BM2",4.70841725909657,"APOB","Apolipoprotein B-100","APOB_HUMAN",0.611574999999997
0.462999999999999,10.259575,17.4730347627483,3.70255930329811e-07,0.000189709882302737,7.44964368925522,"ITA2_HUMAN",32,-21.3522008777916,4.63628402073537e-08,2.92371203092219e-05,-0.462999999999999,"Non-significant",4.53406540515476,"ITGA2","Integrin alpha-2","ITA2_HUMAN",0.462999999999999
0.438375000000001,10.7325625,15.8483203551884,7.35662651009358e-07,0.000301548120648736,6.78372764109362,"AKA12_HUMAN",66,-20.8456869476319,5.54905125486511e-08,3.24936587052744e-05,-0.438375000000001,"Non-significant",4.48820138542165,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN",0.438375000000001
4.83415,7.3827675,19.1505608203262,1.93786311152357e-07,0.000144423652620638,8.05983217806435,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-19.6262461695821,8.7081397362825e-08,4.66850072930858e-05,-4.83415,"Up in BM2",4.33082256901207,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",4.83415
1.0089725,9.52144875,17.9791534371962,3.0270943716639e-07,0.000165440797726004,7.64143377955782,"PTPRF_HUMAN",57,-19.373644113575,9.59249391580816e-08,4.66850072930858e-05,-1.0089725,"Up in BM2",4.33082256901207,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN",1.0089725
0.343000000000002,13.488575,15.2754079869625,9.52379688433579e-07,0.000358997551152546,6.52880947524277,"MUC18_HUMAN",27,-19.1798615191627,1.03398920860347e-07,4.66850072930858e-05,-0.343000000000002,"Non-significant",4.33082256901207,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN",0.343000000000002
0.384875000000001,13.2892875,13.9257010287197,1.81775192482711e-06,0.000503132599077614,5.88102447101528,"FAT1_HUMAN",153,-19.1792739181102,1.03422562221326e-07,4.66850072930858e-05,-0.384875000000001,"Non-significant",4.33082256901207,"FAT1","Protocadherin Fat 1","FAT1_HUMAN",0.384875000000001
5.8643425,8.78152875,18.5444387221042,2.43264825226374e-07,0.000151887131448183,7.84763115968274,"TSP4_HUMAN",21,-19.0635697742435,1.08198967866386e-07,4.66850072930858e-05,-5.8643425,"Up in BM2",4.33082256901207,"THBS4","Thrombospondin-4","TSP4_HUMAN",5.8643425
1.1026125,8.66655875,17.1372595714958,4.2450994207855e-07,0.000204713676774115,7.31848372499408,"LAMA5_HUMAN",58,-18.2539694888088,1.49525485639684e-07,6.12904965637064e-05,-1.1026125,"Up in BM2",4.21260686006404,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN",1.1026125
-0.739905000000002,8.5799875,-16.1920730721001,6.32751444595016e-07,0.000273015596988944,6.93141841027995,"C163A_HUMAN",29,17.4254470862585,2.11263991829426e-07,8.24734383341729e-05,0.739905000000002,"Up in C",4.08368589923545,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN",-0.739905000000002
-0.399974999999998,17.6625625,-14.1105747792519,1.65808821590957e-06,0.000503132599077614,5.97394310006546,"SCP2_HUMAN",39,17.3112989011663,2.2184016931249e-07,8.26657140010815e-05,0.399974999999998,"Non-significant",4.08267457881027,"SCP2","Sterol carrier protein 2","SCP2_HUMAN",-0.399974999999998
4.1629925,7.63667125,16.6489456341169,5.20319870639455e-07,0.000236976794416792,7.12189910794781,"FMOD_HUMAN",7,-16.8870988947195,2.6672726233023e-07,9.50708737644882e-05,-4.1629925,"Up in BM2",4.02195251461689,"FMOD","Fibromodulin","FMOD_HUMAN",4.1629925
0.519124999999999,10.5762375,14.7176559247263,1.23556830407515e-06,0.000405167558272323,6.26950983354471,"EPHA2_HUMAN",25,-16.0865840419594,3.82339600707946e-07,0.000130600835275156,-0.519124999999999,"Up in BM2",3.88405404546346,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN",0.519124999999999
2.8729075,7.43249375,15.1763879212909,9.96766854843516e-07,0.000358997551152546,6.48359674019825,"MATN3_HUMAN",18,-15.5978067770127,4.80405038276371e-07,0.000156005057668832,-2.8729075,"Up in BM2",3.80686132163234,"MATN3","Matrilin-3","MATN3_HUMAN",2.8729075
0.464174999999999,12.0806875,14.3643551845135,1.46416778060363e-06,0.000461663364053405,6.09925115970947,"PAI1_HUMAN",22,-15.5357633918979,4.94770858671581e-07,0.000156005057668832,-0.464174999999999,"Non-significant",3.80686132163234,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",0.464174999999999
0.309699999999999,14.816675,12.8489079684598,3.17992978987588e-06,0.000761088423818314,5.31068851944008,"APOA1_HUMAN",25,-15.2333259628364,5.72113384012922e-07,0.000173710574893997,-0.309699999999999,"Non-significant",3.76017374241464,"APOA1","Apolipoprotein A-I","APOA1_HUMAN",0.309699999999999
0.560674999999996,11.2324875,14.0376140791805,1.71911914553554e-06,0.000503132599077614,5.93743933469167,"IGSF8_HUMAN",21,-14.8215234751542,7.00318821762369e-07,0.000205043346457425,-0.560674999999996,"Up in BM2",3.68815431876229,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN",0.560674999999996
0.5055475,10.06267625,15.1538607050069,1.00719000689297e-06,0.000358997551152546,6.47326205385824,"SIL1_HUMAN",14,-14.5347701494087,8.08741116056591e-07,0.000228622747221791,-0.5055475,"Up in BM2",3.64088056089864,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN",0.5055475
0.420724999999999,14.1940875,13.9001318807889,1.84117808884221e-06,0.000503132599077614,5.86806279724706,"VNN1_HUMAN",18,-14.397450639971,8.67274883097686e-07,0.000232814599379812,-0.420724999999999,"Non-significant",3.63298978935166,"VNN1","Pantetheinase","VNN1_HUMAN",0.420724999999999
-0.396775000000002,11.4769375,-13.8171556270465,1.91959220804676e-06,0.000507639255534429,5.82581284104839,"APOL3_HUMAN",18,14.3242757371784,9.00407635990617e-07,0.000232814599379812,0.396775000000002,"Non-significant",3.63298978935166,"APOL3","Apolipoprotein L3","APOL3_HUMAN",-0.396775000000002
0.633320000000001,10.079465,14.8070660463634,1.18433291935055e-06,0.000404548386368159,6.31184507656681,"MTAP2_HUMAN",13,-14.3062939659589,9.08766428415952e-07,0.000232814599379812,-0.633320000000001,"Up in BM2",3.63298978935166,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN",0.633320000000001
0.370424999999999,10.9910625,11.8660011028825,5.51026495259249e-06,0.00102666254730348,4.74232671659908,"MX1_HUMAN",43,-14.1772105769845,9.71404164315116e-07,0.000241320343607737,-0.370424999999999,"Non-significant",3.61740606497822,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",0.370424999999999
-0.287575,13.3774625,-11.5991901561015,6.44333517816957e-06,0.00112388216575817,4.57934738963084,"ANT3_HUMAN",28,14.1068225043344,1.00760169099987e-06,0.000242950548906381,0.287575,"Non-significant",3.61448211538367,"SERPINC1","Antithrombin-III","ANT3_HUMAN",-0.287575
-0.283275,10.8269125,-11.1171249243712,8.62069982697853e-06,0.00135908648426096,4.27470103118657,"IFIT1_HUMAN",34,14.0031887791323,1.0636966125854e-06,0.000243534870284,0.283275,"Non-significant",3.6134388459989,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN",-0.283275
0.539675000000001,13.4211875,12.596547280635,3.64811947747312e-06,0.000808304958819584,5.16936125913782,"ITIH2_HUMAN",47,-13.9929300572426,1.06943831790973e-06,0.000243534870284,-0.539675000000001,"Up in BM2",3.6134388459989,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN",0.539675000000001
-0.239000000000001,16.484975,-9.3543476271158,2.77920305175663e-05,0.00267390505869244,3.03464317375126,"FAS_HUMAN",149,13.8415026700887,1.15838608958412e-06,0.000256660788173259,0.239000000000001,"Non-significant",3.59064047640362,"FASN","Fatty acid synthase","FAS_HUMAN",-0.239000000000001
-0.319549999999998,14.72245,-12.3166134658134,4.26130079493629e-06,0.00090977548010711,5.00894906297226,"PUR6_HUMAN",21,13.5319784040821,1.36738397710644e-06,0.000294995101166278,0.319549999999998,"Non-significant",3.5301851960697,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN",-0.319549999999998
0.551925000000001,13.2440625,13.7033262073442,2.03340285689729e-06,0.000520932394401373,5.76738340995058,"SDCB1_HUMAN",13,-13.1429660354635,1.69289085175804e-06,0.000354747530532173,-0.551925000000001,"Up in BM2",3.45008061906988,"SDCBP","Syntenin-1","SDCB1_HUMAN",0.551925000000001
-0.45674,8.9795125,-11.9582793988315,5.22396009916087e-06,0.000995954067277229,4.79779525137763,"MDR3_HUMAN",28,13.103118404669,1.73089792892009e-06,0.000354747530532173,0.45674,"Non-significant",3.45008061906988,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN",-0.45674
-0.430225,10.6006875,-12.7569408855773,3.34217897748955e-06,0.000761088423818314,5.25953885744714,"T23O_HUMAN",17,13.0039165667366,1.82976346611996e-06,0.000365863436469547,0.430225,"Non-significant",3.43668099071279,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",-0.430225
0.57025,12.1031,12.1034205795204,4.80708136537093e-06,0.000938296500793116,4.88412599565174,"MA1A1_HUMAN",24,-12.8227612572275,2.02716519431564e-06,0.000390150603155765,-0.57025,"Up in BM2",3.40876771734766,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN",0.57025
-0.31025,11.4568,-10.1289123136449,1.62527235241879e-05,0.00192696445853484,3.60569008785376,"CGNL1_HUMAN",84,12.7662947998633,2.09351716275855e-06,0.000390150603155765,0.31025,"Non-significant",3.40876771734766,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",-0.31025
-0.474625000000001,11.9718125,-12.2493938987088,4.42541827802627e-06,0.00090977548010711,4.96984412699734,"KNG1_HUMAN",19,12.7658898366584,2.09400177346348e-06,0.000390150603155765,0.474625000000001,"Non-significant",3.40876771734766,"KNG1","Kininogen-1","KNG1_HUMAN",-0.474625000000001
0.347474999999999,11.0827625,11.5159653079083,6.77007755288965e-06,0.00115627282872061,4.52770375901101,"5NTD_HUMAN",22,-12.5549687254735,2.36447329433475e-06,0.000430389919470576,-0.347474999999999,"Non-significant",3.36613790920406,"NT5E","5'-nucleotidase","5NTD_HUMAN",0.347474999999999
-0.37495,14.2401,-11.7872105865835,5.7688438573408e-06,0.00105095515427733,4.6946031713952,"GLNA_HUMAN",20,12.5186057574819,2.41497149251604e-06,0.000430389919470576,0.37495,"Non-significant",3.36613790920406,"GLUL","Glutamine synthetase","GLNA_HUMAN",-0.37495
3.9797675,7.94929125,12.243953294993,4.43901185707299e-06,0.00090977548010711,4.96666898276374,"COMP_HUMAN",5,-12.3999592714308,2.58837967969834e-06,0.000451479502429085,-3.9797675,"Up in BM2",3.3453619622586,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN",3.9797675
0.266400000000003,11.56055,9.62126189764902,2.30031800182476e-05,0.00235725087236993,3.23641136543987,"MDR1_HUMAN",52,-12.3620568091005,2.64669806443874e-06,0.000452033973588933,-0.266400000000003,"Non-significant",3.34482892362283,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN",0.266400000000003
0.27275,14.1007,9.9360533335542,1.85114225724754e-05,0.0020788581130021,3.46756780288946,"PLOD2_HUMAN",38,-12.3177911423191,2.7166880305433e-06,0.000454518540293754,-0.27275,"Non-significant",3.34244839674775,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN",0.27275
0.380024999999996,10.3977875,10.5481409572941,1.23393756437966e-05,0.00164627313132481,3.89718317524654,"TRFM_HUMAN",39,-12.0044020582011,3.27621561735289e-06,0.00053716831262118,-0.380024999999996,"Non-significant",3.26988961413373,"MELTF","Melanotransferrin","TRFM_HUMAN",0.380024999999996
0.410374999999998,10.5358875,12.1328354669619,4.72726528630221e-06,0.000938296500793116,4.90148760566088,"TAGL_HUMAN",15,-11.928793581277,3.42992407398665e-06,0.00053819427034081,-0.410374999999998,"Non-significant",3.2690609300814,"TAGLN","Transgelin","TAGL_HUMAN",0.410374999999998
0.471047500000001,9.62365625,11.3211354392374,7.61100228418141e-06,0.00127336728011672,4.40526806046758,"DREB_HUMAN",21,-11.9272438554504,3.43315836791881e-06,0.00053819427034081,-0.471047500000001,"Non-significant",3.2690609300814,"DBN1","Drebrin","DREB_HUMAN",0.471047500000001
0.5307,11.1648,11.6370043040483,6.30080450935923e-06,0.00112291294277667,4.60268422794975,"FSTL1_HUMAN",17,-11.9052548968738,3.47942136229116e-06,0.00053819427034081,-0.5307,"Up in BM2",3.2690609300814,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN",0.5307
-0.328025000000002,11.9573125,-10.9811882608924,9.37757832184452e-06,0.00144563726486346,4.18632583859393,"VTDB_HUMAN",21,11.8580136765935,3.58120512911025e-06,0.000543679993489737,0.328025000000002,"Non-significant",3.26465664801148,"GC","Vitamin D-binding protein","VTDB_HUMAN",-0.328025000000002
0.421174999999998,10.9524875,10.9105849087798,9.80018487740498e-06,0.00145290801219671,4.13998259618653,"PRS23_HUMAN",19,-11.3718500141717,4.84831881390174e-06,0.000713108642782636,-0.421174999999998,"Non-significant",3.14684429992846,"PRSS23","Serine protease 23","PRS23_HUMAN",0.421174999999998
0.435087499999998,9.98103125,10.4091040138554,1.3504972643182e-05,0.00172479732322766,3.80180736958954,"CDHR2_HUMAN",30,-11.3374518048319,4.95554136536418e-06,0.000713108642782636,-0.435087499999998,"Non-significant",3.14684429992846,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN",0.435087499999998
1.0323625,8.23953125,12.789665126457,3.28339450597432e-06,0.000761088423818314,5.27778533200897,"GTR1_HUMAN",6,-11.3366146093885,4.95818402520252e-06,0.000713108642782636,-1.0323625,"Up in BM2",3.14684429992846,"SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1","GTR1_HUMAN",1.0323625
-0.381065,9.836865,-10.2425189270494,1.50688156065289e-05,0.00187172955064127,3.68584782791638,"ANO1_HUMAN",29,11.3046281844883,5.06034825996622e-06,0.000715254052331087,0.381065,"Non-significant",3.14553967298436,"ANO1","Anoctamin-1","ANO1_HUMAN",-0.381065
0.409899999999997,12.9548,13.2033135937778,2.63300433136643e-06,0.000654102106319454,5.5041021124882,"JUPI1_HUMAN",11,-11.1315282089047,5.65601102321359e-06,0.000785897938445847,-0.409899999999997,"Non-significant",3.10463385045907,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN",0.409899999999997
5.3435375,8.27695625,10.6890510752377,1.12728075768558e-05,0.00157417633998193,3.99256553293625,"GPC3_HUMAN",10,-10.9697379884055,6.28486209010952e-06,0.000840955833173565,-5.3435375,"Up in BM2",3.07522681265952,"GPC3","Glypican-3","GPC3_HUMAN",5.3435375
0.223624999999998,12.1020875,8.53058462299912,5.13774643721074e-05,0.00397351370681638,2.37602243993863,"PLOD1_HUMAN",41,-10.9539085749561,6.35049768802148e-06,0.000840955833173565,-0.223624999999998,"Non-significant",3.07522681265952,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN",0.223624999999998
-0.502475,11.1718375,-10.148638200448,1.60398205787915e-05,0.00192696445853484,3.61967157204217,"PCKGC_HUMAN",35,10.9360134692992,6.42562829529133e-06,0.000840955833173565,0.502475,"Up in C",3.07522681265952,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN",-0.502475
0.421050000000005,13.5592,11.2400183146159,7.99551726581489e-06,0.00131094501090301,4.35364610621772,"IL18_HUMAN",14,-10.9272985440409,6.46257837154606e-06,0.000840955833173565,-0.421050000000005,"Non-significant",3.07522681265952,"IL18","Interleukin-18","IL18_HUMAN",0.421050000000005
-0.181974999999991,16.4647375,-7.46756559197964,0.000122743826053397,0.00774041450758267,1.43615588661457,"ANXA6_HUMAN",65,10.8522614484218,6.79079739345019e-06,0.00086985870361726,0.181974999999991,"Non-significant",3.0605512867181,"ANXA6","Annexin A6","ANXA6_HUMAN",-0.181974999999991
0.332725,12.8927875,9.16964621323117,3.17651764867771e-05,0.00292596535773706,2.89179873120623,"CO4B_HUMAN",83,-10.7968933793157,7.04500625255552e-06,0.000888537865514618,-0.332725,"Non-significant",3.05132405977354,"C4B_2","Complement C4-B","CO4B_HUMAN",0.332725
0.203447499999999,9.70572625,7.96406952655382,8.07595314545004e-05,0.0056857169926618,1.88870990505757,"PLCG1_HUMAN",51,-10.7477778521906,7.27948671076468e-06,0.000904200485679529,-0.203447499999999,"Non-significant",3.04373526402603,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","PLCG1_HUMAN",0.203447499999999
0.327300000000003,11.726825,9.34146204753648,2.8050236038979e-05,0.00267390505869244,3.02476451100918,"FPRP_HUMAN",40,-10.7213080136423,7.40948473094305e-06,0.000906611280959271,-0.327300000000003,"Non-significant",3.04257888131982,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN",0.327300000000003
-1.11195,8.0632,-10.4873506251989,1.2834401680375e-05,0.00167010198374149,3.85563822590952,"HXK4_HUMAN",13,10.663247396382,7.70387073769665e-06,0.00092180606086487,1.11195,"Up in C",3.03536044072059,"GCK","Hexokinase-4","HXK4_HUMAN",-1.11195
0.437474999999999,10.4435875,10.0832221254275,1.6758241645905e-05,0.00193498683117084,3.57320220669794,"CCN1_HUMAN",22,-10.6527373815726,7.75855308607905e-06,0.00092180606086487,-0.437474999999999,"Non-significant",3.03536044072059,"CCN1","CCN family member 1","CCN1_HUMAN",0.437474999999999
0.328764999999999,8.6757575,10.1105567436702,1.64537096971748e-05,0.00192696445853484,3.59265576725802,"SPART_HUMAN",19,-10.6007728124726,8.03540936495648e-06,0.00094106122819876,-0.328764999999999,"Non-significant",3.02638211918295,"SPART","Spartin","SPART_HUMAN",0.328764999999999
0.218249999999996,11.9342,9.84174766592281,1.97436114310596e-05,0.00212057450455073,3.39907114250359,"BIEA_HUMAN",19,-10.5720846083878,8.19300002999259e-06,0.000946003017547595,-0.218249999999996,"Non-significant",3.02410747828935,"BLVRA","Biliverdin reductase A","BIEA_HUMAN",0.218249999999996
0.226275000000001,11.5829375,8.23756032122613,6.47097130613613e-05,0.00477919124033369,2.12767299953864,"ITA6_HUMAN",48,-10.5350219586504,8.40175979873848e-06,0.000956633705973029,-0.226275000000001,"Non-significant",3.01925432128947,"ITGA6","Integrin alpha-6","ITA6_HUMAN",0.226275000000001
0.700442499999998,9.02804375,10.956599428012,9.52237281076201e-06,0.00144563726486346,4.17022060773929,"LBP_HUMAN",10,-10.4752434619774,8.75118568507063e-06,0.000977641158147627,-0.700442499999998,"Up in BM2",3.00982052316112,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN",0.700442499999998
0.245599999999998,13.46675,9.1130466250168,3.31082141351384e-05,0.00295022977695505,2.84748392075749,"EHD3_HUMAN",25,-10.462997150383,8.82476771199371e-06,0.000977641158147627,-0.245599999999998,"Non-significant",3.00982052316112,"EHD3","EH domain-containing protein 3","EHD3_HUMAN",0.245599999999998
0.18145,10.389525,7.47577347826879,0.000121875404138073,0.00774041450758267,1.44384179155278,"E41L2_HUMAN",47,-10.3556017086881,9.50068844035157e-06,0.00103848858445336,-0.18145,"Non-significant",2.98359827306837,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN",0.18145
3.25536,6.651175,10.0432992764634,1.72145339404336e-05,0.00196006596171771,3.54469654505026,"RELN_HUMAN",51,-10.3335922966199,9.64628100823838e-06,0.00104052910138866,-3.25536,"Up in BM2",2.98274576898837,"RELN","Reelin","RELN_HUMAN",3.25536
0.259300000000001,12.92035,8.77095360233707,4.27284081690101e-05,0.00361121123886129,2.57406267309261,"P4HA2_HUMAN",32,-10.3066100278348,9.82820018574044e-06,0.00104638422237273,-0.259300000000001,"Non-significant",2.98030881736472,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN",0.259300000000001
-0.363750000000001,12.865375,-9.82897110778096,1.99175697548678e-05,0.00212057450455073,3.38974213701932,"PAHX_HUMAN",19,10.2575413742122,1.01689929797684e-05,0.00106878723651463,0.363750000000001,"Non-significant",2.97110874119372,"PHYH","Phytanoyl-CoA dioxygenase, peroxisomal","PAHX_HUMAN",-0.363750000000001
-0.174950000000003,15.48525,-7.30309160326659,0.00014169874625061,0.00835716778246401,1.28063979123769,"ACON_HUMAN",46,10.1851446713753,1.06963132961455e-05,0.00110997944812406,0.174950000000003,"Non-significant",2.95468506233852,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN",-0.174950000000003
0.115575000000002,14.0089375,5.29267211869357,0.00103541821163103,0.0259582828714103,-0.879714763270574,"EPIPL_HUMAN",162,-10.1519594538721,1.09482385526573e-05,0.00112192074568355,-0.115575000000002,"Non-significant",2.95003782126881,"EPPK1","Epiplakin","EPIPL_HUMAN",0.115575000000002
0.346462499999999,9.94829375,8.96851492035529,3.68382632666585e-05,0.00324731271247383,2.73314575801084,"FIL1L_HUMAN",39,-10.0593198881701,1.16875052081191e-05,0.00118108656529465,-0.346462499999999,"Non-significant",2.927718270505,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN",0.346462499999999
0.847472499999997,10.53671375,9.63998675529299,2.27039149355102e-05,0.00235603410938371,3.25036430177605,"TRFL_HUMAN",33,-10.0441591645348,1.18137470546671e-05,0.00118108656529465,-0.847472499999997,"Up in BM2",2.927718270505,"LTF","Lactotransferrin","TRFL_HUMAN",0.847472499999997
2.5575175,6.77632125,9.85951125109264,1.95045978902612e-05,0.00212057450455073,3.41202197617919,"ATS13_HUMAN",7,-10.0096325848399,1.21070009312375e-05,0.00119582161005163,-2.5575175,"Up in BM2",2.92233360257888,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN",2.5575175
0.478649999999998,13.4661,10.6812357769486,1.13291539471742e-05,0.00157417633998193,3.98730860644757,"MARCS_HUMAN",11,-9.88427796006948,1.32425294334941e-05,0.00127878094813823,-0.478649999999998,"Non-significant",2.89320384266941,"MARCKS","Myristoylated alanine-rich C-kinase substrate","MARCS_HUMAN",0.478649999999998
-0.175124999999998,17.5705375,-7.02327285790351,0.00018199529034241,0.00958204748847808,1.00932568388796,"ENPL_HUMAN",60,9.88256112327699,1.32588900453463e-05,0.00127878094813823,0.175124999999998,"Non-significant",2.89320384266941,"HSP90B1","Endoplasmin","ENPL_HUMAN",-0.175124999999998
0.541997499999999,9.66093125,11.1982644634921,8.20198280575645e-06,0.00131842853022728,4.32692418322035,"COTL1_HUMAN",9,-9.83501413419296,1.37211314093646e-05,0.00130797482899967,-0.541997499999999,"Up in BM2",2.88340061360482,"COTL1","Coactosin-like protein","COTL1_HUMAN",0.541997499999999
-0.2026,17.365975,-7.70818804285727,9.99326802926011e-05,0.00677064556230367,1.65858226597009,"SBP1_HUMAN",39,9.80279677841702,1.40446188022539e-05,0.00132342281541239,0.2026,"Non-significant",2.87830138252128,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN",-0.2026
-0.181624999999997,16.9190125,-7.33224643952583,0.000138111615086878,0.00820463058320456,1.3084169683465,"ACS2B_HUMAN",41,9.74929800741062,1.46008752806794e-05,0.00136020426762511,0.181624999999997,"Non-significant",2.8663958668938,"ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial","ACS2B_HUMAN",-0.181624999999997
