"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_CM"
-0.538775000000001,12.0339285714286,-11.6884664201195,1.71096131906965e-05,0.00561058435749319,3.76147135498348,"HKDC1_HUMAN",55,14.2060157816169,2.9955222486501e-06,0.00136429396635742,0.538775000000001,"Up in DM",2.86509204154794,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN",-0.538775000000001
-0.628508333333336,10.9687857142857,-13.4486692624999,7.30759381355057e-06,0.00399384360556584,4.54299458462752,"FSTL1_HUMAN",17,13.7115008069297,3.7716423258651e-06,0.00162736440986537,0.628508333333336,"Up in DM",2.78851518617013,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN",-0.628508333333336
2.6554975,7.30403714285714,17.8290615843904,1.29593515780214e-06,0.00175307130492402,5.98423038548621,"GNAZ_HUMAN",1,-13.3213336837765,4.54880578407156e-06,0.00181495199867085,-2.6554975,"Up in CM",2.74113485657169,"GNAZ","Guanine nucleotide-binding protein G(z) subunit alpha","GNAZ_HUMAN",2.6554975
0.421166666666664,12.0691,10.402456097655,3.44548731346056e-05,0.00785211099137613,3.08941287152742,"PLMN_HUMAN",50,-13.2765624330757,4.649181748242e-06,0.00181495199867085,-0.421166666666664,"Non-significant",2.74113485657169,"PLG","Plasminogen","PLMN_HUMAN",0.421166666666664
-0.79487,10.2688885714286,-12.3542929957558,1.22389789464378e-05,0.00501675747014485,4.07420105052161,"CCN1_HUMAN",22,13.050288236951,5.1969201980315e-06,0.00189377028721039,0.79487,"Up in DM",2.72267270170407,"CCN1","CCN family member 1","CCN1_HUMAN",-0.79487
3.45069083333333,7.72918,12.7341446053518,1.01853145894505e-05,0.00439469521075341,4.24298539995455,"HMCN1_HUMAN",9,-13.0058041706824,5.31309058378129e-06,0.00189377028721039,-3.45069083333333,"Up in CM",2.72267270170407,"HMCN1","Hemicentin-1","HMCN1_HUMAN",3.45069083333333
-3.03958333333333,6.93590857142857,-13.2835070865332,7.87872381170759e-06,0.00403686111302368,4.47559281521038,"TESK1_HUMAN",4,12.804836504095,5.87635513829273e-06,0.00194947438490081,3.03958333333333,"Up in DM",2.71008246684651,"TESK1","Dual specificity testis-specific protein kinase 1","TESK1_HUMAN",-3.03958333333333
-0.740891666666672,12.0854,-12.0559444327255,1.41911448748189e-05,0.00536150741756004,3.9368123977918,"PAI1_HUMAN",22,12.7630373734744,6.00191874043086e-06,0.00194947438490081,0.740891666666672,"Up in DM",2.71008246684651,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN",-0.740891666666672
-0.900047499999998,8.61107714285714,-11.9984931554028,1.46070760885674e-05,0.00536150741756004,3.90985253320175,"BICC1_HUMAN",25,12.70456003707,6.1827682370604e-06,0.00194947438490081,0.900047499999998,"Up in DM",2.71008246684651,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN",-0.900047499999998
-0.473275000000003,10.9644571428571,-10.4426874374897,3.36692550298793e-05,0.00785211099137613,3.11192751137465,"MX1_HUMAN",43,12.4852248892659,6.91890664732895e-06,0.00210078506277047,0.473275000000003,"Non-significant",2.67761837921129,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN",-0.473275000000003
-0.552941666666671,13.4877,-12.8346617905701,9.71040159739608e-06,0.00439469521075341,4.28653985084295,"IL18_HUMAN",14,12.1512205634748,8.24106069920249e-06,0.00233778763975994,0.552941666666671,"Up in DM",2.63119494187784,"IL18","Interleukin-18","IL18_HUMAN",-0.552941666666671
0.44810833333333,17.2306285714286,10.1746757806002,3.93218425215264e-05,0.00785211099137613,2.95998425509521,"SBP1_HUMAN",39,-12.1446554405778,8.26980258026814e-06,0.00233778763975994,-0.44810833333333,"Non-significant",2.63119494187784,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN",0.44810833333333
0.224441666666664,12.6835857142857,6.7180452634454,0.000437106057954531,0.0234208853798121,0.493731759819459,"LRP1_HUMAN",189,-12.024598059092,8.81616496627512e-06,0.00240916401311745,-0.224441666666664,"Non-significant",2.61813363272595,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN",0.224441666666664
-0.7073825,10.4398814285714,-10.7541379363052,2.8238916595803e-05,0.00785211099137613,3.28281620875228,"ITA7_HUMAN",33,11.6900968078547,1.0569684128713e-05,0.00279517001571577,0.7073825,"Up in DM",2.55359177109005,"ITGA7","Integrin alpha-7","ITA7_HUMAN",-0.7073825
-0.651643333333332,10.2342657142857,-10.5159845211978,3.22903532052939e-05,0.00785211099137613,3.1526846779289,"ITA2_HUMAN",32,11.4863431494724,1.18323475168413e-05,0.00296419528539385,0.651643333333332,"Up in DM",2.52809318781311,"ITGA2","Integrin alpha-2","ITA2_HUMAN",-0.651643333333332
-0.398741666666671,14.1654142857143,-11.3645626420131,2.02679922417979e-05,0.00639065386147149,3.60105340104274,"RRAS_HUMAN",17,11.4713325015749,1.19319888287384e-05,0.00296419528539385,0.398741666666671,"Non-significant",2.52809318781311,"RRAS","Ras-related protein R-Ras","RRAS_HUMAN",-0.398741666666671
0.3811,11.2745714285714,9.66063566090427,5.35173307766864e-05,0.00895377709606683,2.65517614980241,"CFAB_HUMAN",28,-11.280998611999,1.32823139590903e-05,0.00320260028931241,-0.3811,"Non-significant",2.49449726145431,"CFB","Complement factor B","CFAB_HUMAN",0.3811
0.290733333333328,18.1205,8.2792905903905,0.000132466944700766,0.0126539525437642,1.73822374855239,"HYEP_HUMAN",42,-11.1895446394083,1.39926943579197e-05,0.00321301547499917,-0.290733333333328,"Non-significant",2.49308718273029,"EPHX1","Epoxide hydrolase 1","HYEP_HUMAN",0.290733333333328
0.318816666666667,15.3296142857143,8.5102589320953,0.000112850104254195,0.0120148721386479,1.90239617264681,"KPYR_HUMAN",45,-11.1750325921953,1.41093629055831e-05,0.00321301547499917,-0.318816666666667,"Non-significant",2.49308718273029,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN",0.318816666666667
-0.351466666666669,11.4510285714286,-8.96671944474948,8.3100572942297e-05,0.0104808999535531,2.21354925015415,"TFR1_HUMAN",34,10.9243984806848,1.63105241674983e-05,0.00355695113981467,0.351466666666669,"Non-significant",2.44892210047478,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN",-0.351466666666669
0.355791666666665,17.6580428571429,8.80249586922863,9.26247036246759e-05,0.0107186675015142,2.10357983858757,"SCP2_HUMAN",39,-10.8525439613788,1.70121748301597e-05,0.00355695113981467,-0.355791666666665,"Non-significant",2.44892210047478,"SCP2","Sterol carrier protein 2","SCP2_HUMAN",0.355791666666665
-0.578066666666668,13.3339428571429,-9.94615827716512,4.50169817753938e-05,0.00785211099137613,2.82670957666123,"MUC18_HUMAN",27,10.7957366681391,1.75913416056351e-05,0.00355695113981467,0.578066666666668,"Up in DM",2.44892210047478,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN",-0.578066666666668
0.463358333333336,12.0125428571429,10.0670662305795,4.18935054650681e-05,0.00785211099137613,2.89765986280006,"VTDB_HUMAN",21,-10.7774083509382,1.77829838150454e-05,0.00355695113981467,-0.463358333333336,"Non-significant",2.44892210047478,"GC","Vitamin D-binding protein","VTDB_HUMAN",0.463358333333336
-0.855121666666669,10.4392257142857,-10.6197467813535,3.04480096840418e-05,0.00785211099137613,3.2098099197044,"TAGL_HUMAN",15,10.7768276506762,1.77890945026106e-05,0.00355695113981467,0.855121666666669,"Up in DM",2.44892210047478,"TAGLN","Transgelin","TAGL_HUMAN",-0.855121666666669
0.487666666666668,12.2535,10.0042747410114,4.34833566204009e-05,0.00785211099137613,2.86093613144849,"HRG_HUMAN",21,-10.6675875522402,1.89824709528774e-05,0.0036970297642361,-0.487666666666668,"Non-significant",2.43214705297262,"HRG","Histidine-rich glycoprotein","HRG_HUMAN",0.487666666666668
-0.446566666666671,10.3098857142857,-9.6239069016951,5.47394766628872e-05,0.00897508459364699,2.63269464173987,"ADAM9_HUMAN",25,10.6319308137518,1.9391593054666e-05,0.0036970297642361,0.446566666666671,"Non-significant",2.43214705297262,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN",-0.446566666666671
-0.363033333333341,19.1314857142857,-8.45494554987569,0.000117225610819514,0.0121647538923845,1.86350289444098,"K2C8_HUMAN",55,10.590724064168,1.98769896519281e-05,0.00370344457196606,0.363033333333341,"Non-significant",2.43139415088262,"KRT8","Keratin, type II cytoskeletal 8","K2C8_HUMAN",-0.363033333333341
-0.330233333333325,18.9414285714286,-8.09802178011076,0.000150628260970031,0.0134222878633947,1.60605505880476,"K1C18_HUMAN",55,10.4129750893582,2.21361087141406e-05,0.00399565654889647,0.330233333333325,"Non-significant",2.39841184910708,"KRT18","Keratin, type I cytoskeletal 18","K1C18_HUMAN",-0.330233333333325
-0.354950000000002,11.7014714285714,-9.51788092492143,5.84515685995343e-05,0.00924765634314861,2.56725259677984,"GNA13_HUMAN",21,10.3921023774723,2.2420127012593e-05,0.00399565654889647,0.354950000000002,"Non-significant",2.39841184910708,"GNA13","Guanine nucleotide-binding protein subunit alpha-13","GNA13_HUMAN",-0.354950000000002
0.349191666666664,11.6764714285714,8.9182350356741,8.57901633282843e-05,0.0106561781661405,2.18130844981245,"ACO12_HUMAN",27,-10.3478700055467,2.30358577536302e-05,0.00401804174179277,-0.349191666666664,"Non-significant",2.39598555585654,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",0.349191666666664
-0.584017500000003,9.24429571428571,-13.8833485375725,6.01915889780056e-06,0.0035246474745835,4.71507227754459,"SYUG_HUMAN",9,10.2370095775654,2.46657144769125e-05,0.00413334591455347,0.584017500000003,"Up in DM",2.38369824763497,"SNCG","Gamma-synuclein","SYUG_HUMAN",-0.584017500000003
-0.406717500000005,10.18879,-8.82193201075252,9.14344855560756e-05,0.0107186675015142,2.11670880236515,"ADA10_HUMAN",33,10.1703079033154,2.57096282969221e-05,0.00413334591455347,0.406717500000005,"Non-significant",2.38369824763497,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN",-0.406717500000005
0.484708333333332,15.6866428571429,10.0896400677417,4.13383702666138e-05,0.00785211099137613,2.91079769711559,"DHI1_HUMAN",16,-10.1233644925982,2.64745543486769e-05,0.00413334591455347,-0.484708333333332,"Non-significant",2.38369824763497,"HSD11B1","11-beta-hydroxysteroid dehydrogenase 1","DHI1_HUMAN",0.484708333333332
-0.679015833333334,8.05202428571429,-9.24631462760078,6.93561232191043e-05,0.00963697454491893,2.39586696089513,"MAP1B_HUMAN",55,10.1217327096105,2.65016068724474e-05,0.00413334591455347,0.679015833333334,"Up in DM",2.38369824763497,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN",-0.679015833333334
-0.510483333333335,10.9422285714286,-9.51146250189768,5.86854193121124e-05,0.00924765634314861,2.56326483011366,"AT2B4_HUMAN",21,10.0846350130598,2.71252215121496e-05,0.00413334591455347,0.510483333333335,"Up in DM",2.38369824763497,"ATP2B4","Plasma membrane calcium-transporting ATPase 4","AT2B4_HUMAN",-0.510483333333335
0.366624999999996,10.5015,8.63877185354388,0.000103388679313993,0.0114121256203632,1.99174986681884,"F261_HUMAN",31,-10.0825160988802,2.7161342871939e-05,0.00413334591455347,-0.366624999999996,"Non-significant",2.38369824763497,"PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1","F261_HUMAN",0.366624999999996
0.636228333333332,9.85640571428571,9.37053431331917,6.41014450835175e-05,0.00924765634314861,2.47494369191989,"ANO1_HUMAN",29,-10.0787174909899,2.72262355923259e-05,0.00413334591455347,-0.636228333333332,"Up in CM",2.38369824763497,"ANO1","Anoctamin-1","ANO1_HUMAN",0.636228333333332
0.467374999999999,10.6710714285714,10.2448959063209,3.77416853899003e-05,0.00785211099137613,3.0002426038905,"SO1B1_HUMAN",15,-10.030093710419,2.80727052827233e-05,0.00418436432559574,-0.467374999999999,"Non-significant",2.37837050920114,"SLCO1B1","Solute carrier organic anion transporter family member 1B1","SO1B1_HUMAN",0.467374999999999
-0.468883333333338,16.0487,-10.4927438198455,3.27204048605489e-05,0.00785211099137613,3.13979804975531,"FRIH_HUMAN",14,9.99060853173442,2.87822120851752e-05,0.0041849300124766,0.468883333333338,"Non-significant",2.37831180062159,"FTH1","Ferritin heavy chain","FRIH_HUMAN",-0.468883333333338
-0.604108333333334,9.94722857142857,-9.20121468203206,7.13851867643848e-05,0.00968484959386006,2.36686766376884,"CDHR2_HUMAN",30,9.94718209082943,2.95862651168078e-05,0.0041849300124766,0.604108333333334,"Up in DM",2.37831180062159,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN",-0.604108333333334
-0.255741666666669,17.4259285714286,-6.75700616627982,0.000423166261042718,0.0229742848213788,0.527940546960884,"MYH9_HUMAN",143,9.94602982273578,2.96079459287196e-05,0.0041849300124766,0.255741666666669,"Non-significant",2.37831180062159,"MYH9","Myosin-9","MYH9_HUMAN",-0.255741666666669
-0.314916666666674,15.3284142857143,-8.01861688417716,0.000159471706704409,0.0138058293815431,1.54721254395146,"SQOR_HUMAN",36,9.86912531813976,3.1096784269761e-05,0.00432087182107628,0.314916666666674,"Non-significant",2.36442861686973,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","SQOR_HUMAN",-0.314916666666674
-0.304658333333338,11.4418428571429,-7.55027885865297,0.000225508104203074,0.017164951259688,1.1879373222846,"MDR1_HUMAN",52,9.70100057124603,3.46587836826665e-05,0.00466189882122977,0.304658333333338,"Non-significant",2.3314371563535,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN",-0.304658333333338
0.307674999999998,11.8666142857143,8.68566403417308,0.000100165566723282,0.0112487303561296,2.02400651547099,"DDC_HUMAN",22,-9.69554035682418,3.47820348999899e-05,0.00466189882122977,-0.307674999999998,"Non-significant",2.3314371563535,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN",0.307674999999998
-0.367491666666668,13.7004714285714,-8.27630944409311,0.000132744561937512,0.0126539525437642,1.7360740446372,"PFKAP_HUMAN",34,9.6746986206635,3.52571025757801e-05,0.00466189882122977,0.367491666666668,"Non-significant",2.3314371563535,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN",-0.367491666666668
0.259033333333335,16.5114857142857,6.68415815245472,0.000449657586717379,0.0237825348123166,0.463834599357464,"FAS_HUMAN",149,-9.63174337998078,3.62597492968841e-05,0.00471837182120407,-0.259033333333335,"Non-significant",2.32620783845371,"FASN","Fatty acid synthase","FAS_HUMAN",0.259033333333335
0.688646666666662,7.81955571428571,9.16115681596855,7.32447761428792e-05,0.00968484959386006,2.3409797691926,"ITB2_HUMAN",19,-9.51723276821281,3.90953265448968e-05,0.00500786698461037,-0.688646666666662,"Up in CM",2.30034721506458,"ITGB2","Integrin beta-2","ITB2_HUMAN",0.688646666666662
0.298383333333327,15.6995714285714,7.93600431913249,0.000169310026571929,0.0140202383619866,1.48536943726283,"APOE_HUMAN",29,-9.48220658513939,4.00125421528125e-05,0.00504650493182703,-0.298383333333327,"Non-significant",2.29700929798505,"APOE","Apolipoprotein E","APOE_HUMAN",0.298383333333327
-0.442441666666671,12.0145428571429,-8.85915603117742,8.92036692730291e-05,0.0107186675015142,2.14176747775428,"GRN_HUMAN",21,9.43198878230048,4.13706845990774e-05,0.00513874049004904,0.442441666666671,"Non-significant",2.28914331393294,"GRN","Progranulin","GRN_HUMAN",-0.442441666666671
-0.334558333333334,12.2718571428571,-7.85218485203884,0.000180009495944202,0.0146110677995106,1.4219638859098,"BAG3_HUMAN",35,9.33343300368549,4.4191718767202e-05,0.0054072195590078,0.334558333333334,"Non-significant",2.26702599563066,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN",-0.334558333333334
-0.266041666666672,10.7546428571429,-7.1563380304519,0.000306084372736691,0.0198134211020758,0.868669486700371,"AT2B1_HUMAN",40,9.2321946722076,4.73200867206959e-05,0.00565063269063851,0.266041666666672,"Non-significant",2.24790292232755,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","AT2B1_HUMAN",-0.266041666666672
-0.454825000000001,13.2272,-10.4455735237326,3.36136943721704e-05,0.00785211099137613,3.11353871746923,"RRAS2_HUMAN",12,9.22003617747472,4.77124901316863e-05,0.00565063269063851,0.454825000000001,"Non-significant",2.24790292232755,"RRAS2","Ras-related protein R-Ras2","RRAS2_HUMAN",-0.454825000000001
0.346974999999993,11.9440714285714,7.97922245816305,0.000164079061603959,0.0138916491288535,1.51780204055567,"A0AAG2UXZ5_HUMAN;COIA1_HUMAN",30,-9.20359943135318,4.82488763533418e-05,0.00565063269063851,-0.346974999999993,"Non-significant",2.24790292232755,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN;COIA1_HUMAN",0.346974999999993
-0.398508333333336,11.5822142857143,-8.131074229047,0.000147113836562022,0.0134222878633947,1.63037709473941,"PALLD_HUMAN",29,9.10358929202683,5.16644840733699e-05,0.00596542873849981,0.398508333333336,"Non-significant",2.22435833789919,"PALLD","Palladin","PALLD_HUMAN",-0.398508333333336
0.278391666666664,13.7946142857143,7.97679316815866,0.000164368134361892,0.0138916491288535,1.51598366325633,"BUP1_HUMAN",23,-9.06688109539929,5.2986629175548e-05,0.00603311647196031,-0.278391666666664,"Non-significant",2.21945829035716,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",0.278391666666664
0.276399999999995,17.3204428571429,6.79048706993743,0.000411591266695398,0.0229539129548903,0.55719777336438,"AL1L1_HUMAN",79,-9.04621047236418,5.37480740142811e-05,0.00603598233930242,-0.276399999999995,"Non-significant",2.21925203959803,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN",0.276399999999995
-0.640508333333337,11.5318285714286,-8.40586845622852,0.000121271390022335,0.0123188452124831,1.82877288618867,"EHD2_HUMAN",32,9.00368360698866,5.53541577417224e-05,0.0060764030889938,0.640508333333337,"Up in DM",2.21635342415764,"EHD2","EH domain-containing protein 2","EHD2_HUMAN",-0.640508333333337
-0.194158333333338,13.5344857142857,-5.89872464177141,0.000895994766066645,0.0311663735431485,-0.268307081043066,"DYN2_HUMAN",54,8.98499643443024,5.60771342095001e-05,0.0060764030889938,0.194158333333338,"Non-significant",2.21635342415764,"DNM2","Dynamin-2","DYN2_HUMAN",-0.194158333333338
0.445766666666657,17.1178571428571,8.31258597270254,0.000129411156222821,0.0126299126037462,1.76217928211512,"GSTM1_HUMAN",24,-8.97390348430859,5.65113853852005e-05,0.0060764030889938,-0.445766666666657,"Non-significant",2.21635342415764,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN",0.445766666666657
-0.745862500000005,9.75069285714286,-8.40059182796656,0.000121715840718606,0.0123188452124831,1.82502632634439,"FIL1L_HUMAN",39,8.95970444254925,5.70728272569557e-05,0.0060764030889938,0.745862500000005,"Up in DM",2.21635342415764,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN",-0.745862500000005
0.350741666666664,10.2542571428571,8.07035207752176,0.000153644483498829,0.0135438438249828,1.58561678281609,"FA12_HUMAN",24,-8.92946594576781,5.82897751025859e-05,0.00612640482424358,-0.350741666666664,"Non-significant",2.21279430901063,"F12","Coagulation factor XII","FA12_HUMAN",0.350741666666664
0.662690833333331,9.76922714285714,8.79916244071713,9.28306163219696e-05,0.0107186675015142,2.10132503321671,"CO8A_HUMAN",14,-8.81945402892713,6.29732527037649e-05,0.00649895402397541,-0.662690833333331,"Up in CM",2.1871565353832,"C8A","Complement component C8 alpha chain","CO8A_HUMAN",0.662690833333331
-0.43655,16.7908428571429,-9.96375534953207,4.45461405765463e-05,0.00785211099137613,2.83709720838364,"FRIL_HUMAN",12,8.80945194227766,6.34198977699478e-05,0.00649895402397541,0.43655,"Non-significant",2.1871565353832,"FTL","Ferritin light chain","FRIL_HUMAN",-0.43655
-3.17350583333334,7.15654142857143,-8.48459956777912,0.000114856128579341,0.0120716736165825,1.88438673169023,"TSP4_HUMAN",21,8.77015193805212,6.52101055306553e-05,0.00659990673012732,3.17350583333334,"Up in DM",2.18046220186378,"THBS4","Thrombospondin-4","TSP4_HUMAN",-3.17350583333334
0.592853333333329,10.05957,9.35480620069684,6.47407923942216e-05,0.00924765634314861,2.46499546675802,"A1BG_HUMAN",11,-8.68596102239722,6.92421983629306e-05,0.00692253100218665,-0.592853333333329,"Up in CM",2.15973509061331,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN",0.592853333333329
-0.204691666666665,11.3433,-5.95834013818093,0.000848316963974566,0.0310468860297477,-0.209991169321331,"CBPD_HUMAN",54,8.66825290761779,7.01259581850589e-05,0.00692641693013389,0.204691666666665,"Non-significant",2.15949136999033,"CPD","Carboxypeptidase D","CBPD_HUMAN",-0.204691666666665
-0.873921666666668,8.86069285714286,-11.9403964638654,1.50420432549257e-05,0.00536150741756004,3.88242115149362,"MYL9_HUMAN",5,8.61215649221074,7.30114397689322e-05,0.00712556884792508,0.873921666666668,"Up in DM",2.14718045936808,"MYL9","Myosin regulatory light polypeptide 9","MYL9_HUMAN",-0.873921666666668
0.20740833333333,15.3223857142857,5.70555029195978,0.00107270674817197,0.03458589278733,-0.460530290105594,"GDE_HUMAN",104,-8.5756928913983,7.49594535280552e-05,0.00722961882379996,-0.20740833333333,"Non-significant",2.14088459995088,"AGL","Glycogen debranching enzyme","GDE_HUMAN",0.20740833333333
-0.404752500000001,10.1783128571429,-7.43504890827632,0.000246247943422586,0.0179808030527343,1.09621670006372,"LAMC1_HUMAN",52,8.55693260795951,7.59846862917911e-05,0.00724328439790818,0.404752500000001,"Non-significant",2.1400644624705,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN",-0.404752500000001
-0.295791666666672,15.6208428571429,-7.22432512464724,0.000290084295871606,0.0195673657615132,0.924933507388481,"TRXR1_HUMAN",31,8.51967825710271,7.8068249420872e-05,0.00735636216956677,0.295791666666672,"Non-significant",2.13333689765412,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","TRXR1_HUMAN",-0.295791666666672
