"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.752699999999997,13.1191,16.7246000855331,3.3144878653001e-07,5.15211642600398e-05,7.4106406401784,"HOIL1_HUMAN",29,20.427856261052,1.04091312585281e-07,2.47461788125537e-05,0.752699999999997,"Up in D",4.60649185324529,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.560049999999991,15.747275,-15.1874487799814,6.70189792464582e-07,9.18160015676477e-05,6.65493677094618,"APOE_HUMAN",29,-20.0310380716899,1.19848449065604e-07,2.76781432513509e-05,-0.560049999999991,"Up in B1",4.55786304726222,"APOE","Apolipoprotein E","APOE_HUMAN"
0.847475000000001,14.7784125,22.1203307968043,4.23218408590222e-08,1.06902324894836e-05,9.57218896335965,"APOL2_HUMAN",21,19.7311977686095,1.33559038192405e-07,2.9987714047478e-05,0.847475000000001,"Up in D",4.52305663908891,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.65945,16.18725,15.884537452388,4.83118130481517e-07,6.97329258693232e-05,7.00705439177257,"AMPL_HUMAN",38,19.6265716655289,1.38755623016148e-07,3.03124784010683e-05,0.65945,"Up in D",4.51837855350686,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
0.972225000000002,12.3666125,17.3937372668891,2.48648274144855e-07,4.27622127641035e-05,7.71712238906921,"SP100_HUMAN",21,19.3117678140375,1.55829377641014e-07,3.3146548933482e-05,0.972225000000002,"Up in D",4.47956168165335,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
1.4561,11.088625,18.1059694897539,1.85210402241662e-07,3.48152484027758e-05,8.02982502501555,"NAT8_HUMAN",11,18.5801135391135,2.05549673076693e-07,4.2601487371254e-05,1.4561,"Up in D",4.37057523784912,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.008875,11.0447375,16.8188139307768,3.18093616452411e-07,5.04147196428399e-05,7.45457049244436,"PAR14_HUMAN",91,18.4288888996925,2.17943113750635e-07,4.40408547111596e-05,1.008875,"Up in D",4.35614426116399,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-0.755825000000003,11.4285375,-15.9336797797947,4.72342328456076e-07,6.9417146198372e-05,7.03127103453587,"K1C19_HUMAN",26,-18.3537129786817,2.24418051804866e-07,4.42431978716765e-05,-0.755825000000003,"Up in B1",4.35415349002546,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.660800000000002,11.63325,15.7199394166333,5.21286423524854e-07,7.39220730061648e-05,6.92537254299246,"OGFR_HUMAN",31,17.9519152851252,2.62951427601676e-07,5.04066859745118e-05,0.660800000000002,"Up in D",4.29751185464069,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
0.973350000000003,14.932425,16.635733842485,3.44629321878438e-07,5.25592228064795e-05,7.3689644781067,"GBP1_HUMAN",22,17.9028290026879,2.68153841012496e-07,5.04066859745118e-05,0.973350000000003,"Up in D",4.29751185464069,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-2.500295,10.3298275,-18.4656365436172,1.60284441132256e-07,3.08471223255244e-05,8.18273977062825,"TSP4_HUMAN",21,-17.5047745136658,3.14934741872128e-07,5.78549436034639e-05,-2.500295,"Up in B1",4.23765952542486,"THBS4","Thrombospondin-4","TSP4_HUMAN"
2.2298225,9.83431375,17.1658706143756,2.7388737374474e-07,4.42766328395747e-05,7.6141797888434,"IRF9_HUMAN",16,17.3342490052234,3.37757826278069e-07,6.06688113290141e-05,2.2298225,"Up in D",4.21703451401107,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
4.2023025,12.03397375,17.2583263789525,2.63312994848214e-07,4.40145174097739e-05,7.6561225469175,"OAS2_HUMAN",31,17.1183303713037,3.69395786780072e-07,6.49092640118114e-05,4.2023025,"Up in D",4.18769331518595,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
1.127525,16.3749625,20.5808002053741,7.21088337791275e-08,1.50230955871931e-05,9.02069754753267,"HLAA_HUMAN",17,16.5194136605219,4.76279469138964e-07,8.0761417585782e-05,1.127525,"Up in D",4.09279606659467,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
2.173695,10.1597275,17.9842568380107,1.94616565372193e-07,3.49574599534098e-05,7.97733371780741,"HELZ2_HUMAN",117,16.5033597482683,4.7959273093128e-07,8.0761417585782e-05,2.173695,"Up in D",4.09279606659467,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
0.820747500000001,9.72697625,14.4055100950846,9.84378776722951e-07,0.0001170107890037,6.23968586578973,"ECE1_HUMAN",28,16.3268278029414,5.17803004455846e-07,8.54163609187061e-05,0.820747500000001,"Up in D",4.06845893521066,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
3.2934,14.33045,16.1734067470364,4.23521029710227e-07,6.33948237619956e-05,7.14830111331981,"OAS3_HUMAN",45,16.0801022337656,5.77129525629606e-07,9.32987591132821e-05,3.2934,"Up in D",4.03012413239324,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
3.0025775,10.14166125,17.4589730814697,2.41914556460303e-07,4.25085947797527e-05,7.74632936566588,"CMPK2_HUMAN",26,16.0179274077468,5.93271056830877e-07,9.40276461247839e-05,3.0025775,"Up in D",4.02674443582397,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
0.474674999999998,10.7626375,12.4584833202595,2.8108486804689e-06,0.000267295175108589,5.09876839888894,"CASP8_HUMAN",25,15.8988333583021,6.25639543157058e-07,9.72508543718943e-05,0.474674999999998,"Non-significant",4.01210657460514,"CASP8","Caspase-8","CASP8_HUMAN"
0.80391,10.084495,20.5940701955726,7.17666804091968e-08,1.50230955871931e-05,9.02564831344212,"TLR3_HUMAN",25,15.8021275316389,6.53400192820063e-07,9.78180457833491e-05,0.80391,"Up in D",4.00958101779756,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-0.508625000000002,11.4811875,-12.2561835048118,3.16152880556414e-06,0.000297146945760174,4.97033737646899,"VP13C_HUMAN",153,-15.8018160631295,6.53491831287994e-07,9.78180457833491e-05,-0.508625000000002,"Up in B1",4.00958101779756,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
1.3821525,9.69912375,15.4738672339211,5.84872939854544e-07,8.15091029800738e-05,6.80159286169774,"CDHR5_HUMAN",12,15.6694291105128,6.93794730920182e-07,0.000100255601526082,1.3821525,"Up in D",3.99889135293316,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
-0.516100000000002,14.975625,-12.6342560975277,2.5414826786872e-06,0.000244557196331293,5.20872978055177,"CO3_HUMAN",111,-15.6669276674466,6.9458291296061e-07,0.000100255601526082,-0.516100000000002,"Up in B1",3.99889135293316,"C3","Complement C3","CO3_HUMAN"
1.06943,10.53601,21.8619388614514,4.61627259745596e-08,1.09745092368343e-05,9.4827367078266,"IFIT5_HUMAN",24,15.427737934482,7.74859061016573e-07,0.0001079239404543,1.06943,"Up in D",3.96688220634656,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
1.233075,11.2155625,18.0104512315298,1.92547462187422e-07,3.49574599534098e-05,7.98866290175489,"TAP1_HUMAN",24,15.4257411563979,7.7557208274253e-07,0.0001079239404543,1.233075,"Up in D",3.96688220634656,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
1.056175,12.1999875,14.6015947350706,8.92291535290336e-07,0.000107647648951519,6.34593229240481,"PSB10_HUMAN",11,15.3919112906871,7.87765988717518e-07,0.0001079239404543,1.056175,"Up in D",3.96688220634656,"PSMB10","Proteasome subunit beta type-10","PSB10_HUMAN"
1.381475,11.0668375,14.939861935329,7.55389763413264e-07,9.91325298351058e-05,6.52585886320424,"T23O_HUMAN",17,15.3242557504229,8.12809732683032e-07,0.000109499017821282,1.381475,"Up in D",3.96058977631893,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.92395,12.03155,14.6525954076284,8.69962321787716e-07,0.000106544021924396,6.37332958054428,"PML_HUMAN",44,15.249357465975,8.41592742958651e-07,0.000111517936743193,0.92395,"Up in D",3.95265527430108,"PML","Protein PML","PML_HUMAN"
-0.456049999999994,11.046575,-11.354309003407,5.46148437141666e-06,0.000474679335206031,4.37190063478615,"CGNL1_HUMAN",84,-15.1450462879761,8.83623852020899e-07,0.000115198896707821,-0.456049999999994,"Non-significant",3.93855168025308,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.566475,11.8734125,14.716179527923,8.43002428004869e-07,0.000104830594239436,6.40735133622842,"SAMH1_HUMAN",38,15.0691943725287,9.15682677554259e-07,0.000117483540994779,1.566475,"Up in D",3.93002297216526,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
2.8432075,8.05364625,14.872039393777,7.80818340525527e-07,9.91325298351058e-05,6.49011836004353,"XAF1_HUMAN",16,14.7579160996445,1.06179625244876e-06,0.000134101548570989,2.8432075,"Up in D",3.87256620699589,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
-0.875365,10.4585175,-13.3953894512451,1.66683550375796e-06,0.0001772767286431,5.66825685138975,"TRFL_HUMAN",33,-14.6958802878806,1.09397570455047e-06,0.000136040086459714,-0.875365,"Up in B1",3.86633310072517,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.822199999999999,11.396025,-13.7762956684996,1.36084516057396e-06,0.00015713873475599,5.88863985765543,"CO5_HUMAN",67,-14.6303195526005,1.12919014015742e-06,0.000138291574286249,-0.822199999999999,"Up in B1",3.85920427941679,"C5","Complement C5","CO5_HUMAN"
0.76116,9.5189575,12.9689877508913,2.10522818269786e-06,0.000212198412559143,5.41407551354358,"HG2A_HUMAN",11,14.4626159198666,1.22526284569006e-06,0.000147817904204668,0.76116,"Up in D",3.8302729595382,"CD74","HLA class II histocompatibility antigen gamma chain","HG2A_HUMAN"
0.456775000000002,13.7161125,11.1578753589728,6.18413104201324e-06,0.000524207196184262,4.23560369251248,"EHD4_HUMAN",31,14.2803620675825,1.34032202479873e-06,0.000159320925388943,0.456775000000002,"Non-significant",3.79772717972854,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
0.884849999999998,12.50025,13.4268349707192,1.63882804244155e-06,0.000177238381428232,5.68668449383193,"SP14L_HUMAN",9,13.990782734402,1.54922304140501e-06,0.00018148362092285,0.884849999999998,"Up in D",3.74116256436786,"SP140L","Nuclear body protein SP140-like protein","SP14L_HUMAN"
1.2027075,10.03109625,23.6616333706292,2.57080295216323e-08,7.80588381920546e-06,10.0818253803853,"TDRD7_HUMAN",52,13.9607927737453,1.5728892724786e-06,0.000181623771277779,1.2027075,"Up in D",3.7408273107756,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
0.858450000000001,11.68945,22.4400865134307,3.80598803405009e-08,1.0254600426409e-05,9.6812363421025,"UBA7_HUMAN",43,13.8338777597008,1.67768038757039e-06,0.000190509401761954,0.858450000000001,"Up in D",3.72008358674646,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.209175,15.3725875,15.0350379777346,7.21267530394969e-07,9.71667574697089e-05,6.57573547614581,"B2MG_HUMAN",4,13.811485285573,1.69697846429057e-06,0.000190509401761954,1.209175,"Up in D",3.72008358674646,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
0.869172500000001,9.76663875,13.8607611938242,1.30191826639866e-06,0.000152513120975368,5.93668739611767,"KPCD2_HUMAN",30,13.7675365237953,1.73558931789164e-06,0.000192174910363262,0.869172500000001,"Up in D",3.71630331282797,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
0.807597499999998,9.20705625,13.1416087673896,1.91372673696027e-06,0.000195805736896834,5.51795341938189,"PHAR4_HUMAN",29,13.7175534560908,1.7807158039588e-06,0.000194507105991878,0.807597499999998,"Up in D",3.71106452782574,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.658399999999999,11.711775,11.9835355160529,3.71489232480134e-06,0.000337387355745722,4.79397738430551,"DSRAD_HUMAN",59,13.6235450086046,1.86923656675336e-06,0.000201453855587565,0.658399999999999,"Up in D",3.69582441631541,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-2.6999025,7.50205125,-13.6892646971535,1.42473108834299e-06,0.000162198611085583,5.83882462349465,"CLC11_HUMAN",7,-13.5878834649601,1.90411166907651e-06,0.000202512297646651,-2.6999025,"Up in B1",3.69354859892874,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
1.02345,13.504025,12.8039747096978,2.30872334985069e-06,0.000227578180937111,5.31350108034427,"PSB9_HUMAN",15,13.4935637318693,1.99995750940937e-06,0.00020855022286408,1.02345,"Up in D",3.68078934171559,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.685950000000002,12.6125,13.5022760760703,1.57377482007172e-06,0.00017528968166667,5.73072063499019,"ITA5_HUMAN",29,13.4574210425461,2.03812339970417e-06,0.00020855022286408,0.685950000000002,"Up in D",3.68078934171559,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
-0.659350000000002,13.35655,-13.4912552827955,1.58309374757725e-06,0.00017528968166667,5.72430285990968,"ITIH2_HUMAN",47,-13.4572684888137,2.03828623113477e-06,0.00020855022286408,-0.659350000000002,"Up in B1",3.68078934171559,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
1.2828875,9.25364125,13.2907704891526,1.76397818626276e-06,0.000185171891942362,5.60663884467111,"ZNFX1_HUMAN",61,13.3641656648403,2.14046601936492e-06,0.000216267335431583,1.2828875,"Up in D",3.66500907054278,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-5.402165,8.5408675,-13.4203642232502,1.64454764408232e-06,0.000177238381428232,5.68289601230744,"GPC3_HUMAN",10,-13.2035926620038,2.3306204671326e-06,0.000232572904146084,-5.402165,"Up in B1",3.63344088404137,"GPC3","Glypican-3","GPC3_HUMAN"
-1.4136725,6.72455625,-12.9509583076921,2.12644703913034e-06,0.000212198412559143,5.40314781391446,"OLFM4_HUMAN",11,-13.0682076420603,2.50589217369079e-06,0.000247013737072471,-1.4136725,"Up in B1",3.6072788938299,"OLFM4","Olfactomedin-4","OLFM4_HUMAN"
1.83655,9.40275,14.8613419447308,7.84916727631668e-07,9.91325298351058e-05,6.4844659413221,"HLAF_HUMAN",14,12.8427950719597,2.83185358371007e-06,0.00027578159659191,1.83655,"Up in D",3.55943471845478,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-0.492074999999996,12.4730375,-10.5200284746257,9.38841424616681e-06,0.000715910871243078,3.77708462697439,"CSDE1_HUMAN",47,-12.7795348173677,2.93177225380776e-06,0.000282113275327716,-0.492074999999996,"Non-significant",3.54957647688639,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
0.305724999999999,13.7777125,8.54551481920461,4.00270868962067e-05,0.00208929126207431,2.17932517209104,"EF1A2_HUMAN",14,12.6735114906206,3.10831295781241e-06,0.000294142777903653,0.305724999999999,"Non-significant",3.53144181039092,"EEF1A2","Elongation factor 1-alpha 2","EF1A2_HUMAN"
-0.992225000000001,11.9018375,-14.8816123265702,7.77171258115678e-07,9.91325298351058e-05,6.49517308270292,"APOA5_HUMAN",23,-12.6612091323033,3.12956561916543e-06,0.000294142777903653,-0.992225000000001,"Up in B1",3.53144181039092,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
-0.35575,11.277525,-9.10248746689827,2.58827721685563e-05,0.0015730108829958,2.66030761468614,"FYCO1_HUMAN",81,-12.4032482826057,3.61538567980842e-06,0.00033589841896427,-0.35575,"Non-significant",3.47379204032835,"FYCO1","FYVE and coiled-coil domain-containing protein 1","FYCO1_HUMAN"
-0.407824999999999,13.6335625,-12.0313521751722,3.61041050729658e-06,0.000331624410573617,4.82518377876471,"IF5_HUMAN",25,-12.1435013278487,4.1925843381212e-06,0.000383232716538252,-0.407824999999999,"Non-significant",3.41653742233483,"EIF5","Eukaryotic translation initiation factor 5","IF5_HUMAN"
0.471049999999998,16.969975,10.5693083081033,9.08321385915379e-06,0.000699234453557525,3.81341238900714,"FRIL_HUMAN",12,12.132316537979,4.21968474228683e-06,0.000383232716538252,0.471049999999998,"Non-significant",3.41653742233483,"FTL","Ferritin light chain","FRIL_HUMAN"
0.970650000000003,12.006575,23.6797685243701,2.55625540339904e-08,7.80588381920546e-06,10.0875892215392,"RO52_HUMAN",27,12.0449509449946,4.43832061415361e-06,0.000398610505824485,0.970650000000003,"Up in D",3.39945125916921,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
0.707675000000002,15.2640875,13.1741516416139,1.8798704534629e-06,0.000194807600965906,5.53738635882506,"TYPH_HUMAN",30,11.8001616020958,5.12238738928584e-06,0.000452628888833965,0.707675000000002,"Up in D",3.34425773084795,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
0.848475000000004,10.8142875,11.147324190259,6.22589271726947e-06,0.000524207196184262,4.22821921955832,"RCN2_HUMAN",17,11.7904847963097,5.15178247837743e-06,0.000452628888833965,0.848475000000004,"Up in D",3.34425773084795,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
0.397575,11.8996875,10.4275088917189,9.9931008628893e-06,0.000743422347048902,3.70845852138122,"IN35_HUMAN",18,11.7699589596225,5.21476702396786e-06,0.000453236148975615,0.397575,"Non-significant",3.34367545919136,"IFI35","Interferon-induced 35 kDa protein","IN35_HUMAN"
