"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BD_vs_B2"
-1.2351,11.9439,-43.7881092467772,3.53173692197381e-10,9.65105976211375e-08,14.3760197987528,"5NTD_HUMAN",22,47.8523567663855,5.11090943906608e-11,1.39664118604879e-08,1.2351,"Up in BD",7.85491515504169,"NT5E","5'-nucleotidase","5NTD_HUMAN",-1.2351
-1.3873,11.042125,-46.7156551104199,2.19539997979439e-10,7.19915561374175e-08,14.8573154016183,"T23O_HUMAN",17,46.9027527730285,5.98481606636233e-11,1.54283950842947e-08,1.3873,"Up in BD",7.81167924842071,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",-1.3873
-1.78065,16.722875,-45.9684130174125,2.47153445806833e-10,7.40712754051185e-08,14.7380092567915,"HLAA_HUMAN",17,46.7303717100657,6.16088191717726e-11,1.54283950842947e-08,1.78065,"Up in BD",7.81167924842071,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN",-1.78065
-1.70167500000001,12.3223625,-42.8090901494701,4.16973732929963e-10,1.10269376211608e-07,14.2063735715654,"NUB1_HUMAN",27,46.6827897277266,6.21050302246554e-11,1.54283950842947e-08,1.70167500000001,"Up in BD",7.81167924842071,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN",-1.70167500000001
-2.43506,10.47117,-53.727206327911,7.85420842738324e-11,3.21944003438439e-08,15.8728608801078,"SYUG_HUMAN",9,46.2026616639,6.73720666252418e-11,1.62445941821686e-08,2.43506,"Up in BD",7.7892911336047,"SNCG","Gamma-synuclein","SYUG_HUMAN",-2.43506
-1.519015,10.7662675,-40.0703724846628,6.77497497518498e-10,1.55793219528843e-07,13.7063288482161,"PAR10_HUMAN",43,45.7799314027496,7.2428592307771e-11,1.69648457068316e-08,1.519015,"Up in BD",7.77045008585537,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",-1.519015
-2.7953625,11.40309375,-55.1635587343554,6.46912368725329e-11,2.79125663095276e-08,16.0602298296645,"PLS1_HUMAN",7,44.4902218275145,9.07011726987418e-11,2.0654672605119e-08,2.7953625,"Up in BD",7.68498168458558,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN",-2.7953625
-1.412025,12.5305875,-38.6869301824898,8.76778526754993e-10,1.6387980656704e-07,13.4383187637884,"AMPE_HUMAN",38,44.1559375070394,9.62489201957194e-11,2.13256391287705e-08,1.412025,"Up in BD",7.67109794417269,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN",-1.412025
0.722974999999998,16.7039625,28.7711899574434,7.67455004453626e-09,7.580236297001e-07,11.1310786556704,"AL1L1_HUMAN",79,-42.8071546624835,1.22866147890438e-10,2.65067547475213e-08,-0.722974999999998,"Up in B2",7.57664344018533,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN",0.722974999999998
-1.742725,11.8593375,-40.0171655459895,6.84137094783893e-10,1.55793219528843e-07,13.6962208862535,"E2AK2_HUMAN",23,42.5635226471254,1.28510537221698e-10,2.70135739523969e-08,1.742725,"Up in BD",7.56841795394199,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN",-1.742725
-1.6105125,10.18054375,-38.5582434938609,8.98478061567648e-10,1.6387980656704e-07,13.4128268637422,"KPCD2_HUMAN",30,42.2265753093078,1.36804350610862e-10,2.74840756915361e-08,1.6105125,"Up in BD",7.56091886407629,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN",-1.6105125
-2.10932,9.11314,-38.9589215775966,8.32843489759614e-10,1.6387980656704e-07,13.4918780303126,"SAMD9_HUMAN",42,42.1991038437934,1.37506694614861e-10,2.74840756915361e-08,2.10932,"Up in BD",7.56091886407629,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN",-2.10932
-1.5282025,10.62434875,-39.0669783603991,8.16086843657729e-10,1.6387980656704e-07,13.5130363684466,"IFIT5_HUMAN",24,42.0721190070398,1.40806438039097e-10,2.74840756915361e-08,1.5282025,"Up in BD",7.56091886407629,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN",-1.5282025
-2.65193,9.947135,-39.8383517202486,7.06998243508354e-10,1.56647881088689e-07,13.6621359025424,"IRF9_HUMAN",16,40.7879061863582,1.79697382436326e-10,3.41922611513388e-08,2.65193,"Up in BD",7.46607217814233,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN",-2.65193
-1.393475,12.6363125,-38.3241121288306,9.39540242577567e-10,1.6387980656704e-07,13.3661949290565,"SP100_HUMAN",21,40.6312553279373,1.8521991989901e-10,3.41922611513388e-08,1.393475,"Up in BD",7.46607217814233,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN",-1.393475
0.973374999999997,14.7110375,32.6201114798991,3.06193491669796e-09,3.98440356303014e-07,12.1184154976021,"ACOHC_HUMAN",48,-40.5629868853757,1.87686234668242e-10,3.41922611513388e-08,-0.973374999999997,"Up in B2",7.46607217814233,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",0.973374999999997
-5.1532925,9.21440375,-38.6594820853961,8.8135653513483e-10,1.6387980656704e-07,13.4328897002363,"OASL_HUMAN",28,40.2146879139725,2.00859087956464e-10,3.57965826753716e-08,5.1532925,"Up in BD",7.44615843134685,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN",-5.1532925
-3.4133775,8.65668625,-38.5831713131741,8.94227483712385e-10,1.6387980656704e-07,13.4177725310434,"GSDMB_HUMAN",17,39.8048368238113,2.17711944581918e-10,3.79745217379268e-08,3.4133775,"Up in BD",7.42050768706063,"GSDMB","Gasdermin-B","GSDMB_HUMAN",-3.4133775
-1.53175,9.56305,-34.9370149611372,1.85196531424987e-09,2.71114493682507e-07,12.6527927225225,"ZNFX1_HUMAN",61,39.4008176352389,2.35899153171741e-10,3.99193268049043e-08,1.53175,"Up in BD",7.39881679121684,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN",-1.53175
0.931850000000001,11.3317,31.1151351273318,4.32718656654985e-09,5.14119934385155e-07,11.7482907703731,"DPYD_HUMAN",55,-39.1815661205508,2.46481284018244e-10,3.99193268049043e-08,-0.931850000000001,"Up in B2",7.39881679121684,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN",0.931850000000001
-2.464905,9.7222475,-38.5145304837065,9.05987293666039e-10,1.6387980656704e-07,13.4041453277656,"TREX1_HUMAN",15,39.1494811046958,2.48074239908704e-10,3.99193268049043e-08,2.464905,"Up in BD",7.39881679121684,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",-2.464905
0.972699999999998,16.040625,33.2577806819863,2.65708182974462e-09,3.51334787745909e-07,12.269600117072,"ALDOC_HUMAN",31,-39.1441646213757,2.48339310447685e-10,3.99193268049043e-08,-0.972699999999998,"Up in B2",7.39881679121684,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",0.972699999999998
1.046175,10.9146375,34.1100604923082,2.20740912661683e-09,3.01605667000079e-07,12.4667173784084,"ACO12_HUMAN",27,-38.6613499530581,2.73796426531556e-10,4.31650597058788e-08,-1.046175,"Up in B2",7.3648676540366,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",1.046175
-1.153775,10.8471875,-36.0161753945375,1.48173386620325e-09,2.29193476134608e-07,12.8883114957755,"ALAT2_HUMAN",21,38.4546925736689,2.85580787845334e-10,4.3233882394058e-08,1.153775,"Up in BD",7.36417576315689,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN",-1.153775
0.700900000000001,13.173725,26.1569599919135,1.53922782423587e-08,1.23834402165126e-06,10.3754994865036,"FAT1_HUMAN",153,-38.4027602476475,2.88631241907411e-10,4.3233882394058e-08,-0.700900000000001,"Up in B2",7.36417576315689,"FAT1","Protocadherin Fat 1","FAT1_HUMAN",0.700900000000001
0.739525000000006,16.0006875,26.8596120480097,1.26836582722299e-08,1.09453295279727e-06,10.5862251181034,"FAS_HUMAN",149,-38.3787477675496,2.90054102424151e-10,4.3233882394058e-08,-0.739525000000006,"Up in B2",7.36417576315689,"FASN","Fatty acid synthase","FAS_HUMAN",0.739525000000006
-2.3665,11.55345,-39.357937833424,7.72837307324584e-10,1.6387980656704e-07,13.5696736780101,"NAT8_HUMAN",11,38.0461638795656,3.10596068112164e-10,4.54690458282772e-08,2.3665,"Up in BD",7.34228415940523,"NAT8","N-acetyltransferase 8","NAT8_HUMAN",-2.3665
-1.98357,8.2747475,-38.3890798977516,9.27936466816727e-10,1.6387980656704e-07,13.3791673451941,"KCRB_HUMAN",12,37.0639850330614,3.81487810235478e-10,5.48673169879026e-08,1.98357,"Up in BD",7.26068627628721,"CKB","Creatine kinase B-type","KCRB_HUMAN",-1.98357
1.224825,11.4502875,36.303373030809,1.39789958434066e-09,2.20384246008168e-07,12.9496496966473,"FADS1_HUMAN",17,-36.6959937395038,4.12607616672971e-10,5.83199524393969e-08,-1.224825,"Up in B2",7.23418283886217,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN",1.224825
-3.778325,14.6001375,-34.0008681305688,2.25989034420416e-09,3.03714443307963e-07,12.4417712709865,"OAS3_HUMAN",45,35.5847580668787,5.25373747988202e-10,7.30002370509708e-08,3.778325,"Up in BD",7.13667572960884,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN",-3.778325
-1.29585,10.923625,-35.8766181753722,1.52452146686185e-09,2.31444944172841e-07,12.8583054614086,"FBX6_HUMAN",14,34.3883521985567,6.87270169620629e-10,9.3904014175832e-08,1.29585,"Up in BD",7.02731584226902,"FBXO6","F-box only protein 6","FBX6_HUMAN",-1.29585
-1.244425,13.6339625,-32.152849478281,3.40320010273035e-09,4.22718703669446e-07,12.0055444532711,"LG3BP_HUMAN",20,33.7235540375256,8.01117938878728e-10,1.07664997752915e-07,1.244425,"Up in BD",6.96792546432959,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",-1.244425
-1.6023125,9.67139375,-31.6405997114293,3.82789723569204e-09,4.6148678732652e-07,11.8797125129264,"ITA3_HUMAN",23,33.4137507794886,8.6131559229672e-10,1.12333147582362e-07,1.6023125,"Up in BD",6.94949207198502,"ITGA3","Integrin alpha-3","ITA3_HUMAN",-1.6023125
1.440925,12.6355125,32.1678944579686,3.3915609768721e-09,4.22718703669446e-07,12.0092067925706,"ZA2G_HUMAN",19,-33.4041643641353,8.63257904084996e-10,1.12333147582362e-07,-1.440925,"Up in B2",6.94949207198502,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN",1.440925
-2.121975,12.3791875,-40.8454112319277,5.8862231376966e-10,1.41927227302461e-07,13.8518160374678,"BST2_HUMAN",7,33.2615396740797,8.92745472762936e-10,1.12512188135376e-07,2.121975,"Up in BD",6.94880042907949,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN",-2.121975
0.972175000000002,12.2932625,29.2968953551134,6.72274643104762e-09,6.87799362885771e-07,11.274129007999,"PROS_HUMAN",30,-33.2597821083273,8.93115853187344e-10,1.12512188135376e-07,-0.972175000000002,"Up in B2",6.94880042907949,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN",0.972175000000002
0.744949999999999,15.014325,29.4643319795384,6.44828555826258e-09,6.7831806922402e-07,11.3191097451806,"PBLD_HUMAN",23,-33.200050456596,9.058068330001e-10,1.12512188135376e-07,-0.744949999999999,"Up in B2",6.94880042907949,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN",0.744949999999999
-1.30281,10.50952,-36.6687124794935,1.29892593089909e-09,2.08795976108054e-07,13.026886859175,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,33.0798326666213,9.31969387511191e-10,1.14034105056966e-07,1.30281,"Up in BD",6.94296524144502,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",-1.30281
-2.5812625,6.94661875,-34.3980838981472,2.07548645007601e-09,2.93517666325619e-07,12.5320938179824,"IRF7_HUMAN",9,33.0100472178679,9.47546229310314e-10,1.14235058645382e-07,2.5812625,"Up in BD",6.94220059101483,"IRF7","Interferon regulatory factor 7","IRF7_HUMAN",-2.5812625
1.056975,13.9567875,29.9293223800295,5.75040131124671e-09,6.37051215535142e-07,11.4425909357318,"AL8A1_HUMAN",26,-32.9452256857315,9.62278055814855e-10,1.14329789877829e-07,-1.056975,"Up in B2",6.94184059467998,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN",1.056975
-0.940950000000004,14.857975,-27.3945750227719,1.09820172283423e-08,9.89347002614835e-07,10.7427756102323,"VIME_HUMAN",46,32.2471380920888,1.13839569036458e-09,1.33322398137269e-07,0.940950000000004,"Up in BD",6.8750968830672,"VIM","Vimentin","VIME_HUMAN",-0.940950000000004
0.960399999999996,13.21885,29.4701405738767,6.43899493396779e-09,6.7831806922402e-07,11.3206652257138,"BUP1_HUMAN",23,-32.0506867654861,1.19430587768910e-09,1.37900275849228e-07,-0.960399999999996,"Up in B2",6.86043486508102,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",0.960399999999996
-1.088975,15.0545875,-29.9300331598894,5.74940228795628e-09,6.37051215535142e-07,11.4427780936725,"GBP1_HUMAN",22,31.987934072818,1.21281177893902e-09,1.3809209671864e-07,1.088975,"Up in BD",6.85983117623456,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",-1.088975
1.048875,13.1907375,32.3017057433419,3.2900058304887e-09,4.21429184349161e-07,12.0416971681567,"GNMT_HUMAN",15,-31.2478380784962,1.45727068001318e-09,1.62288706316125e-07,-1.048875,"Up in B2",6.78971170170948,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN",1.048875
0.845874999999999,10.7704125,25.8858434652374,1.66084981603055e-08,1.30818378338195e-06,10.2925864328383,"ACD10_HUMAN",51,-31.2270029629638,1.46491391405139e-09,1.62288706316125e-07,-0.845874999999999,"Up in B2",6.78971170170948,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN",0.845874999999999
-1.09395,12.208425,-29.6312784822006,6.18721748962439e-09,6.76304119732543e-07,11.3636846153886,"CASP1_HUMAN",20,31.1192969843053,1.50515186301316e-09,1.64523132973092e-07,1.09395,"Up in BD",6.78377302892234,"CASP1","Caspase-1","CASP1_HUMAN",-1.09395
1.146225,11.5504625,29.2536490800763,6.79577316342369e-09,6.87799362885771e-07,11.2624660694785,"HRG_HUMAN",21,-30.9106218212206,1.58670185902488e-09,1.71155024214289e-07,-1.146225,"Up in B2",6.76661034772964,"HRG","Histidine-rich glycoprotein","HRG_HUMAN",1.146225
-1.2401325,10.41193375,-28.6368162418526,7.94178019978544e-09,7.65961342092248e-07,11.0940623057003,"TLR3_HUMAN",25,30.738759434502,1.65761096556442e-09,1.76481749294767e-07,1.2401325,"Up in BD",6.75330020013677,"TLR3","Toll-like receptor 3","TLR3_HUMAN",-1.2401325
-1.6212075,10.56917125,-28.4471829286225,8.33706220283804e-09,7.76673135668934e-07,11.0415046585361,"CMTR1_HUMAN",42,30.6721729127992,1.6860373189674e-09,1.77206845396087e-07,1.6212075,"Up in BD",6.75151950558483,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN",-1.6212075
-0.729699999999998,13.18405,-26.3394865275322,1.46303965872093e-08,1.22387746144839e-06,10.4308102476541,"SYWC_HUMAN",27,30.5457541706169,1.74152941862192e-09,1.80722255365348e-07,0.729699999999998,"Up in BD",6.74298836217505,"WARS1","Tryptophan--tRNA ligase, cytoplasmic","SYWC_HUMAN",-0.729699999999998
0.808850000000001,13.321,25.9074951695374,1.65074622653742e-08,1.30818378338195e-06,10.2992415631113,"A1CF_HUMAN",34,-30.3699073199159,1.82216949758012e-09,1.86726819264523e-07,-0.808850000000001,"Up in B2",6.72879330057209,"A1CF","APOBEC1 complementation factor","A1CF_HUMAN",0.808850000000001
-1.6152175,8.94269625,-28.8857163660172,7.45482419643592e-09,7.45300594663191e-07,11.1624811280643,"ASNS_HUMAN",22,30.3040561217991,1.85344265027055e-09,1.87586701813802e-07,1.6152175,"Up in BD",6.72679795238334,"ASNS","Asparagine synthetase [glutamine-hydrolyzing]","ASNS_HUMAN",-1.6152175
2.8307625,9.34704375,35.5954968513808,1.61503965551033e-09,2.40729001743159e-07,12.7974595934024,"NUA4L_HUMAN",5,-30.1518629246297,1.92805868576048e-09,1.90523318303669e-07,-2.8307625,"Up in B2",6.72005186308097,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN",2.8307625
0.680575000000001,11.4032125,27.1649880405661,1.16784001763315e-08,1.02945725425339e-06,10.6759915645673,"DDC_HUMAN",22,-30.1501087268216,1.9289382067827e-09,1.90523318303669e-07,-0.680575000000001,"Up in B2",6.72005186308097,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN",0.680575000000001
-1.96675,7.069,-28.507615944403,8.20871866841154e-09,7.76673135668934e-07,11.0582946572948,"DDX6L_HUMAN",25,29.9286697490363,2.04367840029019e-09,1.99453280066416e-07,1.96675,"Up in BD",6.70015881719805,"DDX60L","Probable ATP-dependent RNA helicase DDX60-like","DDX6L_HUMAN",-1.96675
-0.819324999999997,13.8886125,-25.8546658978834,1.67552204507325e-08,1.30818378338195e-06,10.2829930000492,"EHD4_HUMAN",31,29.7921949769711,2.11821257347162e-09,2.04295372674357e-07,0.819324999999997,"Up in BD",6.68974147010153,"EHD4","EH domain-containing protein 4","EHD4_HUMAN",-0.819324999999997
-4.750315,7.8081425,-29.4095805066772,6.53660984004605e-09,6.7831806922402e-07,11.3044315730182,"LEG9_HUMAN",7,29.5221366614067,2.27489691561339e-09,2.16855871095332e-07,4.750315,"Up in BD",6.66382881538845,"LGALS9","Galectin-9","LEG9_HUMAN",-4.750315
0.880799999999999,13.542075,26.2000595844339,1.52083976612819e-08,1.23834402165126e-06,10.3885966046309,"HDAC6_HUMAN",26,-29.0368184068148,2.59038881081175e-09,2.44092039896951e-07,-0.880799999999999,"Up in B2",6.61244638316043,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN",0.880799999999999
