"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BM1_vs_BD"
4.1377125,11.51644375,111.598347156721,5.19506236663218e-13,4.66574323438754e-10,20.325580469744,"ISG20_HUMAN",11,-96.2306546954601,3.44794360988927e-12,2.33871007015079e-09,-4.1377125,"Up in BD",8.63102361433371,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN",4.1377125
2.876875,13.3827125,87.5095372120441,3.03182071246607e-12,1.88509283222025e-09,18.9279832692259,"RIGI_HUMAN",56,-96.1348872984421,3.47204266260169e-12,2.33871007015079e-09,-2.876875,"Up in BD",8.63102361433371,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN",2.876875
2.6797,13.210325,98.2058468384225,1.313425280763e-12,9.65128776764305e-10,19.6163210071261,"HLAB_HUMAN",2,-89.9930968605636,5.50989707410321e-12,3.42588446538279e-09,-2.6797,"Up in BD",8.465227287282,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN",2.6797
3.280455,10.6712725,104.751590861593,8.22426340036721e-13,6.64767210651682e-10,19.9817178320795,"IFIH1_HUMAN",45,-86.4403250576545,7.30289812508973e-12,4.21638039607859e-09,-3.280455,"Up in BD",8.37506021457316,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN",3.280455
1.556575,12.8619125,59.5746337077395,4.92565418415394e-11,1.59256251082065e-08,16.3611454136483,"ANXA1_HUMAN",23,-79.8406694403194,1.27269136973022e-11,6.85810956101958e-09,-1.556575,"Up in BD",8.1637955811391,"ANXA1","Annexin A1","ANXA1_HUMAN",1.556575
1.79735,12.367825,65.4980475546324,2.47802686456013e-11,9.53804340297121e-09,17.0268574651555,"PML_HUMAN",44,-74.926860434027,1.98439800475765e-11,9.58780804100929e-09,-1.79735,"Up in BD",8.01828066962847,"PML","Protein PML","PML_HUMAN",1.79735
4.91664999999999,13.61985,116.409026362469,3.82470153049358e-13,3.86438280887245e-10,20.5464151106394,"IFIT3_HUMAN",30,-74.7551572891311,2.01648814421821e-11,9.58780804100929e-09,-4.91664999999999,"Up in BD",8.01828066962847,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN",4.91664999999999
2.254325,12.1603625,63.7342242658156,3.02022567873633e-11,1.10965837096481e-08,16.8370460172728,"SAMH1_HUMAN",38,-73.5329358068006,2.2628397162716e-11,1.01005436045784e-08,-2.254325,"Up in BD",7.9956552521465,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN",2.254325
2.29225,12.256525,65.9889030506341,2.34747908321407e-11,9.53804340297121e-09,17.0784894717929,"TAP2_HUMAN",22,-73.0292330979621,2.37424630071742e-11,1.01005436045784e-08,-2.29225,"Up in BD",7.9956552521465,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN",2.29225
3.4751,11.966425,69.5744720398502,1.59962980832886e-11,7.18322652262342e-09,17.4407751961985,"OAS1_HUMAN",20,-72.2681401115874,2.55468468184776e-11,1.03247581416877e-08,-3.4751,"Up in BD",7.98612011293652,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN",3.4751
3.72855,14.625025,65.636042799867,2.44050950561846e-11,9.53804340297121e-09,17.0414243052662,"OAS3_HUMAN",45,-67.488362844152,4.12190495323678e-11,1.56162494904779e-08,-3.72855,"Up in BD",7.80642326118659,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN",3.72855
1.375125,12.5490375,50.6697997688934,1.59148168893994e-10,4.28798216390051e-08,15.18571481663,"AMPE_HUMAN",38,-67.1927099087149,4.25037101064597e-11,1.56162494904779e-08,-1.375125,"Up in BD",7.80642326118659,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN",1.375125
2.24796,10.56472,60.1680586849839,4.5842750621481e-11,1.54394563863929e-08,16.4316019828959,"SYUG_HUMAN",9,-65.1014529870255,5.30164486658727e-11,1.8631824111576e-08,-2.24796,"Up in BD",7.72974462428727,"SNCG","Gamma-synuclein","SYUG_HUMAN",2.24796
-1.088425,13.9725125,-43.9853573847327,4.43139048370701e-10,9.94970257772326e-08,14.1265368492511,"AL8A1_HUMAN",26,61.0569324189849,8.30033502082444e-11,2.79548366555516e-08,1.088425,"Up in BM1",7.55354304104794,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN",-1.088425
-0.775825000000012,17.6485375,-35.4724727673259,2.0983590595584e-09,2.45812119976964e-07,12.4740730068583,"BHMT1_HUMAN",31,60.3883756470733,8.96418214016142e-11,2.89829936955699e-08,0.775825000000012,"Up in BM1",7.53785675763927,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN",-0.775825000000012
-0.776575000000003,14.0163375,-35.5867879832483,2.05015918688538e-09,2.43697598641096e-07,12.4990848605287,"PGDH_HUMAN",12,58.8616357258669,1.07206667882579e-10,3.33289037113418e-08,0.776575000000003,"Up in BM1",7.47717897136633,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN",-0.776575000000003
2.325075,11.7508875,55.2667558180613,8.48479956819678e-11,2.54009758924943e-08,15.8217099849165,"STAT2_HUMAN",35,-58.2414339307491,1.15442398266705e-10,3.44727704059736e-08,-2.325075,"Up in BD",7.46252381309106,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN",2.325075
-0.823675000000001,11.4747625,-37.4200795660174,1.42619926558111e-09,2.13480901179483e-07,12.8885568562526,"DDC_HUMAN",22,57.7852990148536,1.2196187600788e-10,3.44727704059736e-08,0.823675000000001,"Up in BM1",7.46252381309106,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN",-0.823675000000001
0.899199999999999,11.102225,38.5959077331038,1.14043924250892e-09,1.84061836355058e-07,13.1274118478401,"PAR14_HUMAN",91,-57.6696782509915,1.23680606429944e-10,3.44727704059736e-08,-0.899199999999999,"Up in BD",7.46252381309106,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN",0.899199999999999
2.20895,11.6942,78.5221390617411,6.65333470997589e-12,3.16346496827854e-09,18.2433409743205,"TAP1_HUMAN",24,-56.8924993566824,1.35978782544533e-10,3.6637216643582e-08,-2.20895,"Up in BD",7.43607752742364,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN",2.20895
-0.835150000000001,15.267025,-36.7928186127791,1.61149093075609e-09,2.27111554724292e-07,12.7577106090924,"TRFE_HUMAN",51,55.9175481661441,1.53432314280599e-10,3.96314006543581e-08,0.835150000000001,"Up in BM1",7.4019605785437,"TF","Serotransferrin","TRFE_HUMAN",-0.835150000000001
1.5919275,10.23786125,47.4450146869401,2.56192877697824e-10,6.37467695509137e-08,14.6966450598202,"ECE1_HUMAN",28,-55.7390602761111,1.56897788066245e-10,3.96314006543581e-08,-1.5919275,"Up in BD",7.4019605785437,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN",1.5919275
3.8132425,10.55352875,81.0789461273872,5.27373528722987e-12,2.66422514541744e-09,18.4493491859028,"CMPK2_HUMAN",26,-55.214373353061,1.67614383054428e-10,4.10553654008771e-08,-3.8132425,"Up in BD",7.38663007821016,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN",3.8132425
-0.570399999999999,15.985625,-27.3333964792534,1.37447391380172e-08,9.37032776585754e-07,10.4271936991528,"AOXA_HUMAN",91,52.8169910826892,2.28545866291528e-10,5.4333418742189e-08,0.570399999999999,"Up in BM1",7.26493296763045,"AOX1","Aldehyde oxidase","AOXA_HUMAN",-0.570399999999999
0.780149999999999,17.1946,36.148915658539,1.83072429487194e-09,2.27824996684748e-07,12.6208089925015,"FRIL_HUMAN",12,-51.6968319537437,2.65456468073833e-10,6.13052751840225e-08,-0.780149999999999,"Up in BD",7.21250215378922,"FTL","Ferritin light chain","FRIL_HUMAN",0.780149999999999
1.666425,12.3399875,48.0158661351105,2.34945148260879e-10,6.12600526900865e-08,14.7860380911078,"NUB1_HUMAN",27,-50.9772820888555,2.92754604324007e-10,6.57315407430818e-08,-1.666425,"Up in BD",7.18222618776564,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN",1.666425
-0.967575,14.7081375,-36.735795793189,1.62965114116156e-09,2.27111554724292e-07,12.7456937455506,"ACOHC_HUMAN",48,49.8554857948891,3.41967334303e-10,7.34955653673279e-08,0.967575,"Up in BM1",7.13373886492399,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",-0.967575
-1.272125,13.3023625,-41.1905802016784,7.12482145764956e-10,1.37118885338527e-07,13.6268949847238,"GNMT_HUMAN",15,49.7817626571215,3.45519174063894e-10,7.34955653673279e-08,1.272125,"Up in BM1",7.13373886492399,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN",-1.272125
1.312725,11.0794125,42.0184859920785,6.16974461242902e-10,1.21634257810399e-07,13.7788392464611,"T23O_HUMAN",17,-49.3185094168854,3.68826922467025e-10,7.64417439564348e-08,-1.312725,"Up in BD",7.11666941342738,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN",1.312725
-0.959194999999998,10.3539775,-36.3129514186244,1.77181639648775e-09,2.27824996684748e-07,12.6559382377459,"SYNE2_HUMAN",160,49.0469753229129,3.83321825716027e-10,7.74597579315661e-08,0.959194999999998,"Up in BM1",7.11092386455558,"SYNE2","Nesprin-2","SYNE2_HUMAN",-0.959194999999998
0.890424999999999,15.1538625,37.0141930906283,1.54313724503395e-09,2.22735327707311e-07,12.8041686523841,"GBP1_HUMAN",22,-48.7230314217893,4.01473372402733e-10,7.91490065641778e-08,-0.890424999999999,"Up in BD",7.10155453179851,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",0.890424999999999
1.439675,12.6132125,42.237527476787,5.94201935508661e-10,1.20073356117913e-07,13.8184712052599,"SP100_HUMAN",21,-48.1604661382801,4.35380260012645e-10,8.37899676591002e-08,-1.439675,"Up in BD",7.07680797720646,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN",1.439675
0.946550000000002,13.428525,36.0656488092586,1.86147689439821e-09,2.27974511173042e-07,12.6029098074928,"TSP1_HUMAN",50,-46.9410289621617,5.20740439435583e-10,9.7887092371112e-08,-0.946550000000002,"Up in BD",7.00927457154289,"THBS1","Thrombospondin-1","TSP1_HUMAN",0.946550000000002
1.766975,11.8472125,43.7600856828674,4.59911505540785e-10,1.00472018899626e-07,14.0876264862598,"E2AK2_HUMAN",23,-45.8471444688547,6.13898953393412e-10,1.12776028188158e-07,-1.766975,"Up in BD",6.94778320471433,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN",1.766975
2.497175,11.4881125,44.6269610302709,3.99055609407847e-10,9.21590425955323e-08,14.2361130460163,"NAT8_HUMAN",11,-45.5506688653829,6.42334208387117e-10,1.13271142615177e-07,-2.497175,"Up in BD",6.94588071855039,"NAT8","N-acetyltransferase 8","NAT8_HUMAN",2.497175
-1.235175,11.5949375,-38.1159055727006,1.24840381658426e-09,1.91327341718693e-07,13.0308948422191,"HRG_HUMAN",21,45.5274786748855,6.44621125856506e-10,1.13271142615177e-07,1.235175,"Up in BM1",6.94588071855039,"HRG","Histidine-rich glycoprotein","HRG_HUMAN",-1.235175
0.750500000000002,11.6585,31.5782305882791,4.85739007507411e-09,4.40066180864436e-07,11.5653906511641,"4F2_HUMAN",23,-44.3402112383309,7.75155144470377e-10,1.33310192186257e-07,-0.750500000000002,"Up in BD",6.8751366454771,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN",0.750500000000002
2.174275,11.5164375,52.2417294070797,1.27559961934387e-10,3.55540404246776e-08,15.4108145549728,"DDX60_HUMAN",75,-43.6323722322614,8.67270081605761e-10,1.4604466811707e-07,-2.174275,"Up in BD",6.8355142938743,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN",2.174275
1.72617499999999,16.7501125,57.5227649510997,6.34976521688373e-11,1.97404431723351e-08,16.1105172332452,"HLAA_HUMAN",17,-42.8780251435674,9.7948327851841e-10,1.5793999963225e-07,-1.72617499999999,"Up in BD",6.80150786733418,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN",1.72617499999999
1.026575,11.1915625,34.6713983513115,2.47467565658272e-09,2.77816712946641e-07,12.2962900212218,"ABCD1_HUMAN",33,-42.7464077667876,1.00071744135627e-09,1.5793999963225e-07,-1.026575,"Up in BD",6.80150786733418,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN",1.026575
1.4714025,9.59254875,40.0194329313031,8.77724982909275e-10,1.55876419511289e-07,13.4059537642777,"PHAR4_HUMAN",29,-42.5389993517727,1.03525549374527e-09,1.5793999963225e-07,-1.4714025,"Up in BD",6.80150786733418,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN",1.4714025
-0.975049999999998,16.0418,-38.0901064338099,1.2545279118014e-09,1.91327341718693e-07,13.0256690178129,"ALDOC_HUMAN",31,42.2692342174694,1.08223381760079e-09,1.5793999963225e-07,0.975049999999998,"Up in BM1",6.80150786733418,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN",-0.975049999999998
1.60695,15.579675,39.3633723732564,9.89142423271796e-10,1.70111451219275e-07,13.2789833017541,"HLAC_HUMAN",7,-42.2601690445563,1.08385425684293e-09,1.5793999963225e-07,-1.60695,"Up in BD",6.80150786733418,"HLA-C","HLA class I histocompatibility antigen, C alpha chain","HLAC_HUMAN",1.60695
0.894000000000005,14.88145,38.7441836473929,1.10926485346332e-09,1.82983424704979e-07,13.1569565768497,"VIME_HUMAN",46,-42.2591763901742,1.08403186645909e-09,1.5793999963225e-07,-0.894000000000005,"Up in BD",6.80150786733418,"VIM","Vimentin","VIME_HUMAN",0.894000000000005
2.24764,10.260305,54.5956730332541,9.26993009917381e-11,2.67603017827221e-08,15.732971781008,"HELZ2_HUMAN",117,-42.2044739080688,1.09387104612853e-09,1.5793999963225e-07,-2.24764,"Up in BD",6.80150786733418,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN",2.24764
-0.652249999999999,15.95705,-30.2968873433114,6.5482163957681e-09,5.34638718454481e-07,11.2397830427626,"FAS_HUMAN",149,42.2025033255441,1.09422738827242e-09,1.5793999963225e-07,0.652249999999999,"Up in BM1",6.80150786733418,"FASN","Fatty acid synthase","FAS_HUMAN",-0.652249999999999
0.817924999999997,13.8893125,31.5420608952567,4.89770837777323e-09,4.40066180864436e-07,11.5563942946424,"EHD4_HUMAN",31,-42.0936392675117,1.11412096948234e-09,1.57990171865365e-07,-0.817924999999997,"Up in BD",6.80136992847214,"EHD4","EH domain-containing protein 4","EHD4_HUMAN",0.817924999999997
-0.952050000000002,15.226525,-35.2096844131519,2.21412654268054e-09,2.5566835492124e-07,12.4162396875435,"BAAT_HUMAN",15,41.2404972765968,1.28516285890641e-09,1.79102954974836e-07,0.952050000000002,"Up in BM1",6.74689724877588,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN",-0.952050000000002
1.193075,11.9649125,35.763774660187,1.9779968461161e-09,2.38629082196364e-07,12.5376359861374,"5NTD_HUMAN",22,-40.6885730414275,1.41177970664741e-09,1.93087015863942e-07,-1.193075,"Up in BD",6.71424692937044,"NT5E","5'-nucleotidase","5NTD_HUMAN",1.193075
-0.941825,13.2095625,-33.1440536812902,3.4257919009474e-09,3.37691169943388e-07,11.9445961703688,"BUP1_HUMAN",23,40.6004735135419,1.43328231496183e-09,1.93087015863942e-07,0.941825,"Up in BM1",6.71424692937044,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",-0.941825
1.96309,8.449425,39.0313450249793,1.05160606629909e-09,1.77086079872824e-07,13.2138178709051,"MCM5_HUMAN",27,-40.4333574770981,1.47510680105965e-09,1.95463742179756e-07,-1.96309,"Up in BD",6.70893379085959,"MCM5","DNA replication licensing factor MCM5","MCM5_HUMAN",1.96309
-0.815475000000001,15.0495875,-33.4960919217141,3.17426716034751e-09,3.16760511815913e-07,12.0271938471098,"PBLD_HUMAN",23,40.3149502815523,1.5055851193086e-09,1.9628458902212e-07,0.815475000000001,"Up in BM1",6.7071137970143,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN",-0.815475000000001
0.939925000000004,16.3899375,32.8167959875304,3.68010809095051e-09,3.58389321676542e-07,11.8669584377893,"AMPL_HUMAN",38,-40.0254099986696,1.58319186599531e-09,2.0312602941016e-07,-0.939925000000004,"Up in BD",6.69223442073665,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN",0.939925000000004
-1.12505,12.721425,-33.9863129523732,2.85821768997321e-09,2.93077002237818e-07,12.1406609888472,"FADS2_HUMAN",14,39.1651456114171,1.8421491876881e-09,2.32657685688795e-07,1.12505,"Up in BM1",6.63328259627019,"FADS2","Acyl-CoA 6-desaturase","FADS2_HUMAN",-1.12505
1.247125,13.2161375,36.2113791323387,1.80803394944329e-09,2.27824996684748e-07,12.6342065391901,"CEAM1_HUMAN",9,-38.9615210814795,1.91032545567941e-09,2.36683606056475e-07,-1.247125,"Up in BD",6.62583182253472,"CEACAM1","Carcinoembryonic antigen-related cell adhesion molecule 1","CEAM1_HUMAN",1.247125
2.2762725,9.02966375,40.2905716735021,8.35901217784047e-10,1.53558853257919e-07,13.4577475059751,"SAMD9_HUMAN",42,-38.8968177217678,1.93258913766267e-09,2.36683606056475e-07,-2.2762725,"Up in BD",6.62583182253472,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN",2.2762725
1.25205,13.63015,34.2190950556119,2.72078170954253e-09,2.90102759397208e-07,12.1939210088231,"LG3BP_HUMAN",20,-38.7609049018816,1.98032726388086e-09,2.38910227969388e-07,-1.25205,"Up in BD",6.62176525730084,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",1.25205
-0.873999999999999,11.829875,-30.9688027476503,5.59035467217166e-09,4.80711029948548e-07,11.4123188390151,"ACMSD_HUMAN",17,38.6411968491416,2.02349178312249e-09,2.40527707102634e-07,0.873999999999999,"Up in BM1",6.61883488873424,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN",-0.873999999999999
1.6425075,10.16454625,38.4990304307533,1.16134524979686e-09,1.84061836355058e-07,13.108040144027,"KPCD2_HUMAN",30,-38.3267685405128,2.14208217647352e-09,2.50934061339644e-07,-1.6425075,"Up in BD",6.60044038432969,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN",1.6425075
-0.675425000000004,15.8526125,-27.7575107637702,1.2302772332528e-08,8.80029281095784e-07,10.5490159152985,"FTCD_HUMAN",36,38.0706768726544,2.2445581439464e-09,2.59182335393125e-07,0.675425000000004,"Up in BM1",6.58639460119155,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN",-0.675425000000004
0.670425000000002,11.5241625,26.4920258003282,1.72122141202581e-08,1.08194462362174e-06,10.1795669465365,"PARP9_HUMAN",37,-37.6747139502389,2.41422682698068e-09,2.7484782313359e-07,-0.670425000000002,"Up in BD",6.56090769841014,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN",0.670425000000002
-0.948550000000003,14.862325,-30.8751565738546,5.71377690204188e-09,4.86152196833732e-07,11.3885126384829,"CP2C9_HUMAN",28,37.4488973773879,2.51752827760815e-09,2.82627514832038e-07,0.948550000000003,"Up in BM1",6.54878556025802,"CYP2C9","Cytochrome P450 2C9","CP2C9_HUMAN",-0.948550000000003
-0.913900000000002,10.797225,-30.4247071714693,6.35246426036373e-09,5.29350191922887e-07,11.2729165570429,"CGNL1_HUMAN",84,37.3231639541809,2.57722978896244e-09,2.8536641622169e-07,0.913900000000002,"Up in BM1",6.54459713881707,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",-0.913900000000002
2.357395,9.7760025,36.5317562741162,1.6965649517242e-09,2.27824996684748e-07,12.7025259036884,"TREX1_HUMAN",15,-37.22353222242,2.62568741081804e-09,2.8599627726367e-07,-2.357395,"Up in BD",6.54363961992819,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",2.357395
-0.838575000000006,18.4609625,-30.6259596010468,6.05758246221753e-09,5.10035823355253e-07,11.3247864044209,"ALDOB_HUMAN",33,37.0837265200434,2.69544948999648e-09,2.8599627726367e-07,0.838575000000006,"Up in BM1",6.54363961992819,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN",-0.838575000000006
1.072175,16.4999125,34.2332042001599,2.712696205106e-09,2.90102759397208e-07,12.1971364914578,"STOM_HUMAN",17,-37.065160656225,2.70487201073235e-09,2.8599627726367e-07,-1.072175,"Up in BD",6.54363961992819,"STOM","Stomatin","STOM_HUMAN",1.072175
-1.01575,10.85535,-31.3337227048529,5.13748421328645e-09,4.51372661912982e-07,11.5043592796955,"ACD10_HUMAN",51,37.0268237193103,2.72444802045064e-09,2.8599627726367e-07,1.01575,"Up in BM1",6.54363961992819,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN",-1.01575
1.55328,10.749135,34.1452200870716,2.76356705104355e-09,2.90102759397208e-07,12.1770613092255,"PAR10_HUMAN",43,-36.4987309111129,3.01126744026229e-09,3.0819538935361e-07,-1.55328,"Up in BD",6.51117386267556,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",1.55328
-1.17595,10.979525,-42.5007734309968,5.68088067611931e-10,1.1773989360275e-07,13.8657926898247,"ACO12_HUMAN",27,36.4971469490892,3.01217812185267e-09,3.0819538935361e-07,1.17595,"Up in BM1",6.51117386267556,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",-1.17595
2.7623075,11.41962125,36.1705927752707,1.82281342585183e-09,2.27824996684748e-07,12.6254613129307,"PLS1_HUMAN",7,-36.354210443746,3.09566807698206e-09,3.12778563328075e-07,-2.7623075,"Up in BD",6.50476301951037,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN",2.7623075
1.38745,11.073075,34.2727129255069,2.69019997680817e-09,2.90102759397208e-07,12.2061328970275,"RN213_HUMAN",232,-35.5982280302431,3.58371269098469e-09,3.57619131867028e-07,-1.38745,"Up in BD",6.44657925541857,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN",1.38745
-0.854724999999998,12.3018875,-29.9470936901439,7.11993545116113e-09,5.69806319324113e-07,11.1483446268336,"3BHS7_HUMAN",18,35.532731852711,3.62998030460261e-09,3.57818668318328e-07,0.854724999999998,"Up in BM1",6.44633700491974,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN",-0.854724999999998
-0.783425000000005,17.8743875,-27.562569150458,1.29430559161127e-08,9.01885525602919e-07,10.4932646703805,"ADH1B_HUMAN",14,34.6922329813362,4.28857826545168e-09,4.07836440030211e-07,0.783425000000005,"Up in BM1",6.38951397277806,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN",-0.783425000000005
-0.495725000000004,11.6689875,-21.881866436161,6.79066540049362e-08,2.70388908532955e-06,8.659970604447,"IRGQ_HUMAN",23,34.6768951281562,4.3018055084976e-09,4.07836440030211e-07,0.495725000000004,"Non-significant",6.38951397277806,"IRGQ","Immunity-related GTPase family Q protein","IRGQ_HUMAN",-0.495725000000004
-0.642899999999997,14.952425,-24.6907511294186,2.85538193607452e-08,1.49870468761626e-06,9.62079292335594,"KPYR_HUMAN",45,34.6582781901657,4.31792325523373e-09,4.07836440030211e-07,0.642899999999997,"Up in BM1",6.38951397277806,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN",-0.642899999999997
-0.801675000000005,13.3174125,-29.9534654247748,7.10902637496281e-09,5.69806319324113e-07,11.1500203567347,"A1CF_HUMAN",34,34.5834105411794,4.38344061236457e-09,4.07836440030211e-07,0.801675000000005,"Up in BM1",6.38951397277806,"A1CF","APOBEC1 complementation factor","A1CF_HUMAN",-0.801675000000005
