"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BM2_vs_B2"
0.431094999999999,9.3490525,10.1708550631622,1.41310151801084e-05,0.0115846062446529,3.54373802657828,"TRI22_HUMAN",15,-10.1082519104534,9.39179164342269e-06,0.00674610583608839,-0.431094999999999,"Non-significant",2.17094684967682,"TRIM22","E3 ubiquitin-protein ligase TRIM22","TRI22_HUMAN",0.431094999999999
0.387774999999994,16.2014375,9.88327513787622,1.72094413202511e-05,0.0117990252869292,3.38657360221289,"STOM_HUMAN",17,-10.0390478321886,9.87475848171026e-06,0.00674610583608839,-0.387774999999994,"Non-significant",2.17094684967682,"STOM","Stomatin","STOM_HUMAN",0.387774999999994
0.341250000000002,13.43525,8.51493986039919,4.73409035527081e-05,0.0242562954578188,2.5438265591947,"ADRO_HUMAN",35,-9.45610786191799,1.52520953854821e-05,0.0096182059977063,-0.341250000000002,"Non-significant",2.0169059256705,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN",0.341250000000002
0.347137499999999,9.15521125,8.96619031455013,3.34210432564858e-05,0.0195704080440479,2.84028399415577,"TREA_HUMAN",16,-8.98387255519563,2.20668891509988e-05,0.012307739450869,-0.347137499999999,"Non-significant",1.90982170613985,"TREH","Trehalase","TREA_HUMAN",0.347137499999999
-1.52488,6.6105375,-8.67364487432071,4.18117764052957e-05,0.0228515295313743,2.65031415328902,"SMC5_HUMAN",19,8.95849642040642,2.25196501296701e-05,0.012307739450869,1.52488,"Up in BM2",1.90982170613985,"SMC5","Structural maintenance of chromosomes protein 5","SMC5_HUMAN",-1.52488
-0.511560000000001,8.551,-9.87812500125616,1.72710787317822e-05,0.0117990252869292,3.38370057667888,"NSE1_HUMAN",9,8.86315653996976,2.43158751724958e-05,0.0124588465415075,0.511560000000001,"Up in BM2",1.90452216344303,"NSMCE1","Non-structural maintenance of chromosomes element 1 homolog","NSE1_HUMAN",-0.511560000000001
0.139600000000002,14.759275,6.11799191383566,0.000405817766890651,0.103965439155299,0.590206564263043,"THRB_HUMAN",42,-8.75845941872068,2.64750883560757e-05,0.0127672220201829,-0.139600000000002,"Non-significant",1.89390358923235,"F2","Prothrombin","THRB_HUMAN",0.139600000000002
-0.141875000000002,17.1363875,-5.65322770069892,0.000660756772821764,0.128973429133162,0.123288384557029,"AL1L1_HUMAN",79,8.28447345117941,3.93409334335545e-05,0.0173176539693276,0.141875000000002,"Non-significant",1.76151094241022,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN",-0.141875000000002
-0.669964999999999,8.5856525,-10.5605415232128,1.09028047624621e-05,0.00993124371585159,3.74685123430122,"FETUA_HUMAN",5,8.26109949530917,4.0136060675436e-05,0.0173176539693276,0.669964999999999,"Up in BM2",1.76151094241022,"AHSG","Alpha-2-HS-glycoprotein","FETUA_HUMAN",-0.669964999999999
-0.248050000000003,10.61705,-7.87743681477078,7.95604586880779e-05,0.0339210010184289,2.09022799553079,"TAGL_HUMAN",15,7.60474715094768,7.17921755451682e-05,0.0294276127559645,0.248050000000003,"Non-significant",1.53124496756274,"TAGLN","Transgelin","TAGL_HUMAN",-0.248050000000003
0.752814999999999,8.35632,8.03301111448033,6.98759105327888e-05,0.0336966302675178,2.2048798867845,"CDN1A_HUMAN",6,-7.4341524457281,8.40516343633689e-05,0.0324380526230914,-0.752814999999999,"Up in B2",1.48894522599083,"CDKN1A","Cyclin-dependent kinase inhibitor 1","CDN1A_HUMAN",0.752814999999999
0.241849999999999,12.194825,7.47471158790976,0.000112440026449723,0.0418992425834014,1.78086039458586,"TNR6_HUMAN",16,-7.39663258271263,8.70501534164445e-05,0.0324380526230914,-0.241849999999999,"Non-significant",1.48894522599083,"FAS","Tumor necrosis factor receptor superfamily member 6","TNR6_HUMAN",0.241849999999999
0.317674999999998,11.3165125,7.83124812143376,8.2719433697265e-05,0.0339210010184289,2.0556779117579,"TIGAR_HUMAN",12,-7.29893680228618,9.54316032786903e-05,0.0336096110012417,-0.317674999999998,"Non-significant",1.47353651404025,"TIGAR","Fructose-2,6-bisphosphatase TIGAR","TIGAR_HUMAN",0.317674999999998
-0.134499999999999,10.7326,-5.34043400113744,0.000931627625133794,0.14771788673064,-0.209643326546164,"WNK1_HUMAN",48,7.26667448308392,9.83935916113444e-05,0.0336096110012417,0.134499999999999,"Non-significant",1.47353651404025,"WNK1","Serine/threonine-protein kinase WNK1","WNK1_HUMAN",-0.134499999999999
-0.182424999999999,11.6584875,-5.81000894912361,0.00055888720015686,0.123831277483404,0.28443599483034,"MYO1D_HUMAN",58,7.14666776546922,0.000110343351453849,0.0361837918087463,0.182424999999999,"Non-significant",1.44148592406196,"MYO1D","Unconventional myosin-Id","MYO1D_HUMAN",-0.182424999999999
0.128550000000001,11.446375,5.30704650780153,0.000967165484009137,0.14771788673064,-0.246096174345535,"S12A4_HUMAN",38,-7.05780248035962,0.000120232418216397,0.0379102063283854,-0.128550000000001,"Non-significant",1.4212438518955,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN",0.128550000000001
-0.263512500000001,10.10526875,-6.57553379636327,0.000257512217883258,0.0753958986502481,1.01913726484935,"LX15B_HUMAN",22,6.96406056381412,0.000131743969105101,0.0400013725453193,0.263512500000001,"Non-significant",1.39792510670625,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN",-0.263512500000001
-0.9250925,7.12454625,-6.75932773795486,0.000215924301973045,0.0708058971030008,1.18329972773903,"NSE2_HUMAN",9,6.82313545749226,0.000151422627375973,0.0443343821152938,0.9250925,"Up in BM2",1.35325933988422,"NSMCE2","E3 SUMO-protein ligase NSE2","NSE2_HUMAN",-0.9250925
-0.152074999999996,17.1886375,-5.35114861159871,0.000920531303351511,0.14771788673064,-0.197982817894793,"SBP1_HUMAN",39,6.57699478260345,0.000194112305528993,0.0548735407147132,0.152074999999996,"Non-significant",1.26063701605232,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN",-0.152074999999996
0.381265000000002,6.89199,6.42796232540981,0.000297426672463814,0.0812767953619448,0.884004468608671,"GO45_HUMAN",14,-6.45389802058317,0.0002203467819805,0.0602134306225381,-0.381265000000002,"Non-significant",1.22030662843155,"BLZF1","Golgin-45","GO45_HUMAN",0.381265000000002
-0.167899999999994,16.006625,-5.38436287105859,0.000887053418145058,0.14771788673064,-0.161952871492059,"TKFC_HUMAN",40,6.41474269648056,0.000229497179311558,0.0606510202598516,0.167899999999994,"Non-significant",1.21716188911733,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN",-0.167899999999994
0.8248,7.05865,6.771381546362,0.000213471352553286,0.0708058971030008,1.19390838511343,"PHLA3_HUMAN",5,-6.37928698107569,0.000238147074859015,0.0606510202598516,-0.8248,"Non-significant",1.21716188911733,"PHLDA3","Pleckstrin homology-like domain family A member 3","PHLA3_HUMAN",0.8248
-0.15615,12.2988,-5.03521679950572,0.00131926460574465,0.174440826417656,-0.549586707864702,"TENS1_HUMAN",76,6.33764596217345,0.000248769941637769,0.0606510202598516,0.15615,"Non-significant",1.21716188911733,"TNS1","Tensin-1","TENS1_HUMAN",-0.15615
-1.2332575,6.26077625,-6.64487648966339,0.000240852291856855,0.0731298921719445,1.08160677760808,"MED21_HUMAN",3,6.327106110073,0.000251541191611973,0.0606510202598516,1.2332575,"Non-significant",1.21716188911733,"MED21","Mediator of RNA polymerase II transcription subunit 21","MED21_HUMAN",-1.2332575
-0.209674999999997,13.2711125,-6.91688069384199,0.000186195050241576,0.0663663922556715,1.32045947212101,"S22A1_HUMAN",13,6.25733089281897,0.000270772275034968,0.0634226031639047,0.209674999999997,"Non-significant",1.19775593644142,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN",-0.209674999999997
0.337675000000001,11.4677375,5.89581066110988,0.00051061702825658,0.123118776401395,0.371043352137487,"K1C19_HUMAN",26,-6.22296257099307,0.000280838287911832,0.0639531190083667,-0.337675000000001,"Non-significant",1.19413827002675,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN",0.337675000000001
-0.150549999999999,11.268625,-4.95875851381365,0.00144231276290403,0.179152727731625,-0.637123725159802,"ACD10_HUMAN",51,6.12089026369119,0.00031325724237034,0.0694076452149202,0.150549999999999,"Non-significant",1.15859268960591,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN",-0.150549999999999
0.183932499999994,8.33898625,5.59825456139023,0.000701231340542992,0.133690570459801,0.0658875425044414,"MLH1_HUMAN",22,-6.00554826243998,0.000354960119526524,0.0765779752599591,-0.183932499999994,"Non-significant",1.11589612068684,"MLH1","DNA mismatch repair protein Mlh1","MLH1_HUMAN",0.183932499999994
-0.88553,7.44408,-5.72463246898989,0.000612005548278286,0.12754108552315,0.197149000414019,"NSE3_HUMAN",15,5.89382177416962,0.00040127473805104,0.0804979163570293,0.88553,"Non-significant",1.09421536095332,"NSMCE3","Non-structural maintenance of chromosomes element 3 homolog","NSE3_HUMAN",-0.88553
-0.14005,10.610175,-4.59679095583106,0.00222498094479832,0.197838397783316,-1.06466937491202,"PAR14_HUMAN",91,5.89180380705034,0.000402170396276595,0.0804979163570293,0.14005,"Non-significant",1.09421536095332,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN",-0.14005
-0.144825000000001,11.5101375,-5.12995261691149,0.0011826041331316,0.161583144723547,-0.442453184246226,"ACO12_HUMAN",27,5.89086512594759,0.000402587773925128,0.0804979163570293,0.144825000000001,"Non-significant",1.09421536095332,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",-0.144825000000001
0.170037500000001,9.61723625,5.55934232407754,0.000731543335395569,0.134858806186593,0.0249726781808031,"DCP1A_HUMAN",19,-5.78078491427488,0.000455016501057167,0.0871911259193498,-0.170037500000001,"Non-significant",1.0595277141543,"DCP1A","mRNA-decapping enzyme 1A","DCP1A_HUMAN",0.170037500000001
-0.123450000000002,17.40085,-4.58606329051158,0.00225440501956601,0.197838397783316,-1.07767297086353,"SCP2_HUMAN",39,5.77624804590042,0.000457333302577707,0.0871911259193498,0.123450000000002,"Non-significant",1.0595277141543,"SCP2","Sterol carrier protein 2","SCP2_HUMAN",-0.123450000000002
0.22955,12.86675,7.77318584775183,8.68920494495007e-05,0.0339210010184289,2.01190946467141,"BAX_HUMAN",9,-5.67865312876829,0.000510458623124404,0.0951077225539514,-0.22955,"Non-significant",1.02178421780075,"BAX","Apoptosis regulator BAX","BAX_HUMAN",0.22955
-0.1945,14.60735,-5.30110771499675,0.000973642662147383,0.14771788673064,-0.252598941257794,"GBP1_HUMAN",22,5.64266627966317,0.000531735379594697,0.0953723217057959,0.1945,"Non-significant",1.02057764494507,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",-0.1945
-0.128900000000002,17.013675,-4.97865795036949,0.00140911225771385,0.177721573672895,-0.614248321595148,"GSTM1_HUMAN",24,5.63704545224774,0.000535145986639011,0.0953723217057959,0.128900000000002,"Non-significant",1.02057764494507,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN",-0.128900000000002
0.210875000000003,12.5774125,5.52837120663707,0.000756709573625675,0.134858806186593,-0.00776154519241334,"PCNA_HUMAN",17,-5.61023343182647,0.000551750065933054,0.0962392987344506,-0.210875000000003,"Non-significant",1.0166475502242,"PCNA","Proliferating cell nuclear antigen","PCNA_HUMAN",0.210875000000003
-0.207427499999998,8.67926625,-5.83271346341574,0.00054563837995686,0.123831277483404,0.307461895837809,"ACBD6_HUMAN",14,5.5905886269156,0.00056427574602279,0.096373595122809,0.207427499999998,"Non-significant",1.01604193978258,"ACBD6","Acyl-CoA-binding domain-containing protein 6","ACBD6_HUMAN",-0.207427499999998
0.926264999999999,5.9809525,5.81035163519581,0.00055868459273975,0.123831277483404,0.284784112571873,"RED1_HUMAN",4,-5.5557523858165,0.000587264725152214,0.0964964140064084,-0.926264999999999,"Non-significant",1.01548882558021,"ADARB1","Double-stranded RNA-specific editase 1","RED1_HUMAN",0.926264999999999
0.61645,9.11581,5.45671660581292,0.000818696969228518,0.142801654334796,-0.084073032261383,"GDF15_HUMAN",12,-5.55386950349029,0.000588536313774143,0.0964964140064084,-0.61645,"Non-significant",1.01548882558021,"GDF15","Growth/differentiation factor 15","GDF15_HUMAN",0.61645
-0.161375000000007,18.9339125,-4.81599789178319,0.00170739337866868,0.184472708143132,-0.803151590048812,"ALDOB_HUMAN",33,5.5008198669203,0.000625638625932424,0.100568342262628,0.161375000000007,"Non-significant",0.997538708588252,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN",-0.161375000000007
0.223197500000003,10.10920125,6.50270111251797,0.000276409783830312,0.0781381864772723,0.952818421537102,"M1IP1_HUMAN",10,-5.3829494016725,0.00071763476152257,0.113049270907843,-0.223197500000003,"Non-significant",0.946732234218416,"MID1IP1","Mid1-interacting protein 1","M1IP1_HUMAN",0.223197500000003
1.3383025,5.28785625,5.19338388421639,0.00109987219315751,0.152826309144157,-0.371538777308846,"IF16_HUMAN",24,-5.36737755868831,0.000730862571129014,0.113049270907843,-1.3383025,"Non-significant",0.946732234218416,"IFI16","Gamma-interferon-inducible protein 16","IF16_HUMAN",1.3383025
-0.107750000000003,14.0149,-3.97296281337033,0.00491412030775001,0.25399847914611,-1.85244623510159,"CAND1_HUMAN",65,5.34348110925632,0.000751685996926068,0.11411707042222,0.107750000000003,"Non-significant",0.942649385944114,"CAND1","Cullin-associated NEDD8-dissociated protein 1","CAND1_HUMAN",-0.107750000000003
-0.154025000000004,13.5894125,-6.68065110779987,0.000232730722561925,0.0731298921719445,1.11358164401666,"NDRG2_HUMAN",12,5.28426509475873,0.000806151528247679,0.120160549610445,0.154025000000004,"Non-significant",0.920238093886531,"NDRG2","Protein NDRG2","NDRG2_HUMAN",-0.154025000000004
0.37175,10.276725,5.52852009737552,0.000756586315156872,0.134858806186593,-0.00760381886056383,"EPCAM_HUMAN",9,-5.22787337579712,0.000862071108921463,0.124230503458897,-0.37175,"Non-significant",0.905771754744331,"EPCAM","Epithelial cell adhesion molecule","EPCAM_HUMAN",0.37175
-0.177474999999999,12.4692625,-4.50560462271545,0.00248919642542643,0.206125578743898,-1.17581225884078,"CING_HUMAN",80,5.21781810435491,0.000872482567970547,0.124230503458897,0.177474999999999,"Non-significant",0.905771754744331,"CGN","Cingulin","CING_HUMAN",-0.177474999999999
-0.091999999999997,14.44395,-3.52768659353695,0.0089626473813102,0.308721778285634,-2.45240951247732,"DESP_HUMAN",216,5.21166853277364,0.000878917931277874,0.124230503458897,0.091999999999997,"Non-significant",0.905771754744331,"DSP","Desmoplakin","DESP_HUMAN",-0.091999999999997
0.2031525,9.95954875,4.73232988356769,0.00188741431966268,0.188695397470667,-0.902025836893938,"AT2C1_HUMAN",28,-5.11887107479696,0.000982624453536628,0.134304141701614,-0.2031525,"Non-significant",0.87191059425294,"ATP2C1","Calcium-transporting ATPase type 2C member 1","AT2C1_HUMAN",0.2031525
-0.2622175,9.26957375,-5.32593301818147,0.000946881799089167,0.14771788673064,-0.225453725274851,"RRP15_HUMAN",12,5.11859445761863,0.000982952976591466,0.134304141701614,0.2622175,"Non-significant",0.87191059425294,"RRP15","RRP15-like protein","RRP15_HUMAN",-0.2622175
0.170249999999999,10.346925,4.37194282710079,0.00294073996688335,0.217514188060938,-1.34122565660825,"ASCC3_HUMAN",92,-5.09608058064547,0.00101009952524233,0.135750752589125,-0.170249999999999,"Non-significant",0.867257754045575,"ASCC3","Activating signal cointegrator 1 complex subunit 3","ASCC3_HUMAN",0.170249999999999
0.3216025,7.09419375,5.23009173329299,0.00105493180770785,0.152826309144157,-0.330798557518859,"2A5B_HUMAN",11,-5.07711889138737,0.001033601010226,0.136668727126335,-0.3216025,"Non-significant",0.864330850393694,"PPP2R5B","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform","2A5B_HUMAN",0.3216025
-0.153450000000001,13.7919,-5.28537724959272,0.000991032418905248,0.14771788673064,-0.269850617186366,"GNMT_HUMAN",15,5.04666597444625,0.00107260860881679,0.139399822019039,0.153450000000001,"Non-significant",0.855737780730107,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN",-0.153450000000001
0.154200000000003,12.03885,4.30056389715464,0.00321803783407429,0.230048715909384,-1.43077359478452,"HKDC1_HUMAN",55,-5.03478351841319,0.00108826404113424,0.139399822019039,-0.154200000000003,"Non-significant",0.855737780730107,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN",0.154200000000003
-0.587532500000002,7.39283875,-4.83748987428255,0.00166426188820545,0.184471117407013,-0.777941140883225,"KRI1_HUMAN",13,4.94883428345282,0.00120924165137708,0.15251327781522,0.587532500000002,"Non-significant",0.816692344967297,"KRI1","Protein KRI1 homolog","KRI1_HUMAN",-0.587532500000002
0.170349999999999,9.35961,4.74655743622709,0.00185538253782003,0.188695397470667,-0.885130416662752,"TRUB1_HUMAN",19,-4.92619020216099,0.00124351260248295,0.152998792578484,-0.170349999999999,"Non-significant",0.815311996493322,"TRUB1","Pseudouridylate synthase TRUB1","TRUB1_HUMAN",0.170349999999999
0.290855000000001,7.6647,5.20680217892233,0.00108320357583853,0.152826309144157,-0.35662118477591,"TRM61_HUMAN",10,-4.88798431106617,0.00130376934184622,0.152998792578484,-0.290855000000001,"Non-significant",0.815311996493322,"TRMT61A","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A","TRM61_HUMAN",0.290855000000001
-0.0858500000000006,11.790925,-3.56642138698894,0.00849640652618909,0.302841481311731,-2.39907054570915,"KANK2_HUMAN",42,4.88239768069663,0.0013128448265521,0.152998792578484,0.0858500000000006,"Non-significant",0.815311996493322,"KANK2","KN motif and ankyrin repeat domain-containing protein 2","KANK2_HUMAN",-0.0858500000000006
1.76428,6.1771,4.7384002413907,0.00187367376591245,0.188695397470667,-0.894813084156744,"SDHL_HUMAN",10,-4.88147059765977,0.00131435754481251,0.152998792578484,-1.76428,"Non-significant",0.815311996493322,"SDS","L-serine dehydratase/L-threonine deaminase","SDHL_HUMAN",1.76428
0.196472500000002,10.15303875,4.57670964888374,0.00228040919578637,0.197838397783316,-1.08902667942698,"GLSK_HUMAN",24,-4.87760741520118,0.00132068163417027,0.152998792578484,-0.196472500000002,"Non-significant",0.815311996493322,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN",0.196472500000002
0.178112500000005,9.27689875,4.65694159899495,0.00206761645601308,0.197090057573003,-0.992112507063539,"WFS1_HUMAN",20,-4.872626614076,0.0013288844267956,0.152998792578484,-0.178112500000005,"Non-significant",0.815311996493322,"WFS1","Wolframin","WFS1_HUMAN",0.178112500000005
0.1631,11.24805,4.81463772967476,0.00171016416429349,0.184472708143132,-0.804749660095705,"RAB17_HUMAN",17,-4.86369608148894,0.00134373177185299,0.152998792578484,-0.1631,"Non-significant",0.815311996493322,"RAB17","Ras-related protein Rab-17","RAB17_HUMAN",0.1631
-0.167025000000001,10.6892125,-4.64424207333372,0.00209979370681157,0.197090057573003,-1.00738116116362,"DEMA_HUMAN",19,4.8199013426818,0.00141921535462967,0.154109480196451,0.167025000000001,"Non-significant",0.812170644407041,"DMTN","Dematin","DEMA_HUMAN",-0.167025000000001
-0.2908725,7.05813125,-4.83704345820379,0.00166514548525481,0.184471117407013,-0.778464015430073,"PKHM1_HUMAN",13,4.81302507525947,0.00143148242205751,0.154109480196451,0.2908725,"Non-significant",0.812170644407041,"PLEKHM1","Pleckstrin homology domain-containing family M member 1","PKHM1_HUMAN",-0.2908725
-0.104765,9.800425,-3.78267037984126,0.00633046350043951,0.263875603223914,-2.10521798968794,"UBE2O_HUMAN",45,4.80478052438816,0.00144634338833286,0.154109480196451,0.104765,"Non-significant",0.812170644407041,"UBE2O","(E3-independent) E2 ubiquitin-conjugating enzyme","UBE2O_HUMAN",-0.104765
-0.235682500000001,9.70218125,-4.70012128808524,0.00196219903755102,0.191501282260039,-0.940398384618352,"STS_HUMAN",17,4.80447246218474,0.00144690193298818,0.154109480196451,0.235682500000001,"Non-significant",0.812170644407041,"STS","Steryl-sulfatase","STS_HUMAN",-0.235682500000001
-0.114425000000001,11.8548375,-3.83111771257847,0.00593214050300748,0.260451584169834,-2.040334094466,"DPYD_HUMAN",55,4.7973502103259,0.00145988113284413,0.154109480196451,0.114425000000001,"Non-significant",0.812170644407041,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN",-0.114425000000001
0.192567499999999,9.17060875,4.61889802721757,0.00216566597469932,0.197268107339834,-1.03793262440286,"GDAP2_HUMAN",19,-4.78742089902177,0.00147818844657389,0.154109480196451,-0.192567499999999,"Non-significant",0.812170644407041,"GDAP2","Ganglioside-induced differentiation-associated protein 2","GDAP2_HUMAN",0.192567499999999
1.7715125,6.39072875,4.78074108873895,0.00178083934720438,0.187170781645916,-0.844674381364756,"TM164_HUMAN",2,-4.78372029511032,0.00148507549835565,0.154109480196451,-1.7715125,"Non-significant",0.812170644407041,"TMEM164","Transmembrane protein 164","TM164_HUMAN",1.7715125
-0.207672500000001,9.68280375,-4.43475778450104,0.00271825266997202,0.212230813223149,-1.26311937227712,"MAGD2_HUMAN",27,4.74751259299756,0.00155433965418201,0.159280956062301,0.207672500000001,"Non-significant",0.797836146179193,"MAGED2","Melanoma-associated antigen D2","MAGD2_HUMAN",-0.207672500000001
-0.105849999999997,13.540325,-3.79203989726208,0.00625122814687961,0.263875603223914,-2.0926419302109,"ABLM3_HUMAN",41,4.73332727949988,0.00158243057220328,0.160157602850895,0.105849999999997,"Non-significant",0.795452440092152,"ABLIM3","Actin-binding LIM protein 3","ABLM3_HUMAN",-0.105849999999997
0.123674999999999,11.3933375,4.39072981328131,0.0028721767942242,0.217514188060938,-1.31779669131635,"PCY1A_HUMAN",21,-4.71538311152465,0.00161876155231468,0.161836673242387,-0.123674999999999,"Non-significant",0.790923057618144,"PCYT1A","Choline-phosphate cytidylyltransferase A","PCY1A_HUMAN",0.123674999999999
-0.14706,10.086595,-4.21749157839682,0.00357727714514344,0.236353845482677,-1.53604859551599,"CTNL1_HUMAN",29,4.70301893073358,0.0016443241071108,0.162411675061377,0.14706,"Non-significant",0.789382754451476,"CTNNAL1","Alpha-catulin","CTNL1_HUMAN",-0.14706
0.136424999999999,11.3229125,4.0695221432784,0.0043304231146079,0.250289506294929,-1.72635679849628,"BMP1_HUMAN",35,-4.67928696459809,0.00169463172402388,0.164666781823632,-0.136424999999999,"Non-significant",0.783394002079313,"BMP1","Bone morphogenetic protein 1","BMP1_HUMAN",0.136424999999999
0.2042,10.901975,4.38477038475903,0.00289373438978597,0.217514188060938,-1.32522227108328,"ERLEC_HUMAN",25,-4.6669541330425,0.00172143598250312,0.164666781823632,-0.2042,"Non-significant",0.783394002079313,"ERLEC1","Endoplasmic reticulum lectin 1","ERLEC_HUMAN",0.2042
0.304925000000001,10.6325375,4.7106172864858,0.0019374765679839,0.191366661497977,-0.927874746271754,"NTPCR_HUMAN",12,-4.66054742909407,0.00173554251728376,0.164666781823632,-0.304925000000001,"Non-significant",0.783394002079313,"NTPCR","Cancer-related nucleoside-triphosphatase","NTPCR_HUMAN",0.304925000000001
0.171949999999999,14.490425,4.53157643219125,0.00241059835984081,0.205855055770572,-1.14401539521505,"VNN1_HUMAN",18,-4.65275225336604,0.001752876442563,0.164666781823632,-0.171949999999999,"Non-significant",0.783394002079313,"VNN1","Pantetheinase","VNN1_HUMAN",0.171949999999999
0.17215,13.383875,4.62879735752217,0.00213967005659884,0.197090057573003,-1.02598655585218,"SRPRB_HUMAN",16,-4.62661487215217,0.00181238865716938,0.164666781823632,-0.17215,"Non-significant",0.783394002079313,"SRPRB","Signal recognition particle receptor subunit beta","SRPRB_HUMAN",0.17215
-0.347569999999998,7.499395,-4.74304535430151,0.00186323363774436,0.188695397470667,-0.889297934921546,"CNN1_HUMAN",10,4.62384790446622,0.00181881653132173,0.164666781823632,0.347569999999998,"Non-significant",0.783394002079313,"CNN1","Calponin-1","CNN1_HUMAN",-0.347569999999998
-0.177375000000005,8.3168725,-4.17538429556583,0.0037758997394689,0.239959891970279,-1.58984182100717,"NAV2_HUMAN",38,4.62014600676404,0.00182745519840682,0.164666781823632,0.177375000000005,"Non-significant",0.783394002079313,"NAV2","Neuron navigator 2","NAV2_HUMAN",-0.177375000000005
