"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.901118882258285,17.3622027127938,11.613948776317,4.23608331268247e-06,0.00168054838532586,4.95932158291321,"Q460N5;H7C5R8",34,13.1304262171483,2.09482021588655e-07,9.34944447602865e-05,-0.901118882258285,"Up in D",4.02921419320906,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","Q460N5;H7C5R8"
0.269130233235469,18.815594619369,10.0104902209915,1.22839982629366e-05,0.00355015765783514,3.95567086598522,"Q7Z2W4;C9J6P4",38,12.4160897236813,3.46994626555834e-07,0.000145758154602071,-0.269130233235469,"Non-significant",3.83636713880145,"ZC3HAV1","Zinc finger CCCH-type antiviral protein 1","Q7Z2W4;C9J6P4"
1.52929421861518,16.2306831244093,10.9112348438414,6.63913712737933e-06,0.00249526727508504,4.5410223388791,"O95786;A2A376",14,12.1686949380408,4.15787777984157e-07,0.000164952251254715,-1.52929421861518,"Up in D",3.78264175286294,"DDX58","Antiviral innate immune response receptor RIG-I","O95786;A2A376"
0.889583109691738,19.0804773675969,16.0430217918404,3.98860897346549e-07,0.000316473963105745,7.00161695756226,"O15533;Q6P1N7;A2AB90;A0A0G2JKZ1;A0A0G2JH37;C9JA35;A0A0A0MSV9",3,11.734251478107,5.75853246760632e-07,0.000205608401755883,-0.889583109691738,"Up in D",3.6869591427815,"TAPBP","Tapasin","O15533;Q6P1N7;A2AB90;A0A0G2JKZ1;A0A0G2JH37;C9JA35;A0A0A0MSV9"
0.281722504546789,19.4950980216497,10.3357681756955,9.78305889959864e-06,0.00317549198191063,4.17382507066373,"P32754;A0A0B4J1R4",21,11.7673320891399,5.61539342928805e-07,0.000205608401755883,-0.281722504546789,"Non-significant",3.6869591427815,"HPD","4-hydroxyphenylpyruvate dioxygenase","P32754;A0A0B4J1R4"
1.4439333371867,17.9307469806434,12.4474881785842,2.56385479536968e-06,0.00122056580624899,5.41662712284592,"Q10589",2,11.482967153575,6.986313966215e-07,0.000237567943013054,-1.4439333371867,"Up in D",3.62421216264628,"BST2","Bone marrow stromal antigen 2","Q10589"
0.415019910734113,19.3311861578716,9.99399296783504,1.24287832860774e-05,0.00355015765783514,3.94439340991695,"P29590;H3BT57",15,10.8656439036353,1.14152932641017e-06,0.00037053004181341,-0.415019910734117,"Non-significant",3.43117657455411,"PML","Protein PML","P29590;H3BT57"
-0.453310185313754,22.1889518116541,-9.52740145920716,1.74371557342372e-05,0.00478918188839185,3.61656017406065,"P19224;C9JMY5",19,-10.6502017495416,1.36265175485993e-06,0.000423073747019772,0.453310185313754,"Non-significant",3.37358392309269,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224;C9JMY5"
1.01052168947643,17.6961710281087,10.3963488609432,9.38350010298927e-06,0.00317549198191063,4.2135879371222,"P28065;A2ACR0;A2ACR1;A0A0G2JJA7;A0A0G2JJQ0",4,10.323522373212,1.79297469700366e-06,0.000533484679637631,-1.01052168947643,"Up in D",3.27287804792531,"PSMB9","Proteasome subunit beta type-9","P28065;A2ACR0;A2ACR1;A0A0G2JJA7;A0A0G2JJQ0"
-0.22025060564911,20.9618833756376,-8.43276951398633,4.09519331648412e-05,0.00936937995024581,2.7745517138063,"O15118",29,-10.1787966781002,2.02959061768169e-06,0.000579732264034598,0.220250605649113,"Non-significant",3.23677252901982,"NPC1","NPC intracellular cholesterol transporter 1","O15118"
-0.236110050638281,19.3385320609794,-7.94979358158271,6.14892637291739e-05,0.0115551271655271,2.36696307992586,"O60437;K7EKI8",83,-10.0309396045774,2.30718053119877e-06,0.00059328678372241,0.236110050638281,"Non-significant",3.22673532606059,"PPL","Periplakin","O60437;K7EKI8"
-0.277004961763065,20.7224941970622,-8.34310082176982,4.4096962278201e-05,0.00954231538268587,2.70065189520625,"P02786;G3V0E5;H7C3V5",42,-10.0214887083265,2.32628902733896e-06,0.00059328678372241,0.277004961763062,"Non-significant",3.22673532606059,"TFRC","Transferrin receptor protein 1","P02786;G3V0E5;H7C3V5"
0.819000869001524,19.2023840131578,10.7491245448807,7.39138885473181e-06,0.00263909539058199,4.43992031993772,"Q01629;P13164;Q01628;H7BYV1;E9PQN9;E9PS44",4,10.025271568858,2.31861982322657e-06,0.00059328678372241,-0.819000869001524,"Up in D",3.22673532606059,"IFITM3","Interferon-induced transmembrane protein 3","Q01629;P13164;Q01628;H7BYV1;E9PQN9;E9PS44"
-0.215932438122522,18.9120462393576,-8.59512535543152,3.58761446933925e-05,0.00853971830851719,2.90636709365019,"Q5T2W1;A0A0C4DG67",21,-9.81582301101957,2.78822647966497e-06,0.00068657673418233,0.215932438122522,"Non-significant",3.16331091746638,"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3","Q5T2W1;A0A0C4DG67"
0.180334141934889,20.2419187275209,8.28983077364509,4.6092912889301e-05,0.00968086738066172,2.65637376020106,"P54920;M0R213;M0R2M1;M0R0Y2;M0R0I4",22,9.66979250668837,3.17705849502055e-06,0.000756245823764726,-0.180334141934889,"Non-significant",3.12133701064816,"NAPA","Alpha-soluble NSF attachment protein","P54920;M0R213;M0R2M1;M0R0Y2;M0R0I4"
0.24212927354148,18.695577276434,10.0368162167769,1.20568595150342e-05,0.00355015765783514,3.97362394514152,"Q9UF12;A0A590UKC3",12,9.43689063978364,3.92592300680291e-06,0.000904355361018697,-0.242129273541483,"Non-significant",3.04366088257359,"PRODH2","Hydroxyproline dehydrogenase","Q9UF12;A0A590UKC3"
-0.415548511418038,17.2050251306421,-8.61015511441308,3.54430881809286e-05,0.00853971830851719,2.91844180436744,"Q6UXI9;D6RH31;H0YAK9",13,-9.27127068868399,4.57563628125409e-06,0.00102108183388861,0.415548511418038,"Non-significant",2.9909394502911,"NPNT","Nephronectin","Q6UXI9;D6RH31;H0YAK9"
0.527833076009422,17.167416699046,8.17244594401406,5.08581243360188e-05,0.0100402742894119,2.55780074736285,"P33993",17,9.0970281777829,5.38868802840132e-06,0.00116607943063072,-0.527833076009422,"Up in D",2.93327186543491,"MCM7","DNA replication licensing factor MCM7","P33993"
0.240892966066859,19.7761442266721,7.41720228267973,9.85845194714597e-05,0.0138037657557979,1.88897797662252,"Q8TCS8",35,8.8370555528552,6.91107428169198e-06,0.00145152886604595,-0.240892966066856,"Non-significant",2.83817432308424,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","Q8TCS8"
0.74733941557956,17.8063645788985,8.40246775053279,4.19857384691032e-05,0.00936937995024581,2.7496670466495,"Q03518;A0A140T9T7",6,8.76745328943827,7.39454266446704e-06,0.00150869797619883,-0.74733941557955,"Up in D",2.82139769223134,"TAP1","Antigen peptide transporter 1","Q03518;A0A140T9T7"
0.168087958785222,20.0235648113755,6.75409341582128,0.000184418366941668,0.0190859646134848,1.24828331335848,"P55265;A0A3B3IRQ9;A0A3B3ISX1",46,8.72107129461559,7.73720479475114e-06,0.00153476053998105,-0.168087958785222,"Non-significant",2.81395937541638,"ADAR","Double-stranded RNA-specific adenosine deaminase","P55265;A0A3B3IRQ9;A0A3B3ISX1"
-0.236419031929081,18.5701688806245,-7.13126854039859,0.000128441466951085,0.0147935567015758,1.61916703727712,"O15230",53,-8.66028533745099,8.2128360113861e-06,0.00158507735019752,0.236419031929081,"Non-significant",2.79994953979052,"LAMA5","Laminin subunit alpha-5","O15230"
0.718890894737662,17.4604358710739,7.75002523775594,7.31766063368112e-05,0.0121524219965388,2.19130747253688,"P11388",11,8.52143605758819,9.42371940846891e-06,0.00172550718707376,-0.718890894737662,"Up in D",2.76308322744756,"TOP2A","DNA topoisomerase 2-alpha","P11388"
2.07196229400997,16.1459061421946,7.69093781520005,7.70947474186556e-05,0.012234079807036,2.13852864880427,"Q9BYX4;A0A3B3IRK8",6,8.53826974420126,9.26701877550455e-06,0.00172550718707376,-2.07196229400997,"Up in D",2.76308322744756,"IFIH1","Interferon-induced helicase C domain-containing protein 1","Q9BYX4;A0A3B3IRK8"
0.764062123705454,18.3796031586946,7.7854459536875,7.09347617257998e-05,0.0121524219965388,2.22276466714638,"Q53GL7;E9PNI7;E9PK67",9,8.48987232192554,9.72540302895012e-06,0.00173622757574332,-0.764062123705454,"Up in D",2.76039335035084,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","Q53GL7;E9PNI7;E9PK67"
-0.164114236325759,18.4259438773803,-6.63750088390222,0.000206871598897563,0.0199241330261895,1.13005321343533,"P06756",32,-8.21463441686257,1.2851965242521e-05,0.00203946408437427,0.164114236325759,"Non-significant",2.6904839383466,"ITGAV","Integrin alpha-V","P06756"
0.564789889501469,17.8963499517359,7.76402064470808,7.22814830081245e-05,0.0121524219965388,2.20375303502823,"P28062;X5D2R7;A0A140T998;Q5JNW7",9,8.2956635285518,1.18305237820976e-05,0.00203946408437427,-0.564789889501469,"Up in D",2.6904839383466,"PSMB8","Proteasome subunit beta type-8","P28062;X5D2R7;A0A140T998;Q5JNW7"
0.27700326687755,17.773283463595,7.56250231451826,8.64462284254318e-05,0.0131386740418137,2.02248312472628,"P41226",16,8.24682481023631,1.24350806218733e-05,0.00203946408437427,-0.27700326687755,"Non-significant",2.6904839383466,"UBA7","Ubiquitin-like modifier-activating enzyme 7","P41226"
0.309267540351357,20.4940794660938,7.50078790112135,9.13852591443606e-05,0.0131386740418137,1.96606943245713,"Q00266",16,8.22361412270689,1.27341584693832e-05,0.00203946408437427,-0.30926754035135,"Non-significant",2.6904839383466,"MAT1A","S-adenosylmethionine synthase isoform type-1","Q00266"
-0.190128846749655,20.3799259601662,-9.22506830468149,2.18833618776171e-05,0.00578774396918754,3.39461817379706,"Q9UEE9",12,-8.23669250330012,1.25646847390498e-05,0.00203946408437427,0.190128846749658,"Non-significant",2.6904839383466,"CFDP1","Craniofacial development protein 1","Q9UEE9"
0.150043712251449,20.7420010587408,6.5675752215238,0.000221788171756514,0.0205686926560164,1.05831149793296,"P09543",30,8.18797777862483,1.32087473806834e-05,0.00205051445751,-0.150043712251438,"Non-significant",2.68813716429667,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","P09543"
-0.237885459568652,18.8168331697596,-7.30993147248372,0.000108768350326611,0.0142582698587855,1.78887166776735,"Q15303;P00533;P04626;J3QLU9;E9PFD7;H3BLT0;A0A0A0MSE1;Q504U8;J3KTI5;B4DTR1",19,-8.1598336393152,1.35972145040238e-05,0.00206590869730286,0.237885459568652,"Non-significant",2.68488887600795,"ERBB2","Receptor tyrosine-protein kinase erbB-2","Q15303;P00533;P04626;J3QLU9;E9PFD7;H3BLT0;A0A0A0MSE1;Q504U8;J3KTI5;B4DTR1"
-0.237463444207684,18.1024471494731,-7.49343255311771,9.19946368982892e-05,0.0131386740418137,1.95931729702768,"O43301;A0A6I8PLB1;A0A6I8PIT5;A0A6I8PL32;A0A1B0GTF3;A0A6I8PIW1",16,-8.10274354553598,1.44240997864051e-05,0.002102091766831,0.237463444207684,"Non-significant",2.67734832876524,"HSPA12A","Heat shock 70 kDa protein 12A","O43301;A0A6I8PLB1;A0A6I8PIT5;A0A6I8PL32;A0A1B0GTF3;A0A6I8PIW1"
1.02043328244757,16.2991122392021,8.14563867755276,5.20221465772639e-05,0.0100402742894119,2.53509411237682,"P19474",3,8.11288394834817,1.42733056750424e-05,0.002102091766831,-1.02043328244757,"Up in D",2.67734832876524,"TRIM21","E3 ubiquitin-protein ligase TRIM21","P19474"
0.208307923046107,21.2849275570272,6.62119992433834,0.000210246464748116,0.0199241330261895,1.11338514438374,"P28838",35,7.92340031228587,1.73998267272635e-05,0.00243631691488998,-0.208307923046103,"Non-significant",2.61326621955482,"LAP3","Cytosol aminopeptidase","P28838"
0.250509737718524,18.0583374332453,8.16941791495583,5.09881359873501e-05,0.0100402742894119,2.55523957057248,"Q9HA92;H0Y9X4",11,7.9255094604665,1.73611626862088e-05,0.00243631691488998,-0.250509737718527,"Non-significant",2.61326621955482,"RSAD1","Radical S-adenosyl methionine domain-containing protein 1, mitochondrial","Q9HA92;H0Y9X4"
0.316387026576187,17.4141368850405,7.79540025769766,7.03186271322502e-05,0.0121524219965388,2.23158070881055,"Q14566",10,7.82713428768368,1.9268602289122e-05,0.00264609786435809,-0.316387026576184,"Non-significant",2.57739409772799,"MCM6","DNA replication licensing factor MCM6","Q14566"
0.319491252115039,17.3226176998549,7.39258939766508,0.000100823490075136,0.0138457796658952,1.86612585141229,"P25205;A0A499FHX9;J3KQ69",12,7.7838278242167,2.01797737301738e-05,0.00266880825777597,-0.319491252115036,"Non-significant",2.57368262725451,"MCM3","DNA replication licensing factor MCM3","P25205;A0A499FHX9;J3KQ69"
0.114794225630337,18.8404373059621,5.82548674785514,0.000480894729468672,0.0298614718533547,0.256732847198196,"Q9UNX4",33,7.78375070760742,2.0181437602563e-05,0.00266880825777597,-0.114794225630334,"Non-significant",2.57368262725451,"WDR3","WD repeat-containing protein 3","Q9UNX4"
-0.141303019449765,20.0306845358025,-6.04973790335373,0.000377964720221972,0.0259523660298567,0.506914479339651,"O60610;A0A2R8Y5N1;A0A0G2JH68;A0A140T8Z0;H9KV28",35,-7.70232743030984,2.20246486116734e-05,0.00285960028610835,0.141303019449769,"Non-significant",2.54369466815394,"DIAPH1","Protein diaphanous homolog 1","O60610;A0A2R8Y5N1;A0A0G2JH68;A0A140T8Z0;H9KV28"
0.16764531764786,18.8998375231837,7.52519008613378,8.93956312348409e-05,0.0131386740418137,1.9884267645599,"Q14790;A0A0A0MS31;E7ETB7;C9JB29;H7BZM4;H7C0E2;E7EQ06",15,7.6640190011587,2.29546915083719e-05,0.00292713307252292,-0.167645317647857,"Non-significant",2.53355753334048,"CASP8","Caspase-8","Q14790;A0A0A0MS31;E7ETB7;C9JB29;H7BZM4;H7C0E2;E7EQ06"
-0.292025105584294,18.6731589361877,-7.32203622967521,0.000107562387433854,0.0142582698587855,1.80023438628988,"Q13443;F8WC54;A0AVL1",12,-7.63345035848273,2.37275598084155e-05,0.00297260534371745,0.292025105584298,"Non-significant",2.52686274583138,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","Q13443;F8WC54;A0AVL1"
0.280571852121014,20.738477286912,7.18343126023445,0.000122315493216479,0.0143189333944078,1.66910302468003,"Q06520",13,7.58764187029464,2.49393563393494e-05,0.0030705507520568,-0.28057185212101,"Non-significant",2.51278371992127,"SULT2A1","Sulfotransferase 2A1","Q06520"
-0.179177608496033,22.8467296733542,-6.9713557635609,0.000149458845798232,0.0164197787360796,1.46404845044492,"P37235;E9PC71",17,-7.54474019223733,2.61356315739006e-05,0.00311057575115373,0.179177608496033,"Non-significant",2.5071592179164,"HPCAL1","Hippocalcin-like protein 1","P37235;E9PC71"
-0.195358379502846,18.9955480382687,-6.84744186280314,0.000168390137252617,0.0176834407370726,1.34170648490515,"Q8TE67",18,-7.55185954061369,2.59328616397345e-05,0.00311057575115373,0.195358379502846,"Non-significant",2.5071592179164,"EPS8L3","Epidermal growth factor receptor kinase substrate 8-like protein 3","Q8TE67"
-0.420882646271089,24.4499651871241,-6.88316802805064,0.00016267137842389,0.0175267679017222,1.37717377390207,"P11166;A0A6Q8PFI8",12,-7.46546013744327,2.85142011698873e-05,0.00333803132056009,0.420882646271089,"Non-significant",2.47650959267696,"SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1","P11166;A0A6Q8PFI8"
-0.211065085714896,18.0674699492775,-6.66669087223142,0.000200977781998563,0.0199241330261895,1.15981554027218,"O75147;A6NN50;A8MSZ8",19,-7.44068657641864,2.93050581880867e-05,0.00333854963229847,0.211065085714896,"Non-significant",2.47644216297607,"OBSL1","Obscurin-like protein 1","O75147;A6NN50;A8MSZ8"
-0.249704311823841,21.5031373196785,-6.39653983350033,0.000263575692718012,0.0235274252712415,0.880154125461436,"Q16658;C9JPH9;C9JFC0;A0A0A0MSB2",32,-7.43611278979019,2.94536657099571e-05,0.00333854963229847,0.249704311823841,"Non-significant",2.47644216297607,"FSCN1","Fascin","Q16658;C9JPH9;C9JFC0;A0A0A0MSB2"
-0.754793777279609,22.7114345730121,-6.61261747389173,0.000212047907854698,0.0199241330261895,1.10459569868522,"Q92597;E5RJY1;E7ESM1",17,-7.38813554989316,3.10629396399976e-05,0.00342349616348419,0.754793777279609,"Up in DM",2.46553015448531,"NDRG1","Protein NDRG1","Q92597;E5RJY1;E7ESM1"
-0.252205200395363,20.9466575386646,-6.2130156812203,0.000318401810757697,0.0249857948419859,0.684672934600558,"Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5",80,-7.38527362646737,3.11619171861745e-05,0.00342349616348419,0.252205200395363,"Non-significant",2.46553015448531,"TNS1","Tensin-1","Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5"
-0.314503064551701,18.2769051884046,-7.71794129189868,7.52757661285105e-05,0.0122169146800839,2.16269624210427,"P30039;V9GY00;A0A0C4DFS0",8,-7.29609199537319,3.44250471939691e-05,0.00371677068613198,0.314503064551698,"Non-significant",2.42983423277558,"PBLD","Phenazine biosynthesis-like domain-containing protein","P30039;V9GY00;A0A0C4DFS0"
-0.472041598972226,19.995012608315,-6.71001635166862,0.000192571229061,0.01964501638178,1.20379015987591,"Q56UQ5;P13693;J3KPG2;E9PJF7;A0A0B4J2C3;Q5W0H4",11,-7.28458814504633,3.48723758536399e-05,0.00371677068613198,0.472041598972229,"Non-significant",2.42983423277558,"TPT1","Translationally-controlled tumor protein","Q56UQ5;P13693;J3KPG2;E9PJF7;A0A0B4J2C3;Q5W0H4"
-0.161116100164151,19.4023565927894,-5.94850678415751,0.000421049466636324,0.0275845343233944,0.394853118630113,"Q68CZ2;E9PCX8;C9JHU5",33,-7.25526692897237,3.60414154350758e-05,0.00378487864149818,0.161116100164151,"Non-significant",2.42194804117649,"TNS3","Tensin-3","Q68CZ2;E9PCX8;C9JHU5"
-0.159125033716641,19.7110504935847,-5.61718224155035,0.000604900889216422,0.0332276711530344,0.0179275819268589,"Q07954",111,-7.21682474325151,3.76391965259747e-05,0.00389538409263747,0.159125033716645,"Non-significant",2.40944971357836,"LRP1","Prolow-density lipoprotein receptor-related protein 1","Q07954"
-0.125393914000799,19.8145225599687,-5.32836690664331,0.000839297324482856,0.0379878003436452,-0.323662855505767,"O15031",57,-7.16847912395475,3.97589588775069e-05,0.00397942785398239,0.125393914000796,"Non-significant",2.40017936453942,"PLXNB2","Plexin-B2","O15031"
0.144622296541051,20.4866474443078,6.05344979406909,0.000376480602414528,0.0259523660298567,0.510996361195918,"P06865;H3BP20;H3BU85;H3BS10;H3BTD4",24,7.15301803327481,4.04640133542977e-05,0.00397942785398239,-0.144622296541044,"Non-significant",2.40017936453942,"HEXA","Beta-hexosaminidase subunit alpha","P06865;H3BP20;H3BU85;H3BS10;H3BTD4"
-0.162437220897001,19.0743350218439,-5.99688721168093,0.000399814898623308,0.0267546245273254,0.448588014009551,"Q96TA1",28,-7.16318981786927,3.99986451077475e-05,0.00397942785398239,0.162437220897001,"Non-significant",2.40017936453942,"NIBAN2","Protein Niban 2","Q96TA1"
0.875434413459999,15.8992032608919,7.22947489605994,0.000117178005695683,0.0143189333944078,1.71291366740965,"Q9H0J9;G5E9U9",3,7.14833315424984,4.06803295533839e-05,0.00397942785398239,-0.875434413459999,"Up in D",2.40017936453942,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","Q9H0J9;G5E9U9"
-0.247449432528576,25.7391368238552,-5.99437343796998,0.000400888506431006,0.0267546245273254,0.44580409621565,"P05787",68,-7.0951555235746,4.32258978653172e-05,0.00411568182208307,0.247449432528576,"Non-significant",2.38555820734372,"KRT8","Keratin, type II cytoskeletal 8","P05787"
-0.198728652905956,18.5034429628872,-6.16754389652565,0.000333869461445789,0.0253634236615359,0.635535537889028,"P08582",24,-7.10678482986059,4.26547570411739e-05,0.00411568182208307,0.19872865290596,"Non-significant",2.38555820734372,"MELTF","Melanotransferrin","P08582"
0.128945262194776,21.5529414282696,5.62754442456479,0.000597957529224924,0.0332276711530344,0.0299553457647947,"P15848;A0A2U3U034",30,7.01108078198001,4.76110389571044e-05,0.004455363367681,-0.128945262194776,"Non-significant",2.35111687027057,"ARSB","Arylsulfatase B","P15848;A0A2U3U034"
-0.711916698534907,16.4982894369702,-6.98428785685273,0.000147623825886006,0.0164197787360796,1.47670787380221,"P21926;A0A2R8Y478;G8JLH6;A6NNI4;A0A087WU13",4,-7.00328886335153,4.80413078436405e-05,0.004455363367681,0.711916698534903,"Up in DM",2.35111687027057,"CD9","CD9 antigen","P21926;A0A2R8Y478;G8JLH6;A6NNI4;A0A087WU13"
-0.113324399494573,19.5580538055927,-5.05513610994805,0.00115612921031925,0.0467111596600535,-0.658293593279832,"O60271;A0A087X2D8",57,-6.96063933522267,5.04725766926339e-05,0.0046208291046423,0.113324399494573,"Non-significant",2.33528009300115,"SPAG9","C-Jun-amino-terminal kinase-interacting protein 4","O60271;A0A087X2D8"
-0.129694346876587,19.6302282297448,-5.3999858274203,0.000773025581561122,0.037354238631103,-0.237805541768396,"Q99959",37,-6.87478091430501,5.57827211303582e-05,0.00504233432394794,0.129694346876587,"Non-significant",2.29736836250087,"PKP2","Plakophilin-2","Q99959"
0.135509236844001,20.8045875154561,5.44170205765417,0.000737098044484127,0.0370724453096245,-0.18814759729144,"P21980",37,6.85794476094172,5.68935739023625e-05,0.00507846264045964,-0.135509236844001,"Non-significant",2.29426773807305,"TGM2","Protein-glutamine gamma-glutamyltransferase 2","P21980"
-0.195263988555489,18.9758206572041,-7.82937091957573,6.82605716046419e-05,0.0121524219965388,2.26158661554127,"Q99571",10,-6.83771457773789,5.82602662047938e-05,0.00513625383911645,0.195263988555492,"Non-significant",2.28935352111455,"P2RX4","P2X purinoceptor 4","Q99571"
-0.291777944886238,19.159781147211,-6.00825843583147,0.000394998006588369,0.0267546245273254,0.461170234339012,"O43278;H3BVD9;H3BMB6",24,-6.80999005692021,6.01915185694047e-05,0.00518035229317578,0.291777944886235,"Non-significant",2.28564070477605,"SPINT1","Kunitz-type protease inhibitor 1","O43278;H3BVD9;H3BMB6"
