"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.213480472564715,20.0251429080963,-6.93822706692425,0.000182264422822618,0.0820303817966044,1.2750446232264,"Q13510;A0A1B0GTP7;E7EMM4;A0A1B0GTM3;A0A1B0GV06;A0A1B0GTZ5;A0A1B0GUW4;A0A1B0GUA4;A0A1B0GUG1;A0A1B0GW68;A0A1B0GUE3;A0A1B0GUH5",15,-7.3527533237901,5.48297472253295e-05,0.0290841819483391,0.213480472564726,"Non-significant",1.53634314710779,"ASAH1","Acid ceramidase","Q13510;A0A1B0GTP7;E7EMM4;A0A1B0GTM3;A0A1B0GV06;A0A1B0GTZ5;A0A1B0GUW4;A0A1B0GUA4;A0A1B0GUG1;A0A1B0GW68;A0A1B0GUE3;A0A1B0GUH5"
-0.184176445007324,18.7035655975342,-6.45882956938162,0.000288151381081219,0.0932281697977252,0.872693160447805,"Q14409;P32189;H7C2A0",19,-7.26840884828193,5.97978724062606e-05,0.0290841819483391,0.184176445007324,"Non-significant",1.53634314710779,"GK","Glycerol kinase","Q14409;P32189;H7C2A0"
-0.251016616821275,18.0747656822205,-6.64715540226375,0.000239991896440729,0.083453787702922,1.03449687201052,"Q14997",32,-7.71368283723248,3.81442461673373e-05,0.0290841819483391,0.251016616821275,"Non-significant",1.53634314710779,"PSME4","Proteasome activator complex subunit 4","Q14997"
0.2132601737976,18.8130609989166,6.63260578444276,0.000243373078983664,0.083453787702922,1.0221718686081,"Q5T2W1;A0A0C4DG67",21,7.52944306621096,4.58300303098641e-05,0.0290841819483391,-0.213260173797597,"Non-significant",1.53634314710779,"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3","Q5T2W1;A0A0C4DG67"
-0.137095928192124,18.9261333942413,-5.63929256988109,0.000670016648101927,0.141099150633049,0.108188225711382,"Q92888;M0QZR4",27,-7.0938871092876,7.17263783065018e-05,0.0290841819483391,0.137095928192124,"Non-significant",1.53634314710779,"ARHGEF1","Rho guanine nucleotide exchange factor 1","Q92888;M0QZR4"
-0.205779552459695,18.4072468280792,-6.26592268838274,0.000348951518584363,0.100968946890908,0.701746437693552,"P00439;A0A0U1RQY4;J3KND8",17,-6.84318725434131,9.36907760224031e-05,0.0321270132446345,0.205779552459699,"Non-significant",1.49312964767187,"PAH","Phenylalanine-4-hydroxylase","P00439;A0A0U1RQY4;J3KND8"
-0.248708724975597,22.8440704345703,-7.24304724495043,0.00013791603759159,0.0820303817966044,1.51507012415037,"P62244;H3BVC7;I3L3P7",10,-6.89625899961998,8.84873398397715e-05,0.0321270132446345,0.248708724975604,"Non-significant",1.49312964767187,"RPS15A","40S ribosomal protein S15a","P62244;H3BVC7;I3L3P7"
-0.172764301300024,19.8920414447784,-5.73640990170832,0.000603664164806083,0.131726837902079,0.204144834900043,"Q8NI36;A0A0A0MTB8",29,-6.87705414714153,9.03327174690441e-05,0.0321270132446345,0.172764301300024,"Non-significant",1.49312964767187,"WDR36","WD repeat-containing protein 36","Q8NI36;A0A0A0MTB8"
0.136378765106176,19.9366080760956,5.10404860833573,0.00121717277021705,0.15174056418427,-0.448056020523356,"O15031",57,6.78972575847445,9.92740367372123e-05,0.0324941972065757,-0.136378765106176,"Non-significant",1.48819418813409,"PLXNB2","Plexin-B2","O15031"
-0.116770267486583,21.3579766750336,-4.99252231642774,0.00138518536403822,0.157975553675524,-0.569949686502865,"Q12931;I3L239;I3L0K7;I3L2D5",34,-6.70215811303051,0.000109224658499508,0.0341968159067372,0.116770267486572,"Non-significant",1.46601432957282,"TRAP1","Heat shock protein 75 kDa, mitochondrial","Q12931;I3L239;I3L0K7;I3L2D5"
-0.114646911621097,19.513834476471,-4.575340537382,0.00228238609323019,0.165120055969703,-1.04473519641864,"O60313;A0A2R8YE78;A0A2R8YD53;A0A2R8Y5E2;C9JMB8;A0A2R8YE54;A0A2R8YGE5;E5KLJ9;A0A2R8Y5G3;A0A2R8YDM2",51,-6.2497738436223,0.000181523344567312,0.0544645668428839,0.114646911621101,"Non-significant",1.26388594596502,"OPA1","Dynamin-like 120 kDa protein, mitochondrial","O60313;A0A2R8YE78;A0A2R8YD53;A0A2R8Y5E2;C9JMB8;A0A2R8YE54;A0A2R8YGE5;E5KLJ9;A0A2R8Y5G3;A0A2R8YDM2"
-0.153739929199229,19.6670532226562,-5.32902988364782,0.000942629868675932,0.142530877360302,-0.208511718865863,"Q9H7Z7;X6RJ95",22,-6.1775442054647,0.000197316555919687,0.0568350607671067,0.153739929199226,"Non-significant",1.2453836713286,"PTGES2","Prostaglandin E synthase 2","Q9H7Z7;X6RJ95"
-1.50402092933655,15.2378903627396,-5.94560676160715,0.000484158508793627,0.120221566269756,0.405828554843038,"Q9UPT6;E9PFH7;A0A669KB35;A0A087WYG2",2,-6.05387060434002,0.000227962787520434,0.0631369243436402,1.50402092933655,"Non-significant",1.19971657817898,"MAPK8IP3","C-Jun-amino-terminal kinase-interacting protein 3","Q9UPT6;E9PFH7;A0A669KB35;A0A087WYG2"
0.300222873687773,18.5771782398224,5.43344638689656,0.000839133532485249,0.142530877360302,-0.100183047549159,"Q96SB8;A0A0A0MRY1;C9JMN1",21,5.98026581771763,0.000248647310411263,0.0636167042949965,-0.300222873687773,"Non-significant",1.19642883355577,"SMC6","Structural maintenance of chromosomes protein 6","Q96SB8;A0A0A0MRY1;C9JMN1"
-0.165349960327106,18.8940720558167,-5.10048108012534,0.00122218479692927,0.15174056418427,-0.451922667420716,"Q9HAV4;H0Y9I3",25,-5.92655734142184,0.000265032791119274,0.0636167042949965,0.165349960327099,"Non-significant",1.19642883355577,"XPO5","Exportin-5","Q9HAV4;H0Y9I3"
-0.127889156341553,19.9562222957611,-4.82013837998155,0.00169748780384627,0.157975553675524,-0.762517029329174,"Q9NQR4;F8WF70;H7C579",30,-6.00634041575207,0.000241094201912055,0.0636167042949965,0.127889156341553,"Non-significant",1.19642883355577,"NIT2","Omega-amidase NIT2","Q9NQR4;F8WF70;H7C579"
0.289797782897967,18.1733841896057,5.75464664160357,0.000592036969494134,0.131726837902079,0.221997670156916,"Q9NXX6",11,5.94222416776375,0.000260134545533804,0.0636167042949965,-0.289797782897974,"Non-significant",1.19642883355577,"NSMCE4A","Non-structural maintenance of chromosomes element 4 homolog A","Q9NXX6"
-0.176791191101078,18.9430909156799,-5.3397337426561,0.000931395585806164,0.142530877360302,-0.197324446033035,"O43159;E9PPY3",15,-5.67598634168059,0.000358743521840993,0.0658426117763877,0.176791191101074,"Non-significant",1.18149295031134,"RRP8","Ribosomal RNA-processing protein 8","O43159;E9PPY3"
-0.146228790283203,18.4833273887634,-4.6829213079313,0.00200177440134165,0.158081753875011,-0.919438538995832,"O75691",45,-5.77742356045263,0.000317044165107456,0.0658426117763877,0.1462287902832,"Non-significant",1.18149295031134,"UTP20","Small subunit processome component 20 homolog","O75691"
-0.123243808746331,20.5774223804474,-4.69997304120447,0.00196088450410654,0.157975553675524,-0.899761954406443,"P06865;H3BP20;H3BU85;H3BS10;H3BTD4",24,-5.64162605041228,0.000374195176976723,0.0658426117763877,0.123243808746324,"Non-significant",1.18149295031134,"HEXA","Beta-hexosaminidase subunit alpha","P06865;H3BP20;H3BU85;H3BS10;H3BTD4"
-0.182409286498999,19.700590133667,-4.88211383357429,0.00157706626602915,0.157975553675524,-0.692701085479769,"P07355;A6NMY6;H0YNP5;H0YKX9;H0YMD0;H0YLV6;H0YM50;H0YN42;H0YKS4;H0YKZ7;H0YMM1;H0YMU9;H0YMW4;H0YMT9",29,-5.63703099714881,0.000376315939211746,0.0658426117763877,0.182409286499002,"Non-significant",1.18149295031134,"ANXA2","Annexin A2","P07355;A6NMY6;H0YNP5;H0YKX9;H0YMD0;H0YLV6;H0YM50;H0YN42;H0YKS4;H0YKZ7;H0YMM1;H0YMU9;H0YMW4;H0YMT9"
0.146518707275398,20.1760106086731,4.77830565342773,0.00178448297252833,0.157975553675524,-0.810014108143808,"P12830;A0A087WXI5",25,5.60148251023327,0.000393172101983707,0.0658426117763877,-0.146518707275398,"Non-significant",1.18149295031134,"CDH1","Cadherin-1","P12830;A0A087WXI5"
-0.340123653411851,18.4699070453644,-5.46868215456734,0.000807102010087544,0.142530877360302,-0.0640293361987876,"P21549",11,-5.73938530267095,0.000332027011914208,0.0658426117763877,0.340123653411847,"Non-significant",1.18149295031134,"AGXT","Serine--pyruvate aminotransferase","P21549"
-0.106606960296702,22.0864446163177,-4.37131429620346,0.00294084603909029,0.17661393461321,-1.28784135190346,"P48506;A0A2R8Y648;B4E2I4;A0A2R8YEL6;E1CEI4",35,-5.7748748541212,0.000318024674550737,0.0658426117763877,0.106606960296702,"Non-significant",1.18149295031134,"GCLC","Glutamate--cysteine ligase catalytic subunit","P48506;A0A2R8Y648;B4E2I4;A0A2R8YEL6;E1CEI4"
-0.127127170562751,21.4729979038238,-4.56345573390463,0.00231594579265935,0.165120055969703,-1.05869957068903,"Q08426",45,-5.85592472656888,0.000288401873337863,0.0658426117763877,0.127127170562751,"Non-significant",1.18149295031134,"EHHADH","Peroxisomal bifunctional enzyme","Q08426"
-0.200161457061803,19.1442887783051,-5.32935182966227,0.000942289788447409,0.142530877360302,-0.208174957468257,"Q2NL82",16,-5.75458214294677,0.000325950486806857,0.0658426117763877,0.200161457061803,"Non-significant",1.18149295031134,"TSR1","Pre-rRNA-processing protein TSR1 homolog","Q2NL82"
0.557210922241207,17.6591286659241,5.22884538954282,0.0010553667044022,0.150008701649219,-0.314139480073548,"Q6UXI9;D6RH31;H0YAK9",13,5.63621104889825,0.00037669574623058,0.0658426117763877,-0.557210922241197,"Non-significant",1.18149295031134,"NPNT","Nephronectin","Q6UXI9;D6RH31;H0YAK9"
-0.133300781249972,19.1824803352356,-4.8332325141737,0.00167122514243669,0.157975553675524,-0.747711562369175,"Q6ZRP7;H0Y430",23,-5.69260597946416,0.000351520430474416,0.0658426117763877,0.133300781249972,"Non-significant",1.18149295031134,"QSOX2","Sulfhydryl oxidase 2","Q6ZRP7;H0Y430"
-0.13063573837281,21.4566299915314,-4.58756177692377,0.0022484321136984,0.165120055969703,-1.03040093001909,"Q96KP4",36,-5.72031026618185,0.000339829692749644,0.0658426117763877,0.13063573837282,"Non-significant",1.18149295031134,"CNDP2","Cytosolic non-specific dipeptidase","Q96KP4"
-0.180348873138424,20.1033022403717,-4.88295627668504,0.00157549558970952,0.157975553675524,-0.691756592259855,"Q9BVP2",27,-5.61591574096613,0.000386231071852048,0.0658426117763877,0.180348873138424,"Non-significant",1.18149295031134,"GNL3","Guanine nucleotide-binding protein-like 3","Q9BVP2"
-0.143283843994126,18.4853458404541,-4.80479009481849,0.0017288516364695,0.157975553675524,-0.779908673389729,"Q9H8H0;J3QR28",22,-5.54441727621472,0.000421975710322697,0.0690601611371305,0.143283843994126,"Non-significant",1.160772412652,"NOL11","Nucleolar protein 11","Q9H8H0;J3QR28"
-0.173068523407004,19.9875471591949,-4.80353322284057,0.00173144814696679,0.157975553675524,-0.781334665981939,"P21397",26,-5.52406794882026,0.000432796213610018,0.0692570118712387,0.173068523407,"Non-significant",1.15953625023714,"MAOA","Amine oxidase [flavin-containing] A","P21397"
0.249315738677979,17.9164793491364,7.03660980514887,0.000166409337217332,0.0820303817966044,1.35381446055244,"Q92485;F8VWW8",6,5.48880426226475,0.000452269246872383,0.0707998010158268,-0.249315738677975,"Non-significant",1.14996796290133,"SMPDL3B","Acid sphingomyelinase-like phosphodiesterase 3b","Q92485;F8VWW8"
-0.199893951416026,19.6823964118957,-5.10966606827979,0.00120932675246888,0.15174056418427,-0.441971908451752,"Q5VWZ2",15,-5.46144342811444,0.000468035068127322,0.071708947352869,0.199893951416026,"Non-significant",1.14442665265092,"LYPLAL1","Lysophospholipase-like protein 1","Q5VWZ2"
0.336236476898222,21.0460965633392,5.05117322686256,0.00129384378720543,0.155282818527772,-0.505584504693739,"P05162",14,5.42515671777377,0.000489873275167063,0.0732365240368746,-0.336236476898225,"Non-significant",1.13527227643244,"LGALS2","Galectin-2","P05162"
-0.0998735427856303,21.2902703285217,-3.98099530327003,0.0048593254450443,0.190173926792196,-1.77275833654188,"P36776;K7EKE6;K7ER27;K7EJE8",46,-5.37828568898367,0.000519736795410692,0.0732365240368746,0.0998735427856268,"Non-significant",1.13527227643244,"LONP1","Lon protease homolog, mitochondrial","P36776;K7EKE6;K7ER27;K7EJE8"
0.171257019042972,25.6043620109558,4.79094966441936,0.00175768186988932,0.157975553675524,-0.795626369378711,"Q13268;H0YJG9;C9JZP6",21,5.3893524519913,0.000512511379091448,0.0732365240368746,-0.171257019042976,"Non-significant",1.13527227643244,"DHRS2","Dehydrogenase/reductase SDR family member 2, mitochondrial","Q13268;H0YJG9;C9JZP6"
-0.159243583679224,18.6672892570496,-4.716392611828,0.00192237687977338,0.157975553675524,-0.880862159356632,"Q9NRK6",22,-5.36455317546317,0.000528856999016453,0.0732365240368746,0.159243583679224,"Non-significant",1.13527227643244,"ABCB10","ATP-binding cassette sub-family B member 10, mitochondrial","Q9NRK6"
0.191545486450202,20.9644064903259,4.97884099995432,0.00140750153494949,0.157975553675524,-0.58504785816213,"Q9Y6M5",16,5.37710909508358,0.000520511473823289,0.0732365240368746,-0.191545486450202,"Non-significant",1.13527227643244,"SLC30A1","Zinc transporter 1","Q9Y6M5"
0.701455593109124,15.0602478981018,5.59178003384174,0.00070539778125118,0.141099150633049,0.0606977537232876,"Q6IC98",3,5.32190032923594,0.00055831103180713,0.0758565611328895,-0.701455593109126,"Non-significant",1.12000684941153,"GRAMD4","GRAM domain-containing protein 4","Q6IC98"
-0.123248100280755,18.4860272407532,-4.3514187509931,0.00301543851934065,0.17661393461321,-1.31193134425277,"Q9BVJ6",29,-5.29431007651045,0.000578310173775288,0.0771187326177009,0.123248100280751,"Non-significant",1.11284011631557,"UTP14A","U3 small nucleolar RNA-associated protein 14 homolog A","Q9BVJ6"
-0.170557022094698,18.2998156547546,-4.79461508701448,0.00174999545681983,0.157975553675524,-0.79146058202577,"P78316;E9PFK5",18,-5.27916388018574,0.000589618856826839,0.0771971888729104,0.170557022094702,"Non-significant",1.11239851416182,"NOP14","Nucleolar protein 14","P78316;E9PFK5"
0.163398742675781,18.0962476730347,4.8026056627078,0.00173336710135809,0.157975553675524,-0.782387209404001,"O43301;A0A6I8PLB1;A0A6I8PIT5;A0A6I8PL32;A0A1B0GTF3;A0A6I8PIW1",16,5.18129733073452,0.000668735791293566,0.083529597802167,-0.163398742675778,"Non-significant",1.0781596097317,"HSPA12A","Heat shock 70 kDa protein 12A","O43301;A0A6I8PLB1;A0A6I8PIT5;A0A6I8PL32;A0A1B0GTF3;A0A6I8PIW1"
-0.447937488555894,23.840062379837,-5.13061192508397,0.00118056007439125,0.15174056418427,-0.419332834104629,"P62857",6,-5.17903694946265,0.000670694153768566,0.083529597802167,0.447937488555901,"Non-significant",1.0781596097317,"RPS28","40S ribosomal protein S28","P62857"
-0.146852493286154,17.9117403030396,-5.33676986014286,0.000934491427132678,0.142530877360302,-0.200420294907159,"Q8TEH3;A0A0A0MS48",12,-5.17663283610473,0.000672783873423926,0.083529597802167,0.146852493286151,"Non-significant",1.0781596097317,"DENND1A","DENN domain-containing protein 1A","Q8TEH3;A0A0A0MS48"
-0.132785320282004,19.1853878498077,-5.2058932615481,0.00108324572778217,0.150008701649219,-0.338573386935194,"P82673",13,-5.14846221847854,0.000697803831991661,0.0851675490537619,0.132785320282004,"Non-significant",1.06972585067326,"MRPS35","28S ribosomal protein S35, mitochondrial","P82673"
-0.389239311218223,16.8657965660095,-5.05900540617743,0.00128215773192749,0.155282818527772,-0.497033312331708,"Q9UHG0;H0Y784",7,-5.13070669638447,0.000714090865334458,0.0857028053545572,0.389239311218223,"Non-significant",1.06700496185669,"DCDC2","Doublecortin domain-containing protein 2","Q9UHG0;H0Y784"
-0.125329017639196,19.3964366912842,-4.27895820506073,0.00330511045358571,0.178948123129855,-1.40024241309689,"Q9NQ94;Q5T0W7;F8W9F8",27,-5.11419083775862,0.000729611282930631,0.0861300139079259,0.125329017639199,"Non-significant",1.06484548265571,"A1CF","APOBEC1 complementation factor","Q9NQ94;Q5T0W7;F8W9F8"
-0.588202476501451,15.7501406669617,-5.60224362659576,0.00069743133874653,0.141099150633049,0.0711874493878497,"Q9H825;C9J6U8;C9JE69;B5ME25;E7ETE0;B3KW44",3,-5.08829891111414,0.0007546835549775,0.0876528432160158,0.588202476501449,"Non-significant",1.05723399202883,"METTL8","mRNA N(3)-methylcytidine methyltransferase METTL8","Q9H825;C9J6U8;C9JE69;B5ME25;E7ETE0;B3KW44"
-0.167299747467005,17.8849442005158,-4.92952665182616,0.00149129293904922,0.157975553675524,-0.639733387029121,"O75600",12,-4.95386429530328,0.000900787692826359,0.0934692113631176,0.167299747467002,"Non-significant",1.02933142160996,"GCAT","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","O75600"
0.152692794799808,18.2855110168457,4.23865266720871,0.00347929674772321,0.181925424260262,-1.44975360452062,"P11047",36,4.99157315872099,0.000856939117815539,0.0934692113631176,-0.152692794799805,"Non-significant",1.02933142160996,"LAMC1","Laminin subunit gamma-1","P11047"
0.152992248535124,18.6208710670471,4.40345229640364,0.00282458324199089,0.17661393461321,-1.24907165503123,"P18084;V9GZ57;V9GYZ1",21,4.96460487806516,0.000888056130172923,0.0934692113631176,-0.152992248535128,"Non-significant",1.02933142160996,"ITGB5","Integrin beta-5","P18084;V9GZ57;V9GYZ1"
0.177037239074672,17.578980922699,4.48558051395806,0.00254970580214972,0.169106670471153,-1.15080413836539,"P42338;Q68DL0;H0Y871;H7C565",21,5.01143833286459,0.000834773436932045,0.0934692113631176,-0.177037239074675,"Non-significant",1.02933142160996,"PIK3CB","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform","P42338;Q68DL0;H0Y871;H7C565"
0.254550933837908,18.1774182319641,5.34657888858547,0.000924288988836614,0.142530877360302,-0.190180050264019,"Q16651",7,4.94735284020608,0.000908602249051275,0.0934692113631176,-0.254550933837901,"Non-significant",1.02933142160996,"PRSS8","Prostasin","Q16651"
0.0953779220581197,19.9936285018921,3.88326940513308,0.00553008288621031,0.198120034147266,-1.89816049211038,"Q7Z3C6",30,4.97408258266497,0.000876983208360741,0.0934692113631176,-0.0953779220581232,"Non-significant",1.02933142160996,"ATG9A","Autophagy-related protein 9A","Q7Z3C6"
-0.111062526702852,19.7663748264313,-4.30165665755345,0.00321122556435873,0.178597262681834,-1.37248195882077,"Q9Y606;G8JLB3;F5H1S9",20,-4.95362299845839,0.000901075977851201,0.0934692113631176,0.111062526702852,"Non-significant",1.02933142160996,"PUS1","tRNA pseudouridine synthase A","Q9Y606;G8JLB3;F5H1S9"
-0.153728008270274,19.8982970714569,-4.70134847942752,0.00195762645764801,0.157975553675524,-0.898176971033302,"Q9Y619;Q5VZD9",15,-4.99496748471988,0.000853107008662669,0.0934692113631176,0.153728008270274,"Non-significant",1.02933142160996,"SLC25A15","Mitochondrial ornithine transporter 1","Q9Y619;Q5VZD9"
-0.125329971313494,19.503650188446,-4.04699838753585,0.00445655449680587,0.189891413795852,-1.6889538829374,"Q06278",37,-4.93609084756843,0.000922291741510451,0.093541166628405,0.125329971313501,"Non-significant",1.028997217952,"AOX1","Aldehyde oxidase","Q06278"
-0.480538845062252,18.5210239887238,-5.91220197500917,0.000501335261803997,0.120337174008353,0.374077310599331,"Q9UJA2;A0A494C100",3,-4.90330722502569,0.000963427809415232,0.0963561618833206,0.480538845062249,"Non-significant",1.01612050740857,"CRLS1","Cardiolipin synthase (CMP-forming)","Q9UJA2;A0A494C100"
0.220505714416504,18.7731380462646,4.97252898243187,0.00141793079944086,0.157975553675524,-0.592024275848717,"P31431",9,4.84578589798052,0.00104047907377134,0.0985853922398347,-0.2205057144165,"Non-significant",1.00618743130242,"SDC4","Syndecan-4","P31431"
-0.693188428878749,15.120000243187,-4.75812312261597,0.00182819993620629,0.157975553675524,-0.833036895657244,"P43004;A0A2R8YFE3;A0A2R8YD46;A0A2U3TZS7;A0A2R8Y4W1;A0A2R8YHI4;A0A2R8Y4N0;A0A2R8Y860",4,-4.85906415349782,0.00102211906908965,0.0985853922398347,0.69318842887875,"Non-significant",1.00618743130242,"SLC1A2","Excitatory amino acid transporter 2","P43004;A0A2R8YFE3;A0A2R8YD46;A0A2U3TZS7;A0A2R8Y4W1;A0A2R8YHI4;A0A2R8Y4N0;A0A2R8Y860"
-0.699095964431777,15.6276515722275,-5.00369534437911,0.00136725002916184,0.157975553675524,-0.557643136197548,"Q8TBK2;H7C3N0;E9PC53;J3QT10",3,-4.8717142752625,0.00100495295672931,0.0985853922398347,0.699095964431773,"Non-significant",1.00618743130242,"SETD6","N-lysine methyltransferase SETD6","Q8TBK2;H7C3N0;E9PC53;J3QT10"
-0.147691249847433,18.4932749271393,-4.56351931262226,0.00231576482801192,0.165120055969703,-1.0586248023065,"Q9NY93;F8WDT8;H7C3E9;G3V0G3",15,-4.84653412243775,0.00103943507360093,0.0985853922398347,0.147691249847426,"Non-significant",1.00618743130242,"DDX56","Probable ATP-dependent RNA helicase DDX56","Q9NY93;F8WDT8;H7C3E9;G3V0G3"
-0.128689765930147,19.8249950408936,-4.2077239561348,0.00361975568827979,0.18411809304701,-1.48793423989765,"O43837;A0A087WZN1;A0A0D9SG66",21,-4.80111731772537,0.00110490601589646,0.102005490006031,0.128689765930147,"Non-significant",0.991376453579631,"IDH3B","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","O43837;A0A087WZN1;A0A0D9SG66"
-0.119378566741929,20.7126219272614,-3.93903465827226,0.00513584456431069,0.192412774057841,-1.826410713225,"Q14166",35,-4.80902813821169,0.00109318899847801,0.102005490006031,0.119378566741926,"Non-significant",0.991376453579631,"TTLL12","Tubulin--tyrosine ligase-like protein 12","Q14166"
0.591699600219705,17.4129900932312,4.47890579030887,0.00257091415730381,0.169106670471153,-1.15874713657124,"P35443;E7ES19",6,4.70070684992819,0.00126601356820816,0.10220028902535,-0.591699600219702,"Non-significant",0.990547876002313,"THBS4","Thrombospondin-4","P35443;E7ES19"
-0.118694305419918,24.9846515655518,-3.90198622824834,0.00539422038951088,0.196180712246807,-1.87402219165296,"P42330;S4R3Z2;A0A0A0MSS8",35,-4.75909232969348,0.00116946792494622,0.10220028902535,0.118694305419925,"Non-significant",0.990547876002313,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330;S4R3Z2;A0A0A0MSS8"
-0.0831279754638743,21.8725652694702,-3.42545025721256,0.0103253329132495,0.223638437503156,-2.50554783948029,"P49748",48,-4.74164642090783,0.00119745594713817,0.10220028902535,0.0831279754638743,"Non-significant",0.990547876002313,"ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","P49748"
-0.131654262542703,19.9299018383026,-3.95515724526199,0.00502762689513638,0.192412774057841,-1.80576152319003,"P61221;D6R9I9;H0Y990;D6RGF4",36,-4.7311811524165,0.00121459138838701,0.10220028902535,0.1316542625427,"Non-significant",0.990547876002313,"ABCE1","ATP-binding cassette sub-family E member 1","P61221;D6R9I9;H0Y990;D6RGF4"
-0.131812572479255,19.8347346782685,-4.16651239655122,0.00381661235082639,0.184945013610957,-1.53906154048234,"P82650;H7C5H3;G5E9V5;H7C5F2;G5E9W7;H7C5L9",21,-4.73743234543234,0.00120432433573876,0.10220028902535,0.131812572479248,"Non-significant",0.990547876002313,"MRPS22","28S ribosomal protein S22, mitochondrial","P82650;H7C5H3;G5E9V5;H7C5F2;G5E9W7;H7C5L9"
