"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.157817363739003,25.4386765956879,-4.91144727897919,0.00151116982076831,0.293889503863532,-0.723681227581345,"P10809",72,-6.06396065740933,0.000225276948842816,0.12594479493037,0.157817363738999,"Non-significant",0.899819776397146,"HSPD1","60 kDa heat shock protein, mitochondrial","P10809"
-0.142617702484173,18.7338049411774,-5.12022847371023,0.00118452296569781,0.293889503863532,-0.522937833415321,"P82675",23,-6.00825181263601,0.000240550465109115,0.12594479493037,0.142617702484173,"Non-significant",0.899819776397146,"MRPS5","28S ribosomal protein S5, mitochondrial","P82675"
-0.303604125976577,20.5043001174927,-5.58370561034681,0.000704719888758975,0.293889503863532,-0.104750699140277,"Q00266",16,-6.04422611723569,0.000230562762722781,0.12594479493037,0.303604125976577,"Non-significant",0.899819776397146,"MAT1A","S-adenosylmethionine synthase isoform type-1","Q00266"
-0.286922454833977,22.8313498497009,-5.36788842298933,0.000894283008666927,0.293889503863532,-0.294860880699894,"Q9HDC9;H0Y512",31,-5.99323508329257,0.000244858648663405,0.12594479493037,0.286922454833974,"Non-significant",0.899819776397146,"APMAP","Adipocyte plasma membrane-associated protein","Q9HDC9;H0Y512"
-0.184031486511202,19.8935651779175,-4.95702242632936,0.00143217853485261,0.293889503863532,-0.679189256187827,"O75891;Q3SY69;A0A494C1M4",49,-5.85187721885644,0.000289807522528418,0.130431498107946,0.184031486511202,"Non-significant",0.884617517479851,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891;Q3SY69;A0A494C1M4"
0.173228263854977,21.4818048477173,5.01821406278492,0.00133319083241119,0.293889503863532,-0.620043743790049,"Q16658;C9JPH9;C9JFC0;A0A0A0MSB2",32,5.88285519251809,0.000279236600115249,0.130431498107946,-0.173228263854973,"Non-significant",0.884617517479851,"FSCN1","Fascin","Q16658;C9JPH9;C9JFC0;A0A0A0MSB2"
-0.172556877136202,20.810920715332,-5.07050057735571,0.00125457075644288,0.293889503863532,-0.570040148118281,"O75477",21,-5.72239995270698,0.000338965230118205,0.135604923448955,0.172556877136198,"Non-significant",0.867724542121639,"ERLIN1","Erlin-1","O75477"
-0.159972667694106,21.2570297718048,-4.78745759928362,0.00175144827697671,0.300289977202602,-0.846642223500607,"P15144",45,-5.76023593022873,0.000323720834447446,0.135604923448955,0.159972667694099,"Non-significant",0.867724542121639,"ANPEP","Aminopeptidase N","P15144"
-0.378021240234343,19.2433295249939,-5.32653726397165,0.000936709139649161,0.293889503863532,-0.332196650450886,"Q92947;K7EKT3",12,-5.67689261576169,0.00035834550208887,0.135812945291682,0.378021240234354,"Non-significant",0.867058832406063,"GCDH","Glutaryl-CoA dehydrogenase, mitochondrial","Q92947;K7EKT3"
-0.139358520507802,20.7160224914551,-4.49404309153653,0.00250554533577034,0.340423244582683,-1.14892745305201,"O95954",35,-5.42117310677018,0.000492337408264751,0.136358526035172,0.139358520507802,"Non-significant",0.865317701915507,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
-0.168601512908953,21.0052850246429,-4.75525701723773,0.00182052696963833,0.304874760659665,-0.879037141506675,"P30837",29,-5.51209237915098,0.000439304975252425,0.136358526035172,0.16860151290895,"Non-significant",0.865317701915507,"ALDH1B1","Aldehyde dehydrogenase X, mitochondrial","P30837"
-0.0939202308654714,23.0750696659088,-4.20983186900787,0.00358749697052898,0.341316766337805,-1.45704552336859,"P38117;M0QY67",27,-5.44004358372138,0.000480782766413303,0.136358526035172,0.0939202308654785,"Non-significant",0.865317701915507,"ETFB","Electron transfer flavoprotein subunit beta","P38117;M0QY67"
-0.0898156166076802,21.0127704143524,-4.00437623122612,0.00468539355929456,0.341316766337805,-1.68916506818993,"Q15046;H3BVA8",37,-5.52737275861956,0.00043101857128443,0.136358526035172,0.0898156166076767,"Non-significant",0.865317701915507,"KARS1","Lysine--tRNA ligase","Q15046;H3BVA8"
0.136846542358402,18.7768788337707,5.08321867877909,0.00123623047757214,0.293889503863532,-0.557951491466623,"Q8IZ52;F8W6H2",16,5.50044473159376,0.000445737822000255,0.136358526035172,-0.136846542358402,"Non-significant",0.865317701915507,"CHPF","Chondroitin sulfate synthase 2","Q8IZ52;F8W6H2"
-0.113364696502682,21.619033575058,-4.55733520523894,0.00231683587271304,0.333670702388133,-1.08236776724612,"Q96AY3;H0Y827",24,-5.52362373048714,0.000433035764418373,0.136358526035172,0.113364696502678,"Non-significant",0.865317701915507,"FKBP10","Peptidyl-prolyl cis-trans isomerase FKBP10","Q96AY3;H0Y827"
0.183371543884277,18.9326362609863,5.78792342778226,0.000565635761667406,0.293889503863532,0.0679656278053873,"Q99571",10,5.48483917561065,0.000454517761146847,0.136358526035172,-0.183371543884277,"Non-significant",0.865317701915507,"P2RX4","P2X purinoceptor 4","Q99571"
-0.152400493621855,22.0153143405914,-4.65483914454459,0.00205592187795533,0.317679700852761,-0.981290828504057,"P11177;C9J634;F8WF02",23,-5.33484607558072,0.000549187219394203,0.146470265439172,0.152400493621851,"Non-significant",0.834250531394342,"PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial","P11177;C9J634;F8WF02"
0.159218311309825,22.992390871048,5.0255301218372,0.00132187001613931,0.293889503863532,-0.613017545884562,"P27348;E9PG15",14,5.27084905446277,0.00059592892386227,0.147975316576973,-0.159218311309825,"Non-significant",0.829810722229667,"YWHAQ","14-3-3 protein theta","P27348;E9PG15"
-0.300702571868896,20.3717658519745,-4.98059205910421,0.00139312191523702,0.293889503863532,-0.65632760526484,"Q02338;E9PCG9;C9K0G7;H7C2W1",12,-5.27721002489133,0.000591095075847404,0.147975316576973,0.3007025718689,"Non-significant",0.829810722229667,"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","Q02338;E9PCG9;C9K0G7;H7C2W1"
0.107586860656728,20.9197506904602,4.05677830610351,0.00437432460901596,0.341316766337805,-1.62921949714176,"O15118",29,4.99946909602379,0.00084805339405458,0.148947133916757,-0.107586860656724,"Non-significant",0.826967849186855,"NPC1","NPC intracellular cholesterol transporter 1","O15118"
-0.105381965637168,23.889440536499,-3.93549681703168,0.00513137012553937,0.341316766337805,-1.7687272367016,"P29401;E9PFF2",52,-5.13398493583463,0.000711052997529817,0.148947133916757,0.105381965637179,"Non-significant",0.826967849186855,"TKT","Transketolase","P29401;E9PFF2"
-0.116604328155525,23.4632556438446,-3.9727490738957,0.00488471430000191,0.341316766337805,-1.72558951991638,"P40939;H0YFD6;A0A2R8Y4F5",59,-5.02538065696936,0.000819587600691704,0.148947133916757,0.116604328155521,"Non-significant",0.826967849186855,"HADHA","Trifunctional enzyme subunit alpha, mitochondrial","P40939;H0YFD6;A0A2R8Y4F5"
0.103088378906271,19.3990406990051,3.98640872598459,0.00479752088235517,0.341316766337805,-1.70983541734791,"Q68CZ2;E9PCX8;C9JHU5",33,5.04607571951722,0.000797595690801694,0.148947133916757,-0.103088378906278,"Non-significant",0.826967849186855,"TNS3","Tensin-3","Q68CZ2;E9PCX8;C9JHU5"
0.0758428573608505,18.8346633911133,3.5510973119901,0.00863349170420978,0.351817670851412,-2.22833094456575,"Q7KZ85",40,5.14917150699551,0.00069716162940184,0.148947133916757,-0.0758428573608505,"Non-significant",0.826967849186855,"SUPT6H","Transcription elongation factor SPT6","Q7KZ85"
-0.176191806793174,18.0937020778656,-5.64761397018643,0.000657487900011228,0.293889503863532,-0.0499610439810398,"Q96GA7;F8VYZ3",9,-5.12235821449359,0.000721890946421755,0.148947133916757,0.176191806793174,"Non-significant",0.826967849186855,"SDSL","Serine dehydratase-like","Q96GA7;F8VYZ3"
0.16908931732177,19.9395942687988,7.08950854667021,0.000156433653387305,0.18774645634033,1.0199056286057,"Q9BWH2",7,5.02243201187131,0.000822774111760763,0.148947133916757,-0.169089317321774,"Non-significant",0.826967849186855,"FUNDC2","FUN14 domain-containing protein 2","Q9BWH2"
-0.117208480834982,22.2340049743652,-4.22597095006748,0.00351397927289733,0.341316766337805,-1.43914438259226,"Q9BY49;B4DJS2",24,-4.99959695474741,0.000847910331045715,0.148947133916757,0.117208480834975,"Non-significant",0.826967849186855,"PECR","Peroxisomal trans-2-enoyl-CoA reductase","Q9BY49;B4DJS2"
-0.0937852859497319,21.4954056739807,-3.80024059003606,0.00614702034599245,0.351817670851412,-1.92746896771237,"Q9H6R3;A0A0B4J1R2",45,-5.09932166712482,0.000743897393807619,0.148947133916757,0.0937852859497212,"Non-significant",0.826967849186855,"ACSS3","Acyl-CoA synthetase short-chain family member 3, mitochondrial","Q9H6R3;A0A0B4J1R2"
0.354402065277107,17.1094205379486,4.8011662846233,0.00172291910316678,0.300289977202602,-0.832908721642301,"Q9HB21;Q5RGS4",9,5.01115214924084,0.000835088319128663,0.148947133916757,-0.3544020652771,"Non-significant",0.826967849186855,"PLEKHA1","Pleckstrin homology domain-containing family A member 1","Q9HB21;Q5RGS4"
-0.102848052978551,18.7610511779785,-4.32311360901749,0.00310477738759521,0.341316766337805,-1.33242377402567,"Q9NRK6",22,-5.1838457527787,0.000666535311100647,0.148947133916757,0.102848052978551,"Non-significant",0.826967849186855,"ABCB10","ATP-binding cassette sub-family B member 10, mitochondrial","Q9NRK6"
-0.186973094940154,18.7043812274933,-5.09038120780407,0.00122603210669058,0.293889503863532,-0.55115618835318,"Q9UF12;A0A590UKC3",12,-5.21000309776315,0.000644397956604142,0.148947133916757,0.18697309494015,"Non-significant",0.826967849186855,"PRODH2","Hydroxyproline dehydrogenase","Q9UF12;A0A590UKC3"
-0.101006984710729,18.6715223789215,-3.76744255557345,0.00642480998254772,0.351817670851412,-1.96645635792671,"A3KMH1",61,-4.95675610564341,0.00089734050980821,0.148988785018009,0.101006984710729,"Non-significant",0.826846421440772,"VWA8","von Willebrand factor A domain-containing protein 8","A3KMH1"
0.336284160613992,16.5373051166534,5.42703404116155,0.000837251014856836,0.293889503863532,-0.241971074461132,"P47736;A0A0A0MQY8;F2Z357;J3KPC5;X6R8W7",5,4.96177731730774,0.000891388840376639,0.148988785018009,-0.336284160613999,"Non-significant",0.826846421440772,"RAP1GAP","Rap1 GTPase-activating protein 1","P47736;A0A0A0MQY8;F2Z357;J3KPC5;X6R8W7"
-0.1452894210815,18.4321432113647,-4.83535241596617,0.00165397707102101,0.300289977202602,-0.798811073314144,"Q9NP92",13,-4.94589606722474,0.000910360580584972,0.148988785018009,0.1452894210815,"Non-significant",0.826846421440772,"MRPS30","39S ribosomal protein S30, mitochondrial","Q9NP92"
-0.0751628875732457,21.2635836601257,-3.39728662782454,0.0106950330152062,0.351817670851412,-2.41928298165216,"P36776;K7EKE6;K7ER27;K7EJE8",46,-4.90593439842336,0.000960059229803826,0.150482861960566,0.0751628875732493,"Non-significant",0.82251295774302,"LONP1","Lon protease homolog, mitochondrial","P36776;K7EKE6;K7ER27;K7EJE8"
-0.127609729766871,23.8132503032684,-4.46404092542274,0.0026008316997979,0.341316766337805,-1.18073993344268,"Q7Z4W1;J3QL34;J3KS22;J3QS36;J3QRQ2",17,-4.90497743862787,0.000961284772974035,0.150482861960566,0.127609729766878,"Non-significant",0.82251295774302,"DCXR","L-xylulose reductase","Q7Z4W1;J3QL34;J3KS22;J3QS36;J3QRQ2"
-0.114401817321752,23.1511583328247,-4.50100941471669,0.00248397186510359,0.340423244582683,-1.14156484945271,"P07741;H3BQZ9",15,-4.76271599641084,0.00116374360986818,0.161156110281937,0.114401817321749,"Non-significant",0.792753223434796,"APRT","Adenine phosphoribosyltransferase","P07741;H3BQZ9"
-0.155447006225568,23.1833138465881,-4.27407206303562,0.0033044455367935,0.341316766337805,-1.38608015054147,"P17931;G3V3R6",20,-4.77098749918169,0.00115079010703066,0.161156110281937,0.155447006225575,"Non-significant",0.792753223434796,"LGALS3","Galectin-3","P17931;G3V3R6"
0.244472980499275,18.1316554546356,4.91901324926333,0.00149773051657616,0.293889503863532,-0.716268943020935,"P30039;V9GY00;A0A0C4DFS0",8,4.81043144926607,0.00109112455262325,0.161156110281937,-0.244472980499275,"Non-significant",0.792753223434796,"PBLD","Phenazine biosynthesis-like domain-containing protein","P30039;V9GY00;A0A0C4DFS0"
-0.0891509056091238,21.8426830768585,-3.85991084402342,0.00567437920910614,0.341316766337805,-1.85703098146506,"P31930",24,-4.7761093085664,0.00114284724795224,0.161156110281937,0.0891509056091238,"Non-significant",0.792753223434796,"UQCRC1","Cytochrome b-c1 complex subunit 1, mitochondrial","P31930"
0.167592048645023,19.1296229362488,4.34196458822875,0.00303156759398719,0.341316766337805,-1.31191863149375,"Q14574;Q02487;J3QRL9;A0A3B3ISU0",18,4.77280707126714,0.00114796152480395,0.161156110281937,-0.167592048645023,"Non-significant",0.792753223434796,"DSC2","Desmocollin-2","Q14574;Q02487;J3QRL9;A0A3B3ISU0"
0.12316179275512,19.8938686847687,4.02009597875276,0.00458962646722314,0.341316766337805,-1.6711292744294,"Q7Z3C6",30,4.79670811158252,0.00111149547332379,0.161156110281937,-0.123161792755127,"Non-significant",0.792753223434796,"ATG9A","Autophagy-related protein 9A","Q7Z3C6"
-0.26588296890257,17.5365483760834,-5.1757893448269,0.0011113251499778,0.293889503863532,-0.470831375360249,"Q96K19;E9PNG8;E9PP55",6,-4.73122140065655,0.00121452498275706,0.165014988694973,0.265882968902574,"Non-significant",0.782476606017173,"RNF170","E3 ubiquitin-protein ligase RNF170","Q96K19;E9PNG8;E9PP55"
-0.155676364898675,21.1789262294769,-4.00117330904953,0.00470517125539001,0.341316766337805,-1.69284546135246,"Q2TB90",57,-4.70129248597796,0.0012650035242055,0.168690562551922,0.155676364898678,"Non-significant",0.772909213476499,"HKDC1","Hexokinase HKDC1","Q2TB90"
0.178823471069347,18.3180794715881,4.56651538610001,0.00229078336126824,0.333670702388133,-1.0727757071628,"P42892;B4DKB2;A0A3B3ISF9",11,4.61746981075933,0.00141881566520381,0.181560219544473,-0.17882347106935,"Non-significant",0.740979300775545,"ECE1","Endothelin-converting enzyme 1","P42892;B4DKB2;A0A3B3ISF9"
-0.15940523147583,23.3423449993134,-4.21254355444672,0.00357502816806525,0.341316766337805,-1.45403437937709,"Q00325;F8VVM2",17,-4.5990219686102,0.00145530330329088,0.181560219544473,0.159405231475827,"Non-significant",0.740979300775545,"SLC25A3","Phosphate carrier protein, mitochondrial","Q00325;F8VVM2"
-0.155471801757805,21.9178433418274,-4.12576352849905,0.003998584506488,0.341316766337805,-1.55107748255529,"Q9BSE5",20,-4.5955090459112,0.00146236532892368,0.181560219544473,0.155471801757798,"Non-significant",0.740979300775545,"AGMAT","Agmatinase, mitochondrial","Q9BSE5"
-0.152319908142129,22.4003925323486,-3.99445942360256,0.00474692369469728,0.341316766337805,-1.7005663262266,"Q9UHG3;C9JGT6;C9JM55;F8W8W4;C9K055",31,-4.60326193620303,0.00144682858707316,0.181560219544473,0.152319908142125,"Non-significant",0.740979300775545,"PCYOX1","Prenylcysteine oxidase 1","Q9UHG3;C9JGT6;C9JM55;F8W8W4;C9K055"
-0.0956969261169576,21.8445703983307,-3.92464425001529,0.00520574533097473,0.341316766337805,-1.78134203540802,"P62280;M0R1H6;M0QZC5",20,-4.56085090735738,0.00153405055747645,0.183258757501117,0.0956969261169469,"Non-significant",0.736935262288292,"RPS11","40S ribosomal protein S11","P62280;M0R1H6;M0QZC5"
-0.149449348449721,21.4951457977295,-3.88815649396714,0.00546450227599238,0.341316766337805,-1.82391167215869,"Q08426",45,-4.54936525967688,0.00155863431940089,0.183258757501117,0.149449348449725,"Non-significant",0.736935262288292,"EHHADH","Peroxisomal bifunctional enzyme","Q08426"
0.169534683227575,18.0431084632874,4.64787152352549,0.00207345451188443,0.317679700852761,-0.98845513240046,"Q6UX04;D6REK3",10,4.5366540920142,0.00158633641128625,0.183258757501117,-0.169534683227575,"Non-significant",0.736935262288292,"CWC27","Spliceosome-associated protein CWC27 homolog","Q6UX04;D6REK3"
-0.097596645355253,20.1780273914337,-4.19154322327094,0.00367284017946325,0.341316766337805,-1.47738965411063,"Q709F0",16,-4.53484007212485,0.00159033280827749,0.183258757501117,0.0975966453552495,"Non-significant",0.736935262288292,"ACAD11","Acyl-CoA dehydrogenase family member 11","Q709F0"
0.986974477767923,14.4508854150772,4.88952392817834,0.00155086809426666,0.293889503863532,-0.745218129035521,"Q9P1Z9;A0A6E1Y6F7",1,4.52899153041085,0.00160329144876689,0.183258757501117,-0.986974477767925,"Non-significant",0.736935262288292,"CCDC180","Coiled-coil domain-containing protein 180","Q9P1Z9;A0A6E1Y6F7"
0.0691857337951696,19.580899477005,3.07956922931065,0.0168127185129538,0.361464965973231,-2.82505261703844,"O60271;A0A087X2D8",57,4.50803933845613,0.00165065599122625,0.185724590512816,-0.0691857337951731,"Non-significant",0.731130590514442,"SPAG9","C-Jun-amino-terminal kinase-interacting protein 4","O60271;A0A087X2D8"
-0.130852222442634,22.7225196361542,-3.9816731694416,0.00482755636871358,0.341316766337805,-1.71529320851222,"P04179;F5H4R2;F5GXZ9;G8JLJ2;F5H3C5;G5E9P6;F5GYZ5",20,-4.47647344061309,0.00172487829622581,0.188194675926091,0.130852222442623,"Non-significant",0.725392667033236,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179;F5H4R2;F5GXZ9;G8JLJ2;F5H3C5;G5E9P6;F5GYZ5"
0.0962853431701518,19.1268727779388,3.8719282548514,0.005584036435911,0.341316766337805,-1.84292240638874,"Q14451",20,4.48644375831579,0.00170105417529942,0.188194675926091,-0.0962853431701518,"Non-significant",0.725392667033236,"GRB7","Growth factor receptor-bound protein 7","Q14451"
-0.116509914398204,18.6933500766754,-3.87786824063994,0.00553995809758878,0.341316766337805,-1.83595842525269,"Q16134;D6RAD5",22,-4.46492760838455,0.00175291621057201,0.188399248243718,0.1165099143982,"Non-significant",0.72492083447444,"ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial","Q16134;D6RAD5"
-0.270268440246578,21.4978795051575,-4.03363809045942,0.00450883030237825,0.341316766337805,-1.65562843418231,"P08319;P00325;A0A0D9SFB5;D6R9K8;D6RHZ6;H0Y9N0;D6RIB1;V9HW50",27,-4.44083830551872,0.00181300461587304,0.190126651146701,0.270268440246571,"Non-significant",0.720957001310873,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","P08319;P00325;A0A0D9SFB5;D6R9K8;D6RHZ6;H0Y9N0;D6RIB1;V9HW50"
0.0968518257140829,18.8758800029755,3.5860942996683,0.00822676376113438,0.351817670851412,-2.18542567498871,"P26232;P35221;A0A0A0MTJ6;G3XAM7;A0A0A0MRI5",30,4.41701949753283,0.00187459967107565,0.190126651146701,-0.0968518257140758,"Non-significant",0.720957001310873,"CTNNA1","Catenin alpha-1","P26232;P35221;A0A0A0MTJ6;G3XAM7;A0A0A0MRI5"
-0.140174865722674,19.834912776947,-3.93347508153626,0.00514513772130579,0.341316766337805,-1.77107563363575,"P82650;H7C5H3;G5E9V5;H7C5F2;G5E9W7;H7C5L9",21,-4.42234177841252,0.00186064386114561,0.190126651146701,0.140174865722674,"Non-significant",0.720957001310873,"MRPS22","28S ribosomal protein S22, mitochondrial","P82650;H7C5H3;G5E9V5;H7C5F2;G5E9W7;H7C5L9"
0.0863523483276225,18.8960056304932,3.37129414048079,0.0110927167799322,0.351817670851412,-2.45192448361622,"Q29RF7",44,4.42977399069468,0.00184134192846068,0.190126651146701,-0.0863523483276261,"Non-significant",0.720957001310873,"PDS5A","Sister chromatid cohesion protein PDS5 homolog A","Q29RF7"
-0.120958805084232,23.3948328495026,-3.57951882142049,0.00830158207476087,0.351817670851412,-2.1934713216416,"CATD_HUMAN;P07339;A0A1B0GV23;A0A1B0GVP3;A0A1B0GWE8;A0A1B0GW44;H7C469;H7C1V0;A0A1B0GVD5",26,-4.140021231243,0.00278151708357855,0.191102117483533,0.120958805084225,"Non-significant",0.718734500771681,"CTSD","Cathepsin D","CATD_HUMAN;P07339;A0A1B0GV23;A0A1B0GVP3;A0A1B0GWE8;A0A1B0GW44;H7C469;H7C1V0;A0A1B0GVD5"
0.693920612335196,14.8288726806641,4.11941370794291,0.0040316571166619,0.341316766337805,-1.55823327715665,"O60292",4,4.27772670937665,0.00228287029685508,0.191102117483533,-0.6939206123352,"Non-significant",0.718734500771681,"SIPA1L3","Signal-induced proliferation-associated 1-like protein 3","O60292"
-0.137728214263902,23.5630214214325,-3.73320225257559,0.00672935245678296,0.351817670851412,-2.00736142749861,"O75874",35,-4.35173631964037,0.00205523470944182,0.191102117483533,0.137728214263898,"Non-significant",0.718734500771681,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","O75874"
-0.0594024658203018,20.0090627670288,-2.8695198585437,0.0228262913705946,0.374920574882314,-3.10041503136267,"O95479",42,-4.31637877906021,0.00216079091900068,0.191102117483533,0.0594024658203018,"Non-significant",0.718734500771681,"H6PD","GDH/6PGL endoplasmic bifunctional protein","O95479"
-1.60622358322145,16.0500729084015,-3.85814030241455,0.00568782279690829,0.341316766337805,-1.85911181847447,"P03886",3,-4.12652483969043,0.00283631768781392,0.191102117483533,1.60622358322145,"Non-significant",0.718734500771681,"MT-ND1","NADH-ubiquinone oxidoreductase chain 1","P03886"
0.164868354797346,17.9678554534912,4.02960644700181,0.00453272143422221,0.341316766337805,-1.66023968111767,"P05154;G3V2M1;G3V264",12,4.16746992647011,0.00267352534893405,0.191102117483533,-0.164868354797349,"Non-significant",0.718734500771681,"SERPINA5","Plasma serine protease inhibitor","P05154;G3V2M1;G3V264"
-0.10429477691649,21.9082612991333,-3.42528291841874,0.01028368798094,0.351817670851412,-2.3842432742425,"P10253",32,-4.11811831989155,0.00287103370630879,0.191102117483533,0.1042947769165,"Non-significant",0.718734500771681,"GAA","Lysosomal alpha-glucosidase","P10253"
-0.186287403106675,22.8880422115326,-4.11108008876378,0.00407551496730484,0.341316766337805,-1.56763603076712,"P13073",10,-4.1517846172293,0.00273467584945481,0.191102117483533,0.186287403106675,"Non-significant",0.718734500771681,"COX4I1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial","P13073"
-0.0802993774414205,21.7252855300903,-3.26040101331079,0.0129756003406699,0.359343070783971,-2.59233756725187,"P22695;H3BRG4;H3BP04;H3BSJ9;A0A087WVZ4;H3BUE4;H3BUI9",30,-4.14121598301252,0.0027767207419052,0.191102117483533,0.080299377441424,"Non-significant",0.718734500771681,"UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial","P22695;H3BRG4;H3BP04;H3BSJ9;A0A087WVZ4;H3BUE4;H3BUI9"
0.178024291992152,17.7999806404114,4.51161065687194,0.00245153130193105,0.340423244582683,-1.13037794847601,"P25686;O75190;Q8NHS0;A0A0J9YX62;C9J2C4;C9JRD2;C9JXB9",8,4.19164286239309,0.00258213102188233,0.191102117483533,-0.178024291992148,"Non-significant",0.718734500771681,"DNAJB2","DnaJ homolog subfamily B member 2","P25686;O75190;Q8NHS0;A0A0J9YX62;C9J2C4;C9JRD2;C9JXB9"
-0.270441532135006,17.2294404506683,-5.37352162232129,0.000888669856551174,0.293889503863532,-0.289797567982106,"P39210;G5E9F5;B5MC53;B5MCF8",4,-4.14118753256108,0.00277683485369159,0.191102117483533,0.270441532134999,"Non-significant",0.718734500771681,"MPV17","Protein Mpv17","P39210;G5E9F5;B5MC53;B5MCF8"
0.11390352249142,21.0155022144318,3.52999309492394,0.00888916591306642,0.351817670851412,-2.25430295629367,"P42167;P42166;H0YJH7;G5E972",36,4.22781409028333,0.00245156146103576,0.191102117483533,-0.113903522491427,"Non-significant",0.718734500771681,"TMPO","Lamina-associated polypeptide 2, isoform alpha","P42167;P42166;H0YJH7;G5E972"
-0.139366149902379,21.8423891067505,-3.71880921198195,0.00686199047536014,0.351817670851412,-2.02461763585417,"P42765;A0A0B4J2A4;K7EME0",23,-4.20244312294969,0.0025423823674325,0.191102117483533,0.139366149902376,"Non-significant",0.718734500771681,"ACAA2","3-ketoacyl-CoA thiolase, mitochondrial","P42765;A0A0B4J2A4;K7EME0"
-0.112451076507575,21.6277959346771,-3.90804748000235,0.00532175751578822,0.341316766337805,-1.800675230024,"P45954",19,-4.40104813771617,0.00191715810673718,0.191102117483533,0.112451076507575,"Non-significant",0.718734500771681,"ACADSB","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","P45954"
