"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.232873357212025,19.6710690313387,-7.45190549599444,9.51995449283398e-05,0.0191734882659177,1.95845410823876,"O76024;A0A669KAX3;H0Y9G5",18,-8.27497307155492,1.47462182342219e-05,0.00313313967280974,0.232873357212025,"Non-significant",2.50402024419316,"WFS1","Wolframin","O76024;A0A669KAX3;H0Y9G5"
0.461567434114102,18.2951378676011,7.97013904943454,6.02013712627961e-05,0.0181144441500206,2.39117096694706,"P00439;A0A0U1RQY4;J3KND8",17,8.76311967237263,9.1875939779008e-06,0.00313313967280974,-0.461567434114098,"Non-significant",2.50402024419316,"PAH","Phenylalanine-4-hydroxylase","P00439;A0A0U1RQY4;J3KND8"
0.247954679495557,19.1702708385433,7.35016130962565,0.00010447007376358,0.0196190711450169,1.8698511056807,"P00742;B7ZBK1;Q5JVE8;F8WBM7",20,8.31009475194235,1.42422965522231e-05,0.00313313967280974,-0.247954679495557,"Non-significant",2.50402024419316,"F10","Coagulation factor X","P00742;B7ZBK1;Q5JVE8;F8WBM7"
-0.198994184855515,23.3106501930135,-6.3932950100228,0.00026371143649307,0.0254625969031875,0.973026354588441,"P02545;A0A6Q8PHQ9;A0A6Q8PFJ0;Q5TCI8;A0A0C4DGC5",72,-8.17557584120773,1.62813756249091e-05,0.00313313967280974,0.198994184855515,"Non-significant",2.50402024419316,"LMNA","Prelamin-A/C","P02545;A0A6Q8PHQ9;A0A6Q8PFJ0;Q5TCI8;A0A0C4DGC5"
0.455475215419458,18.3646754688785,7.9217892435582,6.2766619380506e-05,0.0181144441500206,2.35207477631883,"P02749;J3QLI0;J3QRN2",10,8.20914469061498,1.57441723772245e-05,0.00313313967280974,-0.455475215419455,"Non-significant",2.50402024419316,"APOH","Beta-2-glycoprotein 1","P02749;J3QLI0;J3QRN2"
0.481996746342134,21.257112338066,7.79275917147582,7.02315541851972e-05,0.0191734882659177,2.24647802550708,"P02760;S4R3Y4",13,8.38858146851816,1.31830369054227e-05,0.00313313967280974,-0.481996746342134,"Non-significant",2.50402024419316,"AMBP","Protein AMBP","P02760;S4R3Y4"
0.440450812420963,22.8140402135661,7.10086988894351,0.000131748337102073,0.0197646251964255,1.64746398337281,"P02771;J3KMX3",58,8.07612106287272,1.79943999224916e-05,0.00313313967280974,-0.440450812420959,"Non-significant",2.50402024419316,"AFP","Alpha-fetoprotein","P02771;J3KMX3"
-0.228958064696677,22.7714681125018,-7.49901953079689,9.12207195950612e-05,0.0191734882659177,1.9990673190015,"P04179;F5H4R2;F5GXZ9;G8JLJ2;F5H3C5;G5E9P6;F5GYZ5",20,-8.52974165055318,1.14886675149884e-05,0.00313313967280974,0.228958064696688,"Non-significant",2.50402024419316,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179;F5H4R2;F5GXZ9;G8JLJ2;F5H3C5;G5E9P6;F5GYZ5"
-0.537107916728726,19.9902867198139,-7.47872130780164,9.29117039399524e-05,0.0191734882659177,1.98160189956704,"P05121",16,-8.20247387128975,1.58493599291949e-05,0.00313313967280974,0.537107916728729,"Up in BM",2.50402024419316,"SERPINE1","Plasminogen activator inhibitor 1","P05121"
-0.441101398382244,17.698064943496,-8.52729160202592,3.77574667960537e-05,0.0149792261328122,2.82379883077135,"P05981;M0QZ63",8,-8.30959157957625,1.42493813451538e-05,0.00313313967280974,0.441101398382241,"Non-significant",2.50402024419316,"HPN","Serine protease hepsin","P05981;M0QZ63"
-0.187501651413193,20.7672043692582,-6.34438961772267,0.000277237638260132,0.0261781505258164,0.923930161989918,"P06213",57,-8.20613020859808,1.57916106456413e-05,0.00313313967280974,0.187501651413193,"Non-significant",2.50402024419316,"INSR","Insulin receptor","P06213"
0.19689757306994,20.2471058811655,7.47396237888756,9.33132013455401e-05,0.0191734882659177,1.97750011136976,"P09110;C9JDE9;H7C131;H0Y4D4",17,8.17293414151189,1.63244953750002e-05,0.00313313967280974,-0.19689757306994,"Non-significant",2.50402024419316,"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","P09110;C9JDE9;H7C131;H0Y4D4"
0.323893939992406,20.4991505434013,7.26225733876022,0.000113295402216655,0.0196190711450169,1.79230060788796,"P48449;A0A0G2JQD0",33,8.3909295428314,1.31527071618119e-05,0.00313313967280974,-0.323893939992402,"Non-significant",2.50402024419316,"LSS","Lanosterol synthase","P48449;A0A0G2JQD0"
-0.451064462344171,19.0337053843279,-7.90988071972904,6.34170429562406e-05,0.0181144441500206,2.34240610057621,"P78540",16,-8.65563644333655,1.01776134575767e-05,0.00313313967280974,0.451064462344171,"Non-significant",2.50402024419316,"ARG2","Arginase-2, mitochondrial","P78540"
-1.04112847223668,17.5795946572737,-7.40965117461726,9.89332664744801e-05,0.0191734882659177,1.92180697213408,"P98160;A0A0U1RQT3",51,-8.20710599928781,1.57762377143971e-05,0.00313313967280974,1.04112847223667,"Up in BM",2.50402024419316,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","P98160;A0A0U1RQT3"
0.507355773890822,19.9671670328364,7.96336210238146,6.05537620468546e-05,0.0181144441500206,2.38570644286101,"Q02338;E9PCG9;C9K0G7;H7C2W1",12,8.51775797752657,1.16228082295179e-05,0.00313313967280974,-0.507355773890819,"Up in CM",2.50402024419316,"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","Q02338;E9PCG9;C9K0G7;H7C2W1"
-0.464151653354779,19.7169381986509,-7.26385586182933,0.000113127672652232,0.0196190711450169,1.79371921146307,"Q14764",42,-8.21738575082196,1.56152795178624e-05,0.00313313967280974,0.464151653354776,"Non-significant",2.50402024419316,"MVP","Major vault protein","Q14764"
-0.178873786028984,18.9024332198567,-6.27434335581136,0.000297972774418454,0.0261781505258164,0.853029768027286,"Q14980;H0YFY6;K4DIE0;A0A087WY61",90,-8.3286793010304,1.39833066580244e-05,0.00313313967280974,0.178873786028991,"Non-significant",2.50402024419316,"NUMA1","Nuclear mitotic apparatus protein 1","Q14980;H0YFY6;K4DIE0;A0A087WY61"
-0.267964673804606,17.6703405920738,-9.58661029765569,1.66171104882156e-05,0.0113049295147728,3.56310656480734,"Q1ED39;H3BMC9",9,-8.05260730314426,1.84276524657624e-05,0.00313313967280974,0.267964673804595,"Non-significant",2.50402024419316,"KNOP1","Lysine-rich nucleolar protein 1","Q1ED39;H3BMC9"
0.646093579990911,19.6428309994809,7.69065467499181,7.68446594359985e-05,0.0191734882659177,2.16159669121088,"Q8N6C5;A0A494C0H8",26,8.55093891283161,1.12555311914497e-05,0.00313313967280974,-0.646093579990907,"Up in CM",2.50402024419316,"IGSF1","Immunoglobulin superfamily member 1","Q8N6C5;A0A494C0H8"
0.476515606530455,17.2211322323957,10.4520772763525,8.98886197126449e-06,0.0110943512426826,4.09602183246365,"Q8NBP7;A0A669KBG0",6,8.92143941672302,7.91646901361325e-06,0.00313313967280974,-0.476515606530455,"Non-significant",2.50402024419316,"PCSK9","Proprotein convertase subtilisin/kexin type 9","Q8NBP7;A0A669KBG0"
0.282735476225049,21.5119133763609,7.19772461344445,0.000120303990294637,0.0196190711450169,1.73477072359022,"Q8NBQ5;D6RCD0",29,8.37002145229509,1.34254895899946e-05,0.00313313967280974,-0.282735476225046,"Non-significant",2.50402024419316,"HSD17B11","Estradiol 17-beta-dehydrogenase 11","Q8NBQ5;D6RCD0"
-0.329137149382209,19.0479895187117,-7.0920224550773,0.000132852823053973,0.0197646251964255,1.63943065792817,"Q8WYP5",49,-8.26203933982962,1.49366855048188e-05,0.00313313967280974,0.329137149382209,"Non-significant",2.50402024419316,"AHCTF1","Protein ELYS","Q8WYP5"
-0.433069498437753,21.0672118668708,-7.54732628540866,8.73329041698471e-05,0.0191734882659177,2.0404382977869,"Q92522",13,-8.09546359833825,1.76463620146621e-05,0.00313313967280974,0.433069498437753,"Non-significant",2.50402024419316,"H1-10","Histone H1.10","Q92522"
-0.415120781806522,16.6090389403835,-10.2493816532426,1.0337508032825e-05,0.0110943512426826,3.97644427371263,"Q969G9",7,-8.90259070026444,8.05715679089803e-06,0.00313313967280974,0.415120781806522,"Non-significant",2.50402024419316,"NKD1","Protein naked cuticle homolog 1","Q969G9"
-0.265107372682053,19.2399391891005,-6.94982707882652,0.000152097510810981,0.0206233733493293,1.50896894331002,"Q96TA1",28,-8.08799640494254,1.77798407293906e-05,0.00313313967280974,0.265107372682056,"Non-significant",2.50402024419316,"NIBAN2","Protein Niban 2","Q96TA1"
-0.219847267047285,20.9992307905216,-7.49113784279729,9.18732052178348e-05,0.0191734882659177,1.99229134216037,"Q9Y6M5",16,-8.06107111114632,1.82704006147133e-05,0.00313313967280974,0.219847267047282,"Non-significant",2.50402024419316,"SLC30A1","Zinc transporter 1","Q9Y6M5"
0.395480641822196,20.1565175675786,7.32139822444217,0.00010727044123497,0.0196190711450169,1.84457852326809,"Q00266",16,8.00604032331717,1.93197789210209e-05,0.0031391047169951,-0.395480641822193,"Non-significant",2.50319419648391,"MAT1A","S-adenosylmethionine synthase isoform type-1","Q00266"
-0.278258553133945,18.6690436389237,-6.79422070963993,0.000176794730686522,0.0219743641131783,1.36324346173355,"Q14573",41,-8.00491504880346,1.9341913954318e-05,0.0031391047169951,0.278258553133938,"Non-significant",2.50319419648391,"ITPR3","Inositol 1,4,5-trisphosphate receptor type 3","Q14573"
-0.166796503292854,20.5900679203171,-6.23193401707107,0.000311360503652773,0.0261781505258164,0.809768389006969,"Q96GQ7;A0A087X059;B7Z6D5",33,-7.95025732680231,2.04512424757169e-05,0.00324538494486876,0.166796503292861,"Non-significant",2.48873378283368,"DDX27","Probable ATP-dependent RNA helicase DDX27","Q96GQ7;A0A087X059;B7Z6D5"
-0.313241035271055,18.8426273565747,-6.94321428493009,0.000153065227211099,0.0206233733493293,1.50283944756869,"Q9NSI6;Q8WWQ0;H7C409;H7BZR9",25,-7.89510160751342,2.16416835892883e-05,0.00335963614154582,0.313241035271055,"Non-significant",2.47370775543029,"PHIP","PH-interacting protein","Q9NSI6;Q8WWQ0;H7C409;H7BZR9"
0.255228329948615,20.5412020784078,6.73494190673213,0.000187352553178617,0.0219743641131783,1.30690075386053,"Q99447;I3L2Q1;I3L1L9;I3L1R7",29,7.8657228373453,2.23065740144192e-05,0.00338917542631845,-0.255228329948615,"Non-significant",2.46990595116548,"PCYT2","Ethanolamine-phosphate cytidylyltransferase","Q99447;I3L2Q1;I3L1L9;I3L1R7"
-0.326445160906896,18.9071108871302,-6.8636207997207,0.000165267174906257,0.0214576890182833,1.428623144898,"P08069;C9J5X1",25,-7.77870619093394,2.44106416584341e-05,0.0034179684722133,0.326445160906889,"Non-significant",2.46623194758572,"IGF1R","Insulin-like growth factor 1 receptor","P08069;C9J5X1"
-0.698972259034207,17.9154864748191,-7.40510638372653,9.93444987871382e-05,0.0191734882659177,1.9178526520687,"P50479",8,-7.83448992001177,2.30380343719953e-05,0.0034179684722133,0.698972259034203,"Up in BM",2.46623194758572,"PDLIM4","PDZ and LIM domain protein 4","P50479"
-0.177092823165829,19.8367356860882,-6.17174390926448,0.000331521734538019,0.0263044078481777,0.747931988437556,"Q8IY81",36,-7.78423064143013,2.42707943588247e-05,0.0034179684722133,0.177092823165829,"Non-significant",2.46623194758572,"FTSJ3","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3","Q8IY81"
-0.209505273381897,18.5353774585634,-6.56887432488532,0.000220860755656239,0.0231936272961942,1.14657999058119,"Q8NE01",27,-7.81013337595374,2.3626673915569e-05,0.0034179684722133,0.209505273381897,"Non-significant",2.46623194758572,"CNNM3","Metal transporter CNNM3","Q8NE01"
-0.319094223435542,19.2421162929431,-6.63880088781434,0.000206000350523849,0.0226084164191907,1.21453534589442,"O00468",51,-7.70883014294711,2.62577047102242e-05,0.00360588979491752,0.319094223435542,"Non-significant",2.442987550545,"AGRN","Agrin","O00468"
-0.162967323944706,21.2437737099307,-5.82729721307053,0.00047876756489635,0.0310807198265894,0.384008443641573,"Q9UQ16;P50570;E5RHK8",54,-7.68610064797982,2.68910585627711e-05,0.00362318960748582,0.162967323944706,"Non-significant",2.44090893802449,"DNM2","Dynamin-2","Q9UQ16;P50570;E5RHK8"
-0.28458528523069,19.7279112760184,-6.81794180187703,0.000172756834918291,0.0219743641131783,1.38566081995166,"Q96SQ9",20,-7.63671380080238,2.83255923938922e-05,0.00374579732008859,0.284585285230694,"Non-significant",2.42645572539871,"CYP2S1","Cytochrome P450 2S1","Q96SQ9"
0.379330208319118,19.6275585587222,6.95991622673766,0.000150634168686216,0.0206233733493293,1.51830997034002,"P50053;C9JDL1",16,7.61167771976228,2.90846104967874e-05,0.00377624006468289,-0.379330208319125,"Non-significant",2.42294040434933,"KHK","Ketohexokinase","P50053;C9JDL1"
-0.194342127587813,18.1383216328678,-6.0886330582602,0.000361781867023779,0.0274838756640086,0.661698189319381,"Q14669;A0A6Q8PGG9;A0A6Q8PHK0",40,-7.52200414046807,3.19912814831789e-05,0.00407945966198893,0.19434212758782,"Non-significant",2.38939735685057,"TRIP12","E3 ubiquitin-protein ligase TRIP12","Q14669;A0A6Q8PGG9;A0A6Q8PHK0"
-0.690616647805228,20.8451811421237,-6.71527693665626,0.000191008521401855,0.0219743641131783,1.28810770715,"O76021;J3QSV6;I3L3C4",24,-7.43499494867674,3.51176048931954e-05,0.00439955818495278,0.690616647805225,"Up in BM",2.35659093430271,"RSL1D1","Ribosomal L1 domain-containing protein 1","O76021;J3QSV6;I3L3C4"
-0.237169356339091,18.1872910185762,-6.41475473035312,0.000258008889130729,0.0254625969031875,0.99446520569817,"Q8IVT2",24,-7.38438104435328,3.70887695055906e-05,0.00456639487999004,0.237169356339088,"Non-significant",2.34042653551213,"MISP","Mitotic interactor and substrate of PLK1","Q8IVT2"
0.701382424022189,22.4475404995447,6.7147939251443,0.000191099312768098,0.0219743641131783,1.28764546939753,"GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85",14,7.35222429412537,3.84037430844773e-05,0.00459770996494377,-0.701382424022189,"Up in CM",2.33745842858596,"GSTA2","Glutathione S-transferase A2","GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85"
0.279027009059959,20.8755264339975,7.03793720924167,0.000139833241160993,0.0203785545945031,1.59010904465186,"P01019",13,7.34679351880285,3.86308077155337e-05,0.00459770996494377,-0.279027009059966,"Non-significant",2.33745842858596,"AGT","Angiotensinogen","P01019"
0.186728706269935,21.8848179267874,6.43615527779005,0.000252458174695453,0.0254625969031875,1.01578167705386,"Q9BWD1",19,7.25676659523308,4.26166684011973e-05,0.00498894473857295,-0.186728706269935,"Non-significant",2.30199130661719,"ACAT2","Acetyl-CoA acetyltransferase, cytosolic","Q9BWD1"
0.309622078037673,21.3761391201766,6.18423865021692,0.000327220212908446,0.0262548262963956,0.760810821367458,"P09327;H7C0B6;B4DV78",51,7.14965640920042,4.79539834051026e-05,0.00552321605638448,-0.309622078037677,"Non-significant",2.25780796777392,"VIL1","Villin-1","P09327;H7C0B6;B4DV78"
-0.270215584864893,21.1297414547623,-6.0378329936611,0.000381779580718444,0.0283988331865668,0.608499836278066,"Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5",80,-7.11191388601687,5.00051694135271e-05,0.00566804626638091,0.270215584864893,"Non-significant",2.24656661340836,"TNS1","Tensin-1","Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5"
0.220496614723967,19.6913011240996,5.87459594538808,0.00045480871330002,0.0303531684268733,0.435010934052812,"O75891;Q3SY69;A0A494C1M4",49,7.07074795668248,5.23521782726814e-05,0.00584135789133153,-0.220496614723967,"Non-significant",2.23348618436657,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891;Q3SY69;A0A494C1M4"
-0.179611114709587,19.5403901716161,-5.7684220614095,0.000510563159730271,0.0319818554704725,0.320057848792583,"Q68CZ2;E9PCX8;C9JHU5",33,-7.0504926498167,5.35509050000477e-05,0.00585468034473306,0.179611114709591,"Non-significant",2.23249681166049,"TNS3","Tensin-3","Q68CZ2;E9PCX8;C9JHU5"
0.554838390234309,16.6447214172762,6.73464331844432,0.000187407478943341,0.0219743641131783,1.30661578602362,"Q9UKG9;C9J3D7",8,7.04119225424223,5.41113153273186e-05,0.00585468034473306,-0.554838390234305,"Up in CM",2.23249681166049,"CROT","Peroxisomal carnitine O-octanoyltransferase","Q9UKG9;C9J3D7"
0.180655035521141,22.085894378259,5.9250617364085,0.00043069958756937,0.0298084611398164,0.489063556675458,"Q9BY49;B4DJS2",24,6.97503205285098,5.82874752582794e-05,0.00621240090775184,-0.180655035521138,"Non-significant",2.2067405255117,"PECR","Peroxisomal trans-2-enoyl-CoA reductase","Q9BY49;B4DJS2"
-0.289273193768167,21.463715057921,-8.68139068408768,3.33351398893815e-05,0.0149792261328122,2.93787246198237,"Q15629;G3XAN4",7,-6.94074654979949,6.05889178160747e-05,0.00636272738418514,0.289273193768164,"Non-significant",2.19635668403714,"TRAM1","Translocating chain-associated membrane protein 1","Q15629;G3XAN4"
-0.287209311812575,22.3242352824057,-6.23119077068043,0.000311601007519171,0.0261781505258164,0.809007946418493,"P19224;C9JMY5",19,-6.92482713590089,6.16910546494306e-05,0.00638457711958817,0.287209311812571,"Non-significant",2.19486786280329,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224;C9JMY5"
-0.200988654033626,18.4339734186189,-5.73030840048458,0.000532389336328417,0.0327740711269071,0.278381918591926,"Q9NTI5",38,-6.90540801228942,6.30651793927023e-05,0.00643354922918982,0.200988654033633,"Non-significant",2.19154937149336,"PDS5B","Sister chromatid cohesion protein PDS5 homolog B","Q9NTI5"
-0.348880404928373,18.1046158864566,-6.18679799383845,0.000326346778587419,0.0262548262963956,0.763446097079967,"O43157",19,-6.85425257094292,6.68473947842899e-05,0.00644279639910133,0.348880404928376,"Non-significant",2.19092559271759,"PLXNB1","Plexin-B1","O43157"
0.157984153669318,22.4129431333989,5.29054440982029,0.000874928752445907,0.0395214460059798,-0.218509824059876,"P05023",65,6.85112355991534,6.70866353840846e-05,0.00644279639910133,-0.157984153669322,"Non-significant",2.19092559271759,"ATP1A1","Sodium/potassium-transporting ATPase subunit alpha-1","P05023"
-0.381623806874821,22.5069728672382,-6.10633427524899,0.000355088807542226,0.0273074381124352,0.680147601422659,"P39060",27,-6.85172866141132,6.70402973181813e-05,0.00644279639910133,0.381623806874821,"Non-significant",2.19092559271759,"COL18A1","Collagen alpha-1(XVIII) chain","P39060"
-0.154061264482404,20.2132466938083,-5.60999469964838,0.000608347537526759,0.0337486627738765,0.145385403923587,"Q16881;A0A087WSW9;F8W809;E9PKD3;A0A182DWI3;E9PIR7;E2QRB9;A0A087WSY9",27,-6.87199900956956,6.5507998327571e-05,0.00644279639910133,0.154061264482404,"Non-significant",2.19092559271759,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","Q16881;A0A087WSW9;F8W809;E9PKD3;A0A182DWI3;E9PIR7;E2QRB9;A0A087WSY9"
-0.250760488141946,20.6844728335082,-6.23383815371577,0.000310745291783826,0.0261781505258164,0.81171622447026,"Q96C19",17,-6.84358385540391,6.76669555990197e-05,0.00644279639910133,0.25076048814195,"Non-significant",2.19092559271759,"EFHD2","EF-hand domain-containing protein D2","Q96C19"
0.156753891540035,20.2937850362099,5.51458228082284,0.000677126543339509,0.0350605097128912,0.0383486013037695,"Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571",29,6.77842005513202,7.29167498226312e-05,0.00685129619057118,-0.156753891540031,"Non-significant",2.16422725695148,"EHD1","EH domain-containing protein 1","Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571"
-0.340108301774002,18.9221275042967,-6.39273873211875,0.000263861107805052,0.0254625969031875,0.972469771243257,"P08174;H3BLV0;B1AP13;H7BY55",12,-6.75572306778539,7.48482079554839e-05,0.00694144224688456,0.340108301773999,"Non-significant",2.1585502853393,"CD55","Complement decay-accelerating factor","P08174;H3BLV0;B1AP13;H7BY55"
0.311380843164159,19.6140866096138,6.1457868355751,0.000340659858458282,0.0267324401016548,0.721105803990247,"P46020;A6NIT2;A6NMN0",16,6.71422186428542,7.8525601091082e-05,0.00718325580029596,-0.311380843164162,"Non-significant",2.14367866778932,"PHKA1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","P46020;A6NIT2;A6NMN0"
-0.373925963859882,18.7466563875121,-6.23659994180702,0.000309855375352888,0.0261781505258164,0.814540483031077,"Q6H9L7",13,-6.70393262616513,7.94674706936537e-05,0.00718325580029596,0.373925963859875,"Non-significant",2.14367866778932,"ISM2","Isthmin-2","Q6H9L7"
0.20745362277081,19.5998257636136,6.78289535421656,0.000178759544140737,0.0219743641131783,1.35251464980753,"Q8TC12;G3V2G6;G3V234",12,6.65623085121162,8.39977871422312e-05,0.00749785247478341,-0.207453622770807,"Non-significant",2.12506310886216,"RDH11","Retinol dehydrogenase 11","Q8TC12;G3V2G6;G3V234"
-0.221658314030176,19.5819485661638,-5.99334064066507,0.000400303986313482,0.0288744521844907,0.561599622867946,"Q99848;H7C2Q8",18,-6.63907856938233,8.56948991471294e-05,0.00755490462727964,0.221658314030183,"Non-significant",2.12177101380115,"EBNA1BP2","Probable rRNA-processing protein EBP2","Q99848;H7C2Q8"
-0.474167190807599,22.6505116936113,-6.1048751169424,0.000355635309404352,0.0273074381124352,0.678628472454798,"P09382;F8WEI7",13,-6.62543388103352,8.70716275649342e-05,0.00758266454196579,0.474167190807599,"Non-significant",2.12017815683102,"LGALS1","Galectin-1","P09382;F8WEI7"
-0.2104041382749,20.3573928071909,-5.45723141377708,0.000722575061511791,0.0360832763234664,-0.0266624097276029,"Q9BQG0;I3L1L3",55,-6.5573028197259,9.43160364708447e-05,0.00801798590997979,0.2104041382749,"Non-significant",2.09593471127125,"MYBBP1A","Myb-binding protein 1A","Q9BQG0;I3L1L3"
-0.242160557795088,18.1051369418122,-6.92008522322791,0.00015650427014577,0.0206962406131657,1.48135679916504,"Q9H6F5",10,-6.56231675706636,9.37611295272232e-05,0.00801798590997979,0.242160557795092,"Non-significant",2.09593471127125,"CCDC86","Coiled-coil domain-containing protein 86","Q9H6F5"
