"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.93277668952942,11.9201556444168,29.4034063395532,3.85650729127372e-09,1.01102692761876e-06,11.9524547464068,"BST2_HUMAN",7,25.5767806150917,4.11260350821834e-09,7.83894742073938e-07,-0.444315671920776,"Non-significant",6.10574224854693,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-0.997066020965576,11.9639780521393,-24.3577070938405,1.60353315202517e-08,3.17851559183136e-06,10.4732274534756,"HRG_HUMAN",21,-25.5500723423955,4.14759122790444e-09,7.83894742073938e-07,-0.104166507721001,"Non-significant",6.10574224854693,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.681629657745354,12.5490539073944,19.6763418557744,8.00579045159829e-08,1.08438431666899e-05,8.75974615855754,"LIMC1_HUMAN",62,25.2302075932982,4.59359067405495e-09,8.48457077455559e-07,-0.733887910842901,"Up in CTRL.myr",6.07137012328821,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.961212635040301,11.2769732475281,25.1308644108513,1.26623062119184e-08,2.70806743642792e-06,10.7213045906662,"T23O_HUMAN",17,25.0749687912653,4.82923165082758e-09,8.54415675097623e-07,-0.362015485763525,"Non-significant",6.06833079268215,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
1.09131026268005,10.8831795454025,21.584373566293,3.9911874782442e-08,6.00673715475753e-06,9.5062552421465,"RN213_HUMAN",232,25.0705613430042,4.8361167779612e-09,8.54415675097623e-07,-0.0201115608215492,"Non-significant",6.06833079268215,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
0.906192779541023,9.15775871276855,22.1539447349308,3.28001876466675e-08,5.1445727538305e-06,9.71548061591005,"PHAR4_HUMAN",29,24.5681235920093,5.69819336181213e-09,9.74117400605229e-07,-0.257902383804323,"Non-significant",6.01138869880675,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-0.603540897369426,15.0193417072296,-17.9150926368334,1.61697510878046e-07,1.79785433278351e-05,7.99979490262812,"CO3_HUMAN",111,-24.5389149975135,5.75336966027452e-09,9.74117400605229e-07,-0.206968069076549,"Non-significant",6.01138869880675,"C3","Complement C3","CO3_HUMAN"
0.97891354560851,10.4446815252304,21.6661431189091,3.87912181374875e-08,5.94823075100682e-06,9.5366555536229,"TRFM_HUMAN",39,24.413597591061,5.99699209800798e-09,9.79938583615729e-07,0.249639511108407,"Non-significant",6.00880114229997,"MELTF","Melanotransferrin","TRFM_HUMAN"
1.10989332199096,10.5157792568207,22.9392379472374,2.52233277590544e-08,4.55533299328522e-06,9.99459330813127,"IFIT5_HUMAN",24,24.3976042408836,6.02890724508262e-09,9.79938583615729e-07,0.0319254398345947,"Non-significant",6.00880114229997,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
1.6996088027954,11.5177011489868,22.634001546396,2.79050947653444e-08,4.73085577319315e-06,9.88735653749671,"STAT2_HUMAN",35,24.0584426065644,6.75261879146842e-09,1.076049665064e-06,-0.125413179397599,"Non-significant",5.96816768334857,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
0.724823951721172,11.9305045604706,19.8918833551852,7.37676515034558e-08,1.03363742029066e-05,8.84783490349424,"DTX3L_HUMAN",43,23.9170024200566,7.08278916812915e-09,1.10695822248818e-06,0.0125129222869891,"Non-significant",5.95586876944217,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-0.409827947616551,12.5748890638351,-14.190455920258,9.15903017616181e-07,6.05166164566398e-05,6.10548538212523,"LRP1_HUMAN",189,-23.8343435668129,7.28409681306436e-09,1.11694065659951e-06,0.362257719039901,"Non-significant",5.95196990047079,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.806347131729106,10.3581587076187,20.8365529659512,5.20447937951427e-08,7.42049191531798e-06,9.22236640743686,"ITA2_HUMAN",32,23.6726857571787,7.69659995459116e-09,1.14141306178163e-06,-0.051538228988651,"Non-significant",5.94255716190163,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.942255020141626,11.343780040741,22.3565386279398,3.06249035334075e-08,5.07935900032658e-06,9.78850364950964,"5NTD_HUMAN",22,23.6299165421722,7.81006790079169e-09,1.14141306178163e-06,-0.142434120178249,"Non-significant",5.94255716190163,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.607116937637324,11.7472676038742,18.493801237049,1.27444371843263e-07,1.56930365147e-05,8.25774747022851,"ITA6_HUMAN",48,23.6094478768672,7.86503401744446e-09,1.14141306178163e-06,-0.0867617130279488,"Non-significant",5.94255716190163,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.34011006355285,9.34404647350311,22.2508421732232,3.17387462183328e-08,5.1445727538305e-06,9.75049618806651,"MLKL_HUMAN",19,22.9665345962851,9.83331496783364e-09,1.40202369725586e-06,0.056626558303817,"Non-significant",5.85324464578414,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
0.69064593315125,14.8568404912949,21.4332305843178,4.20808718869085e-08,6.21802265136192e-06,9.44973616064146,"APOL2_HUMAN",21,22.6600862495544,1.09614629985032e-08,1.52044084389479e-06,0.0589997768401993,"Non-significant",5.81803047237604,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
1.28099846839905,9.4937664270401,22.6300822340047,2.79415623370581e-08,4.73085577319315e-06,9.88596937195826,"TREX1_HUMAN",15,22.6405838584519,1.10380226147155e-08,1.52044084389479e-06,-0.255016326904274,"Non-significant",5.81803047237604,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
2.022093296051,12.5692689418793,34.4700917668754,1.15371343914068e-09,4.93485743152439e-07,13.1653814317114,"HLAB_HUMAN",2,21.5186266784824,1.66412662194797e-08,2.25405950942853e-06,-0.205405473709124,"Non-significant",5.64703462232928,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
1.24566340446471,10.0096107721329,19.3897869477704,8.93794084533664e-08,1.19079746311559e-05,8.64105240884442,"TDRD7_HUMAN",52,21.0929058601838,1.95527439174691e-08,2.60500245602084e-06,0.174021005630497,"Non-significant",5.58419186290734,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-0.647095203399651,11.7692034244537,-17.8856079806384,1.63702744710201e-07,1.79785433278351e-05,7.98642345533312,"A0AAG2UXZ5_HUMAN",30,-20.3830477242751,2.57668037388669e-08,3.37752925783502e-06,-0.0213115215301745,"Non-significant",5.47140088021525,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
0.87539553642274,10.365929722786,19.1950602808301,9.64124068564694e-08,1.26378004922988e-05,8.55934128594778,"CCN1_HUMAN",22,20.2277159356274,2.74046265388697e-08,3.53519682351419e-06,0.0411036014556494,"Non-significant",5.45158640167287,"CCN1","CCN family member 1","CCN1_HUMAN"
0.640054702758848,12.1230249404907,16.6621115010116,2.77943297735372e-07,2.62656416359926e-05,7.41072625257004,"HKDC1_HUMAN",55,20.1771471787805,2.79627301645018e-08,3.55082981323291e-06,-0.102318286895775,"Non-significant",5.44967014238299,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.598121166229273,10.7965631484985,16.0743089623975,3.63237242194145e-07,3.24398798605694e-05,7.11871126960338,"CEIP2_HUMAN",61,19.8896098805364,3.13885141042463e-08,3.92453006346477e-06,0.0492286682128924,"Non-significant",5.40621233969908,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.551005840301528,17.1634032726288,-15.4120751004196,4.96676301043613e-07,4.11886561079739e-05,6.77660746505944,"AL1L1_HUMAN",79,-19.8502619699778,3.18928606415663e-08,3.92717088536378e-06,-0.0792195796966251,"Non-significant",5.40592020059975,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.01620411872863,10.5448895692825,18.2672394173485,1.39771826352793e-07,1.64626903299876e-05,8.15776625423994,"PAR12_HUMAN",33,19.7841736099856,3.27605061551759e-08,3.97380050034499e-06,-0.000149250030549553,"Non-significant",5.40079393988703,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
1.21789574623108,10.2612577676773,18.3153543747989,1.37045262093719e-07,1.6444093933973e-05,8.17910611937574,"CMTR1_HUMAN",42,19.7373986171335,3.33905667107728e-08,3.99066375968309e-06,-0.144191265106224,"Non-significant",5.39895486291153,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
0.633433341979947,15.1023950576782,18.0119820578203,1.5530068019574e-07,1.79421378976492e-05,8.04357589069573,"GBP1_HUMAN",22,19.2111818220816,4.14972574052896e-08,4.88292305198895e-06,-0.0278940200805735,"Non-significant",5.31132011953318,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.608876705169671,17.118243932724,-16.2864018557723,3.29451493512209e-07,3.00837335704913e-05,7.22529897994528,"SBP1_HUMAN",39,-19.17913767691,4.20579074245388e-08,4.88292305198895e-06,0.117859125137327,"Non-significant",5.31132011953318,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.527900457382229,15.3779903650284,-17.4554875396917,1.96388281428204e-07,2.05528416364915e-05,7.78874786592619,"PBLD_HUMAN",23,-19.1162452258653,4.3183112284796e-08,4.94294582448643e-06,-0.0744810104370224,"Non-significant",5.30601414945335,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.45342683792113,11.7186849117279,18.305645944638,1.37590548481625e-07,1.6444093933973e-05,8.17480492135314,"TAP2_HUMAN",22,19.068507087829,4.40597029475468e-08,4.96384728621457e-06,0.00722229480743497,"Non-significant",5.30418158812708,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-0.481935501098652,11.4678342342377,-13.9429973870751,1.04301247498171e-06,6.62231436263779e-05,5.96266401413209,"VP13C_HUMAN",153,-19.0402853866606,4.45872833633153e-08,4.96384728621457e-06,-0.0458755493164009,"Non-significant",5.30418158812708,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
1.80794453620908,12.3357132673264,24.9875838274016,1.32216288359103e-08,2.75518403972931e-06,10.6759788678061,"IFM3_HUMAN",3,18.6616265935579,5.23951867506574e-08,5.74217158665294e-06,-0.147467613220215,"Non-significant",5.24092383412737,"IFITM3","Interferon-induced transmembrane protein 3","IFM3_HUMAN"
0.970395326614371,12.3675221204758,17.8403552365001,1.66835161465027e-07,1.80782580963503e-05,7.9658569599452,"SP100_HUMAN",21,18.6112762106795,5.35442142383885e-08,5.74217158665294e-06,0.806033372879027,"Up in HDV",5.24092383412737,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
0.74492049217222,10.1139854192734,17.2596673541399,2.13662417584433e-07,2.17054308463586e-05,7.69709531942042,"TLR3_HUMAN",25,18.6046217892056,5.36981715990677e-08,5.74217158665294e-06,0.206768274307249,"Non-significant",5.24092383412737,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-0.388895750045801,14.318118929863,-12.357483555904,2.5330413564549e-06,0.000117634440593765,4.98520227425026,"UTRN_HUMAN",162,-18.3832942329376,5.91124043214596e-08,6.15968731321432e-06,-0.310930609703062,"Non-significant",5.21044133354861,"UTRN","Utrophin","UTRN_HUMAN"
0.69847083091735,12.1079581975937,16.2048478330305,3.42004912203025e-07,3.08830435719332e-05,7.18447980880814,"AMPE_HUMAN",38,18.3830601091382,5.91184459740023e-08,6.15968731321432e-06,0.266260862350467,"Non-significant",5.21044133354861,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.632591485977152,10.5080708265304,17.392026806725,2.01807667005299e-07,2.07606444272413e-05,7.75916090701698,"ANXA3_HUMAN",21,18.305597494473,6.11558771133611e-08,6.29131409240868e-06,-0.472068786621101,"Non-significant",5.20125863222164,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.531236171722403,13.6483204364777,-16.7299289688563,2.69648228364283e-07,2.57815429637238e-05,7.44374638213572,"BUP1_HUMAN",23,-18.2222592459369,6.34360663731285e-08,6.44431139268019e-06,-0.394812822341922,"Non-significant",5.19082348239693,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.839396953582764,8.89868307113648,-16.7679215588362,2.6512339180547e-07,2.56506881571793e-05,7.46218569819705,"MDR3_HUMAN",28,-18.0985677845206,6.6997865404114e-08,6.64259716296614e-06,-0.0251088142395233,"Non-significant",5.17766208433486,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
0.998613595962578,12.6779028177261,17.4451624963067,1.97258723716788e-07,2.05528416364915e-05,7.78394157091938,"LG3BP_HUMAN",20,18.0977335207451,6.70226365649345e-08,6.64259716296614e-06,-0.100925922393825,"Non-significant",5.17766208433486,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.806982278823876,12.551980137825,16.4544220724916,3.05192385245259e-07,2.81852103964571e-05,7.30875121075918,"ITA5_HUMAN",29,17.8546895978324,7.46957143701271e-08,7.29346539101887e-06,0.069953918457049,"Non-significant",5.13706607352012,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
1.56669783592224,9.60684621334076,17.7845813412335,1.70789279948786e-07,1.82632168176814e-05,7.94043494846155,"CDHR5_HUMAN",12,17.83424718651,7.53846552043294e-08,7.29346539101887e-06,-0.554284811019881,"Up in CTRL.myr",5.13706607352012,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
1.21801447868345,15.1973065137863,21.3127038576821,4.39061032854035e-08,6.37187323929419e-06,9.40435855709332,"HLAC_HUMAN",7,17.714872155651,7.95526036396154e-08,7.60616482093123e-06,-0.446219563484193,"Non-significant",5.11883426792715,"HLA-C","HLA class I histocompatibility antigen, C alpha chain","HLAC_HUMAN"
1.37655115127564,10.3623671531677,16.8582834756282,2.54701450134258e-07,2.49392612679653e-05,7.50587241292751,"K1C19_HUMAN",26,17.679801560648,8.08256385765822e-08,7.63635131997341e-06,0.625819921493575,"Up in HDV",5.11711409955338,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.63343238830565,12.639571428299,15.4442027283251,4.89051799924894e-07,4.11886561079739e-05,6.79353970021804,"K2C7_HUMAN",37,17.6547869793456,8.17475778070244e-08,7.63635131997341e-06,0.156511545181251,"Non-significant",5.11711409955338,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
