"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.605050007502243,12.19788646698,14.7122259210318,3.44835876519794e-06,0.000411470338541413,4.90779960602153,"AMPE_HUMAN",38,17.1597213413631,5.60340147334312e-07,6.31472216037584e-05,0.182001670201621,"Non-significant",4.19964575308492,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.454130490620958,15.4233106885638,14.2231002770558,4.26080330146858e-06,0.000446481873343779,4.67057584066358,"TYPH_HUMAN",30,17.0813525237687,5.78201095911863e-07,6.42674478387514e-05,-0.0779714584350586,"Non-significant",4.19200894626285,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-0.185351371765094,12.4494113922119,-7.02829674848048,0.000305218943425968,0.0105957830531209,-0.156575358963211,"LRP1_HUMAN",189,-17.0224341814162,5.92056905329286e-07,6.49182395924571e-05,-0.0343346595764178,"Non-significant",4.18763326558098,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.65593814849854,11.8715230396816,14.5045281457731,3.76936395872427e-06,0.000417337539466684,4.80803679833106,"PNPT1_HUMAN",42,16.7095601969865,6.72287802294243e-07,7.27325763708732e-05,0.837789376576739,"Up in D",4.13827102835272,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","PNPT1_HUMAN"
1.56925209363297,11.1441516876221,16.8424655056471,1.47459128787569e-06,0.000192981188868118,5.85638215200699,"NAT8_HUMAN",11,16.665817864589,6.84463313842163e-07,7.30754648488857e-05,0.0490965048472063,"Non-significant",4.13622841332032,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
0.450513283411691,11.0788647787912,13.3866720903376,6.21955102099723e-06,0.000593711023345547,4.24563481088517,"ABCD1_HUMAN",33,16.1858075090869,8.3598244004577e-07,8.80424066379978e-05,0.0454395612080898,"Non-significant",4.05530809452263,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
0.674125115076725,13.2065361567906,14.6051014034125,3.60981370759332e-06,0.000417337539466684,4.85652078855841,"HOIL1_HUMAN",29,16.1566496739909,8.46352935391154e-07,8.80424066379978e-05,0.0965763330459612,"Non-significant",4.05530809452263,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.351401964823387,15.1966413770403,-11.5907177305324,1.51926200467243e-05,0.00116295206659548,3.23890115068409,"ACOHC_HUMAN",48,-16.1081274747058,8.63937363925747e-07,8.87340224163736e-05,-0.177460193634026,"Non-significant",4.05190983096117,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.571593681971232,7.9154190335955,14.4918705700501,3.79001363981782e-06,0.000417337539466684,4.80191126241225,"HIRA_HUMAN",26,16.0709575425973,8.77689563518433e-07,8.9019663979857e-05,-0.175984064737957,"Non-significant",4.05051404937016,"HIRA","Protein HIRA","HIRA_HUMAN"
-0.344284057617166,12.5116917746408,-12.1861381042572,1.1148099487304e-05,0.000942246658749842,3.58827543731327,"PROS_HUMAN",30,-15.3402513551359,1.20595445656544e-06,0.000120803882229284,-0.00912650426224992,"Non-significant",3.91791910873092,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
0.323346694310533,13.6756101335798,11.3230049419985,1.754530927417e-05,0.00128254630135689,3.0762617088229,"TRI25_HUMAN",37,15.2932921935586,1.23143403370377e-06,0.000121851899383809,-0.0768786271413333,"Non-significant",3.9141676967995,"TRIM25","E3 ubiquitin/ISG15 ligase TRIM25","TRI25_HUMAN"
-0.666543483734134,8.74450806209019,-14.062576599434,4.57401505014744e-06,0.0004609810683827,4.59096070307812,"BICC1_HUMAN",25,-15.2105398780031,1.27784176433139e-06,0.000124920579226324,0.0448884169260833,"Non-significant",3.90336601071935,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-0.417841275533016,11.9159751619611,-12.075163447994,1.1797475514277e-05,0.000976749578896376,3.52440511419453,"PCSK6_HUMAN",41,-15.0677623873062,1.36267519775341e-06,0.000130298386710537,0.00142137209574678,"Non-significant",3.88506096147121,"PCSK6","Proprotein convertase subtilisin/kexin type 6","PCSK6_HUMAN"
1.15550454457601,9.39986910138811,13.9513501551037,4.80660602747092e-06,0.000475619528132915,4.53526862254442,"ZNFX1_HUMAN",61,15.0640426617386,1.36496954281435e-06,0.000130298386710537,-0.405000050862629,"Non-significant",3.88506096147121,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
0.335323731104545,11.35586139134,10.8323826774514,2.30329361418075e-05,0.00158380715131039,2.76864821049545,"ZCCHV_HUMAN",51,15.0101318229968,1.39872093255805e-06,0.000131967693567163,0.450513283411691,"Non-significant",3.87953237351191,"ZC3HAV1","Zinc finger CCCH-type antiviral protein 1","ZCCHV_HUMAN"
0.337833404541042,11.9060403278896,10.9197778757664,2.19252052039715e-05,0.00152125977329518,2.82437927966414,"ITA6_HUMAN",48,14.9481050324368,1.43873524439153e-06,0.000134182733022906,0.105606238047301,"Non-significant",3.87230336669566,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
