"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.22342801094053,10.272384762764,79.63875445409,3.33648292018083e-12,2.25601853452894e-09,18.8928786852624,"HELZ2_HUMAN",117,107.643787864347,4.50270068882305e-14,3.32135576264638e-11,-0.0239756107330251,"Non-significant",10.4786846030288,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
5.0024347305298,14.9468717575073,92.6452406140645,1.0806201132352e-12,8.76815159879039e-10,19.8594112045726,"ISG15_HUMAN",15,93.1066923808489,1.45702106394194e-13,9.85189076068742e-11,0.085754871368426,"Non-significant",10.0064804123317,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
1.85653352737428,12.3382227420807,68.5322250896939,1.02153766673825e-11,4.46607454247017e-09,17.8686932471919,"PML_HUMAN",44,85.9089245467834,2.79410523935692e-13,1.74395153170323e-10,-0.0815098285675067,"Non-significant",9.75846558924653,"PML","Protein PML","PML_HUMAN"
2.30012774467468,12.2525788545609,77.5052091014656,4.08474214931459e-12,2.54950752304143e-09,18.712142624621,"TAP2_HUMAN",22,82.2998553748994,3.95425480067256e-13,2.29177310376122e-10,0.163849115371701,"Non-significant",9.63982838175799,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
2.27132105827332,11.6630479097366,74.6834337378908,5.38479265217065e-12,3.12087196997947e-09,18.4620329143293,"TAP1_HUMAN",24,80.9489983712822,4.52085364525267e-13,2.44548043183868e-10,-0.145993709564205,"Non-significant",9.61163580795146,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
3.91502118110655,10.5026530027389,73.6255706733749,5.98862763045274e-12,3.2394483062329e-09,18.3648493619752,"CMPK2_HUMAN",26,78.1244546443385,6.02579999854636e-13,2.90607248161876e-10,0.533498525619551,"Up in BD",9.53669355797519,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
2.63714742660524,10.7768888473511,71.6646307933051,7.3226325686926e-12,3.71349004139824e-09,18.1795150965254,"GBP4_HUMAN",27,78.024335759546,6.08864089074672e-13,2.90607248161876e-10,0.359523296356198,"Non-significant",9.53669355797519,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
3.82334017753603,14.5776454210281,69.087653817464,9.61926895974013e-12,4.46607454247017e-09,17.9251873482927,"OAS3_HUMAN",45,74.8633303669302,8.50789998400795e-13,3.8075862810502e-10,-0.9016122817993,"Up in BM2",9.41935024663685,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
3.34863591194154,10.637198805809,67.8478424005321,1.10083178271387e-11,4.46607454247017e-09,17.7982356459718,"IFIH1_HUMAN",45,74.3009326142397,9.04303341190296e-13,3.8075862810502e-10,-0.0477007627487147,"Non-significant",9.41935024663685,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
1.9442894458771,12.1822789907455,68.3134862123314,1.04615467168568e-11,4.46607454247017e-09,17.8462763885438,"5NT3A_HUMAN",23,73.5990270243638,9.76471099159374e-13,3.8075862810502e-10,-0.0854268074035662,"Non-significant",9.41935024663685,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
2.15267062187195,11.5272396802902,61.6452036677297,2.24803497060437e-11,8.29116170521992e-09,17.1138406218566,"DDX60_HUMAN",75,73.5158044043368,9.85448754030739e-13,3.8075862810502e-10,-0.433725357055625,"Non-significant",9.41935024663685,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.39537358283998,12.5389047861099,55.3736074630505,4.99685752107307e-11,1.60410416459776e-08,16.3259083074415,"AMPE_HUMAN",38,69.7962627412251,1.49974619972367e-12,5.53133666570811e-10,-0.00110244750974786,"Non-significant",9.25716990732191,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
1.3579194545746,12.25712287426,54.239716184477,5.82871107456001e-11,1.64662073322711e-08,16.171584124548,"RO52_HUMAN",27,62.4658383637882,3.67874742887139e-12,1.29779811468967e-09,-0.0695877075195321,"Non-significant",8.88679286107607,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
2.31777811050412,11.7545461654663,56.0215818232783,4.58236608772657e-11,1.54922160149222e-08,16.4123641732761,"STAT2_HUMAN",35,61.7976864847328,4.01290135672677e-12,1.33372052283822e-09,-0.175899028778099,"Non-significant",8.87493516600059,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.51348304748535,10.2771043777466,54.1695480061065,5.88513695632071e-11,1.64662073322711e-08,16.1619045173751,"ECE1_HUMAN",28,61.6164638261633,4.10931884039383e-12,1.33372052283822e-09,-0.628786921501162,"Up in BM2",8.87493516600059,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-0.864873886108423,16.7748980522156,-38.3540405951852,7.6660573183884e-10,9.71912329396929e-08,13.4981457577662,"AL1L1_HUMAN",79,-61.3156364668572,4.27517053525051e-12,1.3341820662701e-09,-0.323383927345278,"Non-significant",8.87478490131818,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.80220127105715,12.7390825748443,52.3393006678141,7.60048115670538e-11,1.98936464856476e-08,15.9038959723744,"ANXA1_HUMAN",23,55.7833554843702,9.18086938631101e-12,2.75902126668621e-09,0.846454620361351,"Up in BD",8.55924495194239,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.00721740722655,14.7279646396637,-41.1931966914144,4.5102681630108e-10,6.90323027975284e-08,14.0604570421112,"ACOHC_HUMAN",48,-55.4711555801156,9.60683819366055e-12,2.7839244679772e-09,0.059029340744015,"Non-significant",8.55534255195864,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.15312910079955,14.0048828125,-48.0283948077157,1.4406372142443e-10,3.15927847469683e-08,15.2508015416813,"AL8A1_HUMAN",26,-55.08275507431,1.01680862007215e-11,2.84496039422944e-09,-0.133888244628926,"Non-significant",8.5459237752047,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.76792526245117,16.7292494773865,55.1637460284721,5.14009222079637e-11,1.60410416459776e-08,16.2976400069338,"HLAA_HUMAN",17,54.5088640273731,1.10660578820465e-11,2.97938017768998e-09,1.9442894458771,"Up in BD",8.52587407599333,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
1.76392126083373,9.1156690120697,46.53867904547,1.82105453824763e-10,3.88843066403717e-08,15.0088150036477,"TRNK1_HUMAN",78,54.3187617486956,1.13828919778641e-11,2.97938017768998e-09,-0.220394849777223,"Non-significant",8.52587407599333,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
2.67520213127134,11.4009457826614,49.5651620464468,1.13974891796036e-10,2.6422636343801e-08,15.491350013873,"SLFN5_HUMAN",37,53.4781438177622,1.29116215825332e-11,3.19005691630958e-09,-0.152624130249025,"Non-significant",8.49620156828493,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
2.45500230789185,11.50918674469,59.8874645867331,2.78834715017211e-11,9.83680381586806e-09,16.9035459959419,"NAT8_HUMAN",11,53.4461993439289,1.29741038006182e-11,3.19005691630958e-09,1.3049490451813,"Up in BD",8.49620156828493,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-0.972901344299331,18.5281429290772,-42.031863658015,3.88294520997271e-10,6.55115083601605e-08,14.2182555063439,"ALDOB_HUMAN",33,-53.0690876989112,1.37379717301915e-11,3.27852654761100e-09,-0.241494178771974,"Non-significant",8.4843212953178,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
2.86664962768555,13.2981886863708,53.8302336148116,6.1668859810545e-11,1.66793709500921e-08,16.1148795546272,"UB2L6_HUMAN",12,51.9083374388234,1.6425309573724e-11,3.72623944484573e-09,-0.0523903369903991,"Non-significant",8.42872924116441,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.3049490451813,11.9089733362198,48.6352412977827,1.31218576988448e-10,2.95752092690075e-08,15.3468624576624,"5NTD_HUMAN",22,51.8665602209561,1.65324895260595e-11,3.72623944484573e-09,-0.00486850738525568,"Non-significant",8.42872924116441,"NT5E","5'-nucleotidase","5NTD_HUMAN"
2.39531898498536,10.4910359382629,62.2565964943729,2.08875608770106e-11,8.07055566457448e-09,17.1851992854644,"SYUG_HUMAN",9,50.3260239593233,2.10916546497783e-11,4.51459804843346e-09,0.277779579162598,"Non-significant",8.34538091049294,"SNCG","Gamma-synuclein","SYUG_HUMAN"
1.3146996498108,11.1094627380371,40.0293005092111,5.58054813369881e-10,7.80699440635037e-08,13.8353548912203,"RN213_HUMAN",232,50.3108606050285,2.11430522357002e-11,4.51459804843346e-09,-0.948456764221225,"Up in BM2",8.34538091049294,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
1.35020256042478,11.0606844425201,51.6921094591482,8.33775286809948e-11,1.99795281452432e-08,15.810035426315,"T23O_HUMAN",17,49.8243603840649,2.28691800247761e-11,4.75796222361624e-09,0.32626724243165,"Non-significant",8.32257901041564,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
1.20811843872067,11.9752445220947,40.770915585925,4.8691209298251e-10,7.05500843296444e-08,13.9796231617473,"UBA7_HUMAN",43,49.189702799948,2.53637672312776e-11,5.14504018286466e-09,0.120944738388024,"Non-significant",8.28861122903989,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-1.19101929664613,10.9870516061783,-42.8416656348135,3.36953244601809e-10,6.28822273024283e-08,14.3672692768267,"ACO12_HUMAN",27,-48.3380271888188,2.92056274699214e-11,5.77986490953517e-09,-0.102960348129249,"Non-significant",8.23808231205163,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.992017745971701,14.8324334621429,37.3647795837713,9.30748478393038e-10,1.11060193436487e-07,13.2912369883961,"VIME_HUMAN",46,47.61921324096,3.29612996784525e-11,6.36780918073723e-09,-0.169563293457001,"Non-significant",8.19600995924566,"VIM","Vimentin","VIME_HUMAN"
1.4540162086487,10.7987809181214,41.1291877970699,4.5626828779321e-10,6.90323027975284e-08,14.0482645882785,"PAR10_HUMAN",43,47.2853934447031,3.48876399964902e-11,6.57048387232468e-09,0.0544219017028738,"Non-significant",8.18240264636982,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
0.871638298034672,11.1160178184509,33.586332803619,2.05288261253882e-09,1.8304493975978e-07,12.4415909363314,"PAR14_HUMAN",91,47.1452604873597,3.5733715042877e-11,6.57048387232468e-09,-0.254483461380005,"Non-significant",8.18240264636982,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.69443964958189,10.3236056566238,41.5155138339749,4.25648964894182e-10,6.90323027975284e-08,14.1215287417163,"TDRD7_HUMAN",52,46.9372520354163,3.70324229723063e-11,6.57048387232468e-09,-0.800134658813477,"Up in BM2",8.18240264636982,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-0.734592437744144,15.9981961250305,-30.1841755970782,4.5298339591562e-09,3.34246430446885e-07,11.5830417747754,"FAS_HUMAN",149,-46.9032872527547,3.72494772155454e-11,6.57048387232468e-09,0.319962024688749,"Non-significant",8.18240264636982,"FASN","Fatty acid synthase","FAS_HUMAN"
-1.04631447792053,11.3889070749283,-36.8161971566502,1.03876053534924e-09,1.1871130963132e-07,13.1738723145318,"DPYD_HUMAN",55,-46.4885121958544,4.00186851701756e-11,6.83419160853140e-09,-0.323501586914061,"Non-significant",8.16531284916012,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-1.10998129844665,14.7194002866745,-39.4554913276779,6.21231595706852e-10,8.54351384333118e-08,13.7216576637976,"CP2C8_HUMAN",33,-46.4298001876574,4.04290358897593e-11,6.83419160853140e-09,-0.2906737327576,"Non-significant",8.16531284916012,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
0.917220592498801,16.4013063907623,36.5888378214174,1.08763759164168e-09,1.22570714146953e-07,13.124664961683,"AMPL_HUMAN",38,46.2310451772183,4.18536556808967e-11,6.93062371826114e-09,-0.158311128616324,"Non-significant",8.15922767949931,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-0.743222713470445,16.8930633068085,-33.6420079391115,2.02782285999986e-09,1.82819496511543e-07,12.4548523996875,"SBP1_HUMAN",39,-46.1083201498721,4.27614318839368e-11,6.93932516612526e-09,0.179273605346685,"Non-significant",8.15868276166014,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-1.02390766143795,13.2506239414215,-41.9262759842801,3.95620398033998e-10,6.55115083601605e-08,14.1985858959446,"BUP1_HUMAN",23,-45.7381474822152,4.56362960364813e-11,7.26064521647077e-09,0.029416799545249,"Non-significant",8.13902478405171,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
1.10766577720645,13.3479672670365,37.111829515144,9.78886090665205e-10,1.15111329560253e-07,13.237358073109,"TSP1_HUMAN",50,45.4374538650222,4.81318264904395e-11,7.3776951222445e-09,0.030970096588133,"Non-significant",8.13207929563438,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.73325967788698,12.3065826892853,41.9641452113001,3.92975086611446e-10,6.55115083601605e-08,14.2056468956717,"NUB1_HUMAN",27,45.2626687113961,4.96526514505796e-11,7.3776951222445e-09,0.447101593017576,"Non-significant",8.13207929563438,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-1.07588171958922,16.092227101326,-38.734202678756,7.1246464270989e-10,9.32409372733556e-08,13.5760890014971,"ALDOC_HUMAN",31,-45.1544668576214,5.06211425145101e-11,7.3776951222445e-09,0.595329761505148,"Up in BD",8.13207929563438,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
1.77064323425293,11.8453757762909,42.6438798942934,3.48742941657539e-10,6.28822273024283e-08,14.331171776582,"E2AK2_HUMAN",23,45.126474049688,5.08751417974497e-11,7.3776951222445e-09,-0.00597810745240146,"Non-significant",8.13207929563438,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
2.48766827583315,9.81726372241975,45.3077294904943,2.22273378555135e-10,4.62442613742658e-08,14.8019436538145,"HLAF_HUMAN",14,45.121735419122,5.09182803605733e-11,7.3776951222445e-09,0.134009838104248,"Non-significant",8.13207929563438,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
0.894455671310425,15.1518479585648,41.0910835073612,4.5942129049378e-10,6.90323027975284e-08,14.0409962863388,"GBP1_HUMAN",22,44.3698223793959,5.83141203115296e-11,8.16118933204879e-09,0.0174422264098908,"Non-significant",8.08824654679665,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.825329780578574,15.2621347904205,-33.037041500101,2.31987053192529e-09,2.04602494522194e-07,12.3094668455226,"TRFE_HUMAN",51,-44.3559513371386,5.84614496204363e-11,8.16118933204879e-09,0.0258843898773229,"Non-significant",8.08824654679665,"TF","Serotransferrin","TRFE_HUMAN"
1.43482804298402,12.6156121492386,42.291746388791,3.70909351836328e-10,6.54251843652167e-08,14.2664303628114,"SP100_HUMAN",21,44.2737530979245,5.93431316971751e-11,8.16118933204879e-09,-0.370811223983775,"Non-significant",8.08824654679665,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
1.6487219333649,10.1614307165146,40.3493420144904,5.2599978677265e-10,7.48765310504085e-08,13.897978697642,"KPCD2_HUMAN",30,44.015910555101,6.22072034635922e-11,8.41248748172646e-09,-0.410840988159174,"Non-significant",8.07507556902308,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-0.621156454086293,14.0244406461716,-27.2484697333817,9.65783122782086e-09,5.84803302854765e-07,10.7552861721741,"LPPRC_HUMAN",87,-43.6117367911749,6.70145196703989e-11,8.91402971484617e-09,-0.088472843170166,"Non-significant",8.04992592253028,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
0.689970970153801,12.0410554409027,30.1828411962837,4.5313171492676e-09,3.34246430446885e-07,11.5826851167775,"ITA6_HUMAN",48,42.7603741336777,7.85687636581553e-11,1.02823701342302e-08,-0.0720415115356499,"Non-significant",7.98790676689959,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-1.14811420440675,11.4119539260864,-44.170428307832,2.68515121110168e-10,5.31397973826317e-08,14.6049461581435,"FADS1_HUMAN",17,-42.5443004715139,8.18464079898567e-11,1.05180373397645e-08,0.0797932147979754,"Non-significant",7.97806529174419,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
1.3708109855652,9.64285063743592,38.5055609369044,7.44486507102937e-10,9.58851352164005e-08,13.529313911485,"PHAR4_HUMAN",29,42.4729595218807,8.296208895057e-11,1.05180373397645e-08,-0.21805691719055,"Non-significant",7.97806529174419,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.9544222354889,11.0650073289871,34.6688839589208,1.62248864541037e-09,1.65763933568845e-07,12.6952733662824,"TRFM_HUMAN",39,42.3331733217076,8.51980350030333e-11,1.06353362463787e-08,-0.4586021900177,"Non-significant",7.97324877490668,"MELTF","Melanotransferrin","TRFM_HUMAN"
2.73405027389525,9.90606880187988,40.8010084764794,4.84250328871504e-10,7.05500843296444e-08,13.9854147682744,"IRF9_HUMAN",16,41.7680244358894,9.49541870577916e-11,1.16736102088927e-08,0.165343046188299,"Non-significant",7.9327948122211,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
1.36106562614444,10.480376124382,52.0834380910605,7.88274658382621e-11,1.99795281452432e-08,15.8669569816577,"AMY1B_HUMAN",12,41.6651727223065,9.68614511155877e-11,1.17303554380877e-08,-0.0922896862030491,"Non-significant",7.93068882825434,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.95904374122618,10.3539043664932,-31.7766651218639,3.09510676331184e-09,2.47913098186333e-07,11.9971497824863,"SYNE2_HUMAN",160,-41.4038603708285,1.019036679117e-10,1.20697852481834e-08,-0.28371381759645,"Non-significant",7.91830045702433,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.923551082611048,15.6249935626984,32.9841001605361,2.34761869572295e-09,2.04823420398882e-07,12.2966076006555,"AMPN_HUMAN",49,41.3669533554824,1.02639287912824e-10,1.20697852481834e-08,-0.172550201416001,"Non-significant",7.91830045702433,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-1.20942902565003,13.9478174448013,-34.9648376301273,1.52333513882629e-09,1.60523913200475e-07,12.7631312686841,"CP2A6_HUMAN",38,-39.9448840220636,1.36091450068255e-10,1.57749432264832e-08,0.142159938812254,"Non-significant",7.80203219509298,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
-1.20231676101685,13.2674729824066,-42.6810207773582,3.46493822900898e-10,6.28822273024283e-08,14.3379648155673,"GNMT_HUMAN",15,-39.3709373862132,1.52935244924146e-10,1.74776982720355e-08,0.0616474151611257,"Non-significant",7.75751576240951,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
1.30887842178348,12.0429072380066,34.5881628343086,1.6507882489374e-09,1.65763933568845e-07,12.6766557830309,"PNPT1_HUMAN",42,39.1634815399973,1.59589831059801e-10,1.79848873502671e-08,0.429636240005495,"Non-significant",7.74509227807403,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","PNPT1_HUMAN"
1.76065611839294,9.59223854541778,37.0199397574695,9.97067089342785e-10,1.15574319470391e-07,13.2176849977915,"ITA3_HUMAN",23,39.0304469574142,1.64028110548428e-10,1.82318368354787e-08,-0.122469902038601,"Non-significant",7.73916957449773,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
1.14059257507323,13.7285468578339,34.5769053504987,1.65477922345039e-09,1.65763933568845e-07,12.6740555964641,"CN37_HUMAN",30,38.723775040055,1.74797116985728e-10,1.91662676651648e-08,0.151947975158693,"Non-significant",7.71746245103634,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
-1.52173829078675,12.6758996248245,-37.3656728676773,9.30583305212493e-10,1.11060193436487e-07,13.2914265458487,"ZA2G_HUMAN",19,-38.4446790314088,1.85291682899666e-10,2.00460895339719e-08,1.58385646343231,"Up in BD",7.69797033423847,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
1.20206904411317,13.8225544691086,41.2609102205569,4.45556142764415e-10,6.90323027975284e-08,14.0733318969311,"PSB9_HUMAN",15,38.3317357156477,1.89738190640381e-10,2.02200954371494e-08,0.237895250320435,"Non-significant",7.69421679890676,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.852558374404923,11.7433758974075,30.0611509405275,4.66891865619362e-09,3.4129374753473e-07,11.5500893526861,"DSRAD_HUMAN",59,38.2782878223514,1.91884070576843e-10,2.02200954371494e-08,-1.12854921817779,"Up in BM2",7.69421679890676,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-0.71154141426085,15.8706768751144,-29.7980645843904,4.98289642209659e-09,3.57798420963643e-07,11.4791391934735,"FTCD_HUMAN",36,-38.0345120861047,2.02023353064259e-10,2.10156088046589e-08,0.446467041969296,"Non-significant",7.67745802432739,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
2.26804471015929,9.82067692279815,37.4543836239109,9.14344451190317e-10,1.11060193436487e-07,13.3102263436933,"TREX1_HUMAN",15,37.9134845297922,2.07279687953939e-10,2.12894606083324e-08,-0.999877691268917,"Up in BM2",7.67183534174591,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.658424377441401,13.1525056362152,-25.6058010888853,1.52897130587927e-08,8.27071545060295e-07,10.2504055794918,"FAT1_HUMAN",153,-37.5213092676121,2.25396644495377e-10,2.28608546679436e-08,-0.656087875366209,"Up in BM2",7.64090753725512,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
1.0828068256378,15.0106672048569,35.688937564658,1.308415574983e-09,1.4346599966773e-07,12.9265515065171,"APOL2_HUMAN",21,37.4047464705785,2.31119255417917e-10,2.31030698451986e-08,0.0443649291992241,"Non-significant",7.63633030892821,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
-0.848107099533074,15.0659066438675,-34.2857158661136,1.76191023520041e-09,1.66234181958327e-07,12.6064770429169,"PBLD_HUMAN",23,-37.3576139409623,2.33479384681573e-10,2.31030698451986e-08,-0.1301028728485,"Non-significant",7.63633030892821,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-0.988292455673227,12.3013404607773,-32.6024746810162,2.55914380243614e-09,2.20903115031562e-07,12.2032499148208,"PROS_HUMAN",30,-37.0452518994414,2.49822151780506e-10,2.40016246913005e-08,0.168136596679727,"Non-significant",7.61975935951402,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
1.83030247688294,9.72273814678193,39.221814725637,6.49253117173969e-10,8.78006632124931e-08,13.6748249571526,"GDF15_HUMAN",12,37.0258954180347,2.50876379795417e-10,2.40016246913005e-08,-0.343957901000975,"Non-significant",7.61975935951402,"GDF15","Growth/differentiation factor 15","GDF15_HUMAN"
1.56674051284789,10.5963966846466,33.6512111417947,2.02371391593354e-09,1.82819496511543e-07,12.4570422592876,"CMTR1_HUMAN",42,36.9857641467081,2.53078034151344e-10,2.40016246913005e-08,-0.33716869354248,"Non-significant",7.61975935951402,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-0.9964189529419,10.8456933498382,-30.9378726671548,3.7735668291377e-09,2.94410781265608e-07,11.7818597871795,"ACD10_HUMAN",51,-36.9619930568271,2.54392374100547e-10,2.40016246913005e-08,1.01464724540713,"Up in BD",7.61975935951402,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
0.875282049179075,12.8544832468033,31.7803064067354,3.09247983499519e-09,2.47913098186333e-07,11.9980710941077,"ITA5_HUMAN",29,36.5627989357331,2.77650321010907e-10,2.58948816630172e-08,0.0468637943268,"Non-significant",7.58678606932329,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
