"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.794562816619873,16.0281813144684,34.2315964172983,1.66257986823044e-09,2.28647000861386e-07,12.7121129006491,"FAS_HUMAN",149,77.4768965319131,4.84235764551064e-13,2.80649213826238e-10,-0.185297727584826,"Non-significant",9.55183617001799,"FASN","Fatty acid synthase","FAS_HUMAN"
-4.06024742126464,10.4300398826599,-72.0931774490124,6.37367056309062e-12,3.7126970035204e-09,18.2445462636024,"CMPK2_HUMAN",26,-76.6135896246656,5.3077655010275e-13,2.87114728502247e-10,-0.07537841796875,"Non-significant",9.54194452835621,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-1.32879972457888,10.8778185844421,-52.4813473341919,6.84960857726886e-11,2.05843422207258e-08,16.0051218861924,"TRFM_HUMAN",39,-69.3894132933389,1.19432978236564e-12,6.05674490882174e-10,-0.456901073455851,"Non-significant",9.21776071707865,"MELTF","Melanotransferrin","TRFM_HUMAN"
-1.74824261665345,12.3923681974411,-55.9774279779756,4.22955102205327e-11,1.56362467464901e-08,16.4781095978283,"PML_HUMAN",44,-68.8378160694604,1.27497775747115e-12,6.08539383771816e-10,0.0368695259094256,"Non-significant",9.21571130962572,"PML","Protein PML","PML_HUMAN"
-2.84752964973451,10.6716977357864,-62.206955809871,1.92133921044039e-11,8.6609701963963e-09,17.2334787651555,"GBP4_HUMAN",27,-66.9418520051887,1.60252194537964e-12,7.22381281378353e-10,0.380930423736576,"Non-significant",9.14123351615443,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-2.95850324630737,13.2522618770599,-73.2311255138546,5.66883389443294e-12,3.7126970035204e-09,18.3484635228643,"UB2L6_HUMAN",12,-64.9704111390881,2.04680539681817e-12,8.74093631041192e-10,0.0194278955459595,"Non-significant",9.05844204417732,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-1.47112846374512,12.2005183696747,-55.9597441117434,4.23955420782329e-11,1.56362467464901e-08,16.4758121234284,"RO52_HUMAN",27,-64.1234251128515,2.27889731255606e-12,9.24548639703992e-10,0.0277750492095947,"Non-significant",9.03407023604685,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
1.36858773231507,14.0273967981338,48.4994732689892,1.235216841897e-10,3.3408498183841e-08,15.4161339210861,"CP2A6_HUMAN",38,60.3122359778063,3.76288175268494e-12,1.45390583529931e-09,0.531644582748424,"Up in BT",8.83746372039183,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
-3.54107570648195,10.5409789085388,-54.5175733758335,5.15338791843881e-11,1.60825344500817e-08,16.2852714731594,"IFIH1_HUMAN",45,-58.9854764353689,4.51409832673922e-12,1.58240912123332e-09,-0.113694190979,"Non-significant",8.80068122240395,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
0.668376922607424,14.0480508804321,29.312652668514,5.27480193711674e-09,4.86838262872582e-07,11.4707197698965,"LPPRC_HUMAN",87,58.9215601549692,4.55432290131514e-12,1.58240912123332e-09,-0.207324624061584,"Non-significant",8.80068122240395,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-1.46674871444705,11.033438205719,-43.6582471741703,2.70925100029069e-10,6.22134861070562e-08,14.6157888731475,"RN213_HUMAN",232,-58.7250556449847,4.68052981385257e-12,1.58240912123332e-09,0.170884847640998,"Non-significant",8.80068122240395,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-2.35765719413758,12.2238141298294,-55.1145985731052,4.75041152365615e-11,1.60825344500817e-08,16.3649192743152,"TAP2_HUMAN",22,-57.8144711900867,5.31895694116377e-12,1.72632066482411e-09,0.794950842857363,"Up in BT",8.76287853073624,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-3.71255803108217,11.8477114439011,-54.8513178517839,4.92354624700062e-11,1.60825344500817e-08,16.3299310913527,"OAS1_HUMAN",20,-57.0730940103464,5.91133884526923e-12,1.82498792727887e-09,0.0855280160903975,"Non-significant",8.73874000415738,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-1.93002605438235,16.6481990814209,-58.6920100554012,2.9683640316652e-11,1.20426528764657e-08,16.8201103910068,"HLAA_HUMAN",17,-56.8854218552244,6.07279689875886e-12,1.82498792727887e-09,-0.833244800567625,"Up in BD",8.73874000415738,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.09163761138915,11.0060181617737,-38.8251261118726,6.50295427336839e-10,1.1725549105358e-07,13.7054753743212,"PAR14_HUMAN",91,-56.6276339420798,6.30270182759951e-12,1.8264329510408e-09,-0.161125659942631,"Non-significant",8.73839626625386,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.66693472862242,10.9023183584213,-59.1054398247341,2.81657010317543e-11,1.20282367458766e-08,16.8703987889447,"T23O_HUMAN",17,-55.880742066953,7.02586476249335e-12,1.9657885063059e-09,0.304814815521251,"Non-significant",8.70646320852072,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.15786218643187,14.7495112419128,-41.8287533219999,3.72937071674863e-10,7.96318789360483e-08,14.2855797919789,"VIME_HUMAN",46,-54.9019622837042,8.11853579456847e-12,2.19579331457095e-09,-2.06003236770633,"Up in BD",8.65840854152876,"VIM","Vimentin","VIME_HUMAN"
-2.69549870491026,11.390797495842,-46.2286580260682,1.76731798011421e-10,4.21765237960198e-08,15.0532029013575,"SLFN5_HUMAN",37,-50.0493844535044,1.73038548963698e-11,4.48963770831662e-09,-0.083065509796139,"Non-significant",8.34778870301162,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-2.06003236770632,12.1244075298309,-47.2632136625141,1.49801918134961e-10,3.79841488670959e-08,15.2211522305158,"5NT3A_HUMAN",23,-49.9088597660855,1.77062369566344e-11,4.48963770831662e-09,0.147208213806175,"Non-significant",8.34778870301162,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
0.870737552642826,16.7778298854828,32.8020719310859,2.28435721582348e-09,2.91573302177173e-07,12.3724460109594,"AL1L1_HUMAN",79,49.6538989366382,1.84633799919885e-11,4.52366936323477e-09,-1.07957339286805,"Up in BD",8.34450914534035,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.697216987609874,12.0239927768707,-28.9372556742338,5.80522259114606e-09,5.01101873452756e-07,11.366888535673,"TENS1_HUMAN",76,-49.4943981263944,1.8955479214935e-11,4.52366936323477e-09,0.232839584350575,"Non-significant",8.34450914534035,"TNS1","Tensin-1","TENS1_HUMAN"
-2.29345703125002,11.6519799232483,-46.3340494247671,1.73751253881474e-10,4.21765237960198e-08,15.0705171517146,"TAP1_HUMAN",24,-49.0592793572068,2.03744240591218e-11,4.62393970237637e-09,-0.0592429637908758,"Non-significant",8.33498783788683,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.47064232826233,12.5977050065994,-47.2947483440132,1.49057387638987e-10,3.79841488670959e-08,15.2262020600476,"SP100_HUMAN",21,-49.0179202509594,2.05153844325301e-11,4.62393970237637e-09,-0.142453789710997,"Non-significant",8.33498783788683,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-2.73008036613465,11.4357160329819,-71.3833284377605,6.86350197840843e-12,3.7126970035204e-09,18.1785292191278,"PLS1_HUMAN",7,-48.5375008218945,2.22354664432746e-11,4.84072459563543e-09,-0.103864669799803,"Non-significant",8.31508962506375,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-1.31844663619993,11.9200804233551,-40.1559496799667,5.05722519472633e-10,9.54286633256033e-08,13.9686423588555,"UBA7_HUMAN",43,-48.3478592258123,2.29585144922136e-11,4.84072459563543e-09,0.809144973754901,"Up in BT",8.31508962506375,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-1.26794052124025,12.6026213169098,-40.2776796065793,4.94428772170514e-10,9.54286633256033e-08,13.9922147878807,"AMPE_HUMAN",38,-48.1715468215986,2.36544685857838e-11,4.84072459563543e-09,-0.39092922210695,"Non-significant",8.31508962506375,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-2.35975909233093,11.4236954450607,-43.1289472431581,2.96755994272593e-10,6.50777875007518e-08,14.5219408033241,"DDX60_HUMAN",75,-48.1197084412197,2.38635671463418e-11,4.84072459563543e-09,-0.0518078804015758,"Non-significant",8.31508962506375,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-0.816411733627323,11.7614492177963,-32.0382371777712,2.72236596519567e-09,3.20134455675329e-07,12.1842435223514,"DSRAD_HUMAN",59,-47.5608472670759,2.62544730088517e-11,5.19582424375177e-09,0.0874068737029994,"Non-significant",8.28434554798772,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-2.6063185930252,8.86465018987655,-43.5492849777145,2.76027298478435e-10,6.22134861070562e-08,14.5965786601016,"SAMD9_HUMAN",42,-47.297860246169,2.74716626051164e-11,5.30726358042653e-09,0.14296841621395,"Non-significant",8.27512934299391,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.65187549591065,12.3472747802734,-41.3562550058087,4.05937103385855e-10,8.44557347916109e-08,14.1975614814119,"NUB1_HUMAN",27,-44.9149055620932,4.1912577402268e-11,7.77656405870689e-09,-0.088550329208374,"Non-significant",8.10921224619141,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-2.43987202644349,10.4687594175339,-54.751509261996,4.99104137683096e-11,1.60825344500817e-08,16.3166114831363,"SYUG_HUMAN",9,-44.790404387506,4.28739337226102e-11,7.77656405870689e-09,0.295281171798708,"Non-significant",8.10921224619141,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.671054840087901,10.2099099159241,25.848998718464,1.34210764140826e-08,9.63704548883771e-07,10.4543007689751,"SYNE2_HUMAN",160,44.7579489349236,4.3128590416787e-11,7.77656405870689e-09,0.849293470382676,"Up in BT",8.10921224619141,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-1.46350336074831,9.59650444984437,-39.6497318567084,5.55930208229949e-10,1.02518584308587e-07,13.86972962433,"PHAR4_HUMAN",29,-43.874576000925,5.0756114861094e-11,8.95293730397646e-09,-0.256091356277475,"Non-significant",8.04803445679296,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.849208116531374,14.6489599943161,31.8404731377282,2.85077614658679e-09,3.24624384435999e-07,12.1347190547294,"ACOHC_HUMAN",48,43.206640597791,5.75318130552166e-11,9.93219427936228e-09,0.337902069091795,"Non-significant",8.00295479398761,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.1404001712799,16.2897166013718,-36.0545713021138,1.12944411073766e-09,1.73387252779963e-07,13.1232235225016,"AMPL_HUMAN",38,-43.0583392370016,5.91703366601362e-11,1.00022523262572e-08,0.251250505447425,"Non-significant",7.99990219372767,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-5.5779695510864,9.31303095817565,-40.522961703666,4.72529343576165e-10,9.35147096043171e-08,14.0394649959196,"IFI44_HUMAN",27,-42.5223989859422,6.55433578932378e-11,1.08534450193006e-08,0.100959300994875,"Non-significant",7.96443238942851,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
-1.70590448379519,10.6728367805481,-37.2644170287688,8.83080719467701e-10,1.46230958321652e-07,13.3834702368493,"PAR10_HUMAN",43,-41.700642498891,7.68661649976240e-11,1.24738412558144e-08,-0.0653197765350342,"Non-significant",7.90399978715377,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
1.31523180007933,12.8164920806885,49.3041771792008,1.0923110151845e-10,3.05621088869207e-08,15.5398413901273,"FADS2_HUMAN",14,41.336641510586,8.25702972862986e-11,1.31367723957064e-08,0.0572216510772989,"Non-significant",7.881511324496,"FADS2","Acyl-CoA 6-desaturase","FADS2_HUMAN"
-1.06653785705568,12.758855342865,-35.9982978602526,1.14267131212237e-09,1.73387252779963e-07,13.1108816943359,"ITA5_HUMAN",29,-41.2085569026514,8.46891754111167e-11,1.32147686401115e-08,0.0513339042663574,"Non-significant",7.87894043595281,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
-1.63858795166018,10.166497707367,-36.9719268161754,9.36520883001674e-10,1.51978608893512e-07,13.3214311524433,"KPCD2_HUMAN",30,-40.3304082857087,1.00971175343275e-10,1.52607515141147e-08,-0.595242261886552,"Up in BD",7.81642407906812,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
0.990710020065249,13.9236732721329,35.9510168188914,1.15392058788736e-09,1.73387252779963e-07,13.1004954113866,"AL8A1_HUMAN",26,40.3015536289683,1.0156280278065e-10,1.52607515141147e-08,-0.380245685577425,"Non-significant",7.81642407906812,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-1.70567560195921,10.3179876804352,-35.523410276106,1.26155927177981e-09,1.8611439874948e-07,13.0058652371069,"TDRD7_HUMAN",52,-39.8901096161721,1.1043612840896e-10,1.62923408347327e-08,0.0694489479064764,"Non-significant",7.7880165130781,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-2.72489309310915,11.3742413520813,-40.7961844136488,4.49418772314042e-10,9.11645979639034e-08,14.0917118978842,"NAT8_HUMAN",11,-39.2728672688041,1.25425488344165e-10,1.81732573647242e-08,-0.242805004119877,"Non-significant",7.74056722300916,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.29823899269102,14.9499562978745,-36.765608753068,9.7642149349199e-10,1.55346745062627e-07,13.2773371803766,"GBP1_HUMAN",22,-38.6156896274245,1.4394299448919e-10,2.04904115313209e-08,0.00220203399659091,"Non-significant",7.68844931910066,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.498568058013923,16.9440310001373,19.6919613056787,1.00330420680844e-07,3.80900062225774e-06,8.23864088914563,"AHNK_HUMAN",315,38.4150642948187,1.50192704375058e-10,2.10114414361934e-08,-0.00756907463072309,"Non-significant",7.67754415291002,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
-1.1913411617279,11.7931302785874,-33.9667713684618,1.76160712235666e-09,2.3432262607872e-07,12.6503790677443,"OGFR_HUMAN",31,-38.2698383477488,1.54906566906917e-10,2.13035912522495e-08,0.310226440429675,"Non-significant",7.67154717921066,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
-2.51659512519836,9.69640171527862,-37.6003775608397,8.25913566527235e-10,1.39613805808375e-07,13.4540569196298,"TREX1_HUMAN",15,-38.0358746701278,1.62853794807856e-10,2.20232615178491e-08,0.2625186443329,"Non-significant",7.65711836409657,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.864172697067222,15.2595385313034,-31.9677759697468,2.7673506435218e-09,3.20775473164799e-07,12.1666366955724,"TYPH_HUMAN",30,-37.7634972962045,1.72687408126667e-10,2.29702562219635e-08,-0.0217521190643311,"Non-significant",7.63883416043561,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
1.03689718246462,12.3679327964783,32.0952262550357,2.68658763248747e-09,3.20134455675329e-07,12.1984531509293,"FMO5_HUMAN",32,36.9225449326006,2.07509709051158e-10,2.71569964393725e-08,0.0877678394318,"Non-significant",7.56611826465438,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
0.431718349456755,15.9162857532501,18.6173887125472,1.51618319924162e-07,5.10469314466659e-06,7.78065403580089,"AOXA_HUMAN",91,36.4075548437507,2.32694321887337e-10,2.9969551234823e-08,-0.0115621089935249,"Non-significant",7.52331976014742,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
1.35944080352782,11.6570477485657,34.9030040456773,1.4385696629451e-09,2.05836140601209e-07,12.8662916909774,"HRG_HUMAN",21,36.2965503923855,2.3856119880865e-10,3.02450869864591e-08,0.178560495376574,"Non-significant",7.51934516210109,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.870134115219074,15.2845369577408,28.4030703824509,6.66742884248872e-09,5.40995176279534e-07,11.2166352033543,"TRFE_HUMAN",51,36.045203414989,2.52468565590205e-10,3.15158452492142e-08,0.276501655578613,"Non-significant",7.50147104068347,"TF","Serotransferrin","TRFE_HUMAN"
-1.91642141342165,11.7724866867066,-34.0919905344296,1.71397406538069e-09,2.31786426108316e-07,12.6796350097649,"E2AK2_HUMAN",23,-35.8656167653288,2.6296226628342e-10,3.21267998110876e-08,-0.297749042510974,"Non-significant",7.49313253288622,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.2983438968658,13.2002974748612,-32.6429621563546,2.36857778329129e-09,2.95671386671162e-07,12.3336397298439,"HOIL1_HUMAN",29,-35.827006821161,2.65281684414945e-10,3.21267998110876e-08,0.0859651565552007,"Non-significant",7.49313253288622,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
0.823391914367701,17.6723356246948,29.9818174608509,4.45978689703173e-09,4.34253121126349e-07,11.6523241466365,"BHMT1_HUMAN",31,35.6250920467124,2.77791225049066e-10,3.31470294124723e-08,0.509023904800399,"Up in BT",7.47955538634151,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-2.12452721595763,9.80272424221038,-34.3542970458833,1.61884693105503e-09,2.26471103423801e-07,12.7405375196408,"MLKL_HUMAN",19,-35.5423333104167,2.83108520661212e-10,3.32919208209431e-08,0.217890262603749,"Non-significant",7.47766114693193,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
-1.33360791206363,13.7567850351334,-37.8236848090703,7.90236403977956e-10,1.36425067699514e-07,13.5005823940651,"PSB9_HUMAN",15,-35.3850621012673,2.93530772081354e-10,3.38899134889884e-08,-0.187095403671263,"Non-significant",7.46992953978767,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.518621206283573,12.6443859338761,19.9985619946959,8.95363963398821e-08,3.57880945764435e-06,8.36473749040115,"LRP1_HUMAN",189,35.3407105739314,2.96547184830931e-10,3.38899134889884e-08,0.0687580108642756,"Non-significant",7.46992953978767,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-3.12452077865602,12.9879500865936,-77.0701856541621,3.86747415873552e-12,2.85278957490727e-09,18.6825077388173,"HLAB_HUMAN",2,-35.2520464213041,3.02682129146846e-10,3.41105943874654e-08,-0.439638495445255,"Non-significant",7.46711071281344,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
1.69081711769107,12.7604390382767,33.7198727384357,1.85998645349983e-09,2.43418227156414e-07,12.5923446540742,"ZA2G_HUMAN",19,34.687791199973,3.45226811901121e-10,3.83721965995301e-08,0.00188183784485041,"Non-significant",7.41598333909333,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
0.99270868301392,9.95090699195862,28.9553044372992,5.77837929027572e-09,5.01101873452756e-07,11.3719134758714,"ABCA6_HUMAN",44,34.5043662110669,3.60470621278191e-10,3.95251165006925e-08,-0.0332751274108922,"Non-significant",7.40312684130636,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
0.721466064453125,13.1840264797211,23.9617445923297,2.35417598234683e-08,1.31736440832843e-06,9.8384816277249,"FAT1_HUMAN",153,34.4045158280468,3.69085141631512e-10,3.99300911893079e-08,-2.17065370082855,"Up in BD",7.3986996979958,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.520245313644409,10.244011759758,22.0121803400904,4.41074974558121e-08,2.0568289330831e-06,9.14735929450275,"PLPL6_HUMAN",52,34.1423096632152,3.92826812954842e-10,4.16144557508607e-08,-0.445420503616329,"Non-significant",7.38075578085666,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
-0.940859556198152,13.4313703775406,-28.0009157985145,7.41262927085866e-09,5.95505682215318e-07,11.1015227885618,"TSP1_HUMAN",50,-34.1201376486552,3.949116456515e-10,4.16144557508607e-08,1.24125921726227,"Up in BT",7.38075578085666,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.86226296424865,10.7786153554916,27.1932636417021,9.21251309220897e-09,7.19817828561383e-07,10.8649557292137,"ACD10_HUMAN",51,33.9807099826064,4.08309828793507e-10,4.24746916773143e-08,-0.103586196899416,"Non-significant",7.37186976497986,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
-1.5184118747711,11.9962054491043,-32.7723779656922,2.29981406696316e-09,2.91573302177173e-07,12.365219397316,"CASP1_HUMAN",20,-33.893644827507,4.16934471042442e-10,4.28228645321313e-08,0.99270868301392,"Up in BT",7.36832428498908,"CASP1","Caspase-1","CASP1_HUMAN"
-2.10058295726776,8.38067656755447,-31.7281619309092,2.92674811586166e-09,3.25310057700021e-07,12.1064448070451,"MCM5_HUMAN",27,-33.6368697123663,4.43583612537803e-10,4.49904679016467e-08,0.674788236618046,"Up in BT",7.3468794901408,"MCM5","DNA replication licensing factor MCM5","MCM5_HUMAN"
-1.24765396118162,10.4081926345825,-31.2404503149521,3.2843819558455e-09,3.4531818727769e-07,11.9823913883654,"TLR3_HUMAN",25,-33.5252672535577,4.55757350663659e-10,4.56545079417892e-08,0.00439476966855068,"Non-significant",7.34051633362618,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
0.93451976776125,12.2744541168213,29.2992407486858,5.29277957917934e-09,4.86838262872582e-07,11.4670346861332,"PROS_HUMAN",30,33.3434848830491,4.76396791842734e-10,4.71400435245359e-08,0.122780561447124,"Non-significant",7.32661002082618,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
-2.95713067054747,9.79452860355376,-32.236849989299,2.59995814864735e-09,3.19637279062494e-07,12.2336469450434,"IRF9_HUMAN",16,-33.2553773200637,4.86775957750795e-10,4.75867484480716e-08,-0.0462434291839759,"Non-significant",7.32251396906768,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-1.5691709518433,10.6038911342621,-31.0314320012926,3.45261276691955e-09,3.5461392393399e-07,11.92858234568,"IFIT5_HUMAN",24,-32.8398789986589,5.39265733674658e-10,5.20905019409068e-08,0.386752605438236,"Non-significant",7.28324145771194,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-1.34293818473815,10.6727050542831,-31.1957696506991,3.31954875618189e-09,3.4531818727769e-07,11.9709217277192,"ANGL3_HUMAN",22,-32.7228252706949,5.55177871211589e-10,5.29966264354216e-08,0.585337281227113,"Up in BT",7.2757517750617,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.739053487777699,12.6127179861069,-24.6608719126555,1.90242000102176e-08,1.19660743320082e-06,10.0723011276226,"LIMC1_HUMAN",62,-32.5766218572123,5.75796815238799e-10,5.41670602365988e-08,-1.1090912818909,"Up in BD",7.26626473387316,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
