"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBVHDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.2245078086853,12.1752836704254,55.636981232004,3.09489765142935e-11,1.32380174806139e-08,16.7665728008393,"SAMH1_HUMAN",38,64.2123161852658,2.25320282188177e-12,1.30798423810237e-09,0.198574304580651,"Non-significant",8.88339748945702,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
2.62722682952882,10.7818491458893,55.8858175748451,2.99149393390008e-11,1.32380174806139e-08,16.7993422511282,"GBP4_HUMAN",27,60.5769903401824,3.63039201413665e-12,1.76611370944344e-09,-0.0531876087188721,"Non-significant",8.75298133824767,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
1.94931745529175,12.1797649860382,55.7560036948165,3.04494210946911e-11,1.32380174806139e-08,16.7822704754401,"5NT3A_HUMAN",23,60.546806108021,3.64522946493642e-12,1.76611370944344e-09,0.500640153884875,"Up in HBVHDV",8.75298133824767,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-0.991597175598121,16.1266984939575,-35.1025649335985,1.02721456626336e-09,1.41494453898684e-07,13.2048083690271,"FAS_HUMAN",149,-60.447865652686,3.69434392279297e-12,1.76611370944344e-09,0.249760150909418,"Non-significant",8.75298133824767,"FASN","Fatty acid synthase","FAS_HUMAN"
1.91153168678283,12.3107236623764,50.1607168551077,6.81130811992376e-11,2.30647921210918e-08,15.9944319965836,"PML_HUMAN",44,59.5988488891103,4.14770203823084e-12,1.87268747026122e-09,-0.9516463279724,"Up in CTRL.myr",8.7275346952709,"PML","Protein PML","PML_HUMAN"
1.19661784172055,11.9809948205948,42.6554857001469,2.33721370636624e-10,5.42701022618242e-08,14.7490151717984,"UBA7_HUMAN",43,58.7609197635772,4.65720602929239e-12,1.99205860000312e-09,-0.0201265811920175,"Non-significant",8.70069789016751,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
3.57550883293151,11.9162360429764,55.8447872289181,3.00827180834801e-11,1.32380174806139e-08,16.793951896384,"OAS1_HUMAN",20,58.0690104119426,5.13116930799308e-12,2.08505064830299e-09,-0.0787584781646746,"Non-significant",8.68088339104449,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
3.7616581916809,10.5793344974518,54.4829344648537,3.63046108576028e-11,1.47523786219869e-08,16.6120954796655,"CMPK2_HUMAN",26,57.5205280270931,5.5454716268118e-12,2.14609751957617e-09,-0.565190553665124,"Up in CTRL.myr",8.66835054739731,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
3.9560880661011,9.1828649044037,56.9790333926232,2.58117031483571e-11,1.32380174806139e-08,16.941106254866,"AMY1B_HUMAN",12,56.0602218988964,6.84395217775279e-12,2.45587119388132e-09,-0.109879970550551,"Non-significant",8.60979441491423,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
2.21743154525758,11.4948592185974,47.7448532374872,9.9166874051434e-11,3.12553540318566e-08,15.6195960411837,"DDX60_HUMAN",75,55.5253518297544,7.40230031358177e-12,2.45587119388132e-09,-0.145314693450928,"Non-significant",8.60979441491423,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
1.44192981719973,12.2151176929474,47.6928541120479,9.99925193587142e-11,3.12553540318566e-08,15.6112742433626,"RO52_HUMAN",27,55.5060225195758,7.42341375804012e-12,2.45587119388132e-09,-0.232744216918924,"Non-significant",8.60979441491423,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.44420552253722,16.2763890028,-46.2509633049593,1.2629987028003e-10,3.8016260954289e-08,15.3760349079619,"ALDOC_HUMAN",31,-55.3872270538343,7.55466714003112e-12,2.45587119388132e-09,-0.849574804306035,"Up in CTRL.myr",8.60979441491423,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
2.69469141960145,10.3413497209549,66.6798403070542,7.79234741478142e-12,4.52345767428062e-09,18.0591399761969,"SYUG_HUMAN",9,53.1360419492013,1.06074832280584e-11,3.31565446901658e-09,-0.159388184547425,"Non-significant",8.47943073446021,"SNCG","Gamma-synuclein","SYUG_HUMAN"
1.62359380722048,9.51645922660829,44.9704299135879,1.56371260106513e-10,4.10712923491215e-08,15.1595884060329,"PHAR4_HUMAN",29,51.1075343389066,1.45831347993663e-11,4.38952357460926e-09,1.16936826705932,"Up in HBVHDV",8.3575826141876,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
2.79315996170044,11.3401079177857,53.9458380556088,3.91490573032414e-11,1.51506851763544e-08,16.5387671782745,"NAT8_HUMAN",11,49.8597012469544,1.7849468073751e-11,5.18080810840622e-09,0.15431547164917,"Non-significant",8.28560249321831,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.61420822143552,12.366108417511,44.0934674926293,1.81637252964401e-10,4.61301860888028e-08,15.007062913174,"NUB1_HUMAN",27,49.3144547707344,1.95283903815102e-11,5.47266305622529e-09,-0.124537229537975,"Non-significant",8.26180128990367,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
1.78813242912295,11.8366311788559,45.1638762787083,1.5134841818061e-10,4.10712923491215e-08,15.1927565053213,"E2AK2_HUMAN",23,48.5263007017061,2.22774523919585e-11,6.03496185298155e-09,1.94931745529175,"Up in HBVHDV",8.21932547073514,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.2174162864685,14.8330640792847,-37.5622717876441,6.14254941662178e-10,9.98409982177704e-08,13.7462481745952,"ACOHC_HUMAN",48,-48.2589700598752,2.33064711253047e-11,6.11005454307585e-09,-0.24376916885376,"Non-significant",8.21395491289146,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.060174703598,11.0217496156693,33.2530182651609,1.54888970882587e-09,1.71595544359678e-07,12.7689860868088,"PAR14_HUMAN",91,46.8768133951893,2.95544636953743e-11,7.5059102016346e-09,-0.104465246200574,"Non-significant",8.1245966356554,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.30047392845152,14.078555226326,-40.6440542948563,3.37416332537899e-10,7.03123726803975e-08,14.3704177006784,"AL8A1_HUMAN",26,-46.1804012959901,3.33998677864905e-11,8.22547653032752e-09,1.68879532814027,"Up in HBVHDV",8.08483893246652,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.68879532814028,11.7170501947403,42.762089064238,2.2932763168784e-10,5.42701022618242e-08,14.7684949910524,"5NTD_HUMAN",22,45.5647671194425,3.7271037502948e-11,8.36949530963098e-09,-0.313843965530401,"Non-significant",8.07730072968305,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.27852344512942,10.979544878006,-35.3711195495909,9.69480111264793e-10,1.35844221797396e-07,13.2659625225751,"CGNL1_HUMAN",84,-45.4886528609727,3.77836727311035e-11,8.36949530963098e-09,-0.0400304794311737,"Non-significant",8.07730072968305,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.9587395191193,16.6338423490524,44.9593648585664,1.56664213464103e-10,4.10712923491215e-08,15.1576860538211,"HLAA_HUMAN",17,45.4491240552346,3.80530186514596e-11,8.36949530963098e-09,-0.199182748794557,"Non-significant",8.07730072968305,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
1.87136411666873,15.3519809246063,41.4193222866165,2.92276539959139e-10,6.25087221117874e-08,14.5188757179444,"FIBG_HUMAN",29,45.4416753022484,3.81040145756547e-11,8.36949530963098e-09,0.451323509216305,"Non-significant",8.07730072968305,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.25644040107725,10.5026026964187,-34.2224414844539,1.24550723058708e-09,1.50453448799528e-07,13.0006762345352,"SYNE2_HUMAN",160,-45.0793771739061,4.06794352772812e-11,8.47382314787756e-09,-0.865686178207401,"Up in CTRL.myr",8.07192060414225,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-1.43456673622132,11.1088253259659,-40.0989536106149,3.73879201117002e-10,7.4110152865314e-08,14.2640561432328,"ACO12_HUMAN",27,-45.0213978908431,4.11094359875195e-11,8.47382314787756e-09,0.237873554229724,"Non-significant",8.07192060414225,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-1.09644508361818,16.8906836509705,-33.2148108657187,1.56245481513672e-09,1.71595544359678e-07,12.7597024045999,"AL1L1_HUMAN",79,-44.9419425153085,4.17070168469426e-11,8.47382314787756e-09,0.151251554489125,"Non-significant",8.07192060414225,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.58699369430543,10.7487215995789,38.7361266776326,4.86220276365118e-10,8.89439324021655e-08,13.9906830045833,"TRFM_HUMAN",39,44.5703377739099,4.46343162052494e-11,8.75327194948978e-09,-0.358945369720475,"Non-significant",8.05782957852119,"MELTF","Melanotransferrin","TRFM_HUMAN"
1.74817585945127,12.7660952806473,41.5876653885849,2.83402362925397e-10,6.22489460403972e-08,14.5506852562705,"ANXA1_HUMAN",23,44.4972789201712,4.52365475425829e-11,8.75327194948978e-09,-0.480761289596526,"Non-significant",8.05782957852119,"ANXA1","Annexin A1","ANXA1_HUMAN"
-3.90646064281464,9.88489419221878,-53.3126625198385,4.28312326761064e-11,1.58222467253962e-08,16.4511195988266,"NUA4L_HUMAN",5,-44.0021489579632,4.95664702683682e-11,9.36806288072159e-09,-0.00737762451175072,"Non-significant",8.02835020283548,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
2.99824285507202,8.42030143737793,42.428423993071,2.43400832319442e-10,5.4947737896114e-08,14.7073325527537,"MATN3_HUMAN",18,43.7624881270481,5.18278300526831e-11,9.52425518304408e-09,-0.875484943389898,"Up in CTRL.myr",8.02116897707404,"MATN3","Matrilin-3","MATN3_HUMAN"
2.06835913658145,14.8700305223465,38.385024511652,5.21042929575996e-10,8.90474278903377e-08,13.9184663496855,"FINC_HUMAN",120,43.6694459040052,5.2736739662481e-11,9.52425518304408e-09,-0.87214350700375,"Up in CTRL.myr",8.02116897707404,"FN1","Fibronectin","FINC_HUMAN"
2.1566734313965,15.0173878669739,39.280897911166,4.3727255700945e-10,8.46122397813285e-08,14.1012654490962,"FIBA_HUMAN",43,43.2392275035321,5.71786306727118e-11,1.01019724234159e-08,0.40375232696535,"Non-significant",7.99559382136858,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.3228425979614,14.6670210361481,35.6909202615314,9.05456764690306e-10,1.35844221797396e-07,13.3381129211546,"VIME_HUMAN",46,43.0085954656681,5.97316063422066e-11,1.03284843562364e-08,-0.39961314201355,"Non-significant",7.98596340394183,"VIM","Vimentin","VIME_HUMAN"
2.20674180984496,9.06443858146667,38.8228536869854,4.78028977888783e-10,8.89439324021655e-08,14.0084063515586,"SAMD9_HUMAN",42,42.5105845206479,6.56922663675180e-11,1.11225218493504e-08,-0.300035715103174,"Non-significant",7.95379673244052,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.17526841163633,13.3263043165207,-38.1904375456691,5.41551687386149e-10,8.98202155793313e-08,13.8781172861074,"BUP1_HUMAN",23,-42.0724299510009,7.14921064284003e-11,1.1785615038473e-08,0.203787803649908,"Non-significant",7.92864774866403,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
1.73805284500121,9.32287836074829,45.8267035849668,1.35471519572012e-10,3.93206085557765e-08,15.3051278206444,"TMM62_HUMAN",13,41.9997233089435,7.25090134026888e-11,1.1785615038473e-08,0.091523170471195,"Non-significant",7.92864774866403,"TMEM62","Transmembrane protein 62","TMM62_HUMAN"
2.1391289234161,13.6573489904404,40.2917108969564,3.60498924851803e-10,7.32443690567651e-08,14.30185747277,"FGL1_HUMAN",17,41.0599462650304,8.72243963963683e-11,1.38994641081036e-08,-0.0871105194092241,"Non-significant",7.85700194358619,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.40810346603397,10.8217372894287,34.9487723899042,1.06202224538865e-09,1.43850913137893e-07,13.169551849266,"PAR10_HUMAN",43,40.7660651941369,9.24924015873586e-11,1.44554951480858e-08,-0.0103766918182373,"Non-significant",7.83996702772916,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
1.4778687953949,12.4976571798325,35.4180628646902,9.59769432268151e-10,1.35844221797396e-07,13.2765990071319,"AMPE_HUMAN",38,40.4819148715875,9.79274600488695e-11,1.50161597701351e-08,0.595458030700627,"Up in HBVHDV",7.82344111952104,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
4.34846806526182,11.4110344648361,38.5035989216587,5.08976691742591e-10,8.90474278903377e-08,13.9429394417804,"ISG20_HUMAN",11,38.8722142007671,1.36372600450553e-10,2.05240763678082e-08,0.505334854125973,"Up in HBVHDV",7.68773637805212,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
3.78793168067932,14.5953496694565,36.5312122690182,7.58824762695659e-10,1.18595554738993e-07,13.5242895048386,"OAS3_HUMAN",45,38.5028580433876,1.47421137304531e-10,2.17834833249804e-08,-0.17994952201845,"Non-significant",7.66187267242879,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
2.29223799705503,10.2379797697067,34.354962199533,1.20951317252274e-09,1.48935053834732e-07,13.0317832109969,"HELZ2_HUMAN",117,37.7541410831212,1.73036829269726e-10,2.51119698477689e-08,0.200267553329471,"Non-significant",7.60011921877008,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
2.0269958972931,14.7163766622543,34.583123401058,1.15026249749074e-09,1.48045598264525e-07,13.0850293624132,"FIBB_HUMAN",38,37.5779937493798,1.79765544602823e-10,2.56307821225815e-08,0.0238218307494904,"Non-significant",7.59123814112989,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
1.04055309295655,15.0317940711975,34.8027510791764,1.09630945561265e-09,1.46060769602689e-07,13.1359165066054,"APOL2_HUMAN",21,37.2678551424465,1.92337889598699e-10,2.69505177373901e-08,0.0532593727111728,"Non-significant",7.56943288731094,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.614920377731302,13.2967926263809,22.3947388327033,3.0764684967617e-08,1.43692295822887e-06,9.53039820517542,"CO4B_HUMAN",83,36.9450399748577,2.06481480203806e-10,2.79823275102635e-08,-0.496684551238999,"Non-significant",7.55311616465392,"C4B_2","Complement C4-B","CO4B_HUMAN"
4.96076297760011,12.3288555145264,35.4167851574053,9.60032278497106e-10,1.35844221797396e-07,13.276309710991,"OAS2_HUMAN",31,36.9427065321779,2.06587873829926e-10,2.79823275102635e-08,-0.423570156097425,"Non-significant",7.55311616465392,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
1.65377283096312,10.2069594860077,33.9196723026989,1.33237710908898e-09,1.56930851674872e-07,12.929102521897,"ECE1_HUMAN",28,36.7791792094925,2.14199318921715e-10,2.85376699160127e-08,-0.129574775695801,"Non-significant",7.54458148966318,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-1.25271916389462,11.4921094179153,-30.8766017331137,2.71735641952453e-09,2.48368859935076e-07,12.1681390756044,"DPYD_HUMAN",55,-36.6981748437888,2.18085789609832e-10,2.85868260025662e-08,-0.0602264404297248,"Non-significant",7.54383406171417,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.942331790924074,11.9148750305176,28.5718789865498,4.88973553421996e-09,3.97796854529613e-07,11.5354769699825,"ITA6_HUMAN",48,36.3754045513012,2.34376735325715e-10,3.02345988570172e-08,0.0819089412688996,"Non-significant",7.51949578910003,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-1.00136256217957,13.6023508310318,-31.6605072775889,2.24712290764743e-09,2.22711803298179e-07,12.3717627427286,"HDAC6_HUMAN",26,-36.0584172428088,2.51715191130723e-10,3.19638962237403e-08,-0.28391790390015,"Non-significant",7.49534028801458,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN"
2.0776038169861,13.2173979282379,34.5432231148883,1.16038309791236e-09,1.48045598264525e-07,13.0757460065397,"LG3BP_HUMAN",20,35.9341343365969,2.58901968467704e-10,3.22067767779502e-08,-0.300695657730103,"Non-significant",7.4920527367635,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
2.21868252754211,9.3632253408432,34.1743422334064,1.25886975739731e-09,1.50453448799528e-07,12.9893527000488,"ITA3_HUMAN",23,35.8892504197623,2.61553742751903e-10,3.22067767779502e-08,0.1361026763916,"Non-significant",7.4920527367635,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
1.45070171356202,12.6076753139496,33.7484458444664,1.38452589013793e-09,1.60185478194604e-07,12.8883113679836,"SP100_HUMAN",21,35.5278315909681,2.84051965762356e-10,3.44550794888159e-08,-0.0862216949463246,"Non-significant",7.46274674381882,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-1.00008749961855,15.1418968439102,-31.9521869186749,2.09621536031339e-09,2.12949277915836e-07,12.4461304735091,"PBLD_HUMAN",23,-35.1243997730069,3.11765873027577e-10,3.72606066190459e-08,-0.356178760528548,"Non-significant",7.42875007887725,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
2.8719937801361,11.3647593259811,38.6708395930669,4.92491320056287e-10,8.89439324021655e-08,13.977311118067,"PLS1_HUMAN",7,34.6380935101488,3.49284375573414e-10,4.11396249316686e-08,-0.230138301849376,"Non-significant",7.38573967206884,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-1.4851837158203,11.7199192047119,-32.7213473647441,1.75028214010765e-09,1.83461940061244e-07,12.6387332686812,"HRG_HUMAN",21,-34.3909218220617,3.70275706330444e-10,4.29890095049646e-08,0.215147018432617,"Non-significant",7.36664256119804,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
2.19099640846252,9.76948964595794,32.8485492913853,1.69953372155087e-09,1.81738296776894e-07,12.6701068232362,"MLKL_HUMAN",19,34.014644444513,4.05002616290715e-10,4.63436068128651e-08,-0.0269207954406987,"Non-significant",7.33401016912249,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
-1.0377781391144,15.7479809522629,-28.4932192142548,4.99282803740966e-09,3.97796854529613e-07,11.5129276774049,"TKFC_HUMAN",40,-33.9576491379529,4.10574589704232e-10,4.63436068128651e-08,0.367982029914858,"Non-significant",7.33401016912249,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
5.33449804782867,9.12380760908127,32.2095179616395,1.97253733599873e-09,2.02921657337489e-07,12.5111276024228,"OASL_HUMAN",28,33.5125254952727,4.57170903123751e-10,5.08962730094072e-08,-0.0820612907410005,"Non-significant",7.29331401865951,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
2.10143208503722,9.90398323535919,33.1459593111944,1.5872401743403e-09,1.71993345291514e-07,12.7429430365442,"TREX1_HUMAN",15,33.4484437402011,4.6435498031927e-10,5.09974719601988e-08,-0.120954036712645,"Non-significant",7.29245135215595,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.935548543930054,11.53069460392,-30.1046486165031,3.29193824266922e-09,2.81616653664976e-07,11.9620664196646,"DDC_HUMAN",22,-32.6519875805141,5.6506281038137e-10,6.12302061329253e-08,1.82391858100891,"Up in HBVHDV",7.21303427849925,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
0.934577226638797,10.9647911787033,25.93720096482,1.01625434559549e-08,6.24656634721368e-07,10.7418771795724,"CEIP2_HUMAN",61,32.5463082305246,5.80178561498612e-10,6.20409364381476e-08,0.350309610366821,"Non-significant",7.20732165562228,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-1.36601352691653,11.5063381195068,-31.3902035413678,2.39801093590889e-09,2.32007558049185e-07,12.3021752969197,"KNG1_HUMAN",19,-32.4595716652237,5.9292399511781e-10,6.25804325756162e-08,-1.4082715511322,"Up in CTRL.myr",7.20356143919951,"KNG1","Kininogen-1","KNG1_HUMAN"
0.808485507965127,10.5126891136169,28.4502529041742,5.05017606795748e-09,3.97796854529613e-07,11.5005825033609,"CACO2_HUMAN",24,32.2337553373984,6.27604486576196e-10,6.48598251027432e-08,0.622983217239382,"Up in HBVHDV",7.18802422675487,"CALCOCO2","Calcium-binding and coiled-coil domain-containing protein 2","CACO2_HUMAN"
-1.06906437873843,10.8820160627365,-27.0446972299346,7.40893138893845e-09,4.9354414260576e-07,11.0854146077643,"ACD10_HUMAN",51,-32.2156513670816,6.30481873153281e-10,6.48598251027432e-08,-1.25679254531862,"Up in CTRL.myr",7.18802422675487,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
-1.6022298336029,12.7161453962326,-30.8727524047433,2.71992476119377e-09,2.48368859935076e-07,12.1671253889174,"ZA2G_HUMAN",19,-31.9473262580687,6.74910056304656e-10,6.85624253448492e-08,-0.848789215087892,"Up in CTRL.myr",7.16391382796855,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
2.79938554763793,9.87340116500854,31.0293866097534,2.61759502510478e-09,2.44519480103754e-07,12.2082633044994,"IRF9_HUMAN",16,31.8633350359459,6.89530167606111e-10,6.91828601498131e-08,-0.0436952114105491,"Non-significant",7.1600014873982,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
0.977350711822515,10.5031521320343,27.3104505963006,6.88086153560555e-09,4.75660435890189e-07,11.1656414493341,"ADA10_HUMAN",33,31.8074831478992,6.99448619671972e-10,6.93221820984648e-08,-0.1658229827881,"Non-significant",7.15912777517903,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
1.42928814888003,11.0521684885025,27.4714403008647,6.58170248453164e-09,4.69206106068322e-07,11.2138407388676,"RN213_HUMAN",232,31.7598396275741,7.08035909761058e-10,6.93278052846761e-08,0.114779233932525,"Non-significant",7.1590925480753,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
2.41067123413085,12.1973071098328,30.3628309156461,3.08573102334607e-09,2.69653075556275e-07,12.0316178179776,"TAP2_HUMAN",22,31.6840239585917,7.21945743109083e-10,6.9807172787824e-08,-0.642203092575059,"Up in CTRL.myr",7.15609995069882,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
1.70703482627868,10.5707439184189,32.6955026827372,1.76080119660108e-09,1.83461940061244e-07,12.632342472992,"MTAP2_HUMAN",13,31.6402796191745,7.30110703453308e-10,6.9807172787824e-08,-0.456464648246765,"Non-significant",7.15609995069882,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
2.99198818206787,13.0542163848877,52.7999396694249,4.61012589194066e-11,1.62897796190442e-08,16.3791737763076,"HLAB_HUMAN",2,31.3176704108667,7.93625435072786e-10,7.49976036143783e-08,1.05873131752018,"Up in HBVHDV",7.12495261332402,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
