"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-4.68798470497128,15.1040967702866,-110.650618765247,2.95881178768914e-13,3.2791910291577e-10,20.923325505112,"ISG15_HUMAN",15,-108.918421264635,4.09344230003595e-14,2.95549775940311e-11,-0.0746552944183012,"Non-significant",10.5293693655586,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
-2.2397139072418,12.1676806211472,-87.0519010076247,1.76494987480384e-12,1.10160025262757e-09,19.4753316056188,"SAMH1_HUMAN",38,-108.039382772785,4.37096045265433e-14,2.95549775940311e-11,-0.0690810680389244,"Non-significant",10.5293693655586,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-2.384651184082,10.1917731761932,-76.2508692384073,4.73099429218079e-12,2.55915251245033e-09,18.5977716927498,"HELZ2_HUMAN",117,-96.7693585922273,1.0662137914111e-13,6.65481438731511e-11,0.162326097488402,"Non-significant",10.1768640531403,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-4.98312187194822,11.0937075614929,-100.67193912799,5.98055816334415e-13,4.56943295199862e-10,20.3764794530103,"ISG20_HUMAN",11,-93.8523904524647,1.3659263431521e-13,7.91651882024011e-11,-0.165063619613626,"Non-significant",10.1014657514308,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-2.40267395973205,11.4022380113602,-74.7276809764412,5.49751972551116e-12,2.62393382663515e-09,18.4598912711932,"DDX60_HUMAN",75,-91.6003018486363,1.66263578182221e-13,8.99375115580358e-11,0.111656904220581,"Non-significant",10.0460591329073,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-1.9242699146271,12.1922887563705,-77.4489165509711,4.21274848072156e-12,2.44158865518391e-09,18.7035714417775,"5NT3A_HUMAN",23,-84.3231143260152,3.24877112842284e-13,1.64753305850143e-10,-0.3590545654297,"Non-significant",9.78316586232988,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-4.97838807106018,9.30186259746551,-75.25297784104,5.21828649565299e-12,2.62393382663515e-09,18.5078754552387,"OASL_HUMAN",28,-79.5786148253983,5.19056728402989e-13,2.46060506557395e-10,-0.0659291744232142,"Non-significant",9.60895808625891,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
-3.5789134502411,10.5220600366592,-71.9862313008405,7.26028460828824e-12,3.27277496175838e-09,18.2017789320086,"IFIH1_HUMAN",45,-78.7131176311665,5.67073141025847e-13,2.46060506557395e-10,0.164048433303826,"Non-significant",9.60895808625891,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-1.5139682292938,11.8223196268082,-60.7726086196766,2.558795102083e-11,8.30482538332057e-09,16.9923453485182,"UBA7_HUMAN",43,-78.5582151530637,5.76183093984534e-13,2.46060506557395e-10,-0.152302503585815,"Non-significant",9.60895808625891,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-3.69440627098083,14.6421123743057,-71.3448764324499,7.7602098831147e-12,3.31401805218909e-09,18.1394666977885,"OAS3_HUMAN",45,-77.7093620883593,6.29119024459615e-13,2.55233588223266e-10,0.274179220199581,"Non-significant",9.59306217391578,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-0.882508993148802,11.1105824708938,-41.7944632105803,4.13197892416394e-10,7.2069680081796e-08,14.1429199110184,"PAR14_HUMAN",91,-76.6000812892545,7.06721344082789e-13,2.73063665994655e-10,-0.15078997612,"Non-significant",9.5637360834846,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.93496799468995,12.4351587295532,-69.1088057786325,9.83489908495769e-12,3.99001855876734e-09,17.9162075442392,"TAP2_HUMAN",22,-73.5695231536994,9.79643280345597e-13,3.61310253487462e-10,-0.00893640518187766,"Non-significant",9.44211971357773,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.2912311553955,16.214301109314,-55.5593272371967,4.98500642006094e-11,1.55570546509133e-08,16.3287270961518,"AMPL_HUMAN",38,-72.4435084725327,1.10981693935846e-12,3.91524115041501e-10,0.131117582321168,"Non-significant",9.4072414833968,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-1.50129365921022,14.8484289646149,-65.6445418785014,1.44188368713442e-11,5.42778667132224e-09,17.5507686992467,"GBP1_HUMAN",22,-70.6322705937037,1.36205481824416e-12,4.60488033134714e-10,0.152697324752774,"Non-significant",9.3367816514847,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-1.1061282157898,12.683527469635,-50.2629723674968,1.04967296265628e-10,2.74743432870744e-08,15.5718257864669,"AMPE_HUMAN",38,-67.7770038879961,1.90165657357633e-12,6.17201657519933e-10,0.185370922088625,"Non-significant",9.20957291629198,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.802382469177223,14.115053653717,37.683182066684,8.90842844616022e-10,1.2398232768196e-07,13.3253847354216,"LPPRC_HUMAN",87,67.153057025029,2.0493413379109e-12,6.39552139069579e-10,0.172734737396245,"Non-significant",9.19412404416863,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-1.9326148033142,11.8324010372162,-61.6902887013849,2.28890099172879e-11,7.73839276953641e-09,17.1018031635272,"TAP1_HUMAN",24,-66.6897558066958,2.16734793121279e-12,6.51328189402245e-10,-0.0333466529846245,"Non-significant",9.18620012520852,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.51691722869875,12.5080308914184,-51.5637062504068,8.68152239122388e-11,2.51578116722823e-08,15.7662852460324,"PML_HUMAN",44,-62.2854294658266,3.76578407803819e-12,1.09127042890007e-09,0.0912828445434499,"Non-significant",8.96206761309116,"PML","Protein PML","PML_HUMAN"
-3.00566053390505,13.2286832332611,-65.4643519478583,1.47167003659218e-11,5.42778667132224e-09,17.5310740484672,"UB2L6_HUMAN",12,-61.6269284587324,4.1036809923015e-12,1.14818164039774e-09,0.186471462249774,"Non-significant",8.93998940184891,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
0.876774787902821,13.2616808414459,37.249163910007,9.70750660457532e-10,1.29125751786105e-07,13.2333583845652,"FAT1_HUMAN",153,61.2426492603187,4.31653449094552e-12,1.16747869531773e-09,-1.9242699146271,"Up in BD",8.93275103589279,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
1.18441367149352,11.7450033426285,47.9933308565724,1.47962869203425e-10,3.5310903550488e-08,15.2178593667357,"TFR1_HUMAN",34,59.0694303839125,5.78066666567005e-12,1.51304288145957e-09,0.0101315975189227,"Non-significant",8.82014876337314,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
-2.54691004753112,11.6399801969528,-51.8265698255454,8.35956412906106e-11,2.51220382752598e-08,15.8048748527268,"STAT2_HUMAN",35,-56.1496796337951,8.70786868069227e-12,2.20798895234803e-09,0.249830484390275,"Non-significant",8.65600310392576,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-1.7766058444977,11.8423944711685,-50.9916204420195,9.4320154351709e-11,2.63901287037851e-08,15.6814844153925,"E2AK2_HUMAN",23,-54.3246647373019,1.13729018063088e-11,2.79635531079968e-09,-0.652716398239125,"Up in BD",8.55340764704803,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.04764556884767,15.1678020954132,-44.1487860058148,2.75090082571951e-10,5.44409982924099e-08,14.5714335995612,"TYPH_HUMAN",30,-53.1914904100279,1.34846338501159e-11,3.21806820764236e-09,-0.0931925773620481,"Non-significant",8.49240475517522,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-1.26021695137025,11.1367040872574,-40.3825406436441,5.33236669193352e-10,8.48369085065659e-08,13.8726636054152,"RN213_HUMAN",232,-52.4421664294298,1.51222838072894e-11,3.50577745178133e-09,-0.103184938430775,"Non-significant",8.45521565656253,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.37277770042422,12.2496937513351,-46.5302896972722,1.86220438854077e-10,3.97629642332101e-08,14.9791535013535,"RO52_HUMAN",27,-51.9180120559485,1.64006006558623e-11,3.69651315893519e-09,0.27418553829193,"Non-significant",8.43220774345192,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.50391912460326,10.6278073787689,-43.9078318745208,2.86498512053915e-10,5.53487839715587e-08,14.5287830085292,"CMTR1_HUMAN",42,-50.60180006996,2.01809435331882e-11,4.40601319902352e-09,0.0554513931274396,"Non-significant",8.35595420617424,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.77799749374388,12.2842137813568,-46.5326109424594,1.86151451280881e-10,3.97629642332101e-08,14.9795390962059,"NUB1_HUMAN",27,-50.4627417273825,2.06345207743276e-11,4.40601319902352e-09,0.520530700683601,"Up in BDM",8.35595420617424,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-1.42181539535526,10.2748839855194,-44.350458141936,2.65936461485585e-10,5.39452112123509e-08,14.6069273378202,"KPCD2_HUMAN",30,-49.7945180209185,2.29801059417936e-11,4.78104050286444e-09,-0.070370197296123,"Non-significant",8.3204775771375,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-0.833486795425447,11.7529116868973,-34.6354918603076,1.66454924781482e-09,2.124700628473e-07,12.653157873261,"DSRAD_HUMAN",59,-48.7342939677579,2.73422712322939e-11,5.54637971947082e-09,-0.0651473999023509,"Non-significant",8.25599040081917,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-1.20960450172423,10.6917797327042,-41.7367091475966,4.17460557535668e-10,7.2069680081796e-08,14.1320674509469,"PAR12_HUMAN",33,-48.5536029930741,2.8174840608835e-11,5.57586967561189e-09,-0.184814453125,"Non-significant",8.25368738552412,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-1.57152462005612,10.9500234127045,-48.1767878113783,1.438279098643e-10,3.5310903550488e-08,15.2471931902559,"T23O_HUMAN",17,-47.7263306999609,3.23687102225351e-11,6.2533265415631e-09,-0.146701574325574,"Non-significant",8.20388889236584,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.34782123565673,10.3599352836609,-41.5351459133213,4.32732810613192e-10,7.31498755274049e-08,14.0940592672134,"ECE1_HUMAN",28,-46.0496798222676,4.32029754580763e-11,8.06606317393231e-09,0.137295961380001,"Non-significant",8.0933383808924,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-1.45821952819825,16.884102344513,-46.609498272817,1.83882647537175e-10,3.97629642332101e-08,14.9922987120118,"HLAA_HUMAN",17,-45.9792527088948,4.37400517196231e-11,8.06606317393231e-09,-0.0461697578430176,"Non-significant",8.0933383808924,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.69981646537783,10.6758807897568,-40.8268407743161,4.91650879974457e-10,7.97851048022548e-08,13.958834499403,"PAR10_HUMAN",43,-45.5106059650306,4.75109076680063e-11,8.56674455151562e-09,0.704702615737926,"Up in BDM",8.06718418296739,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-3.08787178993227,10.5515266656876,-42.6385432290192,3.56206697333156e-10,6.58901294685265e-08,14.2996270101048,"GBP4_HUMAN",27,-44.9334665521089,5.26659029010358e-11,9.28980730736967e-09,-0.324387788772599,"Non-significant",8.03199329421023,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.633510589599625,12.4548170566559,27.4165150234798,9.38154450530948e-09,8.36503869407485e-07,10.7684612854507,"MPRI_HUMAN",111,44.6199275115446,5.57279218878826e-11,9.6207735786868e-09,0.18081521987915,"Non-significant",8.01679000619007,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
-1.94684720039368,11.763264298439,-50.4207843001785,1.0255039013974e-10,2.74743432870744e-08,15.5957349496515,"NAT8_HUMAN",11,-44.2373298132129,5.97385850523897e-11,1.00983099815644e-08,0.301334381103549,"Non-significant",7.9957513021673,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.03301024436947,13.7698351144791,-47.21408166031,1.67095763307654e-10,3.87375720993801e-08,15.0917884640401,"PSB8_HUMAN",16,-42.546967052262,8.18050339637269e-11,1.35462458281976e-08,0.4338867664337,"Non-significant",7.86818104737273,"PSMB8","Proteasome subunit beta type-8","PSB8_HUMAN"
1.33595728874207,12.5830091238022,41.3377431661351,4.48306581399257e-10,7.42359102341545e-08,14.0566341180907,"ZA2G_HUMAN",19,42.2474315511534,8.66029657578887e-11,1.40539292831902e-08,-0.150231599807741,"Non-significant",7.85220223608395,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
-1.84161901473997,10.2500159740448,-37.9223269235307,8.5001494457819e-10,1.2100037298785e-07,13.3755947289909,"TDRD7_HUMAN",52,-41.7726274860612,9.48698201984262e-11,1.50936023743143e-08,0.150466918945325,"Non-significant",7.82120709524271,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.2383108139038,13.6796877384186,-37.3024994621907,9.60505884197091e-10,1.29125751786105e-07,13.2447306052184,"CN37_HUMAN",30,-41.6581964066796,9.69923684280647e-11,1.51345399504869e-08,0.117079973220827,"Non-significant",7.82003077589681,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
0.540458202362059,10.2541182041168,26.0743895493194,1.35888132830768e-08,1.07048185416394e-06,10.3608281774063,"PLPL6_HUMAN",52,41.5027755714787,9.99611441781534e-11,1.5303485355878e-08,-0.246412992477401,"Non-significant",7.8152096477155,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
-1.60078740119935,13.6231952905655,-42.2119304795224,3.83812740011462e-10,6.92057016100667e-08,14.2208664516391,"PSB9_HUMAN",15,-41.0014904908243,1.1025453547459e-10,1.65667648303856e-08,-0.214195966720599,"Non-significant",7.78076229263612,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.8786301612854,11.6054925918579,38.3860395178618,7.76747107544649e-10,1.1459138237486e-07,13.4719674162206,"ANXA3_HUMAN",21,40.4194971560649,1.2372766918337e-10,1.82532055955248e-08,-0.089738845825174,"Non-significant",7.73866085448449,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.454609870910625,14.0312142372131,20.905732433409,6.90805425040242e-08,3.76187598575606e-06,8.56054357050542,"EPIPL_HUMAN",162,40.1696261524151,1.30071904994596e-10,1.88249596487056e-08,0.094677686691286,"Non-significant",7.72526594603633,"EPPK1","Epiplakin","EPIPL_HUMAN"
-1.44636893272403,12.6098417043686,-38.2597092606879,7.95972177606799e-10,1.15330683019671e-07,13.4458401995138,"SP100_HUMAN",21,-40.035656958343,1.33623290434653e-10,1.88249596487056e-08,0.247263669967653,"Non-significant",7.72526594603633,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
1.7223565578461,10.9681845903396,39.504042431321,6.27757226653405e-10,9.61060780578439e-08,13.6991237320912,"FSTL1_HUMAN",17,40.0008606526852,1.34563428595628e-10,1.88249596487056e-08,0.0159850120544505,"Non-significant",7.72526594603633,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-2.06396222114563,11.4892152547836,-37.622670982224,9.01522964411586e-10,1.2398232768196e-07,13.3126244491296,"APOL3_HUMAN",18,-38.7454433873325,1.74010685877213e-10,2.39308933086053e-08,-0.0692384243011492,"Non-significant",7.6210410894452,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-1.22361946105957,11.7769911289215,-34.3989302770561,1.75125397503897e-09,2.124700628473e-07,12.5983118722855,"OGFR_HUMAN",31,-38.2025013155734,1.94973695225266e-10,2.63669427176301e-08,0.0571873188018746,"Non-significant",7.57894022431494,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
-0.495152711868274,13.3566764593124,-22.6476027917836,3.8370106630112e-08,2.22382175140521e-06,9.21340242120657,"CO4B_HUMAN",83,-38.1070470186154,1.98944905495414e-10,2.64629338227835e-08,-0.202011108398436,"Non-significant",7.57736200926364,"C4B_2","Complement C4-B","CO4B_HUMAN"
-2.60482954978945,11.4983414411545,-42.620877784635,3.57304128249343e-10,6.58901294685265e-08,14.2963833515497,"PLS1_HUMAN",7,-37.1376697989846,2.44856804064828e-10,3.20446469061615e-08,-0.155753135681149,"Non-significant",7.49424450946142,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
0.823947191238398,9.67184245586395,32.4578387847278,2.69261901400892e-09,3.07717051826315e-07,12.1323244843431,"BCAM_HUMAN",25,36.2882440413712,2.95031506216481e-10,3.79981847847703e-08,-0.1669578552246,"Non-significant",7.42023714961443,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
-1.15144157409667,14.9763498306274,-34.4687572765989,1.72513956904486e-09,2.124700628473e-07,12.6145433355879,"APOL2_HUMAN",21,-36.1051577408242,3.07300458429247e-10,3.8959936245233e-08,-0.0462479591370002,"Non-significant",7.40938176248044,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
-1.16282725334167,13.6747862100601,-34.7444376290503,1.62626260035969e-09,2.124700628473e-07,12.678280473664,"LG3BP_HUMAN",20,-35.9962369360657,3.14870710021961e-10,3.91499718622306e-08,0.482531547546387,"Non-significant",7.40726854574096,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-1.37288069725039,9.64247834682466,-31.9118462791817,3.05293005460542e-09,3.34749654906329e-07,11.995854812911,"ZNFX1_HUMAN",61,-35.9457661622846,3.18449364420412e-10,3.91499718622306e-08,-0.127146244049049,"Non-significant",7.40726854574096,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-1.13517761230465,12.1878225803375,-34.3905024698119,1.75443606245614e-09,2.124700628473e-07,12.5963503995865,"CASP1_HUMAN",20,-35.6231999601525,3.42429195750251e-10,4.12041186861971e-08,0.143354654312175,"Non-significant",7.38505937053758,"CASP1","Caspase-1","CASP1_HUMAN"
0.6801388263702,10.7973440885544,26.6822128608112,1.14637359181933e-08,9.54601936005919e-07,10.548068701529,"EDC4_HUMAN",55,35.5837757246665,3.45496611455111e-10,4.12041186861971e-08,0.0914845466613485,"Non-significant",7.38505937053758,"EDC4","Enhancer of mRNA-decapping protein 4","EDC4_HUMAN"
-0.791862726211548,11.3089219331741,-29.8107048193582,5.05320075812575e-09,5.19408718721162e-07,11.4464879319021,"ABCD1_HUMAN",33,-35.5174010769306,3.50730859140012e-10,4.12041186861971e-08,-0.140525817871076,"Non-significant",7.38505937053758,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
0.688985347747774,17.0392396450043,24.923631862514,1.89561710827618e-08,1.37330689433508e-06,9.99366934548705,"AHNK_HUMAN",315,35.4582499116616,3.55470582700739e-10,4.12041186861971e-08,-0.0050017833709699,"Non-significant",7.38505937053758,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
-1.4875981807709,9.58445703983308,-32.8119477407291,2.48475387912071e-09,2.92192651814282e-07,12.2195280291709,"PHAR4_HUMAN",29,-35.3664711533341,3.62967755612773e-10,4.14805685780569e-08,-0.0445408821105744,"Non-significant",7.38215529932687,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-2.61890339851379,9.64524757862091,-33.7994470384588,1.99485825663738e-09,2.38033527858172e-07,12.4574796927472,"TREX1_HUMAN",15,-34.6161365147262,4.31377618091837e-10,4.86138610166272e-08,-0.30238711833954,"Non-significant",7.31323988496072,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.985348463058461,9.89931571483612,29.807597607479,5.05709745858661e-09,5.19408718721162e-07,11.4456455057135,"FIL1L_HUMAN",39,34.3783500400074,4.55992580414019e-10,5.06838876367034e-08,0.136340856552176,"Non-significant",7.29513008056022,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-1.31152677536015,10.7682893276214,-32.2233931928905,2.84107725168809e-09,3.15787682468454e-07,12.0740278562479,"ALAT2_HUMAN",21,-33.7025284633888,5.35011901714674e-10,5.86633320339576e-08,-0.31212091445923,"Non-significant",7.23163327304889,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
-1.35434579849245,12.7273414134979,-48.5633829479048,1.35536207208775e-10,3.43668995403749e-08,15.308582644126,"SP14L_HUMAN",9,-33.6114077871758,5.46797275757593e-10,5.91561746066282e-08,-1.44374108314514,"Up in BD",7.22799991785546,"SP140L","Nuclear body protein SP140-like protein","SP14L_HUMAN"
0.670073747634902,12.3969022035599,25.9677566234821,1.40059374177074e-08,1.08580123608897e-06,10.3275150276458,"CSDE1_HUMAN",47,33.5005035322551,5.61536509176933e-10,5.99514109929162e-08,-0.216936826705933,"Non-significant",7.22220059106011,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
-1.3102035522461,10.5571694374084,-39.1604306636732,6.69789319319744e-10,1.00642046980748e-07,13.6300748384007,"GMPR1_HUMAN",11,-32.8053429059141,6.64746936565775e-10,6.916694453726e-08,1.23798263072968,"Up in BDM",7.16010140893772,"GMPR","GMP reductase 1","GMPR1_HUMAN"
-2.02642560005188,12.4269429445267,-40.2454600909841,5.46861719939194e-10,8.53314614535889e-08,13.8458631557903,"BST2_HUMAN",7,-32.8043867132117,6.64902843715342e-10,6.916694453726e-08,0.0928242206573469,"Non-significant",7.16010140893772,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-1.47389721870422,8.7470520734787,-32.3384579418647,2.76708612534309e-09,3.1183523362547e-07,12.102695981323,"TRI38_HUMAN",16,-32.4748190678221,7.21168321705192e-10,7.40703767381763e-08,0.460755825042728,"Non-significant",7.13035544642583,"TRIM38","E3 ubiquitin-protein ligase TRIM38","TRI38_HUMAN"
-1.13846373558045,12.1281145811081,-28.8701590686734,6.40476986628998e-09,6.26124128856348e-07,11.1871754464908,"PNPT1_HUMAN",42,-32.4014685227836,7.34406408608337e-10,7.44871699931005e-08,0.433382272720337,"Non-significant",7.127918525655,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","PNPT1_HUMAN"
0.639181137084949,14.1265435218811,25.5309022615236,1.58731661699114e-08,1.21504594625152e-06,10.1895482643183,"PLOD2_HUMAN",38,32.0633897303741,7.99055300336078e-10,7.99925953759253e-08,0.169177532196025,"Non-significant",7.09695021221066,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.704702615737922,13.2689272165299,26.661518944623,1.15295772403968e-08,9.54601936005919e-07,10.5417668254896,"A1CF_HUMAN",34,32.0170507180655,8.08404340747581e-10,7.99925953759253e-08,0.101395606994625,"Non-significant",7.09695021221066,"A1CF","APOBEC1 complementation factor","A1CF_HUMAN"
0.296000957489026,11.3307282924652,13.9919499372528,1.28536688344458e-06,3.63396058964088e-05,5.29517283301271,"MACF1_HUMAN",282,31.4445261989587,9.34643262813406e-10,9.13698245116624e-08,-0.0407545566559264,"Non-significant",7.03919720920982,"MACF1","Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5","MACF1_HUMAN"
0.389048099517773,12.5795993804932,17.2607183630974,2.80543574910969e-07,1.08396693658457e-05,6.99830774755292,"LRP1_HUMAN",189,31.2478719839855,9.82997938890367e-10,9.49529199542433e-08,-0.09783935546875,"Non-significant",7.02249167547128,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.969538450241098,10.3580065965653,28.4831941632557,7.07646303533231e-09,6.75510836102193e-07,11.0779022694899,"GLSK_HUMAN",24,30.6165437448947,1.15827072458574e-09,1.10498082218908e-07,0.759265542030334,"Up in BDM",6.95664525943564,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
-1.1386249065399,11.0022307634353,-32.5708583956367,2.62420666997944e-09,3.04183041717331e-07,12.1602670630465,"FBX6_HUMAN",14,-30.5684026795141,1.17301334175985e-09,1.10498082218908e-07,-0.79186272621155,"Up in BD",6.95664525943564,"FBXO6","F-box only protein 6","FBX6_HUMAN"
