"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.48116159439085,9.70864343643187,65.9426397122303,1.23790865529855e-11,8.95153964282288e-09,17.3704793878993,"IRF9_HUMAN",16,65.3886429181656,3.32871648006557e-12,1.92922896566086e-09,0.102893590927151,"Non-significant",8.71461622615497,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
3.24916648864745,10.7485806941986,55.3945752220227,4.55944315983236e-11,2.46635478659198e-08,16.265220437755,"ISG20_HUMAN",11,52.9395143156092,1.79689109345792e-11,9.71998288821173e-09,-0.194225072860725,"Non-significant",8.01233449963769,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
1.79403734207157,10.9788105487824,45.7856063560913,1.89358521580459e-10,9.03797084766969e-08,14.9581240107838,"SLFN5_HUMAN",37,51.7204773187737,2.16395853768709e-11,1.09739747342457e-08,0.26176047325135,"Non-significant",7.95963604402971,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
1.58408093452452,11.8646024465561,41.6926110668874,3.81053133079542e-10,1.53635020020919e-07,14.2844322390506,"SAMH1_HUMAN",38,47.5040169246448,4.2642469545699e-11,1.97696145923444e-08,0.231641769409178,"Non-significant",7.70400179715318,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
1.13735795021057,11.9248501062393,37.8966498281597,7.76869277994732e-10,2.62646555068719e-07,13.5801566688853,"PML_HUMAN",44,47.3370605795732,4.38566752110179e-11,1.97696145923444e-08,-0.0841853618621489,"Non-significant",7.70400179715318,"PML","Protein PML","PML_HUMAN"
1.41803073883058,11.1230869293213,41.50937455254,3.9379029117979e-10,1.53635020020919e-07,14.2523059035236,"TAP1_HUMAN",24,45.2384098675929,6.29592272440206e-11,2.68869036767359e-08,-0.0829420089721671,"Non-significant",7.57045920869281,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
2.1395936012268,10.1767737865448,39.8260789015366,5.36349288338172e-10,1.89214701111997e-07,13.9485704407883,"HELZ2_HUMAN",117,44.2350458309857,7.52847270884788e-11,3.05430137797958e-08,0.070568323135376,"Non-significant",7.51508811189788,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
1.43017292022708,11.675975561142,40.2953898721089,4.91450346898668e-10,1.81255823397081e-07,14.0348479604152,"E2AK2_HUMAN",23,43.3814779753173,8.79328203774886e-11,3.37238506423118e-08,-0.248442888259877,"Non-significant",7.47206284278898,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
2.21896696090698,12.8772079944611,45.2722931098543,2.05996291697509e-10,9.28585506018662e-08,14.8780013449754,"UB2L6_HUMAN",12,42.9911877984099,9.4499495483613e-11,3.37238506423118e-08,-0.104954719543478,"Non-significant",7.47206284278898,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
0.880795955657977,13.0550489425659,34.8915238656409,1.43837388175452e-09,4.02447092295041e-07,12.958321509906,"HOIL1_HUMAN",29,42.9291158698977,9.55938581184585e-11,3.37238506423118e-08,-0.235693454742435,"Non-significant",7.47206284278898,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
1.30972361564637,16.2838255167007,41.4555101057983,3.97625760468239e-10,1.53635020020919e-07,14.2428278766897,"HLAA_HUMAN",17,41.3261079618418,1.29453899366034e-10,4.37662058106667e-08,-0.0266785621642995,"Non-significant",7.35886110170569,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
1.2243552207947,11.7965753078461,36.6531672988648,9.96334830596532e-10,3.10933108286933e-07,13.3303233134295,"5NT3A_HUMAN",23,39.6801412956751,1.78940350294924e-10,5.80768800917206e-08,-0.200222134590147,"Non-significant",7.2359967221176,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
1.0149068832397,11.0417046546936,30.732497802533,3.70142706828605e-09,8.580965494878e-07,11.9844804834467,"PAR14_HUMAN",91,39.1065359246796,2.0093964006829e-10,6.27086245966962e-08,-0.130950689315798,"Non-significant",7.20267272460523,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-0.793390274047869,11.2152335643768,-27.0897452598294,9.45552901351185e-09,1.6969713047353e-06,10.9986201879204,"CGNL1_HUMAN",84,-36.9298935182366,3.16992394491908e-10,9.52620847743459e-08,0.4664442539215,"Non-significant",7.02107991835154,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.24132442474364,10.0117802619934,30.9788382056972,3.48793232404354e-09,8.5760857203907e-07,12.0463171651857,"TDRD7_HUMAN",52,35.6475712159053,4.19919496958249e-10,1.19422120368136e-07,-0.00995373725889515,"Non-significant",6.92291522208402,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
1.5042881965637,11.6932542324066,33.741178342106,1.84654711530212e-09,4.99429443118714e-07,12.7031208188174,"TAP2_HUMAN",22,35.5745737760192,4.26822959166373e-10,1.19422120368136e-07,-0.06953024864195,"Non-significant",6.92291522208402,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
1.20923924446106,9.52964603900909,36.7087408914293,9.85142460994024e-10,3.10933108286933e-07,13.3417071310486,"TREX1_HUMAN",15,35.1599262327805,4.6854224744967e-10,1.26725059860221e-07,1.2243552207947,"Up in D",6.8971374949599,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
2.06645250320435,10.7834620475769,36.3328403446127,1.06372536961142e-09,3.19669172186186e-07,13.2642980736709,"NAT8_HUMAN",11,34.5642785548833,5.36738770754046e-10,1.40487044706398e-07,-0.109410285949707,"Non-significant",6.85236372324602,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.10233902931212,10.8776651620865,28.0477315209535,7.30420795031109e-09,1.37828705369359e-06,11.2716849597584,"RN213_HUMAN",232,33.8965621146561,6.26792749914326e-10,1.55268162529355e-07,0.0416352748871009,"Non-significant",6.80891758648204,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
0.741620302200301,11.922106385231,26.3466359635748,1.16242862776644e-08,1.96498872618686e-06,10.7793393046024,"DTX3L_HUMAN",43,33.8647943860599,6.31482544179038e-10,1.55268162529355e-07,0.905874252319325,"Up in D",6.80891758648204,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
1.13414120674134,10.3031350374222,29.0363517901307,5.6461877500381e-09,1.11739432692217e-06,11.5427813706648,"CMTR1_HUMAN",42,33.1499990914122,7.48184367819012e-10,1.78551998837749e-07,-0.0424256324767747,"Non-significant",6.74823528364344,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.00390744209295,11.967398762703,-31.0027418468647,3.4679690472712e-09,8.5760857203907e-07,12.0522874905122,"HRG_HUMAN",21,-32.9203862261504,7.90677240948972e-10,1.83301575230285e-07,0.017954349517824,"Non-significant",6.73683380284531,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-1.08636093139645,11.9488949775696,-30.1992626109502,4.2162325393008e-09,9.13341110778575e-07,11.8486651256859,"APOA5_HUMAN",23,-32.4751934059228,8.81025288125321e-10,1.93805192820174e-07,0.678184151649475,"Up in D",6.71263459063441,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
1.65453386306762,11.5402386188507,30.1484740023404,4.26935705439579e-09,9.13341110778575e-07,11.8355868584617,"STAT2_HUMAN",35,32.4625499031441,8.83755500905402e-10,1.93805192820174e-07,0.204785108566282,"Non-significant",6.71263459063441,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.01052427291868,11.9866313934326,29.0872981177727,5.57307647166445e-09,1.11739432692217e-06,11.5564698892243,"RO52_HUMAN",27,32.330022227272,9.12952886222126e-10,1.94406622552074e-07,-0.498583793640149,"Non-significant",6.7112889447141,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
0.733260154724102,10.3947021961212,26.4164387424768,1.139822859989e-08,1.96498872618686e-06,10.8002251562705,"ITA2_HUMAN",32,32.1866733016791,9.45761500978081e-10,1.94406622552074e-07,-0.129646778106675,"Non-significant",6.7112889447141,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
1.1101610660553,12.6221290826798,30.7420975843519,3.69283517813685e-09,8.580965494878e-07,11.9869008417227,"LG3BP_HUMAN",20,32.1330378933849,9.58376251181039e-10,1.94406622552074e-07,0.132787466049177,"Non-significant",6.7112889447141,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.798419952392599,11.553982257843,26.1100731795213,1.24290157828908e-08,2.05814355229338e-06,10.7081023585892,"PARP9_HUMAN",37,31.5376089299657,1.11189058908507e-09,2.20045859508201e-07,-0.218472480773926,"Non-significant",6.65748679892407,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
-0.653470516204823,17.1405408382416,-24.0506736264838,2.28556812106144e-08,3.31162495255224e-06,10.0565441549145,"SBP1_HUMAN",39,-30.9318375074434,1.29703891483828e-09,2.50575565595186e-07,-0.244305133819575,"Non-significant",6.60106128068646,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.522341251373295,16.3433134555817,-19.4693875597258,1.08884486411955e-07,1.17798496366213e-05,8.36450963048837,"FAS_HUMAN",149,-30.2249563615064,1.55833149392886e-09,2.94053528877646e-07,-0.0487835407257258,"Non-significant",6.53157360434937,"FASN","Fatty acid synthase","FAS_HUMAN"
0.923025846481295,11.9698511362076,27.0267222110765,9.62049297730142e-09,1.6969713047353e-06,10.9802820011057,"NUB1_HUMAN",27,30.1221792217723,1.60103717090902e-09,2.95245809198996e-07,-0.455435991287226,"Non-significant",6.52981625816718,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
1.9072299003601,11.9329290390015,35.4315593974594,1.28279045163462e-09,3.71734347305832e-07,13.0747069504366,"BST2_HUMAN",7,29.3637364736982,1.96013974070087e-09,3.5343497457882e-07,-0.352466583251974,"Non-significant",6.45169047657507,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
0.941782951354975,11.2866880893707,28.3560124826381,6.73433141575473e-09,1.30100869303414e-06,11.3573546413613,"T23O_HUMAN",17,28.3609070648578,2.58215562058199e-09,4.55469797943527e-07,0.0128014087676753,"Non-significant",6.34154041566428,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
4.13216340541841,9.00422245264054,27.253398358248,9.04191546752758e-09,1.66741141144361e-06,11.0460197537425,"OASL_HUMAN",28,28.2676922468733,2.65044492286775e-09,4.57568300088275e-07,-0.186091184616089,"Non-significant",6.33954407069583,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
2.25623321533203,11.0684158802032,31.1293720862895,3.36434768773536e-09,8.5760857203907e-07,12.0838276470895,"PLS1_HUMAN",7,28.1471389723442,2.74179201064408e-09,4.63477091132626e-07,-0.121667623519899,"Non-significant",6.33397172741068,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
1.04327559471131,10.5313538312912,24.9477569985114,1.74232042579784e-08,2.6673939499856e-06,10.3475294913944,"PAR12_HUMAN",33,27.6091527779969,3.19498557111996e-09,5.290635290626e-07,0.14499616622925,"Non-significant",6.27649217547944,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
0.905874252319325,11.3619704246521,25.5940828382555,1.44129040709369e-08,2.24896737753042e-06,10.5502376004542,"5NTD_HUMAN",22,27.3175715604497,3.4754281049227e-09,5.63992472866856e-07,0.304281234741207,"Non-significant",6.24872669214113,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.796553373336748,11.7203973531723,22.9925428841967,3.18911818450049e-08,4.38584829644695e-06,9.69794584589181,"UBA7_HUMAN",43,27.1364221218909,3.66355040717766e-09,5.69778836523731e-07,-0.0738580226897998,"Non-significant",6.24429368593483,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
0.645828723907448,15.3275444507599,21.4212016498209,5.3821888581614e-08,6.51807170076441e-06,9.13170536865495,"AMPN_HUMAN",49,27.0894540627891,3.71417630195734e-09,5.69778836523731e-07,0.0271313190460187,"Non-significant",6.24429368593483,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
0.581017494201671,11.760317325592,20.6676417908964,7.01086354831143e-08,8.26615791423407e-06,8.84446264257177,"ITA6_HUMAN",48,27.0824896130804,3.72174985651439e-09,5.69778836523731e-07,0.331109046936049,"Non-significant",6.24429368593483,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
0.954060316085771,10.5345009565353,23.7560315017641,2.50406676910463e-08,3.56456101131842e-06,9.95841382693015,"PAR10_HUMAN",43,27.0043328876072,3.8079429847418e-09,5.72178692188796e-07,0.1122715473175,"Non-significant",6.24246831926255,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.32708024978637,14.2872111797333,-13.6828394699689,1.43275801949293e-06,7.85499903389572e-05,5.52512087644885,"UTRN_HUMAN",162,-26.1526731051866,4.90802318450706e-09,7.05491284400194e-07,-0.0849230289459495,"Non-significant",6.15150834712619,"UTRN","Utrophin","UTRN_HUMAN"
-0.306740999221777,12.5233455896378,-12.9962871378473,2.07797993132293e-06,0.000104469674581057,5.11258124354679,"LRP1_HUMAN",189,-26.1302151347316,4.94151725133789e-09,7.05491284400194e-07,-0.323807716369629,"Non-significant",6.15150834712619,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
1.58658766746521,10.2572447061539,24.7701942119664,1.83706700727372e-08,2.76036327722573e-06,10.290840765754,"GBP4_HUMAN",27,26.120555703603,4.9560023676129e-09,7.05491284400194e-07,0.14481425285339,"Non-significant",6.15150834712619,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.719205856323221,10.1230905056,22.5282827776525,3.70859610599185e-08,4.93304078754391e-06,9.53501538495301,"CDHR2_HUMAN",30,25.9352742365838,5.24329386402515e-09,7.33518731253449e-07,0.058472871780376,"Non-significant",6.13458879146467,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.693762779235797,15.0722303390503,23.6143830343846,2.61745758295133e-08,3.66173290139088e-06,9.91077218312486,"GBP1_HUMAN",22,25.5952729867685,5.82051414809051e-09,8.00468674535701e-07,-0.1857225894928,"Non-significant",6.09665565905072,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
1.58094763755797,9.59972131252289,25.7099581854409,1.39379358429979e-08,2.217498263335e-06,10.585990074403,"CDHR5_HUMAN",12,25.1366844118481,6.71554156969635e-09,9.01839101523478e-07,-0.287256002426149,"Non-significant",6.04487093868155,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
-0.642673492431644,16.9577369689941,-22.4758741126353,3.77303200449384e-08,4.93780349749403e-06,9.51639928362695,"GSTM1_HUMAN",24,-25.1063878917431,6.77990943960219e-09,9.01839101523478e-07,0.0356488227844274,"Non-significant",6.04487093868155,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
2.1006851196289,12.5299730300903,46.3612092118281,1.72485878037113e-10,8.74719008995709e-08,15.0465755706659,"HLAB_HUMAN",2,24.9028281693069,7.23080605413049e-09,9.46302585858304e-07,-0.0280237197876243,"Non-significant",6.02396997315789,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
0.5332455635071,10.8290009498596,18.5579066592996,1.54942718562205e-07,1.57150652301716e-05,7.9786005910713,"CEIP2_HUMAN",61,24.8058285085323,7.4574463448399e-09,9.60471740349697e-07,0.0874478816985746,"Non-significant",6.01751540872081,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.851340055465673,13.7345107793808,-25.7368044627752,1.38304385180883e-08,2.217498263335e-06,10.5942481976383,"GNMT_HUMAN",15,-24.6652872037226,7.80011966384534e-09,9.7402171584249e-07,-0.0782618522644007,"Non-significant",6.01143136040534,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
2.05232024192812,9.29485595226289,24.2773561014492,2.13211142952562e-08,3.14544584348562e-06,10.1311650706152,"HLAF_HUMAN",14,24.664240440577,7.80273743280279e-09,9.7402171584249e-07,0.0408270359039324,"Non-significant",6.01143136040534,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
1.07395958900451,10.129678606987,21.7620319815248,4.78974408773448e-08,6.07249742623087e-06,9.25816599915113,"TSP1_HUMAN",50,24.0424870277305,9.54752392920076e-09,1.1737668054778e-06,0.000760316848774423,"Non-significant",5.93041817664359,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.7122030258179,12.1010921001434,20.4241273560552,7.65143016319255e-08,8.86910062059205e-06,8.74929970028105,"AMPE_HUMAN",38,23.7562807864799,1.04949625266032e-08,1.27098695434117e-06,0.0162551403045494,"Non-significant",5.89585890710667,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
1.07844638824464,10.5315027236938,21.6459350709973,4.98284005632316e-08,6.2201175718471e-06,9.21532486479022,"IFIT5_HUMAN",24,22.916938312324,1.39420336797479e-08,1.66361266584522e-06,-0.175611019134575,"Non-significant",5.7789477818117,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
1.33213877677917,9.34803211688995,22.0512039146701,4.34453231649723e-08,5.59548178032675e-06,9.36383648212557,"MLKL_HUMAN",19,22.7845382511063,1.459431013579e-08,1.71620626727246e-06,-0.0400271415710485,"Non-significant",5.76543051639713,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
0.440852642059321,10.5192220211029,16.578813526246,3.54285816259542e-07,2.96358259085559e-05,7.06991437118028,"E41L2_HUMAN",47,22.4538576239753,1.6378482371912e-08,1.8985000852242e-06,0.0678768157958967,"Non-significant",5.72158937902858,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
0.842551946640025,11.6196929216385,19.532451023393,1.06322078199616e-07,1.16580721961039e-05,8.39052085966377,"DSRAD_HUMAN",59,22.2377061132413,1.7676829824017e-08,2.02013798862076e-06,-0.0829296112060725,"Non-significant",5.69461896439011,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
0.739739179611187,10.1165760755539,19.8940338824087,9.28835022751251e-08,1.03240648967173e-05,8.53800950986286,"TLR3_HUMAN",25,21.6383267922654,2.19248738077619e-08,2.47081147328028e-06,0.0380440950393703,"Non-significant",5.60716039067142,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
0.510002613067655,16.2619807720185,17.4360905905027,2.44898641353562e-07,2.13667481284173e-05,7.476251778653,"AMPL_HUMAN",38,21.5290290396851,2.28172630041613e-08,2.53615441117486e-06,-0.0226116180419762,"Non-significant",5.59582430840872,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-0.462270259857199,14.9487063884735,-15.5055064677317,5.77631015290224e-07,4.07556352875207e-05,6.53064177578348,"CO3_HUMAN",111,-21.2879284555705,2.49337462935823e-08,2.71490637241334e-06,-0.0187630653381348,"Non-significant",5.56624514310842,"C3","Complement C3","CO3_HUMAN"
2.68632841110229,8.13208532333374,20.6602495766294,7.02939235989834e-08,8.26615791423407e-06,8.84159104044226,"XAF1_HUMAN",16,21.2705470722901,2.50946485002465e-08,2.71490637241334e-06,0.953734755516052,"Up in D",5.56624514310842,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
0.726365327835051,10.5709556341171,18.6834859997103,1.47447777149398e-07,1.5338349535772e-05,8.03290603512293,"TRFM_HUMAN",39,21.2301037383424,2.54735717104818e-08,2.71963895866907e-06,0.25308585166931,"Non-significant",5.56548874621031,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.498583793640149,11.694947719574,-17.4806113361928,2.40361739896712e-07,2.1198860407847e-05,7.49680303434307,"A0AAG2UXZ5_HUMAN",30,-20.7681091256322,3.02903729947039e-08,3.19189722700036e-06,0.0675632953643799,"Non-significant",5.49595110054975,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-0.495836973190299,15.3619586229324,-18.561050200084,1.54749923803927e-07,1.57150652301716e-05,7.97996454609209,"PBLD_HUMAN",23,-20.6717782750253,3.14189412141825e-08,3.251274321206e-06,0.360527157783509,"Non-significant",5.48794638603758,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.81352400779723,12.3329235315323,29.2904358502061,5.2920301815871e-09,1.10101366393328e-06,11.6107825730378,"IFM3_HUMAN",3,20.6520999872149,3.16552466570463e-08,3.251274321206e-06,-0.427744626998901,"Non-significant",5.48794638603758,"IFITM3","Interferon-induced transmembrane protein 3","IFM3_HUMAN"
0.852356195449833,9.18467700481415,18.933871391692,1.33695757914517e-07,1.40884075288103e-05,8.14007955973747,"PHAR4_HUMAN",29,20.5379969261848,3.30654145224238e-08,3.35365966793684e-06,-0.3958055973053,"Non-significant",5.47448101204491,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.410737037658699,14.169688463211,15.6935162925848,5.29023703341961e-07,3.86711561163664e-05,6.62771883851663,"PLOD2_HUMAN",38,20.5007994987327,3.35402684714516e-08,3.35982393058467e-06,0.015059232711776,"Non-significant",5.47368348093725,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.459308624267578,8.39403080940247,15.802955537926,5.02866235068535e-07,3.74335470765696e-05,6.68370073140381,"ZFY26_HUMAN",49,20.3738922973737,3.52189045937693e-08,3.48495355943712e-06,-0.0636756420135498,"Non-significant",5.45780300494462,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN"
0.93774104118345,12.3838492631912,19.2651381746782,1.17675684159032e-07,1.25634276482419e-05,8.27966627921251,"SP100_HUMAN",21,20.1437852948807,3.85087922879844e-08,3.76458241716512e-06,0.145728826522825,"Non-significant",5.42428319050679,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
0.420847892761227,13.7340850830078,16.1417006091696,4.30716514357941e-07,3.42630764460817e-05,6.85458510684301,"EHD4_HUMAN",31,20.0141379756816,4.05135666637564e-08,3.91341761797285e-06,-0.554940700531008,"Up in C",5.40744380415568,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
-0.466048717498802,11.4598908424377,-14.6940796343511,8.54263493093692e-07,5.41522967418923e-05,6.09799133960335,"VP13C_HUMAN",153,-19.5956634315612,4.78293451981433e-08,4.56573302279688e-06,-0.583354115486148,"Up in C",5.34048948708932,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.529513120651249,11.6988922357559,16.7755419067937,3.24985710719698e-07,2.77572005976803e-05,7.16498890615705,"OGFR_HUMAN",31,19.4825122153188,5.00544569862413e-08,4.7225798137949e-06,0.651693582534826,"Up in D",5.32582069356541,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
-0.493043422698978,17.9208552837372,-16.4794385496579,3.70213764134396e-07,3.06521885937396e-05,7.02146038303604,"BHMT1_HUMAN",31,-19.4301147572758,5.11240373340756e-08,4.76805102216884e-06,0.166946887969976,"Non-significant",5.32165910592558,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
