"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.3846368789673,11.6063899993897,63.2359714192014,1.67975956085823e-11,6.81478453840184e-09,17.3853857643554,"TAP1_HUMAN",24,68.0716432312388,1.83610222252567e-12,7.44906671678664e-10,-0.122962713241577,"Non-significant",9.12789813599527,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
2.21497559547423,12.1800497770309,58.9008340596846,2.85794068041442e-11,1.00823176873403e-08,16.8718399399628,"SAMH1_HUMAN",38,67.228647128158,2.03078130682731e-12,7.8465521540937e-10,-0.578300476074201,"Up in C",9.10532113425916,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
2.32817554473878,13.562825679779,67.0134243768648,1.08803837426829e-11,4.64649650990153e-09,17.7967298507051,"FGL1_HUMAN",17,66.7476519534754,2.15219203956822e-12,7.93767554957114e-10,-0.0854396820068501,"Non-significant",9.10030665674035,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.97002601623537,12.1694107055664,60.5416273197901,2.32682896516191e-11,8.58176828332897e-09,17.0717724142728,"5NT3A_HUMAN",23,65.3341108622734,2.55889750468748e-12,9.02734537088445e-10,-0.141090869903565,"Non-significant",9.04443994185398,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
2.96378898620605,13.2496190071106,67.8810069415162,9.88155387046090e-12,4.45438489471777e-09,17.8868595120763,"UB2L6_HUMAN",12,62.5747671632688,3.62729077203534e-12,1.22632655517895e-09,-0.103451013565049,"Non-significant",8.91139386731516,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.64370250701904,10.557915687561,51.0718784863339,8.30550275176852e-11,2.10596404149531e-08,15.8112896677639,"CMTR1_HUMAN",42,61.4241554721468,4.21449020881363e-12,1.36785494217255e-09,-0.402007102966312,"Non-significant",8.86395995609126,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.25291204452513,14.0547742843628,-51.3294955163363,7.9988210749397e-11,2.09362690974389e-08,15.8492995091131,"AL8A1_HUMAN",26,-60.3369899412924,4.86902033581656e-12,1.5195088848006e-09,-0.155800938606265,"Non-significant",8.81829675619043,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
2.211416721344,14.6241662502289,52.524249615347,6.73437608255344e-11,1.88423198392547e-08,16.0226001708021,"FIBB_HUMAN",38,58.7408428930277,6.04727724092096e-12,1.81221534414054e-09,0.986865043640151,"Up in BD",8.74179019671709,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.0025141239166,15.3507269620895,-40.4358296086405,4.75526708997076e-10,6.76916441544259e-08,14.0084430412992,"TRFE_HUMAN",51,-58.4139077371,6.32633110343123e-12,1.81221534414054e-09,0.117416858673105,"Non-significant",8.74179019671709,"TF","Serotransferrin","TRFE_HUMAN"
2.46153259277343,12.1718764305115,55.2523996544143,4.61119259862465e-11,1.49660866980961e-08,16.4008428286304,"TAP2_HUMAN",22,58.2440702728692,6.47698360612223e-12,1.81221534414054e-09,-0.114199399948125,"Non-significant",8.74179019671709,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.28410363197325,16.196338057518,-47.6747307018694,1.38949258968818e-10,3.19929451151495e-08,15.2874227122109,"ALDOC_HUMAN",31,-57.681670750526,7.00537362607694e-12,1.83830713261912e-09,1.97002601623537,"Up in BD",8.73558192773857,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
1.45471334457397,12.2087259292603,50.368581199237,9.21287425538853e-11,2.26525035479462e-08,15.7063315879165,"RO52_HUMAN",27,57.5733902605386,7.11257129236421e-12,1.83830713261912e-09,-0.25304651260376,"Non-significant",8.73558192773857,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.10649967193602,14.7776057720184,-42.2010568864038,3.4562219048607e-10,5.9667626672425e-08,14.343367093479,"ACOHC_HUMAN",48,-57.4373054915899,7.24991721023071e-12,1.83830713261912e-09,-0.0891816616058492,"Non-significant",8.73558192773857,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.98424839973453,16.6210879087448,56.3847447951682,3.96191136046309e-11,1.33945619911656e-08,16.5511056011919,"HLAA_HUMAN",17,56.2194916426254,8.62086681283963e-12,2.11203944687613e-09,1.65241456031798,"Up in BD",8.67529797467959,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
2.18915128707883,13.1616241931915,53.8466940491996,5.59151518098534e-11,1.62034122066125e-08,16.2088962347129,"LG3BP_HUMAN",20,56.0372565969842,8.8500543743885e-12,2.11203944687613e-09,-0.268391847610451,"Non-significant",8.67529797467959,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
1.65241456031798,11.7352405786514,51.3318227823386,7.99610967410446e-11,2.09362690974389e-08,15.8496418298138,"5NTD_HUMAN",22,54.8303886276532,1.0552475716285e-11,2.44636537034105e-09,-0.0614497661590754,"Non-significant",8.61147867956756,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.066739320755,10.4077521562576,-37.1077191845277,9.02767445878195e-10,1.03169789519094e-07,13.3296514763608,"SYNE2_HUMAN",160,-53.7633919200982,1.23684261601749e-11,2.78770582954608e-09,0.579764127731322,"Up in BD",8.55475305673807,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.49160099029545,12.4907910823822,44.9507650304287,2.15680268414582e-10,4.35577265898857e-08,14.8343385930421,"AMPE_HUMAN",38,52.8759519731145,1.41486523941596e-11,3.10276123043813e-09,0.363507509231567,"Non-significant",8.50825164378193,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
1.6648743152618,12.3407753705979,47.4705594961863,1.43478963881512e-10,3.19929451151495e-08,15.2545298484055,"NUB1_HUMAN",27,52.5210564875997,1.49397537621979e-11,3.19003057964404e-09,-0.717174768447901,"Up in C",8.49620515377448,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
1.99509644508367,15.2901147603989,47.3649082704935,1.458884605941e-10,3.19929451151495e-08,15.2374432429125,"FIBG_HUMAN",29,51.7646481202626,1.67972569881159e-11,3.49469085132237e-09,0.307336807251,"Non-significant",8.45659123694352,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
2.98645210266115,11.2434618473053,54.6029138806186,5.03763148247669e-11,1.57212853264676e-08,16.3129165270785,"NAT8_HUMAN",11,51.2791443798071,1.81257805194201e-11,3.67681457836438e-09,0.121942043304426,"Non-significant",8.43452827103504,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.2716455459595,10.976105928421,-39.6827654612165,5.47176349763121e-10,7.39964816996327e-08,13.8604809624254,"CGNL1_HUMAN",84,-51.0969743221416,1.86543962386532e-11,3.69175051415688e-09,-0.153139114379874,"Non-significant",8.43276765596303,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.25718307495113,11.9507122039795,41.2272657041141,4.11451210418782e-10,6.46476077215413e-08,14.1606213125228,"UBA7_HUMAN",43,50.743091145356,1.9731519758681e-11,3.81194169814138e-09,-0.280750751495324,"Non-significant",8.41885375031312,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
2.63151168823243,10.7797067165375,45.8791445019699,1.851261823751e-10,3.85157395843991e-08,14.9922919555122,"GBP4_HUMAN",27,48.7710461695655,2.71763307727261e-11,5.12811041604418e-09,0.0480053424835241,"Non-significant",8.29004263236552,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
2.80503129959105,9.87057828903198,47.8439892730518,1.35316719182559e-10,3.19929451151495e-08,15.3145648646044,"IRF9_HUMAN",16,48.6109220312881,2.79076875747632e-11,5.14643129503702e-09,-0.597033023834223,"Up in C",8.28849382068966,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
1.76980829238895,11.8457932472229,44.8289802977901,2.20096966993507e-10,4.35577265898857e-08,14.8133364697152,"E2AK2_HUMAN",23,47.7848444401889,3.20500627260729e-11,5.77898242131901e-09,-0.8625946044922,"Up in C",8.23814862658151,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.42030525207517,11.1016945838928,-42.2097022603883,3.45093830600402e-10,5.9667626672425e-08,14.3449678960426,"ACO12_HUMAN",27,-46.9709182160504,3.68186777275491e-11,6.49449458872464e-09,0.436665296554574,"Non-significant",8.1874546407216,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
2.27712178230283,10.2455378770828,41.8229425094128,3.69652621767219e-10,6.24866952712336e-08,14.2729853322555,"HELZ2_HUMAN",117,46.5927591322037,3.93015549607707e-11,6.7849535521637e-09,-0.327801942825316,"Non-significant",8.16845312104891,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
1.33444547653197,10.8749957084656,39.4256068034868,5.74386922019685e-10,7.46028496398285e-08,13.8092280322826,"TRFM_HUMAN",39,46.2699003070651,4.15707770578624e-11,7.02719343848949e-09,-0.214735269546525,"Non-significant",8.15321809141621,"MELTF","Melanotransferrin","TRFM_HUMAN"
2.10714650154113,14.8506368398667,40.6796850437097,4.54651421296304e-10,6.58757434356823e-08,14.0556892712037,"FINC_HUMAN",120,45.6928230366291,4.60029784690077e-11,7.59304283302768e-09,0.0991444587707502,"Non-significant",8.1195841502215,"FN1","Fibronectin","FINC_HUMAN"
2.02967286109924,9.93986284732818,46.3544201953744,1.71403152541191e-10,3.65990836768217e-08,15.071715332592,"TREX1_HUMAN",15,45.5969254922744,4.67897635754725e-11,7.59304283302768e-09,0.363878965377808,"Non-significant",8.1195841502215,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-1.1592705249786,13.3183053731918,-40.8187781072293,4.4321030448684e-10,6.58757434356823e-08,14.0824946477597,"BUP1_HUMAN",23,-44.5963514170587,5.59661279522607e-11,8.90410121969889e-09,-0.0355553627014249,"Non-significant",8.0504099116892,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.869701623916622,10.9972289800644,31.9133939313923,2.77828649967149e-09,2.23198184735985e-07,12.123136357964,"CEIP2_HUMAN",61,44.0899722724174,6.13689556196826e-11,9.5759174211174e-09,0.00424170494079235,"Non-significant",8.01881960776744,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.945824146270752,16.9943640232086,-34.4410665132542,1.57438774567089e-09,1.5968227710467e-07,12.7350669080652,"SBP1_HUMAN",39,-43.652692604523,6.65088609376708e-11,1.01821301443068e-08,0.564309358596775,"Up in BD",7.99216135626813,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
1.7797074317932,10.2809717655182,38.6618618420032,6.64684586737781e-10,7.98471159032543e-08,13.6547676198789,"TDRD7_HUMAN",52,43.3685501450838,7.01074232228266e-11,1.03884868476232e-08,0.669144630432124,"Up in BD",7.98344770572334,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
1.77698731422424,12.7516895532608,40.8294972340795,4.42342226007862e-10,6.58757434356823e-08,14.0845560895211,"ANXA1_HUMAN",23,43.3240463552943,7.0690614663965e-11,1.03884868476232e-08,-0.122438430786151,"Non-significant",7.98344770572334,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.14213871955873,10.8529833555222,40.7769195234666,4.46618715103293e-10,6.58757434356823e-08,14.0744387588557,"ALAT2_HUMAN",21,43.2481559580068,7.16977154876635e-11,1.03884868476232e-08,-0.0367784500122088,"Non-significant",7.98344770572334,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
1.21579623222355,16.4280925989151,44.1650769029081,2.46052843488284e-10,4.75350660015224e-08,14.6976672406074,"STOM_HUMAN",17,42.9608059103131,7.56596820184817e-11,1.05988048092992e-08,0.112009525299063,"Non-significant",7.97474310586652,"STOM","Stomatin","STOM_HUMAN"
0.92165088653565,13.6119198799133,30.4986483971687,3.89400938623667e-09,2.79610550087826e-07,11.7573985697979,"APOB_HUMAN",239,42.9536294086953,7.57617302118999e-11,1.05988048092992e-08,0.0527324676513494,"Non-significant",7.97474310586652,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.959909200668303,12.3285328149795,39.2664391641484,5.91995807859226e-10,7.46028496398285e-08,13.7773164367257,"PAI1_HUMAN",22,42.8320503340666,7.75142617456508e-11,1.06601816915968e-08,-0.427390813827525,"Non-significant",7.97223539315321,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
1.4180474281311,12.624002456665,40.2626497553208,4.91011514692568e-10,6.86908177623362e-08,13.9746937713202,"SP100_HUMAN",21,42.3837043088118,8.43820500259469e-11,1.10904960593816e-08,-0.50542068481445,"Up in C",7.95504902814895,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
1.56975722312929,9.54337751865388,38.5963642484132,6.73149182636697e-10,7.98471159032543e-08,13.6413623768966,"PHAR4_HUMAN",29,42.344033259024,8.50219216662042e-11,1.10904960593816e-08,-0.26794695854187,"Non-significant",7.95504902814895,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-1.0882670879364,10.8916174173355,-34.1206443225238,1.68799579348016e-09,1.67029242296317e-07,12.6602418429995,"ACD10_HUMAN",51,-42.1330016334426,8.85186737598005e-11,1.10904960593816e-08,-0.0669386386871746,"Non-significant",7.95504902814895,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
1.18450760841367,11.334126830101,41.1891142626351,4.14305595454788e-10,6.46476077215413e-08,14.153361833553,"PRS23_HUMAN",19,42.1261607899296,8.8634697136477e-11,1.10904960593816e-08,0.128253221511825,"Non-significant",7.95504902814895,"PRSS23","Serine protease 23","PRS23_HUMAN"
-1.07789087295535,16.8814065456391,-33.1181251526036,2.10811050909413e-09,1.9219335585157e-07,12.4211000977261,"AL1L1_HUMAN",79,-42.1230102372672,8.86881891674651e-11,1.10904960593816e-08,-0.259861469268776,"Non-significant",7.95504902814895,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.834589242935198,10.7160903215408,31.3832202304285,3.14743884395595e-09,2.38675876447276e-07,11.9881496171797,"E41L2_HUMAN",47,42.1138308121998,8.88442499210995e-11,1.10904960593816e-08,-0.309097290039062,"Non-significant",7.95504902814895,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
0.916232347488426,11.9279247522354,32.2768039662384,2.55358092532403e-09,2.15621709678166e-07,12.2142784965646,"ITA6_HUMAN",48,41.7922398863626,9.45112970874407e-11,1.14036326722353e-08,0.216082572936999,"Non-significant",7.94295678040069,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.4403169155121,11.0466541051865,34.9240933833439,1.41911716031214e-09,1.51509429457536e-07,12.8464389887453,"RN213_HUMAN",232,41.7497517508484,9.5289929443034e-11,1.14036326722353e-08,-0.0698173046112256,"Non-significant",7.94295678040069,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.49386620521545,13.4132477045059,-43.7527228008875,2.63914981706016e-10,4.86791936486092e-08,14.6248057543219,"GNMT_HUMAN",15,-41.657964690059,9.69967202228582e-11,1.14036326722353e-08,-0.387598514556899,"Non-significant",7.94295678040069,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
1.08213901519775,15.545699596405,33.8867128371907,1.77681024554995e-09,1.71631408718956e-07,12.60512899214,"AMPN_HUMAN",49,41.6366602868689,9.73977697144258e-11,1.14036326722353e-08,-0.242271423339851,"Non-significant",7.94295678040069,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
2.35580205917358,14.9178235530853,38.5515923932331,6.79005545640196e-10,7.98471159032543e-08,13.6321843694201,"FIBA_HUMAN",43,41.5849026601079,9.83798726961385e-11,1.14036326722353e-08,0.165164709091187,"Non-significant",7.94295678040069,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.49202513694768,11.7233399152756,-39.2597102843141,5.92753593322517e-10,7.46028496398285e-08,13.775964159504,"HRG_HUMAN",21,-41.2534225933559,1.04939802068643e-10,1.19926979434503e-08,-0.0353693962097488,"Non-significant",7.92108310462869,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.9327232837677,14.456005692482,-35.0789466015745,1.37306870807347e-09,1.48547726630775e-07,12.8817873797429,"SERA_HUMAN",27,-40.8731211655925,1.13078378548895e-10,1.27433050492463e-08,0.398803830146793,"Non-significant",7.89471792062712,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-1.28304219245912,15.392036318779,-43.7514146812344,2.63973936472616e-10,4.86791936486092e-08,14.6245733530807,"BAAT_HUMAN",15,-40.5134899868313,1.21431733114579e-10,1.34263344538163e-08,-0.0587973594665758,"Non-significant",7.87204253861708,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
1.28686594963073,10.6531490087509,35.6930086079622,1.20640378038699e-09,1.34092606493973e-07,13.0202942205141,"PAR12_HUMAN",33,40.4716125306788,1.22448699726695e-10,1.34263344538163e-08,0.00775051116943537,"Non-significant",7.87204253861708,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
2.20046353340147,11.8132034540176,37.5217756031775,8.31038271804677e-10,9.63292076774735e-08,13.4177300824705,"STAT2_HUMAN",35,40.3276627113776,1.26018062894458e-10,1.36334741643418e-08,1.97161996364594,"Up in BD",7.8653934605157,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.0175857543945,11.043044090271,31.3036522426649,3.20749856316121e-09,2.40978179087871e-07,11.967679956902,"PAR14_HUMAN",91,40.2132282260619,1.2893901638683e-10,1.37659365652992e-08,0.396627187728882,"Non-significant",7.86119423604656,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
0.986865043640151,11.5403079986572,35.4562188938473,1.26779716694839e-09,1.39012246116477e-07,12.9671964072946,"4F2_HUMAN",23,38.8213124082621,1.71288240967117e-10,1.80497764572362e-08,-1.02977764606476,"Up in C",7.74352817237273,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
1.14913654327394,10.2144613265991,32.1302900300253,2.64160129272363e-09,2.16504574637975e-07,12.1776668041663,"AGRIN_HUMAN",63,38.6984276131556,1.75722145895942e-10,1.81219433321022e-08,0.542052745819093,"Up in BD",7.74179523198182,"AGRN","Agrin","AGRIN_HUMAN"
-1.12625885009762,11.4288792610168,-32.191587440023,2.60436449675409e-09,2.15630750272069e-07,12.1930059658875,"DPYD_HUMAN",55,-38.6788623078834,1.76439921522809e-10,1.81219433321022e-08,-1.21246838569642,"Up in C",7.74179523198182,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
2.69683289527894,10.3402789831162,41.4533844997073,3.94984056115722e-10,6.40980126264594e-08,14.2034910835583,"SYUG_HUMAN",9,38.3890419046681,1.87467286609921e-10,1.90138695444112e-08,-0.84978199005127,"Up in C",7.72092949014293,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.968024015426627,15.1258651018143,-34.5425980522341,1.54021530236696e-09,1.5968227710467e-07,12.7586182342461,"PBLD_HUMAN",23,-37.7929106291614,2.12669500546095e-10,2.1303707746062e-08,-0.00352716445924983,"Non-significant",7.67154480437719,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.852937221527096,16.4334480762482,30.1844284010896,4.20601837449533e-09,2.93771487955568e-07,11.6737061197642,"AMPL_HUMAN",38,37.5599310658572,2.23535747035336e-10,2.2119134773716e-08,-0.128572702407824,"Non-significant",7.65523186517701,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
1.19897675514218,12.1559230089188,35.940707891433,1.14575912947834e-09,1.29120688563712e-07,13.0754254960824,"CASP1_HUMAN",20,37.4243236751531,2.30146823906398e-10,2.24989316768255e-08,0.190554141998302,"Non-significant",7.64783810312751,"CASP1","Caspase-1","CASP1_HUMAN"
1.96986961364746,8.63220882415771,33.4422719430004,1.96052529568058e-09,1.82847152289106e-07,12.4992724627773,"PGBM_HUMAN",106,36.8188461361342,2.62471099376836e-10,2.51650535837825e-08,-0.642858982086185,"Up in C",7.59920214052548,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
1.66145849227905,10.5935320854187,39.0706474208971,6.14501168478362e-10,7.55464012277792e-08,13.7378621710476,"MTAP2_HUMAN",13,36.7988551135748,2.63622079692077e-10,2.51650535837825e-08,-0.59359920024872,"Up in C",7.59920214052548,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
-3.43080317974091,9.64706546068192,-42.697537655266,3.16710723321633e-10,5.71064624229273e-08,14.4346936624834,"NUA4L_HUMAN",5,-36.6689359252678,2.71241715808993e-10,2.55913404892345e-08,1.08460497856143,"Up in BD",7.59190696492054,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.652030706405629,14.0398777723312,-24.5324719747255,1.96245284584892e-08,8.79742673547962e-07,9.98852920065537,"LPPRC_HUMAN",87,-36.4631417636284,2.83822783371886e-10,2.6412973754742e-08,0.035599231719976,"Non-significant",7.57818270017247,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
