"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.35710287094113,10.2055473327637,65.6036981277488,1.29089490828152e-11,6.16136546223308e-09,17.6043771664881,"HELZ2_HUMAN",117,82.9234402140769,2.77583386344488e-13,1.87692633066598e-10,0.17559266090395,"Non-significant",9.72655277309689,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
2.4523494243622,11.6872605085373,68.1617282056629,9.69638608627584e-12,4.91727979400263e-09,17.8668413302792,"STAT2_HUMAN",35,77.8782368367813,4.64172547417986e-13,2.8064921382621e-10,0.0148491859436035,"Non-significant",9.55183617001804,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-0.794562816619877,16.0281813144684,-34.2315964172985,1.66257986823036e-09,2.28647000861376e-07,12.7121129006492,"FAS_HUMAN",149,-77.4768965319141,4.84235764551015e-13,2.8064921382621e-10,0.185297727584826,"Non-significant",9.55183617001804,"FASN","Fatty acid synthase","FAS_HUMAN"
4.06024742126464,10.4300398826599,72.0931774490125,6.37367056309053e-12,3.71269700352032e-09,18.2445462636024,"CMPK2_HUMAN",26,76.6135896246657,5.3077655010274e-13,2.87114728502242e-10,0.07537841796875,"Non-significant",9.54194452835622,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
1.32879972457887,10.8778185844421,52.4813473341915,6.84960857726928e-11,2.0584342220727e-08,16.0051218861923,"TRFM_HUMAN",39,69.3894132933382,1.19432978236574e-12,6.05674490882224e-10,0.456901073455851,"Non-significant",9.21776071707862,"MELTF","Melanotransferrin","TRFM_HUMAN"
1.74824261665345,12.3923681974411,55.9774279779759,4.22955102205309e-11,1.56362467464889e-08,16.4781095978284,"PML_HUMAN",44,68.8378160694609,1.27497775747107e-12,6.08539383771781e-10,-0.0368695259094256,"Non-significant",9.21571130962575,"PML","Protein PML","PML_HUMAN"
2.84752964973451,10.6716977357864,62.2069558098699,1.92133921044067e-11,8.66097019639753e-09,17.2334787651554,"GBP4_HUMAN",27,66.9418520051874,1.6025219453799e-12,7.22381281378471e-10,-0.380930423736576,"Non-significant",9.14123351615436,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
2.95850324630737,13.2522618770599,73.2311255138548,5.66883389443282e-12,3.71269700352032e-09,18.3484635228643,"UB2L6_HUMAN",12,64.9704111390882,2.04680539681813e-12,8.74093631041176e-10,-0.0194278955459595,"Non-significant",9.05844204417733,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.47112846374512,12.2005183696747,55.959744111744,4.23955420782296e-11,1.56362467464889e-08,16.4758121234285,"RO52_HUMAN",27,64.1234251128523,2.27889731255581e-12,9.24548639703894e-10,-0.0277750492095947,"Non-significant",9.0340702360469,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.36858773231507,14.0273967981338,-48.4994732689898,1.23521684189689e-10,3.34084981838378e-08,15.4161339210862,"CP2A6_HUMAN",38,-60.3122359778076,3.76288175268431e-12,1.45390583529907e-09,-0.531644582748424,"Up in BT",8.8374637203919,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
3.54107570648194,10.5409789085388,54.5175733758333,5.15338791843894e-11,1.60825344500821e-08,16.2852714731594,"IFIH1_HUMAN",45,58.9854764353686,4.51409832673939e-12,1.58240912123335e-09,0.113694190979,"Non-significant",8.80068122240394,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-0.668376922607424,14.0480508804321,-29.3126526685139,5.27480193711687e-09,4.86838262872568e-07,11.4707197698965,"LPPRC_HUMAN",87,-58.9215601549686,4.55432290131553e-12,1.58240912123335e-09,0.207324624061584,"Non-significant",8.80068122240394,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
1.46674871444705,11.033438205719,43.6582471741703,2.70925100029071e-10,6.22134861070548e-08,14.6157888731475,"RN213_HUMAN",232,58.7250556449846,4.68052981385266e-12,1.58240912123335e-09,-0.170884847640998,"Non-significant",8.80068122240394,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
2.35765719413757,12.2238141298294,55.1145985731043,4.75041152365669e-11,1.60825344500821e-08,16.364919274315,"TAP2_HUMAN",22,57.8144711900858,5.31895694116445e-12,1.72632066482433e-09,-0.794950842857363,"Up in BT",8.76287853073618,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
3.71255803108217,11.8477114439011,54.851317851784,4.92354624700057e-11,1.60825344500821e-08,16.3299310913528,"OAS1_HUMAN",20,57.0730940103465,5.91133884526913e-12,1.82498792727892e-09,-0.0855280160903975,"Non-significant",8.73874000415736,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
1.93002605438235,16.6481990814209,58.6920100554009,2.96836403166532e-11,1.20426528764662e-08,16.8201103910067,"HLAA_HUMAN",17,56.8854218552242,6.07279689875903e-12,1.82498792727892e-09,0.833244800567625,"Up in BD",8.73874000415736,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
1.09163761138915,11.0060181617737,38.8251261118726,6.50295427336827e-10,1.17255491053578e-07,13.7054753743213,"PAR14_HUMAN",91,56.6276339420799,6.30270182759945e-12,1.82643295104078e-09,0.161125659942631,"Non-significant",8.73839626625386,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.66693472862242,10.9023183584213,59.1054398247342,2.81657010317539e-11,1.20282367458764e-08,16.8703987889447,"T23O_HUMAN",17,55.8807420669531,7.0258647624932e-12,1.96578850630586e-09,-0.304814815521251,"Non-significant",8.70646320852073,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
1.15786218643188,14.7495112419128,41.8287533219998,3.72937071674873e-10,7.96318789360506e-08,14.2855797919789,"VIME_HUMAN",46,54.9019622837036,8.11853579456922e-12,2.19579331457115e-09,2.06003236770633,"Up in BD",8.65840854152872,"VIM","Vimentin","VIME_HUMAN"
2.69549870491026,11.390797495842,46.2286580260679,1.76731798011429e-10,4.21765237960216e-08,15.0532029013575,"SLFN5_HUMAN",37,50.0493844535041,1.73038548963708e-11,4.48963770831697e-09,0.083065509796139,"Non-significant",8.34778870301159,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
2.06003236770632,12.1244075298309,47.2632136625136,1.49801918134971e-10,3.79841488670985e-08,15.2211522305157,"5NT3A_HUMAN",23,49.908859766085,1.77062369566358e-11,4.48963770831697e-09,-0.147208213806175,"Non-significant",8.34778870301159,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-0.870737552642822,16.7778298854828,-32.802071931086,2.28435721582345e-09,2.91573302177175e-07,12.3724460109594,"AL1L1_HUMAN",79,-49.6538989366386,1.84633799919873e-11,4.52366936323495e-09,1.07957339286805,"Up in BD",8.34450914534033,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.697216987609876,12.0239927768707,28.9372556742338,5.80522259114608e-09,5.01101873452758e-07,11.366888535673,"TENS1_HUMAN",76,49.4943981263941,1.89554792149357e-11,4.52366936323495e-09,-0.232839584350575,"Non-significant",8.34450914534033,"TNS1","Tensin-1","TENS1_HUMAN"
2.29345703125002,11.6519799232483,46.3340494247672,1.73751253881471e-10,4.21765237960216e-08,15.0705171517146,"TAP1_HUMAN",24,49.0592793572069,2.03744240591213e-11,4.62393970237703e-09,0.0592429637908758,"Non-significant",8.33498783788676,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
1.47064232826233,12.5977050065994,47.2947483440123,1.49057387639007e-10,3.79841488670985e-08,15.2262020600475,"SP100_HUMAN",21,49.0179202509585,2.0515384432533e-11,4.62393970237703e-09,0.142453789710997,"Non-significant",8.33498783788676,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
2.73008036613465,11.4357160329819,71.3833284377607,6.86350197840828e-12,3.71269700352032e-09,18.1785292191278,"PLS1_HUMAN",7,48.5375008218945,2.22354664432744e-11,4.84072459563591e-09,0.103864669799803,"Non-significant",8.31508962506371,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
1.31844663619993,11.9200804233551,40.1559496799666,5.05722519472643e-10,9.54286633256053e-08,13.9686423588555,"UBA7_HUMAN",43,48.3478592258121,2.29585144922143e-11,4.84072459563591e-09,-0.809144973754901,"Up in BT",8.31508962506371,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.26794052124025,12.6026213169098,40.2776796065796,4.94428772170484e-10,9.54286633256053e-08,13.9922147878807,"AMPE_HUMAN",38,48.1715468215991,2.36544685857817e-11,4.84072459563591e-09,0.39092922210695,"Non-significant",8.31508962506371,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
2.35975909233092,11.4236954450607,43.1289472431576,2.96755994272617e-10,6.50777875007571e-08,14.521940803324,"DDX60_HUMAN",75,48.1197084412191,2.38635671463441e-11,4.84072459563591e-09,0.0518078804015758,"Non-significant",8.31508962506371,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
0.816411733627328,11.7614492177963,32.0382371777713,2.72236596519561e-09,3.20134455675322e-07,12.1842435223514,"DSRAD_HUMAN",59,47.5608472670758,2.62544730088519e-11,5.19582424375181e-09,-0.0874068737029994,"Non-significant",8.28434554798772,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
2.6063185930252,8.86465018987655,43.5492849777146,2.76027298478429e-10,6.22134861070548e-08,14.5965786601016,"SAMD9_HUMAN",42,47.2978602461691,2.74716626051157e-11,5.3072635804264e-09,-0.14296841621395,"Non-significant",8.27512934299392,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
1.65187549591065,12.3472747802734,41.3562550058088,4.0593710338585e-10,8.445573479161e-08,14.1975614814119,"NUB1_HUMAN",27,44.9149055620932,4.19125774022677e-11,7.7765640587091e-09,0.088550329208374,"Non-significant",8.10921224619129,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
2.43987202644349,10.4687594175339,54.7515092619959,4.99104137683103e-11,1.60825344500821e-08,16.3166114831363,"SYUG_HUMAN",9,44.7904043875059,4.28739337226108e-11,7.7765640587091e-09,-0.295281171798708,"Non-significant",8.10921224619129,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.671054840087898,10.2099099159241,-25.8489987184636,1.34210764140842e-08,9.63704548883888e-07,10.454300768975,"SYNE2_HUMAN",160,-44.7579489349221,4.31285904167993e-11,7.7765640587091e-09,-0.849293470382676,"Up in BT",8.10921224619129,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.46350336074831,9.59650444984437,39.6497318567083,5.55930208229959e-10,1.02518584308588e-07,13.86972962433,"PHAR4_HUMAN",29,43.8745760009249,5.07561148610951e-11,8.95293730397665e-09,0.256091356277475,"Non-significant",8.04803445679295,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-0.849208116531379,14.6489599943161,-31.8404731377284,2.85077614658665e-09,3.24624384435983e-07,12.1347190547295,"ACOHC_HUMAN",48,-43.2066405977913,5.75318130552135e-11,9.93219427936175e-09,-0.337902069091795,"Non-significant",8.00295479398764,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.1404001712799,16.2897166013718,36.0545713021142,1.12944411073756e-09,1.7338725277992e-07,13.1232235225017,"AMPL_HUMAN",38,43.0583392370023,5.91703366601286e-11,1.00022523262559e-08,-0.251250505447425,"Non-significant",7.99990219372773,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
5.5779695510864,9.31303095817565,40.522961703666,4.7252934357616e-10,9.35147096043161e-08,14.0394649959196,"IFI44_HUMAN",27,42.5223989859422,6.55433578932378e-11,1.08534450193006e-08,-0.100959300994875,"Non-significant",7.96443238942851,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
1.70590448379519,10.6728367805481,37.2644170287687,8.83080719467713e-10,1.46230958321654e-07,13.3834702368493,"PAR10_HUMAN",43,41.7006424988909,7.68661649976257e-11,1.24738412558147e-08,0.0653197765350342,"Non-significant",7.90399978715377,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.31523180007933,12.8164920806885,-49.3041771792004,1.09231101518456e-10,3.05621088869225e-08,15.5398413901272,"FADS2_HUMAN",14,-41.3366415105859,8.25702972863012e-11,1.31367723957068e-08,-0.0572216510772989,"Non-significant",7.88151132449598,"FADS2","Acyl-CoA 6-desaturase","FADS2_HUMAN"
1.06653785705567,12.758855342865,35.9982978602524,1.14267131212244e-09,1.7338725277992e-07,13.1108816943359,"ITA5_HUMAN",29,41.2085569026511,8.4689175411122e-11,1.32147686401124e-08,-0.0513339042663574,"Non-significant",7.87894043595278,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
1.63858795166018,10.166497707367,36.9719268161753,9.36520883001698e-10,1.51978608893515e-07,13.3214311524433,"KPCD2_HUMAN",30,40.3304082857086,1.00971175343278e-10,1.52607515141099e-08,0.595242261886552,"Up in BD",7.81642407906825,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-0.990710020065256,13.9236732721329,-35.9510168188926,1.15392058788707e-09,1.7338725277992e-07,13.1004954113869,"AL8A1_HUMAN",26,-40.3015536289698,1.01562802780618e-10,1.52607515141099e-08,0.380245685577425,"Non-significant",7.81642407906825,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.70567560195921,10.3179876804352,35.523410276106,1.2615592717798e-09,1.86114398749478e-07,13.0058652371069,"TDRD7_HUMAN",52,39.8901096161721,1.10436128408959e-10,1.62923408347326e-08,-0.0694489479064764,"Non-significant",7.78801651307811,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
2.72489309310915,11.3742413520813,40.7961844136486,4.49418772314056e-10,9.11645979639063e-08,14.0917118978842,"NAT8_HUMAN",11,39.272867268804,1.25425488344169e-10,1.81732573647248e-08,0.242805004119877,"Non-significant",7.74056722300914,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.29823899269103,14.9499562978745,36.7656087530676,9.7642149349208e-10,1.55346745062642e-07,13.2773371803765,"GBP1_HUMAN",22,38.615689627424,1.43942994489205e-10,2.0490411531323e-08,-0.00220203399659091,"Non-significant",7.68844931910061,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.498568058013916,16.9440310001373,-19.6919613056779,1.00330420680876e-07,3.80900062225824e-06,8.23864088914528,"AHNK_HUMAN",315,-38.4150642948143,1.50192704375197e-10,2.1011441436213e-08,0.00756907463072309,"Non-significant",7.67754415290961,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
1.1913411617279,11.7931302785874,33.966771368462,1.76160712235657e-09,2.34322626078709e-07,12.6503790677443,"OGFR_HUMAN",31,38.269838347749,1.54906566906908e-10,2.13035912522484e-08,-0.310226440429675,"Non-significant",7.67154717921068,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
2.51659512519836,9.69640171527862,37.6003775608399,8.25913566527194e-10,1.39613805808368e-07,13.4540569196299,"TREX1_HUMAN",15,38.035874670128,1.62853794807849e-10,2.20232615178481e-08,-0.2625186443329,"Non-significant",7.65711836409659,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.864172697067222,15.2595385313034,31.9677759697472,2.76735064352152e-09,3.20775473164766e-07,12.1666366955725,"TYPH_HUMAN",30,37.7634972962051,1.72687408126642e-10,2.29702562219602e-08,0.0217521190643311,"Non-significant",7.63883416043567,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-1.03689718246463,12.3679327964783,-32.0952262550349,2.68658763248798e-09,3.20134455675322e-07,12.198453150929,"FMO5_HUMAN",32,-36.9225449325994,2.07509709051211e-10,2.71569964393795e-08,-0.0877678394318,"Non-significant",7.56611826465427,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
-0.43171834945675,15.9162857532501,-18.617388712547,1.5161831992417e-07,5.10469314466686e-06,7.78065403580084,"AOXA_HUMAN",91,-36.407554843751,2.32694321887323e-10,2.99695512348212e-08,0.0115621089935249,"Non-significant",7.52331976014745,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-1.35944080352782,11.6570477485657,-34.9030040456771,1.43856966294518e-09,2.0583614060119e-07,12.8662916909774,"HRG_HUMAN",21,-36.2965503923852,2.38561198808665e-10,3.02450869864611e-08,-0.178560495376574,"Non-significant",7.51934516210106,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.870134115219077,15.2845369577408,-28.4030703824512,6.66742884248812e-09,5.40995176279486e-07,11.2166352033544,"TRFE_HUMAN",51,-36.0452034149895,2.52468565590173e-10,3.15158452492102e-08,-0.276501655578613,"Non-significant",7.50147104068353,"TF","Serotransferrin","TRFE_HUMAN"
1.91642141342165,11.7724866867066,34.0919905344301,1.7139740653805e-09,2.3178642610829e-07,12.6796350097651,"E2AK2_HUMAN",23,35.8656167653293,2.62962266283389e-10,3.21267998110886e-08,0.297749042510974,"Non-significant",7.4931325328862,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.2983438968658,13.2002974748612,32.6429621563544,2.36857778329135e-09,2.95671386671169e-07,12.3336397298439,"HOIL1_HUMAN",29,35.8270068211609,2.65281684414954e-10,3.21267998110886e-08,-0.0859651565552007,"Non-significant",7.4931325328862,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.823391914367701,17.6723356246948,-29.9818174608512,4.45978689703143e-09,4.34253121126289e-07,11.6523241466366,"BHMT1_HUMAN",31,-35.6250920467128,2.77791225049038e-10,3.3147029412469e-08,-0.509023904800399,"Up in BT",7.47955538634156,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
2.12452721595763,9.80272424221038,34.3542970458834,1.61884693105498e-09,2.26471103423795e-07,12.7405375196408,"MLKL_HUMAN",19,35.5423333104168,2.83108520661205e-10,3.32919208209423e-08,-0.217890262603749,"Non-significant",7.47766114693194,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
1.33360791206363,13.7567850351334,37.8236848090701,7.90236403977973e-10,1.36425067699516e-07,13.5005823940651,"PSB9_HUMAN",15,35.3850621012672,2.93530772081358e-10,3.38899134889885e-08,0.187095403671263,"Non-significant",7.46992953978767,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
-0.518621206283573,12.6443859338761,-19.9985619946959,8.95363963398821e-08,3.57880945764435e-06,8.36473749040115,"LRP1_HUMAN",189,-35.3407105739314,2.96547184830933e-10,3.38899134889885e-08,-0.0687580108642756,"Non-significant",7.46992953978767,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
3.12452077865602,12.9879500865936,77.0701856541631,3.86747415873512e-12,2.85278957490698e-09,18.6825077388174,"HLAB_HUMAN",2,35.2520464213042,3.0268212914684e-10,3.41105943874647e-08,0.439638495445255,"Non-significant",7.46711071281345,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-1.69081711769107,12.7604390382767,-33.7198727384355,1.85998645349993e-09,2.43418227156426e-07,12.5923446540741,"ZA2G_HUMAN",19,-34.6877911999728,3.45226811901138e-10,3.8372196599532e-08,-0.00188183784485041,"Non-significant",7.41598333909331,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
-0.99270868301392,9.95090699195862,-28.9553044372992,5.7783792902757e-09,5.01101873452758e-07,11.3719134758714,"ABCA6_HUMAN",44,-34.5043662110669,3.6047062127819e-10,3.95251165006924e-08,0.0332751274108922,"Non-significant",7.40312684130636,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
-0.721466064453125,13.1840264797211,-23.9617445923297,2.35417598234679e-08,1.3173644083284e-06,9.83848162772492,"FAT1_HUMAN",153,-34.404515828047,3.690851416315e-10,3.99300911893066e-08,2.17065370082855,"Up in BD",7.39869969799581,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.520245313644406,10.244011759758,-22.0121803400903,4.41074974558135e-08,2.05682893308316e-06,9.14735929450272,"PLPL6_HUMAN",52,-34.1423096632151,3.92826812954845e-10,4.16144557508638e-08,0.445420503616329,"Non-significant",7.38075578085663,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
0.940859556198149,13.4313703775406,28.0009157985143,7.41262927085908e-09,5.95505682215352e-07,11.1015227885617,"TSP1_HUMAN",50,34.1201376486549,3.9491164565153e-10,4.16144557508638e-08,-1.24125921726227,"Up in BT",7.38075578085663,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-0.862262964248648,10.7786153554916,-27.1932636417022,9.21251309220884e-09,7.19817828561306e-07,10.8649557292137,"ACD10_HUMAN",51,-33.9807099826065,4.08309828793493e-10,4.24746916773129e-08,0.103586196899416,"Non-significant",7.37186976497987,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
1.5184118747711,11.9962054491043,32.7723779656921,2.29981406696317e-09,2.91573302177175e-07,12.3652193973159,"CASP1_HUMAN",20,33.893644827507,4.16934471042448e-10,4.28228645321319e-08,-0.99270868301392,"Up in BT",7.36832428498907,"CASP1","Caspase-1","CASP1_HUMAN"
2.10058295726776,8.38067656755447,31.7281619309092,2.92674811586172e-09,3.25310057700028e-07,12.1064448070451,"MCM5_HUMAN",27,33.6368697123662,4.43583612537813e-10,4.49904679016476e-08,-0.674788236618046,"Up in BT",7.34687949014079,"MCM5","DNA replication licensing factor MCM5","MCM5_HUMAN"
1.24765396118163,10.4081926345825,31.240450314952,3.28438195584555e-09,3.45318187277688e-07,11.9823913883654,"TLR3_HUMAN",25,33.5252672535577,4.55757350663667e-10,4.565450794179e-08,-0.00439476966855068,"Non-significant",7.34051633362617,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-0.934519767761255,12.2744541168213,-29.299240748686,5.29277957917906e-09,4.86838262872568e-07,11.4670346861333,"PROS_HUMAN",30,-33.3434848830494,4.76396791842705e-10,4.7140043524533e-08,-0.122780561447124,"Non-significant",7.32661002082621,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
2.95713067054747,9.79452860355376,32.2368499892989,2.59995814864743e-09,3.19637279062504e-07,12.2336469450434,"IRF9_HUMAN",16,33.2553773200636,4.86775957750808e-10,4.7586748448073e-08,0.0462434291839759,"Non-significant",7.32251396906767,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
1.5691709518433,10.6038911342621,31.0314320012922,3.45261276691991e-09,3.54613923934027e-07,11.9285823456799,"IFIT5_HUMAN",24,32.8398789986584,5.39265733674721e-10,5.2090501940913e-08,-0.386752605438236,"Non-significant",7.28324145771189,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
1.34293818473816,10.6727050542831,31.1957696506991,3.31954875618187e-09,3.45318187277688e-07,11.9709217277192,"ANGL3_HUMAN",22,32.7228252706949,5.55177871211587e-10,5.29966264354214e-08,-0.585337281227113,"Up in BT",7.2757517750617,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.739053487777701,12.6127179861069,24.6608719126555,1.90242000102175e-08,1.19660743320081e-06,10.0723011276227,"LIMC1_HUMAN",62,32.5766218572123,5.75796815238801e-10,5.4167060236592e-08,1.1090912818909,"Up in BD",7.26626473387322,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.991740703582778,13.8024020195007,28.797029115279,6.01865458296503e-09,5.04397743020174e-07,11.3277339643879,"EHD4_HUMAN",31,32.542095069516,5.80790515230898e-10,5.4167060236592e-08,0.0123078823089511,"Non-significant",7.26626473387322,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
