"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.631554365158081,6.95176351070404,7.21374770124785,9.48102606833075e-05,0.0961613068980446,1.59846377668297,"ZN384_HUMAN",6,6.31467134784195,0.00017715618530632,0.120619458669407,0.0998029708862234,"Non-significant",0.918582624939989,"ZNF384","Zinc finger protein 384","ZN384_HUMAN"
-1.07016968727111,7.14971852302551,-7.38497104860806,8.04334541662161e-05,0.0932338638720968,1.72334398598727,"TBA3C_HUMAN",1,-6.30855318167612,0.000178387170819926,0.120619458669407,0.117551565170301,"Non-significant",0.918582624939989,"TUBA3C;TUBA3D","Tubulin alpha-3C chain;Tubulin alpha-3D chain","TBA3C_HUMAN"
-0.469339728355411,6.93711537122726,-6.09751333486922,0.000299417855026873,0.189491341091283,0.68486486735254,"AFAM_HUMAN",13,-6.06731331008821,0.000235263618865092,0.140283096851615,0.137052059173584,"Non-significant",0.852994655317465,"AFM","Afamin","AFAM_HUMAN"
-0.393074512481677,10.5964312553406,-5.43125244536003,0.000638984920313816,0.253979739232618,0.0481398515883749,"AKA12_HUMAN",66,-5.99216768196385,0.000256830650025115,0.140283096851615,-0.00832986831665039,"Non-significant",0.852994655317465,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
-1.3303644657135,8.43378365039825,-5.88788765440588,0.000377724104621515,0.189491341091283,0.492390204325172,"HBB_HUMAN",8,-5.98389107315532,0.00025933527887284,0.140283096851615,0.0545709133148176,"Non-significant",0.852994655317465,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.908051133155822,7.50351721048355,5.84359351492144,0.000397011683331503,0.189491341091283,0.450813635161139,"MIEAP_HUMAN",9,5.87274329706908,0.000295689263242046,0.149951417621623,0.0158603191375768,"Non-significant",0.824049424120273,"SPATA18","Mitochondria-eating protein","MIEAP_HUMAN"
0.369664430618274,12.3957973718643,5.26341017394073,0.000780667114023495,0.261766108401011,-0.124054918013257,"RIR2B_HUMAN",23,5.5492647764937,0.000437203966739657,0.193468239536985,-0.109437465667726,"Non-significant",0.713390320184891,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.434950590133637,10.0112687349319,-5.27529769174054,0.000769573913992493,0.261766108401011,-0.111698117372375,"LX15B_HUMAN",22,-5.52029806568288,0.000453098284140558,0.193468239536985,-0.2820987701416,"Non-significant",0.713390320184891,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.461704015731812,6.83080732822418,5.90310859438174,0.000371336401705695,0.189491341091283,0.506603625571371,"LRWD1_HUMAN",9,5.49120238065272,0.000469699395647071,0.193468239536985,0.298688292503352,"Non-significant",0.713390320184891,"LRWD1","Leucine-rich repeat and WD repeat-containing protein 1","LRWD1_HUMAN"
-0.602536797523499,8.45415085554123,-5.58601952257459,0.000533047171542705,0.231116090704199,0.202629624066987,"NSE1_HUMAN",9,-5.45008885616249,0.000494297715999223,0.193468239536985,-0.115081310272215,"Non-significant",0.713390320184891,"NSMCE1","Non-structural maintenance of chromosomes element 1 homolog","NSE1_HUMAN"
-0.274003028869616,10.1685965061188,-5.4073325303666,0.000657329864910645,0.253979739232618,0.0238973453504103,"EST3_HUMAN",16,-5.43972284949754,0.000500718884677925,0.193468239536985,-0.0894627571105726,"Non-significant",0.713390320184891,"CES3","Carboxylesterase 3","EST3_HUMAN"
0.373315095901495,9.11465156078338,5.25579224204339,0.000787868069258553,0.261766108401011,-0.131986559654298,"TREA_HUMAN",16,5.35995459426188,0.000553279346294099,0.196436409952866,0.1315212249756,"Non-significant",0.70677801157926,"TREH","Trehalase","TREA_HUMAN"
0.391650915145876,13.4590216875076,4.99577030382977,0.00108313258608303,0.292951260115923,-0.408841804603609,"ADRO_HUMAN",35,5.35488081186535,0.000556819993704206,0.196436409952866,0.0381979942321804,"Non-significant",0.70677801157926,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
-0.316217184066824,10.5636333227158,-5.0882198683709,0.000966185404755119,0.279986727649394,-0.309037364643653,"DEMA_HUMAN",19,-5.29327186732487,0.000601836934990391,0.203471037104668,-0.0646083354950271,"Non-significant",0.691497401283047,"DMTN","Dematin","DEMA_HUMAN"
-0.297181606292721,14.0748903751373,-4.76293026466606,0.00145216010012076,0.310074396115259,-0.66697290652009,"PLOD2_HUMAN",38,-5.24359733963081,0.000641018630677445,0.208049006772671,0.00217056274413707,"Non-significant",0.681834353190802,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.200172662734985,9.59561455249786,-4.22001786178601,0.00296685185916181,0.429875642593552,-1.30673899281878,"SORL_HUMAN",64,-5.13483424513806,0.00073684106324776,0.222374422401815,0.0885238647460902,"Non-significant",0.652915166948627,"SORL1","Sortilin-related receptor","SORL_HUMAN"
0.454758048057554,7.87538760900497,4.89020908285563,0.00123591560759209,0.296712692651542,-0.524664545825927,"GEMI4_HUMAN",25,5.13154739116614,0.000739969115707296,0.222374422401815,-0.0501449108123744,"Non-significant",0.652915166948627,"GEMIN4","Gem-associated protein 4","GEMI4_HUMAN"
-0.519038677215576,6.99359977245331,-5.19286455363394,0.000850212088512391,0.261766108401011,-0.197894288447188,"CSTN3_HUMAN",10,-5.09232912232002,0.000778425579597375,0.225576612601897,0.01123690605165,"Non-significant",0.646705929265182,"CLSTN3","Calsyntenin-3","CSTN3_HUMAN"
0.293413639068598,10.2191169261932,4.64939683160461,0.00168012639763678,0.315642680274242,-0.79637368293063,"TRIP4_HUMAN",25,4.96202982952301,0.000922589807099539,0.256638106734928,0.0415725708007741,"Non-significant",0.59067885725194,"TRIP4","Activating signal cointegrator 1","TRIP4_HUMAN"
0.771355628967282,8.15011191368103,4.7671038211146,0.00144444868158408,0.310074396115259,-0.662260321308549,"ZMYM2_HUMAN",20,4.94066832650586,0.000948871481642575,0.256638106734928,-0.0139906406402517,"Non-significant",0.59067885725194,"ZMYM2","Zinc finger MYM-type protein 2","ZMYM2_HUMAN"
-0.140675067901597,16.2004668712616,-3.5197086838579,0.00794667022926294,0.47065169518423,-2.20760627916009,"AOXA_HUMAN",91,-4.84732149674364,0.00107362003632463,0.264657612104426,-5.43594360351562e-05,"Non-significant",0.577315610278778,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.357558012008647,11.2800804376602,4.94707521945755,0.0011508824534163,0.296712692651542,-0.462022948504965,"TIGAR_HUMAN",12,4.82443477590229,0.00110684452011628,0.264657612104426,-0.0609939098358243,"Non-significant",0.577315610278778,"TIGAR","Fructose-2,6-bisphosphatase TIGAR","TIGAR_HUMAN"
-0.153551101684567,9.94145131111145,-3.75125114067798,0.00569315564568258,0.448411213107327,-1.90088084097267,"NOTC2_HUMAN",53,-4.78184615767348,0.00117166879206986,0.264657612104426,-0.0873253345489751,"Non-significant",0.577315610278778,"NOTCH2","Neurogenic locus notch homolog protein 2","NOTC2_HUMAN"
-0.844231009483335,7.62908929586411,-4.6350310570945,0.00171164381711445,0.315642680274242,-0.81291286431332,"NSE3_HUMAN",15,-4.77895723324829,0.00117621235293252,0.264657612104426,0.00303649902342684,"Non-significant",0.577315610278778,"NSMCE3","Non-structural maintenance of chromosomes element 3 homolog","NSE3_HUMAN"
-0.290858030319221,14.2039343118668,-4.71658653320263,0.00154086863105786,0.315642680274242,-0.719512949270573,"NDRG1_HUMAN",15,-4.73366525412831,0.00124999202704126,0.264657612104426,-0.0741651058197004,"Non-significant",0.577315610278778,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-0.388504624366762,7.85937565565109,-4.68316627609433,0.00160849705445373,0.315642680274242,-0.757641833529159,"CDK14_HUMAN",14,-4.72816350790178,0.00125928953673146,0.264657612104426,-0.0416834354400626,"Non-significant",0.577315610278778,"CDK14","Cyclin-dependent kinase 14","CDK14_HUMAN"
-0.325815916061412,10.137509226799,-5.17295361997416,0.000871048179298409,0.261766108401011,-0.218892914439877,"TPPP_HUMAN",10,-4.72077511876467,0.00127189305273738,0.264657612104426,0.058634281158449,"Non-significant",0.577315610278778,"TPPP","Tubulin polymerization-promoting protein","TPPP_HUMAN"
-0.166493415832523,10.4437212944031,-3.82186931793402,0.00515024249295279,0.434461174641877,-1.80900967450575,"A2MG_HUMAN",52,-4.72040663285601,0.00127252519372058,0.264657612104426,-0.152772188186624,"Non-significant",0.577315610278778,"A2M","Alpha-2-macroglobulin","A2MG_HUMAN"
-0.322901487350453,11.5567265748978,-4.48815800428007,0.00207343601661008,0.355665464801392,-0.984141698583877,"VTDB_HUMAN",21,-4.69833404667846,0.00131101705890815,0.264657612104426,-0.0930695533752512,"Non-significant",0.577315610278778,"GC","Vitamin D-binding protein","VTDB_HUMAN"
0.449670791625977,8.45669937133789,6.47987076499288,0.000198727712267209,0.146588787030558,1.01825288038005,"NINJ1_HUMAN",4,4.67849043339362,0.0013466966294976,0.264657612104426,-0.0349240303039746,"Non-significant",0.577315610278778,"NINJ1","Ninjurin-1","NINJ1_HUMAN"
0.212098121643072,10.6820292472839,4.51582582187087,0.0019993895182191,0.352674925018038,-0.951588539815987,"FBX22_HUMAN",18,4.66217579202757,0.00137681656325037,0.264657612104426,-0.223828554153449,"Non-significant",0.577315610278778,"FBXO22","F-box only protein 22","FBX22_HUMAN"
0.267695903778105,10.3374378681183,4.84263875209535,0.00131232546952701,0.304234538849776,-0.577511481939012,"RM11_HUMAN",13,4.65684558199368,0.00138681412589367,0.264657612104426,-0.256046056747424,"Non-significant",0.577315610278778,"MRPL11","Large ribosomal subunit protein uL11m","RM11_HUMAN"
0.876751780509949,6.41902059316635,4.640488569979,0.00169959534047098,0.315642680274242,-0.806625296162496,"NFAT5_HUMAN",7,4.64854030454823,0.0014025483510587,0.264657612104426,-0.0347199440002761,"Non-significant",0.577315610278778,"NFAT5","Nuclear factor of activated T-cells 5","NFAT5_HUMAN"
0.255434870719908,6.78210133314133,5.20243022075594,0.000840396524587501,0.261766108401011,-0.187830856278334,"NDE1_HUMAN",11,4.61073899486498,0.00147663659728268,0.270555293921921,-0.0469217300415021,"Non-significant",0.567743963861932,"NDE1","Nuclear distribution protein nudE homolog 1","NDE1_HUMAN"
-0.262884855270402,14.5771852731705,-4.35166175261757,0.00248498584575338,0.387753368316211,-1.14675309678578,"GBP1_HUMAN",22,-4.59900176990916,0.00150049152409249,0.270555293921921,0.0715465545654261,"Non-significant",0.567743963861932,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.785950422286987,9.1323755979538,4.4452080321532,0.00219434254138283,0.357430886021996,-1.03494832709167,"GDF15_HUMAN",12,4.55214047992379,0.00159995830351441,0.282218732059041,-0.00255727767942382,"Non-significant",0.549414163650823,"GDF15","Growth/differentiation factor 15","GDF15_HUMAN"
-0.365303039550774,13.2160196304321,-8.37720754957378,3.27669072094883e-05,0.0531741370195576,2.3773143163221,"CHCH2_HUMAN",4,-4.52531120450756,0.00166008687830852,0.28659457299139,-0.296501636505123,"Non-significant",0.54273203774261,"CHCHD2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2","CHCH2_HUMAN"
-0.177148818969702,10.8645770549774,-3.9625197975635,0.00422730143184926,0.434461174641877,-1.62848114956314,"IFIT2_HUMAN",29,-4.48306295405474,0.00175976201745617,0.297473104367486,-0.166493415832525,"Non-significant",0.526552294314646,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
-0.197027206420898,12.5343000888824,-4.0104986490511,0.00395450434601525,0.434461174641877,-1.56766218351006,"PURA1_HUMAN",29,-4.46299940558644,0.00180933760381372,0.299611537088664,-0.148039579391504,"Non-significant",0.523441467349495,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-0.167618274688726,12.1096601486206,-3.70336339565233,0.00609597061781508,0.448411213107327,-1.96363699790384,"CERU_HUMAN",44,-4.42247364812594,0.00191411862913303,0.310623171135709,-0.0443286895751953,"Non-significant",0.507766150922216,"CP","Ceruloplasmin","CERU_HUMAN"
-0.591370344161991,7.41212201118469,-6.04092872584607,0.000318623273576332,0.189491341091283,0.633601310699921,"GBRAP_HUMAN",1,-4.39378597985644,0.0019922293333916,0.316959780610577,-0.0271239280700755,"Non-significant",0.498995842410174,"GABARAP","Gamma-aminobutyric acid receptor-associated protein","GBRAP_HUMAN"
-0.146764039993299,11.9952131509781,-3.5257675938454,0.00787689040799012,0.47065169518423,-2.19947692498128,"EGFR_HUMAN",45,-4.35805873273446,0.00209433169196939,0.319479365220683,0.148809909820555,"Non-significant",0.495557187146253,"EGFR","Epidermal growth factor receptor","EGFR_HUMAN"
-0.193564414978029,9.38484644889832,-3.93927088483945,0.00436670655097702,0.434461174641877,-1.65809281652864,"GBP4_HUMAN",27,-4.34213617835385,0.00214163451979303,0.319479365220683,0.0496044158935494,"Non-significant",0.495557187146253,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.239886283874512,9.76191473007202,4.14313418858561,0.00329430801408729,0.434461174641877,-1.40159484321703,"DGLB_HUMAN",20,4.34108683147972,0.00214479198284699,0.319479365220683,-0.140839099884051,"Non-significant",0.495557187146253,"DAGLB","Diacylglycerol lipase-beta","DGLB_HUMAN"
-0.152772188186624,12.0736366510391,-3.73302671781406,0.00584299427678627,0.448411213107327,-1.92472063277352,"A0AAG2UXZ5_HUMAN",30,-4.33422544631146,0.00216556138613971,0.319479365220683,-0.0461885929108004,"Non-significant",0.495557187146253,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-0.386101484298704,9.65345537662506,-4.88546607770014,0.00124331175131284,0.296712692651542,-0.529915433679268,"MOT4_HUMAN",7,-4.29845430309901,0.00227739638637514,0.327078894439995,0.136628389358521,"Non-significant",0.485347478877071,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
-0.210637807846076,10.6563817262649,-3.85612557957964,0.0049071031595297,0.434461174641877,-1.76473729448568,"IFIT1_HUMAN",34,-4.2921641939308,0.00229769496956861,0.327078894439995,0.0874764919280899,"Non-significant",0.485347478877071,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-0.18426036834717,9.46713614463806,-4.08081458369458,0.00358836936743196,0.434461174641877,-1.47924243188273,"KPCI_HUMAN",18,-4.21227911259227,0.00257307908375372,0.35996489113065,-0.0597240924835241,"Non-significant",0.443739855709882,"PRKCI","Protein kinase C iota type","KPCI_HUMAN"
-0.178443193435649,14.4439231157303,-3.91046487042389,0.00454632120645544,0.434461174641877,-1.69490910028131,"APOL2_HUMAN",21,-4.16679803722882,0.00274550194451203,0.3694599495715,-0.0690608024597505,"Non-significant",0.432432633379633,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
-0.328060746192932,8.23243016004562,-3.9572265751637,0.00425861474732461,0.434461174641877,-1.63521496390447,"SMAG1_HUMAN",24,-4.15907594141833,0.00277598643666229,0.3694599495715,0.0304169654845996,"Non-significant",0.432432633379633,"SAMD4A","Protein Smaug homolog 1","SMAG1_HUMAN"
0.677248239517207,7.31755387783051,4.28761387109793,0.00270790553930076,0.406887880479377,-1.22420487943198,"PHLA3_HUMAN",5,4.12439481297676,0.00291743492195344,0.3694599495715,-0.0577552318573034,"Non-significant",0.432432633379633,"PHLDA3","Pleckstrin homology-like domain family A member 3","PHLA3_HUMAN"
0.310516953468321,7.56168538331985,4.40420072486636,0.00231694332446168,0.368621139895726,-1.08376630722759,"WASF1_HUMAN",10,4.1125555022805,0.0029674720095088,0.3694599495715,-0.0456116199493763,"Non-significant",0.432432633379633,"WASF1","Actin-binding protein WASF1","WASF1_HUMAN"
0.168889045715297,17.7366480827332,3.82716499740993,0.00511182680111535,0.434461174641877,-1.80215297843949,"ST2A1_HUMAN",21,4.08659467752398,0.00308043359020179,0.3694599495715,-0.0649898052215239,"Non-significant",0.432432633379633,"SULT2A1","Sulfotransferase 2A1","ST2A1_HUMAN"
-0.207539081573501,12.1631026268005,-3.98016116491115,0.00412471412102782,0.434461174641877,-1.60607293686374,"ACMSD_HUMAN",17,-4.06426700920645,0.0031812660961232,0.3694599495715,0.0503025054932245,"Non-significant",0.432432633379633,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN"
-0.214249610900875,11.7794661521912,-3.82490828184153,0.00512815969500734,0.434461174641877,-1.80507434712202,"DDC_HUMAN",22,-4.05659579372869,0.00321671900414403,0.3694599495715,-0.0230329036712646,"Non-significant",0.432432633379633,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
0.386489868164066,9.38403868675232,3.96505600011709,0.00421238570060894,0.434461174641877,-1.62525638568691,"TRI22_HUMAN",15,4.05212189025574,0.00323759007976685,0.3694599495715,-0.00480675697327548,"Non-significant",0.432432633379633,"TRIM22","E3 ubiquitin-protein ligase TRIM22","TRI22_HUMAN"
0.568493485450746,6.83498769998551,4.04792795941782,0.00375484878168981,0.434461174641877,-1.52048994338431,"MK11_HUMAN",9,4.04248459613347,0.00328304183037152,0.3694599495715,-0.0192847251891752,"Non-significant",0.432432633379633,"MAPK11","Mitogen-activated protein kinase 11","MK11_HUMAN"
-0.217893600463825,11.4844176769257,-3.76193516167417,0.00560722839415585,0.448411213107327,-1.88692957822582,"P4HA1_HUMAN",25,-4.03905734072004,0.00329936947222965,0.3694599495715,0.132189750671424,"Non-significant",0.432432633379633,"P4HA1","Prolyl 4-hydroxylase subunit alpha-1","P4HA1_HUMAN"
-0.204624891281126,15.6002405881882,-4.0846083196138,0.0035696822864773,0.434461174641877,-1.47449626033232,"BAAT_HUMAN",15,-4.03816966114385,0.00330361255538982,0.3694599495715,-0.06251668930053,"Non-significant",0.432432633379633,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
0.406902074813871,10.5047410726547,3.84104659892839,0.00501257750464459,0.434461174641877,-1.78420135443982,"ACSL4_HUMAN",30,4.03704823941523,0.00330898125345512,0.3694599495715,0.159290313720708,"Non-significant",0.432432633379633,"ACSL4","Long-chain-fatty-acid--CoA ligase 4","ACSL4_HUMAN"
-0.376110792160036,7.71124958992004,-3.91694475240357,0.00450523640805694,0.434461174641877,-1.68661513982857,"HOME2_HUMAN",16,-4.0207752851929,0.00338794392245836,0.3694599495715,-0.0306539535522496,"Non-significant",0.432432633379633,"HOMER2","Homer protein homolog 2","HOME2_HUMAN"
0.532566666603094,7.32488459348679,4.14861113902106,0.00326973571825428,0.434461174641877,-1.39480323425088,"STYX_HUMAN",7,4.0114501959797,0.00343409765367688,0.3694599495715,-0.0171786546707144,"Non-significant",0.432432633379633,"STYX","Serine/threonine/tyrosine-interacting protein","STYX_HUMAN"
-0.252903461456301,12.1435921192169,-4.33335804530582,0.00254659221755281,0.389868853834406,-1.16881267360234,"RPE_HUMAN",11,-3.99936206605769,0.00349492819227335,0.3694599495715,-0.0764813423156756,"Non-significant",0.432432633379633,"RPE","Ribulose-phosphate 3-epimerase","RPE_HUMAN"
-0.151432275772095,9.3181220293045,-3.524381379375,0.00789279762440782,0.47065169518423,-2.20133636394121,"ARH37_HUMAN",28,-3.99477577684561,0.00351830760942457,0.3694599495715,0.0143368244171125,"Non-significant",0.432432633379633,"ARHGEF37","Rho guanine nucleotide exchange factor 37","ARH37_HUMAN"
-0.197722673416152,12.840426325798,-3.59267595667092,0.00714823080345709,0.457762496862723,-2.11006410308978,"KBTBB_HUMAN",32,-3.97276814957247,0.00363284045462626,0.3694599495715,-0.635616064071657,"Non-significant",0.432432633379633,"KBTBD11","Kelch repeat and BTB domain-containing protein 11","KBTBB_HUMAN"
-0.495256781578062,7.17336457967758,-3.85116392689281,0.00494154378724284,0.434461174641877,-1.77113768408411,"FBX42_HUMAN",16,-3.96723567564764,0.00366225399238298,0.3694599495715,-0.0344476699829102,"Non-significant",0.432432633379633,"FBXO42","F-box only protein 42","FBX42_HUMAN"
0.756550788879398,6.23840534687042,3.9046349606552,0.00458362882134155,0.434461174641877,-1.70237714938742,"NET4_HUMAN",9,3.96444328132855,0.00367719618182984,0.3694599495715,0.278096437454223,"Non-significant",0.432432633379633,"NTN4","Netrin-4","NET4_HUMAN"
0.372514963150028,8.8718227148056,3.87297058136964,0.00479208331056809,0.434461174641877,-1.74303816932261,"APC4_HUMAN",15,3.95669919391413,0.00371897621058261,0.3694599495715,-0.0748075246810949,"Non-significant",0.432432633379633,"ANAPC4","Anaphase-promoting complex subunit 4","APC4_HUMAN"
0.261383056640629,12.8487195968628,4.60001994230606,0.00179118143202009,0.322969914209133,-0.853376748649501,"BAX_HUMAN",9,3.9531870317578,0.00373809120210781,0.3694599495715,0.190905570983876,"Non-significant",0.432432633379633,"BAX","Apoptosis regulator BAX","BAX_HUMAN"
0.152650356292703,13.3633363246918,3.21125011187268,0.0125284989069153,0.491092947491355,-2.62808449858873,"SCRIB_HUMAN",76,3.95145351037988,0.00374756450180838,0.3694599495715,0.0705676078796404,"Non-significant",0.432432633379633,"SCRIB","Protein scribble homolog","SCRIB_HUMAN"
-0.37544345855713,7.51931345462799,-3.8577445390479,0.00489592114290306,0.434461174641877,-1.76264976498974,"TRI13_HUMAN",15,-3.94230242291181,0.00379799908280116,0.3694599495715,0.00322246551512428,"Non-significant",0.432432633379633,"TRIM13","E3 ubiquitin-protein ligase TRIM13","TRI13_HUMAN"
0.36358070373535,7.74028742313385,3.90781193764518,0.00456325766253382,0.434461174641877,-1.69830677047143,"WDR41_HUMAN",13,3.93549720564561,0.00383597368817814,0.3694599495715,0.0272173881530744,"Non-significant",0.432432633379633,"WDR41","WD repeat-containing protein 41","WDR41_HUMAN"
0.412467598915098,7.2905860543251,3.78960046992378,0.00539111159876982,0.441853328408266,-1.85088960501832,"DHX33_HUMAN",19,3.92816009997695,0.00387737010614072,0.3694599495715,0.0274355411529505,"Non-significant",0.432432633379633,"DHX33","ATP-dependent RNA helicase DHX33","DHX33_HUMAN"
0.177185773849486,8.42441570758819,3.38376497894854,0.00969792760868319,0.4710855667432,-2.39137170823745,"E2AK4_HUMAN",50,3.91930626111604,0.00392795880572939,0.3694599495715,0.0562207698821915,"Non-significant",0.432432633379633,"EIF2AK4","eIF-2-alpha kinase GCN2","E2AK4_HUMAN"
-0.310994625091553,9.22284507751465,-4.05714874762617,0.00370734759537821,0.434461174641877,-1.50890603711559,"GDE1_HUMAN",11,-3.91653561100498,0.00394393372858268,0.3694599495715,-0.154807448387142,"Non-significant",0.432432633379633,"GDE1","Glycerophosphodiester phosphodiesterase 1","GDE1_HUMAN"
0.341413617134096,8.19082874059677,3.64596070840032,0.00661934989017054,0.448411213107327,-2.03933839374895,"HERC1_HUMAN",66,3.91609253171376,0.00394649483319379,0.3694599495715,-0.0233213901520006,"Non-significant",0.432432633379633,"HERC1","Probable E3 ubiquitin-protein ligase HERC1","HERC1_HUMAN"
-0.236348032951358,7.6830535531044,-4.47704500264502,0.00210401063722786,0.355665464801392,-0.997255730924556,"KAP1_HUMAN",10,-3.90605180814506,0.00400501012191687,0.3694599495715,0.144261837005651,"Non-significant",0.432432633379633,"PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit","KAP1_HUMAN"
-0.188781499862676,11.067121386528,-3.53270886056412,0.00779774839008384,0.47065169518423,-2.19017027057216,"IFIT3_HUMAN",30,-3.89823644997198,0.00405119581143419,0.3694599495715,0.11126494407654,"Non-significant",0.432432633379633,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.86179232597351,6.83676397800446,4.02756739854128,0.00386207409423719,0.434461174641877,-1.54612050230263,"ABTB1_HUMAN",3,3.89801816545022,0.00405249390089518,0.3694599495715,0.0408048629760742,"Non-significant",0.432432633379633,"ABTB1","Ankyrin repeat and BTB/POZ domain-containing protein 1","ABTB1_HUMAN"
0.146520137786849,14.5471501350403,3.43820118383175,0.00895197059122231,0.4710855667432,-2.31747741448365,"PA2G4_HUMAN",27,3.87684313176923,0.00418054684085688,0.372083460109973,0.107979536056551,"Non-significant",0.429359634849794,"PA2G4","Proliferation-associated protein 2G4","PA2G4_HUMAN"
0.138350725173924,13.7683094739914,3.44945201274981,0.00880552251396635,0.4710855667432,-2.30225567413463,"IF5_HUMAN",25,3.86781685578787,0.00423643501153782,0.372083460109973,0.147491216659525,"Non-significant",0.429359634849794,"EIF5","Eukaryotic translation initiation factor 5","IF5_HUMAN"
