"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.661589384079001,14.7427693605423,26.8061661621125,1.00488248526378e-08,3.39540814483951e-06,11.0089056451317,"ACOHC_HUMAN",48,39.2391430796732,1.57125869896158e-10,1.15901755303402e-07,-0.213942289352449,"Non-significant",6.93590998670414,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.942587852478049,17.6127376556396,32.8047528636696,2.23407699390326e-09,1.63063062248662e-06,12.4127031988142,"BHMT1_HUMAN",31,38.8138259100433,1.71554744609922e-10,1.15999599813742e-07,-0.106511592865026,"Non-significant",6.93554350904018,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-1.06353449821472,9.86022269725799,-32.1233373286449,2.61254598130713e-09,1.63063062248662e-06,12.2713204287384,"FIL1L_HUMAN",39,-38.1075426438172,1.9892405270337e-10,1.24159212587319e-07,-0.177175283432005,"Non-significant",6.90602105035511,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.564928770065329,16.1429983377457,21.5712935068373,5.03399975655876e-08,7.165942811354e-06,9.41031040089566,"FAS_HUMAN",149,37.1462761086138,2.44400080431852e-10,1.41647303758861e-07,-0.0202341079712003,"Non-significant",6.84879168781346,"FASN","Fatty acid synthase","FAS_HUMAN"
0.701303958892826,15.904542684555,29.0919452265436,5.46698956535272e-09,2.28352494337492e-06,11.5889115357965,"CP2E1_HUMAN",29,35.7566856198613,3.32268100171731e-10,1.73819241496022e-07,-0.187035322189331,"Non-significant",6.75990214956166,"CYP2E1","Cytochrome P450 2E1","CP2E1_HUMAN"
-0.609987735748298,13.9428339004516,-21.8136608651623,4.63465181133541e-08,6.83737541766827e-06,9.49424055814649,"APOB_HUMAN",239,-35.3405349385229,3.65118474287133e-10,1.73819241496022e-07,-0.0978465080261515,"Non-significant",6.75990214956166,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.718713760375977,14.3523337841034,27.2464525457223,8.90250888177189e-09,3.28340713939532e-06,11.1254785552823,"CP2A6_HUMAN",38,35.3118191572019,3.67516390722911e-10,1.73819241496022e-07,0.10279870033264,"Non-significant",6.75990214956166,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
-1.02960515022277,12.1086858510971,-32.3942868363738,2.45397393298326e-09,1.63063062248662e-06,12.3280318802075,"PEG10_HUMAN",23,-34.8103945877542,4.12372984980109e-10,1.73819241496022e-07,0.21688199043275,"Non-significant",6.75990214956166,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-1.13815402984618,13.3083353042603,-30.8955018165265,3.49303579786248e-09,1.77140577899101e-06,12.0058407004307,"BGH3_HUMAN",32,-34.7530671768063,4.1788183162983e-10,1.73819241496022e-07,0.171730399131775,"Non-significant",6.75990214956166,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
-2.00129699707034,10.2494719028473,-39.9643749041284,5.11814019041062e-10,6.92143158416529e-07,13.6809484874533,"SYUG_HUMAN",9,-34.6455006391205,4.28442793926602e-10,1.73819241496022e-07,-0.246404170989987,"Non-significant",6.75990214956166,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.886198997497601,18.3297715187073,28.9783080909741,5.62860474087975e-09,2.28352494337492e-06,11.5614954120041,"ADH1G_HUMAN",33,34.1635002842074,4.79595695713803e-10,1.77052466097159e-07,0.682434558868424,"Up in BT",6.75189801973937,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
-1.15492725372315,12.0811376571655,-31.3515786337572,3.13170577813603e-09,1.77140577899101e-06,12.1061096237334,"K1C19_HUMAN",26,-34.1594510488246,4.8005351911973e-10,1.77052466097159e-07,-0.104757785797123,"Non-significant",6.75189801973937,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.850122213363647,16.0786114931106,30.3300001707456,4.00839778748688e-09,1.91318468515697e-06,11.8786946398216,"AK1C4_HUMAN",23,32.9214055230161,6.46124203604054e-10,2.27941382088839e-07,-0.338442206382752,"Non-significant",6.64217682277333,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
-1.07700419425962,12.6126009225845,-30.9489935597067,3.44830322671793e-09,1.77140577899101e-06,12.0177047080953,"PAI1_HUMAN",22,-32.7445783916495,6.74736662671077e-10,2.28117220038047e-07,0.0181875228882244,"Non-significant",6.64184192960619,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.895817756652825,16.8678460121155,26.701128175629,1.03464149060157e-08,3.39540814483951e-06,10.9807343747131,"SBP1_HUMAN",39,31.5501494927271,9.09777939469969e-10,2.71731992815042e-07,0.609579920768738,"Up in BT",6.56585922619357,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.686504602432301,10.7314518690109,-25.7542203597313,1.35303769001362e-08,3.78570614371397e-06,10.7202783718926,"ITA2_HUMAN",32,-31.5442007782075,9.11158455366900e-10,2.71731992815042e-07,-0.0872067213058472,"Non-significant",6.56585922619357,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.516898393630949,15.873695731163,19.7193176892745,9.7694554379718e-08,1.03874977411481e-05,8.73063344274291,"AOXA_HUMAN",91,31.4738839794695,9.27656284583004e-10,2.71731992815042e-07,-0.799898147583001,"Up in BDM",6.56585922619357,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.847550630569403,13.9952529668808,28.1281108669337,7.02491995593258e-09,2.71429526297319e-06,11.3518035785641,"AL8A1_HUMAN",26,31.4317608472427,9.37699753367167e-10,2.71731992815042e-07,-0.25240850448608,"Non-significant",6.56585922619357,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-0.71326327323915,12.4381436109543,-23.2478780813075,2.89222204285225e-08,5.63305762359231e-06,9.96936293395376,"HKDC1_HUMAN",55,-29.9193320450352,1.39381316304693e-09,3.89979310515959e-07,0.118343353271477,"Non-significant",6.40895843288913,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.8309872150421,11.8326750993729,25.1583872792118,1.60990925744346e-08,4.08212616090507e-06,10.550158005215,"GYS2_HUMAN",33,29.0695332030578,1.7568055915316e-09,4.51107363748115e-07,-0.135762453079225,"Non-significant",6.34572008354501,"GYS2","Glycogen [starch] synthase, liver","GYS2_HUMAN"
0.625910520553571,16.2877017259598,23.9836572277447,2.29565472508936e-08,5.32198355410716e-06,10.1996984743074,"GLYC_HUMAN",30,28.9900459137372,1.7958630927535e-09,4.51107363748115e-07,-0.0931971073150617,"Non-significant",6.34572008354501,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
0.631863117218,16.9417860507965,25.3264268479531,1.53226938255188e-08,4.04416213903267e-06,10.5986395083428,"ADH4_HUMAN",25,28.8826582235116,1.85018697416044e-09,4.51107363748115e-07,-0.102622270584099,"Non-significant",6.34572008354501,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
0.611574649810798,10.2396500110626,20.0965609696967,8.49470737620366e-08,9.57306328479396e-06,8.87486115336853,"SYNE2_HUMAN",160,28.8371881124759,1.87374266468213e-09,4.51107363748115e-07,-0.426856994628924,"Non-significant",6.34572008354501,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.1963038444519,13.2477190494537,29.7044759560635,4.68139483680749e-09,2.11026876143644e-06,11.7342913306407,"GNMT_HUMAN",15,28.8056664221751,1.89026994915404e-09,4.51107363748115e-07,0.326032161712623,"Non-significant",6.34572008354501,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.787327527999874,11.0700114965439,-24.5054934064046,1.95685722676757e-08,4.6699822170565e-06,10.3579211598055,"ITA7_HUMAN",33,-28.5078050652221,2.0547859106703e-09,4.76358082262252e-07,0.0439419746398997,"Non-significant",6.32206646180543,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
-0.36435747146605,14.4710040092468,-15.0939116396721,6.94247164248734e-07,3.14699524620906e-05,6.66627240813419,"IQGA1_HUMAN",91,-27.7007362369439,2.58743303194034e-09,5.83178656143442e-07,-0.416639328002927,"Non-significant",6.23419837921812,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
0.742639780044527,15.8397544622421,23.0991548033069,3.0330978701119e-08,5.72338514374138e-06,9.92173753306959,"FTCD_HUMAN",36,27.2886873036725,2.91800225618524e-09,6.31890445846613e-07,-0.159316062927243,"Non-significant",6.19935821109821,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.947386264801024,10.9857678413391,23.4404211573422,2.72070687983517e-08,5.63305762359231e-06,10.0304798962733,"DPYD_HUMAN",55,27.2409079306073,2.95930945799498e-09,6.31890445846613e-07,0.2886142730713,"Non-significant",6.19935821109821,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.985371828079227,15.0693725347519,24.7931925496663,1.79449164445906e-08,4.41227430398206e-06,10.4433990852788,"CP2C9_HUMAN",28,27.1050127592491,3.08042928701822e-09,6.40887262432458e-07,-0.320559024810827,"Non-significant",6.19321835988772,"CYP2C9","Cytochrome P450 2C9","CP2C9_HUMAN"
-0.879312038421627,13.4005966186523,-22.2238075741346,4.03781326795098e-08,6.55256337123085e-06,9.63380778052491,"TSP1_HUMAN",50,-25.7875868706301,4.59278664835808e-09,9.31646771619436e-07,0.0133395195007751,"Non-significant",6.03074871663119,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.614425659179702,14.8463768959045,22.7801872458244,3.36221650141844e-08,6.05753101074729e-06,9.8183459347618,"GPDA_HUMAN",25,25.6032599443207,4.86447203251271e-09,9.52578473706303e-07,0.272221326827999,"Non-significant",6.02109923686621,"GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA_HUMAN"
-0.5747117996216,11.6659123897553,-20.6847179574458,6.86504241930809e-08,8.5696852600409e-06,9.09367510957121,"BMP1_HUMAN",35,-25.5600285680614,4.93077346508069e-09,9.52578473706303e-07,0.289669990539524,"Non-significant",6.02109923686621,"BMP1","Bone morphogenetic protein 1","BMP1_HUMAN"
0.823677062988299,15.7641711235046,22.6889823971594,3.46362285742698e-08,6.05753101074729e-06,9.78846447213004,"ALDOC_HUMAN",31,25.4705185012695,5.07129797018627e-09,9.56942133257939e-07,-0.225846290588375,"Non-significant",6.01911432342127,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.734421730041525,13.1755101680756,23.4540945819852,2.7089713962319e-08,5.63305762359231e-06,10.0347971180434,"BUP1_HUMAN",23,25.2300057387043,5.47167466855921e-09,9.86944876412426e-07,0.341450929641725,"Non-significant",6.00570710319505,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
2.18411719799042,7.74896937608719,26.6613961562282,1.04615730368484e-08,3.39540814483951e-06,10.9700414991793,"HBB_HUMAN",8,25.2131497463606,5.50103771652195e-09,9.86944876412426e-07,0.144590854644751,"Non-significant",6.00570710319505,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.620644807815525,14.9075349569321,20.1822339002547,8.23212548981506e-08,9.40781214427597e-06,8.90718674838432,"KPYR_HUMAN",45,25.1597680051748,5.59520141914858e-09,9.86944876412426e-07,0.0682964324951243,"Non-significant",6.00570710319505,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-1.08025741577145,14.1043713092804,-26.215119683678,1.18598515059937e-08,3.56410500443085e-06,10.8485337983338,"IL18_HUMAN",14,-25.0162168583066,5.85751947779685e-09,1.01123219240093e-06,0.157086849212645,"Non-significant",5.99514911315234,"IL18","Interleukin-18","IL18_HUMAN"
0.822603702545148,13.9827835559845,23.4894447667523,2.67889598698328e-08,5.63305762359231e-06,10.0459444769812,"CGL_HUMAN",22,24.846482334625,6.18565282182884e-09,1.03571512023442e-06,-0.0500838756561244,"Non-significant",5.98475968351341,"CTH","Cystathionine gamma-lyase","CGL_HUMAN"
0.727217435836799,12.0287328958511,21.9945216647335,4.35995766015225e-08,6.6908334361857e-06,9.55616229895285,"PURA1_HUMAN",29,24.8120890669432,6.25462668122834e-09,1.03571512023442e-06,-0.332927465438825,"Non-significant",5.98475968351341,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.97611188888551,9.5361590385437,22.7291780841073,3.41851065523665e-08,6.05753101074729e-06,9.80165138823588,"GLSL_HUMAN",27,24.5566714606405,6.79471211019247e-09,1.10264588124203e-06,0.0849118232727069,"Non-significant",5.95756394042951,"GLS2","Glutaminase liver isoform, mitochondrial","GLSL_HUMAN"
-2.00402057170868,8.33239537477493,-23.3326656889372,2.81523000394703e-08,5.63305762359231e-06,9.99635092432667,"MCM5_HUMAN",27,-24.4740728548358,6.98041680467648e-09,1.11057062653225e-06,-0.093245267868026,"Non-significant",5.95445381736053,"MCM5","DNA replication licensing factor MCM5","MCM5_HUMAN"
0.614095211029024,17.7279808521271,22.0468431765167,4.28396126471371e-08,6.6908334361857e-06,9.57396418907258,"LDHA_HUMAN",24,24.3046904784426,7.37932127358725e-09,1.1220757984985e-06,-0.0657460689544695,"Non-significant",5.94997780461485,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
0.756126403808576,16.6533541679382,22.4545614262233,3.74052894932364e-08,6.32305247808584e-06,9.71100119206174,"GSTM1_HUMAN",24,24.2768764518662,7.44723883648628e-09,1.1220757984985e-06,-0.348829269409151,"Non-significant",5.94997780461485,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.598303079605099,11.6781626939774,20.5613086007482,7.17529825201751e-08,8.68960746520449e-06,9.04835879444691,"UAP1_HUMAN",31,24.2381248608524,7.54303653500636e-09,1.1220757984985e-06,-0.166049718856826,"Non-significant",5.94997780461485,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
0.601094484329225,15.1129311323166,21.6366929160468,4.92253345096702e-08,7.132399360919e-06,9.43306605281384,"HEM2_HUMAN",25,24.200159930304,7.63823222485538e-09,1.1220757984985e-06,0.15918779373165,"Non-significant",5.94997780461485,"ALAD","Delta-aminolevulinic acid dehydratase","HEM2_HUMAN"
-0.652963638305648,12.0107283592224,-20.5782139373458,7.13187442993937e-08,8.68960746520449e-06,9.05458493776811,"TFR1_HUMAN",34,-24.1521024502645,7.7606732729817e-09,1.1220757984985e-06,-0.337482690811163,"Non-significant",5.94997780461485,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.514881849288949,13.9293211698532,19.7235487995424,9.75400788168967e-08,1.03874977411481e-05,8.73226838572782,"ACSA_HUMAN",31,24.1051364192286,7.88246493892217e-09,1.1220757984985e-06,-0.245061635971062,"Non-significant",5.94997780461485,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA_HUMAN"
0.737247705459573,12.6792916059494,22.297237524938,3.94040558673925e-08,6.52498998587802e-06,9.65847453233873,"AK1D1_HUMAN",23,23.8971305373782,8.44827709902678e-09,1.18188483416385e-06,-0.0235540866851736,"Non-significant",5.92742484014165,"AKR1D1","Aldo-keto reductase family 1 member D1","AK1D1_HUMAN"
-1.50229835510253,9.60449743270873,-22.6493189929861,3.508799081897e-08,6.05753101074729e-06,9.77542490399518,"ITA3_HUMAN",23,-23.7109663730944,8.99353386623289e-09,1.21135660332364e-06,0.379464864730824,"Non-significant",5.91672798893148,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
0.865804195404046,17.8684704303741,25.8175707758101,1.3285696504452e-08,3.78570614371397e-06,10.7380769829546,"ADH1B_HUMAN",14,23.7091313637805,8.99910136983783e-09,1.21135660332364e-06,0.205331325531025,"Non-significant",5.91672798893148,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
0.614154577255249,14.9702035188675,21.8187848559318,4.62660486657935e-08,6.83737541766827e-06,9.49600315594314,"PBLD_HUMAN",23,23.6738760802947,9.10682188843256e-09,1.21135660332364e-06,0.180258989334105,"Non-significant",5.91672798893148,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.638014554977449,12.3093127012253,19.2880105613857,1.1499660420042e-07,1.11081243628834e-05,8.5618613462256,"XDH_HUMAN",47,23.4927743504638,9.68347808672645e-09,1.26728614831772e-06,0.243520975112949,"Non-significant",5.89712531202722,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
0.417539358139051,14.1237312555313,16.5528754419713,3.53763216642817e-07,2.08002517379697e-05,7.38377162868968,"AASS_HUMAN",44,23.1087417139213,1.10469671665096e-08,1.42277923157236e-06,0.155395746231076,"Non-significant",5.84686248287293,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
-1.15753197669982,10.9549065828323,-21.9874137929898,4.37039896620461e-08,6.6908334361857e-06,9.55374007031982,"CCN1_HUMAN",22,-23.0250870835571,1.13717760569521e-08,1.44172798322045e-06,0.224808454513575,"Non-significant",5.8411166720231,"CCN1","CCN family member 1","CCN1_HUMAN"
0.431658267974846,15.7143685817719,16.0490303810244,4.43568996911437e-07,2.39941256062627e-05,7.14380922414391,"C1TC_HUMAN",59,22.8919720098316,1.19109528256172e-08,1.4868534034932e-06,-0.206029891967773,"Non-significant",5.82773184868884,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
-1.05391073226929,8.91989469528198,-21.4730167273179,5.20691369146714e-08,7.23795916926702e-06,9.37596317157769,"BICC1_HUMAN",25,-22.817413105745,1.22254444781248e-08,1.50298873478037e-06,-0.170602798461925,"Non-significant",5.82304427453023,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-0.420531749725352,15.7414679527283,-14.8350086800502,7.8750872951504e-07,3.39885416557714e-05,6.53138206371103,"FLNA_HUMAN",147,-22.7689871988282,1.24346929013247e-08,1.5035892128439e-06,-0.057389497756974,"Non-significant",5.82287079869324,"FLNA","Filamin-A","FLNA_HUMAN"
-0.628690242767327,13.6640999317169,-21.2342618498614,5.65570074160084e-08,7.43369185666131e-06,9.29175089424313,"EHD1_HUMAN",22,-22.6260448005401,1.30761553428771e-08,1.5035892128439e-06,0.417539358139051,"Non-significant",5.82287079869324,"EHD1","EH domain-containing protein 1","EHD1_HUMAN"
-0.600313663482673,11.4891872406006,-18.8961860552663,1.33768595696181e-07,1.22965622644107e-05,8.40482138010244,"S12A4_HUMAN",38,-22.6152653515895,1.31260140194282e-08,1.5035892128439e-06,0.358416080474825,"Non-significant",5.82287079869324,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
0.473865270614622,11.3828638792038,16.95686060218,2.96464183286439e-07,1.96020286103698e-05,7.57060331868668,"KPBB_HUMAN",49,22.6004356994817,1.31949551365767e-08,1.5035892128439e-06,-0.182093620300293,"Non-significant",5.82287079869324,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
0.521731376647924,15.4181144237518,17.3312220983183,2.52581336253578e-07,1.78229303141575e-05,7.73950347017247,"PYGL_HUMAN",56,22.5999155004118,1.31973808370586e-08,1.5035892128439e-06,0.11329889297485,"Non-significant",5.82287079869324,"PYGL","Glycogen phosphorylase, liver form","PYGL_HUMAN"
0.556610107421875,11.7947075366974,16.9515422201993,2.97146847310264e-07,1.96020286103698e-05,7.56817491312905,"ACACB_HUMAN",121,22.5690563186461,1.33421768948436e-08,1.5035892128439e-06,-0.137251377105715,"Non-significant",5.82287079869324,"ACACB","Acetyl-CoA carboxylase 2","ACACB_HUMAN"
-0.684801816940325,13.6205466985703,-20.2484454525001,8.03547400137859e-08,9.35057991442042e-06,8.93206224436496,"MUC18_HUMAN",27,-22.441935080695,1.39577340132042e-08,1.55141169565944e-06,-0.134459018707325,"Non-significant",5.8092729388547,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
0.559312582015973,13.9188815355301,20.2377743368095,8.06680544749112e-08,9.35057991442042e-06,8.92805941841193,"BGLR_HUMAN",24,22.3325043857527,1.45132181191822e-08,1.5913547543114e-06,0.278845787048338,"Non-significant",5.79823299403932,"GUSB","Beta-glucuronidase","BGLR_HUMAN"
-0.582293033599854,13.4539167881012,-20.7861099975825,6.62146731463056e-08,8.45514546428562e-06,9.13067444616079,"GBA1_HUMAN",22,-22.2158360931464,1.51329141425672e-08,1.6371795380372e-06,-0.72691261768341,"Up in BDM",5.78590369193604,"GBA1","Lysosomal acid glucosylceramidase","GBA1_HUMAN"
0.564834117889403,15.4371869564056,17.6745587828267,2.18699618145146e-07,1.67408368078275e-05,7.89096315212591,"TRFE_HUMAN",51,22.068363270231,1.59591197641343e-08,1.70006698105196e-06,-0.228483676910397,"Non-significant",5.76953396748749,"TF","Serotransferrin","TRFE_HUMAN"
-0.491690158843999,13.3079652786255,-16.630385043306,3.41862645119941e-07,2.0615478159464e-05,7.41999413884397,"ITAV_HUMAN",58,-22.0383753663564,1.61332459380085e-08,1.70006698105196e-06,0.00327658653259277,"Non-significant",5.76953396748749,"ITGAV","Integrin alpha-V","ITAV_HUMAN"
-0.533692836761475,15.6041131019592,-17.5532808673114,2.30043498170696e-07,1.72342721614497e-05,7.8378312953172,"KPYM_HUMAN",44,-21.9093435374933,1.69071851837269e-08,1.75878077667641e-06,-0.196410417556763,"Non-significant",5.75478828982796,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
0.839718103408824,11.7239776849747,21.3305863532358,5.46957215243947e-08,7.39668474081564e-06,9.3258578767096,"ASM3A_HUMAN",18,21.6187141057484,1.88076901375279e-08,1.93171642754306e-06,0.531952857971191,"Up in BT",5.7140566268813,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.506183862686147,9.91958582401275,-16.4837131519858,3.64778571478941e-07,2.09915838934761e-05,7.35129659728381,"LAMB2_HUMAN",62,-21.5500571505303,1.92909103793457e-08,1.95658058522514e-06,0.241405963897709,"Non-significant",5.70850226021008,"LAMB2","Laminin subunit beta-2","LAMB2_HUMAN"
-0.5155589580536,12.9426840543747,-17.983349406223,1.92564075154814e-07,1.58294443979254e-05,8.02446527979484,"P4HA2_HUMAN",32,-21.4670205162683,1.98940409638549e-08,1.99284257260147e-06,-0.164782762527475,"Non-significant",5.70052700764718,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.238211631774876,14.139413356781,-9.91327888463982,1.41700959054696e-05,0.000227602219509749,3.39291221620579,"EPIPL_HUMAN",162,-21.2118189211891,2.18841956679081e-08,2.165467849383e-06,0.0213849544524987,"Non-significant",5.66444825983957,"EPPK1","Epiplakin","EPIPL_HUMAN"
-0.724698305130026,10.4804266691208,-19.5935380224879,1.02415555742155e-07,1.03874977411481e-05,8.68184889855788,"GLSK_HUMAN",24,-21.0352529409233,2.33917371517302e-08,2.28675367770047e-06,-0.00548887252804953,"Non-significant",5.64078061378277,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
0.704387426376323,15.077183842659,19.4499576199454,1.08122972298474e-07,1.08309851509854e-05,8.62572609361447,"BHMT2_HUMAN",24,20.9115692686844,2.45171191507207e-08,2.36823696177319e-06,0.484591960906986,"Non-significant",5.6255748450058,"BHMT2","S-methylmethionine--homocysteine S-methyltransferase BHMT2","BHMT2_HUMAN"
0.679366827011124,15.4473232030868,20.4243890305853,7.53822876571469e-08,8.99488061838368e-06,8.99771460614985,"ADH6_HUMAN",19,20.832456283054,2.52687556195121e-08,2.41212568349084e-06,-0.173928260803222,"Non-significant",5.61760006708559,"ADH6","Alcohol dehydrogenase 6","ADH6_HUMAN"
0.673816680908203,17.0435242652893,23.553093064301,2.62569268278612e-08,5.63305762359231e-06,10.0659644771627,"DOPD_HUMAN",14,20.7951680473053,2.56319571203808e-08,2.41834534970662e-06,-0.31722855567935,"Non-significant",5.61648168000036,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN"
0.611160039901776,11.8483957052231,18.1753670142899,1.78099168021282e-07,1.50530900971321e-05,8.10621993083319,"S27A5_HUMAN",30,20.5714619971651,2.79378168767151e-08,2.60560282916858e-06,-0.126969814300525,"Non-significant",5.58409178288514,"SLC27A5","Long-chain fatty acid transport protein 5","S27A5_HUMAN"
