"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.88656020164489,8.2381522996085,-44.9957775733178,2.81816434271393e-09,1.20350449877794e-06,12.3765032782504,"XAF1_HUMAN",16,-45.6099029757769,6.36534747246304e-10,2.51281197859278e-07,-0.0650026003519688,"Non-significant",6.5998400063197,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
-1.06440711021425,12.0373546055385,-34.0713869970714,1.67189427913204e-08,4.11083338814466e-06,10.6533866108549,"PML_HUMAN",44,-45.4698389067228,6.50345717900521e-10,2.51281197859278e-07,0.0531759262084925,"Non-significant",6.5998400063197,"PML","Protein PML","PML_HUMAN"
-2.40271862347919,9.91948768070765,-43.4164506684823,3.54316908747705e-09,1.43746369878944e-06,12.1639487966126,"IRF9_HUMAN",16,-43.585690905844,8.73771735745635e-10,3.22262902901822e-07,0.117049694061276,"Non-significant",6.49178968515569,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-0.717144330342599,11.7336213248117,-26.0851548283227,9.20068620245447e-08,1.96458862754515e-05,8.88364847078248,"DSRAD_HUMAN",59,-42.3999201113117,1.05917799399803e-09,3.71919960246285e-07,0.146885077158613,"Non-significant",6.42955051324576,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-1.24989573160806,10.0967728751046,-33.6972648376377,1.79420037359721e-08,4.28180642099053e-06,10.5821039535036,"TDRD7_HUMAN",52,-42.1702224449324,1.10008368818226e-09,3.71919960246285e-07,-0.0465488433838086,"Non-significant",6.42955051324576,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.10557635625205,11.9349344798497,-37.5270780904846,9.01156274892337e-09,2.93460395848547e-06,11.2685794182501,"5NT3A_HUMAN",23,-41.660184316028,1.1975348073267e-09,3.77041567875555e-07,0.083166837692259,"Non-significant",6.42361076729073,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-1.5029044946035,11.7469600949969,-38.5227111711722,7.62094952061551e-09,2.68853845262062e-06,11.4325116117215,"E2AK2_HUMAN",23,-41.607414422691,1.20816869173828e-09,3.77041567875555e-07,-0.259580731391904,"Non-significant",6.42361076729073,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.23314889272054,11.916905948094,-36.2856363859463,1.11761962406312e-08,3.0999302474097e-06,11.0561494866081,"TAP2_HUMAN",22,-39.0600779028894,1.87697381499221e-09,5.54442901265109e-07,-0.187934637069683,"Non-significant",6.25614317258484,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.63740833600364,9.6192696435111,-42.59015564688,4.0073106760976e-09,1.54834851551695e-06,12.0484508067028,"HLAF_HUMAN",14,-38.9161400146075,1.92590966878179e-09,5.54442901265109e-07,0.006693045298233,"Non-significant",6.25614317258484,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-1.82102203369142,11.8762048993792,-34.7772164709602,1.46641903381487e-08,3.8000222723045e-06,10.7852580291753,"SAMH1_HUMAN",38,-38.757283722963,1.98161746816467e-09,5.54442901265109e-07,0.222043434778858,"Non-significant",6.25614317258484,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-3.17368419965107,11.0130135672433,-36.1430056037262,1.14614132884263e-08,3.0999302474097e-06,11.0311494024808,"ISG20_HUMAN",11,-35.5383413258178,3.62599107411466e-09,9.62451683891416e-07,-1.10557635625206,"Up in D",6.01662106332183,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-0.804943243662525,11.608216558184,-26.9875094273693,7.40747670430484e-08,1.62443962104674e-05,9.11355307722082,"PARP9_HUMAN",37,-35.4670000548098,3.67710157759846e-09,9.62451683891416e-07,0.0832351843516062,"Non-significant",6.01662106332183,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
-1.08607546488442,16.473226411002,-36.8881809641884,1.00583388628715e-08,3.02271709382739e-06,11.1603973800102,"HLAA_HUMAN",17,-35.2062728953772,3.871018915154e-09,9.81461429327795e-07,0.0390892028808238,"Non-significant",6.00812676316459,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-2.13163534800211,13.0731334686279,-37.2782958001482,9.40346351005944e-09,2.93460395848547e-06,11.2267374370902,"UB2L6_HUMAN",12,-35.0515006818061,3.99164742023875e-09,9.81461429327795e-07,-0.688543160756408,"Up in D",6.00812676316459,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-2.17394725481668,11.2648408072335,-52.4432921114494,1.05573101226227e-09,6.30012334051771e-07,13.2521271620613,"PLS1_HUMAN",7,-34.8642046453391,4.14340783604775e-09,9.88812093579161e-07,-0.0170038541158082,"Non-significant",6.00488623062239,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-1.04142864545189,11.3112530027117,-34.6591888704547,1.49865310221523e-08,3.8000222723045e-06,10.763440359828,"T23O_HUMAN",17,-33.1875082083555,5.83972188166977e-09,1.35381438136767e-06,0.0368085702260075,"Non-significant",5.86844087676894,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.683187405268342,12.0001219340733,-23.1366034309547,1.97448803055105e-07,3.72581299532354e-05,8.0646721968566,"DTX3L_HUMAN",43,-31.9200413478474,7.6573686728265e-09,1.72588581698095e-06,0.0972239176432286,"Non-significant",5.76298794019407,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-1.07416923840841,10.4098473957607,-25.6784645865713,1.01696421777601e-07,2.06291191575864e-05,8.77704950044322,"CMTR1_HUMAN",42,-30.1425528910811,1.14062892438668e-08,2.50136840337123e-06,-0.0684723854064941,"Non-significant",5.60182234034925,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.38185922304789,9.54204027993338,-30.2150973410282,3.60233950704718e-08,8.11927298893911e-06,9.86844435563315,"TREX1_HUMAN",15,-29.2421448413101,1.40829660909088e-08,3.00708386477984e-06,0.300159136454299,"Non-significant",5.5218544596603,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.792852799097677,11.7788799830845,-23.0000413204487,2.05022568384999e-07,3.78080254517246e-05,8.02396695464358,"UBA7_HUMAN",43,-28.9794503723738,1.49943579111339e-08,3.11959538694719e-06,-0.0964005788166826,"Non-significant",5.50590173053643,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-1.00163515408832,10.5822589056832,-24.2329968747238,1.4707417295991e-07,2.91063375462612e-05,8.3821536691693,"PAR10_HUMAN",43,-28.6062564485108,1.64073466155252e-08,3.32823026095928e-06,-0.125209331512426,"Non-significant",5.47778663502414,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.21140178044636,10.5515537261963,-25.886197694462,9.66072730375322e-08,2.00992670109368e-05,8.83173663076016,"IFIT5_HUMAN",24,-27.8517119315097,1.97548157183527e-08,3.90952621313937e-06,0.199915568033852,"Non-significant",5.40787587060583,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
0.470338980356932,12.9120960235596,15.7938765521548,2.20968242145598e-06,0.000275836356426059,5.4056112099309,"FAT1_HUMAN",153,26.9019722869382,2.51350219571484e-08,4.85584686095958e-06,0.177309751510617,"Non-significant",5.31373501807961,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-1.71661671002706,8.97634826387678,-23.6261428902175,1.72830657372441e-07,3.33892369980949e-05,8.2084427495229,"SAMD9_HUMAN",42,-25.5621536138301,3.58256491529768e-08,6.67812801415918e-06,0.109246969223042,"Non-significant",5.17534526013788,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-0.819328705469751,12.1407526561192,-22.5430838914888,2.32916867366413e-07,4.19974991513573e-05,7.88580551926451,"RO52_HUMAN",27,-25.5224720882904,3.6213659430984e-08,6.67812801415918e-06,0.141004959742226,"Non-significant",5.17534526013788,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.59579094250997,12.2026335852487,-37.3182910979048,9.339151836919e-09,2.93460395848547e-06,11.2334883379006,"BST2_HUMAN",7,-25.2656294343254,3.88442857663314e-08,7.00405632684473e-06,0.283552964528409,"Non-significant",5.15465036996445,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
0.429205179214486,11.4108115604946,14.2343607237052,4.2397753923989e-06,0.000446481873343823,4.67612737170633,"VP13C_HUMAN",153,23.7646301116077,5.93761043553282e-08,1.0473428494329e-05,-0.088433027267401,"Non-significant",4.97991112802199,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
-0.928823550542212,10.6549243927002,-20.7523022039337,3.93941049327848e-07,6.6592451546795e-05,7.31334711054667,"PAR12_HUMAN",33,-23.4117402192644,6.5855305209327e-08,1.13691477972017e-05,0.22060481707255,"Non-significant",4.94427208771715,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-0.393410444259661,12.905264036996,-13.8514743991852,5.02712605499826e-06,0.000491446997713926,4.48488658227453,"CO4B_HUMAN",83,-23.334190340133,6.738512317924e-08,1.13908935307574e-05,0.157186031341558,"Non-significant",4.94344220741722,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.917506933212321,12.7839923586164,-21.9501142469062,2.75898906728877e-07,4.86661680260457e-05,7.70188429267126,"LG3BP_HUMAN",20,-22.8688671990995,7.74632280725246e-08,1.28272782159279e-05,0.0883611043293921,"Non-significant",4.89186548557387,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-2.36458667119343,9.1033125604902,-21.1654361555515,3.476311841403e-07,6.00144559173275e-05,7.45002934356995,"ESIP1_HUMAN",18,-21.9977607803512,1.01325286688179e-07,1.64430675237577e-05,-0.0522809823354073,"Non-significant",4.78401715976624,"EPSTI1","Epithelial-stromal interaction protein 1","ESIP1_HUMAN"
-0.486990928649924,11.3779652459281,-16.7104679987515,1.54951989272227e-06,0.000199568323961088,5.80123651223234,"PCKGC_HUMAN",35,-21.8860690564131,1.0495318373155e-07,1.66978457411333e-05,-0.00484792391459976,"Non-significant",4.7773395553846,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
-0.601575692494675,15.1612935747419,-19.8017186226263,5.30283153592808e-07,8.60543501650408e-05,6.98746914228567,"GBP1_HUMAN",22,-21.4886140253704,1.1911996554895e-07,1.83407954040521e-05,-0.0496589342753104,"Non-significant",4.73658183376414,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.429419120152803,11.0025751931327,14.0489233126305,4.60185685715984e-06,0.000460981068382654,4.58414777451472,"CGNL1_HUMAN",84,21.4708950103292,1.19800610847272e-07,1.83407954040521e-05,-0.252830664316809,"Non-significant",4.73658183376414,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.05402962366739,8.77749770028251,-18.4196357802864,8.38180035077239e-07,0.000125944311196606,6.48285411504999,"TRNK1_HUMAN",78,-20.8435660991922,1.47018264046152e-07,2.2090855453157e-05,0.093957026799476,"Non-significant",4.65578746604834,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
-0.571993192036944,13.5511504581996,-17.4366938532577,1.18504405070256e-06,0.000165783576334493,6.09926758968472,"CN37_HUMAN",30,-20.7644442932767,1.50927938110956e-07,2.226598708786e-05,0.0628509521484339,"Non-significant",4.65235804711671,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
-1.70051495234171,10.3217464174543,-19.3890309391939,6.05942148826315e-07,9.45502806841677e-05,6.84077884134947,"GBP4_HUMAN",27,-20.5026549739251,1.64735153414766e-07,2.38689470501323e-05,0.127022425333658,"Non-significant",4.62216673894898,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.415542761484787,12.4050780705043,14.2159947228318,4.27413409490832e-06,0.000446481873343823,4.66707048577924,"CSDE1_HUMAN",47,20.2493126523913,1.79484807536002e-07,2.55498197955636e-05,-0.00921877225240664,"Non-significant",4.59261215862392,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
-1.87592061360674,12.7763496126447,-51.9839788196376,1.11699736504563e-09,6.30012334051771e-07,13.2035072353827,"HLAB_HUMAN",2,-19.924780033335,2.00631946573075e-07,2.80677174912747e-05,-0.0151802698770904,"Non-significant",4.5517929034058,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
0.23005064328512,9.36088957105364,8.59125669473982,9.3773284467972e-05,0.00460354780991089,1.17922806283613,"AKAP9_HUMAN",185,19.4862453556059,2.33879483562763e-07,3.2164375078445e-05,0.129725774129232,"Non-significant",4.49262488208794,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
0.482545296351116,11.1845284870693,14.5124647781827,3.75648215281961e-06,0.000417337539466758,4.8118749666211,"CBPD_HUMAN",54,19.3310092983988,2.47122968855864e-07,3.3419262821608e-05,0.0617442925771172,"Non-significant",4.47600313421638,"CPD","Carboxypeptidase D","CBPD_HUMAN"
-0.98961567878724,9.77711691175189,-17.5266508674533,1.14718819780524e-06,0.000163303246263013,6.13529258082933,"KPCD2_HUMAN",30,-19.0535102955796,2.72986266504736e-07,3.63116486298267e-05,-0.150370041529342,"Non-significant",4.43995403270147,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
0.797454913457267,10.8722269875663,18.8016250118978,7.36164030633039e-07,0.000112702546123707,6.62620228277316,"FSTL1_HUMAN",17,18.7580979693895,3.03971403092071e-07,3.97810316885333e-05,0.105614026387549,"Non-significant",4.40032395799321,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-1.29859717686969,9.45755985804966,-17.9148813001669,9.9901813639485e-07,0.000144750592119782,6.28860454448383,"MLKL_HUMAN",19,-18.6058296855733,3.21497642314931e-07,4.14068550752913e-05,-0.0433677832285753,"Non-significant",4.38292775368777,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
-0.734120766321832,13.7011045728411,-19.8088207449592,5.29079944436227e-07,8.60543501650408e-05,6.98996517093365,"PSB9_HUMAN",15,-18.5047900029273,3.33763332665904e-07,4.19196192762002e-05,0.0403782526651835,"Non-significant",4.37758267037061,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.258828639984143,14.213540485927,9.67046708763741,4.60061362041658e-05,0.00270502745768552,1.98573140544544,"LPPRC_HUMAN",87,18.4883302570041,3.35811591441091e-07,4.19196192762002e-05,0.0704006354014055,"Non-significant",4.37758267037061,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-0.388804594675687,13.7778784888131,-14.1775687192494,4.34706285360636e-06,0.000446481873343823,4.64808391518384,"EHD4_HUMAN",31,-18.3619039461712,3.52030887757899e-07,4.32784639889029e-05,-0.0264193216959914,"Non-significant",4.36372816132527,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
-0.413737773895264,15.4731426239013,-13.2323545571528,6.68524871834383e-06,0.000630745443030719,4.16440557398655,"AMPN_HUMAN",49,-18.0543063890301,3.95361726905585e-07,4.77382882422578e-05,-0.0371981461842417,"Non-significant",4.32113315760136,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-0.688543160756405,11.5198176247733,-16.9043497311344,1.44090600538764e-06,0.000191664120126481,5.88208387477375,"5NTD_HUMAN",22,-18.0231881716997,4.00074390001667e-07,4.77382882422578e-05,0.0400633017222507,"Non-significant",4.32113315760136,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.510440508524571,16.2982218606132,-14.4820438889115,3.80613481889821e-06,0.000417337539466758,4.79715205683421,"AMPL_HUMAN",38,-17.7061731031093,4.51917669097684e-07,5.31428980733132e-05,0.0639986991882466,"Non-significant",4.27455476564029,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-0.518876314163215,14.3857303346906,-17.1798989421934,1.30128783140653e-06,0.000178960160407332,5.9953654088853,"SNAA_HUMAN",19,-17.4389117503596,5.01631814086536e-07,5.81462934214022e-05,-0.0955890019734689,"Non-significant",4.23547796447703,"NAPA","Alpha-soluble NSF attachment protein","SNAA_HUMAN"
0.509373188018825,11.6837478365217,16.2104277489554,1.87606936532019e-06,0.000237850419222,5.58822100576118,"HRG_HUMAN",21,17.2165997453962,5.47770638729591e-07,6.2600154403548e-05,0.084060351053882,"Non-significant",4.20342459559906,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.605050007502243,12.19788646698,-14.7122259210321,3.44835876519747e-06,0.000411470338541358,4.90779960602168,"AMPE_HUMAN",38,-17.1597213413636,5.60340147334202e-07,6.31472216037461e-05,-0.182001670201621,"Non-significant",4.199645753085,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-0.454130490620955,15.4233106885638,-14.2231002770559,4.26080330146838e-06,0.000446481873343823,4.67057584066363,"TYPH_HUMAN",30,-17.0813525237689,5.78201095911805e-07,6.4267447838745e-05,0.0779714584350586,"Non-significant",4.19200894626289,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
0.185351371765096,12.4494113922119,7.02829674848044,0.000305218943425979,0.0105957830531216,-0.156575358963252,"LRP1_HUMAN",189,17.022434181415,5.92056905329566e-07,6.49182395924878e-05,0.0343346595764178,"Non-significant",4.18763326558078,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-0.65593814849854,11.8715230396816,-14.504528145773,3.76936395872447e-06,0.000417337539466758,4.808036798331,"PNPT1_HUMAN",42,-16.7095601969863,6.72287802294283e-07,7.27325763708775e-05,-0.837789376576739,"Up in D",4.1382710283527,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","PNPT1_HUMAN"
-1.56925209363298,11.1441516876221,-16.8424655056469,1.47459128787575e-06,0.000192981188868126,5.85638215200694,"NAT8_HUMAN",11,-16.6658178645889,6.8446331384219e-07,7.30754648488886e-05,-0.0490965048472063,"Non-significant",4.1362284133203,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-0.45051328341169,11.0788647787912,-13.3866720903375,6.21955102099738e-06,0.000593711023345561,4.24563481088514,"ABCD1_HUMAN",33,-16.1858075090869,8.35982440045776e-07,8.80424066380204e-05,-0.0454395612080898,"Non-significant",4.05530809452252,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
-0.674125115076723,13.2065361567906,-14.605101403412,3.60981370759411e-06,0.000417337539466758,4.85652078855816,"HOIL1_HUMAN",29,-16.1566496739902,8.46352935391372e-07,8.80424066380204e-05,-0.0965763330459612,"Non-significant",4.05530809452252,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
0.35140196482339,15.1966413770403,11.5907177305326,1.51926200467225e-05,0.00116295206659535,3.23890115068422,"ACOHC_HUMAN",48,16.1081274747063,8.63937363925572e-07,8.87340224163556e-05,0.177460193634026,"Non-significant",4.05190983096126,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.571593681971231,7.9154190335955,-14.4918705700501,3.7900136398179e-06,0.000417337539466758,4.80191126241223,"HIRA_HUMAN",26,-16.0709575425972,8.77689563518451e-07,8.90196639798589e-05,0.175984064737957,"Non-significant",4.05051404937015,"HIRA","Protein HIRA","HIRA_HUMAN"
0.344284057617166,12.5116917746408,12.1861381042573,1.11480994873038e-05,0.00094224665874982,3.58827543731329,"PROS_HUMAN",30,15.340251355136,1.20595445656537e-06,0.000120803882229277,0.00912650426224992,"Non-significant",3.91791910873094,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
-0.323346694310533,13.6756101335798,-11.3230049419987,1.75453092741683e-05,0.00128254630135677,3.07626170882301,"TRI25_HUMAN",37,-15.2932921935591,1.2314340337035e-06,0.000121851899383783,0.0768786271413333,"Non-significant",3.9141676967996,"TRIM25","E3 ubiquitin/ISG15 ligase TRIM25","TRI25_HUMAN"
0.666543483734134,8.74450806209019,14.0625765994339,4.57401505014762e-06,0.000460981068382654,4.59096070307807,"BICC1_HUMAN",25,15.210539878003,1.27784176433145e-06,0.00012492057922633,-0.0448884169260833,"Non-significant",3.90336601071933,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
0.417841275533023,11.9159751619611,12.0751634479938,1.17974755142787e-05,0.000976749578896449,3.52440511419437,"PCSK6_HUMAN",41,15.0677623873056,1.36267519775376e-06,0.000130298386710552,-0.00142137209574678,"Non-significant",3.88506096147116,"PCSK6","Proprotein convertase subtilisin/kexin type 6","PCSK6_HUMAN"
-1.155504544576,9.39986910138811,-13.9513501551034,4.80660602747143e-06,0.000475619528132966,4.5352686225443,"ZNFX1_HUMAN",61,-15.0640426617383,1.36496954281451e-06,0.000130298386710552,0.405000050862629,"Non-significant",3.88506096147116,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-0.33532373110455,11.35586139134,-10.8323826774515,2.3032936141806e-05,0.00158380715131029,2.76864821049552,"ZCCHV_HUMAN",51,-15.010131822997,1.39872093255795e-06,0.000131967693567154,-0.450513283411691,"Non-significant",3.87953237351194,"ZC3HAV1","Zinc finger CCCH-type antiviral protein 1","ZCCHV_HUMAN"
