"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.424329519271888,12.9229320798601,-13.4096958859367,5.68670049548155e-06,0.00230709439101687,4.83368244295893,"CO4B_HUMAN",83,-20.6166903240525,1.34692431962361e-07,9.93540357220546e-05,0.234996080398542,"Non-significant",4.00281448732395,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.72397406895953,11.4636430740356,-16.652664318168,1.44502577259331e-06,0.00097707825990184,6.10126546932774,"CO5_HUMAN",67,-20.3542255191732,1.47321081598205e-07,9.96136046739862e-05,0.0143551826477175,"Non-significant",4.00168134399245,"C5","Complement C5","CO5_HUMAN"
-0.744418859481824,12.6850848879133,-18.2600958164618,8.03560600884484e-07,0.000592735519597882,6.61031675980615,"LG3BP_HUMAN",20,-19.1076817251382,2.29098783806291e-07,0.000142992887061865,0.0288703441619873,"Non-significant",3.84468556523852,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.514159997304301,15.8228838784354,-15.4612054743419,2.31479913985802e-06,0.001444790786216,5.67699112559992,"APOE_HUMAN",29,-18.4351904325264,2.94142187686675e-07,0.000159781849504202,-0.0439786911010831,"Non-significant",3.79647255611007,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.373734633127849,14.2742700576782,-12.6368891907662,8.25406572039854e-06,0.00253020496897698,4.47251595737471,"VIME_HUMAN",46,-18.4240716536333,2.95381777491131e-07,0.000159781849504202,-0.0243811607360893,"Non-significant",3.79647255611007,"VIM","Vimentin","VIME_HUMAN"
-0.323249260584488,15.1490219661168,-10.5733055531799,2.50264919764034e-05,0.00507662389741343,3.36378020988316,"CO3_HUMAN",111,-17.7005629367507,3.9045307628434e-07,0.000192115904611026,-0.000996987024915796,"Non-significant",3.71643667991247,"C3","Complement C3","CO3_HUMAN"
-0.280340274174947,13.3410555975778,-9.50378527156441,4.81688805479103e-05,0.00831579354820732,2.68975471305109,"FAT1_HUMAN",153,-17.6233769126857,4.02510522354874e-07,0.000192115904611026,-0.130993525187174,"Non-significant",3.71643667991247,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.735777616500799,11.4105776378087,-15.1146893220391,2.67214625873446e-06,0.00154869962452653,5.54516963470499,"K1C19_HUMAN",26,-16.5031411807858,6.35311353364563e-07,0.00028638424006667,0.136502345403025,"Non-significant",3.54305088524828,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.826901435852053,9.00830364227295,14.493066784719,3.48490630571505e-06,0.0018851019843048,5.29834768612815,"RRP12_HUMAN",42,16.1837987052745,7.27526281010956e-07,0.000310692012848573,0.097670793533319,"Non-significant",3.50766991127794,"RRP12","RRP12-like protein","RRP12_HUMAN"
0.700057347615575,11.4977803911482,14.1025837311734,4.14057136663209e-06,0.0020997872543033,5.13613061709163,"EHD2_HUMAN",32,15.7436284600259,8.80688915184233e-07,0.000357295492890243,-0.0737272898356096,"Non-significant",3.44697246217775,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
-1.43754975001017,8.81607287270682,-13.4889109869864,5.47988372648098e-06,0.00230709439101687,4.86924603743511,"PGBM_HUMAN",106,-14.4755143558927,1.57322168835483e-06,0.000607862894252911,-0.0702912807464315,"Non-significant",3.21619436642481,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.555129130681337,11.8457445417132,-12.992627846018,6.93533721604663e-06,0.00248370811280023,4.64204033070546,"ANXA1_HUMAN",23,-14.0298920834254,1.95121115237445e-06,0.000705424065251349,0.146558761596673,"Non-significant",3.15154972863849,"ANXA1","Annexin A1","ANXA1_HUMAN"
-0.74096878369649,12.0223503112793,-13.1264315859819,6.50326786873518e-06,0.00248370811280023,4.70434115388599,"APOA5_HUMAN",23,-13.9800195342548,1.99959988917686e-06,0.000705424065251349,-0.0346617301305141,"Non-significant",3.15154972863849,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
3.88024719556172,9.60029070717948,13.4534860770742,5.57128448727165e-06,0.00230709439101687,4.85337436257572,"Q15194_HBV",5,13.7041745090106,2.29317261442962e-06,0.00076560684926471,-0.170318603515659,"Non-significant",3.11599418993267,"PreC-C","Capsid protein","Q15194_HBV"
-0.404207785924223,11.9767908368792,-11.4499136698145,1.52777093556974e-05,0.00416594823118281,3.86278979620673,"A0AAG2UXZ5_HUMAN",30,-13.5416149859396,2.48899549819373e-06,0.00076560684926471,-0.0344488620758092,"Non-significant",3.11599418993267,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-0.231725454330482,12.6877410071237,-7.62381206176056,0.000181317326299565,0.0160366087209831,1.29272382599289,"LRP1_HUMAN",189,-13.5411420942419,2.48959221411475e-06,0.00076560684926471,-0.425373196601869,"Non-significant",3.11599418993267,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.519497076670318,9.85060037885393,12.5969255926446,8.41946440256081e-06,0.00253020496897698,4.45311033281679,"FMO1_HUMAN",22,13.4957610710481,2.54761953785398e-06,0.00076560684926471,0.0421211719512922,"Non-significant",3.11599418993267,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN"
0.269445498784362,11.9563773018973,8.48314435125694,9.58920314132268e-05,0.0124150516285651,1.96874375351682,"FLNC_HUMAN",102,13.3278583167288,2.77607703663746e-06,0.000804467466974156,-0.0984729131063062,"Non-significant",3.09449151427383,"FLNC","Filamin-C","FLNC_HUMAN"
-0.498806238174415,10.2045038768223,-11.0234520131339,1.93371893538397e-05,0.00474673766088449,3.62559746366987,"AGRIN_HUMAN",63,-13.2417551201682,2.90220561135984e-06,0.000812017114847372,0.0687157313029072,"Non-significant",3.09043481705754,"AGRN","Agrin","AGRIN_HUMAN"
-0.707329909006751,8.35256215504238,-12.7903920116043,7.65253916933764e-06,0.00248370811280023,4.54636971405081,"CO8B_HUMAN",16,-12.8481233425788,3.56827682109901e-06,0.000965099937546578,0.0966235796610651,"Non-significant",3.01542771248238,"C8B","Complement component C8 beta chain","CO8B_HUMAN"
-0.870925108591729,9.68885108402798,-11.4349049388506,1.54028157426034e-05,0.00416594823118281,3.85461404812397,"PTPRF_HUMAN",57,-12.4842032286555,4.34222475771308e-06,0.0011365423123898,0.0682341257731132,"Non-significant",2.94441439126735,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.73355420430501,10.7326399939401,13.9053780714968,4.52500476851375e-06,0.0021597581583365,5.0519977613015,"CNBP_HUMAN",11,12.3542716737346,4.66345284556729e-06,0.00117913326801521,0.00984930992122557,"Non-significant",2.92843710729441,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN"
-0.331362565358523,14.8183932985578,-10.6740545101297,2.36026576043148e-05,0.00503485613583943,3.4234390416046,"APOA1_HUMAN",25,-12.3037454942485,4.79558760716072e-06,0.00117913326801521,-0.242024501164758,"Non-significant",2.92843710729441,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
0.329884211222357,14.3648601259504,9.51748525407634,4.77471688476499e-05,0.00831579354820732,2.698887516317,"PLOD2_HUMAN",38,11.9416906085415,5.87701518720085e-06,0.0014025323890867,0.00691310564676861,"Non-significant",2.85308710066773,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.395326773325618,18.3286288125174,10.6309555929486,2.42000726272785e-05,0.00503485613583943,3.39799417945776,"LDHA_HUMAN",24,11.742671925966,6.58800112119539e-06,0.00152728688849655,0.0789013703664079,"Non-significant",2.81607937657276,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
-0.271284262339293,17.1295634678432,-8.69363656488579,8.27285130122129e-05,0.0121212454299123,2.12429867499187,"SBP1_HUMAN",39,-11.5979440356296,7.16647153732838e-06,0.00161524305705229,0.151528040568036,"Non-significant",2.79176211705167,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.776419480641673,9.02217251913888,-10.7161839279738,2.30349687161948e-05,0.00503485613583943,3.44820203117273,"MASP1_HUMAN",18,-11.1010948506004,9.63882769414263e-06,0.0020967071125836,0.0467309951782191,"Non-significant",2.67846223156257,"MASP1","Mannan-binding lectin serine protease 1","MASP1_HUMAN"
-0.704689025878906,8.40303421020508,-10.2213834936034,3.08326025137873e-05,0.00610184723894805,3.15039502890519,"NID1_HUMAN",32,-11.0473743520172,9.95984642411975e-06,0.0020967071125836,-0.404207785924225,"Non-significant",2.67846223156257,"NID1","Nidogen-1","NID1_HUMAN"
1.25283288955686,11.3706385748727,12.8013550924277,7.61154190572386e-06,0.00248370811280023,4.55160311855349,"NUA4L_HUMAN",5,11.0281207163035,1.00778379825931e-05,0.0020967071125836,-0.220861514409359,"Non-significant",2.67846223156257,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
3.23272124926251,9.9877485547747,11.1069485498057,1.84533774182758e-05,0.00467908451162155,3.67284686255761,"Q6VBP1_HBV",1,10.963518758481,1.04854708649068e-05,0.00212697776494634,-0.0280375480651998,"Non-significant",2.67223705011212,"S","Large envelope protein","Q6VBP1_HBV"
-0.872966607411689,10.6240513665335,-9.74751887646916,4.126104178996e-05,0.00743982429074968,2.85021815454179,"TRFL_HUMAN",33,-10.4020591354254,1.4935362880988e-05,0.00295574474186188,-0.0102420647939248,"Non-significant",2.52933307433253,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.412804126739482,12.1704498018537,-9.38149440335704,5.21281529906345e-05,0.00847004964227557,2.60762244740451,"MA1A1_HUMAN",24,-10.1964330174151,1.70740847416635e-05,0.00328547416520186,0.0115947723388654,"Non-significant",2.48340194346491,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-0.817782084147129,8.91138853345599,-9.37955003211159,5.21940451212446e-05,0.00847004964227557,2.60630766071831,"LAMA5_HUMAN",58,-10.1362419799462,1.77642842885583e-05,0.00328547416520186,0.0209538936614653,"Non-significant",2.48340194346491,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.675593137741085,9.5584784916469,-10.9734034449225,1.98901997128509e-05,0.00474673766088449,3.59708240606686,"B4GA1_HUMAN",11,-10.1318197153751,1.78162266784424e-05,0.00328547416520186,-0.0214787324269619,"Non-significant",2.48340194346491,"B4GAT1","Beta-1,4-glucuronyltransferase 1","B4GA1_HUMAN"
0.404592990875244,18.8219160352434,9.04018298201879,6.53038519559688e-05,0.00999765009001379,2.37244368924664,"ENOA_HUMAN",28,10.0700842197044,1.85596059813863e-05,0.00334650317628818,-0.00801269213359035,"Non-significant",2.47540875845556,"ENO1","Alpha-enolase","ENOA_HUMAN"
0.342147191365573,18.8594717298235,8.52731545390829,9.29422902812272e-05,0.0124150516285651,2.00169770381408,"G3P_HUMAN",32,9.89099027736903,2.09227852242391e-05,0.00369059737629296,-0.178833484649624,"Non-significant",2.43290333133967,"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase","G3P_HUMAN"
0.698242346445708,14.4390386853899,9.3156619062053,5.44130822611628e-05,0.00865701469543284,2.56294956622262,"RL4_HUMAN",23,9.84391613575876,2.15992466522384e-05,0.00372885717736728,0.0606545607248954,"Non-significant",2.42842425066099,"RPL4","Large ribosomal subunit protein uL4","RL4_HUMAN"
0.313263734181703,17.6796398162842,8.26550698367898,0.000112081301655713,0.0131391343463897,1.80390343197663,"PGK1_HUMAN",33,9.77896277937301,2.25736619006429e-05,0.00381588943045451,-0.0552625656127912,"Non-significant",2.41840421794047,"PGK1","Phosphoglycerate kinase 1","PGK1_HUMAN"
-0.506212790807048,10.6988634381975,-8.63209592584749,8.63504598897962e-05,0.0121694993735629,2.07920594879478,"LAMC1_HUMAN",52,-9.69406702467535,2.39231408009865e-05,0.00396147682569805,-0.0212344328562821,"Non-significant",2.40214288031568,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.249902725219727,16.9535634177072,7.6035616567917,0.00018419027342838,0.0160701062214825,1.27595010092959,"G6PI_HUMAN",35,9.58721613423866,2.57532375744456e-05,0.00417923539358103,0.0200151602427141,"Non-significant",2.37890316672327,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
-0.368034680684419,11.2414894104004,-8.06963878797688,0.000129363952856913,0.0138113041247499,1.65194823767661,"PRG4_HUMAN",49,-9.5089673120526,2.71940708112313e-05,0.00426817251562717,-0.0608669916788998,"Non-significant",2.36975803510728,"PRG4","Proteoglycan 4","PRG4_HUMAN"
1.15697872638703,8.02589150837489,10.7025072695203,2.32175261615083e-05,0.00503485613583943,3.44017493794695,"TENX_HUMAN",5,9.49990197242233,2.73668121087665e-05,0.00426817251562717,-0.0651597181955985,"Non-significant",2.36975803510728,"TNXB","Tenascin-X","TENX_HUMAN"
0.694910446802783,14.1818388530186,9.76872751292847,4.07156268457549e-05,0.00743982429074968,2.86398152317759,"RL13_HUMAN",12,9.47338002344474,2.78793620074242e-05,0.00426817251562717,-0.0367638270060091,"Non-significant",2.36975803510728,"RPL13","Large ribosomal subunit protein eL13","RL13_HUMAN"
0.29586736361189,12.7596139907837,8.04822625646099,0.000131431321205103,0.0138497888345221,1.63512432422274,"PURA1_HUMAN",29,9.34566212280264,3.05046732296499e-05,0.00458360960343295,0.00804813702897533,"Non-significant",2.33879237932491,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.270944913228362,17.2119492122105,7.45113159703258,0.000207559813025665,0.0177277928725289,1.14837074029282,"CNDP2_HUMAN",40,9.24950803944703,3.26661331296578e-05,0.00481178225263251,0.0521833896636341,"Non-significant",2.31769403399633,"CNDP2","Cytosolic non-specific dipeptidase","CNDP2_HUMAN"
0.7430477142334,9.15038108825684,11.3164072916012,1.6432917390596e-05,0.00430118360346116,3.7896302232595,"RM20_HUMAN",7,9.22464444478323,3.32528729650209e-05,0.00481178225263251,0.108325401941936,"Non-significant",2.31769403399633,"MRPL20","Large ribosomal subunit protein bL20m","RM20_HUMAN"
0.330796639124587,13.721405846732,7.92884224588863,0.000143672383669111,0.0145123862472391,1.54054344545136,"PFKAP_HUMAN",34,9.19878140903021,3.38758749275199e-05,0.00481178225263251,0.101287762324006,"Non-significant",2.31769403399633,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-0.685203552246087,9.63599068777902,-8.62154804953558,8.69892733136119e-05,0.0121694993735629,2.07144540434028,"PERM_HUMAN",27,-9.17762641891696,3.43952884708757e-05,0.00481178225263251,-0.0181767145792655,"Non-significant",2.31769403399633,"MPO","Myeloperoxidase","PERM_HUMAN"
-1.47312609354655,8.46455982753209,-10.9210511164774,2.04881683511401e-05,0.00474974280003288,3.5670983066244,"DMBT1_HUMAN",1,-9.10826302647106,3.6162572744628e-05,0.00497327313982901,0.00634582837423281,"Non-significant",2.30335768799018,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.328774770100894,11.0843257904053,8.4120410616769,0.000100867785379386,0.0125914032395129,1.91534433230183,"HP1B3_HUMAN",21,8.92496361121064,4.13481665282787e-05,0.00546072551587395,-0.127988735834782,"Non-significant",2.26274965278825,"HP1BP3","Heterochromatin protein 1-binding protein 3","HP1B3_HUMAN"
0.558052539825441,9.55237443106515,8.36558917281085,0.000104277642168579,0.0127791174823227,1.88022136473912,"GTPB4_HUMAN",25,8.92325255847702,4.14003790307023e-05,0.00546072551587395,0.00745423634846887,"Non-significant",2.26274965278825,"GTPBP4","GTP-binding protein 4","GTPB4_HUMAN"
0.873171170552592,10.2303735188076,12.8536268234996,7.41950464063098e-06,0.00248370811280023,4.57648108893332,"DR9C7_HUMAN",4,8.912635505447,4.17260268651941e-05,0.00546072551587395,0.0889705022175988,"Non-significant",2.26274965278825,"SDR9C7","Short-chain dehydrogenase/reductase family 9C member 7","DR9C7_HUMAN"
0.406976143519062,10.6455279758998,11.6032046786175,1.40645364154887e-05,0.00407570173125983,3.94559376227422,"P2RX4_HUMAN",11,8.86682832199331,4.31646127350074e-05,0.00551790620839896,-0.028986612955725,"Non-significant",2.25822568579249,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN"
0.199005762736038,12.9037000111171,6.36675441144929,0.000516421369562892,0.0303640796567631,0.168592324295731,"SRBS1_HUMAN",46,8.85568330124041,4.3523046258015e-05,0.00551790620839896,0.0606285730997573,"Non-significant",2.25822568579249,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
-0.546321471532206,10.4399909973145,-8.47613863289227,9.63696300914454e-05,0.0124150516285651,1.96350174996309,"OAT_HUMAN",18,-8.75827918361733,4.68028586590451e-05,0.00584243684860757,0.0942639509836827,"Non-significant",2.23340597323603,"OAT","Ornithine aminotransferase, mitochondrial","OAT_HUMAN"
-0.374909400939942,8.05848509924752,-9.1541829647418,6.05196760374104e-05,0.00944339714168361,2.45198720984513,"ZGPAT_HUMAN",15,-8.68638959113956,4.94028795479357e-05,0.00603156999260143,-0.0930797259013172,"Non-significant",2.21956962809604,"ZGPAT","Zinc finger CCCH-type with G patch domain-containing protein","ZGPAT_HUMAN"
-0.413731416066488,9.38561044420515,-8.22339976505462,0.000115562223529557,0.013206646221392,1.77152867716322,"SIN1_HUMAN",21,-8.67566188045436,4.9804681969965e-05,0.00603156999260143,-0.0744961102803163,"Non-significant",2.21956962809604,"MAPKAP1","Target of rapamycin complex 2 subunit MAPKAP1","SIN1_HUMAN"
0.779600302378342,7.98786435808454,9.47030639765843,4.92174836939925e-05,0.00831980547277199,2.66737909856209,"CF047_HUMAN",8,8.60942088261152,5.23690106471689e-05,0.00624885518222248,-0.069540103276525,"Non-significant",2.20419954002941,"C6orf47","Uncharacterized protein C6orf47","CF047_HUMAN"
-0.173657894134472,14.6188444410052,-5.95752256346061,0.000751591414439901,0.0365174415375171,-0.237198779637636,"THRB_HUMAN",42,-8.55177591805985,5.47223560615112e-05,0.00643503184178408,0.112762451171896,"Non-significant",2.19144929978105,"F2","Prothrombin","THRB_HUMAN"
-0.339546759923298,9.56346075875418,-7.73936289135744,0.000165869111284436,0.0158336702230814,1.38766254499224,"BCAM_HUMAN",25,-8.4791372175986,5.78596577321424e-05,0.00647227075402211,-0.0150855382283517,"Non-significant",2.18894332320694,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
0.438758850097685,14.6707961218698,8.34222810869806,0.000106042114300849,0.0127791174823227,1.86248636790726,"RL5_HUMAN",17,8.46598123142498,5.84493274712561e-05,0.00647227075402211,0.0633184115091829,"Non-significant",2.18894332320694,"RPL5","Large ribosomal subunit protein uL18","RL5_HUMAN"
1.11510245005291,9.66404969351633,8.32848084648173,0.000107096375252397,0.0127791174823227,1.85202745203816,"REEP3_HUMAN",11,8.46227383294191,5.86167212455803e-05,0.00647227075402211,-0.075499852498373,"Non-significant",2.18894332320694,"REEP3","Receptor expression-enhancing protein 3","REEP3_HUMAN"
-0.243648211161297,11.9676513671875,-6.62060382336854,0.000412902296889109,0.0279190769746519,0.409937013363255,"PLMN_HUMAN",50,-8.4555802575791,5.8920316970969e-05,0.00647227075402211,-0.0353960990905673,"Non-significant",2.18894332320694,"PLG","Plasminogen","PLMN_HUMAN"
0.382413546244321,12.1232907431466,7.34979822424129,0.000224963618054285,0.0186260693560456,1.0622490299049,"HKDC1_HUMAN",55,8.45322938753675,5.90273645301499e-05,0.00647227075402211,0.0258655548095703,"Non-significant",2.18894332320694,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-0.723765532175696,10.2185637610299,-9.95707529869482,3.62178647040523e-05,0.0069969465287781,2.98484148810566,"F13A_HUMAN",7,-8.42681757551966,6.02452430420707e-05,0.00651773202724483,0.00561432043711552,"Non-significant",2.18590349926843,"F13A1","Coagulation factor XIII A chain","F13A_HUMAN"
0.645668188730854,13.2042514256069,9.8818472267741,3.79423857156638e-05,0.00715963994643945,2.93686178304687,"RL19_HUMAN",8,8.40001123971198,6.15103930486239e-05,0.00656704380521756,0.0116539796193429,"Non-significant",2.18263008675781,"RPL19","Large ribosomal subunit protein eL19","RL19_HUMAN"
-0.211924950281778,12.2758415767125,-6.38392690471589,0.000508556440996519,0.0303640796567631,0.185163636493822,"PCSK6_HUMAN",41,-8.3143727842118,6.57575623028147e-05,0.00692930987694855,-0.0977526505788173,"Non-significant",2.15931001669522,"PCSK6","Proprotein convertase subtilisin/kexin type 6","PCSK6_HUMAN"
0.194049914677946,15.6034596306937,6.08044342808038,0.000670156221586126,0.0339852973871864,-0.113080882518234,"KPYM_HUMAN",44,8.2431997654352,6.9540114822035e-05,0.00723395502135887,-0.0970988273620641,"Non-significant",2.14062419588355,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
0.205509821573857,15.28000831604,6.14264920756461,0.000632781799022242,0.0331251065630095,-0.0510076636289023,"ACOHC_HUMAN",48,8.22146754222805,7.07435639813016e-05,0.00726599086258584,-0.0103011131286745,"Non-significant",2.13870515262401,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.454196413358055,7.80290882928031,-8.67757794258695,8.36566112983842e-05,0.0121212454299123,2.11256246903377,"FBX4_HUMAN",13,-8.18306326241456,7.29281377609398e-05,0.00734942665605987,-0.0234032471974679,"Non-significant",2.13374653980311,"FBXO4","F-box only protein 4","FBX4_HUMAN"
-1.72823468844096,8.35829387392317,-7.9871166978878,0.000137541819079265,0.0143078758975533,1.58687693196569,"HBB_HUMAN",8,-8.1659094445168,7.39284149164859e-05,0.00734942665605987,-0.03943816820785,"Non-significant",2.13374653980311,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.73227103551229,8.06170695168631,-7.96547905190558,0.000139782629802274,0.0143569146609577,1.56971018018931,"EXT1_HUMAN",15,-8.16005678639427,7.42732297013692e-05,0.00734942665605987,0.0439928372701068,"Non-significant",2.13374653980311,"EXT1","Exostosin-1","EXT1_HUMAN"
0.547295490900703,10.1048199789865,8.47576900185427,9.63949041902389e-05,0.0124150516285651,1.96322505765713,"FHL1_HUMAN",12,8.09876906438932,7.79951091356726e-05,0.0074823340394852,0.194086631139141,"Non-significant",2.12596290716871,"FHL1","Four and a half LIM domains protein 1","FHL1_HUMAN"
-0.293798049290988,11.971919468471,-8.24996311286889,0.000113352157289534,0.0131391343463897,1.79197074487256,"METK2_HUMAN",17,-8.09563282192693,7.81911489606312e-05,0.0074823340394852,-0.251482645670574,"Non-significant",2.12596290716871,"MAT2A","S-adenosylmethionine synthase isoform type-2","METK2_HUMAN"
0.566989183425926,14.2506178447178,8.10815244378609,0.000125738159619486,0.0137963090648096,1.6821024880782,"RS6_HUMAN",14,8.09257465539267,7.83828436475526e-05,0.0074823340394852,-0.175729552904763,"Non-significant",2.12596290716871,"RPS6","Small ribosomal subunit protein eS6","RS6_HUMAN"
-0.278385082880664,13.2911337443761,-7.3222558312415,0.000229977113285707,0.0186854635409309,1.03865764386328,"SERB1_HUMAN",24,-8.06790807991765,7.99485382239457e-05,0.00753568511355727,0.143163760503132,"Non-significant",2.12287725728281,"SERBP1","SERPINE1 mRNA-binding protein 1","SERB1_HUMAN"
0.217597007751472,16.7500866481236,6.98426287785658,0.000303098436839031,0.0221562226712784,0.742592747156681,"THIK_HUMAN",25,8.04444733227492,8.14704841222426e-05,0.00753568511355727,0.109801133473701,"Non-significant",2.12287725728281,"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","THIK_HUMAN"
0.836360255877182,8.20124156134469,7.70154083255947,0.000170754177678278,0.015870659019766,1.35673141669483,"NOC3L_HUMAN",19,8.04052795144077,8.17279134820113e-05,0.00753568511355727,-0.148828585942587,"Non-significant",2.12287725728281,"NOC3L","Nucleolar complex protein 3 homolog","NOC3L_HUMAN"
1.1012456814448,7.1228369304112,7.63255319708786,0.000180093013671902,0.0160366087209831,1.29995167229446,"ESIP1_HUMAN",18,7.96454607286632,8.69042687695872e-05,0.00789050514956312,0.0747608343759829,"Non-significant",2.10289519239956,"EPSTI1","Epithelial-stromal interaction protein 1","ESIP1_HUMAN"
