"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBVHDV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.02979755401613,14.9268734455109,-33.1768722098077,1.49385268429743e-09,3.66805192573419e-07,12.9019744886743,"ACOHC_HUMAN",48,-43.3617452400651,4.45011212906497e-11,3.28782375208282e-08,0.0833668708801731,"Non-significant",7.48309147140858,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.8605046272278,14.7661032676697,36.9119923169431,6.62959160741797e-10,2.83572057860452e-07,13.6855656142881,"FINC_HUMAN",120,42.8352435588368,4.92299972884528e-11,3.33410156636046e-08,0.165340900421176,"Non-significant",7.47702117444262,"FN1","Fibronectin","FINC_HUMAN"
1.77464485168455,12.7793297767639,39.871849059765,3.68256723543119e-10,2.49401866019577e-07,14.2366098888499,"ANXA1_HUMAN",23,42.2787419882592,5.48495228136039e-11,3.42893901466276e-08,0.182798385620115,"Non-significant",7.46484023895358,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.28436398506165,14.6477817296982,34.5793392929197,1.09000830292957e-09,3.25836536389371e-07,13.2088261128749,"VIME_HUMAN",46,41.5023186555636,6.39294956664103e-11,3.61223379458769e-08,0.033510684967025,"Non-significant",7.44222414860952,"VIM","Vimentin","VIME_HUMAN"
1.94005155563355,14.9090769290924,36.988097941658,6.52636015484024e-10,2.83572057860452e-07,13.7004584603215,"FIBA_HUMAN",43,40.9954007890437,7.07629681700721e-11,3.61223379458769e-08,0.058469295501709,"Non-significant",7.44222414860952,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
2.98450970649719,11.1663464307785,38.8895046585589,4.45399198656232e-10,2.51540451259637e-07,14.0599345529353,"K1C19_HUMAN",26,40.9707384308476,7.11157139330664e-11,3.61223379458769e-08,0.141585588455175,"Non-significant",7.44222414860952,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
2.2561163902283,10.1220622062683,48.5730454483035,8.16560928586599e-11,1.54758207945132e-07,15.5758276732,"SYUG_HUMAN",9,40.4869070826936,7.84502509805392e-11,3.75038346893437e-08,0.183830976486204,"Non-significant",7.42592432429154,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-1.60639429092408,11.3152718544006,-34.445767025784,1.12260649918819e-09,3.25836536389371e-07,13.1802845982419,"DPYD_HUMAN",55,-39.5081500628964,9.6027303813783e-11,4.18874014619113e-08,-0.787597894668574,"Up in CTRL.myr",7.37791658081226,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-3.82765483856201,9.92429709434509,-45.7463864981771,1.29054201847783e-10,1.74803916402822e-07,15.1808792012977,"NUA4L_HUMAN",5,-39.3334691596725,9.96072568269807e-11,4.18874014619113e-08,-0.0786410570144653,"Non-significant",7.37791658081226,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
1.91918826103207,13.5473786592484,38.6784086888955,4.64268090180209e-10,2.51540451259637e-07,14.0211866035081,"FGL1_HUMAN",17,39.1705158317482,1.03082075702993e-10,4.18874014619113e-08,0.195420742034907,"Non-significant",7.37791658081226,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.60544061660767,10.7309522628784,36.3563730230774,7.44169040642391e-10,3.02393089665036e-07,13.575610895953,"CCN1_HUMAN",22,38.3007084585192,1.24087084332226e-10,4.67089790665189e-08,-0.715980529785124,"Up in CTRL.myr",7.33059962512547,"CCN1","CCN family member 1","CCN1_HUMAN"
-1.19696021080015,10.5323427915573,-29.8583848025562,3.3295348179529e-09,6.93823832448801e-07,12.1069554033112,"SYNE2_HUMAN",160,-37.7811056294923,1.38902418050026e-10,4.67089790665189e-08,-0.118816375732429,"Non-significant",7.33059962512547,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.76196312904357,16.2415155172348,-24.6453556113135,1.42754304489143e-08,1.43714574965146e-06,10.6175319510388,"FAS_HUMAN",149,-37.7389711879797,1.40188057764601e-10,4.67089790665189e-08,-0.0141971111297599,"Non-significant",7.33059962512547,"FASN","Fatty acid synthase","FAS_HUMAN"
1.62479615211486,8.57341420650482,33.1386541364392,1.50701401313299e-09,3.66805192573419e-07,12.8933852143673,"MAP1B_HUMAN",55,37.6276310665155,1.43649964159884e-10,4.67089790665189e-08,-0.0800468921661501,"Non-significant",7.33059962512547,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
-1.15731453895567,14.1501349210739,-33.6535039198661,1.34016603799854e-09,3.63050979693805e-07,13.0080637721488,"AL8A1_HUMAN",26,-37.2814007398368,1.55042292296251e-10,4.67089790665189e-08,-0.66420388221741,"Up in CTRL.myr",7.33059962512547,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.86020278930665,14.6329801082611,34.0132047962394,1.23597929355639e-09,3.46372542025267e-07,13.0868831623784,"FIBB_HUMAN",38,37.2461799637881,1.56256797077303e-10,4.67089790665189e-08,0.0133465528488195,"Non-significant",7.33059962512547,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.933325529098479,12.674901843071,28.2831219102804,5.02559083987935e-09,8.50895349077073e-07,11.6911517628999,"LIMC1_HUMAN",62,37.2013193895694,1.5781916213432e-10,4.67089790665189e-08,1.1360216140747,"Up in HBVHDV.myr",7.33059962512547,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
1.56610679626462,9.93578386306761,35.3987392722604,9.11959889589194e-10,3.08812417612141e-07,13.3808903906895,"DREB_HUMAN",21,37.0202089587851,1.6430706237594e-10,4.67089790665189e-08,0.24559831619262,"Non-significant",7.33059962512547,"DBN1","Drebrin","DREB_HUMAN"
1.21912455558777,10.888481259346,34.8306132437555,1.03154170927679e-09,3.25836536389371e-07,13.2621396639531,"ANGL3_HUMAN",22,36.9561183000153,1.66674097813344e-10,4.67089790665189e-08,0.0619342327117991,"Non-significant",7.33059962512547,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
1.70574045181275,15.2691690921784,33.245544320027,1.4705287475371e-09,3.66805192573419e-07,12.917377051827,"FIBG_HUMAN",29,35.9229520107292,2.10621905681595e-10,5.68739050114064e-08,0.0250475406646498,"Non-significant",7.24508695169011,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
1.39377951622008,13.9476102590561,38.7508600645404,4.57692018659339e-10,2.51540451259637e-07,14.0345172497745,"IL18_HUMAN",14,35.7944673562076,2.16942420986046e-10,5.68739050114064e-08,-0.233637571334837,"Non-significant",7.24508695169011,"IL18","Interleukin-18","IL18_HUMAN"
-1.10563921928408,13.3611189126968,-32.7215902800697,1.65948716123075e-09,3.85332918837779e-07,12.7988411218823,"BUP1_HUMAN",23,-35.1836061442399,2.50048767005585e-10,6.35045727954496e-08,0.145365238189701,"Non-significant",7.19719500119105,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-1.45907044410708,13.9759677648544,-35.4780032784851,8.96556297790981e-10,3.08812417612141e-07,13.3972640828264,"NDRG1_HUMAN",15,-34.3228769215102,3.06728878003153e-10,7.34837407140522e-08,1.03607892990115,"Up in HBVHDV.myr",7.1338087438997,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
1.76308250427247,10.1369607448578,43.1989724458983,1.99831637945076e-10,2.03003965197454e-07,14.7935106978454,"COTL1_HUMAN",9,34.2389811941177,3.12982784063419e-10,7.34837407140522e-08,-0.407036542892449,"Non-significant",7.1338087438997,"COTL1","Coactosin-like protein","COTL1_HUMAN"
-0.978814363479627,15.1525334119797,-31.5984068875119,2.16456603323494e-09,4.62932319792116e-07,12.536606676388,"PBLD_HUMAN",23,-34.1930450663737,3.16467444935626e-10,7.34837407140522e-08,-0.143215417861949,"Non-significant",7.1338087438997,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.01072001457212,13.7424677610397,26.0246993867861,9.4491852984208e-09,1.21054753055955e-06,11.0449051812013,"APOB_HUMAN",239,33.8383690120714,3.44883692957671e-10,7.62876582762621e-08,0.295699596405028,"Non-significant",7.1175457159908,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-1.28532242774963,11.5684605836868,-32.2940662809489,1.83413190287183e-09,4.14055277073317e-07,12.7003565044338,"VTDB_HUMAN",21,-33.8095330030522,3.47316765869533e-10,7.62876582762621e-08,0.506774902343745,"Up in HBVHDV.myr",7.1175457159908,"GC","Vitamin D-binding protein","VTDB_HUMAN"
1.0368022918701,11.8188090324402,29.0132156619241,4.14123008096828e-09,8.16469742097285e-07,11.887209346623,"TFR1_HUMAN",34,33.6899684124355,3.57612296767718e-10,7.6481977258717e-08,-0.3451554775238,"Non-significant",7.11644089294103,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
-1.05499267578128,18.4141683578491,-28.9298319001317,4.23276033879804e-09,8.16469742097285e-07,11.865115618914,"ADH1G_HUMAN",33,-33.2665765646247,3.96914992992101e-10,8.16191251042903e-08,0.167503356933601,"Non-significant",7.08820806484841,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
2.10176253318786,9.30476534366607,31.6478495997846,2.13897879137078e-09,4.62932319792116e-07,12.5483908981954,"ITA3_HUMAN",23,33.218072388319,4.01718346766533e-10,8.16191251042903e-08,0.0861041545867742,"Non-significant",7.08820806484841,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
0.6695806980133,13.3652778863907,21.5460198088153,3.94317118835778e-08,2.94001396768658e-06,9.55057633649032,"FAT1_HUMAN",153,32.8691413981932,4.3825481707516e-10,8.68706560578007e-08,-0.543759822845475,"Up in CTRL.myr",7.06112689862968,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-1.66174340248109,10.2284566164017,-41.3644196285386,2.78249562557479e-10,2.27436466752055e-07,14.4940591371907,"TTC36_HUMAN",9,-32.5658900788625,4.73048237362484e-10,8.85266411104697e-08,-0.6274628639221,"Up in CTRL.myr",7.05292601352648,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN"
1.11971902847293,10.5148446559906,28.7885668265329,4.39309038722108e-09,8.16469742097285e-07,11.827511959668,"ITA2_HUMAN",32,32.5265668950086,4.77782320141586e-10,8.85266411104697e-08,0.129918336868251,"Non-significant",7.05292601352648,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-2.88236558437347,8.09809356927872,-34.5261046322942,1.10287026229235e-09,3.25836536389371e-07,13.1974678347692,"HBB_HUMAN",8,-32.5141528693041,4.79287831778106e-10,8.85266411104697e-08,-0.921654701232915,"Up in CTRL.myr",7.05292601352648,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.991777658462548,12.2988864183426,26.4561688549707,8.34156690591437e-09,1.14901549566722e-06,11.173287321063,"HKDC1_HUMAN",55,32.2930290070422,5.07014722805964e-10,9.05695772736811e-08,-0.167440891265825,"Non-significant",7.04301765928756,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-1.21126198768615,11.2204777002335,-29.5037863059393,3.64593958197531e-09,7.40763774567833e-07,12.0156773287716,"ACO12_HUMAN",27,-32.2498429423759,5.12636957621426e-10,9.05695772736811e-08,0.0793645381927508,"Non-significant",7.04301765928756,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.735370397567776,11.9471541643143,24.9356827366222,1.30638187837887e-08,1.3969691481033e-06,10.7097119130654,"FPRP_HUMAN",40,32.1641596868667,5.23999584966437e-10,9.06073324898348e-08,-0.218797922134399,"Non-significant",7.04283665518171,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-0.638868570327752,15.0918389558792,-21.1192956826769,4.58549564723601e-08,3.15816297670229e-06,9.39053814594079,"GDE_HUMAN",104,-31.934615210906,5.55854844259803e-10,9.4113173318738e-08,0.00129866600037509,"Non-significant",7.02634958274472,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
-0.761899948120128,10.5660126209259,-25.8175561114426,1.00392881009847e-08,1.21054753055955e-06,10.9823975190261,"IFIT1_HUMAN",34,-31.8460555030183,5.68719801279734e-10,9.43262413265388e-08,0.637674570083608,"Up in HBVHDV.myr",7.02536747080527,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.832092523574847,11.7273060083389,24.8696416552482,1.3328873478504e-08,1.400035474657e-06,10.6888508341527,"MDR1_HUMAN",52,31.6611120243191,5.96675585750132e-10,9.69836497078265e-08,-0.0587084293365461,"Non-significant",7.0133014764574,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
0.94855499267579,10.4887542724609,27.1763236446525,6.80413734127999e-09,1.00540407586514e-06,11.3822634924604,"ADA10_HUMAN",33,31.5698844980276,6.11029583573808e-10,9.73693612883204e-08,0.0633563995361008,"Non-significant",7.01157767881641,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
-0.760028123855598,11.2387925386429,-23.0308690286808,2.38356238328869e-08,1.97665423357012e-06,10.0816046022092,"CGNL1_HUMAN",84,-31.429727523676,6.33841714250030e-10,9.90621463790383e-08,0.10670328140259,"Non-significant",7.00409226639522,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.21356034278869,9.36783230304717,28.7300192919574,4.4615413217921e-09,8.16469742097285e-07,11.8118627388055,"FLRT3_HUMAN",27,31.3154636085765,6.53146147794288e-10,1.00153183832532e-07,0.349045038223226,"Non-significant",6.99933524009061,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.764973878860474,11.144112944603,24.4300017221883,1.52562891028385e-08,1.46022259179682e-06,10.5483593897186,"MX1_HUMAN",43,31.0763677841773,6.95707536880726e-10,1.03371855005291e-07,0.291138887405374,"Non-significant",6.98559769025318,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
1.51361632347108,10.7616456747055,27.8890135049527,5.59052884079849e-09,8.90867213513124e-07,11.5828152099801,"LAMC1_HUMAN",52,31.0554536048522,6.99575738315619e-10,1.03371855005291e-07,-0.269688367843624,"Non-significant",6.98559769025318,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-1.0491862297058,17.9455263614655,-28.6800862778342,4.52087343353979e-09,8.16469742097285e-07,11.7984861570734,"LDHA_HUMAN",24,-30.9854112597996,7.12706906415425e-10,1.03431589793539e-07,0.294945240020757,"Non-significant",6.98534679994852,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
-1.0028638839722,12.4917373657226,-25.9566985616781,9.63847273983265e-09,1.21054753055955e-06,11.0244483905882,"XDH_HUMAN",47,-30.8445373478261,7.39961280412205e-10,1.04338576160942e-07,0.271085500717144,"Non-significant",6.98155509410075,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.869031906127924,15.0317285060883,-25.1101352142111,1.23918216997499e-08,1.3427777993849e-06,10.7645177873469,"KPYR_HUMAN",45,-30.8175304641762,7.45318416978065e-10,1.04338576160942e-07,0.0692443847656232,"Non-significant",6.98155509410075,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-0.766791105270372,16.3581420183182,-25.8990484351138,9.80230623379938e-09,1.21054753055955e-06,11.0070571447245,"GLYC_HUMAN",30,-30.7570575292433,7.57472129136902e-10,1.04338576160942e-07,-0.565922975540149,"Up in CTRL.myr",6.98155509410075,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
-1.00274515151977,16.921309709549,-25.9740403639375,9.58979645471804e-09,1.21054753055955e-06,11.0296711950291,"SBP1_HUMAN",39,-30.2009772945544,8.80254175851824e-10,1.1923042811913e-07,-0.36638283729555,"Non-significant",6.92361289662719,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.848882198333749,11.8681502342224,24.1027586358821,1.68959409585605e-08,1.56037854738888e-06,10.4419209909538,"ITA6_HUMAN",48,29.6528020203009,1.02350309295838e-09,1.36360813712667e-07,-0.331585884094237,"Non-significant",6.86531041584835,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-0.947578191757204,16.1273394823074,-27.4667710197466,6.27682026330498e-09,9.62485250563765e-07,11.4647302732843,"AK1C4_HUMAN",23,-29.4933840385793,1.06993054679969e-09,1.40247186352275e-07,-0.215979576110874,"Non-significant",6.85310584282715,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
-0.955474376678428,11.345796585083,-24.4265928640907,1.52724154426885e-08,1.46022259179682e-06,10.5472589241377,"KPB2_HUMAN",54,-29.3205959996355,1.12293286579971e-09,1.44858339688162e-07,-0.0850489139557009,"Non-significant",6.83905649682688,"PHKA2","Phosphorylase b kinase regulatory subunit alpha, liver isoform","KPB2_HUMAN"
-1.04073953628543,14.1246404647827,-37.0579988639681,6.43314274955476e-10,2.83572057860452e-07,13.7141018619594,"PGDH_HUMAN",12,-29.2180762579523,1.1557666178886e-09,1.46764301618448e-07,-0.33016586303715,"Non-significant",6.83337956768621,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
-0.788603067398055,16.0095480680466,-22.1495606843405,3.20087121224593e-08,2.55034120999242e-06,9.77112777111903,"AOXA_HUMAN",91,-28.9918436416029,1.23209342000848e-09,1.53479115467303e-07,0.181835889816284,"Non-significant",6.81395071239773,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-0.952510118484497,15.4097944498062,-27.9348897458171,5.52121160828566e-09,8.90867213513124e-07,11.5955185486458,"KHK_HUMAN",20,-28.9157094307719,1.2590360694946e-09,1.53479115467303e-07,0.00895643234255061,"Non-significant",6.81395071239773,"KHK","Ketohexokinase","KHK_HUMAN"
1.17536735534667,14.6436970233917,28.4858387218176,4.76031522779559e-09,8.41023518615104e-07,11.7461851682656,"VNN1_HUMAN",18,28.8982674882463,1.26530093962216e-09,1.53479115467303e-07,0.0571329593658501,"Non-significant",6.81395071239773,"VNN1","Pantetheinase","VNN1_HUMAN"
-1.06091451644897,8.78792428970337,-25.7906356925075,1.01189898796527e-08,1.21054753055955e-06,10.9742317632913,"MDR3_HUMAN",28,-28.3406474635368,1.48522544005958e-09,1.77506281637709e-07,-0.2646942138672,"Non-significant",6.7507862734127,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
-0.820465326309195,14.9493967294693,-25.4311981195752,1.12546022942892e-08,1.25019437292917e-06,10.8642596746362,"GPDA_HUMAN",25,-28.1170225542752,1.58519314116882e-09,1.86708183453319e-07,-0.370664119720452,"Non-significant",6.72883664642837,"GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA_HUMAN"
2.01455307006836,8.61765575408936,25.7613271781527,1.02065754521326e-08,1.21054753055955e-06,10.9653305123923,"PGBM_HUMAN",106,27.9470058385368,1.66624317502076e-09,1.9345083261991e-07,0.210145235061647,"Non-significant",6.71342939671837,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
4.28279840946196,8.04706925153732,27.6401025687098,5.98419288539477e-09,9.35260299607756e-07,11.5134601741872,"MIME_HUMAN",7,27.6578914476539,1.81494452354735e-09,2.05770866155449e-07,-0.0714616775512731,"Non-significant",6.6866161143335,"OGN","Mimecan","MIME_HUMAN"
2.86832809448242,8.35534405708313,26.6555875501169,7.87977411041551e-09,1.12348989816398e-06,11.2318094764834,"MATN3_HUMAN",18,27.6429978688535,1.82299770680353e-09,2.05770866155449e-07,0.0655949115753174,"Non-significant",6.6866161143335,"MATN3","Matrilin-3","MATN3_HUMAN"
-0.844027042388923,17.3884966373444,-23.2212603121018,2.23971598758326e-08,1.90314355720119e-06,10.1469525380377,"SCP2_HUMAN",39,-27.4385417438096,1.93769169705556e-09,2.13850850296835e-07,0.054279565811175,"Non-significant",6.66988901859637,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
1.01696825027467,11.1552560329437,25.6983146057537,1.03977964734972e-08,1.21054753055955e-06,10.9461536966387,"SCMC1_HUMAN",23,27.38557116916,1.96870891756183e-09,2.13850850296835e-07,-0.433074951171875,"Non-significant",6.66988901859637,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN"
1.38321137428285,12.4594973325729,26.082866941879,9.29059654859977e-09,1.21054753055955e-06,11.062355120498,"PAI1_HUMAN",22,27.3774351573147,1.97352205884861e-09,2.13850850296835e-07,0.597471594810485,"Up in HBVHDV.myr",6.66988901859637,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
1.22739410400392,11.287572145462,26.5343890988052,8.15688367320983e-09,1.14294816572718e-06,11.1963027498878,"PRS23_HUMAN",19,27.3142227557528,2.01136946272313e-09,2.15084205573038e-07,0.133372783660889,"Non-significant",6.66739148028815,"PRSS23","Serine protease 23","PRS23_HUMAN"
1.1360216140747,11.4323830604553,25.688882580814,1.04267659824251e-08,1.21054753055955e-06,10.9432785855445,"4F2_HUMAN",23,27.2462285917321,2.05298938983392e-09,2.15728922422829e-07,-0.170288920402525,"Non-significant",6.66609162584509,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
1.03607892990115,11.3906919956207,25.7723876550946,1.01734221340369e-08,1.21054753055955e-06,10.9686910383029,"5NTD_HUMAN",22,27.2181005627162,2.07048799667536e-09,2.15728922422829e-07,0.329404830932617,"Non-significant",6.66609162584509,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.528258562088027,12.578094124794,-18.3685892792249,1.31037469475782e-07,6.01661872559143e-06,8.26772310700103,"OPLA_HUMAN",65,-27.1029699126477,2.14387233785831e-09,2.20547474554107e-07,-0.79603672027589,"Up in CTRL.myr",6.65649791087807,"OPLAH","5-oxoprolinase","OPLA_HUMAN"
-1.34539222717285,13.3222632408142,-26.7686005887753,7.63092578603771e-09,1.10743810469872e-06,11.2647501262582,"GNMT_HUMAN",15,-26.5015091111201,2.57785465472655e-09,2.61870434162955e-07,-0.415406942367555,"Non-significant",6.58191353175692,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
0.809852838516248,10.2486416101456,21.4465208381679,4.08332879280132e-08,2.98965883775643e-06,9.5135700637004,"AGRIN_HUMAN",63,26.4481503232636,2.62087700205821e-09,2.61870434162955e-07,0.125482320785476,"Non-significant",6.58191353175692,"AGRN","Agrin","AGRIN_HUMAN"
-0.871562242507949,11.8147922754288,-23.331638275202,2.16082307475725e-08,1.86819246048427e-06,10.184565560168,"UAP1_HUMAN",31,-26.4220340552292,2.64222660285004e-09,2.61870434162955e-07,-0.0644273757934748,"Non-significant",6.58191353175692,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
1.09324550628662,10.6651258468628,24.5630287658374,1.46417391764319e-08,1.45113919862027e-06,10.591169109098,"ADAM9_HUMAN",25,26.3693059371628,2.68592674476896e-09,2.62994297045028e-07,0.0740246772765989,"Non-significant",6.58005366895788,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN"
-1.05831670761107,17.6706020832062,-23.8527201884068,1.82832979843553e-08,1.65098180798729e-06,10.3594938816874,"BHMT1_HUMAN",31,-26.3192260724072,2.7281822676301e-09,2.63951634393212e-07,-0.740042448043809,"Up in CTRL.myr",6.57847564449555,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-1.02835941314695,17.9497480392456,-28.04388993589,5.36037572609297e-09,8.89056602570563e-07,11.6256030340654,"ADH1B_HUMAN",14,-26.0094949402967,3.00665534404059e-09,2.87471623306093e-07,0.302800893783569,"Non-significant",6.54140501862586,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
0.51780557632445,14.3942799568176,17.2862872078425,2.06583153950402e-07,8.22990829487703e-06,7.77653449129899,"IQGA1_HUMAN",91,25.9483504362003,3.06531092241542e-09,2.89671882168257e-07,0.266868591308626,"Non-significant",6.5380936587894,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
0.738308191299449,12.4976350069046,21.8080237533658,3.59936538067372e-08,2.73383574287246e-06,9.64713883367575,"BAG3_HUMAN",35,25.8295488453712,3.18297446489517e-09,2.94572805463407e-07,0.139825820922825,"Non-significant",6.53080734908308,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN"
