"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.40107035636903,11.690526843071,-23.0789871732462,1.59519027532642e-08,5.322057413134e-06,10.5157825957643,"E2AK2_HUMAN",23,-24.4666237629497,4.18677790633042e-09,1.31848369164954e-06,0.119786262512205,"Non-significant",5.87992523763423,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.2910625934601,11.7998670339584,-22.990869042223,1.64339580889227e-08,5.322057413134e-06,10.4857169675635,"TAP2_HUMAN",22,-24.3563468896078,4.34663060782472e-09,1.31848369164954e-06,0.254316329956056,"Non-significant",5.87992523763423,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
2.34355163574218,11.8384342193603,22.9191330212913,1.6838514175727e-08,5.322057413134e-06,10.4611409771846,"TSP1_HUMAN",50,24.3289710865598,4.38736254307832e-09,1.31848369164954e-06,-0.280200719833349,"Non-significant",5.87992523763423,"THBS1","Thrombospondin-1","TSP1_HUMAN"
2.26817989349366,8.7257022857666,23.4564750273805,1.40592450983941e-08,5.18530521492588e-06,10.6430706239211,"AMY1B_HUMAN",12,23.430203268296,5.99405667936436e-09,1.73699199629866e-06,0.116402864456189,"Non-significant",5.76020218268781,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-3.172101020813,11.8309440612793,-22.3489043061028,2.04842588686169e-08,5.94000620308544e-06,10.262535705352,"OAS1_HUMAN",20,-23.1155334047107,6.70448940592043e-09,1.87586989791856e-06,0.194900274276725,"Non-significant",5.72679728566665,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-1.06941485404968,10.5360184907913,-21.0474717196645,3.26485167339059e-08,8.54548596061008e-06,9.7864499289775,"IFIT5_HUMAN",24,-22.7254874241112,7.71905774629008e-09,2.08774781844659e-06,-1.21619057655338,"Up in D",5.6803219614511,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-0.847461938858022,14.7784324884415,-20.5414501587598,3.94340404543559e-08,9.6959940680801e-06,9.59219105582253,"APOL2_HUMAN",21,-22.0321616742954,9.97491326147814e-09,2.61085310334302e-06,0.0149466991424578,"Non-significant",5.58321756257086,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
-1.05686354637144,10.4830993413925,-19.3241365455632,6.33051905543168e-08,1.42682865599369e-05,9.10197827665067,"PAR10_HUMAN",43,-21.9423853808154,1.03175031421067e-08,2.61613189047044e-06,-0.031754016876226,"Non-significant",5.58234036514148,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.803907394409158,10.0844919681549,-19.1906711689293,6.67932416898797e-08,1.46475773803158e-05,9.04615257587409,"TLR3_HUMAN",25,-21.3963258640286,1.27071570867933e-08,3.1244203818861e-06,-0.533843994140625,"Up in D",5.50523053777465,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-1.12750458717348,16.3749350309372,-20.0566651990597,4.74559644001611e-08,1.10016484326545e-05,9.40095725179935,"HLAA_HUMAN",17,-20.4679231004352,1.83283581457411e-08,4.37400876454539e-06,-0.02088046073915,"Non-significant",5.3591203510675,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.97342991828918,12.5936006307602,-36.6155585455841,4.32098129969663e-10,2.66594889368244e-07,13.9430521001157,"HLAB_HUMAN",2,-19.9933129806381,2.2241018098193e-08,5.15610345282109e-06,-0.116257905960101,"Non-significant",5.2876783774826,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-2.42616772651673,10.5138572454453,-21.497019151027,2.7707305728961e-08,7.49390262282631e-06,9.95462962342599,"NUA4L_HUMAN",5,-19.5584908215065,2.66590409488062e-08,6.00865161829483e-06,-0.0959875583648699,"Non-significant",5.22122297565697,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
2.50026535987852,10.3298112154007,18.776366711653,7.90761015579883e-08,1.64518843087568e-05,8.87009617318871,"TSP4_HUMAN",21,19.4473992158736,2.79394963088161e-08,6.12705602837119e-06,-0.0565690994262642,"Non-significant",5.21274814827892,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-2.17368984222412,10.1597256660461,-18.246444464693,9.86542058720431e-08,2.00120056611439e-05,8.6386088537547,"HELZ2_HUMAN",117,-19.3547874903106,2.9059563606428e-08,6.20498155533044e-06,0.5515947341919,"Up in B1",5.20725950512901,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.00887608528133,11.0447200536728,-16.5258677936171,2.11619704422632e-07,3.36682800330439e-05,7.83378358662256,"PAR14_HUMAN",91,-18.9816200669575,3.41096024467759e-08,7.09654651931127e-06,0.031391382217425,"Non-significant",5.14895294599743,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.23307538032533,11.2155646085739,-17.8681553185423,1.15970256275382e-07,2.24043490337726e-05,8.46884718131268,"TAP1_HUMAN",24,-18.888224006912,3.55220705328845e-08,7.20565200759562e-06,-0.132095813751201,"Non-significant",5.14232671568421,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.09935569763184,10.3205277919769,-17.0080455367955,1.69617748897098e-07,2.83535541653488e-05,8.06803233300243,"CMTR1_HUMAN",42,-18.7369784823284,3.79500714097002e-08,7.51041169312945e-06,-0.0136709213256729,"Non-significant",5.1243362559181,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-3.00257396697996,10.1416614055633,-17.8115501745148,1.18844156422001e-07,2.24256159350725e-05,8.44311134615599,"CMPK2_HUMAN",26,-18.4725222943637,4.26538089297184e-08,8.24030965846989e-06,-0.0903310775756729,"Non-significant",5.08405646786139,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-4.20232009887698,12.0339703559876,-17.6553929523099,1.27196354735744e-07,2.34561641437688e-05,8.37165450745255,"OAS2_HUMAN",31,-18.2820166686356,4.64457048423434e-08,8.76419649048313e-06,0.0535731315613006,"Non-significant",5.05728789425876,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
-1.65007781982423,12.0615050792694,-20.1487761528235,4.5800193154047e-08,1.09300813897629e-05,9.43768874969856,"BST2_HUMAN",7,-17.9883833475736,5.30498035476138e-08,9.69085006513653e-06,0.115561962127686,"Non-significant",5.01363812569374,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-2.22982120513914,9.83431363105773,-17.4416020138542,1.39722049565386e-07,2.464575456899e-05,8.27271614159722,"IRF9_HUMAN",16,-17.9197973926461,5.4739355657288e-08,9.69085006513653e-06,0.363112211227426,"Non-significant",5.01363812569374,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-0.972239494323727,12.3666000366211,-16.9872139387492,1.7122555510255e-07,2.83535541653488e-05,8.05805819214241,"SP100_HUMAN",21,-17.8793514914492,5.57638118093056e-08,9.69085006513653e-06,0.0878431797027996,"Non-significant",5.01363812569374,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-0.752681732177752,13.119106054306,-15.9324514237924,2.80239677615119e-07,4.29031083805487e-05,7.53541831371,"HOIL1_HUMAN",29,-17.8649462598061,5.61338369560534e-08,9.69085006513653e-06,-0.136551380157469,"Non-significant",5.01363812569374,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.659461975097694,16.1872510910034,-14.9504809317719,4.56171470989795e-07,6.27351748408677e-05,7.01537566101851,"AMPL_HUMAN",38,-17.7238361315828,5.9907086609136e-08,1.01267937655527e-05,0.0459551811218244,"Non-significant",4.99452803443597,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-1.45611453056338,11.0886310338974,-18.1255259167175,1.03851269759696e-07,2.05524195812236e-05,8.58476266817415,"NAT8_HUMAN",11,-17.6076853511995,6.32259784842964e-08,1.04697059065629e-05,-0.0384440422058301,"Non-significant",4.98006551745686,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
0.551594734191902,11.7214531898498,14.6581609556557,5.30452631896669e-07,6.83189310350726e-05,6.85377305711194,"A0AAG2UXZ5_HUMAN",30,17.512636271639,6.60949516533125e-08,1.07258887542996e-05,-0.116624832153317,"Non-significant",4.96956671172167,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-0.973368883132903,14.9324272871017,-16.3084003825079,2.34296646722226e-07,3.65592882981566e-05,7.72576537561002,"GBP1_HUMAN",22,-17.2239960894021,7.57374768662898e-08,1.20496840645701e-05,0.0288951396942245,"Non-significant",4.91902433987854,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-3.29342055320743,14.3304415941238,-16.5259079472833,2.11615751746005e-07,3.36682800330439e-05,7.83380339301558,"OAS3_HUMAN",45,-17.1719316955435,7.76388471005075e-08,1.2114646257183e-05,0.164310693740843,"Non-significant",4.91668926256621,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-1.67907762527465,12.4001467227936,-25.4017746902305,7.55594625273248e-09,3.06544739473357e-06,11.2625034968989,"IFM3_HUMAN",3,-17.0505365184493,8.22825316196307e-08,1.25969898407865e-05,-0.166462421417251,"Non-significant",4.89973322089183,"IFITM3","Interferon-induced transmembrane protein 3","IFM3_HUMAN"
-0.660800695419297,11.6332484483719,-14.8287469040644,4.85585206405687e-07,6.45907928651762e-05,6.94847249254403,"OGFR_HUMAN",31,-16.9997521710739,8.43164614556279e-08,1.26148088767449e-05,-0.0549302101135503,"Non-significant",4.89911932496439,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
0.393643856048548,12.5667970180511,10.5904552017699,6.14861910741036e-06,0.000485843283387737,4.20037176701239,"LRP1_HUMAN",189,16.9706244635585,8.55083175032004e-08,1.26148088767449e-05,-0.0355210304260005,"Non-significant",4.89911932496439,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.755810976028426,11.4285482168198,15.283185649168,3.85483663795936e-07,5.68693536007313e-05,7.19541899542941,"K1C19_HUMAN",26,16.7491820012414,9.52094626039215e-08,1.37951710637182e-05,0.155325412750242,"Non-significant",4.86027290978659,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.560057163238501,15.7472779750824,14.0026824012338,7.51830788694054e-07,9.10500749173665e-05,6.47920401224363,"APOE_HUMAN",29,16.2926261492068,1.19337876942562e-07,1.69878514651219e-05,-0.0230300426483225,"Non-significant",4.76986154495943,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.923962593078626,12.0315477848053,-14.4558765640545,5.89801142741655e-07,7.36253303416275e-05,6.7400146633831,"PML_HUMAN",44,-15.9895122946982,1.39108073663073e-07,1.94607398224513e-05,-0.056727647781349,"Non-significant",4.71084065354861,"PML","Protein PML","PML_HUMAN"
0.516124963760401,14.9756337404251,11.8629817653837,2.63530827130636e-06,0.000251563427216233,5.1228905623166,"CO3_HUMAN",111,15.7566343281262,1.5678820843142e-07,2.15623648002126e-05,0.054319143295249,"Non-significant",4.66630361067625,"C3","Complement C3","CO3_HUMAN"
-1.56646180152893,11.8734120130539,-14.8844824019968,4.71861856526246e-07,6.38114517308994e-05,6.9791731935901,"SAMH1_HUMAN",38,-15.6989816273548,1.61543250045782e-07,2.18460321811912e-05,0.220149993896499,"Non-significant",4.66062743092669,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
0.992267370223995,11.9018481969833,14.7389605782804,5.08645403329397e-07,6.65669161712053e-05,6.89876737900846,"APOA5_HUMAN",23,15.5452446435265,1.75028766718787e-07,2.32816952976433e-05,-0.215579509735115,"Non-significant",4.6329853989532,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
-1.38147306442263,11.0668430328369,-15.0418151990312,4.35415082470231e-07,6.09130686062664e-05,7.06520706764513,"T23O_HUMAN",17,-15.4581177136386,1.83226015749746e-07,2.33129024346899e-05,-0.0289680957794261,"Non-significant",4.63240365385392,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.38214969635009,9.69912028312683,-15.5601926499215,3.35938147591896e-07,5.04778172140859e-05,7.34227272147948,"CDHR5_HUMAN",12,-15.4525939557738,1.8375996840008e-07,2.33129024346899e-05,-0.0793709754943741,"Non-significant",4.63240365385392,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
0.508655309677124,11.4811941385269,11.5372253640396,3.24730333888822e-06,0.000292762436574878,4.89590256104159,"VP13C_HUMAN",153,15.451324879833,1.83882888318974e-07,2.33129024346899e-05,0.0300521850586506,"Non-significant",4.63240365385392,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.8221869468689,11.3960340023041,13.5309900956617,9.75583130381773e-07,0.00011308402171311,6.19860621697124,"CO5_HUMAN",67,15.3950029242729,1.89431570387229e-07,2.33255232139308e-05,-0.0468962192535418,"Non-significant",4.63216860582907,"C5","Complement C5","CO5_HUMAN"
-1.83654212951662,9.40274500846864,-15.0850929533539,4.25951831177984e-07,6.09130686062664e-05,7.08871108798773,"HLAF_HUMAN",14,-15.3920072137978,1.8973188712342e-07,2.33255232139308e-05,0.0618536472320503,"Non-significant",4.63216860582907,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-0.820743322372454,9.72697699069977,-14.0913832142043,7.16539379801015e-07,8.8090917086446e-05,6.53091297656738,"ECE1_HUMAN",28,-15.2851231999973,2.00802378806488e-07,2.43180671885947e-05,0.0180132389068994,"Non-significant",4.61407094595709,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
0.659334897994974,13.3565529584885,12.9888387447084,1.33017794674887e-06,0.000140169660518446,5.86385995297846,"ITIH2_HUMAN",47,15.1221205025773,2.19099288292376e-07,2.6143700370652e-05,0.2417931556702,"Non-significant",4.58263294250838,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.869185686111468,9.76664507389069,-13.6671084258026,9.04154658074796e-07,0.000107886924935572,6.28056774762126,"KPCD2_HUMAN",30,-14.7768916200061,2.64319427490167e-07,3.10824323863074e-05,-0.11128044128418,"Non-significant",4.50748500239955,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-0.685941457748402,12.6125005483627,-13.0584548322948,1.27741899540802e-06,0.000136381285904482,5.90760532318052,"ITA5_HUMAN",29,-14.3962002394372,3.26643033911417e-07,3.76024837044536e-05,0.0787868499755913,"Non-significant",4.42478346827674,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
0.875351190567027,10.4585057497025,13.2490304160627,1.14460487639065e-06,0.000127223615986763,6.02619760758403,"TRFL_HUMAN",33,14.3600648801342,3.33363490288588e-07,3.76024837044536e-05,-0.0099120140075506,"Non-significant",4.42478346827674,"LTF","Lactotransferrin","TRFL_HUMAN"
2.13154458999632,11.3993282318115,17.3264273421158,1.47040856057182e-07,2.53848831074036e-05,8.2188757188315,"Q6VBP1_HBV",1,14.3410555356366,3.36960616515335e-07,3.76024837044536e-05,-0.123680472373962,"Non-significant",4.42478346827674,"S","Large envelope protein","Q6VBP1_HBV"
-1.28288698196411,9.25364184379578,-13.4025275987296,1.0488465117463e-06,0.000119863952060697,6.12050080603352,"ZNFX1_HUMAN",61,-14.3340254248478,3.38301862265851e-07,3.76024837044536e-05,0.0368862152099503,"Non-significant",4.42478346827674,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-0.707683324813875,15.2640963792801,-12.817016883634,1.47117438184391e-06,0.000147687471898343,5.75490054942133,"TYPH_HUMAN",30,-14.0839464181364,3.90114866825859e-07,4.2775567965203e-05,0.02280592918396,"Non-significant",4.36880421527568,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-0.807595491409307,9.20705735683441,-12.9378657397336,1.37035863047442e-06,0.000140747973767968,5.83168360577515,"PHAR4_HUMAN",29,-13.9784012007744,4.14589693428012e-07,4.45167662253821e-05,-1.47901976108551,"Up in D",4.35147639109116,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.456059932708726,11.0465683937073,10.6316428504047,5.97401268711261e-06,0.000479932068744869,4.23180484194985,"CGNL1_HUMAN",84,13.9588184062418,4.19316427356571e-07,4.45167662253821e-05,-0.0951981544494593,"Non-significant",4.35147639109116,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.05618786811827,12.1999891996384,-14.5371477576352,5.65104279394688e-07,7.16446269220078e-05,6.78591182401776,"PSB10_HUMAN",11,-13.9459552292703,4.22453906748141e-07,4.45167662253821e-05,0.33040952682495,"Non-significant",4.35147639109116,"PSMB10","Proteasome subunit beta type-10","PSB10_HUMAN"
-1.9796792268753,8.72220152616501,-13.0896573956835,1.25453696033147e-06,0.000135724171948394,5.92713819998303,"SAMD9_HUMAN",42,-13.6626938151689,4.9863239101966e-07,5.18705541119682e-05,-0.074285030364992,"Non-significant",4.28507911259086,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-0.658401966094974,11.711767911911,-11.6804339649037,2.96054899255108e-06,0.000279324354948366,4.99642887285848,"DSRAD_HUMAN",59,-13.4408699052901,5.6902733544632e-07,5.84441493647018e-05,0.378666877746577,"Non-significant",4.23325895799746,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-1.52801668643951,7.07902830839157,-13.5702882099814,9.54331561369687e-07,0.000112223859260198,6.2223527514744,"IRF7_HUMAN",9,-13.3052867266945,6.17473917576275e-07,6.26272920901737e-05,0.269954919815065,"Non-significant",4.20323636613231,"IRF7","Interferon regulatory factor 7","IRF7_HUMAN"
1.41367590427399,6.72455686330795,13.1079238148281,1.24135502978368e-06,0.000135724171948394,5.93855181615688,"OLFM4_HUMAN",11,13.069419763806,7.13098429862336e-07,7.14330945667036e-05,0.0517871379852242,"Non-significant",4.1461005353139,"OLFM4","Olfactomedin-4","OLFM4_HUMAN"
-1.02345275878907,13.5040013790131,-12.8133894579362,1.47432650034086e-06,0.000147687471898343,5.75258489951869,"PSB9_HUMAN",15,-12.9848321982671,7.51322938369736e-07,7.43443209991712e-05,0.0601031780243009,"Non-significant",4.128752200685,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
-0.474678754806504,10.7626246213913,-11.5578313843018,3.20418887023069e-06,0.000292121219023054,4.91043944675309,"CASP8_HUMAN",25,-12.9298873023484,7.77372868611134e-07,7.59952223603703e-05,-0.211539506912274,"Non-significant",4.11921370992642,"CASP8","Caspase-8","CASP8_HUMAN"
-5.39795958995819,8.5691779255867,-12.4715633609255,1.80836692510818e-06,0.000174679633694379,5.53145996572493,"IFI44_HUMAN",27,-12.8815496760529,8.01123827204947e-07,7.73847468326302e-05,0.306282043457019,"Non-significant",4.11134463388088,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
-0.345233440399173,12.2550818920136,-9.0017143632563,2.02796018675888e-05,0.00124658098146678,2.89539853918086,"TENS1_HUMAN",76,-12.6922458856756,9.02238118225277e-07,8.61265893091753e-05,0.42592215538025,"Non-significant",4.06486275089754,"TNS1","Tensin-1","TENS1_HUMAN"
0.4078311920166,13.6335692405701,10.9032923178953,4.95228951780598e-06,0.0004236188504923,4.43635996472967,"IF5_HUMAN",25,12.4231833837467,1.07130095796939e-06,0.000101075999685624,-0.616998434066824,"Up in D",3.99535195461162,"EIF5","Eukaryotic translation initiation factor 5","IF5_HUMAN"
