"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_B2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.884820222854625,10.4632402658463,19.844182146536,7.60501784655236e-08,9.95276045272998e-06,8.76140563268692,"TRFL_HUMAN",33,21.8635409639385,1.24688759659911e-08,1.74435275151814e-06,0.0785217285156499,"Non-significant",5.75836568537447,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.759317159652721,13.1157883405686,-19.2964964593024,9.38133806568673e-08,1.18937776664035e-05,8.53355721343904,"HOIL1_HUMAN",29,-21.28263138247,1.55367685253545e-08,2.13670067482587e-06,0.132469177246099,"Non-significant",5.6702563128272,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
0.407092809677133,12.4305347204208,15.4657195936407,4.8914217364242e-07,4.56195355969494e-05,6.72766220387746,"CSDE1_HUMAN",47,21.1136361270508,1.65816212276976e-08,2.2423879106923e-06,0.239546060562125,"Non-significant",5.64928925663814,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
-0.659243583679203,15.2883162498474,-18.4948787884371,1.28912954788294e-07,1.51594161616263e-05,8.18774393780498,"TYPH_HUMAN",30,-20.7840837143357,1.88531128240651e-08,2.47667659721782e-06,-0.185910940170292,"Non-significant",5.6061306995964,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
0.349611997604374,14.2984770536423,13.1147223106936,1.65297769947926e-06,0.000109936566012907,5.38477244770783,"UTRN_HUMAN",162,20.7744488440702,1.89245685269293e-08,2.47667659721782e-06,-0.0403609275818013,"Non-significant",5.6061306995964,"UTRN","Utrophin","UTRN_HUMAN"
-0.694579124450662,10.1391561031341,-19.0537539362996,1.03150443625346e-07,1.28763492242471e-05,8.43042400583004,"TLR3_HUMAN",25,-20.6817224442373,1.9627963898571e-08,2.52795712814293e-06,-0.0480978488921746,"Non-significant",5.5972302955672,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-1.09790968894958,9.34613049030304,-18.5768793219684,1.2471399129058e-07,1.48813136078201e-05,8.22381836814424,"ZNFX1_HUMAN",61,-20.354186105406,2.23570184837665e-08,2.83445074964502e-06,0.0515708923340004,"Non-significant",5.54753108474577,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
0.658132553100625,11.7945113182068,18.9710460541701,1.06567949714294e-07,1.31013991512391e-05,8.39497457402728,"HRG_HUMAN",21,19.8621601814095,2.72908640039748e-08,3.40673954658848e-06,-0.0220017433166522,"Non-significant",5.46766106801804,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-1.11163687705994,10.3143872022629,-18.2115158524342,1.44700213987302e-07,1.65365850182108e-05,8.06181255415076,"CMTR1_HUMAN",42,-19.7073794559798,2.90863012629715e-08,3.57585224920835e-06,-0.00392413139342374,"Non-significant",5.44662043413763,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-0.91313910484315,12.3961502313614,-18.2792572987583,1.40736565902313e-07,1.63133785104481e-05,8.09209920718496,"SP100_HUMAN",21,-19.0973249848876,3.7568746121613e-08,4.54974337359355e-06,0.00969099998475009,"Non-significant",5.34201309885396,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
0.543298006057753,14.9892202615738,15.2354450519363,5.46728429443969e-07,4.821907039683e-05,6.6052402082597,"CO3_HUMAN",111,19.0313926054794,3.86404032175708e-08,4.61070928981426e-06,0.10492897033695,"Non-significant",5.33623225965213,"C3","Complement C3","CO3_HUMAN"
-0.903213262557998,10.6013849973679,-17.4525702062934,1.9889790510949e-07,2.18088865143027e-05,7.71443529618504,"PAR12_HUMAN",33,-18.9462793422328,4.00747043032494e-08,4.68275529852872e-06,-0.097593307495103,"Non-significant",5.32949853606275,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
0.491238594055172,17.0776433944702,14.5415982717212,7.72132064854531e-07,6.08260152837831e-05,6.22508867124901,"AHNK_HUMAN",315,18.9275398884874,4.039843121728e-08,4.68275529852872e-06,0.0221025943756121,"Non-significant",5.32949853606275,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
0.755924463272121,12.2901579141617,17.7735205665665,1.73585891201995e-07,1.95621655724026e-05,7.8631740495377,"RIR2B_HUMAN",23,18.8554236433833,4.16718115824867e-08,4.73346555267337e-06,-0.0340757369995011,"Non-significant",5.32482077907017,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.697618484497077,13.3756947517395,16.5358534318402,2.97429168133792e-07,3.05486110156656e-05,7.27389499159172,"ITIH2_HUMAN",47,18.8370896857669,4.20026521804884e-08,4.73346555267337e-06,0.126939296722413,"Non-significant",5.32482077907017,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-1.7450041770935,12.707813501358,-29.7313088610509,3.60120750560384e-09,8.34862791441988e-07,12.00389400729,"HLAB_HUMAN",2,-18.751593302182,4.3584734620546e-08,4.84447310563164e-06,0.0652410984039005,"Non-significant",5.31475345076185,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
0.510235548019423,11.4819842576981,14.6658668182533,7.25025569751286e-07,5.82461135936825e-05,6.29445860674534,"VP13C_HUMAN",153,18.6986167638892,4.45984290069722e-08,4.8901574724672e-06,-0.082230806350708,"Non-significant",5.31067715553437,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
-0.632632017135627,12.1408776044846,-16.2856705906472,3.33180399552247e-07,3.33756266909498e-05,7.14940842510278,"AMPE_HUMAN",38,-18.5488994771566,4.76086527063439e-08,5.15062144079032e-06,-1.04993546009064,"Up in D",5.28814036862407,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.415210962295525,12.5717469453812,15.3522984763405,5.16603830807997e-07,4.70980166648999e-05,6.66758942196017,"PROS_HUMAN",30,18.3814999463416,5.12463777020261e-08,5.47122511413474e-06,-0.0953621864318812,"Non-significant",5.26191541576262,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
-0.600438117980952,10.2737410068512,-17.1047248156898,2.31145418297108e-07,2.43573236891264e-05,7.55007655594386,"LX15B_HUMAN",22,-18.1100703915783,5.78241864249533e-08,6.09331751496197e-06,0.350926280021667,"Non-significant",5.21514619075735,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
-0.799093484878496,10.6752470731735,-18.7488521727521,1.16399596512795e-07,1.40965123299227e-05,8.2989470759525,"FBX6_HUMAN",14,-17.978736106473,6.13418075541611e-08,6.37876188159937e-06,-0.435112476348875,"Non-significant",5.19526360970682,"FBXO6","F-box only protein 6","FBX6_HUMAN"
2.36689329147337,11.51700258255,21.4522991458557,4.23487500309685e-08,6.24759559547779e-06,9.39433203564979,"Q6VBP1_HBV",1,17.9513428923133,6.21052734343543e-08,6.37876188159937e-06,0.220031738281277,"Non-significant",5.19526360970682,"S","Large envelope protein","Q6VBP1_HBV"
-0.869312763214126,13.5810713768005,-17.6848037493793,1.80198975749508e-07,2.00292395785138e-05,7.82233378447845,"PSB9_HUMAN",15,-17.5316469199085,7.52358998029618e-08,7.6308011375154e-06,0.212228536605835,"Non-significant",5.11742986422894,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
-1.78766310214996,6.97945600748062,-16.5537111462191,2.95047578855955e-07,3.05486110156656e-05,7.28270860757825,"DDX6L_HUMAN",25,-17.3369800535566,8.23583404537817e-08,8.18985009690181e-06,-0.037685632705724,"Non-significant",5.08672404728527,"DDX60L","Probable ATP-dependent RNA helicase DDX60-like","DDX6L_HUMAN"
-0.465540409088124,13.7117388248444,-14.9261759375937,6.36480592769845e-07,5.32412735024177e-05,6.4379311357204,"EHD4_HUMAN",31,-17.3263989159383,8.27665402940533e-08,8.18985009690181e-06,0.0767946243285991,"Non-significant",5.08672404728527,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
-0.9866187572479,10.9355252981186,-15.6975200861447,4.37985862151442e-07,4.14631583485482e-05,6.84909408939726,"RN213_HUMAN",232,-17.2884442883365,8.42494659713013e-08,8.23614658904986e-06,-0.167291879653975,"Non-significant",5.08427593230062,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-2.29543626308441,8.63253217935562,-19.9082035601471,7.42339554173265e-08,9.87433302059324e-06,8.78761306500018,"PCOC1_HUMAN",2,-17.2441528400551,8.60176434638137e-08,8.30889475077839e-06,0.131903648376472,"Non-significant",5.08045674222813,"PCOLCE","Procollagen C-endopeptidase enhancer 1","PCOC1_HUMAN"
-0.825949907302871,9.78826296329499,-15.8134260784746,4.14688678438698e-07,4.00569516291857e-05,6.90914998583367,"KPCD2_HUMAN",30,-17.050125739522,9.42680357573573e-08,8.99871578982585e-06,0.462052702903748,"Non-significant",5.04581946447034,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
