"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.438389539718624,10.7325662374496,14.9070236438353,7.50718550366049e-07,0.000338407239870562,6.72895385737552,"AKA12_HUMAN",66,19.8322673288602,3.73822044206642e-08,2.26659500089362e-05,0.185654878616335,"Non-significant",4.64462607342893,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
1.00897383689879,9.52144706249237,17.9828621442642,1.89864604350301e-07,0.000132446719507293,8.05204481071909,"PTPRF_HUMAN",57,19.6962439525955,3.94849995422203e-08,2.26659500089362e-05,0.0488350391388011,"Non-significant",4.64462607342893,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.463002681732174,10.2595734596252,16.3262542729756,3.86117674559692e-07,0.00020886392075849,7.37758806398972,"ITA2_HUMAN",32,19.5496150341238,4.19015590502887e-08,2.26659500089362e-05,-0.0240433216095042,"Non-significant",4.64462607342893,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
1.10261130332947,8.66655933856964,17.2257849997648,2.60498937628599e-07,0.000150977741422746,7.75398062773746,"LAMA5_HUMAN",58,18.631595880337,6.13911210499397e-08,2.96636353264535e-05,-0.0111014842987256,"Non-significant",4.52777562655537,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.384860754013072,13.2892874479294,13.1010917803386,1.91782932896163e-06,0.000526104395877516,5.79030772262928,"FAT1_HUMAN",153,18.602780361993,6.21495933632869e-08,2.96636353264535e-05,-0.155271530151369,"Non-significant",4.52777562655537,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.739904880523682,8.57998728752136,-16.0250667141451,4.42542668959134e-07,0.000224424450995901,7.24578450855681,"C163A_HUMAN",29,-17.3359077297644,1.08659562962342e-07,4.89813163264692e-05,0.0313110351562518,"Non-significant",4.30996954780174,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN"
0.342998981475798,13.4885766506195,13.8390324545742,1.28941232057342e-06,0.000454052675441068,6.19071100942095,"MUC18_HUMAN",27,16.3806807695215,1.7000430889635e-07,7.25969505273407e-05,0.0174915790557826,"Non-significant",4.13908162168233,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.399978160858158,17.6625673770905,-13.3215500003933,1.69971085333033e-06,0.000526104395877516,5.91252647261872,"SCP2_HUMAN",39,-16.2745723534872,1.78942446456349e-07,7.25969505273407e-05,-0.0375359058380109,"Non-significant",4.13908162168233,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
0.519132614135724,10.5762376785278,14.2682580775956,1.03277124589025e-06,0.000399043137578738,6.41262300556817,"EPHA2_HUMAN",25,15.4714154657908,2.66528509096952e-07,0.000102981539181556,-0.144575119018576,"Non-significant",3.98724062141284,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-2.68588495254519,9.59519815444948,-15.3642095391512,6.02168159740518e-07,0.000287411320478504,6.94572991614391,"Q15194_HBV",5,-15.2475797682488,2.98865241119872e-07,0.000110226934838484,-0.0843372344971023,"Non-significant",3.95771226916481,"PreC-C","Capsid protein","Q15194_HBV"
0.46418666839595,12.0806715488434,13.7981835599885,1.31737640531076e-06,0.000454052675441068,6.16918277941038,"PAI1_HUMAN",22,14.6534357744393,4.08208771884262e-07,0.000144008955437778,-0.0715031623840332,"Non-significant",3.84161049973616,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.560692310333248,11.2324976921082,13.7615753507195,1.34301999144511e-06,0.000454052675441068,6.14982782627674,"IGSF8_HUMAN",21,14.4023201616352,4.67372016207539e-07,0.000158010689146166,0.07244801521305,"Non-significant",3.80131353279132,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
0.539664030075077,13.4211744070053,12.4144190680603,2.828254895638e-06,0.000695407885551719,5.3945621571539,"ITIH2_HUMAN",47,14.0006170171573,5.8305341972248e-07,0.000189235817905128,0.22677981853485,"Non-significant",3.72299665838713,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.633314847946178,10.0794602632523,14.5906348133339,8.77767310290644e-07,0.000356110197784914,6.57429065945739,"MTAP2_HUMAN",13,13.8308727619652,6.41306208972355e-07,0.000200136868446219,0.167582988739013,"Non-significant",3.69867289993028,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
0.370425701141377,10.9910616874695,11.3536175597188,5.3669960125276e-06,0.00103685251537259,4.7343414532895,"MX1_HUMAN",43,13.6541427669527,7.08969503022112e-07,0.000209167273867753,0.1404104232788,"Non-significant",3.67950626383177,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
0.505543708801266,10.0626754760742,14.6067405592616,8.7074213366314e-07,0.000356110197784914,6.58225827890978,"SIL1_HUMAN",14,13.6227633852259,7.21799811227148e-07,0.000209167273867753,0.0583875179290896,"Non-significant",3.67950626383177,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
0.309689760208125,14.816690325737,11.8075311219189,4.05422928438248e-06,0.000889081524688634,5.02452962701616,"APOA1_HUMAN",25,13.374990307993,8.32740505394164e-07,0.000232721612912316,0.0196888446808003,"Non-significant",3.63316328180701,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
0.420712709426875,14.1940892934799,13.2447585793476,1.77234250401091e-06,0.000526104395877516,5.87021201129247,"VNN1_HUMAN",18,13.3188623308963,8.60444711285369e-07,0.000232721612912316,0.0257365703582746,"Non-significant",3.63316328180701,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.238991737365719,16.4849882125855,-8.68863073804019,3.52135415209234e-05,0.00307228683764271,2.75329002156747,"FAS_HUMAN",149,-13.1483122961495,9.51157417593745e-07,0.000246742146108583,-0.0326516628265363,"Non-significant",3.60775666218817,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.396804809570328,11.4769365787506,-13.0754645300407,1.9451727725321e-06,0.000526104395877516,5.77595208202298,"APOL3_HUMAN",18,-13.1097822758593,9.73101882607179e-07,0.000246742146108583,0.063442468643176,"Non-significant",3.60775666218817,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-0.45673704147339,8.97951173782349,-11.681206794912,4.37904734394886e-06,0.000911066414071821,4.9449624639523,"MDR3_HUMAN",28,-12.7964380630722,1.17415458370176e-06,0.000288699705822912,0.347465515136676,"Non-significant",3.53955365865323,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
0.570260524749774,12.1031019687653,12.000120676456,3.60994341300947e-06,0.000824740785503254,5.14411639392461,"MA1A1_HUMAN",24,12.7207159004229,1.22945037915299e-06,0.000290230568808531,-0.0268976688384761,"Non-significant",3.53725684701306,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-0.283287525177,10.8269026279449,-10.3175943703568,1.05938455261838e-05,0.00145692309490603,4.02459144399538,"IFIT1_HUMAN",34,-12.691028719015,1.25191889429364e-06,0.000290230568808531,-0.0090594291686763,"Non-significant",3.53725684701306,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.551954507827752,13.2440592050552,13.4430832554405,1.59151957958913e-06,0.000516543594751448,5.97894032236074,"SDCB1_HUMAN",13,12.6200810652724,1.30749809350769e-06,0.000292379459403439,0.584632635116578,"Up in BM2",3.53405314122542,"SDCBP","Syntenin-1","SDCB1_HUMAN"
-0.28754138946535,13.3774573802948,-10.7161731240362,8.09905929073389e-06,0.00128854445264735,4.3058573073574,"ANT3_HUMAN",28,-12.5643117535162,1.35312569729254e-06,0.000292379459403439,0.0857279300689697,"Non-significant",3.53405314122542,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-2.5856614112854,9.96194076538085,-13.1726817013063,1.84371428291759e-06,0.000526104395877516,5.83024566187498,"Q6VBP1_HBV",1,-12.5450571011875,1.36929004896853e-06,0.000292379459403439,0.231281995773324,"Non-significant",3.53405314122542,"S","Large envelope protein","Q6VBP1_HBV"
-0.310255289077805,11.4568010568619,-9.66722823478586,1.67551398056172e-05,0.00195475684029285,3.54172860664763,"CGNL1_HUMAN",84,-12.4765610858295,1.42856707356359e-06,0.000297215211151153,-0.0189304351806499,"Non-significant",3.52692896762358,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.474657058715803,11.9718084335327,-11.9774914194477,3.65919007617909e-06,0.000824740785503254,5.13017114509392,"KNG1_HUMAN",19,-12.314952694429,1.58013029857106e-06,0.000320529431065139,0.000997304916401376,"Non-significant",3.49413208732346,"KNG1","Kininogen-1","KNG1_HUMAN"
-0.4302134513855,10.6006898880005,-12.3130570268115,3.00016832404064e-06,0.000715981346507817,5.33412816932953,"T23O_HUMAN",17,-12.2518940824,1.6440773588577e-06,0.000325366919262716,-0.0501787662506246,"Non-significant",3.48762660478572,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.319529056549078,14.7224514484405,-11.4699534032743,4.989928683839e-06,0.000987519057089503,4.80985775914796,"PUR6_HUMAN",21,-12.1141195331764,1.79410499117978e-06,0.000346603997581732,-0.111187458038323,"Non-significant",3.46016643262708,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.380023241043073,10.3977845907211,10.2519194844899,1.10828287333681e-05,0.00145965469255089,3.97720812322245,"TRFM_HUMAN",39,11.7707652519545,2.23918660261158e-06,0.000410838272846189,-0.00641655921934969,"Non-significant",3.3863291052119,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.374975919723473,14.2401059865952,-11.3031183288677,5.54058209485647e-06,0.00104549495622478,4.7013104142941,"GLNA_HUMAN",20,-11.7325850925627,2.29587493733633e-06,0.000410838272846189,-0.342549562454218,"Non-significant",3.3863291052119,"GLUL","Glutamine synthetase","GLNA_HUMAN"
0.347465515136676,11.0827660560608,10.9679335817712,6.86666252410055e-06,0.00112980407553005,4.47813003997725,"5NTD_HUMAN",22,11.6821404172249,2.37324685175264e-06,0.000410838272846189,-0.0624599456787234,"Non-significant",3.3863291052119,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.266394853591903,11.5605529546738,9.05270688518448,2.65000954516961e-05,0.0026222167621349,3.05587311126351,"MDR1_HUMAN",52,11.6780684456392,2.37961836752391e-06,0.000410838272846189,0.116703271865825,"Non-significant",3.3863291052119,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
0.530684947967501,11.1647937297821,11.5145263218569,4.85344060106201e-06,0.000984520425925429,4.83857963279743,"FSTL1_HUMAN",17,11.6616754938269,2.40546282356592e-06,0.000410838272846189,-0.00430035591125488,"Non-significant",3.3863291052119,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
0.471046686172489,9.62365472316742,11.1343323678518,6.1683279988568e-06,0.00112206708939781,4.58979010868598,"DREB_HUMAN",21,11.6460456357175,2.43039648713545e-06,0.000410838272846189,0.0759384632110756,"Non-significant",3.3863291052119,"DBN1","Drebrin","DREB_HUMAN"
1.03236424922943,8.23953181505203,12.9316085875933,2.10706916334218e-06,0.000551508361011563,5.69478547799737,"GTR1_HUMAN",6,11.5541298217524,2.58299682424831e-06,0.000427723188407159,0.257455587387074,"Non-significant",3.36883720444441,"SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1","GTR1_HUMAN"
0.272751331329376,14.1006956100464,9.33849104380815,2.13430639071607e-05,0.00230866586980256,3.28557820431347,"PLOD2_HUMAN",38,11.478800474876,2.71606011605667e-06,0.000440762235633676,0.184605360031123,"Non-significant",3.35579562277355,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.410340785980226,10.5358738899231,11.7144975155153,4.29068912551375e-06,0.000911066414071821,4.9660188716596,"TAGL_HUMAN",15,11.2156512100222,3.24464352745562e-06,0.000509346461048784,-0.0649721622466739,"Non-significant",3.29298670698344,"TAGLN","Transgelin","TAGL_HUMAN"
0.435090303421021,9.98103272914886,10.2427123524739,1.11533880870293e-05,0.00145965469255089,3.9705413084266,"CDHR2_HUMAN",30,11.206837006417,3.2642366249121e-06,0.000509346461048784,-0.0267283916473406,"Non-significant",3.29298670698344,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-0.381048917770368,9.83685553073882,-9.98203913657475,1.33769984133095e-05,0.00166986100193221,3.77929758150929,"ANO1_HUMAN",29,-11.0187160123957,3.71558224290323e-06,0.000557513404001068,0.117207765579199,"Non-significant",3.25374468664084,"ANO1","Anoctamin-1","ANO1_HUMAN"
-0.328040838241574,11.9573172330856,-10.4461652793313,9.70522597145242e-06,0.00138154743039237,4.11649150408821,"VTDB_HUMAN",21,-10.9923807686592,3.78415308924779e-06,0.000557513404001068,0.0738148689269753,"Non-significant",3.25374468664084,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.502469539642325,11.171844959259,-10.0905589725965,1.23957597667807e-05,0.00157154991793216,3.85950309246802,"PCKGC_HUMAN",35,-10.9860748267522,3.8007811348046e-06,0.000557513404001068,-0.116460323333749,"Non-significant",3.25374468664084,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
0.421184778213473,10.9524654150009,10.6686532000408,8.35861179053267e-06,0.00129605895602505,4.27288063141187,"PRS23_HUMAN",19,10.9684226436413,3.84776320237365e-06,0.000557513404001068,-0.170788288116457,"Non-significant",3.25374468664084,"PRSS23","Serine protease 23","PRS23_HUMAN"
-1.11194717884064,8.06320017576218,-10.6495193173831,8.4657535949381e-06,0.00129605895602505,4.2595606934556,"HXK4_HUMAN",13,-10.8717057079266,4.11696703920438e-06,0.00058605386940534,0.0945672988891726,"Non-significant",3.23206246229211,"GCK","Hexokinase-4","HXK4_HUMAN"
0.332759618759129,12.8927809000015,8.91766824197037,2.94132027940912e-05,0.00287540635507538,2.94497165906492,"CO4B_HUMAN",83,10.7650214504227,4.43856410758209e-06,0.00062093981325726,0.0268480777740265,"Non-significant",3.20695049328076,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.327338218689004,11.7268211841583,9.05363682701577,2.64811908112139e-05,0.0026222167621349,3.05663150159821,"FPRP_HUMAN",40,10.4824763687095,5.43441547556616e-06,0.000746701584891071,-0.05657958984375,"Non-significant",3.12685292687087,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
0.437450170516973,10.4435974359512,9.94374038071707,1.37439138016293e-05,0.00168966843312758,3.75078773675318,"CCN1_HUMAN",22,10.4605448405073,5.52157938051076e-06,0.000746701584891071,-0.0945796966552752,"Non-significant",3.12685292687087,"CCN1","CCN family member 1","CCN1_HUMAN"
0.70043897628784,9.02804374694824,11.0107755048204,6.67871914150628e-06,0.00112980407553005,4.50704383737335,"LBP_HUMAN",10,10.4297982385522,5.64641484156443e-06,0.000746938277863679,-0.179474115371704,"Non-significant",3.12671528398206,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
0.42105436325075,13.5592186450958,10.9626050467495,6.8904518565329e-06,0.00112980407553005,4.47452576330953,"IL18_HUMAN",14,10.4150424910555,5.70744062454376e-06,0.000746938277863679,0.00510287284847522,"Non-significant",3.12671528398206,"IL18","Interleukin-18","IL18_HUMAN"
0.409938097000099,12.9548071622849,12.6247323597172,2.50583466559427e-06,0.000635385702394747,5.51826605514991,"JUPI1_HUMAN",11,10.3465691439125,6.00042407744578e-06,0.000772816523244366,0.0484600067138494,"Non-significant",3.11192360103726,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN"
0.847491979599011,10.5367134809494,9.76388907322797,1.56253928684205e-05,0.0018923050408114,3.61546020601903,"TRFL_HUMAN",33,10.281491080277,6.29450124376643e-06,0.000798024735811263,-0.0418045520782258,"Non-significant",3.09798364692014,"LTF","Lactotransferrin","TRFL_HUMAN"
1.74725425243377,8.36690694093704,11.0680865366746,6.43629094278902e-06,0.00112980407553005,4.54554307572267,"DMBT1_HUMAN",1,10.1115177639512,7.14133441121017e-06,0.000884194894824734,0.149504899978638,"Non-significant",3.05345199695768,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.223653078079224,12.1021062135696,7.95910225998372,6.4222636572263e-05,0.00491606106742775,2.11092382916332,"PLOD1_HUMAN",41,10.1020481025744,7.19212016988322e-06,0.000884194894824734,0.0507395267486999,"Non-significant",3.05345199695768,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN"
0.32876396179199,8.67575836181641,9.71908718787796,1.61380190009786e-05,0.00192564538491088,3.58137383225122,"SPART_HUMAN",19,9.95683843067588,8.02352050908753e-06,0.000954227834435305,0.0224723815918235,"Non-significant",3.02034791940007,"SPART","Spartin","SPART_HUMAN"
0.346472740173333,9.94829797744751,8.76939815031029,3.30330635929959e-05,0.002945387670259,2.82140646735947,"FIL1L_HUMAN",39,9.93699252131158,8.14525040309543e-06,0.000954227834435305,-0.103884696960449,"Non-significant",3.02034791940007,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.226261377334628,11.5829392671585,7.7437169493224,7.7353103128659e-05,0.00560395606058874,1.91142283198625,"ITA6_HUMAN",48,9.90853570353183,8.32340511652528e-06,0.000954227834435305,-0.0697212219238494,"Non-significant",3.02034791940007,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
0.203444957733153,9.705726146698,7.39718805550876,0.000105272547511648,0.00730069615820097,1.58036832180298,"PLCG1_HUMAN",51,9.90739931088479,8.33060916409115e-06,0.000954227834435305,0.0230047702789324,"Non-significant",3.02034791940007,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","PLCG1_HUMAN"
-0.181972503662095,16.464729309082,-6.87730156405968,0.000170851890460057,0.0094337697298844,1.05901753763679,"ANXA6_HUMAN",65,-9.90437937208109,8.34978755791307e-06,0.000954227834435305,-0.0970168113708745,"Non-significant",3.02034791940007,"ANXA6","Annexin A6","ANXA6_HUMAN"
-0.363738059997573,12.865371465683,-9.57183054173804,1.79608938008399e-05,0.00205260130000021,3.46826213161671,"PAHX_HUMAN",19,-9.83312884308682,8.8168586293477e-06,0.000993610984979545,-0.0308324098587018,"Non-significant",3.00278361574879,"PHYH","Phytanoyl-CoA dioxygenase, peroxisomal","PAHX_HUMAN"
0.740927934646576,13.5912503004074,9.65831848617651,1.68638130170692e-05,0.00195475684029285,3.53489667154275,"YBOX1_HUMAN",14,9.79276762617445,9.09431287888006e-06,0.00101083910546894,0.063672542572025,"Non-significant",2.99531796524751,"YBX1","Y-box-binding protein 1","YBOX1_HUMAN"
0.259292125701899,12.9203479290009,8.32909634635718,4.7094158794692e-05,0.00374629416137384,2.44295334428781,"P4HA2_HUMAN",32,9.70491224219565,9.73252812008278e-06,0.00106715855630205,-0.144197463989258,"Non-significant",2.97177104916855,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.59704041481015,10.6215478181839,-9.1904332987815,2.38582843551427e-05,0.00245045720579276,3.16740910912999,"PLIN2_HUMAN",25,-9.66955000241662,1.00033720411842e-05,0.00108223147656225,0.387763500213622,"Non-significant",2.96567983882102,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.541996955871582,9.6609308719635,11.1205689403884,6.22295033558068e-06,0.00112206708939781,4.58061953754552,"COTL1_HUMAN",9,9.62283817187849,1.03741034467218e-05,0.0011075720442987,0.158731937408447,"Non-significant",2.95562801460941,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.47868037223815,13.4660996198654,10.559718739531,8.98969455332024e-06,0.0013507848445489,4.19672282900026,"MARCS_HUMAN",11,9.5778584053278,1.07456054373727e-05,0.00112973509830562,0.0987715721130344,"Non-significant",2.94702337849096,"MARCKS","Myristoylated alanine-rich C-kinase substrate","MARCS_HUMAN"
3.23744010925291,8.32045245170592,9.32099517764338,2.16241811812909e-05,0.00230866586980256,3.27170656749953,"COMP_HUMAN",5,9.56433726490467,1.08601599294846e-05,0.00112973509830562,0.0955857038497969,"Non-significant",2.94702337849096,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
1.25139141082763,7.79352617263794,10.2773435643582,1.08905831348229e-05,0.00145965469255089,3.99558676641383,"LCAT_HUMAN",4,9.5247795957965,1.12031887750603e-05,0.00113778079327505,-0.212590694427501,"Non-significant",2.94394140177326,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN"
0.245612382888805,13.4667543172836,8.54045179837104,3.9646810459956e-05,0.00331055354960037,2.62681252360119,"EHD3_HUMAN",25,9.5231074948611,1.12179521151101e-05,0.00113778079327505,-0.19369411468506,"Non-significant",2.94394140177326,"EHD3","EH domain-containing protein 3","EHD3_HUMAN"
0.520457029342676,10.8884662389755,9.27382329564111,2.24030685250438e-05,0.00233049356425904,3.23418348543171,"INHBE_HUMAN",16,9.39702975789996,1.2396121930133e-05,0.00124175473260616,-0.0478920936584739,"Non-significant",2.90596417613578,"INHBE","Inhibin beta E chain","INHBE_HUMAN"
0.59549140930176,9.48889565467834,8.86870854326174,3.05568152406698e-05,0.00291691763367994,2.90437969464196,"MAGD2_HUMAN",27,9.35684802590851,1.28000841793062e-05,0.0012665839394011,0.0015301704406756,"Non-significant",2.89736602323567,"MAGED2","Melanoma-associated antigen D2","MAGD2_HUMAN"
0.181448459625273,10.3895199298859,6.87820177169434,0.000170704612273058,0.0094337697298844,1.05994704111361,"E41L2_HUMAN",47,9.32623821581134,1.3117657124227e-05,0.00128236951693949,0.0224175453185751,"Non-significant",2.89198681409614,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
0.426098585128784,9.19156134128571,8.53880824443477,3.96993717225481e-05,0.00331055354960037,2.6253985935825,"FLRT3_HUMAN",27,9.12953399214416,1.53803704384309e-05,0.00147925453867451,-0.29890108108521,"Non-significant",2.82995708953902,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-0.174973249435425,15.4852582216263,-6.70634913960928,0.000201569378783883,0.0100748917382397,0.880759347983817,"ACON_HUMAN",46,-9.12034228998642,1.54962577997699e-05,0.00147925453867451,-0.25643050670624,"Non-significant",2.82995708953902,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN"
-0.175157070159926,17.5705506801605,-6.49795074042889,0.000247644005747382,0.0112886711383947,0.658676983569957,"ENPL_HUMAN",60,-9.08551431662552,1.59442630336084e-05,0.00150432267738022,0.0699577331543004,"Non-significant",2.82265899753767,"HSP90B1","Endoplasmin","ENPL_HUMAN"
-0.2026014328003,17.3659753799438,-7.19587996273273,0.000126575564796834,0.00805647684294443,1.38210732383813,"SBP1_HUMAN",39,-9.03239026489714,1.66556401166125e-05,0.00151995681764373,-0.011264562606824,"Non-significant",2.81816875029565,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.503513574600198,11.3083969354629,10.4752762743643,9.51586738530389e-06,0.00137878121364921,4.13714282939669,"TSN6_HUMAN",9,9.02575354864814,1.67469665382811e-05,0.00151995681764373,-0.0261311531066912,"Non-significant",2.81816875029565,"TSPAN6","Tetraspanin-6","TSN6_HUMAN"
-0.3473961353302,12.2956544160843,-8.61485585704083,3.73471114502492e-05,0.00318983644534023,2.69056583738686,"HRG_HUMAN",21,-9.01746050830753,1.68618693120715e-05,0.00151995681764373,0.0939338207244749,"Non-significant",2.81816875029565,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.466756343841546,9.82686734199524,-8.47639709463604,4.17543052755837e-05,0.00342216598996047,2.57152510587535,"PLSL_HUMAN",27,-9.01436679870293,1.69049580937263e-05,0.00151995681764373,0.0567336082458496,"Non-significant",2.81816875029565,"LCP1","Plastin-2","PLSL_HUMAN"
