"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.563400268554686,7.14686143398285,10.4086189571932,8.88489908711042e-06,0.0180518937202366,3.25579826990598,"TM164_HUMAN",2,5.83637615881312,0.000354039014369626,0.12097175748059,0.00422382354736239,"Non-significant",0.917316009865422,"TMEM164","Transmembrane protein 164","TM164_HUMAN"
-1.12502157688141,5.26484793424606,-5.78160153971554,0.000492742975133839,0.174109659083161,0.296858072745232,"YJU2B_HUMAN",6,-5.79787840093006,0.000370218262593762,0.12097175748059,0.129293203353875,"Non-significant",0.917316009865422,"YJU2B","Probable splicing factor YJU2B","YJU2B_HUMAN"
-0.296640396118168,10.0765521526337,-5.52153586869122,0.00065869499106589,0.198267192310833,0.0484790536420512,"CCN1_HUMAN",22,-5.79345364635708,0.000372129191216285,0.12097175748059,0.447567701339723,"Non-significant",0.917316009865422,"CCN1","CCN family member 1","CCN1_HUMAN"
0.160101890563976,16.9184408187866,4.85045765581012,0.00145320540054416,0.243932427768736,-0.645687375831602,"ALDOC_HUMAN",31,5.71798645236761,0.000406443657051942,0.124587721135096,0.00358724594116033,"Non-significant",0.90452475788588,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.322545886039736,6.9354287981987,6.72564893337809,0.000184253854086178,0.15022615085829,1.10920404766107,"POMT1_HUMAN",9,5.63921665687147,0.000445997113768456,0.124587721135096,-0.182503223419173,"Non-significant",0.90452475788588,"POMT1","Protein O-mannosyl-transferase 1","POMT1_HUMAN"
0.103086948394774,12.728259563446,3.38335093728904,0.0102855786031308,0.47494828015707,-2.43907222297218,"LRP1_HUMAN",189,5.62387057168331,0.000454183464862807,0.124587721135096,-0.0368986129760653,"Non-significant",0.90452475788588,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.475657463073727,11.6002957820892,7.1998694650057,0.000116741103088092,0.15022615085829,1.46892867178308,"NUA4L_HUMAN",5,5.62180582647272,0.000455297403713705,0.124587721135096,0.0103378295898491,"Non-significant",0.90452475788588,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.217459917068483,8.86978209018707,-5.12963147652867,0.00103768288245116,0.218773561458047,-0.347375257834631,"FLRT3_HUMAN",27,-5.61332744531262,0.000459902994223314,0.124587721135096,0.0207085609436248,"Non-significant",0.90452475788588,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-0.144230365753174,10.712735414505,-4.41744416388802,0.0025053481299054,0.302052833211679,-1.13591637678882,"AT2B1_HUMAN",40,-5.54078714490522,0.000501459867171074,0.131463365822559,-0.00927734375,"Non-significant",0.881195252783997,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","AT2B1_HUMAN"
-2.06566751003266,5.15140897035599,-5.29098627486458,0.000858412609008358,0.209320763796043,-0.181196574688078,"CLD23_HUMAN",4,-5.40863819757866,0.000588132285571227,0.149367221401167,0.0152835845947248,"Non-significant",0.825744697878577,"CLDN23","Claudin-23","CLD23_HUMAN"
-0.230919599533099,13.201617360115,-4.84942991150225,0.00145503812788887,0.243932427768736,-0.646811122487119,"MUC18_HUMAN",27,-5.24476949618478,0.000719089670374444,0.173334973244877,-0.0363807678222994,"Non-significant",0.761113802231989,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
0.302256822586063,9.63674700260162,5.30104687010051,0.000848422116374364,0.209320763796043,-0.170984571562624,"PCOC2_HUMAN",14,5.23798115509984,0.000725161694392248,0.173334973244877,0.0454521179199503,"Non-significant",0.761113802231989,"PCOLCE2","Procollagen C-endopeptidase enhancer 2","PCOC2_HUMAN"
-0.557084441184998,7.63749831914902,-5.22501422464897,0.000927223759893878,0.209320763796043,-0.248594585645865,"TGFB2_HUMAN",9,-5.14781353769541,0.000811348729013993,0.175270628590328,-0.0214192867279017,"Non-significant",0.756290855782316,"TGFB2","Transforming growth factor beta-2 proprotein","TGFB2_HUMAN"
-0.344022750854494,9.6030502319336,-4.79756491648428,0.00155089828118581,0.243932427768736,-0.703765805083986,"FIL1L_HUMAN",39,-5.14062363037333,0.000818687394957325,0.175270628590328,0.28608524799347,"Non-significant",0.756290855782316,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.221061587333679,8.145004093647,-4.57910531661947,0.0020377937234916,0.279813727253474,-0.948954621650486,"SHAN2_HUMAN",39,-5.12311080953088,0.000836867136576985,0.175270628590328,-0.0878159999847377,"Non-significant",0.756290855782316,"SHANK2","SH3 and multiple ankyrin repeat domains protein 2","SHAN2_HUMAN"
-0.323703527450558,9.19087874889374,-5.07781760123119,0.00110369337022025,0.218773561458047,-0.401701452923464,"NAGPA_HUMAN",15,-5.11206376014069,0.000848560933297776,0.175270628590328,0.1485114097595,"Non-significant",0.756290855782316,"NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NAGPA_HUMAN"
-0.664728641510008,6.78011810779572,-6.6192498687366,0.00020479501347661,0.150911182796191,1.02426225671954,"ZDH24_HUMAN",1,-5.10254914464745,0.000858775391038771,0.175270628590328,0.0694632530212758,"Non-significant",0.756290855782316,"ZDHHC24","Probable palmitoyltransferase ZDHHC24","ZDH24_HUMAN"
-0.189952611923218,9.1415046453476,-4.80845712561237,0.00153020683462616,0.243932427768736,-0.691764832742498,"RBM5_HUMAN",22,-5.09896445159649,0.000862658440213256,0.175270628590328,-0.0293095111846995,"Non-significant",0.756290855782316,"RBM5","RNA-binding protein 5","RBM5_HUMAN"
0.349530935287472,10.3921762704849,5.53073940418521,0.0006518645475225,0.198267192310833,0.0574607648509451,"SDC4_HUMAN",9,5.01990570234158,0.000953349388181454,0.188685173258138,0.205806255340601,"Non-significant",0.724262225034653,"SDC4","Syndecan-4","SDC4_HUMAN"
-0.170648574829102,8.56618452072144,-4.40962310688848,0.00253075838152891,0.302052833211679,-1.14508051421556,"DNLI4_HUMAN",31,-5.00214771265558,0.000975117174460659,0.188685173258138,0.200010538101202,"Non-significant",0.724262225034653,"LIG4","DNA ligase 4","DNLI4_HUMAN"
-0.644096732139587,6.82379335165024,-5.09764274810482,0.00107790638994335,0.218773561458047,-0.380859413194218,"GNB5_HUMAN",7,-4.97625723641232,0.0010078290938894,0.190479698745096,0.0553829669952748,"Non-significant",0.720151304465031,"GNB5","Guanine nucleotide-binding protein subunit beta-5","GNB5_HUMAN"
-0.374934911727905,8.43170630931854,-4.93805897950911,0.00130590993088004,0.243932427768736,-0.550594695644741,"HXK4_HUMAN",13,-4.93681629408471,0.00105997938246997,0.195783010030305,0.278451919555675,"Non-significant",0.708224998795573,"GCK","Hexokinase-4","HXK4_HUMAN"
0.359906315803528,6.6758206486702,5.15537525108127,0.00100650925871518,0.218773561458047,-0.320558072259186,"KDM1B_HUMAN",10,4.89000656601164,0.00112571350166984,0.200898440973703,0.00954890251155049,"Non-significant",0.697023433481442,"KDM1B","Lysine-specific histone demethylase 2","KDM1B_HUMAN"
-0.297331213951112,6.90739113092422,-4.51456963018471,0.00221192706398282,0.285338591253783,-1.02302708524842,"RHG21_HUMAN",42,-4.88219098497083,0.00113711434536611,0.200898440973703,0.0329129695892245,"Non-significant",0.697023433481442,"ARHGAP21","Rho GTPase-activating protein 21","RHG21_HUMAN"
0.143594741821277,12.1777954101563,3.92407864900718,0.00482013798758401,0.380322926457235,-1.73526202063661,"PLMN_HUMAN",50,4.85422767850203,0.00117894457975361,0.20122597502055,0.0718111991882342,"Non-significant",0.696315959600327,"PLG","Plasminogen","PLMN_HUMAN"
0.278451919555673,10.1744523048401,5.23643837925315,0.000914885688536636,0.209320763796043,-0.236869580076288,"A1BG_HUMAN",11,4.83282742458502,0.00121208643904185,0.20122597502055,0.0853004455566495,"Non-significant",0.696315959600327,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
0.417008996009827,8.1151265501976,5.39850155184045,0.000758007499782793,0.209320763796043,-0.072962569040536,"ZFY21_HUMAN",7,4.8320884656558,0.00121324877273372,0.20122597502055,-0.104643344879157,"Non-significant",0.696315959600327,"ZFYVE21","Zinc finger FYVE domain-containing protein 21","ZFY21_HUMAN"
-0.930193185806274,6.37076663970947,-4.7619044093237,0.00162081347354642,0.243932427768736,-0.743204856143826,"MIME_HUMAN",7,-4.80932673973229,0.00124965119569902,0.203118305348919,0.272355794906613,"Non-significant",0.692250935513044,"OGN","Mimecan","MIME_HUMAN"
-0.475917220115663,6.82615703344345,-5.2587272280368,0.000891330573194676,0.209320763796043,-0.214058851893752,"RNH1_HUMAN",6,-4.75126628917229,0.00134798975060005,0.214806131433855,0.0515551567077992,"Non-significant",0.667953326278419,"RNASEH1","Ribonuclease H1","RNH1_HUMAN"
0.146302461624128,10.7288421392441,3.88702556396021,0.00507031634403679,0.387819148796003,-1.78198554656297,"CFAH_HUMAN",45,4.69187850226325,0.00145732849579375,0.227763628563765,0.0146183967590297,"Non-significant",0.642515626943524,"CFH","Complement factor H","CFAH_HUMAN"
0.158202409744252,10.9842134714126,4.09066956948849,0.00384896081601612,0.358914701439024,-1.52810192560623,"ITIH4_HUMAN",32,4.66500295578442,0.00150993806212081,0.230614804284064,-0.0311486721038516,"Non-significant",0.637112816674861,"ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4","ITIH4_HUMAN"
0.136798143386873,11.1714087724686,3.74878994480359,0.00613463314431016,0.41767480932159,-1.95832787989648,"PRG4_HUMAN",49,4.63070335749031,0.00158009104672836,0.230614804284064,0.163809776306151,"Non-significant",0.637112816674861,"PRG4","Proteoglycan 4","PRG4_HUMAN"
0.245769143104554,8.11154836416245,4.81872108928268,0.00151098525764991,0.243932427768736,-0.680475467912256,"HEXD_HUMAN",13,4.62536818003299,0.00159131693656877,0.230614804284064,0.0575110912322998,"Non-significant",0.637112816674861,"HEXD","Hexosaminidase D","HEXD_HUMAN"
0.270061016082774,11.8996534347534,5.84844178557743,0.000457965009077691,0.174109659083161,0.358904845025456,"ANGL8_HUMAN",8,4.59399062219009,0.00165911223658255,0.230614804284064,-0.23704600334168,"Non-significant",0.637112816674861,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN"
0.759035825729374,8.95881927013397,5.08150607195454,0.00109884483004432,0.218773561458047,-0.397818561896467,"RL37_HUMAN",2,4.58899964655152,0.00167018128234061,0.230614804284064,0.088187694549573,"Non-significant",0.637112816674861,"RPL37","Large ribosomal subunit protein eL37","RL37_HUMAN"
0.110916614532474,15.3863139152527,3.47781474434254,0.00898350215295131,0.459175610044247,-2.31288487084313,"ACOHC_HUMAN",48,4.58666204152818,0.00167539312386509,0.230614804284064,-0.000526905059823335,"Non-significant",0.637112816674861,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.22987270355225,8.88115835189819,4.58261478180621,0.00202876315173322,0.279813727253474,-0.944948014342478,"KMT2C_HUMAN",3,4.57720202329417,0.00169666537394703,0.230614804284064,0.0692937374114742,"Non-significant",0.637112816674861,"KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C_HUMAN"
-0.520931243896485,6.6169764995575,-4.77588806954647,0.00159299443032293,0.243932427768736,-0.727712374866107,"SGSM3_HUMAN",7,-4.57459340761579,0.00170258253439693,0.230614804284064,-0.081850528717025,"Non-significant",0.637112816674861,"SGSM3","Small G protein signaling modulator 3","SGSM3_HUMAN"
-0.235400915145867,9.27043092250824,-4.35786570285569,0.00270615588945086,0.314184698765245,-1.20600244761489,"DREB_HUMAN",21,-4.54892171099954,0.00176202027851326,0.23148148426469,-0.138372182846069,"Non-significant",0.635483741593189,"DBN1","Drebrin","DREB_HUMAN"
-0.257959127426126,10.2017239332199,-4.550536460331,0.00211296124057832,0.279813727253474,-0.981652865983779,"TAGL_HUMAN",15,-4.54725880971428,0.00176594709295076,0.23148148426469,-0.00671219825744984,"Non-significant",0.635483741593189,"TAGLN","Transgelin","TAGL_HUMAN"
-0.206861019134553,11.6727857589722,-4.224870957311,0.0032205210702705,0.339911360234913,-1.36474198603164,"PEG10_HUMAN",23,-4.46974208572501,0.00195993164157135,0.252831181762704,0.0463442802429253,"Non-significant",0.59716936538819,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
0.354460477828979,7.35156178474426,6.02039229405286,0.000380343654459223,0.174109659083161,0.51523679936445,"ENTR1_HUMAN",5,4.45770208138046,0.00199207531138976,0.252962438369759,0.0240564346313743,"Non-significant",0.596943961115901,"ENTR1","Endosome-associated-trafficking regulator 1","ENTR1_HUMAN"
0.299754619598399,12.9345209598541,4.55829637534175,0.00209224916963377,0.279813727253474,-0.972756802412804,"FHR3_HUMAN",12,4.44205549876377,0.00203470150763885,0.254400294655091,-0.00840163230895996,"Non-significant",0.594482390008663,"CFHR3","Complement factor H-related protein 3","FHR3_HUMAN"
0.136988401412999,11.2913674116135,4.07014410435682,0.0039562760317116,0.358914701439024,-1.55336606842877,"NADE_HUMAN",23,4.41005207219164,0.00212498955680464,0.258547082972129,0.0799798965453995,"Non-significant",0.587460357742055,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN"
0.329677104949921,10.7930762767792,4.31548229868479,0.00285964977307782,0.322782968136159,-1.25624771911252,"INHBE_HUMAN",16,4.40697350792252,0.00213390025015488,0.258547082972129,0.016404390335099,"Non-significant",0.587460357742055,"INHBE","Inhibin beta E chain","INHBE_HUMAN"
0.48022079467773,7.03884565830231,4.27463762074907,0.0030165656950861,0.331292289242766,-1.30497243036646,"AMOL2_HUMAN",15,4.38859656886394,0.00218793724761542,0.258547082972129,-0.0314197540283505,"Non-significant",0.587460357742055,"AMOTL2","Angiomotin-like protein 2","AMOL2_HUMAN"
-0.20536518096924,9.10153532028198,-4.84611165019486,0.00146097273591017,0.243932427768736,-0.65044063162902,"CCNK_HUMAN",12,-4.37814366002217,0.00221933140464712,0.258547082972129,-0.012133121490475,"Non-significant",0.587460357742055,"CCNK","Cyclin-K","CCNK_HUMAN"
0.517952203750601,13.0543092489243,4.78281302061279,0.00157941183148245,0.243932427768736,-0.720053190822273,"DEF1_HUMAN",5,4.37563619014471,0.00222693439252479,0.258547082972129,-0.0499823093414307,"Non-significant",0.587460357742055,"DEFA1B","Neutrophil defensin 1","DEF1_HUMAN"
0.20414876937865,9.89260554313659,5.38778628750591,0.000767409127276766,0.209320763796043,-0.0836607102631381,"ARPIN_HUMAN",10,4.3355778494189,0.00235228502291783,0.266067774977904,-0.00844860076905007,"Non-significant",0.575007722204561,"ARPIN","Arpin","ARPIN_HUMAN"
0.108517646789574,15.4949841499329,3.36593608217668,0.0105468295510663,0.478849629952603,-2.462471971641,"KPYM_HUMAN",44,4.33405763015959,0.00235718959005895,0.266067774977904,0.0308218002319354,"Non-significant",0.575007722204561,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
0.0938127040863002,12.2738143205643,2.98625822712989,0.0183939183951681,0.589529797800223,-2.98194579851738,"TENS1_HUMAN",76,4.31934264093533,0.00240523748301527,0.26777212362281,0.0232639312744247,"Non-significant",0.572234637133356,"TNS1","Tensin-1","TENS1_HUMAN"
-0.182503223419172,10.9556238651276,-4.05086831666785,0.00406001134837221,0.358914701439024,-1.57715893931978,"4F2_HUMAN",23,-4.30194983128806,0.00246339482486405,0.270540672184732,0.12870454788208,"Non-significant",0.567767435261375,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-0.37459969520569,7.4550312757492,-4.16348826605763,0.00349294632532847,0.341796001840537,-1.43906747785219,"TRI13_HUMAN",15,-4.25198990178097,0.00263904128893417,0.285966514068907,0.0420490503311166,"Non-significant",0.54368481864201,"TRIM13","E3 ubiquitin-protein ligase TRIM13","TRI13_HUMAN"
0.199128627777077,13.8394868373871,3.79883757891626,0.00572385666282598,0.407516602485879,-1.89411814606136,"FIBA_HUMAN",43,4.2235453161341,0.00274503425601293,0.292603784033768,0.0463175773620605,"Non-significant",0.533720061756989,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.1681067943573,11.374009013176,3.60744216520445,0.00747550925555877,0.430875629219334,-2.1418540327322,"CO5_HUMAN",67,4.21107414246491,0.0027929425699574,0.292603784033768,0.378493905067442,"Non-significant",0.533720061756989,"C5","Complement C5","CO5_HUMAN"
0.362205982208252,9.86192631721497,4.70413272544072,0.00174151316535062,0.257332318087354,-0.807581480381323,"MOT4_HUMAN",7,4.20712377361596,0.00280830505163454,0.292603784033768,-0.00695180892944514,"Non-significant",0.533720061756989,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
0.1485114097595,12.0184953212738,3.73239637435624,0.00627598967479384,0.41767480932159,-1.97944935775354,"A0AAG2UXZ5_HUMAN",30,4.18985714619528,0.00287652800180199,0.295918266717022,0.0443241596221995,"Non-significant",0.528828225479623,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
0.188581466674805,8.39288377761841,4.46863937956656,0.0023457278063035,0.288844392148917,-1.07620077212901,"OSBL1_HUMAN",13,4.15516575242082,0.00301904817657065,0.299354690471754,-0.00099277496337713,"Non-significant",0.52381393267433,"OSBPL1A","Oxysterol-binding protein-related protein 1","OSBL1_HUMAN"
-0.1262698173523,11.3635427951813,-3.53488573142092,0.00828296316340728,0.451782829724906,-2.23727387089134,"TFR1_HUMAN",34,-4.15395574788418,0.00302415421822424,0.299354690471754,0.0401680469512993,"Non-significant",0.52381393267433,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.134468793869027,12.092539191246,4.05031748649725,0.00406301864555066,0.358914701439024,-1.57783980163872,"MPI_HUMAN",19,4.14674929986286,0.00305475728517939,0.299354690471754,0.0372502803802757,"Non-significant",0.52381393267433,"MPI","Mannose-6-phosphate isomerase","MPI_HUMAN"
0.197821140289296,17.4830029010773,3.79388565250734,0.00576315019196113,0.407516602485879,-1.9004529797882,"HPT_HUMAN",33,4.14534927672894,0.0030607411791448,0.299354690471754,0.0757749080657764,"Non-significant",0.52381393267433,"HP","Haptoglobin","HPT_HUMAN"
-0.134269714355497,18.8670310974121,-3.40598452818627,0.00995628013669626,0.466831098442533,-2.40872280518646,"K1C18_HUMAN",55,-4.13408870333926,0.00310933106827664,0.299354690471754,-0.000655889511126162,"Non-significant",0.52381393267433,"KRT18","Keratin, type I cytoskeletal 18","K1C18_HUMAN"
0.471014380455019,6.7690047621727,4.00898653207221,0.00429569059267828,0.371902489184977,-1.62907781643753,"VIP1_HUMAN",16,4.12914151399103,0.00313093991511001,0.299354690471754,-0.137134552001955,"Non-significant",0.52381393267433,"PPIP5K1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1","VIP1_HUMAN"
0.150247335433923,14.2392896413803,3.95522691319294,0.0046201252679575,0.376229517962571,-1.69616506015073,"ASGR1_HUMAN",20,4.11223858696745,0.00320599609366827,0.300810973347586,0.0258736610412509,"Non-significant",0.521706325070489,"ASGR1","Asialoglycoprotein receptor 1","ASGR1_HUMAN"
0.164959669113152,13.1513320207596,3.7213971842271,0.00637279147974372,0.41767480932159,-1.99364513802988,"C4BPA_HUMAN",30,4.10908796715395,0.00322019868109266,0.300810973347586,0.0104353427887247,"Non-significant",0.521706325070489,"C4BPA","C4b-binding protein alpha chain","C4BPA_HUMAN"
0.49080407619476,6.55889528989792,4.07718187135296,0.00391911926826234,0.358914701439024,-1.54469521525198,"RSBN1_HUMAN",10,4.09456741824311,0.0032865344117652,0.303518922322906,-0.0552072525024432,"Non-significant",0.517814228462681,"RSBN1","Lysine-specific demethylase 9","RSBN1_HUMAN"
-0.399057865142819,7.68250072002411,-4.39937059357417,0.00256449433882194,0.302052833211679,-1.15711027209099,"NDK6_HUMAN",7,-4.08305285767243,0.0033401805332017,0.304931433565038,0.0441830158233252,"Non-significant",0.515797804495898,"NME6","Nucleoside diphosphate kinase 6","NDK6_HUMAN"
0.19133424758912,13.0373902320862,3.98622033491094,0.0044299739068021,0.375024978547715,-1.65742730729285,"IC1_HUMAN",18,4.07036822533145,0.00340036809955845,0.304931433565038,0.04353976249695,"Non-significant",0.515797804495898,"SERPING1","Plasma protease C1 inhibitor","IC1_HUMAN"
0.178205490112301,12.2929313182831,3.6261774647562,0.00728099075379343,0.424405490327924,-2.11734650320176,"PCSK6_HUMAN",41,4.06031570359721,0.00344889312690625,0.304931433565038,-0.0471541881561244,"Non-significant",0.515797804495898,"PCSK6","Proprotein convertase subtilisin/kexin type 6","PCSK6_HUMAN"
-0.229585409164427,7.91798603534698,-3.88905578985024,0.0050562518388982,0.387819148796003,-1.77941943553639,"M4K3_HUMAN",21,-4.05489728016532,0.00347535640373066,0.304931433565038,-0.0323891639709259,"Non-significant",0.515797804495898,"MAP4K3","Mitogen-activated protein kinase kinase kinase kinase 3","M4K3_HUMAN"
0.839779376983643,6.31480991840362,3.94990094622918,0.00465367985684739,0.376229517962571,-1.70283841104644,"LTBP1_HUMAN",10,4.05203303418647,0.00348943316371952,0.304931433565038,-0.11098277568817,"Non-significant",0.515797804495898,"LTBP1","Latent-transforming growth factor beta-binding protein 1","LTBP1_HUMAN"
