"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.158447265625,15.0165009498596,-45.808705824624,2.17270318010147e-10,1.76293136033433e-07,14.6692800905196,"FIBA_HUMAN",43,-50.280702446616,2.12456947375682e-11,1.5671597009148e-08,0.00342226028440074,"Non-significant",7.80488674463414,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.948235273361174,11.3398674726486,36.8192029918907,1.09533847718713e-09,4.9375424466091e-07,13.2049230553491,"DPYD_HUMAN",55,48.4513551279993,2.86585603681012e-11,1.93779632355644e-08,-0.0873670578003001,"Non-significant",7.71269187238537,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.651428699493376,15.1751842498779,30.6155536913402,4.28332933655416e-09,9.9596224922326e-07,11.8825748519249,"TRFE_HUMAN",51,46.2661495439506,4.15979900540813e-11,2.59635454845243e-08,0.0284874439239502,"Non-significant",7.58563600219423,"TF","Serotransferrin","TRFE_HUMAN"
-0.874258518218973,15.9043786525726,-37.4248392249109,9.70786144922854e-10,4.63350516464944e-07,13.3184457138562,"APOE_HUMAN",29,-44.6642521426163,5.5283154720383e-11,3.20405369572277e-08,-0.109790563583351,"Non-significant",7.49430021432291,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.767928600311251,16.8991625308991,-32.899087908807,2.51789705877812e-09,7.85777566727909e-07,12.4059834362867,"MX1_HUMAN",43,-43.9621579719524,6.28236413613307e-11,3.39834017337225e-08,-0.0241880416870153,"Non-significant",7.46873315047461,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
1.00221395492553,14.6655166149139,36.3942120149499,1.19357190926671e-09,5.09718024831055e-07,13.12377358143,"CP2C8_HUMAN",33,42.8383817844459,7.74218799009603e-11,3.78370865420419e-08,-0.260636568069476,"Non-significant",7.42208231168429,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-1.20917224884037,15.4735803604126,-37.9211248788521,8.80616946844887e-10,4.59132035277743e-07,13.4096613982409,"IFIT3_HUMAN",30,-42.5739452086503,8.13877655762811e-11,3.78370865420419e-08,0.0273900032043493,"Non-significant",7.42208231168429,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.821684598922724,14.6351982355118,32.5396759070199,2.73077863693025e-09,7.91340637859003e-07,12.3266646719879,"ACOHC_HUMAN",48,42.4114752887768,8.39373376579681e-11,3.78370865420419e-08,0.7861158847809,"Up in D",7.42208231168429,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.43478107452393,10.7382206916809,-37.9432535883625,8.7682337118156e-10,4.59132035277743e-07,13.4136913278224,"TRFL_HUMAN",33,-42.0591962968756,8.97795036219209e-11,3.8340573283593e-08,-0.052732825279235,"Non-significant",7.41634139766454,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.966606140136724,12.3154053688049,-37.7793799826476,9.05362652753746e-10,4.59132035277743e-07,13.3837727974224,"TAP1_HUMAN",24,-41.4730871339507,1.00539771547506e-10,4.07889853168233e-08,0.193531036376953,"Non-significant",7.38945709823244,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-0.77939796447755,12.8468925952912,-31.8161303554279,3.22424362109248e-09,8.4391976585627e-07,12.1635967271362,"AMPE_HUMAN",38,-40.2273797699565,1.28573709525541e-10,4.56514684937601e-08,0.329857587814324,"Non-significant",7.34054524773584,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-0.794457912445099,13.6755163669586,-28.9995173318972,6.39106240786855e-09,1.27883213993268e-06,11.4822121092867,"APOB_HUMAN",239,-40.221729937224,1.2871941431776e-10,4.56514684937601e-08,-0.0195150375366282,"Non-significant",7.34054524773584,"APOB","Apolipoprotein B-100","APOB_HUMAN"
3.79527723789216,9.82930248975754,45.1620932887113,2.41409131374978e-10,1.78072153816052e-07,14.5779539244959,"NUA4L_HUMAN",5,40.1276949960069,1.31171931852421e-10,4.56514684937601e-08,-0.0946025848388699,"Non-significant",7.34054524773584,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.82725000381473,14.9905850887299,-35.8532898723902,1.3333754862991e-09,5.27150331843089e-07,13.0186647267389,"FINC_HUMAN",120,-39.831123195764,1.39257246263816e-10,4.56514684937601e-08,0.0767724514007497,"Non-significant",7.34054524773584,"FN1","Fibronectin","FINC_HUMAN"
-3.56929659843448,9.37626063823701,-39.2491532928842,6.82562155394589e-10,4.59132035277743e-07,13.6460479420482,"AMY1B_HUMAN",12,-39.7817644537782,1.40656484143949e-10,4.56514684937601e-08,0.201784968376165,"Non-significant",7.34054524773584,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.630894660949703,12.9720902442932,-28.7759441235954,6.76650607875521e-09,1.27883213993268e-06,11.4246989055426,"SAMH1_HUMAN",38,-38.6991251790451,1.75696615493376e-10,5.48308591582022e-08,0.0248502492904672,"Non-significant",7.26097494899628,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
0.388751506805399,13.9082381725311,19.4194197022169,1.21575542623217e-07,8.31184458394727e-06,8.41129156306548,"LPPRC_HUMAN",87,38.0018645731011,2.03426369303812e-10,5.80465223430241e-08,-0.520420789718651,"Up in BD",7.23622379440046,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
0.411542415618879,15.9061977863312,20.1374371864936,9.32343288787751e-08,7.07012471516244e-06,8.69502053172006,"AOXA_HUMAN",91,37.9665681375239,2.04955543603407e-10,5.80465223430241e-08,-0.127370595932,"Non-significant",7.23622379440046,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.941091775894201,13.8136488199234,32.0434760595627,3.05905472949718e-09,8.27372335838003e-07,12.2153302877443,"CP2A6_HUMAN",38,37.909341878243,2.07462305638119e-10,5.80465223430241e-08,0.0446691513061754,"Non-significant",7.23622379440046,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
-0.862717628478951,12.3071880340576,-31.2184051710458,3.7089955321141e-09,9.11963325684056e-07,12.025357384203,"SLFN5_HUMAN",37,-37.4678510179933,2.28001168507868e-10,6.1666716042428e-08,-0.745670795440674,"Up in BD",7.2099491785824,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-0.957244396209722,12.9240205287933,-34.5433729079339,1.75583747607046e-09,6.47584785492532e-07,12.7553256788842,"TAP2_HUMAN",22,-36.6453344669626,2.72652295118323e-10,7.09742016327756e-08,0.143636226654053,"Non-significant",7.14889948402127,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-0.530384302139272,13.3390606641769,-23.4116504859545,3.08980207509898e-08,3.83865155768794e-06,9.8626193404574,"CO4B_HUMAN",83,-36.5260598608248,2.79908115879815e-10,7.09742016327756e-08,0.13081693649295,"Non-significant",7.14889948402127,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.745670795440674,12.7815883159638,-32.9167864151442,2.50791070861646e-09,7.85777566727909e-07,12.4098610658662,"5NT3A_HUMAN",23,-35.965171327516,3.17068055875225e-10,7.79603092536841e-08,-0.74654030799865,"Up in BD",7.10812644678759,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-1.39528584480286,9.64593970775605,-31.5772960108728,3.4087631780736e-09,8.64334513340286e-07,12.1087502512913,"PTPRF_HUMAN",57,-35.2977376195272,3.6869872938627e-10,8.79888673600058e-08,0.225966215133676,"Non-significant",7.05557227273581,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.772960424423198,12.8800092935562,-27.6802309551562,9.0089125292354e-09,1.56831711190853e-06,11.1348861031358,"PML_HUMAN",44,-33.9795265907991,5.00900509159647e-10,1.13854875339707e-07,0.0794041156768994,"Non-significant",6.94364836787889,"PML","Protein PML","PML_HUMAN"
0.931696176528925,10.8573900461197,30.6031950085598,4.2961151987693e-09,9.9596224922326e-07,11.8796116246811,"ACO12_HUMAN",27,33.9438940703159,5.05148571879402e-10,1.13854875339707e-07,0.0984200239181527,"Non-significant",6.94364836787889,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.469059467315683,10.2184188365936,22.1220896877372,4.68324317553898e-08,4.63603803651484e-06,9.4256096603722,"PLPL6_HUMAN",52,33.7555262048395,5.28288587616691e-10,1.15852259457347e-07,-0.158722400665285,"Non-significant",6.93609549178088,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
0.840060472488373,13.8483484983444,29.3417263206236,5.86122625841225e-09,1.23783577128392e-06,11.5692170433032,"AL8A1_HUMAN",26,32.5300515710631,7.11376861481503e-10,1.51897680370024e-07,0.218590974807752,"Non-significant",6.81844885819903,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-0.565892696380601,16.1977941989899,-24.3119213643953,2.34155710992562e-08,3.33322708595377e-06,10.1519978476669,"STAT1_HUMAN",41,-32.1674298023086,7.78503804639664e-10,1.60062918327496e-07,-0.436983585357675,"Non-significant",6.79570926914908,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
1.02996277809142,16.0692676305771,28.9313491317392,6.50297449575152e-09,1.27883213993268e-06,11.4647328171662,"ALDOC_HUMAN",31,32.1135576983603,7.89070339302421e-10,1.60062918327496e-07,0.010845422744751,"Non-significant",6.79570926914908,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.958573579788228,11.3171836137772,32.1536039416942,2.98250064712138e-09,8.27372335838003e-07,12.2402258082467,"FADS1_HUMAN",17,31.3437413793003,9.59082814516461e-10,1.85993888504129e-07,-0.0653333663940519,"Non-significant",6.7305013258495,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
-0.862510681152344,16.6047353744507,-32.70394242969,2.63104914983726e-09,7.906789926585e-07,12.3630529887944,"STOM_HUMAN",17,-31.3288725832203,9.62748745029999e-10,1.85993888504129e-07,0.0364456176757493,"Non-significant",6.7305013258495,"STOM","Stomatin","STOM_HUMAN"
-1.2121045589447,12.9792162179947,-37.9242484332872,8.80080342342857e-10,4.59132035277743e-07,13.4102304298419,"ISG20_HUMAN",11,-31.0568778250807,1.03266445003278e-09,1.94861380175952e-07,-0.0967888832092498,"Non-significant",6.71027422572812,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-1.04492402076723,11.5730005502701,-28.326739937826,7.59895187146589e-09,1.40131580647896e-06,11.3075053183641,"GBP4_HUMAN",27,-30.7912816102191,1.10648053251166e-09,2.04045069109082e-07,0.141597032546997,"Non-significant",6.69027389579192,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-0.8172152042389,12.0515559911728,-27.6489072993182,9.08441018729366e-09,1.56831711190853e-06,11.1264012683104,"CMPK2_HUMAN",26,-30.5327848514229,1.18405646384578e-09,2.12405341462685e-07,0.510128021240225,"Up in D",6.67283456603407,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-0.89649724960325,10.5855972766876,-27.5236977934268,9.39344214899321e-09,1.58788311660273e-06,11.0923709613864,"ECE1_HUMAN",28,-30.4688558354236,1.20417127277342e-09,2.12405341462685e-07,-0.423863887786899,"Non-significant",6.67283456603407,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
0.451242923736576,15.8565213680267,19.1743894925403,1.33391282117955e-07,8.72852308955718e-06,8.31189085575588,"FAS_HUMAN",149,30.3588552081313,1.23968644619401e-09,2.14017357966345e-07,0.141710758209227,"Non-significant",6.66955100158872,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.780768394470226,11.9211325645447,-25.3248388351387,1.7342709108683e-08,2.70612964822796e-06,10.4633653199942,"IFIH1_HUMAN",45,-30.1408840312096,1.31358931909999e-09,2.22051327816194e-07,0.0930676460266255,"Non-significant",6.65354662550079,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
1.0491876602173,12.4396243095398,29.2822226468588,5.94966663545391e-09,1.23783577128392e-06,11.5541767887005,"ZA2G_HUMAN",19,29.9299085808146,1.38986072173692e-09,2.30149589717824e-07,0.0458517074584996,"Non-significant",6.63798979497572,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
0.469366312027002,14.0315898656845,21.1572549569279,6.49404568101638e-08,5.71648746293768e-06,9.07978452663004,"VILI_HUMAN",46,29.843652339504,1.42246552713149e-09,2.30837705742899e-07,-0.0595977306366002,"Non-significant",6.63669325072168,"VIL1","Villin-1","VILI_HUMAN"
0.784723758697517,9.84691452980042,25.0018083826436,1.90605778897774e-08,2.86402831477136e-06,10.3656380061476,"ABCA6_HUMAN",44,29.5349106535166,1.54640656104795e-09,2.46030251693001e-07,-0.0383026599883749,"Non-significant",6.60901148909346,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
-1.07899022102352,13.7167047262192,-28.0955986723234,8.0721450263152e-09,1.45549743874492e-06,11.2463335021464,"LG3BP_HUMAN",20,-29.0813289714487,1.75109118194878e-09,2.73237574044853e-07,0.0228896141052264,"Non-significant",6.56345957922806,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.54543924331665,16.6151807308197,21.131589060254,6.55204996368257e-08,5.71648746293768e-06,9.07035045214488,"AL1L1_HUMAN",79,28.9665417852002,1.80759826968668e-09,2.76733063400712e-07,-0.233200311660726,"Non-significant",6.55793894929908,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.755311965942376,11.3625965118408,-23.7043868887459,2.82022185673147e-08,3.69085163637406e-06,9.95807407669613,"CO5_HUMAN",67,-28.8075232164161,1.88929188221421e-09,2.83883598746039e-07,-0.556873083114624,"Up in BD",6.546859697928,"C5","Complement C5","CO5_HUMAN"
-0.669677734375028,12.8852710723877,-26.9651380493126,1.09253502817931e-08,1.73892056771325e-06,10.9383038473922,"MFGM_HUMAN",22,-28.7221171748789,1.93487327567202e-09,2.85446577432777e-07,0.0375154018402011,"Non-significant",6.5444751599124,"MFGE8","Lactadherin","MFGM_HUMAN"
0.827255964279177,12.5725041627884,33.3953940803954,2.25415686366231e-09,7.85777566727909e-07,12.5137312736588,"FADS2_HUMAN",14,28.4731989610211,2.07492033996105e-09,2.9496711013638e-07,-0.28702926635742,"Non-significant",6.53022640667473,"FADS2","Acyl-CoA 6-desaturase","FADS2_HUMAN"
0.783922433853174,11.7848318815231,29.6600615694317,5.41266898524233e-09,1.18698367962855e-06,11.6490576683893,"ACMSD_HUMAN",17,28.4226240475759,2.10474519867241e-09,2.9496711013638e-07,0.0328047275543266,"Non-significant",6.53022640667473,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN"
0.568104028701773,14.0910049676895,22.6955296018133,3.88147482563591e-08,4.1992382313613e-06,9.62335131365783,"PLOD2_HUMAN",38,28.4163712039812,2.1084659092815e-09,2.9496711013638e-07,0.00574040412902654,"Non-significant",6.53022640667473,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.768404960632321,9.61342716217041,-23.3782311471871,3.12239342873311e-08,3.83865155768794e-06,9.85163673725939,"TRNK1_HUMAN",78,-28.333020361471,2.15877488200119e-09,2.96886430382333e-07,0.241668224334726,"Non-significant",6.52740965199894,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
-0.579630136489827,14.5313330888748,-21.7663528350198,5.27445249534797e-08,5.03493029967687e-06,9.30006764793232,"RIGI_HUMAN",56,-28.175041384996,2.25786843630934e-09,3.05339074870232e-07,0.2181646823883,"Non-significant",6.5152176145856,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
-0.674106597900371,14.4721837043762,-24.1489566483563,2.46023968128855e-08,3.44179047827161e-06,10.1005231068933,"OAS2_HUMAN",31,-27.9763275616342,2.38983911194525e-09,3.17887779579079e-07,0.303595781326297,"Non-significant",6.49772616715721,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
-0.699787139892599,10.4391360282898,-22.6230474308239,3.97368155089661e-08,4.24242790841778e-06,9.59866515204653,"AGRIN_HUMAN",63,-27.6805269647077,2.60262918773328e-09,3.36170583417836e-07,0.0389149188995503,"Non-significant",6.4734402921406,"AGRN","Agrin","AGRIN_HUMAN"
0.5949981212616,15.5265909433365,22.3921749004691,4.28434137527146e-08,4.4568135793529e-06,9.51944396430024,"TKFC_HUMAN",40,27.6178697542756,2.65038404403892e-09,3.36170583417836e-07,-0.0408053398132502,"Non-significant",6.4734402921406,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-1.84312009811402,10.7671353816986,-29.7380026581918,5.30886095837019e-09,1.18698367962855e-06,11.6684475194493,"SYUG_HUMAN",9,-27.6163173346005,2.6515796572272e-09,3.36170583417836e-07,0.181599617004375,"Non-significant",6.4734402921406,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.526064157485976,11.4431625604629,20.8399644867374,7.25403326768791e-08,6.00604346265507e-06,8.96227160893179,"KPBB_HUMAN",49,27.2614466904796,2.94147298577542e-09,3.67186335485873e-07,0.349924325942995,"Non-significant",6.43511348905441,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
0.547225952148459,16.662615776062,21.9754238839703,4.91739191406839e-08,4.80719493864469e-06,9.37412197898695,"G6PI_HUMAN",35,27.07175437449,3.11091246483529e-09,3.82453693025356e-07,-0.215322256088225,"Non-significant",6.41742114111431,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
-0.83385801315305,11.6850867271423,-24.5331076354343,2.19070917727566e-08,3.17418111864548e-06,10.2212387726788,"IFI44_HUMAN",27,-26.8702761714655,3.30297733987468e-09,3.95313362646359e-07,0.086072444915775,"Non-significant",6.40305850509671,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
0.572334289550778,14.6823320388794,21.8500431348194,5.12811025576495e-08,4.95351031134248e-06,9.32980497828589,"PH4H_HUMAN",38,26.8512771550808,3.32176482251976e-09,3.95313362646359e-07,0.211987495422324,"Non-significant",6.40305850509671,"PAH","Phenylalanine-4-hydroxylase","PH4H_HUMAN"
0.786115884780898,12.267593741417,26.963624900269,1.09298680001695e-08,1.73892056771325e-06,10.9378813886787,"3BHS7_HUMAN",18,26.7693107530405,3.40420513634146e-09,3.95313362646359e-07,0.202244281768802,"Non-significant",6.40305850509671,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
0.540495634078949,15.7851539850235,21.6193008105695,5.54319627520884e-08,5.2299412298889e-06,9.24751030889107,"FTCD_HUMAN",36,26.7632477471187,3.41039381134399e-09,3.95313362646359e-07,-0.0972878932952899,"Non-significant",6.40305850509671,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.644032239913923,13.0606862306595,24.5551241957408,2.17630639926801e-08,3.17418111864548e-06,10.2280919940733,"BUP1_HUMAN",23,26.5088383232918,3.68181946896986e-09,4.20764551707344e-07,-0.0475602149963237,"Non-significant",6.37596085546641,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.480566978454601,12.6901226043701,19.9086295896702,1.01361077451326e-07,7.47676165854599e-06,8.60580020164691,"SRBS1_HUMAN",46,26.4370311732191,3.76275679092966e-09,4.24041786133379e-07,-0.360759735107423,"Non-significant",6.37259134483895,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
-0.717401027679461,9.96955561637879,-23.1461715084924,3.35975065543777e-08,3.89443097403172e-06,9.77488569654946,"PHAR4_HUMAN",29,-25.9547760441213,4.36101844377308e-09,4.84730187024312e-07,0.0361857414245996,"Non-significant",6.31449993334129,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.402098417282126,10.4203993082047,17.04054023392,3.15109359288855e-07,1.50933413999573e-05,7.38505303744145,"MYO7A_HUMAN",93,25.74363599907,4.65598649784403e-09,5.10522627614952e-07,-0.0265135765075701,"Non-significant",6.2919850041539,"MYO7A","Unconventional myosin-VIIa","MYO7A_HUMAN"
-0.746540307998652,12.1881777048111,-23.9769496660855,2.592959396038e-08,3.56597839651735e-06,10.0457631831948,"5NTD_HUMAN",22,-25.3493136468371,5.2687983875991e-09,5.70013734893055e-07,-1.01788520812988,"Up in BD",6.2441146795619,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.741848468780502,12.8022882938385,-22.9605132331598,3.56442057336275e-08,4.01690396281464e-06,9.71285815617115,"NUB1_HUMAN",27,-25.2844808235037,5.3779752249769e-09,5.72849981538216e-07,-0.143541336059572,"Non-significant",6.24195909656742,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
0.642237663269025,12.2655181884766,22.3935011731885,4.28247991688965e-08,4.4568135793529e-06,9.51990164498346,"ATTY_HUMAN",28,25.2504973288689,5.43621500843513e-09,5.72849981538216e-07,1.09734094142914,"Up in D",6.24195909656742,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-0.480453014373747,10.7516009807587,-20.3303096322373,8.6953987559076e-08,6.91710446131709e-06,8.7693842902763,"ADA10_HUMAN",33,-25.1854349723024,5.54970184635032e-09,5.77311292067775e-07,-0.181525588035583,"Non-significant",6.23858994772437,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
-0.418383598327651,12.5391628742218,-18.9051050108237,1.47901518037567e-07,9.37556966685015e-06,8.20108060600108,"OPTN_HUMAN",37,-25.0586543883427,5.77856187494174e-09,5.9350950700351e-07,0.784723758697517,"Up in D",6.22657232000156,"OPTN","Optineurin","OPTN_HUMAN"
-1.1254060268402,9.90986359119415,-23.5050299540592,3.00076016754371e-08,3.80440124991401e-06,9.8932135003427,"ITA3_HUMAN",23,-24.7779709058104,6.32390256211422e-09,6.35213793254764e-07,0.45397639274597,"Non-significant",6.1970800800561,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-1.4216423034668,9.55586886405945,-23.7954123065641,2.74190537385609e-08,3.64718363991284e-06,9.98748494135615,"URP2_HUMAN",20,-24.7513142438324,6.37862738166878e-09,6.35213793254764e-07,0.0185863971710258,"Non-significant",6.1970800800561,"FERMT3","Fermitin family homolog 3","URP2_HUMAN"
0.558156251907349,9.68571960926056,20.3699858189708,8.5722287409483e-08,6.91710446131709e-06,8.78458736061075,"FIL1L_HUMAN",39,24.7315892038289,6.41946401859634e-09,6.35213793254764e-07,0.0648970603942747,"Non-significant",6.1970800800561,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.673376083374052,11.0873646736145,-23.5621507693588,2.94772697116199e-08,3.79648518158864e-06,9.91186083298583,"ALAT2_HUMAN",21,-24.6150498085116,6.66680456066235e-09,6.5174038801463e-07,-0.0448253154754763,"Non-significant",6.18592536516614,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
-0.916639328002949,10.8858544826507,-23.2139273694704,3.28839878249974e-08,3.89443097403172e-06,9.79738402920767,"ANGL3_HUMAN",22,-24.4232157226517,7.09758744109604e-09,6.83200501116904e-07,0.0879182815551776,"Non-significant",6.16545182377071,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.928932905197126,11.1635226011276,22.3073528776187,4.40531728600149e-08,4.52465119729318e-06,9.49011031052006,"EHD2_HUMAN",32,24.3977791688558,7.15701782042604e-09,6.83200501116904e-07,0.0102450847625724,"Non-significant",6.16545182377071,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
-1.64579319953918,10.2842582464218,-25.2491327271557,1.77289945555338e-08,2.71420871365286e-06,10.440590736502,"LBP_HUMAN",10,-24.1665392987549,7.72366115157698e-09,7.28718448649949e-07,-0.432911396026601,"Non-significant",6.13744023549037,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.608080148696928,11.2381783723831,-20.3376824295948,8.67235997875987e-08,6.91710446131709e-06,8.77221181283672,"TRFM_HUMAN",39,-24.0227937750999,8.10120559281333e-09,7.55553818161924e-07,0.13134765625,"Non-significant",6.12173459539074,"MELTF","Melanotransferrin","TRFM_HUMAN"
