"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.994782447814901,12.5644397735596,25.2011211556054,1.49131954741981e-08,1.34450742308493e-05,10.4684304478737,"LG3BP_HUMAN",20,26.1654628950916,4.08742507675377e-09,3.01503337025274e-06,-0.0620610713958989,"Non-significant",5.52070787674558,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.486745595931973,13.3944672346115,15.5652374045353,5.29095888934077e-07,0.000130111318672561,7.06554733326712,"APOB_HUMAN",239,24.2662033235734,7.47348693513613e-09,4.98783460627888e-06,0.0560228824614999,"Non-significant",5.30208795590948,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.755387544631949,14.3614267110824,24.0483632960034,2.11435908967058e-08,1.7155909653587e-05,10.1591837001724,"VNN1_HUMAN",18,24.063830021078,7.99135443451139e-09,4.98783460627888e-06,0.0892958641052246,"Non-significant",5.30208795590948,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.691021680831902,11.7758268117905,-21.6893971479712,4.55911935019207e-08,2.64233531481846e-05,9.45783628823041,"VTDB_HUMAN",21,-22.8950269826339,1.18982617866433e-08,6.89589258120168e-06,0.0273864269256752,"Non-significant",5.16140951222898,"GC","Vitamin D-binding protein","VTDB_HUMAN"
0.595885276794419,13.449285030365,17.5902725729181,2.15146020490091e-07,7.09399653482437e-05,7.96715240993628,"ITIH2_HUMAN",47,21.9312170836745,1.67731051703952e-08,8.95088391336952e-06,-0.24541544914246,"Non-significant",5.04813407532722,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.708483219146725,11.3063931465149,20.6951709128201,6.46004566231984e-08,3.49445403360421e-05,9.13109705407392,"IGSF8_HUMAN",21,21.7915459105577,1.76502517394518e-08,8.95088391336952e-06,0.0654959678649742,"Non-significant",5.04813407532722,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
0.723916769027749,16.1821528673172,21.9663742034579,4.14873117946663e-08,2.58944652232248e-05,9.54538096648105,"STOM_HUMAN",17,21.5948098613836,1.89743750434655e-08,9.05635759427522e-06,0.241121292114254,"Non-significant",5.04304643750801,"STOM","Stomatin","STOM_HUMAN"
-0.66238021850582,16.5071997642517,-18.662529150209,1.38963418094058e-07,5.93446933902731e-05,8.39603821097398,"ALDOC_HUMAN",31,-21.3967326468886,2.04211289288165e-08,9.2053911182454e-06,-0.489370822906473,"Non-significant",5.03595775448347,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.395684480667096,10.7432795763016,-13.1660323216867,1.79520416122903e-06,0.000296612683389003,5.8081329370308,"SYNE2_HUMAN",160,-20.9967621016747,2.37356282602656e-08,1.01363625107261e-05,-0.0107812881469727,"Non-significant",4.99411786600221,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.578396081924426,13.6751219034195,-16.9697858287214,2.80359028640782e-07,8.1244041371118e-05,7.70436295576862,"PLOD2_HUMAN",38,-20.399603351713,2.9867619463355e-08,1.21172932162831e-05,-0.0951876640319824,"Non-significant",4.91659438285286,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.746945619583153,10.4423238039017,-20.3944556907564,7.20120946041387e-08,3.65191334761238e-05,9.02824433722811,"T23O_HUMAN",17,-20.244058781016,3.17438255284862e-08,1.22623083441158e-05,-0.0466558933257772,"Non-significant",4.9114277674402,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.92344880104065,10.400742650032,-23.5730729100501,2.45338880991974e-08,1.80970880033534e-05,10.0255977531607,"NUA4L_HUMAN",5,-20.1200763379431,3.33341973524902e-08,1.22623083441158e-05,-0.199133872985851,"Non-significant",4.9114277674402,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.471219062805201,10.7067890167236,-15.0671418969528,6.71501663575223e-07,0.000155673271378553,6.82298377739278,"KANK1_HUMAN",51,-19.8551651439409,3.70407224096313e-08,1.22623083441158e-05,-0.34841549396515,"Non-significant",4.9114277674402,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
-0.857482194900525,11.2465978860855,-19.4455072502476,1.02517090178994e-07,4.62124260951308e-05,8.69057968831713,"APOL3_HUMAN",18,-19.7928036810121,3.79790536024975e-08,1.22623083441158e-05,0.0674338340759491,"Non-significant",4.9114277674402,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
0.754878044128429,12.1954107284546,18.4328959850624,1.52285026678785e-07,6.00731067789866e-05,8.30675178882797,"MA1A1_HUMAN",24,19.7866753563846,3.80726934496383e-08,1.22623083441158e-05,0.39294373989105,"Non-significant",4.9114277674402,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
1.07505345344543,9.55448687076569,17.935415903983,1.86399440012899e-07,6.57584807071593e-05,8.10858295838626,"PTPRF_HUMAN",57,19.7083493286576,3.92925828132871e-08,1.22623083441158e-05,-0.0702729225158674,"Non-significant",4.9114277674402,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.654079914092975,11.4848072528839,-17.5526378900833,2.18572730306395e-07,7.09399653482437e-05,7.95152961631043,"ACO12_HUMAN",27,-19.4416806373164,4.37864339518455e-08,1.31586342624176e-05,0.153620243072526,"Non-significant",4.88078918390408,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.563544750213627,14.640594959259,-16.9856889630084,2.78431105466014e-07,8.1244041371118e-05,7.71123960471907,"SERA_HUMAN",27,-19.1725745085875,4.89138595549459e-08,1.41745377296011e-05,-0.0437088012695259,"Non-significant",4.84849109573361,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
0.447902441024798,13.3208082914352,13.4069063155546,1.57374593215958e-06,0.000277595097685714,5.94521232435418,"FAT1_HUMAN",153,18.9896549256023,5.27829473897187e-08,1.47683046593165e-05,0.190615415573125,"Non-significant",4.83066935704844,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.813326120376601,10.2126439809799,-16.5568933059201,3.36103233017611e-07,9.40393666449963e-05,7.52312863204295,"VLDLR_HUMAN",32,-18.0924966185144,7.7483338201061e-08,2.0956660205447e-05,-0.0900063514709508,"Non-significant",4.67867792826827,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-0.709682703018222,14.1074906587601,-18.3812496178397,1.55476367064175e-07,6.00731067789866e-05,8.28648301074508,"NDRG1_HUMAN",15,-17.6387602076049,9.47460797016301e-08,2.42352900310245e-05,-0.336112022399899,"Non-significant",4.61555177857709,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.401246547698948,15.2052533626556,13.2196751889432,1.74299670971015e-06,0.00029463906880392,5.83889040308545,"AMPN_HUMAN",49,17.619260691949,9.55791571349252e-08,2.42352900310245e-05,0.0580265522003263,"Non-significant",4.61555177857709,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
0.562613010406476,11.5712621212006,13.9921105762146,1.15318384310805e-06,0.000228217895194603,6.26753365518278,"CO5_HUMAN",67,16.8912867927158,1.3342871987204e-07,3.28072919103556e-05,0.572841167449926,"Up in BT",4.48402961712779,"C5","Complement C5","CO5_HUMAN"
0.360127449035623,10.208135843277,13.1334411475602,1.82778335832513e-06,0.000296612683389003,5.7893809502668,"ITA2_HUMAN",32,16.5279035649021,1.58419619780273e-07,3.7806376320504e-05,-0.0355522632598753,"Non-significant",4.4224349470603,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.886093616485578,11.5685770511627,16.0299496250846,4.26331011723091e-07,0.000115308327637372,7.28403400754648,"DDB2_HUMAN",18,16.4233445600098,1.66552359031762e-07,3.8611595462392e-05,-0.120692729949951,"Non-significant",4.4132822526055,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.532547712326048,11.7257348299026,-13.5190712284766,1.48126641421997e-06,0.000273158992840474,6.00814978447615,"DPYD_HUMAN",55,-16.1867189905361,1.86742204911512e-07,4.2089618073667e-05,0.437310338020326,"Non-significant",4.37582501507525,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
2.05740523338313,11.9668432474136,17.0477600020169,2.71048260031272e-07,8.1244041371118e-05,7.7380071807197,"Q15194_HBV",5,16.0177457967041,2.0283810101604e-07,4.44818473417336e-05,0.259642839431764,"Non-significant",4.351817184698,"PreC-C","Capsid protein","Q15194_HBV"
0.556018114089976,11.225664973259,14.4914803408971,8.92842009316854e-07,0.000185756924707614,6.53120321354338,"K1C19_HUMAN",26,15.8783669021126,2.17289228852446e-07,4.63969684975987e-05,0.0919702053069997,"Non-significant",4.33351039461268,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.637409448623677,11.8251320123673,15.5649460519288,5.2916853785981e-07,0.000130111318672561,7.06540802808174,"ASM3A_HUMAN",18,15.7979576223621,2.26148745354469e-07,4.70505364052861e-05,-0.0835924148559499,"Non-significant",4.32743542098215,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
0.945108175277706,9.6454313993454,14.8536942240243,7.45412253998096e-07,0.000168007639692793,6.71626567036222,"PERM_HUMAN",27,15.7355271681497,2.33306636250103e-07,4.73262511633333e-05,0.0701341629028498,"Non-significant",4.32489789577623,"MPO","Myeloperoxidase","PERM_HUMAN"
0.735592365264896,12.3882155418396,14.5585410788393,8.6322858822962e-07,0.000184322020128819,6.56584973566323,"RIR2B_HUMAN",23,15.3628483299965,2.81695545486393e-07,5.57482355140633e-05,-0.0657322406768746,"Non-significant",4.2537688739055,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.370959281921424,13.9851005077362,11.8111441689555,3.93467042490375e-06,0.000469498762171603,4.98450512812644,"VIME_HUMAN",46,15.2325992320203,3.01181458787805e-07,5.78153248231461e-05,-0.137782335281374,"Non-significant",4.23795703002269,"VIM","Vimentin","VIME_HUMAN"
-0.637983083724999,11.8049691915512,-13.8238014566412,1.25947245510447e-06,0.000243318083350421,6.17634513454746,"BCAP_HUMAN",31,-15.1718393458789,3.10784146320757e-07,5.78153248231461e-05,-0.04054498672485,"Non-significant",4.23795703002269,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
0.618216991424575,10.4751567840576,13.276662738386,1.68940113589133e-06,0.000291655336523878,5.87142061968385,"LAMC1_HUMAN",52,15.1416216885412,3.15687115834055e-07,5.78153248231461e-05,-0.301751852035515,"Non-significant",4.23795703002269,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.619631290435775,9.92690420150756,-14.3264766267045,9.70712452627561e-07,0.000196909021015501,6.44519715355517,"LX15B_HUMAN",22,-15.1116129146177,3.20642052876704e-07,5.78153248231461e-05,-0.0133011341095237,"Non-significant",4.23795703002269,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
0.226980447769201,12.7902063131333,8.13034576618172,5.44885079354267e-05,0.00230270704889611,2.16689343999074,"LRP1_HUMAN",189,14.9786487640357,3.43669860115972e-07,6.06203748908913e-05,0.1805739402771,"Non-significant",4.21738138217919,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.477369546890277,11.801836848259,12.6661966858724,2.37639636766821e-06,0.00035707555791222,5.51501010694741,"FPRP_HUMAN",40,14.8676173838337,3.64322961999458e-07,6.28960960353958e-05,0.0101001262664795,"Non-significant",4.20137631040375,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-0.381866693496725,16.1933387517929,-12.4400949042978,2.7069379238505e-06,0.000379245173091837,5.37840995578785,"ALDOA_HUMAN",29,-14.5642962579671,4.28192847575819e-07,7.23824326089625e-05,0.0365152359009002,"Non-significant",4.1403668253326,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.452078580856329,10.7425071001053,-12.4375785676333,2.71089721953741e-06,0.000379245173091837,5.37687521825508,"IFIT1_HUMAN",34,-14.4050631940923,4.6667600866776e-07,7.64803451515231e-05,0.200103759765625,"Non-significant",4.11645016078081,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.827182769775428,10.9026317596436,15.6186533491453,5.1596489076985e-07,0.000130111318672561,7.09103727654833,"CNBP_HUMAN",11,14.3869781582032,4.71286327036746e-07,7.64803451515231e-05,0.298559188842773,"Non-significant",4.11645016078081,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN"
-0.257291555404649,15.2022098302841,-9.60899721116981,1.70824321087516e-05,0.00119488667353802,3.41905419941827,"ACOHC_HUMAN",48,-14.1020805877759,5.51073029585541e-07,8.76746384717074e-05,0.021666288375874,"Non-significant",4.05712601626558,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.405255556106574,11.4093009233475,-11.0269962581036,6.43856900955559e-06,0.000665278967738325,4.46251213269625,"CGNL1_HUMAN",84,-14.0614897249342,5.63625232044634e-07,8.79472140925031e-05,0.0555756092071498,"Non-significant",4.05577791315269,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.235878467559797,12.5850794315338,-8.55150995518038,3.85002535448959e-05,0.00188187383893545,2.54285939338534,"CING_HUMAN",80,-13.904111578584,6.15408993074304e-07,9.42156333925453e-05,-0.0309329032897772,"Non-significant",4.02587702785694,"CGN","Cingulin","CING_HUMAN"
-0.949694156646721,15.2167253494263,-12.6114011156289,2.45211215298049e-06,0.000361753418350613,5.48213973775653,"CP2C8_HUMAN",33,-13.3738447464138,8.33295871113115e-07,0.000125210420337256,0.288898944854699,"Non-significant",3.90235952650376,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
1.71892333030701,8.02729213237762,14.6329067386782,8.31677975211121e-07,0.000182384732185488,6.60406460985088,"LCAT_HUMAN",4,13.3219341312478,8.58902112941541e-07,0.000126711486261958,-0.0529894828796742,"Non-significant",3.89718401499753,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN"
0.354134321212728,11.6044226884842,10.4797748892151,9.25306121960038e-06,0.00080730471758965,4.07600029972715,"MDR1_HUMAN",52,13.2735215201748,8.83578176703374e-07,0.000128024166531628,-0.279583454132085,"Non-significant",3.89270804284676,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-0.179021358489997,16.5149734020233,-6.70549432961228,0.000198647050797095,0.00476870464546636,0.761963445427916,"FAS_HUMAN",149,-13.2411791133198,9.00504753790368e-07,0.00012818764161851,0.114211559295654,"Non-significant",3.89215384248958,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.248370170593276,12.7076506614685,-8.77499295465134,3.22043971265858e-05,0.00175373475359139,2.73583922251607,"OPLA_HUMAN",65,-13.1819876355662,9.32430435496402e-07,0.000130443802648583,0.0451633930206263,"Non-significant",3.88457654929245,"OPLAH","5-oxoprolinase","OPLA_HUMAN"
-0.448063850402846,12.616373538971,-11.7249950143956,4.14731974437711e-06,0.000487700759505448,4.92888805326092,"PURA1_HUMAN",29,-13.1013567950293,9.7797563659777e-07,0.000134496513819565,-0.11716437339785,"Non-significant",3.8712889725281,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.64013457298279,8.83552324771881,12.1471270047191,3.21501363470531e-06,0.000427649518557359,5.19753434200257,"DDX27_HUMAN",28,13.0421563974697,1.01300019190102e-06,0.00013559885324271,-0.24290204048155,"Non-significant",3.86774398327477,"DDX27","Probable ATP-dependent RNA helicase DDX27","DDX27_HUMAN"
0.355984687805146,11.653158903122,10.6977896676383,7.99245679172467e-06,0.00073669252829475,4.23229566234309,"NEP_HUMAN",39,13.0315625684427,1.01941459795481e-06,0.00013559885324271,-0.289699077606201,"Non-significant",3.86774398327477,"MME","Neprilysin","NEP_HUMAN"
-0.260921478271499,14.134598493576,-9.2382530287284,2.25076947382647e-05,0.00139388625796976,3.12228421808006,"SHOT1_HUMAN",49,-12.9873997398949,1.04664828305766e-06,0.000136975873689191,0.0208292007446254,"Non-significant",3.86335592077327,"SHTN1","Shootin-1","SHOT1_HUMAN"
1.10512995719914,10.6655324697495,12.1781263249497,3.15646320312829e-06,0.000426859040503048,5.21688460095099,"TRFL_HUMAN",33,12.8215994988795,1.15640043529129e-06,0.000148937033840532,0.1166911125183,"Non-significant",3.82699729960986,"LTF","Lactotransferrin","TRFL_HUMAN"
0.68626058101654,7.31525629758835,12.5159292963149,2.59062071436652e-06,0.000375362437078034,5.42451149168177,"P121C_HUMAN",17,12.7192991055074,1.23051236743329e-06,0.000156005896083651,-0.0813009738922013,"Non-significant",3.80685898761858,"POM121C","Nuclear envelope pore membrane protein POM 121C","P121C_HUMAN"
-1.1281088590622,8.33537369966507,-13.4189062085451,1.56354734590783e-06,0.000277595097685714,5.9519725211213,"PP13G_HUMAN",8,-12.6013287666255,1.32264548608947e-06,0.000157977481134932,-0.0325956344604492,"Non-significant",3.80140481504454,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.3018343448639,12.7792371511459,-9.68620735712269,1.6147577683746e-05,0.00113931691587752,3.4795247394622,"XDH_HUMAN",47,-12.5991069808871,1.32445312097233e-06,0.000157977481134932,-0.0816664695739746,"Non-significant",3.80140481504454,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.470858812332171,12.0968588590622,-11.8933480279515,3.7431468053774e-06,0.000467259895058957,5.03719241284231,"PALMD_HUMAN",22,-12.5884641108224,1.33315049888078e-06,0.000157977481134932,0.0161478519439751,"Non-significant",3.80140481504454,"PALMD","Palmdelphin","PALMD_HUMAN"
0.286699771881098,11.8483800888062,8.67521766343108,3.486022545413e-05,0.00181572009260803,2.65022491834962,"GOGB1_HUMAN",194,12.5814630430421,1.33890659466947e-06,0.000157977481134932,0.1214253902435,"Non-significant",3.80140481504454,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
1.04771304130554,8.63911020755768,11.8140971652356,3.92760214350145e-06,0.000469498762171603,4.98640425140334,"LAMA5_HUMAN",58,12.5691041351752,1.34913570203453e-06,0.000157977481134932,-0.0243811607361017,"Non-significant",3.80140481504454,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.395236015319828,11.0761132240295,-11.0173525234317,6.47893974827415e-06,0.000665278967738325,4.45586477018552,"IFIT3_HUMAN",30,-12.5268474533025,1.38477593419968e-06,0.000157977481134932,-0.0219306945800763,"Non-significant",3.80140481504454,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
-0.507690429687493,9.95250630378723,-13.0067424629681,1.96092463761867e-06,0.000311979264894861,5.71601113501631,"MET17_HUMAN",15,-12.500664057059,1.40738714624028e-06,0.000157977481134932,0.0333886146545268,"Non-significant",3.80140481504454,"METTL17","Ribosome assembly protein METTL17, mitochondrial","MET17_HUMAN"
0.335196256637575,15.9735685586929,10.7229260909152,7.85997294963124e-06,0.00073669252829475,4.2501166300847,"APOE_HUMAN",29,12.4925582199245,1.41447053849734e-06,0.000157977481134932,-0.0408346652984619,"Non-significant",3.80140481504454,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.303819894790653,14.3726385831833,-9.76224808648344,1.52826938292463e-05,0.00111765863618,3.53864181014496,"PFKAL_HUMAN",43,-12.4847958968131,1.42129111693986e-06,0.000157977481134932,-0.0569155216217254,"Non-significant",3.80140481504454,"PFKL","ATP-dependent 6-phosphofructokinase, liver type","PFKAL_HUMAN"
-0.326651573181147,12.2363383769989,-9.25239535035475,2.22682836625105e-05,0.00139388625796976,3.13380359922193,"ACACB_HUMAN",121,-12.3834154857631,1.51383151597954e-06,0.000165308249363145,-0.0255246162414569,"Non-significant",3.78170547332813,"ACACB","Acetyl-CoA carboxylase 2","ACACB_HUMAN"
0.439573526382418,9.98327434062957,11.0638242561407,6.28698301314034e-06,0.000662501041150918,4.48784472635881,"CDHR2_HUMAN",30,12.3500268394906,1.54576813248767e-06,0.000165308249363145,-0.199033737182617,"Non-significant",3.78170547332813,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-0.355219602584825,13.7203308343887,-11.3534775649781,5.22544948669207e-06,0.000580812289520815,4.68421988160863,"BUP1_HUMAN",23,-12.347346707203,1.54836417939352e-06,0.000165308249363145,-0.0487933158874476,"Non-significant",3.78170547332813,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.779638767242432,9.11629700660706,11.4204376348149,5.00978293255319e-06,0.000564574704371342,4.72890594800117,"RRP12_HUMAN",42,12.2751784907248,1.62013403716345e-06,0.000170724254253821,0.21148157119751,"Non-significant",3.76770477566129,"RRP12","RRP12-like protein","RRP12_HUMAN"
0.614944458007828,9.91794276237489,17.9976666078977,1.81690635317709e-07,6.57584807071593e-05,8.13374278302657,"PRIO_HUMAN",8,12.2423988546969,1.6539545852e-06,0.000170790057474091,0.438466548919677,"Non-significant",3.76753741532044,"PRNP","Major prion protein","PRIO_HUMAN"
-0.446606159210209,9.55175852775574,-10.7145040825528,7.90408473028047e-06,0.00073669252829475,4.24415022023022,"FIL1L_HUMAN",39,-12.2338957164132,1.6628561178769e-06,0.000170790057474091,-0.219759702682499,"Non-significant",3.76753741532044,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.204959630966199,12.406741976738,7.23976369376571,0.000119506436353862,0.00363174241413946,1.31451385957407,"MPRI_HUMAN",111,12.0465747055401,1.87320000781947e-06,0.00018998931079309,-0.174993753433224,"Non-significant",3.72127083270068,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
0.695619344711272,13.3651126623154,15.2846603300831,6.04576898792511e-07,0.000144280498729483,6.93000763660671,"RL19_HUMAN",8,11.99291755879,1.93881348586506e-06,0.000194216452151964,0.000867605209300848,"Non-significant",3.71171398361352,"RPL19","Large ribosomal subunit protein eL19","RL19_HUMAN"
-0.356866121292125,15.3943117856979,-9.84840838849432,1.43650027234994e-05,0.00108992928151389,3.60510776203889,"ACON_HUMAN",46,-11.9151276033748,2.03854557679565e-06,0.000201716570855121,-0.00579214096070046,"Non-significant",3.69525842337706,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN"
0.470259666442873,8.68994569778442,10.6378872203436,8.31842522463567e-06,0.000749952247474376,4.18966170818816,"TAXB1_HUMAN",33,11.8173439242027,2.17213494625107e-06,0.00021234581872146,0.144310712814326,"Non-significant",3.67295628623476,"TAX1BP1","Tax1-binding protein 1","TAXB1_HUMAN"
0.321583032608029,11.0891946554184,9.8803623794983,1.40405341805317e-05,0.00108992928151389,3.62961911489325,"P4K2A_HUMAN",32,11.6579978017529,2.41130388538259e-06,0.000232920472928504,-0.256106376647949,"Non-significant",3.63279233675897,"PI4K2A","Phosphatidylinositol 4-kinase type 2-alpha","P4K2A_HUMAN"
-0.329709768295251,14.7173610925675,-10.9752940069329,6.65836811592252e-06,0.000665278967738325,4.42680687095196,"PUR6_HUMAN",21,-11.6122367246975,2.48532407769238e-06,0.000237246112545835,-0.00826191902160733,"Non-significant",3.62480089508075,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.718911767005917,8.08078187704086,11.1891037411057,5.80061460139397e-06,0.000636029552374469,4.57339943351571,"CCPG1_HUMAN",19,11.555620606737,2.58043799004903e-06,0.000243461323851835,-0.0244863033294731,"Non-significant",3.61357002078129,"CCPG1","Cell cycle progression protein 1","CCPG1_HUMAN"
-0.424512147903425,14.5130928754807,-10.8408399953609,7.2705839534868e-06,0.000702303788078475,4.33317324290097,"GBP1_HUMAN",22,-11.4798711375308,2.71411605774143e-06,0.000251455358251094,0.023291349411025,"Non-significant",3.59953910558257,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.267307281494123,11.7534501552582,-8.68491174547865,3.45917018987136e-05,0.00181572009260803,2.6585812558067,"KPBB_HUMAN",49,-11.4727107900218,2.72714709466308e-06,0.000251455358251094,0.102359771728516,"Non-significant",3.59953910558257,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
