"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.77101731300352,10.4876552820206,-70.0401227653489,9.16918992954516e-12,5.31420050630925e-09,17.8836411275045,"ISG20_HUMAN",11,-66.6693910024803,2.85098286622079e-12,1.21751973560608e-09,-0.0995696783065805,"Non-significant",8.91452399028142,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-3.18224263191223,14.3860305547714,-58.7969914885493,3.36349508534841e-11,1.45606769338941e-08,16.6895719813282,"OAS3_HUMAN",45,-63.5458320603121,4.18241412140342e-12,1.69680540905337e-09,0.0806481838226283,"Non-significant",8.7703679600512,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
1.87156891822815,12.7308677434921,58.2853387229839,3.58902561841117e-11,1.45606769338941e-08,16.6279576846671,"ANXA1_HUMAN",23,62.5133784346292,4.76690922071323e-12,1.84184292461272e-09,-0.480647563934324,"Non-significant",8.7347474099061,"ANXA1","Annexin A1","ANXA1_HUMAN"
-4.25763559341433,8.94148635864259,-58.6153962331048,3.44164752299515e-11,1.45606769338941e-08,16.6677852585958,"OASL_HUMAN",28,-61.5766025090598,5.37770452507146e-12,1.95241403823747e-09,0.0105786323547505,"Non-significant",8.70942807834232,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
-2.79814505577088,10.1316758394241,-56.3121263670742,4.63483158330507e-11,1.79081064128273e-08,16.3835132297998,"IFIH1_HUMAN",45,-61.3556097205633,5.53432621141999e-12,1.95241403823747e-09,0.225720167160038,"Non-significant",8.70942807834232,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
1.16530442237855,14.7073115110397,45.657310352993,2.19781368820461e-10,6.14195763971907e-08,14.8445262525926,"VIME_HUMAN",46,59.2749512576885,7.28941180266936e-12,2.4644286402858e-09,0.0759248733520241,"Non-significant",8.6082837527086,"VIM","Vimentin","VIME_HUMAN"
1.7738451957703,14.6761589050293,51.1468149908556,9.46636259798936e-11,3.33956809217764e-08,15.6876084508046,"FIBB_HUMAN",38,58.2406544630767,8.38928376950188e-12,2.72282594022953e-09,-0.0164140462875402,"Non-significant",8.56498012054545,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
1.2204411029816,11.4345871210098,52.5722536251056,7.71940843924573e-11,2.84705818527454e-08,15.8882993508214,"ANXA3_HUMAN",21,55.9686260504536,1.1525850193694e-11,3.59695186429358e-09,0.147884488105777,"Non-significant",8.44406537402791,"ANXA3","Annexin A3","ANXA3_HUMAN"
-1.32132959365843,14.758446931839,-50.5905481240743,1.02665965740033e-10,3.47096519172763e-08,15.6073770267464,"GBP1_HUMAN",22,-54.4368378092041,1.4383339640793e-11,4.32245992019981e-09,0.487074136734027,"Non-significant",8.36426902500991,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-1.14482975006107,12.2375390529633,-45.4029766646276,2.29077527840004e-10,6.14195763971907e-08,14.8025031074943,"PURA1_HUMAN",29,-53.6071329926175,1.62588899940183e-11,4.71159405040945e-09,0.21865344047545,"Non-significant",8.32683213529692,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
-1.43697047233582,11.6725767850876,-47.4520181078632,1.65118120846502e-10,4.96210530573526e-08,15.133241503088,"E2AK2_HUMAN",23,-51.1165914952901,2.37652962927335e-11,6.64936600411172e-09,0.141802310943598,"Non-significant",8.17721976131973,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
3.70770931243898,10.9335331916809,48.0104133120481,1.5139241444365e-10,4.72460788767606e-08,15.2203722216094,"TSP4_HUMAN",21,49.9003268060754,2.87988895378561e-11,7.78913965700548e-09,-1.17859911918643,"Up in D",8.1085105093171,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-1.17859911918643,11.8194533586502,-45.2558854475601,2.34656996341251e-10,6.14195763971907e-08,14.7780700843699,"5NT3A_HUMAN",23,-49.4449744418928,3.09836771672865e-11,7.88069942476425e-09,-0.13350462913513,"Non-significant",8.10343523646529,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-0.948296546936048,16.0428338050842,-38.6767070731266,7.51796665029005e-10,1.56412260001163e-07,13.5777966898341,"AMPL_HUMAN",38,-49.4257551562867,3.10799089958659e-11,7.88069942476425e-09,0.119013547897325,"Non-significant",8.10343523646529,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-2.00098037719728,11.3670153617859,-44.8603178805275,2.5044212983633e-10,6.35027325466245e-08,14.7118875990523,"STAT2_HUMAN",35,-48.9095578970914,3.37946580647429e-11,8.19743366154491e-09,0.093823909759525,"Non-significant",8.08632208921079,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-1.59331846237183,10.9609203338623,-48.9749202422607,1.30622144425448e-10,4.23947231947235e-08,15.3679845891311,"T23O_HUMAN",17,-48.7435366872996,3.47237080393333e-11,8.19743366154491e-09,-0.319158792495724,"Non-significant",8.08632208921079,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
1.94182538986205,14.9081900119781,44.071357083394,2.8565837970979e-10,6.81715321460364e-08,14.5777770997515,"FIBA_HUMAN",43,48.6156313178432,3.54590674077791e-11,8.19743366154491e-09,-0.182589054107675,"Non-significant",8.08632208921079,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-0.750869989395119,15.4486550092697,-34.5474641861532,1.73418893860651e-09,2.50572013437803e-07,12.6973472443756,"TKFC_HUMAN",40,-48.461232993537,3.63701764623634e-11,8.19743366154491e-09,0.175765514373778,"Non-significant",8.08632208921079,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
1.07846403121947,14.6921486854553,45.4256606279841,2.28230539854039e-10,6.14195763971907e-08,14.8062626291184,"VNN1_HUMAN",18,44.9849101166163,6.58437217801919e-11,1.41169140796678e-08,0.214173793792725,"Non-significant",7.85026022854223,"VNN1","Pantetheinase","VNN1_HUMAN"
0.96954035758972,13.7630575895309,33.4698465190414,2.19231583777971e-09,2.9647417846241e-07,12.4480452207785,"APOB_HUMAN",239,44.961865150973,6.6113228374091e-11,1.41169140796678e-08,0.301939725875849,"Non-significant",7.85026022854223,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.748934507369999,11.9184492826462,-32.4593682891646,2.75013305214553e-09,3.4330122438629e-07,12.2060728466517,"DTX3L_HUMAN",43,-44.360782691759,7.36005689869433e-11,1.53126927374374e-08,0.366613388061552,"Non-significant",7.81494843188952,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-1.30191040039062,11.1630299091339,-37.6434075323699,9.18757112638985e-10,1.77495124094113e-07,13.3678219714627,"DPYD_HUMAN",55,-44.0903914460408,7.72761101294304e-11,1.5675458939755e-08,-0.0759928226471018,"Non-significant",7.8047797352127,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-0.922239065170274,10.9677151441574,-32.1989175164778,2.91890567654281e-09,3.53492547156244e-07,12.142359447154,"RN213_HUMAN",232,-43.5662334937208,8.50044485339411e-11,1.68225876927902e-08,-0.119481086730948,"Non-significant",7.77410719912903,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-0.704800605773947,11.6885685920715,-30.0370631557664,4.87811784949282e-09,5.20803266194536e-07,11.5907451038508,"DSRAD_HUMAN",59,-43.3460737648248,8.85068355655983e-11,1.70986777090301e-08,-0.183147192001323,"Non-significant",7.7670374735772,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
1.82189869880677,15.2110899686813,39.8869611323979,5.98370490034166e-10,1.30904936709927e-07,13.815698488095,"FIBG_HUMAN",29,42.8820084940355,9.64339019098397e-11,1.81968530254986e-08,0.234084844589251,"Non-significant",7.74000371266514,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.26083850860597,12.8562722206116,-44.2289763014068,2.78195945178418e-10,6.81715321460364e-08,14.6047976591996,"UB2L6_HUMAN",12,-42.5831082073719,1.01961545918467e-10,1.880263599051e-08,-0.187766790390015,"Non-significant",7.7257812615936,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-1.05333852767942,11.592004776001,-35.179721942521,1.51640915589605e-09,2.36618151748856e-07,12.8396208358831,"UBA7_HUMAN",43,-42.1782128159034,1.10026525969882e-10,1.98390051493249e-08,0.1945745944977,"Non-significant",7.70248010985278,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.06969571113587,13.4911354780197,35.2118160330036,1.50621074203779e-09,2.36618151748856e-07,12.8467664369058,"K2C7_HUMAN",37,41.2696150292509,1.30872340821524e-10,2.30847429005618e-08,0.0994760990143,"Non-significant",7.63667495791115,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-1.0914626121521,12.040905714035,-36.5377808149775,1.14567303015437e-09,1.98046144149467e-07,13.1357599786616,"ATTY_HUMAN",28,-41.1366847610914,1.34279459452299e-10,2.31817773190629e-08,0.0391044616699237,"Non-significant",7.63485327025891,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
1.34417724609375,10.6929187774658,36.5668191831673,1.13895477234254e-09,1.98046144149467e-07,13.1419560857674,"TRFL_HUMAN",33,40.6835560932236,1.46665460171847e-10,2.47925738298826e-08,0.208266735076924,"Non-significant",7.60567838480574,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.973958730697678,15.1309586763382,-34.9331731483363,1.59741769812866e-09,2.44555607596527e-07,12.7844835500687,"TYPH_HUMAN",30,-40.4684649976323,1.52990721501631e-10,2.53340145768212e-08,0.3880350589752,"Non-significant",7.59629598390033,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
1.04091119766233,11.8167545795441,34.3969534773091,1.79112358631902e-09,2.50572013437803e-07,12.6630504519005,"TFR1_HUMAN",34,39.8980881795302,1.71302380813734e-10,2.7289076476083e-08,-0.0906338691711408,"Non-significant",7.56401116158652,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.8246991634369,11.3900729417801,30.8195014926753,4.03416980571803e-09,4.48400737035563e-07,11.7952379929263,"CBPD_HUMAN",54,39.8916217506002,1.71523650515188e-10,2.7289076476083e-08,0.1887695789337,"Non-significant",7.56401116158652,"CPD","Carboxypeptidase D","CBPD_HUMAN"
-0.966008663177478,11.3490979671478,-35.7910784454045,1.33487367957344e-09,2.25649271584561e-07,12.9744960275303,"TAP1_HUMAN",24,-39.4554083362091,1.87219605369291e-10,2.91902150925878e-08,0.0941903591156006,"Non-significant",7.53476270483453,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.68307852745055,11.2987734079361,-38.4983038311745,7.77987557148224e-10,1.57814775967517e-07,13.5420050231697,"APOL3_HUMAN",18,-39.3650762101228,1.9066815379679e-10,2.91902150925878e-08,-0.0132126808166753,"Non-significant",7.53476270483453,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
1.60795855522155,11.8546220064163,36.6012891277405,1.1310377817976e-09,1.98046144149467e-07,13.1493039520619,"K1C19_HUMAN",26,39.1079756838426,2.00880744098826e-10,3.01841918077385e-08,0.342677116394025,"Non-significant",7.52022044804103,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.825146436691258,10.3062640428543,36.535091342261,1.14629753103932e-09,1.98046144149467e-07,13.1351858267907,"DREB_HUMAN",21,38.9549390129526,2.07251040382718e-10,3.05751807575523e-08,-0.127254247665375,"Non-significant",7.51463096677653,"DBN1","Drebrin","DREB_HUMAN"
3.57030630111693,9.37676548957824,38.2733410146083,8.12501049992791e-10,1.60795939503451e-07,13.4966008389097,"AMY1B_HUMAN",12,38.7673816350275,2.15370224525206e-10,3.12056071749558e-08,0.381706953048706,"Non-significant",7.50576736282937,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
1.61939549446108,14.886657834053,34.4057023517321,1.78775667347557e-09,2.50572013437803e-07,12.665048623881,"FINC_HUMAN",120,38.5425932808457,2.25576114641444e-10,3.21109577929943e-08,0.214458942413327,"Non-significant",7.49334674027565,"FN1","Fibronectin","FINC_HUMAN"
-0.634065866470348,14.729007601738,-27.4219465632267,9.55458870913413e-09,8.91102675700165e-07,10.8631657866447,"ACOHC_HUMAN",48,-38.4150907291402,2.31606090318768e-10,3.24008933939049e-08,0.0102446079254239,"Non-significant",7.48944301477197,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.47333812713626,10.8500065803528,-34.7466062302534,1.66198438764874e-09,2.45188024025125e-07,12.7424706005578,"PCKGC_HUMAN",35,-38.0976544343116,2.47421767127669e-10,3.40267833639645e-08,-0.310906648635875,"Non-significant",7.4681791038959,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
-1.18555855751035,10.418751835823,-33.1583774622489,2.34926943215661e-09,3.12491347090471e-07,12.3743284006863,"PAR10_HUMAN",43,-37.8940910876534,2.58201952590539e-10,3.49175107219939e-08,-0.160977363586426,"Non-significant",7.45695672482432,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
1.54607772827148,9.72133564949036,33.8929182163247,1.99780362929469e-09,2.74748790645714e-07,12.5469688948558,"PTPRF_HUMAN",57,37.597680521768,2.74856448127066e-10,3.58282297116982e-08,-0.505606889724733,"Up in D",7.44577464998166,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.852119207382227,11.5271326303482,-31.0291792624618,3.8370469371588e-09,4.38504209128261e-07,11.8490816014812,"PARP9_HUMAN",37,-37.5518003815948,2.77540733861569e-10,3.58282297116982e-08,-0.194668054580699,"Non-significant",7.44577464998166,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
1.07050871849062,10.9627891778946,35.2361711321807,1.49852339934941e-09,2.36618151748856e-07,12.852184123907,"ANGL3_HUMAN",22,37.5408932798676,2.78183198402389e-10,3.58282297116982e-08,-0.12615251541135,"Non-significant",7.44577464998166,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.977723598480226,11.9565365314484,-34.7801134687402,1.65017345454952e-09,2.45188024025125e-07,12.7500346108927,"TAP2_HUMAN",22,-37.2293620421276,2.97258748196448e-10,3.76868356697809e-08,-0.227847576141375,"Non-significant",7.42381032603793,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-0.796405553817769,10.3320654630661,-27.6810590736241,8.91431164658881e-09,8.41054938376995e-07,10.9384985419672,"SYNE2_HUMAN",160,-36.9615189116593,3.14840362302127e-10,3.93017646110686e-08,0.132607221603392,"Non-significant",7.40558794978628,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.483073711395301,12.530035495758,21.5735145599662,5.57955106489907e-08,3.07976036330552e-06,8.93020445970584,"MPRI_HUMAN",111,36.5307666737198,3.45623020956184e-10,4.24906847278558e-08,0.0881760120391757,"Non-significant",7.37170627029591,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
-3.71647143363954,9.86870539188386,-39.7565861471848,6.13062311434218e-10,1.30904936709927e-07,13.790472927791,"NUA4L_HUMAN",5,-36.4556373647483,3.5133138603506e-10,4.25478039744549e-08,0.0572822093963996,"Non-significant",7.37112285030062,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.940422058105419,17.8911442756653,-32.7853948773762,2.55424233458085e-09,3.23830035981078e-07,12.2850407822256,"LDHA_HUMAN",24,-35.875346816903,3.99172453059762e-10,4.76306659430427e-08,-0.120502948760976,"Non-significant",7.32211334640428,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
-1.21746873855587,14.5578892230988,-32.0586402451791,3.0146524487395e-09,3.57800183273309e-07,12.107809104389,"CP2C8_HUMAN",33,-35.4990346224961,4.34101441635089e-10,5.104781300619e-08,-0.342770099639878,"Non-significant",7.29202285925169,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.643677473068225,11.7008498907089,-28.2100939223329,7.75236083902017e-09,7.81576347656225e-07,11.0900026067894,"UAP1_HUMAN",31,-35.2867490521014,4.55314358466291e-10,5.27774386370783e-08,0.09228610992432,"Non-significant",7.27755169052323,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
-1.23191642761229,15.9682908058167,-32.0185474411001,3.04266855384007e-09,3.57800183273309e-07,12.0979037822601,"ALDOC_HUMAN",31,-35.1937789288745,4.6496955453169e-10,5.31375065559174e-08,0.00301933288574929,"Non-significant",7.2745988284431,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.404148340225174,12.5720492601395,18.496872019694,1.72023609535711e-07,6.8758599397673e-06,7.68426065032882,"LRP1_HUMAN",189,34.9451065575383,4.91946033348492e-10,5.54395849248564e-08,0.0583726167678824,"Non-significant",7.2561800299388,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.413630962371826,14.3094294071197,19.4402929962358,1.19609772539786e-07,5.12508333597351e-06,8.0872181503457,"LPPRC_HUMAN",87,34.6088733756348,5.31263562978693e-10,5.90503089042344e-08,0.100155115127576,"Non-significant",7.22877782616133,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
0.756637811660825,12.9287511110306,31.6569339606774,3.30914032762345e-09,3.83576637404809e-07,12.007945415284,"MFGM_HUMAN",22,34.320463612344,5.67818419898758e-10,6.22605224197097e-08,-0.28560733795166,"Non-significant",7.20578723953135,"MFGE8","Lactadherin","MFGM_HUMAN"
-1.30323600769042,9.98082447052002,-30.3255981578889,4.54554575743964e-09,4.98412949673855e-07,11.6668193687857,"TDRD7_HUMAN",52,-33.839304652887,6.35274067076167e-10,6.87281837367469e-08,-0.42585587501526,"Non-significant",7.16286513293556,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
0.999319791793834,10.3431159257889,30.9451820234056,3.91467367625764e-09,4.41161975127146e-07,11.8275594078586,"GLSK_HUMAN",24,33.4631253620004,6.94313021807061e-10,7.41270507755592e-08,-0.0733954906463605,"Non-significant",7.1300232784076,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
0.855082035064701,15.8947904109955,29.1824363351785,6.03694267922594e-09,6.2799683204153e-07,11.3607017394375,"APOE_HUMAN",29,33.2022620477962,7.38874983795183e-10,7.78601508897937e-08,0.140641689300537,"Non-significant",7.10868475897207,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.743956804275554,12.1215506792068,-26.6444074534073,1.18117896864655e-08,1.01958363314873e-06,10.6324925641638,"PML_HUMAN",44,-32.8870582434777,7.97067603802439e-10,8.29154684263204e-08,0.27434980869293,"Non-significant",7.08136444139754,"PML","Protein PML","PML_HUMAN"
1.2989022731781,11.1799117326737,32.3076370368056,2.84706697694272e-09,3.500166886502e-07,12.1690237572887,"FSTL1_HUMAN",17,32.6012869055318,8.5430958961086e-10,8.7745164684842e-08,-0.323967933654789,"Non-significant",7.05677680658351,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.376425504684425,14.9606174230575,-17.668685526587,2.40243341506972e-07,8.90107065291129e-06,7.31328281846701,"GDE_HUMAN",104,-32.5334910181757,8.68558654193306e-10,8.80935615015561e-08,-0.020594120025633,"Non-significant",7.05505583173014,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
-0.617878675460805,14.9711788892746,-26.1424979885059,1.35888118940655e-08,1.11373353240856e-06,10.4797789191687,"CBS_HUMAN",31,-32.2059301209985,9.41278027634019e-10,9.42904927928695e-08,0.150591135025,"Non-significant",7.02553209449221,"CBS","Cystathionine beta-synthase","CBS_HUMAN"
-0.560263395309425,11.4260629415512,-23.3668824871206,3.10414316435002e-08,2.0815717054162e-06,9.57562240731255,"KPBB_HUMAN",49,-31.9599571682736,1.00039212631456e-09,9.8990020889224e-08,0.0364985466003507,"Non-significant",7.00440858410128,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
-0.496722459793077,15.8636077642441,-20.8367042862915,7.19858188771116e-08,3.61922484166425e-06,8.64897331528024,"AOXA_HUMAN",91,-31.5674886789968,1.10355886552731e-09,1.07882851022754e-07,0.00407075881954988,"Non-significant",6.96704758495655,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-0.990634441375722,13.7417497634888,-32.9840749347721,2.44264152070539e-09,3.14596719031802e-07,12.3327409973877,"NDRG1_HUMAN",15,-31.1746726397524,1.21894687414198e-09,1.17744463533191e-07,-0.185757637023928,"Non-significant",6.929059504696,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.561458587646523,12.0341100692749,23.63591612079,2.8535956122775e-08,1.96220972864573e-06,9.66802505733907,"FPRP_HUMAN",40,31.118879214508,1.23641025179638e-09,1.18026268036186e-07,0.749020457267762,"Up in BDM",6.92802132495169,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-0.798467397689823,11.5644150972366,-26.9777015002259,1.07774554035221e-08,9.54404626492319e-07,10.732233002746,"OGFR_HUMAN",31,-31.0042622057318,1.273174890772e-09,1.20122570508419e-07,-0.358951330184949,"Non-significant",6.920375382886,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
