"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.78607356548309,10.45228099823,19.4389909734602,3.11827190010765e-10,1.68947971547833e-07,14.0677783233333,"CCN1_HUMAN",22,20.1630985211465,9.73294845090097e-11,4.94372950377951e-08,-0.00108635425572601,"Non-significant",7.30594529969709,"CCN1","CCN family member 1","CCN1_HUMAN"
0.529448509216264,12.5612047513326,17.158607521511,1.27289773124023e-09,5.17241993089468e-07,12.6979324310338,"LIMC1_HUMAN",62,19.748814327538,1.24509343890113e-10,5.95227904585262e-08,0.0371150970458967,"Non-significant",7.22531671703992,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.9221431016922,9.73663830757141,18.2968621613821,6.17936164601815e-10,2.78998178317719e-07,13.4057689679951,"PTPRF_HUMAN",57,19.4852479971385,1.46001019860078e-10,6.5532074174103e-08,-0.0734901428222621,"Non-significant",7.18354608584958,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.698342800140399,11.1649973392486,19.2629857106136,3.4561894207005e-10,1.75552821387706e-07,13.9687112353922,"FSTL1_HUMAN",17,19.4061659875586,1.53206522616951e-10,6.5532074174103e-08,-0.0607670545577994,"Non-significant",7.18354608584958,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
0.796192288398762,12.7093908786774,18.1350176916812,6.83024866307645e-10,2.92154899393802e-07,13.3081697839263,"LG3BP_HUMAN",20,18.6387879343004,2.46921741701722e-10,1.00336649740495e-07,0.0650827884674055,"Non-significant",6.99854040424017,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.610316157340987,10.2505926291148,16.2892579787828,2.27943304237607e-09,7.40998093415614e-07,12.121608189543,"AGRIN_HUMAN",63,18.0092243043877,3.70405723087778e-10,1.4334701483497e-07,-0.121665477752687,"Non-significant",6.84361134669517,"AGRN","Agrin","AGRIN_HUMAN"
0.703678250312807,10.6058344841003,16.4595540495114,2.02904578722028e-09,6.94677867820559e-07,12.2370887630247,"ITA7_HUMAN",33,17.4818766016692,5.25629211699278e-10,1.94172209249092e-07,-0.13384079933169,"Non-significant",6.71181292805024,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
1.50186395645142,9.79155492782593,16.7583384866995,1.65876395396372e-09,6.41941650183959e-07,12.4366157297397,"CO6A1_HUMAN",22,17.2037186108093,6.34717542941112e-10,2.24276063977496e-07,-0.067048728466033,"Non-significant",6.64921707433141,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN"
0.621830701828005,9.1756059328715,15.3033492740675,4.57414707104162e-09,1.26233215936509e-06,11.4266883952422,"FLRT3_HUMAN",27,16.12526577636,1.35563880490466e-09,4.45380007382997e-07,-0.0445235967635753,"Non-significant",6.35126928186444,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-2.92400622367859,9.6103720664978,-16.6314356920002,1.80623307260826e-09,6.67238917322152e-07,12.3523450268815,"Q6VBP1_HBV",1,-16.1106744287393,1.37006277649501e-09,4.45380007382997e-07,-0.375481009483337,"Non-significant",6.35126928186444,"S","Large envelope protein","Q6VBP1_HBV"
0.683943510055538,10.5287067095439,16.0809629978277,2.63211318878647e-09,7.92266069824729e-07,11.9785848785411,"TAGL_HUMAN",15,16.0265497630637,1.45651694288892e-09,4.55273584417626e-07,0.0976251363754299,"Non-significant",6.3417275473076,"TAGLN","Transgelin","TAGL_HUMAN"
0.570516943931546,11.6735093593598,14.2703697505213,9.92961259971139e-09,2.1810259891312e-06,10.6465031956759,"FLNC_HUMAN",102,15.7703718913533,1.75807018125106e-09,5.2917912455657e-07,0.370902657508836,"Non-significant",6.27639729651158,"FLNC","Filamin-C","FLNC_HUMAN"
0.38447093963625,14.8378135363261,14.5032155709129,8.30178848304887e-09,1.92767528576395e-06,10.8273225597156,"APOA1_HUMAN",25,15.7078993447833,1.84140310579352e-09,5.3446725145657e-07,0.113698482513431,"Non-significant",6.27207890027265,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
-0.458911538124088,11.883403857549,-15.3021968022583,4.57798153371517e-09,1.26233215936509e-06,11.4258486978855,"KNG1_HUMAN",19,-15.6517246511949,1.91997870425376e-09,5.38057480326564e-07,0.0414053201675504,"Non-significant",6.26917132646152,"KNG1","Kininogen-1","KNG1_HUMAN"
0.527854442596437,13.602623462677,16.1644390304279,2.48414559656456e-09,7.76486587049238e-07,12.0361396046265,"IL18_HUMAN",14,15.5756776498384,2.03216363446692e-09,5.50513128577089e-07,0.00323736667630037,"Non-significant",6.25923231956126,"IL18","Interleukin-18","IL18_HUMAN"
-3.4933934211731,9.25925612449646,-15.2778599810046,4.65977172153964e-09,1.26233215936509e-06,11.4081012936147,"Q15194_HBV",5,-15.4198355325115,2.28477441706995e-09,5.98979409275079e-07,-0.0542531013488752,"Non-significant",6.22258810681255,"PreC-C","Capsid protein","Q15194_HBV"
0.549760222434996,13.4526643753052,14.4649240391816,8.54833810402924e-09,1.9297873269846e-06,10.7977910678415,"MUC18_HUMAN",27,15.3066096314083,2.48947307757085e-09,6.32248365669322e-07,0.0518752336502128,"Non-significant",6.19911228461181,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
1.83831715583801,10.8996363480886,14.5843186541494,7.8046076923354e-09,1.86553078575323e-06,10.8896090304476,"K1C19_HUMAN",26,14.9724289601861,3.21786393087404e-09,7.92472126248889e-07,0.439791321754475,"Non-significant",6.10101600435209,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.698415994644149,9.89664951960245,14.0478728664758,1.18116719692904e-08,2.46137072036981e-06,10.4708990825934,"FIL1L_HUMAN",39,14.8501380067478,3.53931458519077e-09,8.46000283348393e-07,-0.0920722484588641,"Non-significant",6.07262949150398,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.327070951461804,14.6808367570241,-13.9343639672348,1.29175591357907e-08,2.56051227064807e-06,10.3802281885058,"PUR6_HUMAN",21,-14.657144722714,4.11914837813493e-09,9.56466253402932e-07,0.00482034683227539,"Non-significant",6.01933034839616,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
-0.724272847175593,10.5404201348623,-13.9573847681407,1.26845340574685e-08,2.56051227064807e-06,10.3986771461473,"PLIN2_HUMAN",25,-14.4933584047498,4.69180685512963e-09,1.05596322680447e-06,-0.0020734667778024,"Non-significant",5.9763512055465,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.63773143291473,9.68057378133138,16.4434010354756,2.05146657163694e-09,6.94677867820559e-07,12.2261904997796,"COTL1_HUMAN",9,14.4628890784949,4.80751069173929e-09,1.05596322680447e-06,0.175470829010006,"Non-significant",5.9763512055465,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.711109042167669,10.4292974472046,13.5846484319425,1.70899408974852e-08,3.30690356366339e-06,10.0961475274694,"TRFM_HUMAN",39,14.3143219355334,5.41747386631251e-09,1.15862658188215e-06,0.0700211524963503,"Non-significant",5.9360565118871,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.500359773635866,10.2885583241781,12.9246069853397,2.95086797669387e-08,5.21341392317198e-06,9.53967630885295,"ITA2_HUMAN",32,13.8182016558356,8.13938306330381e-09,1.69612220911462e-06,-0.0815213918686002,"Non-significant",5.77054285913591,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.499104022979733,10.1412501335144,14.1371467069317,1.10138352499877e-08,2.35551155464869e-06,10.5416935579241,"SIL1_HUMAN",14,13.7361493489137,8.71715033100171e-09,1.73680600006376e-06,0.0476160049438761,"Non-significant",5.76024868921388,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
-0.321912050247189,17.5959021250407,-11.9213638549834,7.10716477382757e-08,1.11076784840186e-05,8.63883578134501,"SCP2_HUMAN",39,-13.7300221199657,8.76203346900629e-09,1.73680600006376e-06,-0.235053062438988,"Non-significant",5.76024868921388,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.340885758400002,11.391549428304,-11.5529683756161,9.97409560989118e-08,1.39757715554458e-05,8.28997813830495,"CGNL1_HUMAN",84,-13.6572236096544,9.31476855967771e-09,1.80240771629764e-06,-0.294899344444275,"Non-significant",5.74414696201974,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.573037385940548,12.1499165693919,13.143117928356,2.45616103606757e-08,4.43582683113802e-06,9.72692964411358,"PAI1_HUMAN",22,13.6077638147679,9.71166466879889e-09,1.83550462240299e-06,-0.0388364791870242,"Non-significant",5.73624451746259,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
2.77463114261626,8.88636147975921,13.384379815782,2.01193955630795e-08,3.80256576142203e-06,9.93016889342486,"COMP_HUMAN",5,13.4674989365543,1.09396729812634e-08,2.02060732542562e-06,-0.596202850341802,"Up in CTRL.myr",5.69451807687082,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
0.37546586990357,11.5615703264872,11.7148439571521,8.5845034262299e-08,1.24582605973161e-05,8.44452328534409,"MDR1_HUMAN",52,13.2397779650991,1.33038797440744e-08,2.39373168708039e-06,-0.0712293386458995,"Non-significant",5.62092453118562,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
1.59685206413269,9.16248655319214,13.3083386183412,2.14176840488694e-08,3.9559435969355e-06,9.86650342816819,"FMOD_HUMAN",7,13.2187144439335,1.35488689068165e-08,2.39373168708039e-06,0.0770395994186384,"Non-significant",5.62092453118562,"FMOD","Fibromodulin","FMOD_HUMAN"
3.44694948196411,7.83152612050374,12.5912121919056,3.92513160210999e-08,6.78713713411658e-06,9.247966155542,"CLC11_HUMAN",7,12.8152744517191,1.93137895156362e-08,3.33964185943777e-06,-0.0870318412780797,"Non-significant",5.47630010408949,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
0.47883081436156,13.5563282966614,11.515276320006,1.03313502341766e-07,1.42309971785005e-05,8.25370589885959,"APOB_HUMAN",239,12.721152528724,2.10085313877386e-08,3.55700697058649e-06,-0.00194072723388672,"Non-significant",5.44891528373627,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.652334928512561,10.5889774958293,12.2105158171296,5.48140638489633e-08,8.73478229216716e-06,8.90565952955139,"EPHA2_HUMAN",25,12.6691961576807,2.20120537769625e-08,3.65085634786478e-06,0.360666990280157,"Non-significant",5.43760525512396,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
0.512215256690958,11.0153519312541,12.3276859435401,4.94126883754822e-08,8.19544731484784e-06,9.01208519334022,"PRS23_HUMAN",19,12.615517913324,2.31032477955836e-08,3.75520189669416e-06,-0.0640605688095093,"Non-significant",5.42536670839003,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.538772463798551,13.5074808597565,11.7193227655156,8.54915770442596e-08,1.24582605973161e-05,8.44877107968572,"ITIH2_HUMAN",47,12.5270840301884,2.50299808613887e-08,3.98860106785306e-06,-0.0929607152938861,"Non-significant",5.39917939881025,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.380689620971701,10.2682698567708,11.4362322294978,1.11262033799523e-07,1.45706065851623e-05,8.17728312400246,"ADA10_HUMAN",33,12.4580138889688,2.66550287972638e-08,4.16587344298775e-06,-0.00666654109954656,"Non-significant",5.38029392782249,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
-0.418743371963497,16.7193295160929,-11.5703426734282,9.81392673204937e-08,1.39757715554458e-05,8.30666123943089,"ALDOC_HUMAN",31,-12.4234581305046,2.75103348799811e-08,4.21842436923786e-06,0.147273659706075,"Non-significant",5.37484973281187,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.360666990280155,10.1690955162048,11.3769580698619,1.17654903042882e-07,1.4940334328586e-05,8.1196558632736,"A4_HUMAN",27,12.2223258631376,3.31126759070334e-08,4.98345772400852e-06,-0.0278121232986628,"Non-significant",5.3024692216225,"APP","Amyloid-beta precursor protein","A4_HUMAN"
-0.504247307777399,11.6483875115713,-14.9422153568371,5.96465027791588e-09,1.56370041318137e-06,11.1602850341036,"MBL2_HUMAN",8,-12.0540986074509,3.87439040950476e-08,5.72494015600821e-06,-0.15286898612975,"Non-significant",5.24222904873502,"MBL2","Mannose-binding protein C","MBL2_HUMAN"
-0.530118346214298,8.96496931711833,-11.4202271174465,1.12950438644669e-07,1.45706065851623e-05,8.16174973868697,"MDR3_HUMAN",28,-11.9733156126993,4.18068988745985e-08,6.06722619917611e-06,-0.000903487205501818,"Non-significant",5.21700981332648,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
-0.39205598831175,10.5349962711334,-11.8274688207622,7.74166054038061e-08,1.18710330588063e-05,8.55088330425238,"T23O_HUMAN",17,-11.8782727137533,4.57478265965205e-08,6.52267696052495e-06,-0.023750185966497,"Non-significant",5.18557412963871,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-0.297314763069135,10.9326130549113,-9.88186240166133,5.25473600359347e-07,4.4952883685478e-05,6.56924945080883,"SYNE2_HUMAN",160,-11.7961838636544,4.94739004797142e-08,6.93231705514892e-06,0.0446856021881121,"Non-significant",5.15912158269315,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.298168659210187,16.4237179756164,-9.82099546921877,5.6062834285369e-07,4.69714076533189e-05,6.50190555063152,"FAS_HUMAN",149,-11.6735910693138,5.56592594419386e-08,7.66682714380738e-06,-0.128754854202249,"Non-significant",5.11538432823156,"FASN","Fatty acid synthase","FAS_HUMAN"
0.604714989662167,8.16415945688884,10.985447073493,1.71241069203769e-07,2.07712861107318e-05,7.73200712471737,"MAP1B_HUMAN",55,11.6162140616041,5.88354607499775e-08,7.96926315858446e-06,-0.0142008066177368,"Non-significant",5.09858183179765,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
0.287925720214846,10.6894530455271,9.89305081479192,5.19273712957307e-07,4.48950794170642e-05,6.58159018169301,"CEIP2_HUMAN",61,11.5664457587049,6.17485200949656e-08,8.22672496412762e-06,-0.0124526023864746,"Non-significant",5.0847730217844,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
0.574129700660684,10.7879431247711,10.8444386890601,1.96566945096327e-07,2.34926406293801e-05,7.58933014336258,"TRFL_HUMAN",33,11.3686202576471,7.49568069300114e-08,9.82538661161617e-06,0.00357353687284956,"Non-significant",5.00765035189522,"LTF","Lactotransferrin","TRFL_HUMAN"
0.2155985832214,11.3993254502614,9.05807382790417,1.2985843943399e-06,8.75648950781239e-05,5.62688693685581,"CBPD_HUMAN",54,11.3384009196126,7.72288009496571e-08,9.95981239108051e-06,0.0144190788268617,"Non-significant",5.00174884212709,"CPD","Carboxypeptidase D","CBPD_HUMAN"
0.594532132148741,9.65579660733541,11.7301656540834,8.46423687313093e-08,1.24582605973161e-05,8.4590484582727,"B4GA1_HUMAN",11,11.3220555194945,7.84884578815148e-08,9.95981239108051e-06,-0.0942147970199745,"Non-significant",5.00174884212709,"B4GAT1","Beta-1,4-glucuronyltransferase 1","B4GA1_HUMAN"
0.335390686988822,14.1184793313344,10.2442302342273,3.59708887492801e-07,3.6541926608175e-05,6.96300582777266,"PLOD2_HUMAN",38,11.3071186497207,7.96588907862967e-08,9.95981239108051e-06,0.0916359424591064,"Non-significant",5.00174884212709,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.379833579063382,14.2588221232096,10.2596010445297,3.54058016186779e-07,3.64231581968349e-05,6.97944157611043,"VIME_HUMAN",46,11.2335399188426,8.57047743696074e-08,1.05533742621485e-05,-0.0208997726439986,"Non-significant",4.97660865987961,"VIM","Vimentin","VIME_HUMAN"
0.607115387916549,10.6343504587809,12.4276231657859,4.52589230263832e-08,7.6629014049045e-06,9.10210064908202,"CD44_HUMAN",8,11.1967984420436,8.89068019402063e-08,1.07842623786277e-05,0.0216083526611257,"Non-significant",4.96720955439518,"CD44","CD44 antigen","CD44_HUMAN"
0.368334650993331,11.7905238469442,14.8385919354446,6.44361644481989e-09,1.63647721397035e-06,11.0826084280696,"CD276_HUMAN",9,11.1193798766742,9.60826105216643e-08,1.14832849369054e-05,-0.0535264015197736,"Non-significant",4.93993385881093,"CD276","CD276 antigen","CD276_HUMAN"
0.517207622528051,12.1953965028127,10.6628794457221,2.35289941172959e-07,2.63819698091248e-05,7.40316374384941,"MA1A1_HUMAN",24,11.0707444741659,1.00907167182493e-07,1.18851093868423e-05,-0.0671229362488006,"Non-significant",4.92499681680636,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
0.733245849609359,13.6678757667541,12.2432875207673,5.32418563780347e-08,8.65393133568575e-06,8.93552336708148,"CD151_HUMAN",6,10.8913227692299,1.21086144000306e-07,1.39494776235761e-05,0.0551713705062866,"Non-significant",4.85544205543312,"CD151","CD151 antigen","CD151_HUMAN"
-0.25107550621034,11.6587250232697,-9.84467077979508,5.46662223336915e-07,4.62783738443657e-05,6.52814207374895,"ACO12_HUMAN",27,-10.8795374538729,1.2255545411189e-07,1.39494776235761e-05,-0.0711536407470739,"Non-significant",4.85544205543312,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.230019211769099,15.2884260813395,-9.05163966673548,1.3081189014902e-06,8.75648950781239e-05,5.619255225559,"ACOHC_HUMAN",48,-10.8713821086718,1.23583411947518e-07,1.39494776235761e-05,-0.0804668664932251,"Non-significant",4.85544205543312,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.590956211090106,12.5984965960185,-14.7697692926977,6.78463402311206e-09,1.67087032441914e-06,11.0307084120726,"CRP_HUMAN",5,-10.8235506742009,1.29801956278204e-07,1.44506917626433e-05,0.0539503097534126,"Non-significant",4.84011136249167,"CRP","C-reactive protein","CRP_HUMAN"
0.635323166847227,8.64889248212178,10.4314614691052,2.96998577684184e-07,3.17593084320969e-05,7.16176626181089,"BICC1_HUMAN",25,10.7899438098555,1.34371825800115e-07,1.47572949767235e-05,-0.205950260162352,"Non-significant",4.83099324172331,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
0.439791321754475,11.1658467451731,10.3288913235103,3.29745457240738e-07,3.47909500913305e-05,7.05326833363869,"5NTD_HUMAN",22,10.6998892415202,1.47491243876444e-07,1.59821511864514e-05,0.247619867324829,"Non-significant",4.79636476535194,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.629179596900945,10.1366795698802,10.6986951048208,2.27044609026197e-07,2.61909791936451e-05,7.44011004377154,"MTAP2_HUMAN",13,10.6728996535644,1.516862299944e-07,1.62204472521644e-05,0.129216074943542,"Non-significant",4.78993717500347,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
1.74614310264587,8.5861691236496,11.1463462601301,1.46567434048916e-07,1.8047780856296e-05,7.89281191031502,"DMBT1_HUMAN",1,10.6532476706757,1.54821285865225e-07,1.63406829899569e-05,-0.269169926643371,"Non-significant",4.78672979525951,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.586137890815738,10.0790825684865,10.1960252153961,3.78070079788119e-07,3.79330313387412e-05,6.91132222339662,"CDHR2_HUMAN",30,10.6227629436241,1.59822981493526e-07,1.66523252640754e-05,-0.00527572631835493,"Non-significant",4.7785251147794,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.421832680702211,12.9989394346873,11.4432326651552,1.10532124590739e-07,1.45706065851623e-05,8.18407096275956,"JUPI1_HUMAN",11,10.5351379088687,1.75191066884465e-07,1.80225038046842e-05,-0.270611166954049,"Non-significant",4.74418487412161,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN"
-0.623264312744151,12.6688887278239,-10.6120964195361,2.47539091806119e-07,2.71858135014639e-05,7.35058887777707,"FHR3_HUMAN",12,-10.4984843464716,1.82083746266539e-07,1.8497432573852e-05,-0.19406342506409,"Non-significant",4.73288854707736,"CFHR3","Complement factor H-related protein 3","FHR3_HUMAN"
-0.23543405532838,17.281950155894,-8.63083854163207,2.12953828329767e-06,0.00012541128716203,5.11050808730102,"AL1L1_HUMAN",79,-10.4720859030187,1.87228095629781e-07,1.85861542638242e-05,-0.0323021411895983,"Non-significant",4.73081046255624,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.348660111427316,14.4730629126231,-10.6920677420483,2.28546530259187e-07,2.61909791936451e-05,7.43328173862851,"NDRG1_HUMAN",15,-10.4647282364181,1.88689558496814e-07,1.85861542638242e-05,-0.0518801212311004,"Non-significant",4.73081046255624,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.563502907752998,10.5674436887105,10.1667684033223,3.89704441998093e-07,3.86235121965671e-05,6.87985113317796,"ANXA3_HUMAN",21,10.4590889384064,1.89817989897552e-07,1.85861542638242e-05,-0.111189246177688,"Non-significant",4.73081046255624,"ANXA3","Annexin A3","ANXA3_HUMAN"
0.635253906249984,10.1362313429514,11.2634204643385,1.31034511365241e-07,1.6383345751774e-05,8.00850190864991,"TBB3_HUMAN",8,10.4466168308832,1.9233949065688e-07,1.86088457210531e-05,-0.30123436450957,"Non-significant",4.73028056467279,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN"
-0.596202850341804,9.91620969772339,-10.655732814498,2.36973519880166e-07,2.63819698091248e-05,7.39577835493471,"A1BG_HUMAN",11,-10.38931592117,2.04395214403884e-07,1.95425871465925e-05,0.00760704278945745,"Non-significant",4.70901794270973,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
0.332123994827271,12.795015335083,10.0002151463175,4.63726058096007e-07,4.3318410047658e-05,6.69919418810967,"SQSTM_HUMAN",20,10.3072919373302,2.23085353060955e-07,2.0917951520657e-05,0.0381134748459004,"Non-significant",4.67948084785613,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
-0.455384731292703,11.9075319766998,-9.98833304910796,4.69557137083544e-07,4.33646687849769e-05,6.68620765300462,"VTDB_HUMAN",21,-10.2989310266275,2.25091075080757e-07,2.0917951520657e-05,-0.0402978658676485,"Non-significant",4.67948084785613,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.663293957710266,8.50655476252238,-9.93200838489107,4.98293119777776e-07,4.45014086201537e-05,6.6244677892904,"C163A_HUMAN",29,-10.2930983416571,2.2650175142338e-07,2.0917951520657e-05,0.0269832611083984,"Non-significant",4.67948084785613,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN"
