"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.8605046272278,14.7661032676697,-36.9414506381694,6.75805196800546e-10,3.04637964824424e-07,13.663518974512,"FINC_HUMAN",120,-42.7343784138529,6.29348865837484e-11,4.46817407286413e-08,-0.0833668708801731,"Non-significant",7.34986991581343,"FN1","Fibronectin","FINC_HUMAN"
-1.77464485168455,12.7793297767639,-39.9213224815998,3.74463575039656e-10,2.74334076717872e-07,14.2147026824416,"ANXA1_HUMAN",23,-42.4798865653155,6.60809574493093e-11,4.46817407286413e-08,-0.165340900421176,"Non-significant",7.34986991581343,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.28436398506165,14.6477817296982,-34.6526127574577,1.0992160547938e-09,3.4294038863002e-07,13.1987996554502,"VIME_HUMAN",46,-41.7526378459172,7.60880345494838e-11,4.60798873700702e-08,-0.182798385620115,"Non-significant",7.33648859109997,"VIM","Vimentin","VIME_HUMAN"
-1.94005155563355,14.9090769290924,-37.0131835650355,6.65904336552018e-10,3.04637964824424e-07,13.677474107128,"FIBA_HUMAN",43,-40.9664949307407,8.88621733155394e-11,4.60798873700702e-08,-0.033510684967025,"Non-significant",7.33648859109997,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-2.2561163902283,10.1220622062683,-48.6253287907098,8.33262592936051e-11,1.94823944273757e-07,15.5440733715794,"SYUG_HUMAN",9,-40.8859538839679,9.03013934272675e-11,4.60798873700702e-08,-0.058469295501709,"Non-significant",7.33648859109997,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-2.98450970649719,11.1663464307785,-38.8859452053318,4.57388578706937e-10,2.74334076717872e-07,14.0296155347663,"K1C19_HUMAN",26,-40.8548077933757,9.08649492138431e-11,4.60798873700702e-08,-0.141585588455175,"Non-significant",7.33648859109997,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
3.82765483856201,9.92429709434509,45.7373061196548,1.32886729459381e-10,2.15648584566683e-07,15.1434610410754,"NUA4L_HUMAN",5,39.626943057372,1.16566469452306e-10,5.28809290712413e-08,-0.183830976486204,"Non-significant",7.27670092328473,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
1.60639429092407,11.3152718544006,34.4823334739453,1.14116224956995e-09,3.4294038863002e-07,13.1626516275516,"DPYD_HUMAN",55,39.5150336370127,1.19288252944694e-10,5.28809290712413e-08,0.787597894668574,"Up in CM",7.27670092328473,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-1.91918826103207,13.5473786592484,-38.7112084272306,4.73339545729629e-10,2.74334076717872e-07,13.9977237001198,"FGL1_HUMAN",17,-39.3346145956073,1.2382766235563e-10,5.28809290712413e-08,0.0833965539932251,"Non-significant",7.27670092328473,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.60544061660766,10.7309522628784,-36.4026493448393,7.55724649983558e-10,3.22734200524558e-07,13.5575509674738,"CCN1_HUMAN",22,-38.4994974581413,1.47526166161743e-10,5.63876650236772e-08,-0.195420742034907,"Non-significant",7.24881588888971,"CCN1","CCN family member 1","CCN1_HUMAN"
0.761963129043572,16.2415155172348,24.7292799613622,1.420284556759e-08,1.47746011455674e-06,10.6283073597495,"FAS_HUMAN",149,38.1154400599619,1.60100941999632e-10,5.63876650236772e-08,0.715980529785124,"Up in CM",7.24881588888971,"FASN","Fatty acid synthase","FAS_HUMAN"
1.19696021080015,10.5323427915573,29.9094212525797,3.36249612361163e-09,7.17981409131178e-07,12.0989382253759,"SYNE2_HUMAN",160,37.7891898906055,1.71731944046847e-10,5.63876650236772e-08,0.118816375732429,"Non-significant",7.24881588888971,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.15731453895568,14.1501349210739,33.7410602088663,1.34613374177958e-09,3.76638937268948e-07,13.002599234536,"AL8A1_HUMAN",26,37.7304732299519,1.73924283839144e-10,5.63876650236772e-08,0.0141971111297599,"Non-significant",7.24881588888971,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-1.62479615211487,8.57341420650482,-33.1680508307138,1.53327387171564e-09,3.7837095048865e-07,12.8757969241251,"MAP1B_HUMAN",55,-37.6074493913512,1.78620211070792e-10,5.63876650236772e-08,0.0800468921661501,"Non-significant",7.24881588888971,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
-0.933325529098477,12.674901843071,-28.3649397736915,5.02702813395315e-09,8.82635955434119e-07,11.6938716194291,"LIMC1_HUMAN",62,-37.5514222768289,1.8080580059576e-10,5.63876650236772e-08,0.66420388221741,"Up in CM",7.24881588888971,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-1.21912455558778,10.888481259346,-34.9171449073954,1.03746194419827e-09,3.4294038863002e-07,13.2545080793765,"ANGL3_HUMAN",22,-37.4101263763032,1.8645208660576e-10,5.63876650236772e-08,-0.0133465528488195,"Non-significant",7.24881588888971,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-1.56610679626462,9.93578386306761,-35.4435240094289,9.25891467959983e-10,3.2663840743597e-07,13.3637646711307,"DREB_HUMAN",21,-37.2206192319879,1.94337898233663e-10,5.63876650236772e-08,-1.1360216140747,"Up in BDM",7.24881588888971,"DBN1","Drebrin","DREB_HUMAN"
-1.86020278930665,14.6329801082611,-34.0323269711651,1.26100037461434e-09,3.65419894272169e-07,13.0660159375664,"FIBB_HUMAN",38,-37.2148443943504,1.94584005504432e-10,5.63876650236772e-08,-0.24559831619262,"Non-significant",7.24881588888971,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.39377951622008,13.9476102590561,-38.8404266600258,4.6148445323518e-10,2.74334076717872e-07,14.0213263320571,"IL18_HUMAN",14,-36.2761467471168,2.39657532492259e-10,6.70545247807652e-08,-0.0619342327117991,"Non-significant",7.17357191101126,"IL18","Interleukin-18","IL18_HUMAN"
-1.70574045181275,15.2691690921784,-33.2702585590015,1.49784149732061e-09,3.7837095048865e-07,12.8986159435244,"FIBG_HUMAN",29,-35.9571496969134,2.57553905878364e-10,6.96597464099015e-08,-0.0250475406646498,"Non-significant",7.15701811088526,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
1.10563921928408,13.3611189126968,32.8106884853369,1.66481734095377e-09,3.97303761897026e-07,12.7953127679224,"BUP1_HUMAN",23,35.6577805382086,2.75721896003034e-10,7.21679827151168e-08,0.233637571334837,"Non-significant",7.14165543420531,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.978814363479625,15.1525334119797,31.705498676276,2.15974169957136e-09,4.79726436785495e-07,12.5393172110866,"PBLD_HUMAN",23,34.7956802858553,3.36598840262259e-10,8.33580727198467e-08,-0.145365238189701,"Non-significant",7.07905233503317,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-1.76308250427246,10.1369607448578,-43.2690340363048,2.02799033077061e-10,2.35073050626753e-07,14.77079528829,"COTL1_HUMAN",9,-34.672222858561,3.46492175076517e-10,8.33580727198467e-08,-1.03607892990115,"Up in BDM",7.07905233503317,"COTL1","Coactosin-like protein","COTL1_HUMAN"
1.45907044410708,13.9759677648544,35.5342542870669,9.08064030144564e-10,3.2663840743597e-07,13.3823857342438,"NDRG1_HUMAN",15,34.6379719658687,3.49294364367117e-10,8.33580727198467e-08,0.407036542892449,"Non-significant",7.07905233503317,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
1.28532242774963,11.5684605836868,32.3504281515676,1.85343324524667e-09,4.29678781483757e-07,12.6900244376408,"VTDB_HUMAN",21,34.0868452096922,3.98065470551662e-10,9.17749027385902e-08,0.143215417861949,"Non-significant",7.0372760670813,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-1.0368022918701,11.8188090324402,-29.0814441864784,4.16058975051661e-09,8.38387243972686e-07,11.8849871812897,"TFR1_HUMAN",34,-33.9922201447768,4.07184680624753e-10,9.17749027385902e-08,-0.350676298141478,"Non-significant",7.0372760670813,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
-1.01072001457212,13.7424677610397,-26.0734143585025,9.51626439721921e-09,1.25854825273355e-06,11.0422086573273,"APOB_HUMAN",239,-33.8459021597051,4.21750432070458e-10,9.24887298870188e-08,-0.506774902343745,"Up in BDM",7.03391118451584,"APOB","Apolipoprotein B-100","APOB_HUMAN"
1.05499267578128,18.4141683578491,28.9942662090794,4.2564145222851e-09,8.38387243972686e-07,11.8620355985199,"ADH1G_HUMAN",33,33.5455546923481,4.5351679193867e-10,9.68377697313255e-08,0.3451554775238,"Non-significant",7.01395522134237,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
-0.6695806980133,13.3652778863907,-21.6184634897082,3.91872529805606e-08,2.97163897835765e-06,9.56448206824756,"FAT1_HUMAN",153,-33.1826307922308,4.9553685624194e-10,1.00737412856383e-07,-0.167503356933601,"Non-significant",6.99680920690916,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-2.10176253318786,9.30476534366607,-31.6521085269654,2.18756201146947e-09,4.79726436785495e-07,12.5266712079644,"ITA3_HUMAN",23,-33.1738161239152,4.96610366558458e-10,1.00737412856383e-07,-0.0861041545867742,"Non-significant",6.99680920690916,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
1.66174340248109,10.2284566164017,41.4346871800823,2.82075285099071e-10,2.51319169621818e-07,14.4737871640577,"TTC36_HUMAN",9,32.989463507841,5.19670567185471e-10,1.02844072735193e-07,0.543759822845475,"Up in CM",6.987820733163,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN"
-0.735370397567776,11.9471541643143,-25.0309691117405,1.2958360741186e-08,1.42086674397275e-06,10.7234079598407,"FPRP_HUMAN",40,-32.7635950830913,5.49576690440983e-10,1.02906827546516e-07,0.6274628639221,"Up in CM",6.98755581019957,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-1.11971902847293,10.5148446559906,-28.8422297862317,4.42955754145643e-09,8.38387243972686e-07,11.8218106056339,"ITA2_HUMAN",32,-32.7360229670543,5.53357723984882e-10,1.02906827546516e-07,-0.129918336868251,"Non-significant",6.98755581019957,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
2.88236558437347,8.09809356927872,34.5193394276735,1.13189464951342e-09,3.4294038863002e-07,13.1705268567847,"HBB_HUMAN",8,32.5630697105891,5.77751136282682e-10,1.02906827546516e-07,0.921654701232915,"Up in CM",6.98755581019957,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.761899948120128,10.5660126209259,25.9160489190872,9.96247634565495e-09,1.25854825273355e-06,10.9950304039895,"IFIT1_HUMAN",34,32.4567679260637,5.93341193795654e-10,1.02906827546516e-07,0.167440891265825,"Non-significant",6.98755581019957,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
-0.991777658462549,12.2988864183426,-26.5108253909994,8.3900157328663e-09,1.19432609923644e-06,11.1716364084298,"HKDC1_HUMAN",55,-32.4522814764465,5.94009465988717e-10,1.02906827546516e-07,-0.0793645381927508,"Non-significant",6.98755581019957,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
1.21126198768615,11.2204777002335,29.5508080261414,3.68475814187147e-09,7.6661865546526e-07,12.007157208004,"ACO12_HUMAN",27,32.4383939003774,5.96083423057218e-10,1.02906827546516e-07,0.218797922134399,"Non-significant",6.98755581019957,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.638868570327746,15.0918389558792,21.1951629040441,4.5482418226211e-08,3.18822895611362e-06,9.40674767367543,"GDE_HUMAN",104,32.3445979667681,6.10305255099367e-10,1.03167017497422e-07,-0.00129866600037509,"Non-significant",6.98645912449501,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
-0.83209252357485,11.7273060083389,-24.9390942067394,1.33238065440358e-08,1.44145821731075e-06,10.6945851459165,"MDR1_HUMAN",52,-31.9637783649147,6.72087172585108e-10,1.11198482078893e-07,-0.637674570083608,"Up in BDM",6.95390114107464,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-0.94855499267579,10.4887542724609,-27.2443372657532,6.82314971967616e-09,1.02524142269356e-06,11.3832095785532,"ADA10_HUMAN",33,-31.887852914403,6.85226041896065e-10,1.11198482078893e-07,0.0587084293365461,"Non-significant",6.95390114107464,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.760028123855601,11.2387925386429,23.0974878112742,2.37886766380667e-08,2.01693166417651e-06,10.0901490425583,"CGNL1_HUMAN",84,31.684931903813,7.21777361317371e-10,1.14833362935866e-07,-0.0633563995361008,"Non-significant",6.93993191652059,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.764973878860475,11.144112944603,-24.5106180796968,1.51893269941338e-08,1.50298045480838e-06,10.5585521353137,"MX1_HUMAN",43,-31.5152749795901,7.54019415701872e-10,1.16626379282718e-07,-0.10670328140259,"Non-significant",6.93320320702824,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-1.21356034278869,9.36783230304717,-28.7720445188148,4.51216036608349e-09,8.38387243972686e-07,11.8031559082156,"FLRT3_HUMAN",27,-31.4755801797773,7.61794195462663e-10,1.16626379282718e-07,-0.349045038223226,"Non-significant",6.93320320702824,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.766791105270375,16.3581420183182,25.9970789568738,9.72983130752498e-09,1.25854825273355e-06,11.0193643652632,"GLYC_HUMAN",30,31.3532503550883,7.8632520176245e-10,1.17652339141525e-07,-0.291138887405374,"Non-significant",6.92939943384148,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
1.0491862297058,17.9455263614655,28.7434227879398,4.54634443366997e-09,8.38387243972686e-07,11.7955328979059,"LDHA_HUMAN",24,31.2989568510852,7.97495520431834e-10,1.17652339141525e-07,0.269688367843624,"Non-significant",6.92939943384148,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
0.869031906127926,15.0317285060883,25.1743891133337,1.24102896510813e-08,1.37941219491607e-06,10.768161313827,"KPYR_HUMAN",45,31.0875920061719,8.42708024412665e-10,1.2093570487516e-07,-0.294945240020757,"Non-significant",6.91744545975969,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-1.51361632347107,10.7616456747055,-27.9052657483683,5.68984360797723e-09,9.23347820702545e-07,11.5682175813965,"LAMC1_HUMAN",52,-31.0063645320077,8.60841825447194e-10,1.2093570487516e-07,-0.271085500717144,"Non-significant",6.91744545975969,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
1.0028638839722,12.4917373657226,26.0060027598201,9.70458746261323e-09,1.25854825273355e-06,11.0220389106311,"XDH_HUMAN",47,30.9903640250817,8.64465230805923e-10,1.2093570487516e-07,-0.0692443847656232,"Non-significant",6.91744545975969,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
1.00274515151978,16.921309709549,26.0234868492523,9.65534224971926e-09,1.25854825273355e-06,11.0272759865837,"SBP1_HUMAN",39,30.3711080193982,1.01875319522584e-09,1.40104464848517e-07,0.565922975540149,"Up in CM",6.85354802439891,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.848882198333751,11.8681502342224,-24.1616683475759,1.69281391130304e-08,1.59715024143173e-06,10.4457626745961,"ITA6_HUMAN",48,-29.8820233837025,1.16256477175116e-09,1.53625137270073e-07,0.36638283729555,"Non-significant",6.8135377160462,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
0.947578191757202,16.1273394823074,27.5376398804071,6.29141903105585e-09,9.81703346499754e-07,11.4659547251956,"AK1C4_HUMAN",23,29.8652231038487,1.1678940874777e-09,1.53625137270073e-07,0.331585884094237,"Non-significant",6.8135377160462,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
1.04073953628543,14.1246404647827,37.2171914542939,6.38630647775163e-10,3.04637964824424e-07,13.7169687811354,"PGDH_HUMAN",12,29.8464951157442,1.17386720615535e-09,1.53625137270073e-07,0.215979576110874,"Non-significant",6.8135377160462,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
0.955474376678424,11.345796585083,24.4713966720334,1.53743379035119e-08,1.50298045480838e-06,10.5459655863518,"KPB2_HUMAN",54,29.4318501364791,1.31529951353686e-09,1.69402226235525e-07,0.0850489139557009,"Non-significant",6.77108088659415,"PHKA2","Phosphorylase b kinase regulatory subunit alpha, liver isoform","KPB2_HUMAN"
0.952510118484499,15.4097944498062,28.0091917022586,5.53176330473216e-09,9.16014846012179e-07,11.5968392361871,"KHK_HUMAN",20,29.3169784952983,1.35779092823255e-09,1.72142431119982e-07,0.33016586303715,"Non-significant",6.7641120679061,"KHK","Ketohexokinase","KHK_HUMAN"
-1.17536735534667,14.6436970233917,-28.5305633009637,4.8099498521005e-09,8.67287402220966e-07,11.7385556319599,"VNN1_HUMAN",18,-29.1341392318979,1.42863512136516e-09,1.75966057188328e-07,-0.181835889816284,"Non-significant",6.75457109694415,"VNN1","Pantetheinase","VNN1_HUMAN"
0.788603067398054,16.0095480680466,22.2021634587071,3.20567773736583e-08,2.60108691609863e-06,9.77653614142326,"AOXA_HUMAN",91,29.1274019842367,1.43132361035613e-09,1.75966057188328e-07,-0.00895643234255061,"Non-significant",6.75457109694415,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.820465326309201,14.9493967294693,25.5090902873655,1.12301714304087e-08,1.28340297163854e-06,10.8714799358501,"GPDA_HUMAN",25,28.5435938608721,1.6873528909342e-09,2.03906421203844e-07,-0.0571329593658501,"Non-significant",6.69056909766724,"GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA_HUMAN"
1.06091451644897,8.78792428970337,25.8314988485499,1.02119495157988e-08,1.25854825273355e-06,10.9695457767559,"MDR3_HUMAN",28,28.4991537726878,1.70885341901176e-09,2.03906421203844e-07,0.2646942138672,"Non-significant",6.69056909766724,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
-2.01455307006836,8.61765575408936,-25.7583282564237,1.04335521247926e-08,1.25854825273355e-06,10.947413518916,"PGBM_HUMAN",106,-27.8174093596807,2.08033718397434e-09,2.44635592909678e-07,0.370664119720452,"Non-significant",6.61148035564107,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
0.84402704238893,17.3884966373444,23.2734422314616,2.24639741414611e-08,1.95992135681522e-06,10.1501961071553,"SCP2_HUMAN",39,27.6470833859601,2.18674385730717e-09,2.48200307368737e-07,-0.210145235061647,"Non-significant",6.60519768501108,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
0.528258562088027,12.578094124794,18.4431546329899,1.29333370983628e-07,6.10122658233229e-06,8.29072979957582,"OPLA_HUMAN",65,27.6251097479896,2.20091021685373e-09,2.48200307368737e-07,0.0714616775512731,"Non-significant",6.60519768501108,"OPLAH","5-oxoprolinase","OPLA_HUMAN"
-1.01696825027468,11.1552560329437,-25.7439108413023,1.04778540074826e-08,1.25854825273355e-06,10.9430440918199,"SCMC1_HUMAN",23,-27.5996997653573,2.21742037825488e-09,2.48200307368737e-07,-0.0655949115753174,"Non-significant",6.60519768501108,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN"
-4.28279840946196,8.04706925153732,-27.6235250117104,6.14469646208882e-09,9.77609158693895e-07,11.4899886644869,"MIME_HUMAN",7,-27.5759043083295,2.23300744859722e-09,2.48200307368737e-07,-0.054279565811175,"Non-significant",6.60519768501108,"OGN","Mimecan","MIME_HUMAN"
-1.22739410400392,11.287572145462,-26.563356133788,8.26518850117823e-09,1.19432609923644e-06,11.1870135276253,"PRS23_HUMAN",19,-27.4506397008557,2.31711310154139e-09,2.4934027516985e-07,0.433074951171875,"Non-significant",6.60320756557448,"PRSS23","Serine protease 23","PRS23_HUMAN"
-1.03607892990115,11.3906919956207,-25.8160800195401,1.02582009223682e-08,1.25854825273355e-06,10.9648879696488,"5NTD_HUMAN",22,-27.4257017951027,2.33427746070939e-09,2.4934027516985e-07,-0.697670817375182,"Up in BDM",6.60320756557448,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.38321137428284,12.4594973325729,-26.0997350274125,9.44385740207422e-09,1.25854825273355e-06,11.0500675565289,"PAI1_HUMAN",22,-27.4225630452741,2.33644789024003e-09,2.4934027516985e-07,-0.133372783660889,"Non-significant",6.60320756557448,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-1.1360216140747,11.4323830604553,-25.7214292037703,1.05473602644666e-08,1.25854825273355e-06,10.9362250603422,"4F2_HUMAN",23,-27.3798893643526,2.36618205423693e-09,2.4934027516985e-07,0.170288920402525,"Non-significant",6.60320756557448,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
0.871562242507949,11.8147922754288,23.3803100401668,2.17001429301112e-08,1.91385825798828e-06,10.1864198853659,"UAP1_HUMAN",31,26.6307261634332,2.96384855788713e-09,3.05195109749398e-07,-0.446952819824218,"Non-significant",6.51542242951751,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
1.34539222717285,13.3222632408142,26.7902039342093,7.74968928218544e-09,1.14329052428459e-06,11.2530146325839,"GNMT_HUMAN",15,26.6223128389629,2.97145842620193e-09,3.05195109749398e-07,0.79603672027589,"Up in CM",6.51542242951751,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.809852838516253,10.2486416101456,-21.4899465401242,4.09880111166883e-08,3.05116258899825e-06,9.5169511400006,"AGRIN_HUMAN",63,-26.5581641817624,3.03020629648047e-09,3.07338673620531e-07,0.415406942367555,"Non-significant",6.51238278734137,"AGRN","Agrin","AGRIN_HUMAN"
-1.09324550628662,10.6651258468628,-24.5935089524253,1.48065359196898e-08,1.50175290565454e-06,10.5850778075179,"ADAM9_HUMAN",25,-26.4826583616863,3.10102927847822e-09,3.10638908216941e-07,-0.125482320785476,"Non-significant",6.50774414884686,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN"
1.05831670761108,17.6706020832062,23.8826200029715,1.84812395316647e-08,1.70405429045372e-06,10.3542375246232,"BHMT1_HUMAN",31,26.4054123598221,3.17541002835083e-09,3.14210694756569e-07,0.0644273757934748,"Non-significant",6.50277903700859,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
1.02835941314695,17.9497480392456,28.1054234252237,5.38979844441806e-09,9.11100512041837e-07,11.6232302617819,"ADH1B_HUMAN",14,26.3438000022691,3.23617163781507e-09,3.15325116904952e-07,-0.0740246772765989,"Non-significant",6.50124143458424,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
-0.517805576324449,14.3942799568176,-17.3498897253075,2.04351297348145e-07,8.40615346339414e-06,7.79767813965564,"IQGA1_HUMAN",91,-26.3156198458979,3.26439608331476e-09,3.15325116904952e-07,0.740042448043809,"Up in CM",6.50124143458424,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
-0.738308191299449,12.4976350069046,-21.8671091996034,3.59510911406331e-08,2.77816336681045e-06,9.65557129141809,"BAG3_HUMAN",35,-26.1153091933021,3.47315798517119e-09,3.31543575196224e-07,-0.302800893783569,"Non-significant",6.4794593836285,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN"
-1.10168647766115,10.9728026390076,-25.4271697934802,1.15068381988518e-08,1.29675673813172e-06,10.8463358828936,"ALDR_HUMAN",18,-25.9996307438056,3.60050886883179e-09,3.3970382513606e-07,-0.266868591308626,"Non-significant",6.46889956285582,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN"
-0.546829462051374,11.5290077924729,-18.533065517803,1.24703454439281e-07,5.95202252541368e-06,8.32991319129917,"CBPD_HUMAN",54,-25.9459858530833,3.66133627983801e-09,3.41472213501214e-07,-0.139825820922825,"Non-significant",6.4666446302374,"CPD","Carboxypeptidase D","CBPD_HUMAN"
