"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.179310321807851,17.4287889003754,4.00419602304385,0.00397475756035781,0.620215054706602,-1.79821727953761,"SCP2_HUMAN",39,4.74343904260591,0.00123365752294062,0.588817478890597,-0.0435459613800084,"Non-significant",0.230019306562767,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.156341791152954,13.6613782644272,-3.46358179571231,0.00860150428901401,0.692240327202803,-2.34822513464091,"APOB_HUMAN",239,-4.64227237938158,0.00141455038985928,0.609928615680944,-0.215040922164949,"Non-significant",0.214720990612138,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.31237268447876,9.25719404220581,-4.74462046525669,0.00147927777326458,0.571389190957423,-1.13676190527725,"PDLI3_HUMAN",12,-4.56613642360976,0.00156952642185267,0.609928615680944,0.112907171249388,"Non-significant",0.214720990612138,"PDLIM3","PDZ and LIM domain protein 3","PDLI3_HUMAN"
-0.281521797180154,11.5360367298126,-4.36340054471484,0.00243597475202731,0.606744079929756,-1.46403336997303,"VTDB_HUMAN",21,-4.5642392874519,0.00157361462640874,0.609928615680944,0.0496284961700439,"Non-significant",0.214720990612138,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.138278722763047,12.1516045331955,-3.38269933571559,0.00968773845517098,0.692240327202803,-2.43516770909834,"TENS1_HUMAN",76,-4.56194776426276,0.0015785680218511,0.609928615680944,-0.0167326927185236,"Non-significant",0.214720990612138,"TNS1","Tensin-1","TENS1_HUMAN"
-0.653977155685427,6.47294092178344,-4.74291556364778,0.0014825108864565,0.571389190957423,-1.1381638870073,"ZN609_HUMAN",5,-4.48882239821026,0.00174580246564897,0.616387121130139,0.117477416992177,"Non-significant",0.210146444062226,"ZNF609","Zinc finger protein 609","ZN609_HUMAN"
-0.287424206733705,7.86638981103897,-4.23384166220474,0.00290010931884125,0.606744079929756,-1.58165667705582,"NHSL1_HUMAN",24,-4.4746132276718,0.00178046011767547,0.616387121130139,-0.0529026985168448,"Non-significant",0.210146444062226,"NHSL1","NHS-like protein 1","NHSL1_HUMAN"
-0.783402323722839,6.8883872628212,-4.93851773225625,0.00115720843990583,0.571389190957423,-0.980848822438438,"SIM13_HUMAN",2,-4.45315274646893,0.00183421608118734,0.616387121130139,-0.0484573841095255,"Non-significant",0.210146444062226,"SMIM13","Small integral membrane protein 13","SIM13_HUMAN"
-0.333414793014528,9.08407771587372,-4.89416477941069,0.00122347825193949,0.571389190957423,-1.01589943659885,"TMM9B_HUMAN",8,-4.30152016304594,0.00226757250746455,0.616387121130139,0.00202333927154719,"Non-significant",0.210146444062226,"TMEM9B","Transmembrane protein 9B","TMM9B_HUMAN"
0.169916391372647,11.7214955091477,3.86226204052544,0.00484835543103766,0.642251276209415,-1.93721599703663,"K1C19_HUMAN",26,4.28676417090122,0.0023152761189768,0.616387121130139,0.0889631509780875,"Non-significant",0.210146444062226,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.28633809089663,12.1603094339371,-4.56078643200045,0.00187650981091351,0.582493355589718,-1.29110176255768,"RPE_HUMAN",11,-4.2701527318073,0.00237026994801698,0.616387121130139,-0.0677652359008505,"Non-significant",0.210146444062226,"RPE","Ribulose-phosphate 3-epimerase","RPE_HUMAN"
-0.432194232940679,9.67650175094605,-4.62007598080823,0.0017369978160615,0.582493355589718,-1.24062249716899,"MOT4_HUMAN",7,-4.25802408500099,0.00241130758295331,0.616387121130139,0.097222566604648,"Non-significant",0.210146444062226,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
-0.34898614883425,13.7516512870789,-4.19730968605226,0.00304765763357253,0.606744079929756,-1.61541624757886,"YBOX1_HUMAN",14,-4.22520271668971,0.00252622889227372,0.616387121130139,0.0919361114502006,"Non-significant",0.210146444062226,"YBX1","Y-box-binding protein 1","YBOX1_HUMAN"
0.496330976486203,7.01937520503998,4.54602697461051,0.00191310166265512,0.582493355589718,-1.30377263852713,"ZN384_HUMAN",6,4.22018964711267,0.00254429263470499,0.616387121130139,0.0165324211120499,"Non-significant",0.210146444062226,"ZNF384","Zinc finger protein 384","ZN384_HUMAN"
0.772216677665706,8.14968138933182,4.07215666856248,0.00361782292269422,0.606744079929756,-1.7330531941355,"ZMYM2_HUMAN",20,4.21328857446227,0.00256938629839259,0.616387121130139,0.0500826835632378,"Non-significant",0.210146444062226,"ZMYM2","Zinc finger MYM-type protein 2","ZMYM2_HUMAN"
-0.259311437606822,10.4882234334946,-3.79192974510629,0.00535571629064461,0.65549167133444,-2.00754015549635,"TENA_HUMAN",56,-4.2040299349516,0.00260347000757622,0.616387121130139,-0.0901060104370011,"Non-significant",0.210146444062226,"TNC","Tenascin","TENA_HUMAN"
-0.645706892013553,6.43497967720032,-4.50478194015814,0.00201952805724758,0.582493355589718,-1.33940313059278,"FLVC1_HUMAN",4,-4.19762134529653,0.00262734542944295,0.616387121130139,-0.0452833175659002,"Non-significant",0.210146444062226,"FLVCR1","Choline/ethanolamine transporter FLVCR1","FLVC1_HUMAN"
-0.133247137069725,11.9884546995163,-3.31549914078436,0.0107005917463194,0.692240327202803,-2.5082670894535,"EGFR_HUMAN",45,-4.19353784986512,0.00264268092203109,0.616387121130139,-0.041793346405024,"Non-significant",0.210146444062226,"EGFR","Epidermal growth factor receptor","EGFR_HUMAN"
0.537188172340395,6.69152253866196,4.24480356030874,0.00285735479238943,0.606744079929756,-1.57157762778709,"BRM1L_HUMAN",8,4.16316228405944,0.00275980990139283,0.616387121130139,-0.0510728359222501,"Non-significant",0.210146444062226,"BRMS1L","Breast cancer metastasis-suppressor 1-like protein","BRM1L_HUMAN"
-0.499423146247865,8.00504845380783,-4.07910466387179,0.00358332482236229,0.606744079929756,-1.72644202547465,"PCDGH_HUMAN",12,-4.12628763322422,0.00290951924563309,0.616387121130139,0.357202529907225,"Non-significant",0.210146444062226,"PCDHGB5","Protocadherin gamma-B5","PCDGH_HUMAN"
-0.262063026428251,17.2368793487549,-4.17328006058622,0.00314911819499364,0.606744079929756,-1.63776475774448,"DOPD_HUMAN",14,-4.12118726430043,0.00293090137782449,0.616387121130139,-0.0575406551361048,"Non-significant",0.210146444062226,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN"
-0.192092657089235,8.65094840526581,-4.06294876507829,0.00366409414796131,0.606744079929756,-1.74182927617509,"RUSD2_HUMAN",17,-4.10226380816839,0.00301171442340899,0.616387121130139,-0.106480598449725,"Non-significant",0.210146444062226,"RPUSD2","Pseudouridylate synthase RPUSD2","RUSD2_HUMAN"
-0.213152885437013,9.3269248008728,-3.75432425924528,0.00565006855169311,0.65549167133444,-2.04553120622546,"RFIP1_HUMAN",29,-4.0940969950838,0.00304732423912424,0.616387121130139,-0.0244834423064759,"Non-significant",0.210146444062226,"RAB11FIP1","Rab11 family-interacting protein 1","RFIP1_HUMAN"
0.800160169601442,8.82402884960175,4.13578256784096,0.00331479793733574,0.606744079929756,-1.67286490258313,"RNFT1_HUMAN",5,4.08019209246883,0.00310899379997544,0.616387121130139,0.0161700248718493,"Non-significant",0.210146444062226,"RNFT1","E3 ubiquitin-protein ligase RNFT1","RNFT1_HUMAN"
0.44406545162201,7.96107059717178,3.96236749666281,0.00421315007499728,0.623890931412006,-1.83877323613246,"SEGN_HUMAN",17,4.07894247917106,0.00311460093250378,0.616387121130139,-0.038905382156349,"Non-significant",0.210146444062226,"SCGN","Secretagogin","SEGN_HUMAN"
-0.520375609397889,6.09483307600021,-4.11885720174263,0.00339263977291068,0.606744079929756,-1.6887984026232,"ATL3_HUMAN",8,-4.03895918809189,0.00329983835264908,0.637497342699872,-0.088057994842524,"Non-significant",0.195521621173517,"ADAMTSL3","ADAMTS-like protein 3","ATL3_HUMAN"
0.162602901458701,17.332213640213,3.46380176288406,0.00859873273432523,0.692240327202803,-2.34799026463408,"ECHB_HUMAN",36,4.00465467822381,0.00346815406635645,0.642726211184975,-0.00927019119265005,"Non-significant",0.1919739886521,"HADHB","Trifunctional enzyme subunit beta, mitochondrial","ECHB_HUMAN"
0.973872303962701,8.23593872785568,4.07245449536712,0.00361633684066511,0.606744079929756,-1.73276961156832,"PDZ1I_HUMAN",3,4.00125475930038,0.00348532823418029,0.642726211184975,-0.0395598411560041,"Non-significant",0.1919739886521,"PDZK1IP1","PDZK1-interacting protein 1","PDZ1I_HUMAN"
0.527075767517092,6.08072137832642,4.10926266889962,0.00343763965208692,0.606744079929756,-1.6978555972701,"RIF1_HUMAN",7,3.98347662636758,0.00357662202775122,0.644904691848298,0.064415454864525,"Non-significant",0.190504463446572,"RIF1","Telomere-associated protein RIF1","RIF1_HUMAN"
0.572518467903135,6.8668161034584,4.25747405591543,0.0028087831307902,0.606744079929756,-1.55995687845366,"CSAD_HUMAN",4,3.9174378565921,0.00393872400456404,0.653476641689146,0.0420517921448003,"Non-significant",0.184769931521558,"CSAD","Cysteine sulfinic acid decarboxylase","CSAD_HUMAN"
-0.147241830825829,15.8490527868271,-3.2866198387482,0.0111696930416449,0.692240327202803,-2.53991670258298,"TKFC_HUMAN",40,-3.90680659956574,0.00400057938895913,0.653476641689146,-0.13585329055786,"Non-significant",0.184769931521558,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-0.252130985260001,10.3540019989014,-3.93412645508731,0.00438276843609617,0.623890931412006,-1.86634799014251,"SRS10_HUMAN",14,-3.89183399357582,0.0040894544178497,0.653476641689146,-0.142283678054826,"Non-significant",0.184769931521558,"SRSF10","Serine/arginine-rich splicing factor 10","SRS10_HUMAN"
-0.363938808441155,11.8413186073303,-4.17586402993539,0.00313803491978969,0.606744079929756,-1.63535613586774,"NOL3_HUMAN",8,-3.88573088556523,0.00412628251586415,0.653476641689146,-0.14438652992253,"Non-significant",0.184769931521558,"NOL3","Nucleolar protein 3","NOL3_HUMAN"
-0.156677484512327,13.6206909418106,-3.58802072122775,0.00717533295683203,0.692240327202803,-2.21675309117408,"BUP1_HUMAN",23,-3.88282726197244,0.00414392770705616,0.653476641689146,-0.0259547233581543,"Non-significant",0.184769931521558,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.70091700553894,6.6747419834137,3.97048629375977,0.00416570333907084,0.623890931412006,-1.83087474335615,"TGBR3_HUMAN",5,3.88237000173651,0.00414671376978855,0.653476641689146,0.01553106307985,"Non-significant",0.184769931521558,"TGFBR3","Transforming growth factor beta receptor type 3","TGBR3_HUMAN"
0.343225240707397,11.3498867750168,3.6873639600373,0.00621787884483796,0.677534499184729,-2.11384527067867,"TANC1_HUMAN",27,3.87564494297705,0.00418792030661025,0.653476641689146,0.152409791946411,"Non-significant",0.184769931521558,"TANC1","Protein TANC1","TANC1_HUMAN"
-0.421802759170584,10.184566617012,-4.70860273759123,0.00154924355448155,0.571389190957423,-1.16649644338408,"HMGA1_HUMAN",4,-3.85885388972358,0.00429271853153662,0.656595181238645,-0.0219213962555003,"Non-significant",0.18270230888835,"HMGA1","High mobility group protein HMG-I/HMG-Y","HMGA1_HUMAN"
0.905058741569518,6.1373263001442,3.87969365317028,0.0047307430154391,0.642251276209415,-1.91993407059169,"CSR2B_HUMAN",4,3.84678769332368,0.0043697485564317,0.656595181238645,0.0147480964660485,"Non-significant",0.18270230888835,"KAT14","Cysteine-rich protein 2-binding protein","CSR2B_HUMAN"
-0.934063911437999,10.0388488769531,-3.93668498517133,0.00436710357066522,0.623890931412006,-1.86384342621574,"MYH16_HUMAN",2,-3.81086172324998,0.00460792847265225,0.676539521614432,0.00533843040467374,"Non-significant",0.169706828012823,"MYH16","Putative uncharacterized protein MYH16","MYH16_HUMAN"
0.142134904861424,10.7448154687881,3.22261135162875,0.0122884219704567,0.692240327202803,-2.61055656297356,"MRE11_HUMAN",36,3.78940014808509,0.00475676533784209,0.676539521614432,0.00600051879883168,"Non-significant",0.169706828012823,"MRE11","Double-strand break repair protein MRE11","MRE11_HUMAN"
-0.483790397644038,10.2081871032715,-4.52740837912187,0.00196037041353406,0.582493355589718,-1.31981622859892,"ERD21_HUMAN",3,-3.77547927369424,0.00485603143770623,0.676539521614432,0.0422799587249667,"Non-significant",0.169706828012823,"KDELR1","ER lumen protein-retaining receptor 1","ERD21_HUMAN"
0.533392786979672,6.65646833181381,3.74694714247009,0.00570981682800629,0.65549167133444,-2.05301567741743,"YETS2_HUMAN",10,3.77279491820218,0.00487542458879559,0.676539521614432,-0.135249376296999,"Non-significant",0.169706828012823,"YEATS2","YEATS domain-containing protein 2","YETS2_HUMAN"
0.389322996139525,8.46337568759918,4.7623617848721,0.00144608573857319,0.571389190957423,-1.12220518142304,"NXT2_HUMAN",4,3.7649829550873,0.00493233146461165,0.676539521614432,-0.0781500339508501,"Non-significant",0.169706828012823,"NXT2","NTF2-related export protein 2","NXT2_HUMAN"
-0.212688446044922,9.20738387107849,-3.86451416263817,0.00483298534941448,0.642251276209415,-1.93497990598227,"NAGA_HUMAN",13,-3.69771730872869,0.00545250607897365,0.676539521614432,-0.0193960666656263,"Non-significant",0.169706828012823,"AMDHD2","N-acetylglucosamine-6-phosphate deacetylase","NAGA_HUMAN"
0.253341913223299,10.5992285013199,4.02590295601256,0.00385679727081861,0.619203440179052,-1.77730540580193,"GSTP1_HUMAN",10,3.68230454409227,0.0055796964546868,0.676539521614432,-0.0296685695648229,"Non-significant",0.169706828012823,"GSTP1","Glutathione S-transferase P","GSTP1_HUMAN"
0.125500202178948,17.8119304180145,3.09216731694939,0.0149490279973774,0.709335749536374,-2.75652517180535,"TBB4B_HUMAN",33,3.67149501041741,0.00567077247716266,0.676539521614432,0.0113928318023753,"Non-significant",0.169706828012823,"TUBB4B","Tubulin beta-4B chain","TBB4B_HUMAN"
-0.236518144607551,12.072896361351,-3.95288672262625,0.00426929250325599,0.623890931412006,-1.84801301015522,"BID_HUMAN",11,-3.66783512074536,0.00570196464671197,0.676539521614432,-0.0312731266021995,"Non-significant",0.169706828012823,"BID","BH3-interacting domain death agonist","BID_HUMAN"
0.591277718544007,6.82359558343887,3.63776053814684,0.00667768110451711,0.692240327202803,-2.16499788070163,"MK11_HUMAN",9,3.6654242503311,0.00572261100304256,0.676539521614432,-0.0215187072753498,"Non-significant",0.169706828012823,"MAPK11","Mitogen-activated protein kinase 11","MK11_HUMAN"
0.31714141368866,8.20296484231949,3.40377369551287,0.00939139432013187,0.692240327202803,-2.41240364212172,"HERC1_HUMAN",66,3.65989340214887,0.00577027607013606,0.676539521614432,-0.0248944759368896,"Non-significant",0.169706828012823,"HERC1","Probable E3 ubiquitin-protein ligase HERC1","HERC1_HUMAN"
-0.479863882064815,8.11205422878265,-3.71689031219471,0.00596032580305824,0.662494295424857,-2.08361705140709,"PP13G_HUMAN",8,-3.65256105538276,0.00583411539752396,0.676539521614432,0.0657777786254741,"Non-significant",0.169706828012823,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.201991081237775,10.3273048400879,-3.84233338221496,0.00498666877017416,0.642251276209415,-1.95704552066922,"C1RL_HUMAN",13,-3.65143233451661,0.00584400885359769,0.676539521614432,0.00832223892214934,"Non-significant",0.169706828012823,"C1RL","Complement C1r subcomponent-like protein","C1RL_HUMAN"
-0.683397531509375,11.6200560331345,-3.77833501606524,0.00546018806760052,0.65549167133444,-2.02124302464542,"HMGN3_HUMAN",4,-3.65041191467665,0.00585296831344854,0.676539521614432,0.13686418533325,"Non-significant",0.169706828012823,"HMGN3","High mobility group nucleosome-binding domain-containing protein 3","HMGN3_HUMAN"
1.04534256458282,5.81555813550949,3.65082455684293,0.00655316716092154,0.690550627840486,-2.15148103401078,"ZC3H8_HUMAN",3,3.64071458820061,0.00593884153983614,0.676539521614432,-0.0136871337890767,"Non-significant",0.169706828012823,"ZC3H8","Zinc finger CCCH domain-containing protein 8","ZC3H8_HUMAN"
-0.35653781890869,8.60513281822205,-4.39025278439875,0.00235022577378225,0.606744079929756,-1.44006436425572,"THRSP_HUMAN",5,-3.63731039803005,0.00596930212785562,0.676539521614432,0.0566842555999791,"Non-significant",0.169706828012823,"THRSP","Thyroid hormone-inducible hepatic protein","THRSP_HUMAN"
-0.193842411041253,13.3895270824432,-3.85218302128865,0.0049177868056283,0.642251276209415,-1.94723528770535,"SDCB1_HUMAN",13,-3.6351178810228,0.00598900818023188,0.676539521614432,0.0241637229919505,"Non-significant",0.169706828012823,"SDCBP","Syntenin-1","SDCB1_HUMAN"
-0.354835987091064,6.42865991592407,-3.56268894645131,0.00744382895387461,0.692240327202803,-2.24328743997279,"SVEP1_HUMAN",15,-3.63353157981267,0.00600330854772481,0.676539521614432,-0.250619769096375,"Non-significant",0.169706828012823,"SVEP1","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","SVEP1_HUMAN"
-0.166522026062001,11.1309204101562,-3.36862038518251,0.00989121707367583,0.692240327202803,-2.45041844454671,"NADE_HUMAN",23,-3.60769188356025,0.00624140687843679,0.693736649474467,-0.0283548831939502,"Non-significant",0.158805361513028,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN"
-0.304373979568496,14.6848222017288,-5.53601780005519,0.000561495485819995,0.533220838647982,-0.54268776389149,"HIG1A_HUMAN",4,-3.57015467147637,0.00660523180702719,0.705097373918833,0.105036735534668,"Non-significant",0.151750902816481,"HIGD1A","HIG1 domain family member 1A, mitochondrial","HIG1A_HUMAN"
-0.160650968551622,11.1426059007645,-3.47470205589165,0.00846257057960904,0.692240327202803,-2.33636230939113,"APOL3_HUMAN",18,-3.55601075158056,0.00674807246116451,0.705097373918833,-0.429084300994875,"Non-significant",0.151750902816481,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
0.654379367828367,5.86191964149475,3.52428436126642,0.00787146975538606,0.692240327202803,-2.2837398562137,"ATF6A_HUMAN",8,3.55298691894484,0.00677903136616937,0.705097373918833,0.000164031982421875,"Non-significant",0.151750902816481,"ATF6","Cyclic AMP-dependent transcription factor ATF-6 alpha","ATF6A_HUMAN"
0.405871748924262,7.65169399976731,3.48640927383145,0.00831887372340323,0.692240327202803,-2.32389727910701,"GARE1_HUMAN",12,3.51878692663919,0.00713980160282669,0.705097373918833,-0.0205167531967172,"Non-significant",0.151750902816481,"GAREM1","GRB2-associated and regulator of MAPK protein 1","GARE1_HUMAN"
-0.185460805892944,9.60828578472137,-3.31684144517569,0.0106793001806328,0.692240327202803,-2.50679942527643,"FMO1_HUMAN",22,-3.50429285067509,0.00729875572665396,0.705097373918833,0.360827445983883,"Non-significant",0.151750902816481,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN"
-0.687961697578431,6.44645994901657,-3.75183049120763,0.00567019076745184,0.65549167133444,-2.04806010271133,"CNIH1_HUMAN",2,-3.48977030671122,0.00746176726988489,0.705097373918833,0.1586351394653,"Non-significant",0.151750902816481,"CNIH1","Protein cornichon homolog 1","CNIH1_HUMAN"
0.111832857131951,12.8664821386337,2.7164802045713,0.0265368119221183,0.78883459586427,-3.18991250840657,"OPA1_HUMAN",53,3.48293873252778,0.00753977220750624,0.705097373918833,0.0577263832092303,"Non-significant",0.151750902816481,"OPA1","Dynamin-like GTPase OPA1, mitochondrial","OPA1_HUMAN"
-0.457764744758606,7.80806821584702,-3.54319439840339,0.00765772866465104,0.692240327202803,-2.26378778569379,"PHC3_HUMAN",8,-3.48211033640548,0.00754928930746947,0.705097373918833,0.0894727706909482,"Non-significant",0.151750902816481,"PHC3","Polyhomeotic-like protein 3","PHC3_HUMAN"
-0.460290908813469,9.26430225372315,-3.47091696910415,0.00850959125263732,0.692240327202803,-2.34039766484863,"IKBB_HUMAN",10,-3.48124636880155,0.00755922855361286,0.705097373918833,-0.0166914463042982,"Non-significant",0.151750902816481,"NFKBIB","NF-kappa-B inhibitor beta","IKBB_HUMAN"
0.199434041976929,10.6794272661209,4.3337091364341,0.00253475192694085,0.606744079929756,-1.49070010936087,"LYRM1_HUMAN",9,3.47921515825034,0.00758265031089555,0.705097373918833,-0.044247627258299,"Non-significant",0.151750902816481,"LYRM1","LYR motif-containing protein 1","LYRM1_HUMAN"
-0.3832665681839,7.41406005620957,-3.55009454383626,0.0075812801825738,0.692240327202803,-2.25652367253725,"MYCT_HUMAN",9,-3.46866300730707,0.00770556230894107,0.705097373918833,0.174378395080547,"Non-significant",0.151750902816481,"SLC2A13","Proton myo-inositol cotransporter","MYCT_HUMAN"
-0.21786093711855,13.5143917798996,-3.19226769252936,0.0128594164677078,0.692240327202803,-2.64427532074689,"PFKAP_HUMAN",34,-3.45742459345974,0.0078387773750616,0.705097373918833,-0.0361305475234976,"Non-significant",0.151750902816481,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-0.439159154891986,9.85740792751313,-3.52223296137052,0.0078950352891904,0.692240327202803,-2.28590821477291,"K1143_HUMAN",8,-3.44927832810384,0.00793685349041164,0.705097373918833,-0.0861656665802499,"Non-significant",0.151750902816481,"KIAA1143","Uncharacterized protein KIAA1143","K1143_HUMAN"
-0.24416518211365,7.85157108306885,-3.27944920498432,0.011289499432053,0.692240327202803,-2.54779675614047,"L2GL1_HUMAN",23,-3.44254061531546,0.00801894689317981,0.705097373918833,0.0582036972046005,"Non-significant",0.151750902816481,"LLGL1","Lethal(2) giant larvae protein homolog 1","L2GL1_HUMAN"
-0.459621667861935,9.63383448123932,-3.60660986198315,0.00698487171571756,0.692240327202803,-2.19735691827767,"RN181_HUMAN",6,-3.43786498117611,0.00807644026745137,0.705097373918833,0.137647390365602,"Non-significant",0.151750902816481,"RNF181","E3 ubiquitin-protein ligase RNF181","RN181_HUMAN"
-0.383482456207275,8.16121912002563,-3.572543260657,0.00733813176527935,0.692240327202803,-2.23295125671314,"WLS_HUMAN",8,-3.4374149249013,0.0080819971600095,0.705097373918833,0.0104157924651993,"Non-significant",0.151750902816481,"WLS","Protein wntless homolog","WLS_HUMAN"
-0.362506866455075,8.44413709640503,-3.78683521425515,0.00539461352523964,0.65549167133444,-2.01267105988535,"S26A1_HUMAN",6,-3.41726911654072,0.00833490358998028,0.705097373918833,0.0210938453674494,"Non-significant",0.151750902816481,"SLC26A1","Sulfate anion transporter 1","S26A1_HUMAN"
0.398819208145142,8.33640873432159,4.019358158091,0.00389196148005073,0.619203440179052,-1.78360079048536,"BL1S6_HUMAN",4,3.41337362551485,0.00838475945774182,0.705097373918833,0.0315463542938001,"Non-significant",0.151750902816481,"BLOC1S6","Biogenesis of lysosome-related organelles complex 1 subunit 6","BL1S6_HUMAN"
