"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.74108505249022,10.3002829551697,-30.5329628810234,1.74437927573149e-09,4.9062594973388e-07,12.7161200478237,"TDRD7_HUMAN",52,-34.8017192503812,1.81648199681711e-10,6.69951587371548e-08,0.0824971199035751,"Non-significant",7.17395657953357,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-2.19968152046205,11.6988676786423,-31.1010866311805,1.50956307126294e-09,4.9062594973388e-07,12.8632063939557,"TAP1_HUMAN",24,-32.8752060736551,2.93799715899054e-10,9.88835919648466e-08,0.125142216682438,"Non-significant",7.00487576614099,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.7172405719757,10.1752256155014,-30.1701289968769,1.91578486989699e-09,4.9062594973388e-07,12.6204947908278,"ECE1_HUMAN",28,-32.7772217406432,3.01295236491216e-10,9.88835919648466e-08,0.135933876037573,"Non-significant",7.00487576614099,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-1.45254588127138,12.6067532300949,-30.92840673329,1.57694186427356e-09,4.9062594973388e-07,12.8188359263978,"SP100_HUMAN",21,-32.7339946564156,3.04669681922746e-10,9.88835919648466e-08,0.32157123088837,"Non-significant",7.00487576614099,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-1.65373945236209,10.158921957016,-29.5044178541447,2.2819240188529e-09,5.61076711787044e-07,12.4415108291465,"KPCD2_HUMAN",30,-32.3223710054627,3.39005399989736e-10,1.04034190513962e-07,0.279166579246523,"Non-significant",6.98282390770813,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-1.19736909866332,14.9533860683441,-30.2091179290145,1.89648571756982e-09,4.9062594973388e-07,12.6308346140261,"APOL2_HUMAN",21,-32.2422199549274,3.46182295276926e-10,1.04034190513962e-07,-0.800621509552,"Up in BD",6.98282390770813,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
-1.80202937126162,16.7121974229813,-30.9544926691294,1.56654955567171e-09,4.9062594973388e-07,12.825557425943,"HLAA_HUMAN",17,-31.5575359034575,4.14902969121132e-10,1.20232953266031e-07,-0.0109677314758105,"Non-significant",6.91997648524349,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.6256699562073,9.71751999855043,-30.4192227870629,1.79617964954238e-09,4.9062594973388e-07,12.6862872751113,"ACES_HUMAN",16,-30.4941417610637,5.53962715810842e-10,1.5148693010617e-07,0.2395694255829,"Non-significant",6.81962483533082,"ACHE","Acetylcholinesterase","ACES_HUMAN"
-1.34948134422301,10.3572789430618,-27.9598546875122,3.47718900626868e-09,7.83719766579558e-07,12.0076327684777,"TLR3_HUMAN",25,-30.438657289468,5.62533235166991e-10,1.5148693010617e-07,-1.96186137199405,"Up in BD",6.81962483533082,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-1.5212814807892,12.8795424699783,-28.445341069946,3.03866044716914e-09,7.04448310523725e-07,12.1469151161672,"ANXA1_HUMAN",23,-30.3361192275733,5.78764460597888e-10,1.5148693010617e-07,0.158582925796511,"Non-significant",6.81962483533082,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.57112145423891,10.7402282953262,-26.8434101804908,4.78345021709824e-09,9.95202950295772e-07,11.6766196274037,"PAR10_HUMAN",43,-30.0824119490569,6.21220235170381e-10,1.5751815588039e-07,0.0990629196167241,"Non-significant",6.8026693812761,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.60891699790954,10.5753084421158,-26.4062524177676,5.43905016609209e-09,1.07640129384564e-06,11.5427482254585,"CMTR1_HUMAN",42,-29.3609031022743,7.62237159968064e-10,1.82418216783928e-07,-1.28038430213928,"Up in BD",6.73893179400269,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.7407057285309,11.8603445291519,-27.6302745352853,3.81544313651013e-09,8.14697516043243e-07,11.9114976956134,"E2AK2_HUMAN",23,-29.234272498043,7.90503965356053e-10,1.82418216783928e-07,0.205085754394526,"Non-significant",6.73893179400269,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-2.94332480430605,13.0785480737686,-56.7970044445324,1.32178662794316e-11,9.74997881739161e-09,17.2897378188154,"HLAB_HUMAN",2,-29.145688072822,8.10973636184867e-10,1.82418216783928e-07,-0.0368537902832013,"Non-significant",6.73893179400269,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-2.37611413002018,11.5486308336258,-30.1318835575981,1.93493103173332e-09,4.9062594973388e-07,12.610336987313,"NAT8_HUMAN",11,-29.1340472140226,8.13707277457851e-10,1.82418216783928e-07,0.0024324655532828,"Non-significant",6.73893179400269,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.69692301750182,12.4180279970169,-26.2815540977441,5.64417742041474e-09,1.09040132355346e-06,11.504105222667,"PML_HUMAN",44,-29.0579589822203,8.31830665640291e-10,1.82418216783928e-07,-0.215291500091549,"Non-significant",6.73893179400269,"PML","Protein PML","PML_HUMAN"
-1.45891594886775,11.7917383909225,-27.733547122586,3.70562399827553e-09,8.12633327621829e-07,11.9417609467784,"APOL3_HUMAN",18,-28.5025296993287,9.78643265690649e-10,2.08966090995103e-07,0.770185708999652,"Up in B1",6.67992418129797,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-1.52499651908876,9.56575787067414,-25.6206996709183,6.88768209303366e-09,1.23577244535372e-06,11.2958312853304,"PHAR4_HUMAN",29,-27.8055845116477,1.20540645902173e-09,2.50786359192367e-07,-0.40559220314025,"Non-significant",6.60069608940669,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-1.38716554641728,10.6948938369751,-25.787451512049,6.54710762311185e-09,1.20734616486204e-06,11.3489450628912,"IFIT5_HUMAN",24,-27.649928343257,1.26372219557941e-09,2.56346047373284e-07,-0.12125039100645,"Non-significant",6.59117337460433,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-1.00239658355715,16.3587183952332,-23.0299217776768,1.583129299092e-08,2.37879835793194e-06,10.4179499024254,"AMPL_HUMAN",38,-27.2628887609496,1.42286831460656e-09,2.76118275999545e-07,-0.0790042877197248,"Non-significant",6.55890484688094,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-1.29236102104185,13.61001932621,-26.012102630861,6.11784228496593e-09,1.15442261163287e-06,11.4198989305383,"LG3BP_HUMAN",20,-27.2483816279254,1.42925407838069e-09,2.76118275999545e-07,-0.0538854598999237,"Non-significant",6.55890484688094,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.934315204620347,10.8074407577515,20.8722645122847,3.40523678549953e-08,4.31115566834075e-06,9.60096061707939,"CGNL1_HUMAN",84,26.6958768381909,1.69800688778435e-09,3.2040995087168e-07,-0.0432157516479492,"Non-significant",6.4942940046304,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.864587306976304,14.6566495895386,20.8932401157324,3.37874892244973e-08,4.31115566834075e-06,9.60932896849289,"ACOHC_HUMAN",48,26.0996844476343,2.0530804218196e-09,3.78606694151005e-07,0.257158994674683,"Non-significant",6.42181171153667,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.15414834022523,12.1783372163772,-24.2073021512589,1.07295797913712e-08,1.67422712359973e-06,10.8296591479106,"CASP1_HUMAN",20,-25.3795738245641,2.59719509374028e-09,4.60143037130911e-07,0.873240232467651,"Up in B1",6.33710714531732,"CASP1","Caspase-1","CASP1_HUMAN"
-3.45909690856935,11.9744420051575,-24.4264469040874,1.00006029759139e-08,1.65601821523602e-06,10.9038739495909,"OAS1_HUMAN",20,-25.3662813862892,2.60864921222848e-09,4.60143037130911e-07,-0.336020708084099,"Non-significant",6.33710714531732,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-1.08595275878905,11.8458244800568,-22.3559098691662,1.99550478706925e-08,2.88451368639616e-06,10.171859971419,"OGFR_HUMAN",31,-25.0812032991447,2.86839933691958e-09,4.95195579143947e-07,0.00515937805175781,"Non-significant",6.30522324113244,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
-1.57974648475647,9.40203154087067,-25.5649963316031,7.00585808309972e-09,1.23577244535372e-06,11.2780029205186,"TMM62_HUMAN",13,-24.790001571741,3.16390823694065e-09,5.34832321552842e-07,0.13902282714845,"Non-significant",6.27178235487324,"TMEM62","Transmembrane protein 62","TMM62_HUMAN"
-1.35972380638125,12.5567296743393,-22.3119462731451,2.02634064733277e-08,2.88451368639616e-06,10.155531756799,"AMPE_HUMAN",38,-24.6490399304929,3.31904515825804e-09,5.49606783961342e-07,0.00740766525266956,"Non-significant",6.2599479152884,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
1.01700162887573,10.9000427722931,21.9017234278153,2.34139983996555e-08,3.27553763818628e-06,10.0014903132705,"ACO12_HUMAN",27,24.2560167080225,3.79834952944359e-09,6.16396161638106e-07,-0.176222562789917,"Non-significant",6.21014007434132,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-1.30111670494082,10.5103505849838,-26.547295191669,5.217080868257e-09,1.05828485412593e-06,11.5862103725196,"AMY1B_HUMAN",12,-24.1381735881692,3.95676506848536e-09,6.29513564033141e-07,-0.00940752029415037,"Non-significant",6.20099490777807,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-1.02259445190427,12.7808270454407,-21.2067311669867,3.00925430423934e-08,4.06951490409966e-06,9.73334964697157,"ITA5_HUMAN",29,-23.608727210741,4.76564723044165e-09,7.35347853061575e-07,0.187200307846069,"Non-significant",6.13350717121803,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
-3.81978917121886,10.5502690076828,-22.6435840604214,1.80628846740737e-08,2.66476811355335e-06,10.2778583986537,"CMPK2_HUMAN",26,-23.5866166581488,4.80323344987225e-09,7.35347853061575e-07,-0.399662733077976,"Non-significant",6.13350717121803,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-1.3011953830719,10.7736636400223,-24.6091765255389,9.4352018208718e-09,1.59494224113654e-06,10.9651997380072,"MTAP2_HUMAN",13,-23.3315451743975,5.26161921699667e-09,7.86894642195427e-07,-0.611803293228174,"Up in BD",6.10408341170216,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
-2.2716932296753,10.552848815918,-24.2712077044406,1.05110043782734e-08,1.67422712359973e-06,10.8513770416744,"SYUG_HUMAN",9,-23.2456221239373,5.42686492425047e-09,7.86894642195427e-07,0.00199437141420056,"Non-significant",6.10408341170216,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.660874605178826,13.1537307500839,16.2516544529217,2.36047728112242e-07,1.70581959975246e-05,7.50653303989051,"FAT1_HUMAN",153,23.2435746779241,5.43087256136849e-09,7.86894642195427e-07,-0.131703853607178,"Non-significant",6.10408341170216,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-1.3466787338257,12.7311749458313,-28.7763775470788,2.7753763380827e-09,6.62335400211853e-07,12.2403354247703,"SP14L_HUMAN",9,-22.94990132023,6.04144993969595e-09,8.6000569843321e-07,0.00977468490600408,"Non-significant",6.06549867109376,"SP140L","Nuclear body protein SP140-like protein","SP14L_HUMAN"
-2.20368957519535,12.3383109569549,-25.3384509709488,7.51056293851619e-09,1.29661080176852e-06,11.2050477527271,"BST2_HUMAN",7,-22.8244312932365,6.32537130511797e-09,8.84897633960814e-07,-0.0509872436523224,"Non-significant",6.05310696611265,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
0.661865711212153,15.9618327617645,16.0559464114989,2.59103049049809e-07,1.81238115516392e-05,7.40490162773063,"FAS_HUMAN",149,22.6500621422865,6.74499165699329e-09,9.1493100558836e-07,0.295987367629975,"Non-significant",6.03861165459148,"FASN","Fatty acid synthase","FAS_HUMAN"
0.803682088851904,13.1405111551285,20.6808153199959,3.65809281515094e-08,4.49723713668708e-06,9.52416776417102,"BUP1_HUMAN",23,22.6418234087658,6.76557312488312e-09,9.1493100558836e-07,0.438314676284799,"Non-significant",6.03861165459148,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-2.42303895950317,12.7721273899078,-30.9417587208502,1.57161293789875e-09,4.9062594973388e-07,12.8222771329253,"IFM3_HUMAN",3,-22.2494789537186,7.83183935763989e-09,1.04176302537525e-06,0.088016271591183,"Non-significant",5.98223106076439,"IFITM3","Interferon-induced transmembrane protein 3","IFM3_HUMAN"
-1.53559994697572,9.90617692470551,-23.6304685508009,1.29515795221542e-08,1.98281351401433e-06,10.6307418427544,"HG2A_HUMAN",11,-22.1718062783801,8.06446229973667e-09,1.04998644282826e-06,0.00994682312012429,"Non-significant",5.97881630839948,"CD74","HLA class II histocompatibility antigen gamma chain","HG2A_HUMAN"
-2.19735646247863,12.1888593435287,-20.9183150754973,3.34738796997959e-08,4.31115566834075e-06,9.61932113980352,"SAMH1_HUMAN",38,-22.1430700083818,8.15247053218888e-09,1.04998644282826e-06,-0.120176315307624,"Non-significant",5.97881630839948,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-1.30733346939087,10.5586044788361,-24.2345181814031,1.06358739925826e-08,1.67422712359973e-06,10.8389160144417,"GMPR1_HUMAN",11,-21.86025524241,9.07821087749432e-09,1.15094692281233e-06,0.211651802063026,"Non-significant",5.93894470387779,"GMPR","GMP reductase 1","GMPR1_HUMAN"
-1.10670423507688,13.2961173057556,-19.9038373703874,4.92523032985175e-08,5.70904555663101e-06,9.20464305163462,"HOIL1_HUMAN",29,-21.7522147214076,9.46235910283558e-09,1.17494905156475e-06,0.303028106689453,"Non-significant",5.92998096497013,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.866405010223374,10.9584877490997,-19.7432527388583,5.24481167809968e-08,5.91190765140555e-06,9.13697574108805,"CASP8_HUMAN",25,-21.7263097302521,9.55714042436201e-09,1.17494905156475e-06,-0.153468608856175,"Non-significant",5.92998096497013,"CASP8","Caspase-8","CASP8_HUMAN"
-2.576623916626,9.77278590202333,-20.891707945635,3.38067587376181e-08,4.31115566834075e-06,9.60871800006625,"HLAF_HUMAN",14,-21.3808853132364,1.09276858697343e-08,1.32339168876155e-06,0.104085683822674,"Non-significant",5.87831159716434,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-1.7856296300888,8.37371951341629,-21.5878261870695,2.61985250429284e-08,3.60296325759866e-06,9.88152187371155,"KCRB_HUMAN",12,-21.2934597295682,1.13084392318825e-08,1.33778747191086e-06,0.453780651092524,"Non-significant",5.87361287543785,"CKB","Creatine kinase B-type","KCRB_HUMAN"
-4.87642669677736,12.3710236549377,-20.4526400565774,3.98745189044971e-08,4.78378070623397e-06,9.43165865088013,"OAS2_HUMAN",31,-21.2782221381844,1.13763046046154e-08,1.33778747191086e-06,0.0909638404846227,"Non-significant",5.87361287543785,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
-1.71672034263613,9.47055852413179,-19.5941728857937,5.56249368602806e-08,6.01787650245756e-06,9.0736403601659,"ZNFX1_HUMAN",61,-21.1788645336126,1.18301267640248e-08,1.37128069376139e-06,-0.0185010433196986,"Non-significant",5.86287363837292,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-1.1533329486847,15.0224093198776,-19.733665259187,5.26461692601758e-08,5.91190765140555e-06,9.13291760257349,"GBP1_HUMAN",22,-20.8446349568856,1.35115964101562e-08,1.54412807425363e-06,-0.0574722290038743,"Non-significant",5.81131668092072,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.828069210052499,13.5157041549682,18.6865887654478,8.03359866991794e-08,7.76007376282312e-06,8.67692678279484,"HDAC6_HUMAN",26,20.6943097809974,1.43535009209382e-08,1.61755981211795e-06,-0.484440207481385,"Non-significant",5.79113965156033,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN"
-2.31121802330015,10.2284897565842,-19.3629401036695,6.09896414621307e-08,6.42688247823024e-06,8.97440356826793,"HELZ2_HUMAN",117,-20.6315833905916,1.47219776531792e-08,1.62530756848628e-06,0.0730719566345499,"Non-significant",5.78906444228086,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-0.810532808303822,13.8930059671402,-18.0973464421084,1.02942267871284e-07,9.29546919900642e-06,8.4085730686374,"EHD4_HUMAN",31,-20.614713555606,1.48228691234884e-08,1.62530756848628e-06,-0.00370764732361017,"Non-significant",5.78906444228086,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
0.995331287384033,8.99786257743835,17.4381838936816,1.37122262744794e-07,1.11847356966398e-05,8.09757684560981,"SORL_HUMAN",64,20.1037313614058,1.82768834425763e-08,1.97731509670752e-06,-2.49690496921539,"Up in BD",5.70392411780962,"SORL1","Sortilin-related receptor","SORL_HUMAN"
-1.14466428756714,9.98331713676453,-19.6496434932082,5.4418274016229e-08,5.96689020767138e-06,9.09726509223719,"BT3A3_HUMAN",17,-20.0328961787528,1.88229771507776e-08,2.00280543653664e-06,-0.238739490509031,"Non-significant",5.69836123839623,"BTN3A3","Butyrophilin subfamily 3 member A3","BT3A3_HUMAN"
-3.80558419227602,14.5865234136581,-19.1667226891705,6.60008959990815e-08,6.86578551457112e-06,8.8892237115778,"OAS3_HUMAN",45,-20.0096466372976,1.90061644827854e-08,2.00280543653664e-06,1.42775046825409,"Up in B1",5.69836123839623,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-1.1471984386444,10.77057492733,-18.9328259226373,7.25893730261672e-08,7.43545147883348e-06,8.78649854087229,"ANGL3_HUMAN",22,-19.9729106982235,1.92996808549647e-08,2.00766167252799e-06,-0.255810618400576,"Non-significant",5.69730947187263,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.78929924964905,11.340872168541,15.8559199081692,2.85314439392963e-07,1.88214744815813e-05,7.29974439444917,"VP13C_HUMAN",153,19.8906720839036,1.99752643099999e-08,2.05163664064987e-06,1.16339063644409,"Up in B1",5.68789955337215,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
-2.21865558624267,7.74151039123535,-18.8103176119504,7.63331555253546e-08,7.51490835109414e-06,8.7321692383165,"PKHA4_HUMAN",27,-19.6989922647865,2.16546865663984e-08,2.19632658499696e-06,0.723931312561035,"Up in B1",5.65830308156418,"PLEKHA4","Pleckstrin homology domain-containing family A member 4","PKHA4_HUMAN"
-1.73316240310668,15.6345860958099,-30.6132031165598,1.70884716092704e-09,4.9062594973388e-07,12.7370880193371,"B2MG_HUMAN",4,-19.6308944135843,2.22887855401778e-08,2.23273093670374e-06,0.07037353515625,"Non-significant",5.65116360999862,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
-0.616385221481323,11.6780589818955,-16.5272631468721,2.07386367416638e-07,1.54379172955835e-05,7.64760215450564,"C1R_HUMAN",30,-19.5859490354649,2.27186351118331e-08,2.24803664996847e-06,0.125000238418576,"Non-significant",5.64819661269848,"C1R","Complement C1r subcomponent","C1R_HUMAN"
1.15481090545655,11.0650060176849,20.4000302862541,4.06804127101484e-08,4.78378070623397e-06,9.4101749829484,"IYD1_HUMAN",13,19.5471098999398,2.30975410847771e-08,2.25799335375761e-06,-0.25636482238775,"Non-significant",5.646277340724,"IYD","Iodotyrosine deiodinase 1","IYD1_HUMAN"
-2.55369091033934,9.99624848365783,-18.90870565256,7.33098494339017e-08,7.43545147883348e-06,8.77583057923941,"IRF9_HUMAN",16,-19.5051205147143,2.35151285902402e-08,2.27144944501439e-06,0.394200325012196,"Non-significant",5.64369692470699,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-1.80036067962646,9.57238626480102,-18.4599266981302,8.82961516672214e-08,8.42864676032746e-06,8.57474241972716,"ITA3_HUMAN",23,-19.304739044407,2.56274670025084e-08,2.44636785009827e-06,0.436167240142822,"Non-significant",5.61147823934537,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
0.811339139938372,16.031668305397,17.8132350718645,1.16337822567869e-07,1.00421818331456e-05,8.27596723019403,"AK1C4_HUMAN",23,19.2064219360754,2.67406436356115e-08,2.52192600862001e-06,-1.04990983009342,"Up in BD",5.59826765944392,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
