"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.21957468986511,10.1367832422256,-64.0472638960184,1.65004531685041e-11,7.87556923583777e-09,17.2321716415143,"HELZ2_HUMAN",117,-81.2516421734135,4.38639346812392e-13,3.23556332730523e-10,-0.292019844055151,"Non-significant",9.49005009563158,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.90641975402835,11.4142956733704,-65.2401550292813,1.43793000766021e-11,7.50637422008112e-09,17.3501787717733,"STAT2_HUMAN",35,-78.2856943978818,5.92612134480833e-13,4.00704571598123e-10,-0.0882256031036501,"Non-significant",9.39717570271701,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
2.29428219795228,11.8137995004654,64.9872577769252,1.48018224699652e-11,7.50637422008112e-09,17.3254295657267,"TSP1_HUMAN",50,77.3279463192829,6.54667003539083e-13,4.08612928208932e-10,-0.0433366298675537,"Non-significant",9.38868789673202,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.96944880485535,15.2848650217056,65.2772435208282,1.43184925278884e-11,7.50637422008112e-09,17.3537963449678,"FIBG_HUMAN",29,74.4114279295458,8.93497825277298e-13,4.93641781145388e-10,-0.0755071640014755,"Non-significant",9.30658808934562,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-4.03984355926518,12.5758988857269,-69.652036612174,8.82694055375013e-12,6.5110723321026e-09,17.7599376203844,"IFIT2_HUMAN",29,-74.2173540454213,9.12574157897562e-13,4.93641781145388e-10,-0.0511903762817347,"Non-significant",9.30658808934562,"IFIT2","Interferon-induced protein with tetratricopeptide repeats 2","IFIT2_HUMAN"
1.96006011962893,13.6845843791962,67.4487698402971,1.12180529871295e-11,7.50637422008112e-09,17.560381437325,"FGL1_HUMAN",17,64.6967729829547,2.76998953055053e-12,1.3651362760829e-09,-0.196264505386376,"Non-significant",8.86482399258171,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-3.32860660552977,10.7088606357574,-71.3895185441289,7.3451775255708e-12,5.95987704424814e-09,17.91058392137,"ISG20_HUMAN",11,-64.4409756457918,2.8601573445168e-12,1.3651362760829e-09,0.00947952270507635,"Non-significant",8.86482399258171,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-3.24303221702574,10.0214322805405,-58.4577358645777,3.25948084508585e-11,1.39196987247508e-08,16.6333094486954,"CMPK2_HUMAN",26,-61.9648910768983,3.92619100319824e-12,1.76983965555281e-09,-0.405185461044324,"Non-significant",8.75206607819356,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-1.56604933738707,11.8736182451248,-50.7269328534468,9.37953535932568e-11,3.60577885718593e-08,15.6584653683831,"SAMH1_HUMAN",38,-60.7569903906252,4.60349740988534e-12,1.9659356833584e-09,0.0721607208251944,"Non-significant",8.70643069444867,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
1.63584089279177,14.60715675354,49.9915793307188,1.04572801506433e-10,3.60577885718593e-08,15.5553409962897,"FIBB_HUMAN",38,58.8421545495845,5.96362974202149e-12,2.41944458633812e-09,-0.165755987167358,"Non-significant",8.61628432028946,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.68872857093812,10.9132152795792,-60.7256857262051,2.45429468160643e-11,1.10634150258637e-08,16.885862101435,"T23O_HUMAN",17,-57.8458232528289,6.84630587869421e-12,2.64528218570118e-09,0.2017869949341,"Non-significant",8.57752799275694,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.08895874023435,11.0046787261963,-38.208395127304,7.72992940981078e-10,2.16278093900706e-07,13.5816990145533,"PAR14_HUMAN",91,-53.9880622171963,1.19586314659847e-11,4.41056071431819e-09,-0.0941791534423722,"Non-significant",8.35550619519098,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-3.42556214332583,11.7042135000229,-50.2561037250784,1.00541921098455e-10,3.60577885718593e-08,15.5926665851702,"OAS1_HUMAN",20,-52.1578745524992,1.58011428195286e-11,5.57436838424587e-09,-0.112722039222715,"Non-significant",8.25380433415901,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-0.752314329147353,12.0515414476395,-31.0178071531918,3.63575368658059e-09,7.02392986021784e-07,11.9754578100254,"TENS1_HUMAN",76,-51.0160332705394,1.88948069503621e-11,6.26702894907032e-09,0.0941123962402486,"Non-significant",8.2029382991739,"TNS1","Tensin-1","TENS1_HUMAN"
-1.12877082824708,10.864449262619,-36.4204863144192,1.10374911075054e-09,2.88897428536448e-07,13.2172546959209,"RN213_HUMAN",232,-50.8791596288101,1.93093078292776e-11,6.26702894907032e-09,0.593165874481198,"Up in BT",8.2029382991739,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-2.39906930923463,11.4433505535126,-44.0077891170745,2.7018519556796e-10,8.43185644937857e-08,14.6357971535676,"DDX60_HUMAN",75,-48.8029262095812,2.70333043851798e-11,8.43647045312879e-09,0.0606777667999303,"Non-significant",8.07383921016762,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-2.76030731201172,10.1505947113037,-42.5472118566206,3.47332598608904e-10,1.00652025182595e-07,14.387070017611,"IFIH1_HUMAN",45,-45.8102939868076,4.50593694551062e-11,1.35411749540271e-08,-0.312824010848974,"Non-significant",7.86834365072386,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-2.2136812210083,12.8798508644104,-48.0786722513726,1.39834123877005e-10,4.53845632455206e-08,15.2774902616393,"UB2L6_HUMAN",12,-44.4985079450869,5.69670049913343e-11,1.65082242321317e-08,-0.0337550640106308,"Non-significant",7.78229964070836,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-0.944321393966675,13.0232862234116,-36.6104000342846,1.06190483587457e-09,2.8720986127621e-07,13.2569584402412,"HOIL1_HUMAN",29,-43.3436661580471,7.0432841876357e-11,1.97066234132676e-08,0.260145664215075,"Non-significant",7.70538778255007,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
-0.687725543975823,11.6971061229706,-27.9665051203257,7.8323968987783e-09,1.19909563088089e-06,11.1609229548777,"DSRAD_HUMAN",59,-42.3809496302401,8.44263062976312e-11,2.28345016432993e-08,-1.31436157226565,"Up in D",7.64140846231084,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-1.2555012702942,16.3109366893768,-43.6089692387397,2.89125665264226e-10,8.68876165908862e-08,14.5689118759462,"HLAA_HUMAN",17,-41.7700059832762,9.49178580058053e-11,2.48439838664227e-08,-0.226701736450192,"Non-significant",7.60477876145538,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-0.975282192230248,12.0058879852295,-32.9830921704289,2.30479169421422e-09,5.41739565929554e-07,12.4539799538272,"PML_HUMAN",44,-41.1951517505792,1.06143011186503e-10,2.69138872739778e-08,0.0163912773132253,"Non-significant",7.57002357092022,"PML","Protein PML","PML_HUMAN"
0.83423733711245,13.1276408433914,27.858106693582,8.06090253310692e-09,1.21122524358573e-06,11.1302062718732,"FAT1_HUMAN",153,39.3132313461968,1.54754463449588e-10,3.80508398918169e-08,-0.333033084869399,"Non-significant",7.41963575265541,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-2.1258566379547,11.1336041688919,-57.1508017185554,3.85778408825103e-11,1.56510300460344e-08,16.4813839582507,"PLS1_HUMAN",7,-39.1082447349019,1.61416052648379e-10,3.85214662114397e-08,0.00687336921689941,"Non-significant",7.41429719103299,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-0.989133119583126,13.8804904222488,-32.3737979144765,2.64686497572779e-09,5.74137032646374e-07,12.3091555257797,"PLOD2_HUMAN",38,-38.9067830766912,1.68278386862461e-10,3.90117380286289e-08,-0.138647079467775,"Non-significant",7.40880470081795,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.533721446990974,12.6368358135224,21.332411532133,5.78522798028305e-08,5.10231954695833e-06,8.99817268390888,"LRP1_HUMAN",189,38.6044265595312,1.79200928441512e-10,4.03898981492898e-08,-0.24087381362915,"Non-significant",7.39372724198369,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-0.784984111785899,11.9004244804382,-28.7431266970607,6.39418669915759e-09,1.05882511993805e-06,11.377245233279,"DTX3L_HUMAN",43,-37.1457685574116,2.44426988836884e-10,5.36021780384454e-08,0.0548577308654821,"Non-significant",7.27081756308969,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-4.74411153793335,8.89610195159912,-35.0220095761505,1.47640095063029e-09,3.74359916044193e-07,12.9172201079914,"IFI44_HUMAN",27,-36.5958263661265,2.75638066975623e-10,5.88559809326371e-08,0.590553998947149,"Up in BT",7.23020939766237,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
-1.04882049560547,10.3303911685944,-31.900067848661,2.95281913684417e-09,6.1433780708599e-07,12.1943985539516,"VLDLR_HUMAN",32,-36.4723713073491,2.8324470694776e-10,5.89294244147212e-08,0.0460543632507253,"Non-significant",7.22966780079746,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-1.80260562896729,10.1492357254028,-33.4620633796656,2.07086335192732e-09,5.09181370834493e-07,12.5657023367484,"GBP4_HUMAN",27,-35.6099838257435,3.43454061387026e-10,6.96696563523582e-08,-0.0626533031463268,"Non-significant",7.15695633163053,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-1.02693939208983,11.978423833847,-31.6514147821654,3.12932650008419e-09,6.34783880542079e-07,12.1333904045359,"RO52_HUMAN",27,-35.0713503326321,3.88305514167381e-10,7.51140495963492e-08,0.152740240097051,"Non-significant",7.12427882342867,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
0.38824677467346,9.45641982555389,16.544837810426,3.72571486346669e-07,2.4184360321735e-05,6.94838747450206,"AKAP9_HUMAN",185,35.0657155134148,3.88808242919234e-10,7.51140495963492e-08,0.106522798538201,"Non-significant",7.12427882342867,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
-1.40041279792785,11.7451919317246,-32.7944107226728,2.40505488694724e-09,5.42072648685831e-07,12.4094595430058,"TAP2_HUMAN",22,-34.3819511824898,4.55608236056652e-10,8.59722145898528e-08,0.00823855400087581,"Non-significant",7.06564188596658,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-2.63326096534727,9.63259375095366,-32.921841403602,2.33681104357091e-09,5.41739565929554e-07,12.4395593958064,"IRF9_HUMAN",16,-33.7500877843423,5.28974121904208e-10,9.75476369347896e-08,0.153684139251711,"Non-significant",7.01078324680879,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
2.78647875785825,10.4729179143905,32.3052389901408,2.68883500623148e-09,5.74137032646374e-07,12.2926659273123,"TSP4_HUMAN",21,33.638470224719,5.43266920706182e-10,9.77033193949062e-08,0.339165449142451,"Non-significant",7.01009068121058,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-1.19164657592771,10.4157078266144,-29.5233475630824,5.24318956653004e-09,8.89540683148385e-07,11.5881822367202,"PAR10_HUMAN",43,-33.5575428124405,5.53900997309057e-10,9.77033193949062e-08,0.167772531509424,"Non-significant",7.01009068121058,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.83278107643131,10.9594386816025,-31.0576138335004,3.60133316794621e-09,7.02392986021784e-07,11.9854863697634,"SLFN5_HUMAN",37,-33.4463976643943,5.68888701318798e-10,9.82119770744836e-08,0.196191310882568,"Non-significant",7.00783554622349,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-2.15055024623871,8.63676601648331,-30.8498746256591,3.78512568301655e-09,7.03291729858957e-07,11.9329907767342,"SAMD9_HUMAN",42,-33.0104885554329,6.3222746133265e-10,1.06872783776107e-07,0.158182859420799,"Non-significant",6.97113287814716,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.16729259490966,10.0487961769104,-27.6476234720224,8.52650865526655e-09,1.23543020051487e-06,11.0701870519468,"TDRD7_HUMAN",52,-31.5574447153808,9.08088144244862e-10,1.49587055941287e-07,0.0551075935363752,"Non-significant",6.82510598519139,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.11827492713923,14.8599742650986,-29.9815565542796,4.6775387299759e-09,8.4341220566721e-07,11.7092035897232,"GBP1_HUMAN",22,-31.4987520348569,9.21783682162234e-10,1.49587055941287e-07,-0.00572204589843395,"Non-significant",6.82510598519139,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-1.31436157226565,11.7515721321106,-29.7777259851747,4.92015765989771e-09,8.67873027226304e-07,11.6556236946049,"5NT3A_HUMAN",23,-31.4010892429211,9.45089626882341e-10,1.50361906520065e-07,0.0955243110656738,"Non-significant",6.82286217626832,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-0.766189098358151,11.5805542469025,-26.6427300768103,1.12143881039761e-08,1.51655908459437e-06,10.7766114948942,"OGFR_HUMAN",31,-31.2203601250359,9.89984001977044e-10,1.51762111999176e-07,0.028444290161131,"Non-significant",6.81883663821319,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
-1.32245588302609,11.4790847301483,-30.8185419558857,3.81375845622308e-09,7.03291729858957e-07,11.9250386356801,"APOL3_HUMAN",18,-31.2152098312435,9.91297995557845e-10,1.51762111999176e-07,-0.362041950225827,"Non-significant",6.81883663821319,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-1.57678604125977,11.6026690006256,-29.508891128886,5.2622569375305e-09,8.89540683148385e-07,11.5843301705117,"E2AK2_HUMAN",23,-30.9934256717435,1.04978327146661e-09,1.57739656753334e-07,0.176627397537199,"Non-significant",6.802059108548,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-0.646677494049078,12.5665299892426,-22.5215269385447,3.87966766523947e-08,3.88637326367321e-06,9.43412663121787,"LIMC1_HUMAN",62,-30.1768979738792,1.30104492222905e-09,1.91939609072119e-07,0.0319335460662753,"Non-significant",6.71683539406906,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-1.3268508911133,11.1686768531799,-28.3715522104307,7.04117587071758e-09,1.14264202030005e-06,11.2745572598065,"TAP1_HUMAN",24,-30.0291880517066,1.35336714636324e-09,1.96093232599845e-07,0.0442242622375435,"Non-significant",6.70753739406938,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.2185342311859,9.9328886270523,-27.9916579654303,7.78042887993365e-09,1.19909563088089e-06,11.1680318536882,"PLIN2_HUMAN",25,-29.8628915914608,1.41511937453406e-09,2.01443484297708e-07,-0.0306026935577357,"Non-significant",6.69584677533102,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.790485858917226,15.2226951122284,-25.9455840023736,1.36443319624535e-08,1.72984546161481e-06,10.5658045847305,"TYPH_HUMAN",30,-29.7525163325283,1.45785084097917e-09,2.02478917011419e-07,-0.0133094787597496,"Non-significant",6.69362019073217,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
1.19726729393008,10.619463801384,27.0832669067519,9.93279942169128e-09,1.38956438806212e-06,10.9067690977901,"TRFL_HUMAN",33,29.7160092656263,1.47230171354125e-09,2.02478917011419e-07,0.0685582160949494,"Non-significant",6.69362019073217,"LTF","Lactotransferrin","TRFL_HUMAN"
0.673917293548577,15.8042080402374,25.2674275454898,1.65954749390728e-08,2.07162590239441e-06,10.3548059164775,"APOE_HUMAN",29,29.6354703842528,1.50475417210791e-09,2.02569105181866e-07,0.0443539619445996,"Non-significant",6.69342679032897,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.6363422870636,9.64662659168244,-23.3843324084431,2.94025362432406e-08,3.11380718643061e-06,9.73564839434944,"FIL1L_HUMAN",39,-29.5913106857627,1.52288826917597e-09,2.02569105181866e-07,-0.325347900390629,"Non-significant",6.69342679032897,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.672403812408476,13.5926861763,-24.2117365280843,2.2746817054284e-08,2.56343991081195e-06,10.0139859462449,"PFKAP_HUMAN",34,-29.3618642626608,1.62114844761656e-09,2.12161266192916e-07,0.0488529205322497,"Non-significant",6.67333390136848,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-0.956871509552004,10.0955243110657,-27.7859900326782,8.21710783459336e-09,1.21224750854346e-06,11.1096981967105,"LX15B_HUMAN",22,-29.2368607174641,1.67766311640392e-09,2.16072357563515e-07,0.0292432308197252,"Non-significant",6.66540078945875,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
-0.797465562820443,16.1182492971421,-24.6546642421161,1.98962796503511e-08,2.37409431004337e-06,10.158872441669,"AMPL_HUMAN",38,-29.1143614126748,1.73519945667805e-09,2.19990756116964e-07,-0.00303912162780051,"Non-significant",6.65759556759478,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
0.599614381790179,15.01737844944,20.4966258269318,7.76252931516173e-08,6.36213766295175e-06,8.6764105444888,"CO3_HUMAN",111,28.8638933129433,1.85986757878155e-09,2.3216870052667e-07,-0.0734226703643817,"Non-significant",6.63419632940703,"C3","Complement C3","CO3_HUMAN"
-0.811580896377574,11.5474017858505,-24.5401683883477,2.05922919171091e-08,2.42153415384672e-06,10.1216864608652,"PARP9_HUMAN",37,-28.6874266623849,1.95373912355981e-09,2.40191503766126e-07,-0.082426786422749,"Non-significant",6.6194423588513,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
0.503472089767479,12.478724360466,20.2377265005875,8.52276483923005e-08,6.77977587308948e-06,8.57399360207031,"CSDE1_HUMAN",47,28.4769046919813,2.07275373019995e-09,2.51019757714066e-07,-0.000107288360574387,"Non-significant",6.60029209394329,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
-1.69616150856018,9.28618490695954,-28.0978934409592,7.56520318355232e-09,1.19909563088089e-06,11.1979800116927,"TREX1_HUMAN",15,-28.2402364704985,2.2163684547313e-09,2.64464906495438e-07,0.297036409378075,"Non-significant",6.57763194905996,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-1.2514202594757,10.4450157880783,-26.5452929706439,1.15225342944171e-08,1.5326859551623e-06,10.7475085121192,"IFIT5_HUMAN",24,-28.0888913795646,2.31405133339575e-09,2.72119022017001e-07,0.0156459808349467,"Non-significant",6.56524109854266,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
0.564873456954974,11.5093032121658,19.1470166950464,1.28005880923705e-07,9.52880475059578e-06,8.1272877653524,"VP13C_HUMAN",153,27.3694506109438,2.84964204119839e-09,3.3031422174691e-07,-0.089807510375973,"Non-significant",6.48107272726759,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
-0.720719575881949,10.5737785100937,-22.8442791297655,3.49328682299538e-08,3.58791509896006e-06,9.54831500530985,"TRFM_HUMAN",39,-27.2912744395374,2.91578410977271e-09,3.32033990892834e-07,0.116318225860599,"Non-significant",6.47881745454428,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.857816934585548,11.6897655725479,-23.4514605933123,2.87871819889101e-08,3.11380718643061e-06,9.75861511876848,"UBA7_HUMAN",43,-27.2284688527097,2.9701709262964e-09,3.32033990892834e-07,-0.0788787603378323,"Non-significant",6.47881745454428,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
0.871323108673099,11.901106595993,26.1544601335287,1.28587496880802e-08,1.65612531696957e-06,10.6296008984723,"HRG_HUMAN",21,27.2090210761249,2.98724196884113e-09,3.32033990892834e-07,-0.0343039035797492,"Non-significant",6.47881745454428,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.843816041946424,12.3341037034988,25.0898203535813,1.74835744179351e-08,2.14942004283523e-06,10.2985421836348,"RIR2B_HUMAN",23,26.7025423349407,3.47305844173666e-09,3.80816164814206e-07,-0.00676155090332209,"Non-significant",6.41928462504436,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.471168756484978,11.2639871835709,-18.601138478657,1.58240985030142e-07,1.1672430477587e-05,7.8939085681346,"ZCCHV_HUMAN",51,-26.3630348590355,3.84825667123872e-09,4.16330061739079e-07,-1.15276849269867,"Up in D",6.38056222909392,"ZC3HAV1","Zinc finger CCCH-type antiviral protein 1","ZCCHV_HUMAN"
0.590553998947154,11.7409328222275,22.0411496136534,4.54775332493551e-08,4.2414333883364e-06,9.26096331638104,"A0AAG2UXZ5_HUMAN",30,26.1006022545118,4.16954359555636e-09,4.45153641241372e-07,-0.301879167556757,"Non-significant",6.35149006985705,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-1.80489349365235,10.9142415523529,-26.3148799947003,1.22901230608308e-08,1.60842029863841e-06,10.6782255598428,"NAT8_HUMAN",11,-25.5221992041951,4.98962279726299e-09,5.25789602298596e-07,0.14391827583313,"Non-significant",6.27918800649324,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-0.910027027130152,11.9763505458832,-23.3277214052034,2.99330737665254e-08,3.11380718643061e-06,9.71622587429592,"NUB1_HUMAN",27,-25.3378435963712,5.28793123559961e-09,5.50080436482759e-07,0.0779393911361677,"Non-significant",6.25957380038502,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-0.566706180572528,10.7545325756073,-19.522032256716,1.11024963594906e-07,8.34126439452844e-06,8.2837398236285,"KANK1_HUMAN",51,-25.222841660854,5.48413291151723e-09,5.6326904359558e-07,0.207984924316403,"Non-significant",6.24928411626873,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","KANK1_HUMAN"
0.361290931701678,17.0126695632935,14.0638269196557,1.21182174576817e-06,6.14545102822685e-05,5.63979375041523,"AHNK_HUMAN",315,25.146041431994,5.61970605232988e-09,5.69978686357559e-07,0.220811843872076,"Non-significant",6.24414138392464,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
-2.15462589263915,12.5030026435852,-49.859516316867,1.06653552591154e-10,3.60577885718593e-08,15.5366088377122,"HLAB_HUMAN",2,-24.9900542914197,5.90679939712875e-09,5.89230236241553e-07,-0.0141916275024752,"Non-significant",6.22971497551587,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
0.27962541580203,14.2424266338348,12.470578654764,2.87820312989427e-06,0.000119762770235703,4.6768683007545,"LPPRC_HUMAN",87,24.9648290401073,5.95475466746455e-09,5.89230236241553e-07,0.0578835010528493,"Non-significant",6.22971497551587,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-0.625741720199574,16.3152762651443,-21.362603171864,5.72531642855021e-08,5.10231954695833e-06,9.00955091640169,"ALDOA_HUMAN",29,-24.5001394687937,6.92120382698801e-09,6.68734508842966e-07,-0.00141811370849965,"Non-significant",6.1747462652353,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.702080011367775,10.1354056596756,-22.4163997254181,4.01579834659405e-08,3.97080492235765e-06,9.39656292105426,"TLR3_HUMAN",25,-24.4851389272837,6.95520993979605e-09,6.68734508842966e-07,0.298834323883058,"Non-significant",6.1747462652353,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
0.867628097534173,11.4187545776367,21.0349464730159,6.41503281658505e-08,5.53740173125224e-06,8.88516899252407,"CO5_HUMAN",67,24.4631159094192,7.00547612172198e-09,6.68734508842966e-07,0.57509219646454,"Up in BT",6.1747462652353,"C5","Complement C5","CO5_HUMAN"
-1.27364087104796,9.37728106975555,-23.3279558399158,2.99308544965537e-08,3.11380718643061e-06,9.71630640822256,"MLKL_HUMAN",19,-24.0292186536822,8.08389533169148e-09,7.62706124666799e-07,-0.676179885864299,"Up in D",6.1176427661348,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
