"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBVHDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.24823522567753,11.4794573783874,73.794993227285,5.5329870824509e-12,2.9977724012719e-09,18.418471461319,"DDX60_HUMAN",75,96.6046665610176,1.08101482673492e-13,7.98673408806789e-11,0.226536512374851,"Non-significant",10.0976307748147,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
3.33168292045595,10.6456753015518,82.1723306185822,2.477406372228e-12,1.65676998064943e-09,19.1290781986109,"IFIH1_HUMAN",45,93.537627455796,1.40357386818269e-13,9.50570402226724e-11,0.23161554336545,"Non-significant",10.0220157123953,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
5.09776711463929,12.2603534460068,83.8031109121928,2.13901214906313e-12,1.58034106685782e-09,19.2552430017894,"OAS2_HUMAN",31,89.4666160576179,2.01202833388115e-13,1.25782725149631e-10,0.104145050048828,"Non-significant",9.90037900028463,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
3.95528578758243,14.5116726160049,77.6352919786456,3.78730866308026e-12,2.19853267891809e-09,18.7578826836683,"OAS3_HUMAN",45,85.3487068547764,2.94601332189704e-13,1.71016073336123e-10,0.212684154510502,"Non-significant",9.76696306953105,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
2.65675497055052,11.4101693630218,69.8473811754466,8.34348745018124e-12,3.98867779456605e-09,18.0427964927584,"SLFN5_HUMAN",37,79.2643672115904,5.35941771171887e-13,2.90373251620928e-10,-0.17003703117371,"Non-significant",9.53704339213331,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
4.46127104759215,11.354632973671,81.4344151094643,2.65017961713333e-12,1.65676998064943e-09,19.0707673074348,"ISG20_HUMAN",11,76.5364618687366,7.11487786312274e-13,3.61391327459991e-10,0.522397041320826,"Up in HBVHDV",9.44202227369391,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
1.91031837463377,12.3113303184509,60.8184162948656,2.346131841915e-11,8.86984208348027e-09,17.0643565711544,"PML_HUMAN",44,74.0536452743869,9.29021947338463e-13,4.44127139177629e-10,0.204251766204829,"Non-significant",9.35249268767981,"PML","Protein PML","PML_HUMAN"
1.5288214683533,14.5640316009521,54.0367848499408,5.67128395182047e-11,1.68300422786708e-08,16.1966702957346,"VIME_HUMAN",46,69.3454280348722,1.58044567475641e-12,7.1357122215252e-10,-0.870301246643049,"Up in CTRL",9.14656267308314,"VIM","Vimentin","VIME_HUMAN"
-0.97358417510987,16.1176919937134,-39.4131090377304,5.96576338100281e-10,7.71373176179718e-08,13.7732728307051,"FAS_HUMAN",149,-68.7527547434861,1.69405706808134e-12,7.24610620647213e-10,-0.11924171447754,"Non-significant",9.13989530478302,"FASN","Fatty acid synthase","FAS_HUMAN"
2.3846368789673,11.6063899993897,63.2875407699189,1.74294485690414e-11,7.08245642602999e-09,17.350114522883,"TAP1_HUMAN",24,68.0725351882292,1.8359076639659e-12,7.46021079252545e-10,-0.122962713241577,"Non-significant",9.12724890111483,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
2.21497559547422,12.1800497770309,58.9494878582283,2.96188082391794e-11,1.04657415026005e-08,16.8379180019287,"SAMH1_HUMAN",38,67.224238790099,2.03185850957709e-12,7.86329243206333e-10,-0.578300476074201,"Up in CTRL",9.10439557283051,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
2.32817554473877,13.562825679779,67.0905587775754,1.12717753511901e-11,4.82135359363798e-09,17.7627573783483,"FGL1_HUMAN",17,66.7650314209901,2.1476657497074e-12,7.93367252176003e-10,-0.0854396820068501,"Non-significant",9.10052572986739,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
1.97002601623538,12.1694107055664,60.6301242296162,2.40108928062712e-11,8.86984208348027e-09,17.0419500186326,"5NT3A_HUMAN",23,65.3370716502894,2.5579599986106e-12,9.03849604726451e-10,-0.141090869903565,"Non-significant",9.04390382756799,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
2.96378898620605,13.2496190071106,67.9039305212304,1.03014518331239e-11,4.65110550265545e-09,17.8469758094473,"UB2L6_HUMAN",12,62.6127759579812,3.60952653004669e-12,1.22227592123706e-09,-0.103451013565049,"Non-significant",8.91283074373003,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.64370250701904,10.557915687561,51.1494100008481,8.5440015107939e-11,2.16990938369444e-08,15.7850998132772,"CMTR1_HUMAN",42,61.417369950219,4.21825597093533e-12,1.37127065103166e-09,-0.402007102966312,"Non-significant",8.86287681898948,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.25291204452512,14.0547742843628,-51.5058599825575,8.11252367084858e-11,2.15665642216362e-08,15.8374221647022,"AL8A1_HUMAN",26,-60.3343196046083,4.87076265082143e-12,1.52248800243176e-09,-0.155800938606265,"Non-significant",8.8174461210256,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
2.211416721344,14.6241662502289,52.5475418138516,6.98657460244081e-11,1.95792730324264e-08,15.9878410343558,"FIBB_HUMAN",38,58.7378927775836,6.04973265835409e-12,1.81456528311164e-09,0.986865043640151,"Up in HBVHDV",8.74122740245095,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-1.0025141239166,15.3507269620895,-40.5691450088744,4.80987188675813e-10,6.85786470590935e-08,14.0003938678585,"TRFE_HUMAN",51,-58.3970163358153,6.3411368014882e-12,1.81456528311164e-09,0.117416858673105,"Non-significant",8.74122740245095,"TF","Serotransferrin","TRFE_HUMAN"
2.46153259277343,12.1718764305115,55.2679974389815,4.79347220700083e-11,1.55826194505183e-08,16.3640314054149,"TAP2_HUMAN",22,58.246268210446,6.47500839304019e-12,1.81456528311164e-09,-0.114199399948125,"Non-significant",8.74122740245095,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.28410363197325,16.196338057518,-47.8000027625144,1.41609975909102e-10,3.28818364060935e-08,15.2709631321955,"ALDOC_HUMAN",31,-57.6759993340351,7.0109430784992e-12,1.84464000290491e-09,1.97002601623537,"Up in HBVHDV",8.73408837747614,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
1.45471334457398,12.2087259292603,50.4766107603154,9.43123556577371e-11,2.32265610433463e-08,15.6851287307744,"RO52_HUMAN",27,57.5707519945142,7.11520606908083e-12,1.84464000290491e-09,-0.25304651260376,"Non-significant",8.73408837747614,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.10649967193602,14.7776057720184,-42.3206025708987,3.51032524726893e-10,6.13021097120934e-08,14.3308719274702,"ACOHC_HUMAN",48,-57.4242438478747,7.26325582539156e-12,1.84464000290491e-09,-0.0891816616058492,"Non-significant",8.73408837747614,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.98424839973452,16.6210879087448,56.446469957996,4.09495396745016e-11,1.38665378722781e-08,16.519938986495,"HLAA_HUMAN",17,56.233787975091,8.6031709733381e-12,2.11406700094083e-09,1.65241456031798,"Up in HBVHDV",8.67488125275339,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
2.18915128707882,13.1616241931915,53.8764598747226,5.79846417869795e-11,1.68300422786708e-08,16.1745303918998,"LG3BP_HUMAN",20,56.0417040520577,8.8443802180372e-12,2.11406700094083e-09,-0.268391847610451,"Non-significant",8.67488125275339,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
1.65241456031798,11.7352405786514,51.4096932581459,8.22644876179062e-11,2.15665642216362e-08,15.8233494382304,"5NTD_HUMAN",22,54.8344579406232,1.05461495565405e-11,2.44881592702871e-09,-0.0614497661590754,"Non-significant",8.61104385876265,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.066739320755,10.4077521562576,-37.1884264637666,9.19544347626606e-10,1.05255449481147e-07,13.3143803926364,"SYNE2_HUMAN",160,-53.7618688283911,1.23712575508313e-11,2.79281139210018e-09,0.0869024991989127,"Non-significant",8.55395839266847,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.49160099029545,12.4907910823822,45.0121033817135,2.21681447159467e-10,4.50401280266247e-08,14.8093017531684,"AMPE_HUMAN",38,52.8712226020736,1.41588803688919e-11,3.10997893940499e-09,0.363507509231567,"Non-significant",8.50724255197997,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
1.66487431526179,12.3407753705979,47.5232271614466,1.47878572022356e-10,3.31903184661101e-08,15.2265655311705,"NUB1_HUMAN",27,52.5195273155278,1.49432682457721e-11,3.19589318508921e-09,-0.717174768447901,"Up in CTRL",8.49540774434602,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
1.99509644508367,15.2901147603989,47.3858479236099,1.51106408668152e-10,3.31903184661101e-08,15.2044147479159,"FIBG_HUMAN",29,51.7631983942027,1.68010575719108e-11,3.50108192017741e-09,0.307336807251,"Non-significant",8.45579772726274,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
2.98645210266115,11.2434618473053,54.593604925763,5.25351255487444e-11,1.64212678974864e-08,16.2729385305496,"NAT8_HUMAN",11,51.2961454462781,1.80773118739291e-11,3.67285783998554e-09,0.121942043304426,"Non-significant",8.43499588093993,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.2716455459595,10.976105928421,-39.7438995466957,5.60566919960169e-10,7.59287893086049e-08,13.839021507358,"CGNL1_HUMAN",84,-51.0914408506072,1.8670721875301e-11,3.70090138245297e-09,-0.153139114379874,"Non-significant",8.4316924873521,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.25718307495112,11.9507122039795,41.3020196606888,4.20918092651118e-10,6.60632849155754e-08,14.1406175106744,"UBA7_HUMAN",43,50.7364414263931,1.97524175904733e-11,3.82209280375658e-09,-0.280750751495324,"Non-significant",8.41769877210307,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
2.63151168823243,10.7797067165375,45.8676103187906,1.92644705843203e-10,4.01441929330182e-08,14.9544592784767,"GBP4_HUMAN",27,48.7705560444779,2.71785362897321e-11,5.13674335875937e-09,0.0480053424835241,"Non-significant",8.28931213189274,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
2.80503129959105,9.87057828903198,47.8302968268039,1.40942332132598e-10,3.28818364060935e-08,15.2758041140684,"IRF9_HUMAN",16,48.6206981662787,2.78624074719602e-11,5.14631330737773e-09,-0.597033023834223,"Up in CTRL",8.28850377748764,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
1.76980829238895,11.8457932472229,44.8581483173009,2.27417511871649e-10,4.50785882678267e-08,14.7828380543793,"E2AK2_HUMAN",23,47.7862797293515,3.20422909809972e-11,5.7868377511681e-09,-0.8625946044922,"Up in CTRL",8.23755869402494,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.42030525207517,11.1016945838928,-42.2644749058368,3.54521860030564e-10,6.13021097120934e-08,14.3205249991545,"ACO12_HUMAN",27,-46.9694152790012,3.6828190216506e-11,6.50658047585967e-09,0.436665296554574,"Non-significant",8.18664719432543,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
2.27712178230283,10.2455378770828,41.8161520404175,3.83848177094763e-10,6.4990294484357e-08,14.2373100746444,"HELZ2_HUMAN",117,46.5919565377597,3.93070207047257e-11,6.79676930355969e-09,-0.327801942825316,"Non-significant",8.16769747068261,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
1.33444547653198,10.8749957084656,39.4756758184386,5.8956901726508e-10,7.71373176179718e-08,13.7857562663974,"TRFM_HUMAN",39,46.2658055375371,4.16004869329839e-11,7.04348244384083e-09,-0.214735269546525,"Non-significant",8.15221256355682,"MELTF","Melanotransferrin","TRFM_HUMAN"
2.10714650154113,14.8506368398667,40.6769211010216,4.7157273110547e-10,6.84369926016814e-08,14.0211945190067,"FINC_HUMAN",120,45.6919873929572,4.6009769960539e-11,7.57109627967181e-09,0.0991444587707502,"Non-significant",8.12084123097012,"FN1","Fibronectin","FINC_HUMAN"
2.02967286109924,9.93986284732818,46.3697053550224,1.77621955566544e-10,3.79877271812974e-08,15.0381849647427,"TREX1_HUMAN",15,45.6223271729245,4.65798959005279e-11,7.57109627967181e-09,0.363878965377808,"Non-significant",8.12084123097012,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-1.1592705249786,13.3183053731918,-40.9108177272457,4.51850927623726e-10,6.75895758934291e-08,14.0661221315836,"BUP1_HUMAN",23,-44.5990707969517,5.59385938675326e-11,8.9139794580674e-09,-0.0355553627014249,"Non-significant",8.0499283710641,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.869701623916624,10.9972289800644,31.9945109692645,2.81562610263934e-09,2.2656033006089e-07,12.1134491505418,"CEIP2_HUMAN",61,44.0805762401671,6.14745962642149e-11,9.6077700738322e-09,0.00424170494079235,"Non-significant",8.01737739870057,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-0.945824146270748,16.9943640232086,-34.5267060468751,1.59808544687565e-09,1.64400511731119e-07,12.7235978058883,"SBP1_HUMAN",39,-43.64584871063,6.65930597133166e-11,1.02113546469835e-08,0.564309358596775,"Up in HBVHDV",7.99091664021623,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
1.77970743179319,10.2809717655182,38.6694788316162,6.87512154093398e-10,8.29926526938677e-08,13.6231753769715,"TDRD7_HUMAN",52,43.3663541932092,7.01360726059449e-11,1.03937906675425e-08,0.669144630432124,"Up in HBVHDV",7.98322603417918,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
1.77698731422425,12.7516895532608,40.8436527263755,4.57416841902129e-10,6.75895758934291e-08,14.0532507441842,"ANXA1_HUMAN",23,43.3251074058965,7.06766470915657e-11,1.03937906675425e-08,-0.122438430786151,"Non-significant",7.98322603417918,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.14213871955872,10.8529833555222,40.8726858086254,4.55001413719596e-10,6.75895758934291e-08,14.0588175402029,"ALAT2_HUMAN",21,43.2540013793977,7.16195739365548e-11,1.03937906675425e-08,-0.0367784500122088,"Non-significant",7.98322603417918,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
1.21579623222355,16.4280925989151,44.2741372746351,2.50758992314209e-10,4.85218650127995e-08,14.6814827805003,"STOM_HUMAN",17,42.9778017909766,7.54186196061403e-11,1.06094791909077e-08,0.112009525299063,"Non-significant",7.97430593467231,"STOM","Stomatin","STOM_HUMAN"
0.921650886535652,13.6119198799133,30.555556487458,3.96338871951712e-09,2.85048319677129e-07,11.7430597500896,"APOB_HUMAN",239,42.9567933130529,7.5716721185265e-11,1.06094791909077e-08,0.0527324676513494,"Non-significant",7.97430593467231,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.959909200668305,12.3285328149795,39.4008203356045,5.97963702464898e-10,7.71373176179718e-08,13.770818347982,"PAI1_HUMAN",22,42.8377991779297,7.74303755135107e-11,1.06657061321746e-08,-0.427390813827525,"Non-significant",7.97201038642599,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
1.4180474281311,12.624002456665,40.3065839794046,5.04827103156933e-10,7.07367218509724e-08,13.9494569159231,"SP100_HUMAN",21,42.3872731956723,8.43247515352422e-11,1.11274279745931e-08,-0.50542068481445,"Up in CTRL",7.95360520812951,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
1.56975722312929,9.54337751865388,38.6176511783819,6.94413729935155e-10,8.29926526938677e-08,13.6125938509508,"PHAR4_HUMAN",29,42.3427514475722,8.50426872416389e-11,1.11274279745931e-08,-0.26794695854187,"Non-significant",7.95360520812951,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
1.18450760841367,11.334126830101,41.2785988552517,4.22700973989162e-10,6.60632849155754e-08,14.1361801726942,"PRS23_HUMAN",19,42.133997456384,8.85017984386563e-11,1.11274279745931e-08,-0.0669386386871746,"Non-significant",7.95360520812951,"PRSS23","Serine protease 23","PRS23_HUMAN"
-1.0882670879364,10.8916174173355,-34.1740532989796,1.72491115033851e-09,1.70955523400014e-07,12.6415914391398,"ACD10_HUMAN",51,-42.1276214222557,8.86099099105248e-11,1.11274279745931e-08,0.128253221511825,"Non-significant",7.95360520812951,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
-1.07789087295535,16.8814065456391,-33.1665004603734,2.15488619629238e-09,1.96772585587283e-07,12.4021197078806,"AL1L1_HUMAN",79,-42.1184439529274,8.8765782725958e-11,1.11274279745931e-08,-0.259861469268776,"Non-significant",7.95360520812951,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.834589242935195,10.7160903215408,31.4686908844541,3.18462454480384e-09,2.41882651174026e-07,11.9802112566123,"E41L2_HUMAN",47,42.1048333329962,8.89975167157074e-11,1.11274279745931e-08,-0.309097290039062,"Non-significant",7.95360520812951,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
0.916232347488421,11.9279247522354,32.3496867733346,2.59380500342582e-09,2.21229483934585e-07,12.202121289714,"ITA6_HUMAN",48,41.7849010416734,9.46452758785535e-11,1.14242130337815e-08,0.216082572936999,"Non-significant",7.94217370695681,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.4403169155121,11.0466541051865,34.9418043446585,1.46213295212719e-09,1.5555767268781e-07,12.818960966857,"RN213_HUMAN",232,41.7508144858452,9.5270366275807e-11,1.14242130337815e-08,-0.0698173046112256,"Non-significant",7.94217370695681,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.49386620521545,13.4132477045059,-43.8065188298537,2.71415771637921e-10,5.0131726729577e-08,14.5992037156073,"GNMT_HUMAN",15,-41.6937393045142,9.6327437495095e-11,1.14242130337815e-08,-0.387598514556899,"Non-significant",7.94217370695681,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
1.08213901519775,15.545699596405,33.9395356079245,1.81556084281455e-09,1.77771843006673e-07,12.5865439501402,"AMPN_HUMAN",49,41.6314346426098,9.74964251802513e-11,1.14242130337815e-08,-0.242271423339851,"Non-significant",7.94217370695681,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
2.35580205917358,14.9178235530853,38.5381811192418,7.05149296557879e-10,8.3054323668491e-08,13.5963377322847,"FIBA_HUMAN",43,41.5838601792213,9.83997677328290e-11,1.14242130337815e-08,0.165164709091187,"Non-significant",7.94217370695681,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.49202513694767,11.7233399152756,-39.2905886038928,6.10573409415022e-10,7.75332827861857e-08,13.74876265856,"HRG_HUMAN",21,-41.2563951991823,1.04878833889847e-10,1.20049335637012e-08,-0.0353693962097488,"Non-significant",7.92064023902202,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.932723283767704,14.456005692482,-35.1745248213605,1.39167180553978e-09,1.50801556848291e-07,12.8718844007198,"SERA_HUMAN",27,-40.8708249691275,1.13129623844215e-10,1.27695062914157e-08,0.398803830146793,"Non-significant",7.89382589357909,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-1.28304219245912,15.392036318779,-43.8410132481097,2.69827794668636e-10,5.0131726729577e-08,14.6053077632809,"BAAT_HUMAN",15,-40.5581150920982,1.20358466725345e-10,1.33993597133819e-08,-0.0587973594665758,"Non-significant",7.87291595384331,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
1.28686594963074,10.6531490087509,35.7284329718653,1.23891705983018e-09,1.37927108838903e-07,12.9963197554235,"PAR12_HUMAN",33,40.4694257714411,1.2250206588741e-10,1.34537066144186e-08,0.00775051116943537,"Non-significant",7.87115804722913,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
2.20046353340147,11.8132034540176,37.5110211147666,8.62273658061933e-10,1.0010997170099e-07,13.3827933634886,"STAT2_HUMAN",35,40.326829515643,1.26039059965364e-10,1.36575925378469e-08,1.86596763134003,"Up in HBVHDV",7.8646258482148,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.0175857543945,11.043044090271,31.349571948446,3.27564455537593e-09,2.46492252792039e-07,11.9496955488861,"PAR14_HUMAN",91,40.2093662625967,1.29038911140009e-10,1.37986740899323e-08,0.396627187728882,"Non-significant",7.86016264280825,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
0.986865043640151,11.5403079986572,35.5410319997582,1.28836401966901e-09,1.4149370794392e-07,12.9544587821067,"4F2_HUMAN",23,38.8237877684691,1.71200225620884e-10,1.80694056314406e-08,-1.02977764606476,"Up in CTRL",7.74305613273132,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
1.14913654327394,10.2144613265991,32.1632520134824,2.70766788010977e-09,2.22274917794466e-07,12.155708046181,"AGRIN_HUMAN",63,38.6948321224938,1.75853804317791e-10,1.81656521753453e-08,0.616031408309937,"Up in HBVHDV",7.74074900566973,"AGRN","Agrin","AGRIN_HUMAN"
-1.12625885009762,11.4288792610168,-32.2276468906108,2.66771126191576e-09,2.21229483934585e-07,12.1717719595389,"DPYD_HUMAN",55,-38.6749846884695,1.76582566980716e-10,1.81656521753453e-08,-1.21246838569642,"Up in CTRL",7.74074900566973,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
2.69683289527894,10.3402789831162,41.435478443932,4.10919879449095e-10,6.60632849155754e-08,14.1658482666378,"SYUG_HUMAN",9,38.3713121507685,1.88166596448368e-10,1.91153741166986e-08,-0.84978199005127,"Up in CTRL",7.71861719776382,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.968024015426623,15.1258651018143,-34.6235992441353,1.56511377800784e-09,1.63072816331663e-07,12.745969421072,"PBLD_HUMAN",23,-37.7952841958088,2.12561892300805e-10,2.13270431941808e-08,-0.00352716445924983,"Non-significant",7.671069351464,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.852937221527103,16.4334480762482,30.2535093798893,4.26688290740742e-09,3.01538759900001e-07,11.6629445096437,"AMPL_HUMAN",38,37.5547473319953,2.23784507461432e-10,2.21792279529154e-08,-0.128572702407824,"Non-significant",7.65405357548281,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
1.19897675514217,12.1559230089188,35.988826039686,1.17373953040878e-09,1.32485849494891e-07,13.0540861429755,"CASP1_HUMAN",20,37.4287403767216,2.29928074828688e-10,2.25135598088283e-08,0.190554141998302,"Non-significant",7.64755582960639,"CASP1","Caspase-1","CASP1_HUMAN"
1.66145849227905,10.5935320854187,39.0868106558791,6.34685725311751e-10,7.81528922667969e-08,13.7078061227151,"MTAP2_HUMAN",13,36.8235665349116,2.62200147216909e-10,2.50988286156478e-08,-0.642858982086185,"Up in CTRL",7.6003465469505,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
1.96986961364746,8.63220882415771,33.4324594454449,2.0306314089568e-09,1.89688982305654e-07,12.466091824594,"PGBM_HUMAN",106,36.8182081578608,2.62507743611426e-10,2.50988286156478e-08,-0.59359920024872,"Up in CTRL",7.6003465469505,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-3.43080317974091,9.64706546068192,-42.669830913019,3.30176369470638e-10,5.96298523263972e-08,14.394899672022,"NUA4L_HUMAN",5,-36.5030845884555,2.81330531930123e-10,2.64679107658162e-08,1.08460497856143,"Up in HBVHDV",7.57728033821081,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-0.652030706405625,14.0398777723312,-24.5993918958301,1.97812253460496e-08,8.78480974794236e-07,9.98477788552903,"LPPRC_HUMAN",87,-36.4557661091832,2.842856970056e-10,2.64679107658162e-08,0.035599231719976,"Non-significant",7.57728033821081,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
