"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.22342801094053,10.272384762764,-79.6387544540896,3.33648292018095e-12,2.25601853452902e-09,18.8928786852624,"HELZ2_HUMAN",117,-107.643787864346,4.50270068882339e-14,3.32135576264663e-11,0.0239756107330251,"Non-significant",10.4786846030288,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-5.0024347305298,14.9468717575073,-92.6452406140658,1.08062011323508e-12,8.76815159878942e-10,19.8594112045726,"ISG15_HUMAN",15,-93.1066923808501,1.45702106394179e-13,9.85189076068641e-11,-0.085754871368426,"Non-significant",10.0064804123317,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
-1.85653352737427,12.3382227420807,-68.5322250896929,1.02153766673836e-11,4.46607454246993e-09,17.8686932471918,"PML_HUMAN",44,-85.9089245467817,2.79410523935736e-13,1.74395153170351e-10,0.0815098285675067,"Non-significant",9.75846558924647,"PML","Protein PML","PML_HUMAN"
-2.30012774467467,12.2525788545609,-77.5052091014668,4.08474214931412e-12,2.54950752304114e-09,18.7121426246211,"TAP2_HUMAN",22,-82.2998553749008,3.95425480067204e-13,2.29177310376092e-10,-0.163849115371701,"Non-significant",9.63982838175804,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-2.27132105827332,11.6630479097366,-74.6834337378906,5.38479265217076e-12,3.12087196997954e-09,18.4620329143293,"TAP1_HUMAN",24,-80.948998371282,4.52085364525278e-13,2.44548043183874e-10,0.145993709564205,"Non-significant",9.61163580795145,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-3.91502118110655,10.5026530027389,-73.625570673375,5.98862763045263e-12,3.23944830623284e-09,18.3648493619752,"CMPK2_HUMAN",26,-78.1244546443387,6.02579999854621e-13,2.90607248161922e-10,-0.533498525619551,"Up in BD",9.53669355797513,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-2.63714742660524,10.7768888473511,-71.6646307933038,7.32263256869359e-12,3.71349004139874e-09,18.1795150965253,"GBP4_HUMAN",27,-78.0243357595445,6.0886408907477e-13,2.90607248161922e-10,-0.359523296356198,"Non-significant",9.53669355797513,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-3.82334017753602,14.5776454210281,-69.0876538174635,9.61926895974064e-12,4.46607454246993e-09,17.9251873482926,"OAS3_HUMAN",45,-74.8633303669296,8.50789998400853e-13,3.80758628105048e-10,0.9016122817993,"Up in BM2",9.41935024663682,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-3.34863591194154,10.637198805809,-67.8478424005326,1.10083178271381e-11,4.46607454246993e-09,17.7982356459719,"IFIH1_HUMAN",45,-74.3009326142403,9.04303341190235e-13,3.80758628105048e-10,0.0477007627487147,"Non-significant",9.41935024663682,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-1.9442894458771,12.1822789907455,-68.3134862123312,1.0461546716857e-11,4.46607454246993e-09,17.8462763885438,"5NT3A_HUMAN",23,-73.5990270243636,9.76471099159398e-13,3.80758628105048e-10,0.0854268074035662,"Non-significant",9.41935024663682,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-2.15267062187195,11.5272396802902,-61.6452036677293,2.24803497060448e-11,8.29116170522034e-09,17.1138406218565,"DDX60_HUMAN",75,-73.5158044043361,9.85448754030813e-13,3.80758628105048e-10,0.433725357055625,"Non-significant",9.41935024663682,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-1.39537358283998,12.5389047861099,-55.3736074630497,4.99685752107362e-11,1.60410416459761e-08,16.3259083074414,"AMPE_HUMAN",38,-69.7962627412238,1.49974619972389e-12,5.53133666570894e-10,0.00110244750974786,"Non-significant",9.25716990732184,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-1.3579194545746,12.25712287426,-54.2397161844757,5.82871107456104e-11,1.64662073322712e-08,16.1715841245479,"RO52_HUMAN",27,-62.4658383637864,3.67874742887224e-12,1.29779811468997e-09,0.0695877075195321,"Non-significant",8.88679286107597,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-2.31777811050413,11.7545461654663,-56.0215818232787,4.58236608772629e-11,1.54922160149213e-08,16.4123641732761,"STAT2_HUMAN",35,-61.7976864847334,4.01290135672648e-12,1.33372052283822e-09,0.175899028778099,"Non-significant",8.87493516600059,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-1.51348304748535,10.2771043777466,-54.1695480061064,5.88513695632075e-11,1.64662073322712e-08,16.161904517375,"ECE1_HUMAN",28,-61.6164638261633,4.10931884039383e-12,1.33372052283822e-09,0.628786921501162,"Up in BM2",8.87493516600059,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
0.864873886108427,16.7748980522156,38.3540405951852,7.66605731838832e-10,9.71912329396919e-08,13.4981457577662,"AL1L1_HUMAN",79,61.3156364668572,4.27517053525056e-12,1.33418206627012e-09,0.323383927345278,"Non-significant",8.87478490131818,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-1.80220127105715,12.7390825748443,-52.3393006678137,7.60048115670587e-11,1.98936464856488e-08,15.9038959723744,"ANXA1_HUMAN",23,-55.7833554843697,9.18086938631166e-12,2.7590212666864e-09,-0.846454620361351,"Up in BD",8.55924495194236,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.00721740722655,14.7279646396637,41.1931966914147,4.51026816301055e-10,6.90323027975292e-08,14.0604570421112,"ACOHC_HUMAN",48,55.4711555801163,9.6068381936596e-12,2.78392446797693e-09,-0.059029340744015,"Non-significant",8.55534255195868,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.15312910079955,14.0048828125,48.0283948077161,1.44063721424423e-10,3.15927847469666e-08,15.2508015416814,"AL8A1_HUMAN",26,55.0827550743105,1.01680862007207e-11,2.84496039422923e-09,0.133888244628926,"Non-significant",8.54592377520474,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-1.76792526245117,16.7292494773865,-55.1637460284728,5.14009222079588e-11,1.60410416459761e-08,16.2976400069339,"HLAA_HUMAN",17,-54.5088640273738,1.10660578820454e-11,2.97938017769015e-09,-1.9442894458771,"Up in BD",8.52587407599331,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.76392126083373,9.1156690120697,-46.5386790454697,1.82105453824771e-10,3.88843066403735e-08,15.0088150036476,"TRNK1_HUMAN",78,-54.3187617486952,1.13828919778647e-11,2.97938017769015e-09,0.220394849777223,"Non-significant",8.52587407599331,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
-2.67520213127134,11.4009457826614,-49.5651620464471,1.13974891796031e-10,2.64226363437998e-08,15.491350013873,"SLFN5_HUMAN",37,-53.4781438177626,1.29116215825325e-11,3.19005691630957e-09,0.152624130249025,"Non-significant",8.49620156828493,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-2.45500230789185,11.50918674469,-59.8874645867331,2.78834715017211e-11,9.83680381586806e-09,16.9035459959419,"NAT8_HUMAN",11,-53.4461993439289,1.29741038006182e-11,3.19005691630957e-09,-1.3049490451813,"Up in BD",8.49620156828493,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
0.972901344299334,18.5281429290772,42.0318636580153,3.88294520997254e-10,6.55115083601535e-08,14.2182555063439,"ALDOB_HUMAN",33,53.0690876989117,1.37379717301905e-11,3.27852654761075e-09,0.241494178771974,"Non-significant",8.48432129531783,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
-2.86664962768555,13.2981886863708,-53.8302336148111,6.16688598105485e-11,1.6679370950093e-08,16.1148795546272,"UB2L6_HUMAN",12,-51.908337438823,1.6425309573725e-11,3.72623944484609e-09,0.0523903369903991,"Non-significant",8.42872924116437,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-1.3049490451813,11.9089733362198,-48.6352412977822,1.31218576988458e-10,2.95752092690097e-08,15.3468624576623,"5NTD_HUMAN",22,-51.8665602209555,1.6532489526061e-11,3.72623944484609e-09,0.00486850738525568,"Non-significant",8.42872924116437,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-2.39531898498536,10.4910359382629,-62.2565964943717,2.08875608770137e-11,8.07055566457568e-09,17.1851992854643,"SYUG_HUMAN",9,-50.3260239593227,2.10916546497802e-11,4.51459804843309e-09,-0.277779579162598,"Non-significant",8.34538091049297,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-1.3146996498108,11.1094627380371,-40.0293005092114,5.58054813369849e-10,7.80699440634993e-08,13.8353548912203,"RN213_HUMAN",232,-50.3108606050291,2.11430522356985e-11,4.51459804843309e-09,0.948456764221225,"Up in BM2",8.34538091049297,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.35020256042477,11.0606844425201,-51.6921094591479,8.33775286809989e-11,1.99795281452425e-08,15.8100354263149,"T23O_HUMAN",17,-49.8243603840646,2.28691800247773e-11,4.7579622236165e-09,-0.32626724243165,"Non-significant",8.32257901041561,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-1.20811843872068,11.9752445220947,-40.7709155859251,4.86912092982503e-10,7.05500843296434e-08,13.9796231617473,"UBA7_HUMAN",43,-49.1897027999482,2.53637672312769e-11,5.14504018286452e-09,-0.120944738388024,"Non-significant",8.2886112290399,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.19101929664612,10.9870516061783,42.8416656348129,3.36953244601842e-10,6.28822273024309e-08,14.3672692768266,"ACO12_HUMAN",27,48.3380271888181,2.92056274699249e-11,5.77986490953587e-09,0.102960348129249,"Non-significant",8.23808231205157,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.992017745971697,14.8324334621429,-37.3647795837711,9.30748478393068e-10,1.1106019343649e-07,13.2912369883961,"VIME_HUMAN",46,-47.6192132409599,3.29612996784532e-11,6.36780918073737e-09,0.169563293457001,"Non-significant",8.19600995924565,"VIM","Vimentin","VIME_HUMAN"
-1.4540162086487,10.7987809181214,-41.12918779707,4.56268287793199e-10,6.90323027975292e-08,14.0482645882785,"PAR10_HUMAN",43,-47.2853934447033,3.48876399964891e-11,6.57048387232643e-09,-0.0544219017028738,"Non-significant",8.1824026463697,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.871638298034675,11.1160178184509,-33.5863328036187,2.05288261253895e-09,1.83044939759791e-07,12.4415909363314,"PAR14_HUMAN",91,-47.1452604873588,3.57337150428825e-11,6.57048387232643e-09,0.254483461380005,"Non-significant",8.1824026463697,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.69443964958189,10.3236056566238,-41.5155138339748,4.25648964894193e-10,6.90323027975292e-08,14.1215287417162,"TDRD7_HUMAN",52,-46.9372520354161,3.70324229723075e-11,6.57048387232643e-09,0.800134658813477,"Up in BM2",8.1824026463697,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
0.734592437744151,15.9981961250305,30.184175597078,4.52983395915647e-09,3.34246430446873e-07,11.5830417747753,"FAS_HUMAN",149,46.9032872527532,3.72494772155553e-11,6.57048387232643e-09,-0.319962024688749,"Non-significant",8.1824026463697,"FASN","Fatty acid synthase","FAS_HUMAN"
1.04631447792053,11.3889070749283,36.8161971566498,1.03876053534934e-09,1.18711309631331e-07,13.1738723145317,"DPYD_HUMAN",55,46.4885121958536,4.00186851701806e-11,6.83419160853319e-09,0.323501586914061,"Non-significant",8.16531284916001,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
1.10998129844665,14.7194002866745,39.4554913276769,6.21231595706969e-10,8.54351384333279e-08,13.7216576637974,"CP2C8_HUMAN",33,46.4298001876559,4.04290358897699e-11,6.83419160853319e-09,0.2906737327576,"Non-significant",8.16531284916001,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.917220592498799,16.4013063907623,-36.5888378214179,1.08763759164158e-09,1.22570714146942e-07,13.124664961683,"AMPL_HUMAN",38,-46.2310451772192,4.18536556808903e-11,6.93062371826008e-09,0.158311128616324,"Non-significant",8.15922767949938,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
0.743222713470448,16.8930633068085,33.6420079391115,2.02782285999985e-09,1.82819496511542e-07,12.4548523996875,"SBP1_HUMAN",39,46.1083201498721,4.27614318839368e-11,6.93932516612526e-09,-0.179273605346685,"Non-significant",8.15868276166014,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
1.02390766143795,13.2506239414215,41.9262759842807,3.95620398033956e-10,6.55115083601535e-08,14.1985858959447,"BUP1_HUMAN",23,45.7381474822159,4.56362960364758e-11,7.2606452164699e-09,-0.029416799545249,"Non-significant",8.13902478405176,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-1.10766577720645,13.3479672670365,-37.1118295151447,9.78886090665066e-10,1.15111329560237e-07,13.2373580731092,"TSP1_HUMAN",50,-45.4374538650233,4.81318264904298e-11,7.37769512224497e-09,-0.030970096588133,"Non-significant",8.13207929563435,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.73325967788698,12.3065826892853,-41.9641452112997,3.92975086611474e-10,6.55115083601535e-08,14.2056468956716,"NUB1_HUMAN",27,-45.2626687113956,4.96526514505834e-11,7.37769512224497e-09,-0.447101593017576,"Non-significant",8.13207929563435,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
1.07588171958922,16.092227101326,38.7342026787581,7.12464642709607e-10,9.32409372733185e-08,13.5760890014975,"ALDOC_HUMAN",31,45.1544668576244,5.0621142514483e-11,7.37769512224497e-09,-0.595329761505148,"Up in BD",8.13207929563435,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-1.77064323425293,11.8453757762909,-42.6438798942931,3.48742941657554e-10,6.28822273024309e-08,14.3311717765819,"E2AK2_HUMAN",23,-45.1264740496877,5.08751417974522e-11,7.37769512224497e-09,0.00597810745240146,"Non-significant",8.13207929563435,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-2.48766827583315,9.81726372241975,-45.307729490494,2.22273378555148e-10,4.62442613742684e-08,14.8019436538145,"HLAF_HUMAN",14,-45.1217354191216,5.09182803605766e-11,7.37769512224497e-09,-0.134009838104248,"Non-significant",8.13207929563435,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-0.894455671310425,15.1518479585648,-41.0910835073612,4.59421290493785e-10,6.90323027975292e-08,14.0409962863388,"GBP1_HUMAN",22,-44.3698223793958,5.83141203115302e-11,8.16118933204942e-09,-0.0174422264098908,"Non-significant",8.08824654679662,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.825329780578574,15.2621347904205,33.0370415001007,2.31987053192545e-09,2.04602494522208e-07,12.3094668455225,"TRFE_HUMAN",51,44.355951337138,5.84614496204432e-11,8.16118933204942e-09,-0.0258843898773229,"Non-significant",8.08824654679662,"TF","Serotransferrin","TRFE_HUMAN"
-1.43482804298403,12.6156121492386,-42.2917463887906,3.70909351836356e-10,6.54251843652216e-08,14.2664303628113,"SP100_HUMAN",21,-44.273753097924,5.93431316971797e-11,8.16118933204942e-09,0.370811223983775,"Non-significant",8.08824654679662,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-1.6487219333649,10.1614307165146,-40.3493420144904,5.25999786772639e-10,7.48765310504069e-08,13.897978697642,"KPCD2_HUMAN",30,-44.0159105551012,6.22072034635907e-11,8.41248748172625e-09,0.410840988159174,"Non-significant",8.07507556902309,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
0.621156454086298,14.0244406461716,27.2484697333807,9.65783122782358e-09,5.84803302854929e-07,10.7552861721738,"LPPRC_HUMAN",87,43.6117367911704,6.70145196704539e-11,8.91402971485349e-09,0.088472843170166,"Non-significant",8.04992592252992,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-0.689970970153794,12.0410554409027,-30.1828411962838,4.53131714926744e-09,3.34246430446873e-07,11.5826851167775,"ITA6_HUMAN",48,-42.7603741336785,7.85687636581441e-11,1.02823701342287e-08,0.0720415115356499,"Non-significant",7.98790676689965,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.14811420440675,11.4119539260864,44.1704283078329,2.68515121110129e-10,5.31397973826241e-08,14.6049461581437,"FADS1_HUMAN",17,42.5443004715146,8.18464079898451e-11,1.05180373397658e-08,-0.0797932147979754,"Non-significant",7.97806529174414,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
-1.37081098556521,9.64285063743592,-38.5055609369039,7.44486507103019e-10,9.58851352164111e-08,13.5293139114849,"PHAR4_HUMAN",29,-42.47295952188,8.29620889505806e-11,1.05180373397658e-08,0.21805691719055,"Non-significant",7.97806529174414,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-0.954422235488904,11.0650073289871,-34.6688839589214,1.62248864541017e-09,1.65763933568818e-07,12.6952733662826,"TRFM_HUMAN",39,-42.3331733217085,8.51980350030185e-11,1.06353362463768e-08,0.4586021900177,"Non-significant",7.97324877490676,"MELTF","Melanotransferrin","TRFM_HUMAN"
-2.73405027389525,9.90606880187988,-40.8010084764798,4.84250328871477e-10,7.05500843296434e-08,13.9854147682745,"IRF9_HUMAN",16,-41.7680244358897,9.49541870577855e-11,1.1673610208892e-08,-0.165343046188299,"Non-significant",7.93279481222113,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-1.36106562614444,10.480376124382,-52.0834380910604,7.88274658382637e-11,1.99795281452425e-08,15.8669569816576,"AMY1B_HUMAN",12,-41.6651727223064,9.68614511155891e-11,1.17303554380879e-08,0.0922896862030491,"Non-significant",7.93068882825433,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
0.959043741226179,10.3539043664932,31.7766651218637,3.09510676331196e-09,2.47913098186379e-07,11.9971497824862,"SYNE2_HUMAN",160,41.4038603708282,1.01903667911707e-10,1.20697852481822e-08,0.28371381759645,"Non-significant",7.91830045702437,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.923551082611056,15.6249935626984,-32.9841001605364,2.34761869572278e-09,2.04823420398867e-07,12.2966076006556,"AMPN_HUMAN",49,-41.3669533554829,1.02639287912814e-10,1.20697852481822e-08,0.172550201416001,"Non-significant",7.91830045702437,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
1.20942902565002,13.9478174448013,34.9648376301271,1.52333513882634e-09,1.6052391320048e-07,12.7631312686841,"CP2A6_HUMAN",38,39.9448840220635,1.36091450068259e-10,1.57749432264836e-08,-0.142159938812254,"Non-significant",7.80203219509297,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
1.20231676101685,13.2674729824066,42.6810207773576,3.46493822900931e-10,6.28822273024309e-08,14.3379648155672,"GNMT_HUMAN",15,39.3709373862127,1.52935244924162e-10,1.74776982720373e-08,-0.0616474151611257,"Non-significant",7.75751576240947,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-1.30887842178347,12.0429072380066,-34.5881628343084,1.65078824893749e-09,1.65763933568818e-07,12.6766557830308,"PNPT1_HUMAN",42,-39.163481539997,1.59589831059812e-10,1.79848873502683e-08,-0.429636240005495,"Non-significant",7.745092278074,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","PNPT1_HUMAN"
-1.76065611839294,9.59223854541778,-37.0199397574697,9.97067089342742e-10,1.15574319470386e-07,13.2176849977916,"ITA3_HUMAN",23,-39.0304469574144,1.6402811054842e-10,1.82318368354778e-08,0.122469902038601,"Non-significant",7.73916957449775,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-1.14059257507322,13.7285468578339,-34.5769053504995,1.65477922345011e-09,1.65763933568818e-07,12.6740555964643,"CN37_HUMAN",30,-38.723775040056,1.74797116985689e-10,1.91662676651605e-08,-0.151947975158693,"Non-significant",7.71746245103644,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
1.52173829078675,12.6758996248245,37.3656728676776,9.30583305212444e-10,1.1106019343649e-07,13.2914265458488,"ZA2G_HUMAN",19,38.4446790314091,1.85291682899655e-10,2.00460895339707e-08,-1.58385646343231,"Up in BD",7.6979703342385,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
-1.20206904411318,13.8225544691086,-41.2609102205569,4.45556142764421e-10,6.90323027975292e-08,14.0733318969311,"PSB9_HUMAN",15,-38.3317357156476,1.89738190640385e-10,2.02200954371492e-08,-0.237895250320435,"Non-significant",7.69421679890677,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
-0.852558374404923,11.7433758974075,-30.0611509405275,4.66891865619359e-09,3.41293747534728e-07,11.5500893526861,"DSRAD_HUMAN",59,-38.2782878223514,1.91884070576841e-10,2.02200954371492e-08,1.12854921817779,"Up in BM2",7.69421679890677,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
0.711541414260848,15.8706768751144,29.7980645843899,4.98289642209721e-09,3.57798420963688e-07,11.4791391934734,"FTCD_HUMAN",36,38.0345120861038,2.02023353064296e-10,2.10156088046628e-08,-0.446467041969296,"Non-significant",7.67745802432731,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
-2.2680447101593,9.82067692279815,-37.4543836239109,9.1434445119033e-10,1.1106019343649e-07,13.3102263436933,"TREX1_HUMAN",15,-37.9134845297921,2.07279687953943e-10,2.12894606083328e-08,0.999877691268917,"Up in BM2",7.6718353417459,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.658424377441399,13.1525056362152,25.6058010888851,1.52897130587934e-08,8.27071545060333e-07,10.2504055794917,"FAT1_HUMAN",153,37.5213092676117,2.25396644495396e-10,2.28608546679455e-08,0.656087875366209,"Up in BM2",7.64090753725508,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-1.0828068256378,15.0106672048569,-35.6889375646581,1.30841557498297e-09,1.43465999667727e-07,12.9265515065171,"APOL2_HUMAN",21,-37.4047464705786,2.31119255417911e-10,2.31030698452032e-08,-0.0443649291992241,"Non-significant",7.63633030892812,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.848107099533076,15.0659066438675,34.2857158661128,1.7619102352007e-09,1.66234181958355e-07,12.6064770429167,"PBLD_HUMAN",23,37.3576139409613,2.3347938468162e-10,2.31030698452032e-08,0.1301028728485,"Non-significant",7.63633030892812,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.988292455673223,12.3013404607773,32.6024746810159,2.55914380243629e-09,2.20903115031575e-07,12.2032499148207,"PROS_HUMAN",30,37.0452518994411,2.49822151780523e-10,2.40016246913039e-08,-0.168136596679727,"Non-significant",7.61975935951396,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
-1.83030247688295,9.72273814678193,-39.2218147256371,6.49253117173951e-10,8.78006632124906e-08,13.6748249571526,"GDF15_HUMAN",12,-37.0258954180348,2.5087637979541e-10,2.40016246913039e-08,0.343957901000975,"Non-significant",7.61975935951396,"GDF15","Growth/differentiation factor 15","GDF15_HUMAN"
-1.5667405128479,10.5963966846466,-33.6512111417949,2.02371391593347e-09,1.82819496511542e-07,12.4570422592876,"CMTR1_HUMAN",42,-36.9857641467083,2.53078034151333e-10,2.40016246913039e-08,0.33716869354248,"Non-significant",7.61975935951396,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
0.9964189529419,10.8456933498382,30.9378726671543,3.77356682913809e-09,2.94410781265639e-07,11.7818597871794,"ACD10_HUMAN",51,36.9619930568264,2.54392374100584e-10,2.40016246913039e-08,-1.01464724540713,"Up in BD",7.61975935951396,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
