HBV_1,HBV_2,HBV_3,HBV_4,HBV.myr_1,HBV.myr_2,HBV.myr_3,HBV.myr_4,CTRL_1,CTRL_2,CTRL_3,CTRL_4,CTRL.myr_1,CTRL.myr_2,CTRL.myr_3,CTRL.myr_4,Protein_Names,Peptides,Genes,Protein.Ids,First.Protein.Description
24.9545621543127,25.000974296622,24.9420798914576,25.1275893207628,25.057380824641,24.9960591434886,24.7850053882122,25.0138155615548,24.6685738370584,24.6727442906911,24.701038834198,24.4167957239887,24.9481183742042,24.9926621329324,24.9800227473076,25.1567393659283,FETA_HUMAN,10,AFP,P02771,Alpha-fetoprotein
16.8088133836945,15.6836251861478,15.4723037165947,16.4951164432606,15.4679461886465,15.2733621720634,17.2860252436081,16.4831245512045,17.1650247377713,16.9458210130482,17.118930936847,17.0857214071628,17.6119037294603,17.2488448487499,16.9980394420894,16.4672011363478,GDE_HUMAN,7,AGL,P35573,Glycogen debranching enzyme
23.5368969576277,23.4931024486829,23.402235576949,23.529469159662,23.6118254037593,23.4932246364194,23.3887031636422,23.682732322708,22.4023526951913,22.4947364641273,22.4684395938742,22.3784996637952,22.8630492945433,23.0408572429435,23.3872705950342,23.4523805128943,ANGT_HUMAN,19,AGT,P01019,Angiotensinogen
18.8772481807466,18.0606906549667,18.2565680641601,19.245659470948,18.279855386094,18.4144044642603,19.6729535759583,18.888353821817,20.113688759791,20.064250690345,19.9083354433731,20.1795811233374,19.9352571492584,20.1295345810602,19.9333131750499,19.4097741839744,SPYA_HUMAN,11,AGXT,P21549,Serine--pyruvate aminotransferase
19.3622691930267,19.1239849619788,19.0445835588392,19.6181022641053,19.3604077461363,19.4090884091943,19.8885336847918,19.5639950072161,19.7108299709133,19.6731296109827,19.5577815297831,19.5605324897485,19.8370134374384,19.7883710481034,19.8666450562492,19.8099423643037,SAHH_HUMAN,13,AHCY,P23526,Adenosylhomocysteise
16.6821579246368,16.0746139750557,16.1318690151627,16.7504191302196,15.4597901985488,14.2222364295528,16.1260792878401,16.2730452143324,16.7086932452371,17.0057670749502,16.7498825179936,16.7417171399987,16.3747949781195,16.2414804717338,16.7120970510875,16.601975306569,AHNK_HUMAN,1,AHK,Q09666,Neuroblast differentiation-associated protein AHK
28.7251881342307,28.5463998596957,28.5563128583984,28.424130816397,28.691040690527,28.6855908629892,28.5483563109724,28.9728444114005,27.1520339640005,26.8543254013258,26.9240424499961,26.4585247036458,27.8800000490549,27.9344285805661,28.2312940331263,28.3312011150022,FETUA_HUMAN,14,AHSG,P02765,Alpha-2-HS-glycoprotein
16.3168542528474,16.2479275134435,16.2069437551632,16.4771258105831,16.4446396342741,16.5885228685252,16.2046303638312,16.2775307835273,16.3425157173659,16.2428428814895,15.9421433374935,16.1630127748894,16.451272296262,16.493522437895,16.5452661697741,16.6602048585378,ACES_HUMAN,3,ACHE,P22303,Acetylcholinesterase
17.3708491424881,16.8754733971265,17.0116312967424,17.5888170960802,17.076168409863,16.5103361287936,17.5370894526932,17.010080035096,17.6128541025129,17.4081306797059,17.6092941860707,17.8535349588946,17.8422030018377,17.6169938741198,17.5769714221494,17.5972814994508,AIFM1_HUMAN,4,AIFM1,O95831,"Apoptosis-inducing factor 1, mitochondrial"
16.700439718141,16.2591621265339,16.1273334178684,16.6592991200571,16.448935785716,16.5052347078744,16.9198409726438,17.3438710132798,16.9318224613095,17.1131520442992,16.392629355755,16.9300789392605,17.2157320542678,17.3197250357277,16.2059134944224,16.6188873067409,KAD2_HUMAN,2,AK2,P54819,"Adenylate kise 2, mitochondrial"
18.9109617977807,18.0629947452904,18.0906706941752,18.7697700607784,18.1181857548939,17.8037401374686,19.1191159053839,18.5666895678292,18.9987336520739,18.8723833061856,18.9180770766131,18.9395189553792,19.3288282966736,18.9949113566888,18.8032513838478,18.5159115399724,AK1A1_HUMAN,15,AKR1A1,P14550,Aldo-keto reductase family 1 member A1
16.1453968455,15.5729873396981,15.8338660143752,16.8073675013052,15.9803448970996,16.4953491457077,17.137431476855,16.479914437016,17.5782621143141,17.7378282763365,17.2403720997883,17.530177697177,17.7411377708329,17.5692993635294,17.2093105664799,17.1072681674111,AK1BA_HUMAN,5,AKR1B10,O60218,Aldo-keto reductase family 1 member B10
18.6871569441389,17.362217815913,17.7060035420252,18.3420095410187,17.9429096254119,17.3979252647348,18.967496468615,18.1824137526803,18.950291039964,18.9601348927043,18.9872168172279,18.8328652967271,19.0559019986103,18.9216811581173,18.7656648807771,18.5210022597501,AK1C2_HUMAN,7,AKR1C2,P52895,Aldo-keto reductase family 1 member C2
20.6593409358906,19.8343800021707,19.8434058512451,20.538190826983,19.7190729160441,19.5459636949391,20.8702081686591,20.1905095374296,20.8894237507216,20.8917243806565,20.944523340017,20.9487921151658,21.2397488487642,20.8158460728979,20.4720720279492,20.3821596012493,AK1C3_HUMAN,16,AKR1C3,P42330,Aldo-keto reductase family 1 member C3
15.5437870551833,13.8037073488589,14.4200918046023,15.5184380138384,15.8520295707041,15.6248839655467,16.3544577393442,15.13791172154,15.9543212864303,16.6176252944774,16.125080446539,16.2035544808143,16.8709426066493,16.1366887839028,15.7404553969889,16.076431495160602,AK1C4_HUMAN,2,AKR1C4,P17516,Aldo-keto reductase family 1 member C4
17.5211633326047,16.5998140718293,16.3823842328932,16.9668208492519,17.351663937159,17.1124089615936,18.5472033260575,17.2585568329993,18.6140232102375,18.485955061157,18.2240158100674,18.203242840873,19.1402306532102,18.3603713072172,17.5687577458814,17.4903416704347,AKCL2_HUMAN,1,AKR1E2,Q96JD6,"1,5-anhydro-D-fructose reductase"
17.2725842262335,15.9604748767272,16.1005227271972,17.1112783347629,16.0082732263415,16.3093448966196,17.6031626795343,16.7589778916595,17.3465570161377,17.2573233826047,17.186520520793,17.3630738623636,17.5205189332584,17.3215317924334,17.0958605657518,16.4634509339331,ARK73_HUMAN,2,AKR7A3,O95154,Aflatoxin B1 aldehyde reductase member 3
18.0421135580918,16.64069683757,16.9058452962914,18.1238283962573,16.8960012121306,17.3633391336573,18.5500966747559,18.0485613738487,18.2381901254613,18.2289173088564,18.2032954228846,18.2938398195894,18.5976124983435,18.3224563288741,17.9297322931127,17.6611448316433,HEM2_HUMAN,5,ALAD,P13716,Delta-aminolevulinic acid dehydratase
32.3921601278803,32.5618948572877,32.4725272022074,32.1693312381577,32.2322957698436,32.5016685608851,32.9421106615223,32.5843552956984,30.8940742135771,30.9377824260774,30.8778096182546,30.8130114208575,31.7746534315314,31.6988054007977,32.0104598861004,32.28102120822,ALBU_HUMAN,82,ALB,P02768,Albumin
31.8559988268503,31.8463984016132,31.8358833092136,31.9406273574057,31.9876372220635,31.6010648857056,31.6214748411107,31.8235193117714,31.7465915466896,31.7511888580241,31.6237917441027,31.5562223983904,31.7633626999214,31.8115576155614,32.0109500140843,32.1230319040049,ALBU_BOVIN,161,ALBU_BOVIN,ALBU_BOVIN,ALBU_BOVIN
17.5083209396153,17.2951949558806,17.0073010760648,17.2966205129736,17.3142291826136,17.3525435083486,17.3212851492865,17.1388417409378,17.0905363144984,17.2404932238768,17.208710655659,16.9118015734404,16.9429497040117,17.2070333912105,17.4004875638458,17.3934491160173,CD166_HUMAN,3,ALCAM,Q13740,CD166 antigen
20.146439403328,18.9737394009553,19.0859703121939,19.9349549252586,19.2399876963969,18.7631734558581,20.6706821792266,19.9147705157192,20.1505852599299,20.1573864131239,20.2251273979918,20.2033766822239,20.6726860306273,20.3882380633721,20.0039076524,19.6544105198843,AL1A1_HUMAN,23,ALDH1A1,P00352,Retil dehydrogese 1
18.7874339184969,17.6450180493508,17.9596001467551,18.5423706652209,18.047123912114,18.1274200778998,19.8512625597083,19.0095334189001,18.9221197815892,18.889521787848,18.8818339093889,19.0481835134244,19.7948108703635,19.4546266231917,19.0351830298646,18.8203597368163,AL1L1_HUMAN,22,ALDH1L1,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogese
16.8413432092681,15.572593654467,16.0469172257903,16.4579899966838,16.578932818178,16.1317544928335,17.8173147193589,16.9287265480165,17.5269118153716,16.7745425753649,17.4181985145547,17.2095009622044,18.1006828690139,17.6781461997048,17.0378364762748,16.9521155736676,AL1L2_HUMAN,2,ALDH1L2,Q3SY69,Mitochondrial 10-formyltetrahydrofolate dehydrogese
19.1989533484192,18.173457553587,18.5075507746489,19.4160594021483,18.4654667633292,18.164965833426,19.7593030617274,18.9135264076836,20.064119091206,19.9236176481791,20.1289307534733,20.1107738504977,19.7675702318136,19.9470946840453,19.3413342180484,18.9345864141578,ALDH2_HUMAN,21,ALDH2,P05091,"Aldehyde dehydrogese, mitochondrial"
19.4832666811026,20.3297109489134,18.4825874021047,19.1456660129598,21.0030909982305,19.2130306283157,18.6567670046717,20.9406720467283,20.0872919006019,19.6093501028402,20.1309174001451,20.2039382025504,19.2239192121998,20.5508407077842,20.7344400554358,18.8129324816521,AL4A1_HUMAN,4,ALDH4A1,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogese, mitochondrial"
16.2479071215881,15.28007476865,15.366025037645,16.1553519023681,15.6057312500869,15.2427647452209,16.5715334263052,15.8560680204524,16.2321923024599,16.3602315447109,16.5097549049118,16.3931826193034,16.9731592145897,16.6719556382262,16.2561662947295,15.6188012955103,AL7A1_HUMAN,2,ALDH7A1,P49419,Alpha-aminoadipic semialdehyde dehydrogese
17.6835223893332,16.4983054139144,17.0425571345598,17.5359511778118,16.8118638383416,16.6020101152837,17.9300500552626,17.4588151011048,17.8124531002973,17.7248135840833,17.8418652872922,17.8506446897564,18.239440035899,17.9496728509447,17.6621954838709,17.3278332967503,AL9A1_HUMAN,7,ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogese
17.8677432640794,17.7897628685559,17.5747856767903,18.19063974304,17.482784327487,17.5725522076663,18.4013420422486,18.1058880527909,18.521769112319,18.5371273797265,18.7148056072015,18.4353040068869,18.6978431436508,18.7592933076916,18.51816904142,17.9949279252658,ALDOA_HUMAN,10,ALDOA,P04075,Fructose-bisphosphate aldolase A
21.4759649280937,20.2644082368447,20.4128261723127,21.3925260144642,20.4271511768807,20.2259275877577,21.8477891365524,21.2217393291164,21.4451148992896,21.4070996845985,21.4688099595978,21.4713527229919,21.9456738687297,21.5668121816832,21.1827180446803,20.9172220046257,ALDOB_HUMAN,23,ALDOB,P05062,Fructose-bisphosphate aldolase B
18.1032468221752,17.7094540804589,17.7295742779137,18.5239983371557,17.4313262022191,17.6015821998722,18.5380449100386,18.1398760581318,18.1846332466728,18.1522551292018,18.1463847076662,17.9320878460746,18.7479536474884,18.5186262646984,18.315790825909,18.0632844732377,ALDOC_HUMAN,7,ALDOC,P09972,Fructose-bisphosphate aldolase C
23.5934321576025,23.4401366671856,23.5137993873944,23.3615593846948,23.6805986101016,23.8878111240679,23.756132781414,23.7678361015115,22.2896834670593,22.4335630292618,22.3893598295802,22.327207234805,23.069590058755,22.9550616894048,23.3412038942741,23.5252450280425,AMBP_HUMAN,21,AMBP,P02760,Protein AMBP
19.6785038608594,19.5356417912747,19.4650222785164,19.6910431672831,19.462228657968,19.4938437247947,19.4885266512659,19.5796087342953,19.3193060739008,19.5027754865314,19.2254028074999,19.1753205053972,19.2820386595401,19.5438399068251,19.7922628599267,19.6745698749433,AMY1A_HUMAN;AMY1B_HUMAN;AMY1C_HUMAN;AMY2B_HUMAN,7,AMY1A;AMY1B;AMY1C;AMY2B,P0DTE7,Alpha-amylase 1B
16.5461589415662,16.252680214086,16.3310131339136,16.2136852218996,15.9278520205018,16.4452719388486,16.2341606608485,16.3485379858621,15.3722223138202,15.7183188104792,15.9042629876423,15.314547842018,15.5308635082664,16.0906396845915,16.2405658934489,16.4229664973112,ANGL3_HUMAN,1,ANGPTL3,Q9Y5C1,Angiopoietin-related protein 3
16.9549005793981,16.7446236393435,16.9202132690339,16.7417303047761,16.8625041810522,17.0768886483356,17.0857214071628,17.2758698751288,15.959963456066,15.8372435574729,16.3858758786711,15.8966777086543,16.5796827527338,16.5558517959783,16.6282604066986,16.8640893941569,ANGL8_HUMAN,1,ANGPTL8,Q6UXH0,Angiopoietin-like protein 8
20.2234196273317,19.2767060198924,18.9485611537079,14.9991323962689,19.6151769997071,17.9747786684027,20.9431500803111,20.5574188260956,19.3418619089776,18.1313144014076,15.7690939946617,18.9968844402801,20.3428863376611,18.6992911578062,15.4452670884617,18.694323876395,ANK3_HUMAN,1,ANK3,Q12955,Ankyrin-3
17.3942952100745,17.2024969259594,17.0834169975706,17.4019294630451,17.0403325354141,16.5689684815705,16.8794994919956,16.9594360050698,17.828489823834,18.0139550661921,17.9750138703336,17.7432566043251,17.4579018508402,17.6420587461366,17.7278672882297,17.478880193213,AMPN_HUMAN,15,ANPEP,P15144,Aminopeptidase N
17.8575376150335,17.1796078493383,17.6443492141789,17.6748749917959,17.8356371883052,17.2827536199449,18.0373646323231,17.9094946754683,18.2968176489778,18.287518504377,18.4303382030976,18.3011344398629,18.3945548028178,18.4922952609309,18.5206378619383,18.2522034299994,ANXA2_HUMAN,6,ANXA2,P07355,Annexin A2
16.5135533543479,15.9776086251559,15.6222406115778,16.6067637597553,16.2036730010357,15.7657289725175,16.7479307082167,16.4483260592588,16.4336522672607,16.6729639315543,16.6728810847046,16.5181521329071,16.9888178033276,16.8360380234353,16.6523128250692,16.4423571523005,ANXA4_HUMAN,4,ANXA4,P09525,Annexin A4
16.9516376038299,17.2062035681506,17.0112163338169,17.1948241714396,16.9779283107034,16.5199371924048,16.9011143726749,16.9967272444527,17.4448046100127,17.3714703793943,17.3992445407683,17.2485576650625,17.3417446610056,17.5583609186342,17.4058561170237,17.5183919078422,ANXA5_HUMAN,1,ANXA5,P08758,Annexin A5
17.7957099340108,16.5444785036119,16.9322147519683,17.4257240359206,17.1962467107532,17.2465364991101,18.1524135920228,17.8145574328073,17.5018605041379,17.7764651616622,17.7166319330759,17.7738281866834,18.1608463869689,18.0606537173807,17.9736805521024,17.7910547536136,ANXA6_HUMAN,10,ANXA6,P08133,Annexin A6
19.769226068769,19.6038200985055,19.5769492859278,19.7601270396137,19.1269060876458,19.3704277405568,19.4295804148301,19.8641770745707,19.5611723208409,19.4049461182063,19.3006005737246,19.1287218709384,19.460927779558,19.5475911984285,19.6549698564512,19.5884310016109,AOC3_HUMAN,2,AOC3,Q16853,Membrane primary amine oxidase
19.1008086089432,18.0915490221827,18.2280435972906,19.0111862989734,18.2771920334993,17.8351066813873,19.1584790248358,18.8042476353279,19.2206782596308,18.9319118898903,19.2168737174391,19.1338822187581,19.3143619659193,19.2904823981182,18.7787541325682,18.4487777332284,AOXA_HUMAN,24,AOX1,Q06278,Aldehyde oxidase
17.0978161067995,16.9174303567641,17.0806405934579,17.3277894483695,17.0819826693256,17.0288881009164,16.9594926077606,17.2225307870281,16.6143072502683,17.0263613377032,16.578932818178,16.6279185594611,17.1438614818678,17.0833442761122,17.1361300108052,17.098679817517,AP3D1_HUMAN,1,AP3D1,O14617,AP-3 complex subunit delta-1
18.8571457479692,18.6264541095545,18.5761595385134,18.6158882230851,18.4816378445556,18.6718589155279,18.6762084740534,18.5920627884753,18.3743220812345,18.4881264911117,18.24530201027,18.2351400932879,18.5788185994397,18.5500666047489,18.9158939634605,18.6999790486024,SAMP_HUMAN,7,APCS,P02743,Serum amyloid P-component
19.2463787661717,18.0965092757809,18.5715230570991,19.2938734890542,18.8343784589379,18.2107284112898,19.3273574705889,19.2245528704932,19.5144944714221,19.2964704027244,19.4948126241824,19.4204208189577,19.3954128012602,19.2538428694783,19.3232901047057,18.7035656725158,ACPH_HUMAN,6,APEH,P13798,Acylamino-acid-releasing enzyme
20.4450188885654,20.8963811891311,20.5771134548234,20.8163540187133,20.5299718902616,20.4201555569944,20.7734290047402,20.6584259376913,20.2194427063145,20.4811391751096,20.2320437706792,20.1740674230746,20.2874418488662,20.5374516151611,20.7372407401684,20.6861995695684,APMAP_HUMAN,1,APMAP,Q9HDC9,Adipocyte plasma membrane-associated protein
