"CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Peptides","Pval","adjPval","negLog10_sca_adjPval","CTRL.myr_vs_CTRL","Diff_Abund","Protein_Names","Genes","ProtDesc"
22.9629993438721,23.0169792175293,22.8516120910645,23.8653392791748,23.7622299194336,23.3638191223145,23.2946968078613,23.8581943511963,23.7063865661621,23.7016887664795,23.9742221832275,23.9536876678467,23.9127178192139,23.9009685516357,24.0675868988037,28,0.016677560112203,0.204300111374487,0.689731396611253,-0.627657731374086,"Non-significant","VTDB_HUMAN","GC","Vitamin D-binding protein"
15.5100040435791,14.7379388809204,15.4047861099243,15.3224601745605,13.7471408843994,15.5736742019653,15.0018434524536,14.0884237289429,13.8926563262939,14.7300081253052,14.5050859451294,12.7247533798218,14.3998718261719,13.0944881439209,15.1287517547607,3,0.54708803747315,0.768233729845404,0.114506628745759,0.306296666463233,"Non-significant","VPS35_HUMAN","VPS35","Vacuolar protein sorting-associated protein 35"
18.1052799224854,18.1336898803711,17.7814617156982,18.3119125366211,18.0353145599365,18.0107688903809,17.9671859741211,17.8613166809082,17.8498077392578,18.1431293487549,18.1887874603271,18.0374126434326,18.0154304504395,17.8652267456055,17.8068523406982,1,0.617940907821884,0.811608638592813,0.0906533390743449,-0.0744849840799979,"Non-significant","VNN2_HUMAN","VNN2","Vascular non-inflammatory molecule 2"
19.6856555938721,20.1552753448486,19.762186050415,19.7002906799316,20.0153465270996,19.8947219848633,19.6618938446045,19.6270198822021,19.3931331634521,19.7303466796875,19.8001899719238,19.3892993927002,19.4703330993652,19.361759185791,19.5556163787842,9,0.7847960137213,0.900994462862336,0.0452778780062002,0.0496424039204832,"Non-significant","VNN1_HUMAN","VNN1","Pantetheinase"
17.9426174163818,18.058256149292,17.8999061584473,17.9162578582764,18.0418834686279,17.9454898834229,18.0286445617676,17.5815601348877,17.6318798065186,17.8333587646484,17.6521453857422,17.7003993988037,17.8350448608398,17.8198051452637,17.7445125579834,17,0.790549690835388,0.902477098057158,0.0445638102683999,-0.0161423683166646,"Non-significant","VINC_HUMAN","VCL","Vinculin"
14.8084812164307,15.4685792922974,15.3198766708374,15.4867725372314,14.2008905410767,14.1739654541016,15.7509737014771,15.3858289718628,12.9559926986694,15.4686050415039,15.3685989379883,15.3416891098022,15.6835289001465,14.6341867446899,14.7302150726318,1,0.555381456774787,0.776084350369003,0.11009107396221,0.295828501383468,"Non-significant","VIME_HUMAN","VIM","Vimentin"
15.5163984298706,15.8533725738525,15.9107856750488,15.5688819885254,15.7977809906006,15.4201374053955,15.4965257644653,15.9304714202881,16.0763397216797,15.8022060394287,14.7943248748779,15.6135501861572,15.964243888855,15.5050172805786,15.5648612976074,2,0.274474121629,0.592899107318145,0.227019203537808,0.189354022343933,"Non-significant","VGFR3_HUMAN","FLT4","Vascular endothelial growth factor receptor 3"
16.0591945648193,13.5535135269165,13.5959434509277,14.6939554214478,15.5896015167236,14.7312183380127,13.8242797851563,16.5220718383789,14.8565864562988,12.2008419036865,13.7201471328735,14.9034910202026,16.6552505493164,15.5067138671875,14.0294504165649,1,0.758215180647908,0.889040721893202,0.051078346016881,-0.3068799177806,"Non-significant","VDAC3_HUMAN","VDAC3","Voltage-dependent anion-selective channel protein 3"
17.4447231292725,17.7117538452148,17.3664417266846,17.5793609619141,17.6277751922607,17.3035221099854,17.6270427703857,17.4768733978271,17.4778842926025,17.4881458282471,17.611722946167,17.6184215545654,17.3962364196777,17.3932647705078,17.4852561950684,3,0.847145829470108,0.924997400599481,0.0338594877008464,-0.0267856915791747,"Non-significant","VCAM1_HUMAN","VCAM1","Vascular cell adhesion protein 1"
14.7333068847656,14.5714263916016,14.364462852478,15.0970325469971,14.2792539596558,14.6412725448608,13.8303365707397,14.9333629608154,13.0244112014771,15.2850008010864,14.626932144165,14.634334564209,14.6378755569458,12.8882617950439,14.3407678604126,1,0.761012329983252,0.889386766458862,0.0509093368801692,0.0944248040517159,"Non-significant","VASP_HUMAN","VASP","Vasodilator-stimulated phosphoprotein"
15.9751110076904,16.3504180908203,16.1232681274414,16.0994033813477,16.0896186828613,15.9858245849609,16.1739959716797,16.2585182189941,16.1362705230713,16.3230743408203,16.2484397888184,15.8885097503662,16.2152194976807,16.2316284179688,16.2715797424316,2,0.634113864386274,0.822228423041255,0.0850075144729417,0.0623884201049663,"Non-significant","VAS1_HUMAN","ATP6AP1","V-type proton ATPase subunit S1"
14.6781816482544,13.4017457962036,13.8136606216431,13.8799486160278,13.4117698669434,15.3888988494873,14.1954231262207,13.5204629898071,13.3047456741333,13.1481323242188,14.1683387756348,13.5440406799316,12.4252443313599,11.7156295776367,13.7603006362915,1,0.671517927836093,0.838060831227931,0.0767244566587617,-0.254480759302766,"Non-significant","VAPA_HUMAN;VAPB_HUMAN","VAPA;VAPB","Vesicle-associated membrane protein-associated protein B/C"
15.9760894775391,13.6379270553589,12.8991451263428,13.8679189682007,13.7610845565796,16.1611042022705,13.9552812576294,11.8868618011475,13.5464363098145,15.8181800842285,14.1788301467896,13.8184976577759,12.4941396713257,13.2310647964478,13.706503868103,1,0.821601403852603,0.918036439925693,0.03714007986133,-0.265293359756452,"Non-significant","USO1_HUMAN","USO1","General vesicular transport factor p115"
18.7411632537842,18.9677600860596,18.5942325592041,17.1411590576172,18.7715473175049,16.3025569915771,19.1589698791504,18.4745941162109,18.5851974487305,18.6860389709473,19.0097255706787,18.1949729919434,18.3160514831543,16.5993995666504,18.7480297088623,1,0.264949470164932,0.592899107318145,0.227019203537808,0.924160321553565,"Non-significant","UNC80_HUMAN","UNC80","Protein unc-80 homolog"
19.4501609802246,19.1124095916748,19.3798027038574,18.314432144165,18.6915111541748,19.5916767120361,19.3907928466797,17.7857265472412,17.4108238220215,18.3501358032227,18.7722091674805,17.9411964416504,18.0405731201172,18.6572303771973,19.2722949981689,22,0.37651606749976,0.650321320860466,0.186872007363375,0.317021210988365,"Non-significant","UGPA_HUMAN","UGP2","UTP--glucose-1-phosphate uridylyltransferase"
13.6505308151245,15.5699739456177,15.0521688461304,15.7947206497192,15.9434509277344,15.8567390441895,15.6030616760254,15.3769092559814,12.6344919204712,15.3896989822388,16.1704044342041,15.9117994308472,15.259669303894,15.212815284729,15.9273700714111,2,0.209255158664919,0.542664492248021,0.265468594350591,-1.04193520545959,"Non-significant","UGGG1_HUMAN","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1"
19.4425487518311,19.153678894043,19.3883247375488,18.998405456543,18.9779205322266,19.5735492706299,19.5154628753662,18.4736270904541,18.221851348877,18.5005416870117,18.9476261138916,18.4564914703369,18.6069660186768,18.7095241546631,19.3678779602051,14,0.751777813134813,0.886718189212378,0.0522143827797133,0.0618495941162074,"Non-significant","UGDH_HUMAN","UGDH","UDP-glucose 6-dehydrogenase"
15.6188840866089,14.7740144729614,14.7757234573364,14.8900079727173,15.0985994338989,14.2261714935303,15.2278003692627,15.4469051361084,15.2014694213867,15.4142160415649,14.8321475982666,15.3976516723633,14.5393886566162,14.8036422729492,15.0761098861694,1,0.613402106252812,0.810038809817543,0.0914941731141547,0.195562521616599,"Non-significant","UFO_HUMAN","AXL","Tyrosine-protein kinase receptor UFO"
17.2188186645508,17.150182723999,17.1102695465088,16.4827175140381,16.3730907440186,17.1579399108887,16.9681606292725,16.0551891326904,15.8661508560181,16.3099822998047,17.0976524353027,16.0923290252686,16.2573585510254,16.5878162384033,17.1207752227783,2,0.11426438182082,0.494791346396204,0.305577904526429,0.414279778798392,"Non-significant","UFM1_HUMAN","UFM1","Ubiquitin-fold modifier 1"
17.3581447601318,17.3242950439453,17.3528022766113,16.2008094787598,17.0431976318359,17.4958477020264,17.0403213500977,16.4750328063965,13.2473745346069,16.9986019134521,17.3513450622559,15.5217723846436,16.1271419525146,16.7775249481201,17.0256690979004,3,0.235298756894438,0.57346372426367,0.24149404916706,0.40003665288285,"Non-significant","UBP5_HUMAN","USP5","Ubiquitin carboxyl-terminal hydrolase 5"
14.1462059020996,15.0525255203247,15.8477764129639,14.2894926071167,13.7241086959839,15.6458978652954,15.6286535263062,14.0305986404419,13.9972057342529,15.1173791885376,13.7877607345581,13.1623659133911,13.3410263061523,14.354772567749,15.4345598220825,1,0.791012605261068,0.902477098057158,0.0445638102683999,0.193464438120516,"Non-significant","UBE2N_HUMAN;UE2NL_HUMAN","UBE2N;UBE2NL","Ubiquitin-conjugating enzyme E2 N"
21.8531761169434,21.3715801239014,21.3191566467285,21.5981884002686,21.7347297668457,21.3666095733643,21.8063812255859,21.3205127716064,21.5843753814697,21.4276218414307,21.6785182952881,21.47607421875,21.5118198394775,21.3871440887451,21.4425010681152,1,0.604304334550717,0.803724764952453,0.0948926496682796,-0.111839612325024,"Non-significant","UBAC2_HUMAN","UBAC2","Ubiquitin-associated domain-containing protein 2"
16.5844268798828,16.440113067627,16.55153465271,15.6437692642212,16.0504169464111,16.9668312072754,16.5297946929932,15.2665452957153,15.1359815597534,15.9473104476929,15.728401184082,15.5427656173706,15.257999420166,15.6570053100586,16.3262233734131,13,0.488224578307827,0.727259331847339,0.138310697384026,0.22765517234804,"Non-significant","UBA1_HUMAN","UBA1","Ubiquitin-like modifier-activating enzyme 1"
17.5763511657715,17.4551906585693,17.7996349334717,16.3734683990479,16.8309364318848,17.7415924072266,17.1741256713867,11.9542007446289,15.8933086395264,13.3777666091919,17.1894378662109,15.925199508667,13.2450914382935,16.8298091888428,16.904764175415,2,0.136114954337907,0.509783065561509,0.292614595417054,0.580361525217665,"Non-significant","UB2V1_HUMAN","UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1"
15.7865552902222,16.0565776824951,16.3348655700684,15.7631549835205,15.3225650787354,16.4483242034912,16.0081272125244,14.7171087265015,12.4204931259155,15.8141193389893,15.9408178329468,14.1799716949463,15.0268478393555,15.5347890853882,15.5190000534058,2,0.567479493295786,0.78223157274744,0.106664658860408,0.173789978027358,"Non-significant","UB2L3_HUMAN","UBE2L3","Ubiquitin-conjugating enzyme E2 L3"
15.9603757858276,15.636754989624,16.0162029266357,15.4785327911377,15.7884588241577,15.456582069397,15.4356966018677,12.4208898544312,13.2260570526123,14.6789245605469,15.4795370101929,11.7613000869751,12.5362348556519,13.6992473602295,15.0977563858032,2,0.0865342308447352,0.449221586005341,0.347539383181359,0.331293662389074,"Non-significant","UB2D2_HUMAN;UB2D3_HUMAN","UBE2D2;UBE2D3","Ubiquitin-conjugating enzyme E2 D3"
19.4418754577637,19.2455272674561,19.1482734680176,18.3813152313232,18.6749649047852,19.4060688018799,19.1182651519775,17.8887672424316,17.5107402801514,18.5852184295654,18.7087306976318,17.3034782409668,17.9339447021484,18.2609386444092,18.8433818817139,9,0.194388320368104,0.531343514247847,0.27462461619288,0.383405208587686,"Non-significant","TYPH_HUMAN","TYMP","Thymidine phosphorylase"
16.3828086853027,15.922779083252,15.8811693191528,13.4625759124756,15.475679397583,15.9706001281738,14.9683656692505,13.1680021286011,12.6116905212402,14.7972965240479,14.4044580459595,12.402961730957,13.6555643081665,14.2629833221436,15.2327508926392,1,0.135363969626592,0.509783065561509,0.292614595417054,1.09294708569844,"Non-significant","TXNL1_HUMAN","TXNL1","Thioredoxin-like protein 1"
14.0875844955444,12.756929397583,14.1768589019775,13.3614683151245,14.5631189346313,12.9725360870361,13.5588274002075,14.5677537918091,13.4083347320557,14.5583381652832,14.1977424621582,13.796667098999,11.8325300216675,15.3818979263306,14.1002740859985,2,0.921611084713151,0.962155807876352,0.0167545942596797,0.059803247451784,"Non-significant","TXND5_HUMAN","TXNDC5","Thioredoxin domain-containing protein 5"
17.5655326843262,17.4557609558105,17.7449264526367,16.6919345855713,16.9084873199463,17.5376129150391,17.367603302002,16.1308708190918,15.5833330154419,16.8170719146729,17.2165184020996,16.0089740753174,16.0180549621582,16.6372623443604,17.0604209899902,6,0.0966428461334305,0.461407639744738,0.335915218936047,0.462330500284789,"Non-significant","TXD17_HUMAN","TXNDC17","Thioredoxin domain-containing protein 17"
21.3756580352783,21.5864906311035,21.4029846191406,22.7830486297607,22.4095497131348,22.0240802764893,21.9686069488525,22.4946556091309,22.4871120452881,22.4900226593018,22.8155784606934,22.8841285705566,22.8158569335938,22.8602466583252,23.0549430847168,14,0.0162980316674371,0.202312899765119,0.693976425097707,-0.841276963551859,"Non-significant","TTHY_HUMAN","TTR","Transthyretin"
14.8760471343994,15.0284843444824,15.4583425521851,14.6477680206299,14.7769775390625,15.896107673645,15.8694610595703,14.1165142059326,14.6361885070801,14.7970380783081,14.1413593292236,15.091402053833,15.2791204452515,14.9702186584473,15.4886808395386,5,0.665371336603234,0.836535415391187,0.0775156681105705,-0.176620562871292,"Non-significant","TTC38_HUMAN","TTC38","Tetratricopeptide repeat protein 38"
19.3924255371094,19.7739791870117,19.5554237365723,19.673303604126,19.8462104797363,19.21555519104,19.6301307678223,19.6662902832031,19.5305194854736,19.7765083312988,19.2710189819336,19.6354274749756,19.7007007598877,19.6369457244873,19.4232959747314,10,0.924176551635616,0.962155807876352,0.0167545942596797,-0.0173571904500172,"Non-significant","TSP4_HUMAN","THBS4","Thrombospondin-4"
19.2739067077637,19.4736766815186,19.2784290313721,19.6984901428223,19.7423515319824,19.431640625,19.7514705657959,19.6869029998779,19.8255977630615,19.6577167510986,19.5576343536377,19.4900074005127,19.4785804748535,19.6178531646729,19.7097969055176,25,0.0260944392497608,0.239136245041932,0.621354594403919,-0.313984076182017,"Non-significant","TSP1_HUMAN","THBS1","Thrombospondin-1"
15.1427536010742,15.2103519439697,15.3232517242432,13.5939130783081,13.948091506958,15.1254978179932,14.4064512252808,13.970287322998,14.1715021133423,13.2727041244507,13.274130821228,13.3427276611328,14.2696981430054,14.0264711380005,13.7673053741455,1,0.0609758560597456,0.401595068757697,0.39621162859329,0.956964015960674,"Non-significant","TSN_HUMAN","TSN","Translin"
18.0483741760254,18.2863178253174,18.1247978210449,18.8627376556396,18.7454776763916,18.4079933166504,18.4134998321533,18.7902374267578,18.6692028045654,18.6455497741699,19.0781631469727,18.8324413299561,18.647388458252,18.6918277740479,18.9918060302734,8,0.022639010378619,0.228950266070558,0.640258847428235,-0.454263846079492,"Non-significant","TSK_HUMAN","TSKU","Tsukushin"
16.3135604858398,16.3013439178467,16.1938514709473,15.7098245620728,16.1326351165771,16.2657699584961,16.3260803222656,15.5412120819092,13.3882427215576,15.6865663528442,13.1792230606079,15.5220232009888,15.463231086731,15.3164052963257,15.5940647125244,4,0.335617126524867,0.637811499732671,0.195307654698863,0.161007801691703,"Non-significant","TRXR1_HUMAN","TXNRD1","Thioredoxin reductase 1, cytoplasmic"
27.0682106018066,27.2136096954346,27.0046920776367,27.2295398712158,27.3616619110107,26.9095916748047,27.4610233306885,27.2984066009521,27.2642593383789,27.4282703399658,27.3111896514893,27.2754020690918,27.4853286743164,27.1992263793945,27.2060546875,17,0.33904852504289,0.639421832863252,0.194212538958678,-0.144950071970623,"Non-significant","TRFL_HUMAN","LTF","Lactotransferrin"
24.8464965820313,25.1122570037842,24.9050464630127,25.1837978363037,25.2328701019287,24.7543296813965,25.0595569610596,25.1142444610596,25.0860862731934,25.2746181488037,25.2057228088379,25.1457977294922,25.2290019989014,25.197286605835,25.1526336669922,79,0.47798344179151,0.716590312895163,0.14472906706666,-0.103038628896059,"Non-significant","TRFE_HUMAN","TF","Serotransferrin"
19.5797805786133,19.3030338287354,19.5314636230469,18.6867713928223,19.1796779632568,19.7822704315186,19.7915267944336,18.1653728485107,18.4145374298096,18.8935394287109,19.3900547027588,18.1627407073975,18.1889171600342,18.6935958862305,19.2820091247559,4,0.712873670153505,0.863250581258126,0.063863120552083,0.111364364624041,"Non-significant","TRAP1_HUMAN","TRAP1","Heat shock protein 75 kDa, mitochondrial"
15.3816404342651,15.51930809021,15.3851881027222,15.29274559021,15.2950267791748,15.4965381622314,15.5675134658813,14.9806575775146,15.0053968429565,15.2339715957642,15.5302696228027,14.3593244552612,14.80970287323,14.5016441345215,12.8605260848999,1,0.858252790917168,0.929108544585911,0.0319335458976681,0.015756209691391,"Non-significant","TPP1_HUMAN","TPP1","Tripeptidyl-peptidase 1"
18.9406871795654,18.8028984069824,19.1357765197754,18.7376689910889,18.5723628997803,18.822925567627,18.7999668121338,19.07541847229,18.5899295806885,18.8686275482178,18.3762474060059,18.5947113037109,18.439172744751,18.4169788360596,18.5097484588623,3,0.126593193134356,0.507272794546913,0.294758428624793,0.226556301116901,"Non-significant","TPM4_HUMAN","TPM4","Tropomyosin alpha-4 chain"
16.7201366424561,16.1943817138672,16.9258899688721,16.2513694763184,16.1489276885986,16.6771278381348,16.7497653961182,16.0089244842529,16.0389232635498,16.6244812011719,16.0378704071045,15.4930582046509,15.6590785980225,15.6003017425537,16.2968406677246,3,0.587400577959237,0.795937018285392,0.0991212961986111,0.1566718419393,"Non-significant","TPM3_HUMAN","TPM3","Tropomyosin alpha-3 chain"
21.2777423858643,21.1031150817871,21.2688293457031,20.2857151031494,20.7449035644531,21.1733837127686,21.1408290863037,19.8567047119141,19.5217056274414,20.5697536468506,20.5412673950195,19.4350662231445,19.8551902770996,20.228443145752,20.6938743591309,25,0.163769787425393,0.521671938120768,0.282602524303277,0.380354404449466,"Non-significant","TPIS_HUMAN","TPI1","Triosephosphate isomerase"
16.9670581817627,17.7331619262695,17.2461185455322,17.3309955596924,17.7332401275635,17.2321681976318,17.6577587127686,17.6981010437012,17.5115604400635,17.6701507568359,17.9464321136475,17.5259494781494,17.4158897399902,17.4872512817383,17.4625110626221,2,0.543412794955493,0.76538171271341,0.116121918597715,-0.173094431559278,"Non-significant","TLR7_HUMAN","TLR7","Toll-like receptor 7"
17.7184925079346,17.9335060119629,17.6913681030273,18.0042419433594,18.1181354522705,18.0498600006104,18.1682415008545,18.0382118225098,17.9580364227295,18.1268653869629,17.7938575744629,17.7365741729736,17.9006481170654,18.1007900238037,17.9542579650879,10,0.0391863152979141,0.314122995982512,0.502900269068728,-0.303997516632098,"Non-significant","TLN1_HUMAN","TLN1","Talin-1"
18.6795654296875,18.1471252441406,18.1323890686035,17.9777545928955,17.4268131256104,18.5084609985352,18.3527927398682,16.843111038208,16.4667625427246,17.8614025115967,13.5082950592041,16.4681797027588,17.2698307037354,16.9485034942627,17.3490734100342,1,0.437985397814196,0.687077340365294,0.162994374143692,0.253237883249877,"Non-significant","TKTL2_HUMAN","TKTL2","Transketolase-like protein 2"
20.0014629364014,19.7531871795654,19.9294166564941,18.7280406951904,19.1097869873047,20.0819854736328,19.6850528717041,18.0855045318604,17.8913860321045,19.1266994476318,19.2492733001709,17.7301654815674,18.2506675720215,18.7708053588867,19.2957172393799,19,0.19918247741407,0.531343514247847,0.27462461619288,0.493472417195633,"Non-significant","TKT_HUMAN","TKT","Transketolase"
17.7932796478271,17.7620830535889,17.793851852417,17.0459728240967,17.5437412261963,18.1357288360596,18.1247177124023,16.8594989776611,16.5045795440674,17.3645706176758,17.5061836242676,16.2983570098877,16.7626800537109,17.5972385406494,18.3871040344238,22,0.805102915888528,0.910754331339271,0.0405987546759212,0.0705313682556081,"Non-significant","TKFC_HUMAN","TKFC","Triokinase/FMN cyclase"
18.181360244751,18.1878204345703,17.9076538085938,18.0996971130371,18.2657299041748,18.1589603424072,17.947961807251,17.8449878692627,17.7901000976563,18.1015338897705,18.1798610687256,17.9128665924072,18.0649223327637,17.9282760620117,18.0257835388184,2,0.831778375712316,0.918606960602807,0.0368702681060589,-0.0258091290791604,"Non-significant","TITIN_HUMAN","TTN","Titin"
16.2809467315674,16.5658836364746,16.190034866333,16.5404205322266,16.6911029815674,16.5070686340332,16.2065277099609,16.5428829193115,16.2888374328613,16.6325550079346,16.607364654541,16.3998222351074,16.4059772491455,16.7222080230713,16.5452461242676,1,0.401319004889266,0.667178873588276,0.175757714212792,-0.140658219655357,"Non-significant","THYG_HUMAN","TG","Thyroglobulin"
17.9057693481445,17.2935791015625,17.7159614562988,16.4191989898682,16.7152652740479,17.618034362793,17.7069072723389,15.8465337753296,15.0879554748535,16.5213375091553,16.5919361114502,14.185510635376,15.6784238815308,15.2639074325562,16.3548011779785,3,0.221839517966839,0.556245049648341,0.254733841035688,0.523585160573269,"Non-significant","THTR_HUMAN","TST","Thiosulfate sulfurtransferase"
16.5061817169189,16.3749237060547,16.6624450683594,15.9072217941284,15.5651826858521,16.5684700012207,16.4153518676758,14.9787368774414,14.7888202667236,15.8981714248657,15.8552265167236,14.1230144500732,14.1524667739868,15.3193368911743,16.1752414703369,9,0.183486823712623,0.531343514247847,0.27462461619288,0.400460243225083,"Non-significant","THTM_HUMAN","MPST","3-mercaptopyruvate sulfurtransferase"
20.7016525268555,20.6197319030762,20.6385459899902,21.1629028320313,21.1315135955811,20.7810306549072,21.0685806274414,21.2797565460205,21.3867282867432,21.3380336761475,21.0685997009277,21.4268283843994,21.3683376312256,21.493236541748,21.5898494720459,18,0.0181276413530202,0.208846550941181,0.680172692625729,-0.382696787516281,"Non-significant","THRB_HUMAN","F2","Prothrombin"
14.8278636932373,14.6517019271851,15.0730953216553,13.2843418121338,14.4421272277832,14.2984781265259,14.8658399581909,12.0198087692261,12.8206367492676,13.0143413543701,14.1679553985596,14.2181615829468,14.104884147644,13.8764810562134,13.8953142166138,1,0.157795236497893,0.517541427581304,0.28605488055733,0.628190199534115,"Non-significant","THIOM_HUMAN","TXN2","Thioredoxin, mitochondrial"
19.8822364807129,19.950984954834,20.150634765625,19.4901809692383,19.6785945892334,20.3156185150146,20.1301136016846,18.9105339050293,18.9052257537842,19.5064678192139,19.9607315063477,18.7595310211182,18.817626953125,19.2650337219238,19.940113067627,6,0.684893835482109,0.846794370297269,0.0722220379423729,0.0909918149312432,"Non-significant","THIO_HUMAN","TXN","Thioredoxin"
20.3831405639648,20.1520843505859,20.5850868225098,19.2082099914551,19.8885097503662,20.1300506591797,20.2894802093506,18.6668968200684,18.7517700195313,19.4353580474854,19.4568901062012,18.4645538330078,18.6928768157959,19.0149612426758,19.7117233276367,18,0.133860232440741,0.507272794546913,0.294758428624793,0.494374593098932,"Non-significant","THIM_HUMAN","ACAA2","3-ketoacyl-CoA thiolase, mitochondrial"
19.9775009155273,19.484073638916,19.9687538146973,19.0251617431641,19.3156070709229,19.5463352203369,19.5368309020996,18.6576843261719,18.3049697875977,18.8198947906494,18.8242588043213,18.1277275085449,18.4474582672119,18.5541095733643,19.1207866668701,14,0.0892885870584049,0.449221586005341,0.347539383181359,0.454125722249326,"Non-significant","THIL_HUMAN","ACAT1","Acetyl-CoA acetyltransferase, mitochondrial"
19.8923416137695,19.9012870788574,19.8803539276123,19.427267074585,19.9966449737549,19.6722469329834,19.9521236419678,19.9162044525146,20.1089000701904,20.0360927581787,20.6892414093018,19.9350852966309,19.8667240142822,19.6461753845215,19.8920974731445,3,0.402027226727199,0.667178873588276,0.175757714212792,0.129256884256957,"Non-significant","THIK_HUMAN","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal"
18.2915077209473,18.0410385131836,18.027193069458,16.9841842651367,17.5670356750488,18.4501552581787,18.2143516540527,16.6444339752197,16.1666240692139,17.2271366119385,17.555248260498,15.8492097854614,15.8294925689697,16.8509311676025,17.6605949401855,5,0.41626370283244,0.675659141548013,0.170272342931991,0.315981388092073,"Non-significant","THIC_HUMAN","ACAT2","Acetyl-CoA acetyltransferase, cytosolic"
