"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D3BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-1.93263817,11.3472390175,-77.5238004735396,9.12864094576183e-12,1.08447490849601e-08,17.8515654407769,"HLAE_HUMAN",13,-69.1421790111932,6.4562982470214e-12,3.23756009347514e-09,-1.93263817,"Up in D1CM",8.48978216174546,"HLA-E","HLAE_HUMAN"
4.13959098,16.3906675575,64.8064847986948,3.3011392279913e-11,1.54585014181882e-08,16.708289861868,"FINC_HUMAN",161,68.2709099837641,7.10852220792561e-12,3.23756009347514e-09,4.13959098,"Up in D3BM",8.48978216174546,"FN1","FINC_HUMAN"
-1.45924258,15.7260614625,-62.3936495777611,4.33353371049367e-11,1.58814589764136e-08,16.4553459293649,"AACT_HUMAN",24,-68.0313786142068,7.30067704619768e-12,3.23756009347514e-09,-1.45924258,"Up in D1CM",8.48978216174546,"SERPINA3","AACT_HUMAN"
-2.6948351875,13.23737955125,-78.4275578991793,8.40013937806053e-12,1.08447490849601e-08,17.9223391288606,"ISG20_HUMAN",10,-67.8823243001929,7.42321424402063e-12,3.23756009347514e-09,-2.6948351875,"Up in D1CM",8.48978216174546,"ISG20","ISG20_HUMAN"
1.9380068775,11.11407423125,65.8058336446597,2.95798718514074e-11,1.54585014181882e-08,16.80930496656,"SMOC1_HUMAN",19,67.5765369988265,7.68195537661678e-12,3.23756009347514e-09,1.9380068775,"Up in D3BM",8.48978216174546,"SMOC1","SMOC1_HUMAN"
1.7394411575,11.43526589875,64.9086509291354,3.26405260292958e-11,1.54585014181882e-08,16.718715183264,"GBA3_HUMAN",18,65.7643362749186,9.44183208612308e-12,3.67303178654465e-09,1.7394411575,"Up in D3BM",8.43497531323891,"GBA3","GBA3_HUMAN"
1.1572122575,14.76688003375,55.4805328357128,1.00578807557441e-10,3.39111507560669e-08,15.6516681738452,"KLKB1_HUMAN",31,65.6324578754796,9.58674804887678e-12,3.67303178654465e-09,1.1572122575,"Up in D3BM",8.43497531323891,"KLKB1","KLKB1_HUMAN"
3.27235555625,10.562454461875,62.8792432457884,4.09917356276062e-11,1.58814589764136e-08,16.507311457739,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,64.8420377501804,1.05099040465026e-11,3.85165135686827e-09,3.27235555625,"Up in D3BM",8.41435303116351,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
4.796008585,11.10277748,66.33265316799,2.79355645658493e-11,1.54585014181882e-08,16.8617062916076,"ANGL8_HUMAN",9,64.3648900030862,1.11157044453834e-11,3.90392803208902e-09,4.796008585,"Up in D3BM",8.40849819703883,"ANGPTL8","ANGL8_HUMAN"
-0.831561564999998,13.7899322525,-45.6961893340907,4.03863563857044e-10,6.07886782098398e-08,14.2654445026724,"HS105_HUMAN",48,-63.7964395296463,1.18896265759665e-11,4.00870649635285e-09,-0.831561564999998,"Up in D1CM",8.39699574012778,"HSPH1","HS105_HUMAN"
0.747811317500002,16.66221332625,39.6237344321526,1.12067606901683e-09,1.04943131736184e-07,13.2102365886314,"FAS_HUMAN",166,59.7402341065572,1.95706713275017e-11,6.34466110075046e-09,0.747811317500002,"Up in D3BM",8.19759157073315,"FASN","FAS_HUMAN"
2.061975715,12.08649552,54.611035689128,1.12636961112988e-10,3.4612496997591e-08,15.5413454832264,"PCSK6_HUMAN",46,59.3415672419314,2.05903377417364e-11,6.4279984009295e-09,2.061975715,"Up in D3BM",8.19192423994659,"PCSK6","PCSK6_HUMAN"
1.905015707,10.349050164,52.9342501020034,1.40848693793136e-10,3.49180482347748e-08,15.322119887958,"PTPRF_HUMAN",72,58.5141842795093,2.29042727755141e-11,6.89026232778697e-09,1.905015707,"Up in D3BM",8.16176424320971,"PTPRF","PTPRF_HUMAN"
-0.974044559750002,10.363908647625,-45.0639160627993,4.46237441986585e-10,6.59883403246478e-08,14.1635361851756,"RPA1_HUMAN",68,-58.2493766709526,2.37059683836543e-11,6.89026232778697e-09,-0.974044559750002,"Up in D1CM",8.16176424320971,"POLR1A","RPA1_HUMAN"
2.931138515,17.31352544,54.6987990623396,1.11347948720481e-10,3.4612496997591e-08,15.5525828912086,"FIBG_HUMAN",40,57.645816802028,2.56546819665917e-11,7.20811047654672e-09,2.931138515,"Up in D3BM",8.14217856567675,"FGG","FIBG_HUMAN"
1.8000888825,11.58374214125,56.5443230412022,8.77762959873409e-11,3.08277666198874e-08,15.7836517286583,"EKI2_HUMAN",17,56.9233776094087,2.82297279623643e-11,7.44931258663625e-09,1.8000888825,"Up in D3BM",8.12788380156106,"ETNK2","EKI2_HUMAN"
2.062765835,12.66526878,54.0079750329758,1.21968328937797e-10,3.4612496997591e-08,15.4634989580046,"FA10_HUMAN",25,56.9098396617984,2.82806979205552e-11,7.44931258663625e-09,2.062765835,"Up in D3BM",8.12788380156106,"F10","FA10_HUMAN"
2.86094188475,11.054555415125,54.1903368390159,1.19056775558981e-10,3.4612496997591e-08,15.4871558477985,"CO6A1_HUMAN",24,56.352248965817,3.04733161643660e-11,7.69304452023441e-09,2.86094188475,"Up in D3BM",8.11390175425974,"COL6A1","CO6A1_HUMAN"
-1.98002529,14.77136135,-53.4423258978929,1.31528519735196e-10,3.4645434151499e-08,15.3894683301487,"SQSTM_HUMAN",24,-56.2175609754339,3.1031381384265e-11,7.69304452023441e-09,-1.98002529,"Up in D1CM",8.11390175425974,"SQSTM1","SQSTM_HUMAN"
-1.353852985,10.9676085725,-50.7011893960997,1.91819423930127e-10,4.14575878027447e-08,15.0161582915315,"ASNS_HUMAN",27,-55.5117012132696,3.41519145405571e-11,8.16293854638677e-09,-1.353852985,"Up in D1CM",8.08815347301737,"ASNS","ASNS_HUMAN"
1.15599417750001,15.33148920625,48.5927479327843,2.60049233898859e-10,5.09756975007786e-08,14.7114681393564,"APOA1_HUMAN",30,55.1623659300675,3.58265835225584e-11,8.16293854638677e-09,1.15599417750001,"Up in D3BM",8.08815347301737,"APOA1","APOA1_HUMAN"
-3.0720539125,13.03084683125,-52.9561786241376,1.40431229694321e-10,3.49180482347748e-08,15.3250435166674,"PLIN2_HUMAN",27,-55.1612470054379,3.58320946988149e-11,8.16293854638677e-09,-3.0720539125,"Up in D1CM",8.08815347301737,"PLIN2","PLIN2_HUMAN"
4.281824469,8.717534363,53.7466446450733,1.26283171749949e-10,3.4612496997591e-08,15.4294198885773,"TSP3_HUMAN",12,54.1093366207264,4.14646277065362e-11,9.19750912995772e-09,4.281824469,"Up in D3BM",8.03632977239183,"THBS3","TSP3_HUMAN"
1.09980965,15.899528025,53.6867090874763,1.27297117917348e-10,3.4612496997591e-08,15.4215741976355,"NDRG1_HUMAN",18,53.8278170264552,4.31375013771812e-11,9.32323074636565e-09,1.09980965,"Up in D3BM",8.03043356702519,"NDRG1","NDRG1_HUMAN"
-1.3082070325,11.30812311125,-46.1762298923614,3.74741985936684e-10,5.84944481381539e-08,14.3416921797684,"JAK1_HUMAN",56,-53.1435641695612,4.75314459838938e-11,9.77515725975776e-09,-1.3082070325,"Up in D1CM",8.00987624707832,"JAK1","JAK1_HUMAN"
0.786575077499998,12.73861444125,41.6321433718487,7.8673537676511e-10,9.08409930240152e-08,13.5790936415171,"PFKAP_HUMAN",36,53.1411347106096,4.754792355559e-11,9.77515725975776e-09,0.786575077499998,"Up in D3BM",8.00987624707832,"PFKP","PFKAP_HUMAN"
-1.60270691,13.1151509275,-51.1044406170779,1.81234013660769e-10,4.02005658196481e-08,15.0726440007292,"HMOX1_HUMAN",18,-51.9872792070916,5.61577687185909e-11,1.12703293459286e-08,-1.60270691,"Up in D1CM",7.94806339264692,"HMOX1","HMOX1_HUMAN"
1.3599259865,10.01689875175,51.5446811023919,1.70429804744544e-10,3.88257520051828e-08,15.1336792339065,"PRS23_HUMAN",17,51.3989394989164,6.12182151837643e-11,1.18806572631506e-08,1.3599259865,"Up in D3BM",7.92515953259863,"PRSS23","PRS23_HUMAN"
1.1253304475,17.91023230625,44.5846369501996,4.81744457524284e-10,6.88241361435965e-08,14.0851406109364,"BHMT1_HUMAN",37,51.3110154260536,6.20179048023046e-11,1.18806572631506e-08,1.1253304475,"Up in D3BM",7.92515953259863,"BHMT","BHMT1_HUMAN"
1.7980947525,13.33678722375,49.9166274455978,2.14496941086282e-10,4.51998679104068e-08,14.9046424413244,"FADS2_HUMAN",18,50.9140771098545,6.57783917509228e-11,1.21269498057981e-08,1.7980947525,"Up in D3BM",7.91624841999823,"FADS2","FADS2_HUMAN"
-1.32198763,11.0571219925,-48.3824408754281,2.6825618633727e-10,5.13893498781103e-08,14.6801857910955,"HSP76_HUMAN",21,-50.724646708312,6.7663449228596e-11,1.21269498057981e-08,-1.32198763,"Up in D1CM",7.91624841999823,"HSPA6","HSP76_HUMAN"
1.2634825725,14.47589349625,43.4016640567605,5.84025509674821e-10,7.38566970652505e-08,13.8872715953512,"APOB_HUMAN",250,50.6532835395298,6.83893861124916e-11,1.21269498057981e-08,1.2634825725,"Up in D3BM",7.91624841999823,"APOB","APOB_HUMAN"
-0.832747698750001,10.164703965625,-39.9938489056118,1.04855786503265e-09,1.02854351533152e-07,13.2798152732323,"ANKL2_HUMAN",45,-50.5513334895791,6.94418010343416e-11,1.21269498057981e-08,-0.832747698750001,"Up in D1CM",7.91624841999823,"ANKLE2","ANKL2_HUMAN"
3.28798246175,9.442287444125,51.8143962860033,1.64173521485752e-10,3.84394059056501e-08,15.1707513575338,"MIME_HUMAN",10,50.3406037688984,7.16757238064776e-11,1.21269498057981e-08,3.28798246175,"Up in D3BM",7.91624841999823,"OGN","MIME_HUMAN"
1.3160262075,13.27415895375,43.8661860778655,5.41167294759609e-10,7.35725665730442e-08,13.9657238900382,"CO5_HUMAN",77,50.3165472232302,7.19358749899044e-11,1.21269498057981e-08,1.3160262075,"Up in D3BM",7.91624841999823,"C5","CO5_HUMAN"
4.7988569695,10.62097012775,47.728578914507,2.9571949483102e-10,5.27294576118033e-08,14.5818540541029,"PGBM_HUMAN",175,49.5630814486247,8.06509003706323e-11,1.33295380240012e-08,4.7988569695,"Up in D3BM",7.87518490213181,"HSPG2","PGBM_HUMAN"
0.966912747500004,16.57211232125,39.5633394176291,1.13297247455128e-09,1.04943131736184e-07,13.1988117337355,"CO3_HUMAN",118,49.1049223377961,8.65319702868186e-11,1.4026499568223e-08,0.966912747500004,"Up in D3BM",7.85305069731668,"C3","CO3_HUMAN"
1.952608105,12.39368224,46.5568998857542,3.5334263913525e-10,5.84944481381539e-08,14.4014803882518,"HEP2_HUMAN",25,48.8526676565224,8.99762224311705e-11,1.43096146957045e-08,1.952608105,"Up in D3BM",7.84437206000558,"SERPIND1","HEP2_HUMAN"
1.758033755,11.117310285,47.6268357090502,3.00274524304966e-10,5.27294576118033e-08,14.5664055460151,"ASM3A_HUMAN",17,48.2069562844714,9.95218267557317e-11,1.5534619957853e-08,1.758033755,"Up in D3BM",7.80869936694883,"SMPDL3A","ASM3A_HUMAN"
-1.43917488875,9.749388813125,-52.4493554232936,1.5045106885723e-10,3.62329159827882e-08,15.25707750837,"INGR1_HUMAN",13,-47.8261042027038,1.05686871712292e-10,1.61969934847802e-08,-1.43917488875,"Up in D1CM",7.79056559250346,"IFNGR1","INGR1_HUMAN"
-0.868751047499998,12.59910011125,-39.7981118103192,1.08601699922299e-09,1.02854351533152e-07,13.243111131436,"PIGR_HUMAN",36,-47.6736843508238,1.08274324340854e-10,1.6297219283376e-08,-0.868751047499998,"Up in D1CM",7.78788649086644,"PIGR","PIGR_HUMAN"
-1.19662260925,10.546022295375,-46.3187687895187,3.6656083346301e-10,5.84944481381539e-08,14.3641488317932,"DDX47_HUMAN",19,-47.5416806739696,1.1057320422453e-10,1.6346335703977e-08,-1.19662260925,"Up in D1CM",7.78657958623897,"DDX47","DDX47_HUMAN"
1.55091953,10.2633049475,49.4226600742339,2.30338192390511e-10,4.62266815157051e-08,14.8333114249459,"F151A_HUMAN",14,47.3973838217496,1.13149566876296e-10,1.6346335703977e-08,1.55091953,"Up in D3BM",7.78657958623897,"FAM151A","F151A_HUMAN"
0.840274815000001,17.62915659,38.1587315325551,1.46727865349998e-09,1.27515582667777e-07,12.9273127195941,"GATM_HUMAN",48,47.3276714661548,1.14418532036379e-10,1.6346335703977e-08,0.840274815000001,"Up in D3BM",7.78657958623897,"GATM","GATM_HUMAN"
1.45015478,13.8988456725,47.4150642205433,3.10014121057387e-10,5.33287556406676e-08,14.5341213136943,"FBX2_HUMAN",16,47.0044593193253,1.20516235952254e-10,1.69305225473592e-08,1.45015478,"Up in D3BM",7.77132963752412,"FBXO2","FBX2_HUMAN"
3.2370128625,16.16823434875,44.8595803174829,4.60997884933941e-10,6.69957098639343e-08,14.1302353486663,"FIBB_HUMAN",43,46.7880433418277,1.24804520699463e-10,1.72455295897668e-08,3.2370128625,"Up in D3BM",7.76332346442318,"FGB","FIBB_HUMAN"
-1.78627037875,9.847718595625,-45.7148968096059,4.0268151684505e-10,6.07886782098398e-08,14.2684339287577,"RIOX2_HUMAN",18,-46.686914332452,1.26867372944471e-10,1.7247823976596e-08,-1.78627037875,"Up in D1CM",7.76326568868162,"RIOX2","RIOX2_HUMAN"
1.3158159275,14.96975326625,44.3733799412731,4.98409063799483e-10,6.92961482053567e-08,14.0502655721145,"TMPS6_HUMAN",21,46.3855734590076,1.33246563019272e-10,1.78275441220547e-08,1.3158159275,"Up in D3BM",7.74890848002716,"TMPRSS6","TMPS6_HUMAN"
1.0289909825,15.13592541125,39.3890994356309,1.16931757136498e-09,1.07132367489515e-07,13.1657381610835,"ITIH2_HUMAN",51,46.1140615086133,1.39306434919656e-10,1.81580725171078e-08,1.0289909825,"Up in D3BM",7.74093025381115,"ITIH2","ITIH2_HUMAN"
1.0310966975,13.42505276125,40.2929808414153,9.94118312384071e-10,1.02854351533152e-07,13.3355089236639,"BGH3_HUMAN",36,46.0827341776141,1.40025473201092e-10,1.81580725171078e-08,1.0310966975,"Up in D3BM",7.74093025381115,"TGFBI","BGH3_HUMAN"
2.76872241475,9.371458590125,43.5496453275294,5.69966236348795e-10,7.38566970652505e-08,13.9123713435743,"NID1_HUMAN",42,45.5952586719413,1.51773073441085e-10,1.9383261152044e-08,2.76872241475,"Up in D3BM",7.71257315292058,"NID1","NID1_HUMAN"
-0.757394552499999,11.14616763625,-35.2805892097076,2.57039973028213e-09,1.80549161054567e-07,12.3337047385807,"SMCA5_HUMAN",59,-45.2489447718029,1.60796768408868e-10,1.95638762688752e-08,-0.757394552499999,"Up in D1CM",7.70854509252396,"SMARCA5","SMCA5_HUMAN"
1.465818405,12.35210681,43.1738803485971,6.06445412805223e-10,7.5172476243165e-08,13.8484378912132,"HRG_HUMAN",22,45.2024561971035,1.62053669169656e-10,1.95638762688752e-08,1.465818405,"Up in D3BM",7.70854509252396,"HRG","HRG_HUMAN"
1.340389015,14.14936435,43.4506115840495,5.7933189231997e-10,7.38566970652505e-08,13.8955849853557,"LG3BP_HUMAN",20,45.0187966594349,1.67129081768278e-10,1.95638762688752e-08,1.340389015,"Up in D3BM",7.70854509252396,"LGALS3BP","LG3BP_HUMAN"
2.30601334525,9.845606207375,43.3701709452864,5.87068300316975e-10,7.38566970652505e-08,13.8819168525954,"QSOX1_HUMAN",23,45.0165933326124,1.67191052367419e-10,1.95638762688752e-08,2.30601334525,"Up in D3BM",7.70854509252396,"QSOX1","QSOX1_HUMAN"
1.0267663,12.60385537,40.7672521943047,9.14269765361113e-10,9.87997416952413e-08,13.4228372883644,"AS3MT_HUMAN",27,45.0081284922207,1.67429375673871e-10,1.95638762688752e-08,1.0267663,"Up in D3BM",7.70854509252396,"AS3MT","AS3MT_HUMAN"
1.6108503375,12.22222566625,42.4138127490589,6.88665550886124e-10,8.06216934502658e-08,13.7170891193066,"HTRA1_HUMAN",27,44.9508121499143,1.69053235253844e-10,1.95638762688752e-08,1.6108503375,"Up in D3BM",7.70854509252396,"HTRA1","HTRA1_HUMAN"
0.921877382500002,11.27285861875,38.1581622133955,1.46743522586005e-09,1.27515582667777e-07,12.9272003697829,"UBA7_HUMAN",41,44.9374469428545,1.69434448644903e-10,1.95638762688752e-08,0.921877382500002,"Up in D3BM",7.70854509252396,"UBA7","UBA7_HUMAN"
1.33746004275,10.280721903625,42.735620891707,6.52395521695405e-10,7.8557740748151e-08,13.7730368732103,"IRF6_HUMAN",20,44.2688161392986,1.89807207861945e-10,2.16200669603829e-08,1.33746004275,"Up in D3BM",7.66514296530964,"IRF6","IRF6_HUMAN"
0.680266617499997,11.78619611125,35.0403002994035,2.69904877703088e-09,1.84961643427588e-07,12.2816994852549,"CAN5_HUMAN",36,44.1016998000116,1.95322797187427e-10,2.19516780999043e-08,0.680266617499997,"Up in D3BM",7.65853227443454,"CAPN5","CAN5_HUMAN"
2.02101087500001,15.6637237075,42.6416435430522,6.62757544826352e-10,7.86814555681876e-08,13.7567498242856,"FGL1_HUMAN",19,43.833361344373,2.04562708002775e-10,2.26876192862551e-08,2.02101087500001,"Up in D3BM",7.64421107419387,"FGL1","FGL1_HUMAN"
-1.09848237,11.60007751,-40.0659125627797,1.03513892153923e-09,1.02854351533152e-07,13.2932762931473,"ZN622_HUMAN",26,-43.4862697941846,2.17256618388579e-10,2.35023789143659e-08,-1.09848237,"Up in D1CM",7.62888817614986,"ZNF622","ZN622_HUMAN"
0.6927797775,14.70769131375,32.3528821884648,4.77249316121378e-09,2.69982180240745e-07,11.6715790462678,"FLNA_HUMAN",152,43.4802227924606,2.17485532722807e-10,2.35023789143659e-08,0.6927797775,"Up in D3BM",7.62888817614986,"FLNA","FLNA_HUMAN"
0.498782630000001,10.5619969375,28.1238844207732,1.29626693113726e-08,5.32987022563706e-07,10.5896019461333,"DEN4C_HUMAN",74,43.4025321870227,2.20450976454901e-10,2.35212820321311e-08,0.498782630000001,"Non-significant",7.6285390106441,"DENND4C","DEN4C_HUMAN"
0.5562877625,11.31031298875,29.0468255045939,1.02977975864304e-08,4.57312281198659e-07,10.8400531995531,"FAT1_HUMAN",154,43.0381120262958,2.34985519809163e-10,2.47586618308929e-08,0.5562877625,"Up in D3BM",7.60627283199296,"FAT1","FAT1_HUMAN"
-0.568877697500001,10.31776332875,-31.5580783605276,5.69978119841388e-09,3.00271598258941e-07,11.4803902050183,"CTR9_HUMAN",41,-42.8423730268427,2.43238008745199e-10,2.53117676013985e-08,-0.568877697500001,"Up in D1CM",7.596677525615,"CTR9","CTR9_HUMAN"
1.0510981075,11.46116674125,40.0171620903797,1.04419517064634e-09,1.02854351533152e-07,13.2841730861686,"T23O_HUMAN",22,42.4135890848462,2.62487183306575e-10,2.69817618059892e-08,1.0510981075,"Up in D3BM",7.56892969596736,"TDO2","T23O_HUMAN"
0.928434135000002,15.2129868275,36.9061257452409,1.86279722690192e-09,1.45226197705152e-07,12.6754023933105,"DPYL2_HUMAN",35,42.2491673517795,2.70321014540912e-10,2.71607496660773e-08,0.928434135000002,"Up in D3BM",7.56605824722852,"DPYSL2","DPYL2_HUMAN"
1.45503664,12.25511098,41.4323620251288,8.14290741424038e-10,9.15154221261762e-08,13.5433379005969,"BODG_HUMAN",18,42.241905960009,2.70673030246825e-10,2.71607496660773e-08,1.45503664,"Up in D3BM",7.56605824722852,"BBOX1","BODG_HUMAN"
-0.900318383500004,10.40887534575,-35.9495013813464,2.24750695380082e-09,1.66177509768308e-07,12.4764141091602,"IFIH1_HUMAN",38,-41.5725650372895,3.05464152556102e-10,3.0291262845828e-08,-0.900318383500004,"Up in D1CM",7.51868262050861,"IFIH1","IFIH1_HUMAN"
0.951627255000002,12.665569305,35.1723785085748,2.62745065058121e-09,1.83031252345033e-07,12.31033403735,"FA5_HUMAN",71,41.4059206447587,3.14894662483108e-10,3.08633384891874e-08,0.951627255000002,"Up in D3BM",7.51055709807158,"F5","FA5_HUMAN"
0.9996309275,16.81525087375,37.3803875012141,1.70026309987512e-09,1.36490644465213e-07,12.7719061927712,"VTNC_HUMAN",29,41.3225666734341,3.19734968692118e-10,3.09775408173087e-08,0.9996309275,"Up in D3BM",7.50895306210503,"VTN","VTNC_HUMAN"
-1.10531163,10.93604958,-40.5426404812824,9.51137597162414e-10,1.01482769702304e-07,13.3816267258209,"TTC4_HUMAN",18,-41.0977811983654,3.33213061754283e-10,3.19165101991688e-08,-1.10531163,"Up in D1CM",7.49598460115903,"TTC4","TTC4_HUMAN"
-1.040729045,12.273219585,-37.5416824044155,1.64871269386309e-09,1.34922323267689e-07,12.8044110520225,"ABCF2_HUMAN",27,-40.9076802471227,3.45114411209009e-10,3.25439164354718e-08,-1.040729045,"Up in D1CM",7.48753018391406,"ABCF2","ABCF2_HUMAN"
-2.2210381025,10.90599501125,-39.8749900554941,1.07112562712235e-09,1.02854351533152e-07,13.2575519331146,"TRAF1_HUMAN",18,-40.8706978090462,3.47485167777016e-10,3.25439164354718e-08,-2.2210381025,"Up in D1CM",7.48753018391406,"TRAF1","TRAF1_HUMAN"
1.180146695,11.93493104,47.9280396187588,2.87016125671248e-10,5.25925852887598e-08,14.6120236670312,"GELS_HUMAN",12,40.8083403192453,3.51524424631481e-10,3.25604326947116e-08,1.180146695,"Up in D3BM",7.48730983241684,"GSN","GELS_HUMAN"
0.823110820000002,13.9340788125,32.8738678030592,4.25801739791753e-09,2.52752314415823e-07,11.7941298432338,"LRP1_HUMAN",202,40.528327259896,3.70329489093936e-10,3.3929426777965e-08,0.823110820000002,"Up in D3BM",7.46942347749811,"LRP1","LRP1_HUMAN"
0.900385140000001,12.0833078625,34.5509472876432,2.98438004189134e-09,1.92025491397726e-07,12.174548716321,"RAPH1_HUMAN",50,40.4273837673012,3.77385638069877e-10,3.42041241214086e-08,0.900385140000001,"Up in D3BM",7.46592152624833,"RAPH1","RAPH1_HUMAN"
1.5236485025,11.01953828375,37.5623012552797,1.6422520388555e-09,1.34922323267689e-07,12.8085548264527,"CDHR2_HUMAN",33,40.0577403411124,4.04553846717402e-10,3.56151315538017e-08,1.5236485025,"Up in D3BM",7.44836544713621,"CDHR2","CDHR2_HUMAN"
1.2907178425,14.54054820625,36.8641942811026,1.87799923476825e-09,1.45226197705152e-07,12.6668026499949,"NHRF3_HUMAN",36,40.0164061383261,4.07727028556849e-10,3.56151315538017e-08,1.2907178425,"Up in D3BM",7.44836544713621,"PDZK1","NHRF3_HUMAN"
1.3548891525,11.92122614375,38.4488665952736,1.38990537065211e-09,1.23947437917465e-07,12.9843207195216,"PDCD4_HUMAN",21,40.001246685242,4.08897851174675e-10,3.56151315538017e-08,1.3548891525,"Up in D3BM",7.44836544713621,"PDCD4","PDCD4_HUMAN"
0.966518162499998,12.77112400625,35.6140500488068,2.40326740406001e-09,1.74630525420878e-07,12.4052225073027,"CADH2_HUMAN",34,39.9888902943613,4.09854995932942e-10,3.56151315538017e-08,0.966518162499998,"Up in D3BM",7.44836544713621,"CDH2","CADH2_HUMAN"
0.874846697499997,14.58317816375,34.2547144829343,3.17374532785761e-09,2.02662874003877e-07,12.1088603563707,"DPP4_HUMAN",42,39.7816574155241,4.26291255923076e-10,3.66653979201592e-08,0.874846697499997,"Up in D3BM",7.43574359735618,"DPP4","DPP4_HUMAN"
