"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D1C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D1C_vs_D1B"
4.495411276,8.568698227,30.5895728444872,6.83176622754815e-09,1.52213609787714e-06,11.4266701256727,"RELN_HUMAN",85,-31.7766843101274,1.90543071354826e-09,4.34077715797251e-07,-4.495411276,"Up in D1B",6.36243250891988,"RELN","RELN_HUMAN",4.495411276
2.241909384,9.182984173,29.8698388135917,8.10036220491892e-09,1.6653159274454e-06,11.250663059132,"TENA_HUMAN",61,-31.4092391453153,2.08266784167532e-09,4.61968611512666e-07,-2.241909384,"Up in D1B",6.33538753160825,"TNC","TENA_HUMAN",2.241909384
0.784553290000002,12.5309284925,27.1791694139306,1.59043779157072e-08,3.04677276026127e-06,10.5464623626685,"PLOD1_HUMAN",42,-31.1434601436207,2.22248163885111e-09,4.80340967535281e-07,-0.784553290000002,"Up in D1B",6.31845037147937,"PLOD1","PLOD1_HUMAN",0.784553290000002
1.24681377,15.266572715,29.9229076345305,7.99816819398677e-09,1.6653159274454e-06,11.2638087492675,"FGL1_HUMAN",19,-30.6742002653678,2.49600148060128e-09,5.17878422499906e-07,-1.24681377,"Up in D1B",6.28577218356493,"FGL1","FGL1_HUMAN",1.24681377
1.190053705,15.29863894,28.7194318305907,1.07267254737813e-08,2.15275164329767e-06,10.9588601564003,"APOA1_HUMAN",30,-30.6373472781742,2.51904322250518e-09,5.17878422499906e-07,-1.190053705,"Up in D1B",6.28577218356493,"APOA1","APOA1_HUMAN",1.190053705
-0.453724382500003,15.20491504625,-21.5346855314823,8.35292828433791e-08,1.30600277390713e-05,8.77624003327465,"HMCS1_HUMAN",32,25.9178139591848,9.03276261076627e-09,1.81278942967021e-06,0.453724382500003,"Non-significant",5.74165263983355,"HMGCS1","HMCS1_HUMAN",-0.453724382500003
1.5553405275,13.19120705125,27.4474347925741,1.48269006560174e-08,2.90641734022257e-06,10.6201727557612,"APOM_HUMAN",9,-25.3505263279178,1.06920052257708e-08,2.09444835737139e-06,-1.5553405275,"Up in D1B",5.67893034353152,"APOM","APOM_HUMAN",1.5553405275
0.77372837075,9.500020742375,23.0368192259623,5.17103422920811e-08,8.89523418734594e-06,9.29291911450711,"BMP1_HUMAN",34,-25.2764086427967,1.09331744838464e-08,2.09444835737139e-06,-0.77372837075,"Up in D1B",5.67893034353152,"BMP1","BMP1_HUMAN",0.77372837075
0.495031837499996,10.54863715125,21.2844012769164,9.07629169888932e-08,1.36614397732032e-05,8.68640973298013,"CDHR2_HUMAN",33,-24.9938973834645,1.19104155231101e-08,2.23095316542878e-06,-0.495031837499996,"Non-significant",5.65150954679789,"CDHR2","CDHR2_HUMAN",0.495031837499996
1.3095991625,10.84693372375,23.9700492177122,3.89730878164139e-08,6.98945015328835e-06,9.59589418282758,"ALDR_HUMAN",20,-24.7451000822582,1.28532383675815e-08,2.28163871024884e-06,-1.3095991625,"Up in D1B",5.64175312353192,"AKR1B1","ALDR_HUMAN",1.3095991625
2.88718271275,8.168382644625,35.4806642725551,2.36164620183085e-09,7.23375525070147e-07,12.5056725354973,"OMD_HUMAN",2,-24.7144294038749,1.2975189898762e-08,2.28163871024884e-06,-2.88718271275,"Up in D1B",5.64175312353192,"OMD","OMD_HUMAN",2.88718271275
0.544912097500003,16.17812788375,20.7965154394755,1.07009123509878e-07,1.5032998367746e-05,8.50802923289332,"KPYM_HUMAN",47,-24.7099578249285,1.29930784306495e-08,2.28163871024884e-06,-0.544912097500003,"Up in D1B",5.64175312353192,"PKM","KPYM_HUMAN",0.544912097500003
0.907012224999999,10.6667345775,22.5726541486695,5.97698526972806e-08,9.87843310559565e-06,9.13722838330888,"HXK2_HUMAN",39,-24.4695525083968,1.39970740720847e-08,2.40778239497146e-06,-0.907012224999999,"Up in D1B",5.61838276531017,"HK2","HXK2_HUMAN",0.907012224999999
1.0741548525,13.11811542375,23.6720040961238,4.26061120267985e-08,7.48181079737259e-06,9.50055026637122,"H2AW_HUMAN",17,-24.000291527169,1.62195442946323e-08,2.73429077718911e-06,-1.0741548525,"Up in D1B",5.56315530241864,"MACROH2A2","H2AW_HUMAN",1.0741548525
0.64630484575,9.884429812125,21.3983148074946,8.73858160961557e-08,1.33922735249908e-05,8.72743348730435,"ITA2_HUMAN",31,-23.5996974185598,1.84352474848534e-08,3.04687649117312e-06,-0.64630484575,"Up in D1B",5.51614515007307,"ITGA2","ITA2_HUMAN",0.64630484575
1.825491667,8.770213723,22.7952061615423,5.57398079243834e-08,9.39661681989255e-06,9.21230445013755,"EXT1_HUMAN",17,-23.4179308759568,1.95517741380133e-08,3.16926738864065e-06,-1.825491667,"Up in D1B",5.49904111817407,"EXT1","EXT1_HUMAN",1.825491667
1.48612213475,9.841480495125,25.6446334479948,2.40812363215424e-08,4.51068313231735e-06,10.1084477873275,"GTR1_HUMAN",7,-22.1979334143798,2.93602129333863e-08,4.66938178897195e-06,-1.48612213475,"Up in D1B",5.3307406148109,"SLC2A1","GTR1_HUMAN",1.48612213475
1.11628246425,10.350461960375,31.0580677110486,6.12773126835764e-09,1.47573276745676e-06,11.5386549366532,"MOT4_HUMAN",7,-22.1107426554774,3.02508634511615e-08,4.7219357042563e-06,-1.11628246425,"Up in D1B",5.32587993074243,"SLC16A3","MOT4_HUMAN",1.11628246425
7.2279688105,10.57221048975,21.0971095831571,9.66430727277719e-08,1.42913063161823e-05,8.61845021829911,"GPC3_HUMAN",12,-21.7784996286809,3.39354188051895e-08,5.20075718379895e-06,-7.2279688105,"Up in D1B",5.28393342236398,"GPC3","GPC3_HUMAN",7.2279688105
-0.6322715275,11.74086391625,-21.6533903860823,8.03292914843773e-08,1.30210691908042e-05,8.8184565295425,"TRAF1_HUMAN",18,21.7113514788319,3.47401126902367e-08,5.22900731903581e-06,0.6322715275,"Up in D1C",5.28158075028841,"TRAF1","TRAF1_HUMAN",-0.6322715275
1.2938179975,10.88176679625,20.9430360042162,1.01806299040912e-07,1.47952637002732e-05,8.56206221176049,"SMOC1_HUMAN",19,-21.5682898980573,3.65273509884051e-08,5.40156213125029e-06,-1.2938179975,"Up in D1B",5.26748062408956,"SMOC1","SMOC1_HUMAN",1.2938179975
1.298568724,10.4475495805,24.0514863397775,3.8042621631164e-08,6.97089690715394e-06,9.62172043476564,"COTL1_HUMAN",8,-21.2449187463635,4.09624608570213e-08,5.95297556144539e-06,-1.298568724,"Up in D1B",5.22526590033943,"COTL1","COTL1_HUMAN",1.298568724
0.417467595,12.286357405,16.9141577531081,4.61576218720523e-07,5.47975485576801e-05,6.91047641193857,"AKA12_HUMAN",65,-21.1244054707746,4.2768262530688e-08,6.11006245544354e-06,-0.417467595,"Non-significant",5.21395435049135,"AKAP12","AKA12_HUMAN",0.417467595
-0.414163827499999,13.33336913625,-17.1037839092215,4.26697117662746e-07,5.13804286397041e-05,6.99690242107179,"VILI_HUMAN",48,20.9534871868391,4.54853839095788e-08,6.389938349564e-06,0.414163827499999,"Non-significant",5.19450333191567,"VIL1","VILI_HUMAN",-0.414163827499999
-0.641991376499996,9.83925473675,-20.2498736051522,1.29272511853159e-07,1.78629180722997e-05,8.30283210120663,"AJUBA_HUMAN",19,20.6320666297785,5.11392994498033e-08,6.96332370065172e-06,0.641991376499996,"Up in D1C",5.1571834155182,"AJUBA","AJUBA_HUMAN",-0.641991376499996
0.512172937500004,10.82430422375,20.8213284341309,1.06107156044466e-07,1.5032998367746e-05,8.51720790768208,"CP1A1_HUMAN",18,-20.6278196750823,5.12191326895725e-08,6.96332370065172e-06,-0.512172937500004,"Up in D1B",5.1571834155182,"CYP1A1","CP1A1_HUMAN",0.512172937500004
4.1551272865,8.92459595175,19.5729200952063,1.64508655817451e-07,2.23652170949241e-05,8.04049584477656,"TSP3_HUMAN",12,-20.1560639345722,6.10290341428063e-08,8.16529728237642e-06,-4.1551272865,"Up in D1B",5.08802799883358,"THBS3","TSP3_HUMAN",4.1551272865
0.71260881425,10.368363142875,18.9117479244311,2.09829866388825e-07,2.80739038697048e-05,7.77496916065436,"EXT2_HUMAN",24,-19.9155713706539,6.68341510560432e-08,8.80226655080294e-06,-0.71260881425,"Up in D1B",5.05540548424046,"EXT2","EXT2_HUMAN",0.71260881425
0.621740814999999,11.3835148825,17.4955087703985,3.63714201565759e-07,4.44311160144606e-05,7.17240057805362,"PCSK6_HUMAN",46,-19.3964435985402,8.16156822620161e-08,1.05836705505621e-05,-0.621740814999999,"Up in D1B",4.9753636873674,"PCSK6","PCSK6_HUMAN",0.621740814999999
4.06186926575,8.239897669625,18.5123149598574,2.44035147031343e-07,3.21401914738623e-05,7.60985071132126,"EMIL1_HUMAN",33,-19.1635110355707,8.94211003714778e-08,1.14201584095634e-05,-4.06186926575,"Up in D1B",4.94232787192886,"EMILIN1","EMIL1_HUMAN",4.06186926575
1.1116492775,11.03317725625,18.41228268373,2.53565829189051e-07,3.28816365266848e-05,7.56792308698186,"CPVL_HUMAN",20,-19.0127335415199,9.49214787142994e-08,1.19416887176542e-05,-1.1116492775,"Up in D1B",4.9229342537008,"CPVL","CPVL_HUMAN",1.1116492775
0.734042642500002,10.97812152125,18.0303165460219,2.94058544689636e-07,3.69943204953573e-05,7.40564041090137,"FSCN1_HUMAN",22,-18.7837498484948,1.04019942124095e-07,1.28893604713423e-05,-0.734042642500002,"Up in D1B",4.88976863040899,"FSCN1","FSCN1_HUMAN",0.734042642500002
2.0494930745,8.092033267,21.5296403369573,8.36684657622318e-08,1.30600277390713e-05,8.77444025216066,"GTR3_HUMAN",4,-18.7483458200471,1.05512619827099e-07,1.28893604713423e-05,-2.0494930745,"Up in D1B",4.88976863040899,"SLC2A3","GTR3_HUMAN",2.0494930745
1.5593737365,8.752385676,18.0487458184719,2.9194387828075e-07,3.69943204953573e-05,7.41355104180147,"KCRB_HUMAN",12,-18.2288130680023,1.30443190307489e-07,1.57072235871689e-05,-1.5593737365,"Up in D1B",4.80390057417917,"CKB","KCRB_HUMAN",1.5593737365
2.98090147975,8.398417353625,17.5632058539036,3.53936027476636e-07,4.38724525823612e-05,7.20232412397811,"MRC2_HUMAN",30,-18.1910021948211,1.32502360349829e-07,1.57304562730804e-05,-2.98090147975,"Up in D1B",4.80325868017346,"MRC2","MRC2_HUMAN",2.98090147975
-0.399247647500001,11.12831783375,-15.7331982389771,7.67990279528638e-07,8.40700008590505e-05,6.34922149024392,"PALLD_HUMAN",30,17.7688360300889,1.58163406329325e-07,1.8516102110415e-05,0.399247647500001,"Non-significant",4.73245043288666,"PALLD","PALLD_HUMAN",-0.399247647500001
0.500031710000002,14.01530993,15.5433870441809,8.3629652943131e-07,8.92296638807153e-05,6.25509708099397,"PLMN_HUMAN",53,-17.6540861153689,1.66075678708685e-07,1.91760533676097e-05,-0.500031710000002,"Up in D1B",4.71724077031638,"PLG","PLMN_HUMAN",0.500031710000002
1.01984238575,9.639241814625,16.810236719472,4.82058574774455e-07,5.49912088800827e-05,6.86269534159473,"NRP1_HUMAN",26,-17.5533110150858,1.73393672056009e-07,1.97504765102717e-05,-1.01984238575,"Up in D1B",4.7044224218965,"NRP1","NRP1_HUMAN",1.01984238575
4.023343089,8.6970109955,16.8430748873515,4.75476807689966e-07,5.49912088800827e-05,6.87782595405171,"CEMIP_HUMAN",54,-17.4408783496413,1.81990421861813e-07,2.04532968783096e-05,-4.023343089,"Up in D1B",4.68923667784473,"CEMIP","CEMIP_HUMAN",4.023343089
4.2543519725,8.77476054375,16.8066701867869,4.82779624762857e-07,5.49912088800827e-05,6.86105021747589,"CO6A3_HUMAN",19,-17.3718375331543,1.87507016850716e-07,2.07960084872985e-05,-4.2543519725,"Up in D1B",4.6820200139935,"COL6A3","CO6A3_HUMAN",4.2543519725
-0.299004317499998,12.91088426125,-14.4443024156088,1.3977429279689e-06,0.000141946688431926,5.68666327153439,"RFTN1_HUMAN",31,17.3373738136538,1.90331123511571e-07,2.08350784425848e-05,0.299004317499998,"Non-significant",4.68120486011587,"RFTN1","RFTN1_HUMAN",-0.299004317499998
0.383921619999999,13.3636713025,16.2382716921132,6.1506053394357e-07,6.9124603208138e-05,6.5942656729916,"OAT_HUMAN",22,-17.1783645745385,2.03997362335622e-07,2.20447918862431e-05,-0.383921619999999,"Non-significant",4.65669399677338,"OAT","OAT_HUMAN",0.383921619999999
-0.532675030000002,11.4438067675,-15.3588749933654,9.09378990700958e-07,9.58144439077296e-05,6.1624991346509,"HMDH_HUMAN",32,16.7076009885776,2.51401120984332e-07,2.6823544921227e-05,0.532675030000002,"Up in D1C",4.57148382760326,"HMGCR","HMDH_HUMAN",-0.532675030000002
0.816677571249999,9.793930769375,15.6546835474796,7.9544629442253e-07,8.59591899447116e-05,6.31042505167934,"P5CR1_HUMAN",15,-15.7383094529872,3.93661776419399e-07,4.14771889179889e-05,-0.816677571249999,"Up in D1B",4.38219068523322,"PYCR1","P5CR1_HUMAN",0.816677571249999
-0.394635439999998,13.2446228275,-14.0775885341435,1.67272980928545e-06,0.000167850470981751,5.48751780177778,"FDFT_HUMAN",29,15.5505158285033,4.30691872414027e-07,4.4818540649109e-05,0.394635439999998,"Non-significant",4.34854228877279,"FDFT1","FDFT_HUMAN",-0.394635439999998
-0.26599598,11.7014663225,-12.7271908311873,3.37307562714949e-06,0.000287188428901445,4.70821873590834,"PAR12_HUMAN",32,15.3621909202379,4.71813643577431e-07,4.79647309901857e-05,0.26599598,"Non-significant",4.31907798692434,"PARP12","PAR12_HUMAN",-0.26599598
4.4818446625,9.26438057375,14.8526872742174,1.15008080982097e-06,0.000119679396863962,5.90269945405274,"NPNT_HUMAN",24,-15.3600466810397,4.72306640430112e-07,4.79647309901857e-05,-4.4818446625,"Up in D1B",4.31907798692434,"NPNT","NPNT_HUMAN",4.4818446625
1.5230555535,8.3657751085,14.8233747694407,1.16609566370704e-06,0.000119866101821788,5.88738856153461,"CCN2_HUMAN",12,-15.0724486220126,5.44007954968383e-07,5.45886077670059e-05,-1.5230555535,"Up in D1B",4.26289798184017,"CCN2","CCN2_HUMAN",1.5230555535
0.592196941499999,9.53553009025,13.5804774657071,2.14909853642029e-06,0.000200142743955463,5.20935678332024,"RIR1_HUMAN",29,-14.4146630391276,7.5899840529992e-07,7.52658536267415e-05,-0.592196941499999,"Up in D1B",4.12340200845924,"RRM1","RIR1_HUMAN",0.592196941499999
-0.233422282499998,11.14685964625,-10.6701450744154,1.13413296198387e-05,0.000752724939886778,3.35647648354677,"K1671_HUMAN",68,14.3145511664528,7.99455740421204e-07,7.80871372610886e-05,0.233422282499998,"Non-significant",4.10742049847347,"KIAA1671","K1671_HUMAN",-0.233422282499998
0.261286969999999,12.4434458025,11.2074244064934,8.10518697624343e-06,0.000588953629506516,3.73137481862304,"A2MG_HUMAN",60,-14.2989486438007,8.05977095944324e-07,7.80871372610886e-05,-0.261286969999999,"Non-significant",4.10742049847347,"A2M","A2MG_HUMAN",0.261286969999999
1.38332784175,7.678811848375,13.5195177332258,2.21746792305204e-06,0.00020316344699354,5.17457107844244,"LRP4_HUMAN",29,-14.0429072641773,9.22024314745658e-07,8.83152607839903e-05,-1.38332784175,"Up in D1B",4.053964244309,"LRP4","LRP4_HUMAN",1.38332784175
0.310848235000005,14.10833907,12.2897089672758,4.29693986108832e-06,0.000355087314599151,4.43874102624237,"EHD3_HUMAN",31,-13.9706981653778,9.58071001434543e-07,9.07368592257502e-05,-0.310848235000005,"Non-significant",4.04221625752022,"EHD3","EHD3_HUMAN",0.310848235000005
2.34992313375,7.406157493375,13.6007609099002,2.12688211954694e-06,0.000200142743955463,5.22089783226813,"VWF_HUMAN",7,-13.7356712648412,1.08684714417206e-06,0.000101690642711257,-2.34992313375,"Up in D1B",3.99271900780323,"VWF","VWF_HUMAN",2.34992313375
-0.339149950000001,10.253484725,-13.5810061244698,2.1485161677589e-06,0.000200142743955463,5.20965779511397,"PA24C_HUMAN",19,13.7170451105268,1.09785840392981e-06,0.000101690642711257,0.339149950000001,"Non-significant",3.99271900780323,"PLA2G4C","PA24C_HUMAN",-0.339149950000001
-0.280847547499999,14.09989237875,-12.0004246300521,5.06507257314644e-06,0.00041051439152934,4.25553812718372,"GBP2_HUMAN",29,13.6838514892782,1.11779413089824e-06,0.000102411812275449,0.280847547499999,"Non-significant",3.98964994853416,"GBP2","GBP2_HUMAN",-0.280847547499999
4.77067434775,8.661023318625,13.5699315959448,2.16075331592682e-06,0.000200142743955463,5.20334973243962,"TYRP1_HUMAN",2,-13.5981579709329,1.17117082057151e-06,0.000106148374694594,-4.77067434775,"Up in D1B",3.97408665120663,"TYRP1","TYRP1_HUMAN",4.77067434775
-0.313351872499998,10.80443346625,-11.3841096730096,7.2804755741281e-06,0.000533627205341963,3.85106896605945,"SHRM3_HUMAN",61,13.5703302609623,1.18911641314254e-06,0.000106628321769984,0.313351872499998,"Non-significant",3.97212742612779,"SHROOM3","SHRM3_HUMAN",-0.313351872499998
