"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D3B"
-0.811778779999997,16.0301195375,-35.2389314749694,2.7750618551083e-09,1.11385697031942e-06,12.3059879901416,"DPYL2_HUMAN",35,42.4035610202316,2.62957546799145e-10,1.84652156235446e-07,0.811778779999997,"Up in D8BM",6.73364561660391,"DPYSL2","DPYL2_HUMAN",-0.811778779999997
-2.265710116,9.3968440295,-40.3006137849921,1.0673022158891e-09,8.99629037772926e-07,13.1782940175167,"ITA7_HUMAN",30,42.3257082623179,2.66641812482657e-10,1.84652156235446e-07,2.265710116,"Up in D8BM",6.73364561660391,"ITGA7","ITA7_HUMAN",-2.265710116
-0.619448897499998,13.02489650125,-30.5240677529807,7.70459497161408e-09,2.17749151987848e-06,11.3270990888204,"DSG2_HUMAN",47,41.6071933976693,3.03544844275266e-10,1.84652156235446e-07,0.619448897499998,"Up in D8BM",6.73364561660391,"DSG2","DSG2_HUMAN",-0.619448897499998
-1.12787986,13.5905355225,-36.9958233321645,1.96289513459231e-09,9.56145980669983e-07,12.6273668610644,"PFKAP_HUMAN",36,41.5201377854854,3.08396160336215e-10,1.84652156235446e-07,1.12787986,"Up in D8BM",6.73364561660391,"PFKP","PFKAP_HUMAN",-1.12787986
0.973324065000002,13.19192612,35.625986924761,2.56753320412801e-09,1.08208686887975e-06,12.3786286391669,"TFR1_HUMAN",38,-41.1735156001101,3.28601535595171e-10,1.84652156235446e-07,-0.973324065000002,"Up in D3B",6.73364561660391,"TFRC","TFR1_HUMAN",0.973324065000002
-1.36321998,11.55823028,-38.5614549852971,1.46129444597449e-09,9.56145980669983e-07,12.8966080712197,"PRS23_HUMAN",17,38.6079661957617,5.34706576797542e-10,2.81690108489155e-07,1.36321998,"Up in D8BM",6.55022840293968,"PRSS23","PRS23_HUMAN",-1.36321998
-0.761134145,11.541054965,-30.6874956150706,7.41783605079934e-09,2.17749151987848e-06,11.3642217819357,"ACD10_HUMAN",56,38.1013130827989,5.90902458424316e-10,2.92983342474033e-07,0.761134145,"Up in D8BM",6.53315707069455,"ACAD10","ACD10_HUMAN",-0.761134145
1.005133865,12.54225409,34.8917902863258,2.9775690656654e-09,1.14081498429517e-06,12.2399210123839,"ATTY_HUMAN",25,-37.7058964302595,6.39420520219524e-10,2.99426420273909e-07,-1.005133865,"Up in D3B",6.52370988177208,"TAT","ATTY_HUMAN",1.005133865
-1.2284841575,14.03114843375,-37.6040921837159,1.7477456415167e-09,9.56145980669983e-07,12.7338135657366,"CRYM_HUMAN",16,36.8726865965941,7.57149095232377e-10,3.35895248616511e-07,1.2284841575,"Up in D8BM",6.47379613939807,"CRYM","CRYM_HUMAN",-1.2284841575
-0.861223697500002,16.58567690875,-36.9424088190832,1.98318733873628e-09,9.56145980669983e-07,12.6179043959501,"LEG4_HUMAN",17,35.6942448144133,9.67920942926362e-10,3.98843719321077e-07,0.861223697500002,"Up in D8BM",6.39919724248871,"LGALS4","LEG4_HUMAN",-0.861223697500002
-0.89712334,10.663935185,-33.9553576768325,3.61330272833109e-09,1.32419689987403e-06,12.057243304414,"ANXA3_HUMAN",21,35.5704492387309,9.93678740745357e-10,3.98843719321077e-07,0.89712334,"Up in D8BM",6.39919724248871,"ANXA3","ANXA3_HUMAN",-0.89712334
-0.711497304999998,15.450101135,-27.4346592561399,1.64310140138135e-08,3.08104829170242e-06,10.574938922428,"FLNA_HUMAN",152,34.80483224113,1.17131013084158e-09,4.48771504221078e-07,0.711497304999998,"Up in D8BM",6.3479747274035,"FLNA","FLNA_HUMAN",-0.711497304999998
0.768743992499996,11.38166666125,31.612779240534,6.0064250467806e-09,2.02512626877255e-06,11.5697695106741,"PACN3_HUMAN",23,-34.1123584877217,1.3634058159155e-09,4.70412355972652e-07,-0.768743992499996,"Up in D3B",6.32752127949087,"PACSIN3","PACN3_HUMAN",0.768743992499996
0.63729882,14.6562074425,28.8950697585376,1.13727909040273e-08,2.80253314182734e-06,10.9428823635721,"AK1D1_HUMAN",30,-34.110765814792,1.36388688567461e-09,4.70412355972652e-07,-0.63729882,"Up in D3B",6.32752127949087,"AKR1D1","AK1D1_HUMAN",0.63729882
-2.1682894215,11.12240827175,-33.163352614646,4.27360033742151e-09,1.50092405183858e-06,11.897465562367,"FSTL1_HUMAN",17,33.8907889347932,1.43221364569514e-09,4.70412355972652e-07,2.1682894215,"Up in D8BM",6.32752127949087,"FSTL1","FSTL1_HUMAN",-2.1682894215
-1.53494835,12.8622405525,-59.0406025393209,7.00707927318389e-11,1.47656677984167e-07,15.3667749313257,"SPP24_HUMAN",7,33.4650439190738,1.57574189022999e-09,4.70412355972652e-07,1.53494835,"Up in D8BM",6.32752127949087,"SPP2","SPP24_HUMAN",-1.53494835
-0.995465754999994,17.4431607725,-30.5463875927054,7.66469679750047e-09,2.17749151987848e-06,11.3321838382463,"CLUS_HUMAN",30,33.3556502425026,1.61520150753167e-09,4.70412355972652e-07,0.995465754999994,"Up in D8BM",6.32752127949087,"CLU","CLUS_HUMAN",-0.995465754999994
0.7395019525,10.70123743875,30.2137230985621,8.28460146019841e-09,2.18221580337539e-06,11.2559090203159,"AT2L1_HUMAN",25,-33.2908416509657,1.63910529037767e-09,4.70412355972652e-07,-0.7395019525,"Up in D3B",6.32752127949087,"ETNPPL","AT2L1_HUMAN",0.7395019525
-0.815111874999999,10.7161065325,-30.3405204179081,8.04182033280834e-09,2.18221580337539e-06,11.2851059177287,"DSC2_HUMAN",26,33.2886554289026,1.63991859556437e-09,4.70412355972652e-07,0.815111874999999,"Up in D8BM",6.32752127949087,"DSC2","DSC2_HUMAN",-0.815111874999999
-0.696703672500002,12.21651613625,-26.3954674463068,2.16048308112595e-08,3.4385523765622e-06,10.2983270649309,"FAT1_HUMAN",154,33.1974355127946,1.67426393156716e-09,4.70412355972652e-07,0.696703672500002,"Up in D8BM",6.32752127949087,"FAT1","FAT1_HUMAN",-0.696703672500002
1.9998981925,14.61157309875,36.5600564313403,2.13562489687039e-09,9.56145980669983e-07,12.54961835366,"SAA2_HUMAN",9,-33.05125672965,1.73101165772619e-09,4.70667653644324e-07,-1.9998981925,"Up in D3B",6.32728564729885,"SAA2","SAA2_HUMAN",1.9998981925
0.834794279999999,12.739403605,27.1318232587502,1.77765053211443e-08,3.2416999678567e-06,10.4956505095059,"PGBM_HUMAN",175,-32.1383504433003,2.13875430167884e-09,5.63361250276592e-07,-0.834794279999999,"Up in D3B",6.24921302843616,"HSPG2","PGBM_HUMAN",0.834794279999999
0.828166957500002,12.02536296625,30.4988271483994,7.74999947756013e-09,2.17749151987848e-06,11.3213432921555,"PDCD4_HUMAN",21,-31.9217703891636,2.25077513477348e-09,5.74676202761699e-07,-0.828166957500002,"Up in D3B",6.24057678655042,"PDCD4","PDCD4_HUMAN",0.828166957500002
-0.909600497499998,11.17766392125,-28.4045416468727,1.28420938186846e-08,2.83535380522481e-06,10.8218865107633,"ERBB2_HUMAN",39,31.7974481846081,2.31806749245435e-09,5.74676202761699e-07,0.909600497499998,"Up in D8BM",6.24057678655042,"ERBB2","ERBB2_HUMAN",-0.909600497499998
0.654315235,11.36713779,27.6686614169246,1.54705217585817e-08,3.0325820442578e-06,10.6354826301085,"DCA11_HUMAN",28,-31.5307292551533,2.47025275029998e-09,5.78615659852651e-07,-0.654315235,"Up in D3B",6.23760981663418,"DCAF11","DCA11_HUMAN",0.654315235
-0.673563482499999,13.88284945375,-28.0031301557407,1.42065820893562e-08,2.99368201077958e-06,10.7209474704899,"TES_HUMAN",27,31.5290438009287,2.47124970396197e-09,5.78615659852651e-07,0.673563482499999,"Up in D8BM",6.23760981663418,"TES","TES_HUMAN",-0.673563482499999
0.542191502499998,12.40384841125,23.751645469583,4.56082495244828e-08,4.9976521492107e-06,9.53209716291225,"COBL1_HUMAN",67,-31.3302769306506,2.59207606281705e-09,5.90502949553646e-07,-0.542191502499998,"Up in D3B",6.22877792875043,"COBLL1","COBL1_HUMAN",0.542191502499998
-0.728888274999996,14.4153882275,-26.9675929608355,1.85584083473665e-08,3.2416999678567e-06,10.4522035098889,"CAN2_HUMAN",37,31.1593383538422,2.70134721711124e-09,5.9920146560607e-07,0.728888274999996,"Up in D8BM",6.2224271330525,"CAPN2","CAN2_HUMAN",-0.728888274999996
0.9073493475,9.86231577375,26.8645648388192,1.90688987510032e-08,3.2416999678567e-06,10.4247844898648,"RELN_HUMAN",85,-30.730686985614,2.99901825387801e-09,6.45114855153794e-07,-0.9073493475,"Up in D3B",6.19036295742847,"RELN","RELN_HUMAN",0.9073493475
-0.523663759749999,10.115393042625,-24.4284129285348,3.73879019951815e-08,4.62993219110031e-06,9.73741490506885,"CLIP2_HUMAN",37,30.6349065292269,3.07049626786167e-09,6.45114855153794e-07,0.523663759749999,"Up in D8BM",6.19036295742847,"CLIP2","CLIP2_HUMAN",-0.523663759749999
-0.701425549999998,12.4933455,-27.4304675021135,1.64488282271454e-08,3.08104829170242e-06,10.5738486787417,"CAP2_HUMAN",27,30.5468138196141,3.13794151872174e-09,6.45114855153794e-07,0.701425549999998,"Up in D8BM",6.19036295742847,"CAP2","CAP2_HUMAN",-0.701425549999998
-1.786154628,8.4258797765,-28.6876003502728,1.19695329346049e-08,2.80253314182734e-06,10.8920181373419,"BICC1_HUMAN",24,29.8198912737215,3.76314025164236e-09,7.45681935315362e-07,1.786154628,"Up in D8BM",6.12744637788009,"BICC1","BICC1_HUMAN",-1.786154628
-1.26271081,11.53005445,-29.4706831831792,9.88687136190831e-09,2.52534662756137e-06,11.0816684373506,"SFXN3_HUMAN",17,29.7771738979097,3.80404831160999e-09,7.45681935315362e-07,1.26271081,"Up in D8BM",6.12744637788009,"SFXN3","SFXN3_HUMAN",-1.26271081
0.441797732500003,15.49369597375,20.7402418422684,1.1877816653282e-07,8.78229092723805e-06,8.52987900854769,"CO4B_HUMAN",87,-29.4880363867481,4.0945327199169e-09,7.76922715644739e-07,-0.441797732500003,"Non-significant",6.10962218047627,"C4B","CO4B_HUMAN",0.441797732500003
-0.893513679999998,11.5010473725,-26.9901772604572,1.84485964282754e-08,3.2416999678567e-06,10.4581970530179,"PALLD_HUMAN",30,29.4168744087186,4.16981872916848e-09,7.76922715644739e-07,0.893513679999998,"Up in D8BM",6.10962218047627,"PALLD","PALLD_HUMAN",-0.893513679999998
-0.427079679999999,13.5641407975,-21.0373055741048,1.07448830959658e-07,8.3090476711831e-06,8.63579203180607,"PLAK2_HUMAN",53,29.3312102043151,4.26253156308308e-09,7.76922715644739e-07,0.427079679999999,"Non-significant",6.10962218047627,"PALM2AKAP2","PLAK2_HUMAN",-0.427079679999999
0.7460322375,15.17199754875,28.3193123976358,1.31188513944439e-08,2.83535380522481e-06,10.8006014489662,"VNN1_HUMAN",20,-29.2682923669065,4.33211147648627e-09,7.76922715644739e-07,-0.7460322375,"Up in D3B",6.10962218047627,"VNN1","VNN1_HUMAN",0.7460322375
-0.5297937375,17.18486690625,-21.9589570509213,7.94034536107724e-08,6.94382195838954e-06,8.95408597008065,"AHNK_HUMAN",309,28.9678382847666,4.68259258105577e-09,8.22282768035814e-07,0.5297937375,"Up in D8BM",6.0849788108297,"AHNAK","AHNK_HUMAN",-0.5297937375
-0.479223487500002,13.37552559375,-21.931097759539,8.0118141442022e-08,6.94382195838954e-06,8.94468557892096,"SRBS1_HUMAN",50,28.7367505561728,4.97402700822138e-09,8.55634156169348e-07,0.479223487500002,"Non-significant",6.06771188709748,"SORBS1","SRBS1_HUMAN",-0.479223487500002
-0.689258815000001,12.1300786725,-24.8919872792204,3.27302224573746e-08,4.24970113229807e-06,9.87427505622129,"ITB5_HUMAN",36,28.5017788741594,5.29156537591214e-09,8.92052091071268e-07,0.689258815000001,"Up in D8BM",6.04960978440833,"ITGB5","ITB5_HUMAN",-0.689258815000001
-0.514331577500002,13.07314407875,-22.2460323033351,7.24465350369272e-08,6.63752004158978e-06,9.05017674998356,"OGDHL_HUMAN",48,28.0904048912771,5.90426727911299e-09,9.75824880306733e-07,0.514331577500002,"Up in D8BM",6.0106281130098,"OGDHL","OGDHL_HUMAN",-0.514331577500002
-0.716183185000002,17.1033413425,-25.3012317671593,2.91613913771122e-08,4.0876132094816e-06,9.99263858736601,"PDLI1_HUMAN",26,27.5787156598001,6.78134619776599e-09,1.0580577476634e-06,0.716183185000002,"Up in D8BM",5.97549062832433,"PDLIM1","PDLI1_HUMAN",-0.716183185000002
0.819825885,10.761057495,25.6104859087833,2.67573423033146e-08,3.95680067148489e-06,10.0805975980539,"ZN622_HUMAN",26,-27.5633611442533,6.80985340433775e-09,1.0580577476634e-06,-0.819825885,"Up in D3B",5.97549062832433,"ZNF622","ZN622_HUMAN",0.819825885
0.444830654999999,11.3370360125,21.9883357415388,7.865763597222e-08,6.94382195838954e-06,8.96398452064977,"PLSL_HUMAN",33,-27.5467168574837,6.84090831910215e-09,1.0580577476634e-06,-0.444830654999999,"Non-significant",5.97549062832433,"LCP1","PLSL_HUMAN",0.444830654999999
-0.708630085000003,18.32718253,-23.8440473568553,4.43729249033553e-08,4.98692512013842e-06,9.56052634691791,"GATM_HUMAN",48,27.5132037002024,6.90392408607032e-09,1.0580577476634e-06,0.708630085000003,"Up in D8BM",5.97549062832433,"GATM","GATM_HUMAN",-0.708630085000003
0.323186874999998,13.698278905,17.57189896378,3.80837476994925e-07,1.73517788842715e-05,7.28520617329119,"IPO5_HUMAN",54,-27.2060783599519,7.51301027086032e-09,1.08236075747196e-06,-0.323186874999998,"Non-significant",5.96562796208887,"IPO5","IPO5_HUMAN",0.323186874999998
-0.640382767499998,11.12832927875,-24.216673063586,3.97632101018476e-08,4.62993219110031e-06,9.6738931159777,"EHD2_HUMAN",29,27.1691867162559,7.59017639638192e-09,1.08236075747196e-06,0.640382767499998,"Up in D8BM",5.96562796208887,"EHD2","EHD2_HUMAN",-0.640382767499998
-0.442172052499998,17.23375606625,-19.5355915891292,1.81013012181044e-07,1.13862588035375e-05,8.08256975242353,"FAS_HUMAN",166,27.0961821785365,7.74553509619461e-09,1.08236075747196e-06,0.442172052499998,"Non-significant",5.96562796208887,"FASN","FAS_HUMAN",-0.442172052499998
-0.83930611625,9.297970652625,-28.5268851598064,1.24563607466883e-08,2.83535380522481e-06,10.8523037633242,"TRI15_HUMAN",15,27.0483832128044,7.84920120265127e-09,1.08236075747196e-06,0.83930611625,"Up in D8BM",5.96562796208887,"TRIM15","TRI15_HUMAN",-0.83930611625
-0.830500600000001,12.953184845,-26.8328107100447,1.9229445769704e-08,3.2416999678567e-06,10.4163082083637,"ACMSD_HUMAN",18,27.0434865312383,7.85990936717986e-09,1.08236075747196e-06,0.830500600000001,"Up in D8BM",5.96562796208887,"ACMSD","ACMSD_HUMAN",-0.830500600000001
0.498500108750001,9.406969427875,22.9865945770965,5.74855913239624e-08,5.97012928347977e-06,9.29171854658562,"RIR1_HUMAN",29,-27.0311859529784,7.88688144251608e-09,1.08236075747196e-06,-0.498500108750001,"Non-significant",5.96562796208887,"RRM1","RIR1_HUMAN",0.498500108750001
-0.834264280000003,17.788380385,-24.8875608236088,3.27714525565755e-08,4.24970113229807e-06,9.87298236394286,"VTNC_HUMAN",29,26.9974621235515,7.96136753627494e-09,1.08236075747196e-06,0.834264280000003,"Up in D8BM",5.96562796208887,"VTN","VTNC_HUMAN",-0.834264280000003
-1.5681264395,10.42186248275,-26.3542578605648,2.18453809142273e-08,3.4385523765622e-06,10.2870895327388,"RDH5_HUMAN",16,26.746970624518,8.54019778447302e-09,1.13894812197542e-06,1.5681264395,"Up in D8BM",5.94349605717895,"RDH5","RDH5_HUMAN",-1.5681264395
-0.874743222500003,12.04041039875,-24.9014698354772,3.26420960413934e-08,4.24970113229807e-06,9.877043415152,"PLIN2_HUMAN",27,26.7025048643802,8.64784432393249e-09,1.13894812197542e-06,0.874743222500003,"Up in D8BM",5.94349605717895,"PLIN2","PLIN2_HUMAN",-0.874743222500003
-0.817513702500001,12.20207464625,-26.323159793074,2.2028927314552e-08,3.4385523765622e-06,10.2785954287792,"IGSF8_HUMAN",18,26.5338247037298,9.07037589577959e-09,1.15806021685103e-06,0.817513702500001,"Up in D8BM",5.93626885756352,"IGSF8","IGSF8_HUMAN",-0.817513702500001
0.719475743999997,10.126167058,26.045778293161,2.37461038813256e-08,3.57421267170881e-06,10.2022982248765,"CO6A3_HUMAN",19,-26.532615840326,9.07348707262172e-09,1.15806021685103e-06,-0.719475743999997,"Up in D3B",5.93626885756352,"COL6A3","CO6A3_HUMAN",0.719475743999997
-0.727640152500003,15.94292163875,-24.1996692361965,3.9961294707066e-08,4.62993219110031e-06,9.66876402351168,"BHMT2_HUMAN",28,26.4791594560908,9.21227806268948e-09,1.15806021685103e-06,0.727640152500003,"Up in D8BM",5.93626885756352,"BHMT2","BHMT2_HUMAN",-0.727640152500003
-0.715334417499999,16.00804877125,-28.7083106267873,1.19083891819203e-08,2.80253314182734e-06,10.8971159274177,"BAAT_HUMAN",15,26.4298175886033,9.34251924853127e-09,1.15806021685103e-06,0.715334417499999,"Up in D8BM",5.93626885756352,"BAAT","BAAT_HUMAN",-0.715334417499999
-0.712171317499998,16.08319866625,-22.9762083814781,5.7669468283142e-08,5.97012928347977e-06,9.28839246686333,"CALD1_HUMAN",42,26.0196777084261,1.05094388869827e-08,1.2781669014346e-06,0.712171317499998,"Up in D8BM",5.89341243284475,"CALD1","CALD1_HUMAN",-0.712171317499998
-1.370213748,10.2117224935,-24.7842895955755,3.37503563545527e-08,4.26461463022704e-06,9.84274666317016,"EPHA2_HUMAN",28,25.985222589539,1.06147447028618e-08,1.2781669014346e-06,1.370213748,"Up in D8BM",5.89341243284475,"EPHA2","EPHA2_HUMAN",-1.370213748
-0.471054555000004,11.5596537575,-19.7917024136048,1.65162532848575e-07,1.07088845336972e-05,8.18015044291572,"MYO5B_HUMAN",77,25.7209687050906,1.14632295783509e-08,1.3315002636813e-06,0.471054555000004,"Non-significant",5.87565874322029,"MYO5B","MYO5B_HUMAN",-0.471054555000004
-1.1254580025,12.55982291875,-27.7243296798511,1.52515426770433e-08,3.0325820442578e-06,10.6497942168923,"CAV1_HUMAN",12,25.7198268145004,1.1467058685533e-08,1.3315002636813e-06,1.1254580025,"Up in D8BM",5.87565874322029,"CAV1","CAV1_HUMAN",-1.1254580025
-0.569633484999999,12.9514112475,-21.2762344402015,9.92242292642865e-08,7.89019838177992e-06,8.71978026688543,"DPYD_HUMAN",57,25.6426929292221,1.17290906940219e-08,1.3315002636813e-06,0.569633484999999,"Up in D8BM",5.87565874322029,"DPYD","DPYD_HUMAN",-0.569633484999999
-0.628822087500001,11.09161555875,-21.9185853466397,8.04415085486288e-08,6.94382195838954e-06,8.94045922066472,"MILK2_HUMAN",50,25.6016151831398,1.18713936707298e-08,1.3315002636813e-06,0.628822087500001,"Up in D8BM",5.87565874322029,"MICALL2","MILK2_HUMAN",-0.628822087500001
-0.403331755000004,13.702453375,-18.332018803327,2.82982137578395e-07,1.45442465710262e-05,7.60466513823165,"MYLK_HUMAN",99,25.5711374845541,1.1978236901308e-08,1.3315002636813e-06,0.403331755000004,"Non-significant",5.87565874322029,"MYLK","MYLK_HUMAN",-0.403331755000004
-0.631931779999999,12.828697205,-23.1664261169915,5.44053129215287e-08,5.80484028627298e-06,9.34903729550319,"CPNE8_HUMAN",27,25.5411839232966,1.20843028111384e-08,1.3315002636813e-06,0.631931779999999,"Up in D8BM",5.87565874322029,"CPNE8","CPNE8_HUMAN",-0.631931779999999
-0.579997065000001,16.826770305,-20.7734489009269,1.1744651574362e-07,8.76067859471657e-06,8.54180156757055,"FLNB_HUMAN",187,25.5044654875166,1.22157742755417e-08,1.3315002636813e-06,0.579997065000001,"Up in D8BM",5.87565874322029,"FLNB","FLNB_HUMAN",-0.579997065000001
0.3814461225,14.40398705125,19.069210103155,2.145342548103e-07,1.23014233591566e-05,7.90125213714408,"TIF1B_HUMAN",41,-25.4752895113577,1.23213928778196e-08,1.3315002636813e-06,-0.3814461225,"Non-significant",5.87565874322029,"TRIM28","TIF1B_HUMAN",0.3814461225
-0.588390590000003,13.7709151525,-22.5713500591177,6.53870847219222e-08,6.3616254510904e-06,9.1573894644945,"ACOT9_HUMAN",29,25.3913580466078,1.26310303153227e-08,1.33454702438047e-06,0.588390590000003,"Up in D8BM",5.87466611871488,"ACOT9","ACOT9_HUMAN",-0.588390590000003
-0.695206402499998,15.63033997875,-22.5579671271556,6.56615748303316e-08,6.3616254510904e-06,9.15301355157613,"AGM1_HUMAN",38,25.3819606737284,1.26662429648165e-08,1.33454702438047e-06,0.695206402499998,"Up in D8BM",5.87466611871488,"PGM3","AGM1_HUMAN",-0.695206402499998
-1.1346945775,15.88129877875,-25.2501468809625,2.95817304280909e-08,4.0876132094816e-06,9.97798692226717,"TPM1_HUMAN",16,25.3345622291167,1.2845548106537e-08,1.33672993814815e-06,1.1346945775,"Up in D8BM",5.87395632513818,"TPM1","TPM1_HUMAN",-1.1346945775
0.475963354999998,10.4753950825,19.9909533106991,1.53919027776571e-07,1.02851574368186e-05,8.25511903363098,"CEMIP_HUMAN",54,-25.218381982623,1.32973116650004e-08,1.35082174531584e-06,-0.475963354999998,"Non-significant",5.86940195677614,"CEMIP","CEMIP_HUMAN",0.475963354999998
1.1155252455,9.12189078325,25.4450938678965,2.80137267080044e-08,4.07116728313395e-06,10.0337131714084,"CATG_HUMAN",15,-25.2173299838267,1.33014835521669e-08,1.35082174531584e-06,-1.1155252455,"Up in D3B",5.86940195677614,"CTSG","CATG_HUMAN",1.1155252455
-0.836026667500001,11.90513205625,-24.9871825101667,3.18576618919736e-08,4.24970113229807e-06,9.90201066972218,"ACY3_HUMAN",17,24.9351059494037,1.4476063695573e-08,1.4526040582141e-06,0.836026667500001,"Up in D8BM",5.83785274686227,"ACY3","ACY3_HUMAN",-0.836026667500001
0.358889578499998,10.09479761075,17.4772356058966,3.95527319298074e-07,1.77335094381036e-05,7.24439917179283,"TRIPC_HUMAN",64,-24.8554794359818,1.48283507876291e-08,1.45883661803245e-06,-0.358889578499998,"Non-significant",5.83599334406278,"TRIP12","TRIPC_HUMAN",0.358889578499998
-0.575005770000001,13.4523218875,-21.0876334443784,1.05653847587108e-07,8.24589149362713e-06,8.6535711682458,"PCSK6_HUMAN",46,24.8430254149822,1.48843218828794e-08,1.45883661803245e-06,0.575005770000001,"Up in D8BM",5.83599334406278,"PCSK6","PCSK6_HUMAN",-0.575005770000001
0.611903907499997,14.64436400125,22.8786683302994,5.94293694256528e-08,5.97012928347977e-06,9.25707229307354,"AACT_HUMAN",24,-24.7127361789639,1.54844092677474e-08,1.50020788181428e-06,-0.611903907499997,"Up in D3B",5.82384855716471,"SERPINA3","AACT_HUMAN",0.611903907499997
-0.543431999999999,13.76262343,-21.3828841392128,9.57860693657173e-08,7.83864833673428e-06,8.75693134145467,"P4HA2_HUMAN",31,24.4646985620541,1.67039657505345e-08,1.59357341020522e-06,0.543431999999999,"Up in D8BM",5.79762792534199,"P4HA2","P4HA2_HUMAN",-0.543431999999999
-0.788297412500002,13.78545224625,-24.1880001800564,4.00978823051753e-08,4.62993219110031e-06,9.66524171005422,"CBPQ_HUMAN",18,24.430904525575,1.68783781223472e-08,1.59357341020522e-06,0.788297412500002,"Up in D8BM",5.79762792534199,"CPQ","CBPQ_HUMAN",-0.788297412500002
1.24421287,11.39755404,23.5128841348344,4.89856767728001e-08,5.29359319894785e-06,9.45804372955313,"T23O_HUMAN",22,-24.4046580452293,1.70152576721402e-08,1.59357341020522e-06,-1.24421287,"Up in D3B",5.79762792534199,"TDO2","T23O_HUMAN",1.24421287
-0.429682492499998,11.57680761875,-19.4352881332628,1.87686972569338e-07,1.15475437356712e-05,8.04397327180529,"DP13B_HUMAN",37,24.0305943249478,1.91089361936727e-08,1.76747848246085e-06,0.429682492499998,"Non-significant",5.75264586466283,"APPL2","DP13B_HUMAN",-0.429682492499998
-0.960635902499998,13.74434077625,-22.4582862568986,6.77478400802664e-08,6.41625330378164e-06,9.12032729184602,"HDAC6_HUMAN",32,24.0001946040612,1.92914960714674e-08,1.76747848246085e-06,0.960635902499998,"Up in D8BM",5.75264586466283,"HDAC6","HDAC6_HUMAN",-0.960635902499998
-1.0519311425,13.83572161125,-26.6535616769208,2.01651040603854e-08,3.33277768872527e-06,10.3682333419284,"TSK_HUMAN",11,23.8532169335212,2.02024110222914e-08,1.83103357534295e-06,1.0519311425,"Up in D8BM",5.73730369204321,"TSKU","TSK_HUMAN",-1.0519311425
