"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D5BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5BM_vs_D1CM"
-1.13093424,15.3023555275,-58.8181816126278,6.25221565170542e-11,1.46388682578403e-08,16.1312435022535,"PH4H_HUMAN",41,75.0749674041699,2.59574678559786e-12,1.36747185348777e-09,1.13093424,"Up in D5BM",8.86408160393475,"PAH","PH4H_HUMAN",-1.13093424
-1.93968129375,10.809133173125,-70.0733770100705,1.77438269437816e-11,8.30903985050752e-09,17.3408721501626,"ALDR_HUMAN",20,72.4999806001709,3.39488705772572e-12,1.62159613438744e-09,1.93968129375,"Up in D5BM",8.79005729959884,"AKR1B1","ALDR_HUMAN",-1.93968129375
-2.1309258925,12.17631614125,-80.3448044762777,6.63060132047484e-12,5.560985096421e-09,18.2354711858291,"IL18_HUMAN",13,72.3132263946404,3.46289363138853e-12,1.62159613438744e-09,2.1309258925,"Up in D5BM",8.79005729959884,"IL18","IL18_HUMAN",-2.1309258925
1.20162344,11.134702445,59.6959170467876,5.62045589969672e-11,1.4356006902589e-08,16.2360193958984,"HMDH_HUMAN",32,-71.0373122648443,3.97090600066349e-12,1.68888399184157e-09,-1.20162344,"Up in D1CM",8.77240018076254,"HMGCR","HMDH_HUMAN",1.20162344
1.9555358875,12.93873643875,70.1975848991115,1.75191626573306e-11,8.30903985050752e-09,17.3527591013482,"HMOX1_HUMAN",18,-70.9530372380971,4.00731757466263e-12,1.68888399184157e-09,-1.9555358875,"Up in D1CM",8.77240018076254,"HMOX1","HMOX1_HUMAN",1.9555358875
-1.115996125,14.90518415,-55.0908624538227,1.00107823335782e-10,1.82638489571126e-08,15.6633743707626,"THRB_HUMAN",47,70.0057244901879,4.44364768126447e-12,1.78359553835135e-09,1.115996125,"Up in D5BM",8.74870362270492,"F2","THRB_HUMAN",-1.115996125
-1.5062770825,11.40655946875,-63.2468088853342,3.70926770366611e-11,1.26263585320217e-08,16.6406281082321,"ATTY_HUMAN",25,68.9804385167786,4.97745924242724e-12,1.80072935820903e-09,1.5062770825,"Up in D5BM",8.7445515548477,"TAT","ATTY_HUMAN",-1.5062770825
0.907255652,10.3883838665,48.7988256367125,2.39345862671081e-10,2.84147362880921e-08,14.7780674459075,"TRIPC_HUMAN",64,-68.4796245664468,5.2642852214924e-12,1.80072935820903e-09,-0.907255652,"Up in D1CM",8.7445515548477,"TRIP12","TRIPC_HUMAN",0.907255652
-1.105256795,11.364548325,-54.6509669053339,1.06047104282874e-10,1.86223133750072e-08,15.6055671784507,"UBA7_HUMAN",41,68.0622632480729,5.51762966103522e-12,1.80072935820903e-09,1.105256795,"Up in D5BM",8.7445515548477,"UBA7","UBA7_HUMAN",-1.105256795
1.0696001075,16.85818958375,55.7006967821481,9.24899750092149e-11,1.81301860314575e-08,15.7425773273261,"A1AT_HUMAN",33,-67.8870065978606,5.62809708140756e-12,1.80072935820903e-09,-1.0696001075,"Up in D1CM",8.7445515548477,"SERPINA1","A1AT_HUMAN",1.0696001075
1.76673174,16.743551015,71.0428604265728,1.60734983219319e-11,8.30903985050752e-09,17.432900699525,"A1AG1_HUMAN",15,-67.1060685604904,6.15169035727287e-12,1.80072935820903e-09,-1.76673174,"Up in D1CM",8.7445515548477,"ORM1","A1AG1_HUMAN",1.76673174
-1.7635068875,12.50095105125,-63.291343033981,3.69053499194184e-11,1.26263585320217e-08,16.6455152957025,"HRG_HUMAN",22,66.6600680085345,6.47529613758579e-12,1.80072935820903e-09,1.7635068875,"Up in D5BM",8.7445515548477,"HRG","HRG_HUMAN",-1.7635068875
-1.3928740025,15.44992911875,-58.9205154669753,6.174545446725e-11,1.46388682578403e-08,16.143560836788,"APOA1_HUMAN",30,66.5129832791347,6.58620054286832e-12,1.80072935820903e-09,1.3928740025,"Up in D5BM",8.7445515548477,"APOA1","APOA1_HUMAN",-1.3928740025
-1.3427906025,18.01896238375,-57.0906093937927,7.74697912942967e-11,1.7184022916306e-08,15.9191397711961,"BHMT1_HUMAN",37,66.4580952399859,6.62813560283778e-12,1.80072935820903e-09,1.3427906025,"Up in D5BM",8.7445515548477,"BHMT","BHMT1_HUMAN",-1.3427906025
-2.34126115,12.5874310725,-62.5222326058647,4.02978822242558e-11,1.26263585320217e-08,16.5604797778441,"HTRA1_HUMAN",27,66.3780433752706,6.68983795973954e-12,1.80072935820903e-09,2.34126115,"Up in D5BM",8.7445515548477,"HTRA1","HTRA1_HUMAN",-2.34126115
-3.17984891125,10.516201139375,-64.0164295440059,3.40019570765367e-11,1.26263585320217e-08,16.7244618241777,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,66.1972847147923,6.8315645319736e-12,1.80072935820903e-09,3.17984891125,"Up in D5BM",8.7445515548477,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",-3.17984891125
-2.3437988775,11.42914879125,-62.6935612472794,3.95124455247841e-11,1.26263585320217e-08,16.5795394794141,"MUC18_HUMAN",25,66.1912934852006,6.83631978439780e-12,1.80072935820903e-09,2.3437988775,"Up in D5BM",8.7445515548477,"MCAM","MUC18_HUMAN",-2.3437988775
-2.2556788875,12.18334710625,-60.1249700262755,5.33830888613099e-11,1.40614392503744e-08,16.2865264637551,"PCSK6_HUMAN",46,65.4254416533105,7.47614630095736e-12,1.90958900517484e-09,2.2556788875,"Up in D5BM",8.71906009452793,"PCSK6","PCSK6_HUMAN",-2.2556788875
-2.196851015,12.73231137,-60.3321258019521,5.20787926549774e-11,1.40614392503744e-08,16.3107482570273,"FA10_HUMAN",25,63.7723059150002,9.10161267491797e-12,2.21244889529356e-09,2.196851015,"Up in D5BM",8.65512675215481,"F10","FA10_HUMAN",-2.196851015
-2.0981225975,11.19413209125,-61.9031170518837,4.32880828531037e-11,1.26263585320217e-08,16.491038363953,"SMOC1_HUMAN",19,63.5584071219597,9.3397324850912e-12,2.21244889529356e-09,2.0981225975,"Up in D5BM",8.65512675215481,"SMOC1","SMOC1_HUMAN",-2.0981225975
1.867378715,11.461693525,58.5558705771019,6.45643848609733e-11,1.47084648646796e-08,16.0995465833253,"APOA4_HUMAN",29,-63.2315385023376,9.71733402834172e-12,2.21244889529356e-09,-1.867378715,"Up in D1CM",8.65512675215481,"APOA4","APOA4_HUMAN",1.867378715
-1.9126801495,10.35288238525,-56.5490111255543,8.29654996190498e-11,1.75571609703612e-08,15.8509828058976,"PTPRF_HUMAN",72,63.1461952144615,9.81874212548082e-12,2.21244889529356e-09,1.9126801495,"Up in D5BM",8.65512675215481,"PTPRF","PTPRF_HUMAN",-1.9126801495
-4.77802229,11.0937843325,-64.6493369646166,3.16788434705616e-11,1.26263585320217e-08,16.792423246897,"ANGL8_HUMAN",9,62.9290320274413,1.00822188555378e-11,2.21244889529356e-09,4.77802229,"Up in D5BM",8.65512675215481,"ANGPTL8","ANGL8_HUMAN",-4.77802229
0.74606657,14.0567994125,42.8756202358936,6.06277097926435e-10,5.01010750825679e-08,13.811133982114,"PARP1_HUMAN",57,-62.7650646794947,1.02864504763915e-11,2.21244889529356e-09,-0.74606657,"Up in D1CM",8.65512675215481,"PARP1","PARP1_HUMAN",0.74606657
-1.3774733575,15.43750643875,-54.9596363974883,1.01838996438995e-10,1.82638489571126e-08,15.6461895316947,"DPYL2_HUMAN",35,62.598105838936,1.04992236103621e-11,2.21244889529356e-09,1.3774733575,"Up in D5BM",8.65512675215481,"DPYSL2","DPYL2_HUMAN",-1.3774733575
1.47263288375,9.298533200625,55.0832661682449,1.00207117306522e-10,1.82638489571126e-08,15.6623809696606,"DDX10_HUMAN",32,-61.3717488845294,1.2223686552719e-11,2.49898333428934e-09,-1.47263288375,"Up in D1CM",8.60223664017219,"DDX10","DDX10_HUMAN",1.47263288375
-1.84608984,14.0968132025,-61.8727697804796,4.34410247275629e-11,1.26263585320217e-08,16.4876115174919,"FBX2_HUMAN",16,61.030492466426,1.27589344235202e-11,2.49898333428934e-09,1.84608984,"Up in D5BM",8.60223664017219,"FBXO2","FBX2_HUMAN",-1.84608984
0.973566292499999,10.69880449625,49.2993411292737,2.22424313521856e-10,2.75708020393489e-08,14.8534015087113,"NAA25_HUMAN",37,-60.9041856742901,1.29637159914621e-11,2.49898333428934e-09,-0.973566292499999,"Up in D1CM",8.60223664017219,"NAA25","NAA25_HUMAN",0.973566292499999
2.04870868,13.560442805,77.9870058793627,8.2158422900127e-12,5.560985096421e-09,18.0449055957969,"ISG20_HUMAN",10,-60.854748975476,1.30448768191637e-11,2.49898333428934e-09,-2.04870868,"Up in D1CM",8.60223664017219,"ISG20","ISG20_HUMAN",2.04870868
-0.850208519999997,15.4603463425,-44.752355931121,4.45732635049405e-10,4.12865975915543e-08,14.1335011576562,"A0A6Q8PH20_HUMAN",52,59.9565225746971,1.46242280617585e-11,2.68508840147356e-09,0.850208519999997,"Up in D5BM",8.57104141140198,"CAST","A0A6Q8PH20_HUMAN",-0.850208519999997
-1.1980509725,13.21517133625,-49.0332768377792,2.31243472355652e-10,2.8207530162695e-08,14.8134691563961,"CO5_HUMAN",77,59.6700087434196,1.51726231639392e-11,2.68508840147356e-09,1.1980509725,"Up in D5BM",8.57104141140198,"C5","CO5_HUMAN",-1.1980509725
1.021244286,10.3403087845,46.8905497325667,3.18777957227964e-10,3.27680414813965e-08,14.4822262860259,"RPA1_HUMAN",68,-59.6394065679465,1.52325571959266e-11,2.68508840147356e-09,-1.021244286,"Up in D1CM",8.57104141140198,"POLR1A","RPA1_HUMAN",1.021244286
1.2833714475,11.09546303875,56.0438501197342,8.84946883004603e-11,1.77600411353471e-08,15.7866740845779,"BYST_HUMAN",22,-59.5718621479123,1.53657911596969e-11,2.68508840147356e-09,-1.2833714475,"Up in D1CM",8.57104141140198,"BYSL","BYST_HUMAN",1.2833714475
-3.19913578,16.1492958075,-56.3219287784279,8.54008304407177e-11,1.75571609703612e-08,15.822163234911,"FIBB_HUMAN",43,59.450191069076,1.56091270224469e-11,2.68508840147356e-09,3.19913578,"Up in D5BM",8.57104141140198,"FGB","FIBB_HUMAN",-3.19913578
-1.906351565,10.441020965,-60.972959946718,4.82680137413888e-11,1.35617029275389e-08,16.3850105521816,"F151A_HUMAN",14,58.2612509530206,1.82305495430624e-11,3.07330604196946e-09,1.906351565,"Up in D5BM",8.51239419024131,"FAM151A","F151A_HUMAN",-1.906351565
-1.2877740875,15.26531696375,-49.6063948107695,2.12718735257019e-10,2.75708020393489e-08,14.899168104246,"ITIH2_HUMAN",51,57.8716183717151,1.91952189301134e-11,3.17248039925345e-09,1.2877740875,"Up in D5BM",8.49860105245544,"ITIH2","ITIH2_HUMAN",-1.2877740875
1.5080816775,11.23925125625,53.2545908876861,1.27733621238482e-10,2.07051287195993e-08,15.4182111346132,"GBP4_HUMAN",26,-57.450373952121,2.03035859497261e-11,3.2911331917354e-09,-1.5080816775,"Up in D1CM",8.48265454150835,"GBP4","GBP4_HUMAN",1.5080816775
-1.0382967,17.92078638,-47.3606004067024,2.96735230161208e-10,3.13538618191303e-08,14.5563988222285,"ANXA2_HUMAN",42,57.2737243576012,2.07897578757248e-11,3.30635602140537e-09,1.0382967,"Up in D5BM",8.48065038433777,"ANXA2","ANXA2_HUMAN",-1.0382967
-1.0844104275,14.84851801375,-51.8372994631822,1.55063003927876e-10,2.29376708043471e-08,15.2218175085324,"GSTM3_HUMAN",24,56.8617879536608,2.19754205459185e-11,3.43020036632495e-09,1.0844104275,"Up in D5BM",8.46468051102202,"GSTM3","GSTM3_HUMAN",-1.0844104275
-1.4178659925,14.60412228125,-50.3012871397252,1.92482720732355e-10,2.57529659214765e-08,15.0015055411352,"NHRF3_HUMAN",36,56.1841363885571,2.4095897216882e-11,3.68787340583813e-09,1.4178659925,"Up in D5BM",8.43322399545181,"PDZK1","NHRF3_HUMAN",-1.4178659925
1.92477893875,10.682145595625,52.730062886134,1.37152950895256e-10,2.11633329373123e-08,15.3462758836215,"ASNS_HUMAN",27,-56.062279747726,2.45012351081902e-11,3.68787340583813e-09,-1.92477893875,"Up in D1CM",8.43322399545181,"ASNS","ASNS_HUMAN",1.92477893875
1.70212483,14.91031158,51.834975803987,1.55112971390175e-10,2.29376708043471e-08,15.221490190718,"SQSTM_HUMAN",24,-54.8460514375602,2.89980713662413e-11,4.2881533955447e-09,-1.70212483,"Up in D1CM",8.36772968748342,"SQSTM1","SQSTM_HUMAN",1.70212483
-1.184527875,17.80128312,-46.669012461143,3.29809071504477e-10,3.30947698060862e-08,14.4469653108947,"GATM_HUMAN",48,54.5543221832028,3.02108407370706e-11,4.39046856159945e-09,1.184527875,"Up in D5BM",8.35748912830958,"GATM","GATM_HUMAN",-1.184527875
-4.285575984,8.7194101205,-53.3864049741663,1.25483809459063e-10,2.07051287195993e-08,15.4361527476138,"TSP3_HUMAN",12,53.9527898805273,3.28967896041765e-11,4.699780331756e-09,4.285575984,"Up in D5BM",8.32792244056124,"THBS3","TSP3_HUMAN",-4.285575984
1.2121343605,9.54624819725,49.3523879242277,2.20712126805096e-10,2.75708020393489e-08,14.8613323997872,"NSUN5_HUMAN",25,-53.6456727405747,3.43714623023758e-11,4.77613046564858e-09,-1.2121343605,"Up in D1CM",8.32092381844959,"NSUN5","NSUN5_HUMAN",1.2121343605
-1.1070408825,12.64399266125,-48.1584454616822,2.63175271042433e-10,2.99770859407658e-08,14.6803343185658,"AS3MT_HUMAN",27,53.606579819708,3.45644748374141e-11,4.77613046564858e-09,1.1070408825,"Up in D5BM",8.32092381844959,"AS3MT","AS3MT_HUMAN",-1.1070408825
-0.602502342499999,16.58141684625,-33.7759763791432,3.35547537868424e-09,1.41416509834647e-07,11.9837662852102,"FLNB_HUMAN",187,53.4040935142591,3.55840079119696e-11,4.82813078287986e-09,0.602502342499999,"Up in D5BM",8.31622097438376,"FLNB","FLNB_HUMAN",-0.602502342499999
1.2946445975,12.18417751875,47.5580699312581,2.87996604197606e-10,3.12863663697759e-08,14.5873012168278,"MX1_HUMAN",35,-53.3067119015091,3.60863968823622e-11,4.82813078287986e-09,-1.2946445975,"Up in D1CM",8.31622097438376,"MX1","MX1_HUMAN",1.2946445975
-2.0597252825,12.25702715125,-68.2389522650416,2.14751999069556e-11,9.05072300078643e-09,17.1619264265278,"GSTM4_HUMAN",9,53.0644020077688,3.73716094025863e-11,4.90633729261798e-09,2.0597252825,"Up in D5BM",8.30924259895729,"GSTM4","GSTM4_HUMAN",-2.0597252825
-2.1948084825,16.52158713375,-50.0236146948642,2.00293827071619e-10,2.63793229435418e-08,14.96081638785,"CLUS_HUMAN",30,52.9701863521766,3.7885227212854e-11,4.90633729261798e-09,2.1948084825,"Up in D5BM",8.30924259895729,"CLU","CLUS_HUMAN",-2.1948084825
-2.72121166975,10.984690307625,-50.7085255502257,1.81645921897155e-10,2.50998930437889e-08,15.0606965952289,"CO6A1_HUMAN",24,52.8741195031316,3.84171623339407e-11,4.90633729261798e-09,2.72121166975,"Up in D5BM",8.30924259895729,"COL6A1","CO6A1_HUMAN",-2.72121166975
0.587678192499999,14.40583121875,34.7697196256353,2.72595458624214e-09,1.29008336032041e-07,12.2083408378091,"XDH_HUMAN",58,-52.7026397634766,3.93877739074261e-11,4.9552171084432e-09,-0.587678192499999,"Up in D1CM",8.30493731253426,"XDH","XDH_HUMAN",0.587678192499999
-1.185646295,16.07941711,-51.5044362840476,1.62411274986097e-10,2.3602838566514e-08,15.1747478506424,"MTND_HUMAN",19,52.4655080181215,4.07759621300637e-11,4.9985000618921e-09,1.185646295,"Up in D5BM",8.30116029817822,"ADI1","MTND_HUMAN",-1.185646295
-1.24146175,12.9085958,-46.7185128753789,3.27307062093488e-10,3.30947698060862e-08,14.4548610343813,"CADH2_HUMAN",34,52.441786600787,4.09178436671675e-11,4.9985000618921e-09,1.24146175,"Up in D5BM",8.30116029817822,"CDH2","CADH2_HUMAN",-1.24146175
-1.6222281475,12.39299988625,-48.3856293306364,2.54425095739269e-10,2.97854046109209e-08,14.7151817152593,"PROS_HUMAN",31,52.2786727914142,4.19086908238598e-11,5.04640507077592e-09,1.6222281475,"Up in D5BM",8.29701789195913,"PROS1","PROS_HUMAN",-1.6222281475
-1.1209430675,12.75022721125,-43.7104098367067,5.27889531023258e-10,4.54038862958678e-08,13.9564909946438,"FA5_HUMAN",71,52.097478868453,4.30412774106828e-11,5.06512518841371e-09,1.1209430675,"Up in D5BM",8.29540981625328,"F5","FA5_HUMAN",-1.1209430675
-1.06413531,12.3321312675,-45.5249582469779,3.94172819505159e-10,3.80549520958419e-08,14.2617038660747,"ENAH_HUMAN",32,52.0333317400122,4.34504961912036e-11,5.06512518841371e-09,1.06413531,"Up in D5BM",8.29540981625328,"ENAH","ENAH_HUMAN",-1.06413531
-1.7452001575,11.58074235875,-54.1542923696687,1.13240739108384e-10,1.9479718162134e-08,15.5396062402384,"IYD1_HUMAN",14,51.9687543145187,4.38669045858585e-11,5.06512518841371e-09,1.7452001575,"Up in D5BM",8.29540981625328,"IYD","IYD1_HUMAN",-1.7452001575
-0.965526580000002,16.7710709575,-40.9885746428219,8.37509516329452e-10,6.03364761806919e-08,13.4702928030175,"FAS_HUMAN",166,51.6728424139207,4.58335685686213e-11,5.22069120898525e-09,0.965526580000002,"Up in D5BM",8.2822719934776,"FASN","FAS_HUMAN",-0.965526580000002
1.7394135005,9.49916255475,75.1574597700005,1.07191261366199e-11,6.02343428037127e-09,17.8050856175247,"TR10A_HUMAN",9,-51.1734117174798,4.93830069044795e-11,5.54999153597143e-09,-1.7394135005,"Up in D1CM",8.25570767919871,"TNFRSF10A","TR10A_HUMAN",1.7394135005
-0.9165394275,12.80359661625,-42.5460789000334,6.40808091487576e-10,5.12210696184632e-08,13.7528580183126,"PFKAP_HUMAN",36,50.6337553949617,5.35717587158897e-11,5.9415309765294e-09,0.9165394275,"Up in D5BM",8.2261016343137,"PFKP","PFKAP_HUMAN",-0.9165394275
1.2998032575,12.48947858875,46.0838835477995,3.61095960966576e-10,3.53916029649683e-08,14.3528834188715,"ABHD2_HUMAN",29,-50.4065764268313,5.54540097691917e-11,6.0554563782684e-09,-1.2998032575,"Up in D1CM",8.2178531200528,"ABHD2","ABHD2_HUMAN",1.2998032575
2.3289401525,11.86900555875,47.5232328528126,2.8951673707943e-10,3.12863663697759e-08,14.5818604768206,"PIGR_HUMAN",36,-50.3381171087762,5.60357809354533e-11,6.0554563782684e-09,-2.3289401525,"Up in D1CM",8.2178531200528,"PIGR","PIGR_HUMAN",2.3289401525
-1.023157835,12.3412925,-42.4471558951092,6.51606748517277e-10,5.12210696184632e-08,13.7352638190146,"KLC4_HUMAN",45,50.1021663087192,5.80943765918393e-11,6.19844937079257e-09,1.023157835,"Up in D5BM",8.20771694178162,"KLC4","KLC4_HUMAN",-1.023157835
-1.326005935,13.525959015,-51.3394723259522,1.66199414012113e-10,2.37439806899679e-08,15.1512842477581,"CRYM_HUMAN",16,49.8979673319716,5.99450857700376e-11,6.31596409944559e-09,1.326005935,"Up in D5BM",8.19956034722881,"CRYM","CRYM_HUMAN",-1.326005935
-0.797947407500004,16.48762965125,-37.4863813596886,1.58958710768326e-09,9.57044980761584e-08,12.7881281028396,"CO3_HUMAN",118,49.7158322979128,6.16521637366906e-11,6.41563071773538e-09,0.797947407500004,"Up in D5BM",8.19276064189742,"C3","CO3_HUMAN",-0.797947407500004
-1.497400045,13.7236765625,-47.8511996985889,2.75559488321792e-10,3.08601893255152e-08,14.6328960955629,"QORX_HUMAN",20,49.4997661290942,6.3748892215532e-11,6.53830686588072e-09,1.497400045,"Up in D5BM",8.18453470030028,"TP53I3","QORX_HUMAN",-1.497400045
-3.33378720250001,16.39292943625,-47.08477288689,3.09451451977257e-10,3.22020529471148e-08,14.5129794838354,"FIBA_HUMAN",58,49.4360565816416,6.43824261321746e-11,6.53830686588072e-09,3.33378720250001,"Up in D5BM",8.18453470030028,"FGA","FIBA_HUMAN",-3.33378720250001
-1.1914803975,12.52374184125,-48.945087046247,2.34254017248624e-10,2.8207530162695e-08,14.8001762881465,"ACMSD_HUMAN",18,49.1375422879379,6.74472019015248e-11,6.65986796822668e-09,1.1914803975,"Up in D5BM",8.17653438062534,"ACMSD","ACMSD_HUMAN",-1.1914803975
-1.0711727125,14.68134117125,-42.4048251329118,6.56290843373356e-10,5.12210696184632e-08,13.72772067104,"DPP4_HUMAN",42,49.0977291122887,6.78682726548931e-11,6.65986796822668e-09,1.0711727125,"Up in D5BM",8.17653438062534,"DPP4","DPP4_HUMAN",-1.0711727125
-3.24137711425,9.418984770375,-50.3600071898114,1.90875657841522e-10,2.57529659214765e-08,15.0100757300996,"MIME_HUMAN",10,49.0676524465103,6.81883375513066e-11,6.65986796822668e-09,3.24137711425,"Up in D5BM",8.17653438062534,"OGN","MIME_HUMAN",-3.24137711425
1.1197531225,13.44385063625,43.9912168155448,5.04165613490733e-10,4.42667912095144e-08,14.0046708249736,"CFAB_HUMAN",30,-49.0161952618135,6.8739887677746e-11,6.65986796822668e-09,-1.1197531225,"Up in D1CM",8.17653438062534,"CFB","CFAB_HUMAN",1.1197531225
-1.7536544825,11.11512064875,-48.2763840283854,2.58590739719686e-10,2.98583745903731e-08,14.6984489498885,"ASM3A_HUMAN",17,48.8228436040635,7.08578632098736e-11,6.73641656125976e-09,1.7536544825,"Up in D5BM",8.17157106511546,"SMPDL3A","ASM3A_HUMAN",-1.7536544825
-0.906506777500004,15.56692302125,-43.4993509701056,5.46558617011869e-10,4.5613292898941e-08,13.9200433372172,"HEXB_HUMAN",26,48.7986192621751,7.11283751277872e-11,6.73641656125976e-09,0.906506777500004,"Up in D5BM",8.17157106511546,"HEXB","HEXB_HUMAN",-0.906506777500004
-0.978436472499999,14.67749214125,-42.6556763949617,6.2908132756573e-10,5.12210696184632e-08,13.7722962877877,"KLKB1_HUMAN",31,48.712349215792,7.2101265808037e-11,6.75268410551048e-09,0.978436472499999,"Up in D5BM",8.17052356635305,"KLKB1","KLKB1_HUMAN",-0.978436472499999
1.51175284225,9.984977363875,47.786512735959,2.78250609649917e-10,3.08601893255152e-08,14.6228627227642,"RIOX2_HUMAN",18,-48.5417561737564,7.40696644700877e-11,6.86080441558648e-09,-1.51175284225,"Up in D1CM",8.16362496114907,"RIOX2","RIOX2_HUMAN",1.51175284225
-1.6470384575,13.18837976375,-43.5950480513436,5.38002206107991e-10,4.5613292898941e-08,13.9365943497367,"EPIPL_HUMAN",173,48.2489067462703,7.75919300525628e-11,7.10893889579404e-09,1.6470384575,"Up in D5BM",8.1481952186925,"EPPK1","EPIPL_HUMAN",-1.6470384575
1.114542245,11.404955505,41.3698078512755,7.83667480890356e-10,5.79432736528492e-08,13.5405705006613,"JAK1_HUMAN",56,-48.047383508075,8.0125647365261e-11,7.26214066281489e-09,-1.114542245,"Up in D1CM",8.13893534334757,"JAK1","JAK1_HUMAN",1.114542245
1.173313615,10.9890737525,53.7758791260969,1.19095368080681e-10,2.00770971510413e-08,15.4888506008079,"CD123_HUMAN",14,-47.8432114363339,8.27883893766107e-11,7.42365248995161e-09,-1.173313615,"Up in D1CM",8.12938236615729,"CDC123","CD123_HUMAN",1.173313615
