"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D3B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D3B_vs_D1CM"
1.5053667975,15.70299935375,67.88974941384,2.2761419270276e-11,1.19910001893223e-08,17.1004565715734,"AACT_HUMAN",24,-72.6788761953973,3.33115396967152e-12,1.47780509528217e-09,-1.5053667975,"Up in D1CM",8.83038284038308,"SERPINA3","AACT_HUMAN",1.5053667975
-0.994084835000002,16.585698365,-53.2899770404819,1.29618483602944e-10,2.05767808899963e-08,15.4055389152421,"CO3_HUMAN",118,70.7065546645353,4.11599549370747e-12,1.73468630082301e-09,0.994084835000002,"Up in D3B",8.7607790512128,"C3","CO3_HUMAN",-0.994084835000002
-0.835995192500002,11.45016670375,-48.8938747080442,2.40495248762613e-10,3.02557380868667e-08,14.7776380309765,"FAT1_HUMAN",154,70.0161505489397,4.43856228744475e-12,1.78155435813675e-09,0.835995192500002,"Up in D3B",8.74920092207598,"FAT1","FAT1_HUMAN",-0.835995192500002
-3.01400279975,11.131085872625,-64.7519032539142,3.19810521064486e-11,1.26331655935991e-08,16.7786789557269,"CO6A1_HUMAN",24,67.4875806349767,5.88932393184259e-12,2.25641415552278e-09,3.01400279975,"Up in D3B",8.64658118440926,"COL6A1","CO6A1_HUMAN",-3.01400279975
0.9087984575,12.37710058875,54.4339371094355,1.11282620063223e-10,1.98906949693174e-08,15.558634955482,"MX1_HUMAN",35,-66.9695479819174,6.24876395628174e-12,2.29003614728256e-09,-0.9087984575,"Up in D1CM",8.6401576624455,"MX1","MX1_HUMAN",0.9087984575
-0.98217535,11.3030076025,-54.1442387811896,1.15629855676421e-10,1.98906949693174e-08,15.5202420167373,"UBA7_HUMAN",41,66.4195701942579,6.65774931337432e-12,2.30520142930848e-09,0.98217535,"Up in D3B",8.63729111981227,"UBA7","UBA7_HUMAN",-0.98217535
-1.991423132,10.3922538765,-60.0830287882282,5.47536319614532e-11,1.70932727334478e-08,16.2598837616485,"PTPRF_HUMAN",72,65.9990304833372,6.99092304524139e-12,2.30520142930848e-09,1.991423132,"Up in D3B",8.63729111981227,"PTPRF","PTPRF_HUMAN",-1.991423132
1.644034625,13.09448707,65.1233094152444,3.06932771041282e-11,1.26331655935991e-08,16.8178380292073,"HMOX1_HUMAN",18,-65.8208291237062,7.13775386900369e-12,2.30520142930848e-09,-1.644034625,"Up in D1CM",8.63729111981227,"HMOX1","HMOX1_HUMAN",1.644034625
1.912584545,11.35726583,69.9638995570897,1.833427382905e-11,1.03026396070042e-08,17.3023773604657,"HLAE_HUMAN",13,-65.4231869274927,7.47812728309553e-12,2.30520142930848e-09,-1.912584545,"Up in D1CM",8.63729111981227,"HLA-E","HLAE_HUMAN",1.912584545
-1.9026205525,11.09638106875,-63.1396004701153,3.83337061160621e-11,1.40484699500995e-08,16.6051906263965,"SMOC1_HUMAN",19,64.7434945975939,8.10326073647292e-12,2.30520142930848e-09,1.9026205525,"Up in D3B",8.63729111981227,"SMOC1","SMOC1_HUMAN",-1.9026205525
-1.3406803575,13.28648602875,-55.4012764599203,9.80590032883832e-11,1.922184508646e-08,15.6850244376749,"CO5_HUMAN",77,64.7321046169591,8.11422790102581e-12,2.30520142930848e-09,1.3406803575,"Up in D3B",8.63729111981227,"C5","CO5_HUMAN",-1.3406803575
-4.8592874975,11.13441693625,-65.4014627113994,2.97674596358117e-11,1.26331655935991e-08,16.8469718954066,"ANGL8_HUMAN",9,64.6389699333418,8.20453706006103e-12,2.30520142930848e-09,4.8592874975,"Up in D3B",8.63729111981227,"ANGPTL8","ANGL8_HUMAN",-4.8592874975
-2.0543944825,12.66108310375,-61.1083860739047,4.84858406591923e-11,1.67646371171469e-08,16.3782052079266,"FA10_HUMAN",25,64.3375460819344,8.50469353591595e-12,2.31245360691082e-09,2.0543944825,"Up in D3B",8.63592697143855,"F10","FA10_HUMAN",-2.0543944825
-1.5784425725,12.40841889375,-60.5341570678272,5.18887899108625e-11,1.68219465445638e-08,16.3122592981171,"HRG_HUMAN",22,63.4169984680412,9.5010165557568e-12,2.47849037391738e-09,1.5784425725,"Up in D3B",8.60581276348979,"HRG","HRG_HUMAN",-1.5784425725
-0.982457162500001,17.83879566375,-52.8963128954342,1.36706576087293e-10,2.05767808899963e-08,15.3519183138086,"BHMT1_HUMAN",37,63.2433212113458,9.70342654398785e-12,2.47849037391738e-09,0.982457162500001,"Up in D3B",8.60581276348979,"BHMT","BHMT1_HUMAN",-0.982457162500001
-0.789508104999998,10.5173093075,-46.8017854582455,3.29161325999254e-10,3.69933442246362e-08,14.4545787294711,"LIMC1_HUMAN",55,62.3916709843558,1.0769211769714e-11,2.6100712389041e-09,0.789508104999998,"Up in D3B",8.58334763892964,"LIMCH1","LIMC1_HUMAN",-0.789508104999998
-1.19072556250001,15.34885489875,-55.7956809718937,9.31882140997000e-11,1.91581330889359e-08,15.7357718534129,"APOA1_HUMAN",30,62.3400982953231,1.0837880337127e-11,2.6100712389041e-09,1.19072556250001,"Up in D3B",8.58334763892964,"APOA1","APOA1_HUMAN",-1.19072556250001
0.865744115000002,11.3026421075,51.0366544579669,1.76761483169305e-10,2.44249596989192e-08,15.0918649479418,"HMDH_HUMAN",32,-61.0443984034108,1.27366128558995e-11,2.98213638228825e-09,-0.865744115000002,"Up in D1CM",8.52547249880361,"HMGCR","HMDH_HUMAN",0.865744115000002
-2.10931134,12.1101633325,-56.3887396260299,8.63736558275248e-11,1.86677832043643e-08,15.8112434317143,"PCSK6_HUMAN",46,60.6018667199072,1.34691194195042e-11,3.01964523024147e-09,2.10931134,"Up in D3B",8.52004407810213,"PCSK6","PCSK6_HUMAN",-2.10931134
-4.13731885,16.3895314925,-57.7043040232423,7.31880079359064e-11,1.86677832043643e-08,15.9751646866659,"FINC_HUMAN",161,60.5179652805801,1.36133015481286e-11,3.01964523024147e-09,4.13731885,"Up in D3B",8.52004407810213,"FN1","FINC_HUMAN",-4.13731885
-1.0840427875,11.47763908125,-56.7055241234251,8.29671835533658e-11,1.86677832043643e-08,15.8511512110066,"T23O_HUMAN",22,60.0768755073425,1.44005752288563e-11,3.09318990118649e-09,1.0840427875,"Up in D3B",8.50959341639976,"TDO2","T23O_HUMAN",-1.0840427875
-1.91711092,13.3962953075,-58.7519428977561,6.43145294997376e-11,1.86677832043643e-08,16.1023661059794,"FADS2_HUMAN",18,59.9274721135833,1.46787989141606e-11,3.09318990118649e-09,1.91711092,"Up in D3B",8.50959341639976,"FADS2","FADS2_HUMAN",-1.91711092
-2.036513805,15.6714751725,-57.8028434207333,7.22964990723218e-11,1.86677832043643e-08,15.9872531406296,"FGL1_HUMAN",19,59.4088611434227,1.56927728996257e-11,3.22620445782792e-09,2.036513805,"Up in D3B",8.49130811304974,"FGL1","FGL1_HUMAN",-2.036513805
-1.5396845315,10.10677802425,-58.9366394444802,6.28806232048206e-11,1.86677832043643e-08,16.1244931712397,"PRS23_HUMAN",17,58.97590794729,1.66001240840514e-11,3.28128200053248e-09,1.5396845315,"Up in D3B",8.48395644379491,"PRSS23","PRS23_HUMAN",-1.5396845315
-1.6020209825,11.36655581125,-58.0730536270003,6.99146137917784e-11,1.86677832043643e-08,16.0202683835236,"GBA3_HUMAN",18,58.9118918863443,1.67392485494005e-11,3.28128200053248e-09,1.6020209825,"Up in D3B",8.48395644379491,"GBA3","GBA3_HUMAN",-1.6020209825
-0.724362372500003,16.65048885375,-41.5832661237161,7.68617984310979e-10,6.18133556279488e-08,13.5691590313437,"FAS_HUMAN",166,58.685405118305,1.72421463525022e-11,3.30304662739183e-09,0.724362372500003,"Up in D3B",8.48108529555592,"FASN","FAS_HUMAN",-0.724362372500003
1.30027008,10.994400025,53.6897389819304,1.22845617085896e-10,2.02111046122323e-08,15.4594950483015,"ASNS_HUMAN",27,-58.1249431958946,1.85616574328244e-11,3.47680467780614e-09,-1.30027008,"Up in D1CM",8.45881970670923,"ASNS","ASNS_HUMAN",1.30027008
1.25619292,10.9476341,64.4772359686558,3.2973026819217e-11,1.26331655935991e-08,16.7495281070229,"CD123_HUMAN",14,-57.883471077396,1.91650364266168e-11,3.51178460956419e-09,-1.25619292,"Up in D1CM",8.45447212879849,"CDC123","CD123_HUMAN",1.25619292
-3.4893977625,16.47073471625,-54.6282763658258,1.08470653442972e-10,1.98906949693174e-08,15.5842489951736,"FIBA_HUMAN",58,57.324719392738,2.06480732068637e-11,3.70303423533307e-09,3.4893977625,"Up in D3B",8.43144227278785,"FGA","FIBA_HUMAN",-3.4893977625
-2.2362339525,13.82590305875,-60.8944425246326,4.97230902750827e-11,1.67646371171469e-08,16.353729048095,"SCD_HUMAN",11,57.0867952201933,2.13185941189735e-11,3.72600126900251e-09,2.2362339525,"Up in D3B",8.42875700152762,"SCD","SCD_HUMAN",-2.2362339525
-0.982680079999994,15.9779340025,-56.5087269419044,8.5064998747752e-11,1.86677832043643e-08,15.8263921256551,"MTND_HUMAN",19,56.9688005381248,2.1660228043792e-11,3.72600126900251e-09,0.982680079999994,"Up in D3B",8.42875700152762,"ADI1","MTND_HUMAN",-0.982680079999994
-1.302532195,12.1788587575,-56.4105900373075,8.61336437910168e-11,1.86677832043643e-08,15.8140051037052,"BODG_HUMAN",18,56.7647122840071,2.2265832660153e-11,3.7535740698486e-09,1.302532195,"Up in D3B",8.42555500971391,"BBOX1","BODG_HUMAN",-1.302532195
-1.682950495,11.5251729475,-55.4121137676536,9.79213512135022e-11,1.922184508646e-08,15.6864248594569,"EKI2_HUMAN",17,55.917079568458,2.4994313991757e-11,4.13092299287293e-09,1.682950495,"Up in D3B",8.38395290090385,"ETNK2","EKI2_HUMAN",-1.682950495
-3.44534993175,9.520971179125,-56.6690441389192,8.3351563756274e-11,1.86677832043643e-08,15.846569798375,"MIME_HUMAN",10,55.7518795712218,2.5568991948293e-11,4.14463525254156e-09,3.44534993175,"Up in D3B",8.38251368339564,"OGN","MIME_HUMAN",-3.44534993175
1.506516695,12.38612187,51.7482207783043,1.60035266363833e-10,2.2863343392894e-08,15.1927106050172,"ABHD2_HUMAN",29,-55.5582615537904,2.62616128494282e-11,4.17658744731755e-09,-1.506516695,"Up in D1CM",8.37917842112036,"ABHD2","ABHD2_HUMAN",1.506516695
-1.6232225895,9.83197391025,-53.9107909742096,1.19273996102638e-10,2.01072102629827e-08,15.489118935637,"GBP7_HUMAN",18,54.8577336400653,2.89506643958983e-11,4.51898426283383e-09,1.6232225895,"Up in D3B",8.34495917107781,"GBP7","GBP7_HUMAN",-1.6232225895
-0.875460387500002,15.18649995375,-45.8771588897905,3.79831542273707e-10,4.05265831623428e-08,14.3063223687789,"DPYL2_HUMAN",35,53.8823451977968,3.32286177099071e-11,5.09243670321467e-09,0.875460387500002,"Up in D3B",8.29307436038679,"DPYSL2","DPYL2_HUMAN",-0.875460387500002
1.76779461,14.87747669,51.17033503998,1.73472843978869e-10,2.43700433649647e-08,15.1109400804083,"SQSTM_HUMAN",24,-53.6682588150588,3.42605036531645e-11,5.15681759450935e-09,-1.76779461,"Up in D1CM",8.28761823006295,"SQSTM1","SQSTM_HUMAN",1.76779461
-1.213374615,14.5018765925,-48.1036551390319,2.70331236711435e-10,3.30235071629085e-08,14.6575734336165,"NHRF3_HUMAN",36,53.4227674166881,3.54885751680427e-11,5.16243487212684e-09,1.213374615,"Up in D3B",8.28714541424195,"PDZK1","NHRF3_HUMAN",-1.213374615
-2.9493789675,17.32264566625,-50.8536325858453,1.81379723962458e-10,2.46588660206381e-08,15.0656510125656,"FIBG_HUMAN",40,53.3452721942857,3.58865134221828e-11,5.16243487212684e-09,2.9493789675,"Up in D3B",8.28714541424195,"FGG","FIBG_HUMAN",-2.9493789675
2.287323475,13.4411354075,57.4835454822505,7.52310732806885e-11,1.86677832043643e-08,15.9479880258877,"ISG20_HUMAN",10,-53.2658205553914,3.62997388116129e-11,5.16243487212684e-09,-2.287323475,"Up in D1CM",8.28714541424195,"ISG20","ISG20_HUMAN",2.287323475
-1.00376797,15.851507185,-53.5786801281286,1.24685898663671e-10,2.02111046122323e-08,15.4445550031518,"NDRG1_HUMAN",18,53.1808421900737,3.67476678523681e-11,5.16243487212684e-09,1.00376797,"Up in D3B",8.28714541424195,"NDRG1","NDRG1_HUMAN",-1.00376797
1.230380775,11.9530414325,47.3911432815591,3.00890122089696e-10,3.4742504645124e-08,14.5472908481378,"DDX21_HUMAN",43,-53.0521728745838,3.7437830383843e-11,5.17317167713791e-09,-1.230380775,"Up in D1CM",8.28624310883304,"DDX21","DDX21_HUMAN",1.230380775
1.255603075,13.58770454,49.3178996727068,2.26041793235183e-10,2.96341470115862e-08,14.8411140443861,"PAI1_HUMAN",22,-51.6992640819675,4.56539761464379e-11,6.11511968102938e-09,-1.255603075,"Up in D1CM",8.21359503882361,"SERPINE1","PAI1_HUMAN",1.255603075
0.6745712775,11.18757927375,38.9755616916301,1.22274192542703e-09,8.66091738607093e-08,13.0776437420212,"SMCA5_HUMAN",59,-51.5852802885393,4.64344718495587e-11,6.11511968102938e-09,-0.6745712775,"Up in D1CM",8.21359503882361,"SMARCA5","SMCA5_HUMAN",0.6745712775
-1.0769002425,15.15988004125,-44.8514902823332,4.46727532324374e-10,4.27893905677517e-08,14.1377186618241,"ITIH2_HUMAN",51,51.5328442275839,4.6798577122266e-11,6.11511968102938e-09,1.0769002425,"Up in D3B",8.21359503882361,"ITIH2","ITIH2_HUMAN",-1.0769002425
-0.903232812500001,12.37277710375,-52.1039359361146,1.52354345160363e-10,2.21412892302879e-08,15.2424947890424,"FADS1_HUMAN",18,51.3766418560472,4.79024709106195e-11,6.11511968102938e-09,0.903232812500001,"Up in D3B",8.21359503882361,"FADS1","FADS1_HUMAN",-0.903232812500001
-4.935259102,10.689171194,-49.2429522133546,2.28522903755262e-10,2.96341470115862e-08,14.8299420529816,"PGBM_HUMAN",175,51.2957183086541,4.8485909627309e-11,6.11511968102938e-09,4.935259102,"Up in D3B",8.21359503882361,"HSPG2","PGBM_HUMAN",-4.935259102
-0.978985550000001,12.6792484525,-43.183289618713,5.86302200952241e-10,5.25738431045366e-08,13.8536967416698,"FA5_HUMAN",71,51.2789855550614,4.86075475891527e-11,6.11511968102938e-09,0.978985550000001,"Up in D3B",8.21359503882361,"F5","FA5_HUMAN",-0.978985550000001
0.986496684999999,13.436434865,45.2563727291975,4.18834571779605e-10,4.19045251994767e-08,14.2048070174577,"ESF1_HUMAN",32,-50.8548794344734,5.18087007949928e-11,6.42199322060286e-09,-0.986496684999999,"Up in D1CM",8.1923301572336,"ESF1","ESF1_HUMAN",0.986496684999999
1.0859236725,17.08395504875,54.2506151060537,1.14011478979252e-10,1.98906949693174e-08,15.5343691883132,"A1AG1_HUMAN",15,-50.6206039188134,5.36787337261389e-11,6.55736299387862e-09,-1.0859236725,"Up in D1CM",8.18327077456515,"ORM1","A1AG1_HUMAN",1.0859236725
-1.348094705,14.153217195,-48.707684658479,2.4717217252882e-10,3.06384447389033e-08,14.7495576914464,"LG3BP_HUMAN",20,50.272615971978,5.65988743406627e-11,6.81531302596351e-09,1.348094705,"Up in D3B",8.16651419231256,"LGALS3BP","LG3BP_HUMAN",-1.348094705
0.944849255000001,11.7496823075,45.218697858005,4.21344620895574e-10,4.19045251994767e-08,14.198593907439,"PESC_HUMAN",28,-50.1096533599333,5.80277565608338e-11,6.88895718382068e-09,-0.944849255000001,"Up in D1CM",8.16184651446228,"PES1","PESC_HUMAN",0.944849255000001
-1.2208831325,11.72129476125,-56.0963272768954,8.96600142145518e-11,1.88936064953614e-08,15.7741561345004,"IL18_HUMAN",13,49.8888054104422,6.00296703596587e-11,6.97863956274168e-09,1.2208831325,"Up in D3B",8.15622923181519,"IL18","IL18_HUMAN",-1.2208831325
-0.925317047999998,9.945178866,-47.6939211894767,2.8744757802903e-10,3.39241037920002e-08,14.5943931067262,"ADDG_HUMAN",21,49.8446687069526,6.04390423632866e-11,6.97863956274168e-09,0.925317047999998,"Up in D3B",8.15622923181519,"ADD3","ADDG_HUMAN",-0.925317047999998
0.680871490000001,17.0525538925,40.9168637997143,8.63011331917805e-10,6.79843225863101e-08,13.4469405372041,"A1AT_HUMAN",33,-49.6683444797999,6.21062264168425e-11,7.07423489821034e-09,-0.680871490000001,"Up in D1CM",8.15032052364159,"SERPINA1","A1AT_HUMAN",0.680871490000001
-0.4817988875,15.27614152625,-33.0119057346861,4.01610664887854e-09,2.05767877557972e-07,11.8006697728831,"A0A6Q8PH20_HUMAN",52,49.1831873086811,6.69680790061158e-11,7.52631917256734e-09,0.4817988875,"Non-significant",8.12341736827159,"CAST","A0A6Q8PH20_HUMAN",-0.4817988875
-1.043802025,12.6123732325,-45.1043653889456,4.29067384613967e-10,4.20535928478038e-08,14.1797018974935,"AS3MT_HUMAN",27,49.0537208193944,6.83371703326617e-11,7.54870110237099e-09,1.043802025,"Up in D3B",8.12212777056981,"AS3MT","AS3MT_HUMAN",-1.043802025
-1.5016381725,13.92458736875,-49.0227308778012,2.35994581469408e-10,3.01393685940249e-08,14.7969969630775,"FBX2_HUMAN",16,48.9959419137667,6.8958356256088e-11,7.54870110237099e-09,1.5016381725,"Up in D3B",8.12212777056981,"FBXO2","FBX2_HUMAN",-1.5016381725
-0.962146282500001,10.87270307375,-43.1844612481718,5.86188122235421e-10,5.25738431045366e-08,13.8539006418449,"VLDLR_HUMAN",35,48.8713731366168,7.03194249941231e-11,7.5650094409446e-09,0.962146282500001,"Up in D3B",8.12119052565169,"VLDLR","VLDLR_HUMAN",-0.962146282500001
-0.733051057499999,14.72782695375,-37.5535464059801,1.59586734693175e-09,1.03253994229421e-07,12.7937757014167,"FLNA_HUMAN",152,48.8079522705109,7.1024016034758e-11,7.5650094409446e-09,0.733051057499999,"Up in D3B",8.12119052565169,"FLNA","FLNA_HUMAN",-0.733051057499999
1.63553738425,9.923085092875,47.6402990380917,2.8977760980235e-10,3.39241037920002e-08,14.5860770873456,"RIOX2_HUMAN",18,-48.6583130439947,7.27182991383061e-11,7.5650094409446e-09,-1.63553738425,"Up in D1CM",8.12119052565169,"RIOX2","RIOX2_HUMAN",1.63553738425
0.979985715000002,11.351433515,47.2192660060238,3.08838837150789e-10,3.51784129505946e-08,14.5203938701413,"DCA13_HUMAN",20,-48.654845529455,7.27580975073922e-11,7.5650094409446e-09,-0.979985715000002,"Up in D1CM",8.12119052565169,"DCAF13","DCA13_HUMAN",0.979985715000002
0.635546922500001,11.81632602125,36.4631523661192,1.97090107054423e-09,1.16991021997305e-07,12.567880730598,"AKA12_HUMAN",65,-48.5824360058211,7.35948243157501e-11,7.5650094409446e-09,-0.635546922500001,"Up in D1CM",8.12119052565169,"AKAP12","AKA12_HUMAN",0.635546922500001
0.567769292500003,10.55812704625,34.7464313538158,2.78380125043237e-09,1.58081998598622e-07,12.1966762488922,"TRIPC_HUMAN",64,-48.4501268399457,7.51519479511922e-11,7.63199722024818e-09,-0.567769292500003,"Up in D1CM",8.11736179648414,"TRIP12","TRIPC_HUMAN",0.567769292500003
-2.85525643975,9.414725602625,-46.1096104642345,3.66304238473633e-10,4.0407674748011e-08,14.3439218570929,"NID1_HUMAN",42,48.3081684934733,7.68641529527818e-11,7.68713508137944e-09,2.85525643975,"Up in D3B",8.11423548726919,"NID1","NID1_HUMAN",-2.85525643975
-0.8167278775,14.71467673875,-44.3478293348274,4.84425193473378e-10,4.48705489646935e-08,14.0532733276363,"GSTM3_HUMAN",24,48.254828209778,7.75188613023197e-11,7.68713508137944e-09,0.8167278775,"Up in D3B",8.11423548726919,"GSTM3","GSTM3_HUMAN",-0.8167278775
-3.2130217525,16.15623879375,-45.9775087074289,3.73923197335966e-10,4.0407674748011e-08,14.3225814524993,"FIBB_HUMAN",43,48.0446643850079,8.01604675483238e-11,7.8566579181956e-09,3.2130217525,"Up in D3B",8.10476215578653,"FGB","FIBB_HUMAN",-3.2130217525
-1.0243778225,8.888903141,-49.8034020607894,2.10692743368176e-10,2.8189351330958e-08,14.9129962666704,"SULF2_HUMAN",16,47.8791970277772,8.2311908560321e-11,7.97479399143615e-09,1.0243778225,"Up in D3B",8.09828052702164,"SULF2","SULF2_HUMAN",-1.0243778225
-0.763848305,17.590943335,-39.2065988756519,1.17203073205493e-09,8.45834496801544e-08,13.1226684567317,"GATM_HUMAN",48,47.7476343833268,8.40691111882198e-11,8.05248338869892e-09,0.763848305,"Up in D3B",8.09407016240443,"GATM","GATM_HUMAN",-0.763848305
-1.1956648775,11.84161400625,-45.0107169111469,4.35513212336127e-10,4.21947226066806e-08,14.1641860545564,"PDCD4_HUMAN",21,46.8131556912552,9.78428880182272e-11,9.26649104613076e-09,1.1956648775,"Up in D3B",8.03308468956623,"PDCD4","PDCD4_HUMAN",-1.1956648775
0.611846682500001,13.78998172125,37.9760956960201,1.47292574037097e-09,9.96915200212626e-08,12.8793629011451,"RAGP1_HUMAN",33,-46.6901601626927,9.98387717743292e-11,9.29080104729138e-09,-0.611846682500001,"Up in D1CM",8.03194683978241,"RANGAP1","RAGP1_HUMAN",0.611846682500001
-1.2811670325,14.48473572625,-41.6052777108537,7.65706962243528e-10,6.18133556279488e-08,13.5731578609982,"APOB_HUMAN",250,46.6618861738309,1.00304056863627e-10,9.29080104729138e-09,1.2811670325,"Up in D3B",8.03194683978241,"APOB","APOB_HUMAN",-1.2811670325
-4.3979059465,8.77557510175,-45.5414778733073,4.00382099819173e-10,4.16644533256272e-08,14.2516301011395,"TSP3_HUMAN",12,46.5542662253895,1.02097622061776e-10,9.32089820731144e-09,4.3979059465,"Up in D3B",8.03054223489033,"THBS3","TSP3_HUMAN",-4.3979059465
1.81705880225,9.460339903875,54.6142380192434,1.08671046327198e-10,1.98906949693174e-08,15.5824025112781,"TR10A_HUMAN",9,-46.5103081082333,1.02840613747771e-10,9.32089820731144e-09,-1.81705880225,"Up in D1CM",8.03054223489033,"TNFRSF10A","TR10A_HUMAN",1.81705880225
0.70828676,13.989882945,40.1759514467987,9.83808650084881e-10,7.53865737415042e-08,13.3083766521608,"GBP2_HUMAN",29,-46.3405441235385,1.05767901743616e-10,9.48423025315892e-09,-0.70828676,"Up in D1CM",8.02299791099261,"GBP2","GBP2_HUMAN",0.70828676
