"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.3177212779397,22.591056292903,-12.1751941032496,4.01083507990744e-06,0.000903343565416571,5.08831010039266,"ADH4_HUMAN",35,-14.3700170171703,1.63658456383231e-07,5.12211631884595e-05,0.317721277939704,"Non-significant",4.29055056330231,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
0.484484893563444,20.6035116918033,14.8122108268061,1.00357848453632e-06,0.000538998844540967,6.40103118072636,"DPEP1_HUMAN",14,14.4632173751766,1.54747556648847e-07,5.12211631884595e-05,-0.484484893563444,"Non-significant",4.29055056330231,"DPEP1","Dipeptidase 1","DPEP1_HUMAN"
0.249625774714932,23.5984667348402,10.8635658936943,8.88672790822368e-06,0.00151334473793214,4.30263673301168,"PCKGC_HUMAN",57,14.3194283257403,1.68731989878913e-07,5.12211631884595e-05,-0.249625774714925,"Non-significant",4.29055056330231,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
-0.262341662991162,21.0390623605112,-12.523107472852,3.29074105489286e-06,0.000880245653183874,5.28043405082677,"PLIN2_HUMAN",29,-14.4577152026248,1.55258436591628e-07,5.12211631884595e-05,0.262341662991158,"Non-significant",4.29055056330231,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.331205106099151,22.5790794903861,11.2430612523458,6.99931531686207e-06,0.0013207897173603,4.54052384395252,"TENS1_HUMAN",107,14.1857121115293,1.83000808463076e-07,5.32379851953832e-05,-0.331205106099144,"Non-significant",4.27377838886762,"TNS1","Tensin-1","TENS1_HUMAN"
-0.783136304787643,20.8069456145708,-17.3593597257841,3.23144610901752e-07,0.000538998844540967,7.40953099234016,"APOA2_HUMAN",6,-14.0775475346587,1.95522461679288e-07,5.46055130977916e-05,0.783136304787647,"Up in C",4.26276350771509,"APOA2","Apolipoprotein A-II","APOA2_HUMAN"
-0.399462202364468,20.5852273474985,-12.7260327974484,2.93884199190587e-06,0.00082075979149947,5.38959653220009,"HMCS1_HUMAN",22,-13.7068258396649,2.46194636015817e-07,6.46624201607803e-05,0.399462202364472,"Non-significant",4.18934804480948,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN"
-0.293735832737973,19.0206695547002,-13.9546040743664,1.53265393416376e-06,0.000575721620909683,6.00825719691701,"PH4H_HUMAN",19,-13.6821216870673,2.50055191111582e-07,6.46624201607803e-05,0.293735832737973,"Non-significant",4.18934804480948,"PAH","Phenylalanine-4-hydroxylase","PH4H_HUMAN"
0.494671794370035,21.3848781128388,13.6887253199916,1.75634385420282e-06,0.000603761261757348,5.88022195344552,"TAGL2_HUMAN",13,13.403949062267,2.98473108412562e-07,7.44264015334467e-05,-0.494671794370028,"Non-significant",4.1282729783472,"TAGLN2","Transgelin-2","TAGL2_HUMAN"
0.407039748292153,18.7910335389003,12.3847238992064,3.55804247177552e-06,0.000880245653183874,5.20477881254959,"SEM3B_HUMAN",19,13.0068464571788,3.86546715022332e-07,8.99623054761974e-05,-0.407039748292156,"Non-significant",4.04593942337023,"SEMA3B","Semaphorin-3B","SEM3B_HUMAN"
-0.248759469191221,25.1398856643806,-10.2665994603466,1.31400491614968e-05,0.00199480099111356,3.90939108915687,"TKFC_HUMAN",50,-13.0327117369026,3.80008363235487e-07,8.99623054761974e-05,0.248759469191224,"Non-significant",4.04593942337023,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-0.325074046496788,21.4246497369996,-10.2468998216073,1.33152797129944e-05,0.00199480099111356,3.89599807654016,"A2MG_HUMAN",56,-12.333135638693,6.09588832650733e-07,0.000134209066606805,0.325074046496784,"Non-significant",3.87221814404557,"A2M","Alpha-2-macroglobulin","A2MG_HUMAN"
-0.425213644542819,20.826132421377,-12.2508139796536,3.84030089418577e-06,0.000893766028106834,5.13061352729442,"ANGT_HUMAN",15,-12.3201271893817,6.15108870154364e-07,0.000134209066606805,0.425213644542822,"Non-significant",3.87221814404557,"AGT","Angiotensinogen","ANGT_HUMAN"
-0.300514953363987,20.5012359121573,-11.418771369075,6.28220984301512e-06,0.00125321111782662,4.64765188854591,"ENTP5_HUMAN",22,-12.1557670345328,6.89826249608412e-07,0.000141657849257822,0.300514953363987,"Non-significant",3.84875935623063,"ENTPD5","Nucleoside diphosphate phosphatase ENTPD5","ENTP5_HUMAN"
0.304899011529272,19.6947367937202,11.4329238539598,6.22816228417934e-06,0.00125321111782662,4.65619957657781,"TRFM_HUMAN",22,12.1832372018771,6.76669543684536e-07,0.000141657849257822,-0.304899011529276,"Non-significant",3.84875935623063,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.4018708753898,24.2832903162714,10.7326664840004,9.66632685119154e-06,0.00156954172267487,4.21844904397663,"UD16_HUMAN",25,11.8501595055497,8.56915051716186e-07,0.000170942311173783,-0.401870875389804,"Non-significant",3.76715042859008,"UGT1A6","UDP-glucuronosyltransferase 1-6","UD16_HUMAN"
0.285700780930178,19.3497225164364,9.88402120151411,1.70652566924154e-05,0.00203907313721091,3.64430405105489,"IGF1R_HUMAN",39,11.6901164790011,9.61912911284585e-07,0.000186557665183027,-0.285700780930174,"Non-significant",3.72918690219377,"IGF1R","Insulin-like growth factor 1 receptor","IGF1R_HUMAN"
0.356581901075042,21.3515281276659,9.93474341757998,1.64756670764234e-05,0.00201812469346646,3.68006332467732,"MVP_HUMAN",47,11.620772077504,1.01175579057546e-06,0.000190921052156698,-0.356581901075039,"Non-significant",3.71914618092328,"MVP","Major vault protein","MVP_HUMAN"
-0.230284601188153,21.6278387455682,-9.97369823574719,1.60384391281832e-05,0.00199964967844599,3.70739727009673,"AL3A2_HUMAN",29,-11.4293497649563,1.16479034155571e-06,0.000194892344769672,0.230284601188156,"Non-significant",3.71020521932046,"ALDH3A2","Aldehyde dehydrogenase family 3 member A2","AL3A2_HUMAN"
-0.186526007322684,23.8627221445488,-8.46390970342861,4.89576944314552e-05,0.00379802913911578,2.55958517942673,"DHB4_HUMAN",63,-11.5356255850797,1.07689816441654e-06,0.000194892344769672,0.186526007322684,"Non-significant",3.71020521932046,"HSD17B4","Peroxisomal multifunctional enzyme type 2","DHB4_HUMAN"
-0.203357100087096,21.2626952559548,-8.73262397434748,3.96670899551153e-05,0.00335301700262009,2.77799065839458,"ECHP_HUMAN",56,-11.4206039148424,1.17236873106936e-06,0.000194892344769672,0.203357100087096,"Non-significant",3.71020521932046,"EHHADH","Peroxisomal bifunctional enzyme","ECHP_HUMAN"
0.229366382776909,21.4869878897441,10.0007730389899,1.57422600802197e-05,0.00199964967844599,3.72632942674957,"FSCN1_HUMAN",29,11.4656853909613,1.13387918999753e-06,0.000194892344769672,-0.229366382776909,"Non-significant",3.71020521932046,"FSCN1","Fascin","FSCN1_HUMAN"
0.258920507904058,19.7480856161835,9.2163861837217,2.75257988365344e-05,0.00286843473845795,3.15517855636347,"SVIL_HUMAN",64,11.4953783029868,1.10929113486893e-06,0.000194892344769672,-0.258920507904051,"Non-significant",3.71020521932046,"SVIL","Supervillin","SVIL_HUMAN"
0.231112765343873,25.0780062226881,9.02318350121248,3.17866791837953e-05,0.00299911613596296,3.00693617649193,"ERO1A_HUMAN",49,11.2431508505501,1.33852083120479e-06,0.000214952483001514,-0.231112765343873,"Non-significant",3.66765753380993,"ERO1A","ERO1-like protein alpha","ERO1A_HUMAN"
-0.384733612235109,20.9617173817342,-11.3526792481021,6.54173026425644e-06,0.00126873224180662,4.60757533431506,"METK1_HUMAN",14,-11.1712630803021,1.41309525346145e-06,0.000214952483001514,0.384733612235109,"Non-significant",3.66765753380993,"MAT1A","S-adenosylmethionine synthase isoform type-1","METK1_HUMAN"
-0.361411459425575,22.4491865430192,-10.0549532480842,1.51679042145973e-05,0.00199964967844599,3.76405411194366,"NSDHL_HUMAN",27,-11.2048887103568,1.37765694511216e-06,0.000214952483001514,0.361411459425575,"Non-significant",3.66765753380993,"NSDHL","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating","NSDHL_HUMAN"
0.188645189573716,20.393045438308,8.48048193895184,4.83186483375771e-05,0.00379057081677487,2.57324558699019,"PLCB1_HUMAN",52,11.1683741856529,1.41618651075188e-06,0.000214952483001514,-0.18864518957372,"Non-significant",3.66765753380993,"PLCB1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1","PLCB1_HUMAN"
-0.19678084153767,22.6451012374276,-8.95328116429245,3.35075050480866e-05,0.0030782815821808,2.95252444865511,"AL1B1_HUMAN",38,-11.0979731631165,1.49387545904933e-06,0.000221919967129413,0.196780841537674,"Non-significant",3.6538036205981,"ALDH1B1","Aldehyde dehydrogenase X, mitochondrial","AL1B1_HUMAN"
0.430956256113788,19.6053977251114,13.0712727033441,2.43360634646103e-06,0.0007387582396083,5.5705998655067,"RRAS_HUMAN",9,11.0281970328369,1.5755424018106e-06,0.000229175771863367,-0.430956256113792,"Non-significant",3.6398312972728,"RRAS","Ras-related protein R-Ras","RRAS_HUMAN"
0.346703965325702,20.1221075033571,9.54731149017647,2.16396746227937e-05,0.0023607532533804,3.40199080755761,"SUN2_HUMAN",35,10.9212824522221,1.7104038391668e-06,0.000243715093980869,-0.346703965325702,"Non-significant",3.6131175728686,"SUN2","SUN domain-containing protein 2","SUN2_HUMAN"
-0.350297504893685,21.1615377295373,-10.9658705973386,8.32670874656745e-06,0.00149069437098805,4.36766203744275,"AMBP_HUMAN",15,-10.8557375927588,1.79935410545071e-06,0.000251261807285137,0.350297504893685,"Non-significant",3.59987352074242,"AMBP","Protein AMBP","AMBP_HUMAN"
-0.178515010814682,22.9004412821166,-7.75668380615843,8.75800735337081e-05,0.0051573178939448,1.95200945981086,"ACLY_HUMAN",94,-10.7699760744431,1.92354109784292e-06,0.000260017478422532,0.178515010814678,"Non-significant",3.58499745769331,"ACLY","ATP-citrate synthase","ACLY_HUMAN"
0.380924382419888,19.2027495359472,11.1271702137485,7.52282845716984e-06,0.00138222074442,4.46883479584999,"GPC6_HUMAN",13,10.7613555704042,1.93653808048864e-06,0.000260017478422532,-0.380924382419888,"Non-significant",3.58499745769331,"GPC6","Glypican-6","GPC6_HUMAN"
0.586438964494267,19.2572178880755,10.1726753548477,1.39996059244578e-05,0.00199480099111356,3.84528888970995,"KCRB_HUMAN",13,10.70043632266,2.03119488320639e-06,0.000267581182538623,-0.586438964494267,"Up in BM",3.57254443128908,"CKB","Creatine kinase B-type","KCRB_HUMAN"
-0.247351550173661,19.7048166205666,-8.50761014873236,4.7292692381259e-05,0.00378132161114176,2.59555244938206,"ACACA_HUMAN",74,-10.6107104972512,2.18004173686051e-06,0.000271804489406431,0.247351550173665,"Non-significant",3.56574337428366,"ACACA","Acetyl-CoA carboxylase 1","ACACA_HUMAN"
0.524850212280498,19.3186091493948,9.97402766655956,1.60347978314794e-05,0.00199964967844599,3.70762794937901,"ARGI2_HUMAN",16,10.6471294423186,2.1182222570049e-06,0.000271804489406431,-0.524850212280505,"Up in BM",3.56574337428366,"ARG2","Arginase-2, mitochondrial","ARGI2_HUMAN"
0.193925276453708,22.4139076794602,8.32102015613669,5.4879654670862e-05,0.00412010482701031,2.44073885021155,"PLOD2_HUMAN",48,10.6285438773371,2.14952524014835e-06,0.000271804489406431,-0.193925276453712,"Non-significant",3.56574337428366,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.210485411185172,20.635712491356,8.18680398865916,6.11843042937323e-05,0.00422959220375088,2.32734402684667,"PEG3_HUMAN",69,10.5532351319719,2.28169243164467e-06,0.00027948730803058,-0.210485411185179,"Non-significant",3.55363790934263,"PEG3","Paternally-expressed gene 3 protein","PEG3_HUMAN"
-0.210650976542432,21.8895656309553,-7.90710936184546,7.71162585553133e-05,0.00476482935604599,2.08538993525599,"APOB_HUMAN",218,-10.464952806284,2.44816325938487e-06,0.000293402959047446,0.210650976542439,"Non-significant",3.53253551049445,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.332321739668213,19.5765324780958,12.3830400259068,3.56144287049004e-06,0.000880245653183874,5.20385208093234,"RET1_HUMAN",11,10.4491548949674,2.47934325176158e-06,0.000293402959047446,-0.33232173966821,"Non-significant",3.53253551049445,"RBP1","Retinol-binding protein 1","RET1_HUMAN"
0.186962619158901,19.0247763549684,10.1824030517964,1.39076995184295e-05,0.00199480099111356,3.85195703537827,"MISP_HUMAN",22,10.420327561492,2.53737418971205e-06,0.000295265776542826,-0.186962619158898,"Non-significant",3.52978688801609,"MISP","Mitotic interactor and substrate of PLK1","MISP_HUMAN"
0.381594985423241,19.6857817581974,11.828947961247,4.90939093857677e-06,0.00103870810706494,4.89062652999482,"DAF_HUMAN",10,10.3322775526576,2.72410309236725e-06,0.000306769157917874,-0.381594985423241,"Non-significant",3.5131883058032,"CD55","Complement decay-accelerating factor","DAF_HUMAN"
-0.296991697884287,20.5155479594885,-8.88385705621572,3.53210438313597e-05,0.00312166491177916,2.89806959527488,"LSS_HUMAN",40,-10.3515086939639,2.68206128013134e-06,0.000306769157917874,0.29699169788428,"Non-significant",3.5131883058032,"LSS","Lanosterol synthase","LSS_HUMAN"
0.230830289410275,23.3734851672724,9.04604596079417,3.12456280222633e-05,0.00298845171029373,3.02464191651788,"ICAM1_HUMAN",26,10.0404578983801,3.45994467598179e-06,0.000380375831470514,-0.230830289410271,"Non-significant",3.41978708530046,"ICAM1","Intercellular adhesion molecule 1","ICAM1_HUMAN"
0.135635292633019,20.7859037834432,6.71264556734127,0.000224557560865746,0.00875899938527731,0.95848800547919,"PLXB2_HUMAN",81,10.0311794011973,3.48668765598867e-06,0.000380375831470514,-0.135635292633022,"Non-significant",3.41978708530046,"PLXNB2","Plexin-B2","PLXB2_HUMAN"
0.506253687731242,17.9999366289458,10.8932891437817,8.71975588515758e-06,0.00151334473793214,4.32159821175937,"ITA3_HUMAN",8,9.98068443829013,3.63627964399152e-06,0.000390592376528443,-0.506253687731245,"Up in BM",3.40827623740234,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
0.388787720807649,18.7425123203037,9.63211616241066,2.03694389355211e-05,0.00225745115313981,3.46384051503591,"MIER1_HUMAN",15,9.91808613274014,3.83163192781567e-06,0.00040534021393953,-0.388787720807649,"Non-significant",3.39218030761862,"MIER1","Mesoderm induction early response protein 1","MIER1_HUMAN"
-0.200659248072082,20.2613977043167,-9.15804637975284,2.87405359425723e-05,0.00292113452116215,3.11074369695461,"A16A1_HUMAN",23,-9.74336627521557,4.44084610544615e-06,0.000462775932958583,0.200659248072078,"Non-significant",3.33462923497324,"ALDH16A1","Aldehyde dehydrogenase family 16 member A1","A16A1_HUMAN"
0.135608254946067,20.0207648924428,6.6665196573013,0.000234691084141095,0.00889467307881119,0.911679355920879,"SKT_HUMAN",70,9.69376449042503,4.63270867029957e-06,0.000475670175529876,-0.135608254946067,"Non-significant",3.32269407794494,"KIAA1217","Sickle tail protein homolog","SKT_HUMAN"
-0.355238669285171,20.3447493014849,-9.11518576617884,2.96714645220552e-05,0.00292113452116215,3.07791832532752,"ERG1_HUMAN",18,-9.63860134954881,4.8568758228598e-06,0.000491459521669668,0.355238669285171,"Non-significant",3.30851224637597,"SQLE","Squalene monooxygenase","ERG1_HUMAN"
0.650373468290926,18.4874556094763,9.11366857569538,2.97050345176902e-05,0.00292113452116215,3.07675355081863,"NPNT_HUMAN",10,9.52616350329816,5.35172568663488e-06,0.000526278151325137,-0.65037346829093,"Up in BM",3.2787846595398,"NPNT","Nephronectin","NPNT_HUMAN"
-0.147329255609463,19.5825872690654,-7.04475491382022,0.000164506087053197,0.00737184433668403,1.28796647507246,"RBGPR_HUMAN",52,-9.53885682993795,5.29317343235335e-06,0.000526278151325137,0.147329255609471,"Non-significant",3.2787846595398,"RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","RBGPR_HUMAN"
-0.587557371974526,16.9553297572385,-10.0304189953321,1.54250075182511e-05,0.00199964967844599,3.74699789138804,"ASCC1_HUMAN",7,-9.46604171006389,5.63892173676668e-06,0.000546818771751458,0.587557371974526,"Up in C",3.26215658494522,"ASCC1","Activating signal cointegrator 1 complex subunit 1","ASCC1_HUMAN"
-0.24221900690268,21.5860512971623,-8.23218847647444,5.89655919509037e-05,0.00420099758164499,2.36588126870541,"AOFA_HUMAN",29,-9.31180239704753,6.45642784604572e-06,0.000602683460852273,0.242219006902673,"Non-significant",3.21991072649982,"MAOA","Amine oxidase [flavin-containing] A","AOFA_HUMAN"
-0.256060869454355,22.8386371076753,-8.20473918339591,6.02964837920442e-05,0.00421710916128621,2.34259706286639,"DHB11_HUMAN",30,-9.30532712383799,6.49349262993765e-06,0.000602683460852273,0.256060869454362,"Non-significant",3.21991072649982,"HSD17B11","Estradiol 17-beta-dehydrogenase 11","DHB11_HUMAN"
-0.367974644416051,28.4084074160527,-9.31686718863369,2.55667457816357e-05,0.00270465180374819,3.23105386010004,"FABPL_HUMAN",13,-9.29080972339637,6.57744515066146e-06,0.000602683460852273,0.367974644416055,"Non-significant",3.21991072649982,"FABP1","Fatty acid-binding protein, liver","FABPL_HUMAN"
-0.356803232240978,19.748228614164,-8.92046979513756,3.4351223387443e-05,0.00310616976222968,2.92683974336784,"FKBP9_HUMAN",16,-9.27900199660029,6.64660935056216e-06,0.000602683460852273,0.356803232240978,"Non-significant",3.21991072649982,"FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9","FKBP9_HUMAN"
0.702198305653891,25.1014989635459,9.69610436603029,1.94665506790239e-05,0.00219218478775718,3.51013945759701,"H14_HUMAN",6,9.2956442369261,6.5493557339261e-06,0.000602683460852273,-0.702198305653887,"Up in BM",3.21991072649982,"H1-4","Histone H1.4","H14_HUMAN"
0.185860788908112,22.6051012886014,8.0761219815961,6.69993812656767e-05,0.00446322046244351,2.23252152070178,"TOIP1_HUMAN",29,9.25691213076535,6.77816160676192e-06,0.000606732363312971,-0.185860788908109,"Non-significant",3.21700283902105,"TOR1AIP1","Torsin-1A-interacting protein 1","TOIP1_HUMAN"
-0.32991956942157,20.7352209936395,-10.1755183271441,1.39726751127902e-05,0.00199480099111356,3.84723838996402,"CXB1_HUMAN",11,-9.21852007836046,7.01367146169175e-06,0.000619866508171288,0.32991956942157,"Non-significant",3.20770182825455,"GJB1","Gap junction beta-1 protein","CXB1_HUMAN"
0.273804492693994,18.7235931784834,7.71947746932705,9.04080015850171e-05,0.00517400546775893,1.91865939869836,"LAMA5_HUMAN",63,9.17808022446502,7.27152457571453e-06,0.00062410681468799,-0.273804492693998,"Non-significant",3.20474107528607,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.325829435972395,18.4320877012794,-10.7776425404108,9.39007134711958e-06,0.00156098757489497,4.24750143478356,"LRC58_HUMAN",10,-9.1759266145419,7.28554611642685e-06,0.00062410681468799,0.325829435972398,"Non-significant",3.20474107528607,"LRRC58","Leucine-rich repeat-containing protein 58","LRC58_HUMAN"
-0.177149236716396,19.8558667269602,-7.42675559003233,0.000116598880926415,0.00585678695415993,1.65117363145377,"PP6R2_HUMAN",41,-9.16915725135869,7.32981363569395e-06,0.00062410681468799,0.177149236716396,"Non-significant",3.20474107528607,"PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2","PP6R2_HUMAN"
-0.375992731567344,21.0442178279306,-8.16272057380277,6.23996659376932e-05,0.00427131830957818,2.30681320404796,"A1AT_HUMAN",29,-9.12280276658852,7.64101669274954e-06,0.000634018399974716,0.375992731567344,"Non-significant",3.19789813818841,"SERPINA1","Alpha-1-antitrypsin","A1AT_HUMAN"
0.196311458777025,22.3097290222107,8.5470493281516,4.58445558911569e-05,0.00372193824688439,2.62786153509235,"GNAS1_HUMAN",23,9.12578676232286,7.62055154009605e-06,0.000634018399974716,-0.196311458777025,"Non-significant",3.19789813818841,"GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas","GNAS1_HUMAN"
-0.362042764564841,19.5739539168104,-9.13018925912953,2.93417810591643e-05,0.00292113452116215,3.08942640335492,"KFA_HUMAN",13,-9.11156362715056,7.71864279545272e-06,0.000634018399974716,0.362042764564837,"Non-significant",3.19789813818841,"AFMID","Kynurenine formamidase","KFA_HUMAN"
0.152306115906129,24.2612400649477,6.70658190865285,0.000225861360256908,0.00876091120729851,0.95234943791968,"LMNA_HUMAN",67,9.07693647585557,7.96331192443434e-06,0.000646509812283727,-0.152306115906121,"Non-significant",3.18942487930897,"LMNA","Prelamin-A/C","LMNA_HUMAN"
-0.255034814987678,19.8429720223833,-9.87013579500955,1.72307813084279e-05,0.00203907313721091,3.63448143643137,"RDH10_HUMAN",14,-9.04611843081115,8.18825685220832e-06,0.000649663742524074,0.255034814987681,"Non-significant",3.18731137036117,"RDH10","Retinol dehydrogenase 10","RDH10_HUMAN"
-0.343154598578881,22.7887027847487,-8.72635887228685,3.98596979687005e-05,0.00335301700262009,2.77297264676357,"UD11_HUMAN",16,-9.05837747895782,8.09794972352528e-06,0.000649663742524074,0.34315459857887,"Non-significant",3.18731137036117,"UGT1A1","UDP-glucuronosyltransferase 1A1","UD11_HUMAN"
0.305776256608311,24.2891547365806,8.26650830530943,5.73477850827682e-05,0.0041278580974009,2.39489161264597,"RNT2_HUMAN",23,9.02924549339374,8.31436970491805e-06,0.000652257632356605,-0.305776256608311,"Non-significant",3.18558083032515,"RNASET2","Ribonuclease T2","RNT2_HUMAN"
