"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.19876029849695,20.4503585847238,-8.80867745882737,3.6577834460242e-05,0.0150227317765535,2.86506526468745,"ENTP5_HUMAN",22,-9.11206901664599,7.153327691156e-06,0.00332963559597675,0.19876029849695,"Non-significant",2.47760329421629,"ENTPD5","Nucleoside diphosphate phosphatase ENTPD5","ENTP5_HUMAN"
-0.204482660564121,24.6848079233713,-10.1651590975914,1.37115683916157e-05,0.0106773445012236,3.73386134305829,"LGUL_HUMAN",17,-9.11263875163324,7.14962497666594e-06,0.00332963559597675,0.204482660564121,"Non-significant",2.47760329421629,"GLO1","Lactoylglutathione lyase","LGUL_HUMAN"
0.183864883267713,19.6541094827181,7.3278601398544,0.000124971407370175,0.0384060314488811,1.71787829279059,"PTPRF_HUMAN",43,9.15194280231548,6.89920244122916e-06,0.00332963559597675,-0.183864883267717,"Non-significant",2.47760329421629,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.10270199390596,22.6998734542945,-5.18262087942273,0.00109656768691322,0.0770765057995971,-0.423269679364623,"CAND1_HUMAN",85,-8.65929400852608,1.08879364429846e-05,0.00447173954381875,0.10270199390596,"Non-significant",2.34952349983908,"CAND1","Cullin-associated NEDD8-dissociated protein 1","CAND1_HUMAN"
-0.23796640771851,21.6074668302941,-10.6742000768529,9.77122848077551e-06,0.0106773445012236,4.02238341372565,"TMT1B_HUMAN",13,-8.71456998782733,1.0333901276378e-05,0.00447173954381875,0.23796640771852,"Non-significant",2.34952349983908,"TMT1B","Thiol S-methyltransferase TMT1B","TMT1B_HUMAN"
-0.526185191741014,16.9246436671218,-9.21227115106786,2.696691954429e-05,0.0150227317765535,3.13995120967964,"ASCC1_HUMAN",7,-8.49603749996384,1.27238914316282e-05,0.00467569526187515,0.526185191741014,"Up in CM",2.33015380170155,"ASCC1","Activating signal cointegrator 1 complex subunit 1","ASCC1_HUMAN"
-0.163699410117594,20.4489018156051,-6.83189655733633,0.000197185305811995,0.0430233689118546,1.27833379091851,"LSS_HUMAN",40,-8.50050182818838,1.26693865250977e-05,0.00467569526187515,0.163699410117591,"Non-significant",2.33015380170155,"LSS","Lanosterol synthase","LSS_HUMAN"
0.147623208970558,19.4478116530416,6.13821341647937,0.00038990332836134,0.0581268026276084,0.610120513499488,"ITPR3_HUMAN",67,8.39787280157257,1.39898653458339e-05,0.00488386199223061,-0.147623208970554,"Non-significant",2.31123661681142,"ITPR3","Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3","ITPR3_HUMAN"
-0.132365734383363,23.8356420080792,-5.9026236560669,0.000497745210542284,0.0655708879246458,0.367987606848528,"DHB4_HUMAN",63,-8.31003362728995,1.52405078301768e-05,0.00506710598429974,0.132365734383363,"Non-significant",2.29524001185001,"HSD17B4","Peroxisomal multifunctional enzyme type 2","DHB4_HUMAN"
-0.210997513871359,20.9891914820089,-7.38338313205006,0.000118930623722036,0.0384060314488811,1.76522534705374,"IGSF1_HUMAN",27,-8.23253436037554,1.6446244830027e-05,0.00521944006378402,0.210997513871362,"Non-significant",2.28237608516867,"IGSF1","Immunoglobulin superfamily member 1","IGSF1_HUMAN"
-0.263966325968205,21.8683609032513,-7.25612608770015,0.000133290940419829,0.0384060314488811,1.65616510755404,"FDFT_HUMAN",28,-8.123331166206,1.83264845672386e-05,0.00556328327167217,0.263966325968202,"Non-significant",2.25466882605738,"FDFT1","Squalene synthase","FDFT_HUMAN"
-0.218292701421269,20.276276317553,-8.05323384512256,6.68939805480839e-05,0.0259474317881512,2.30876463666868,"ERG1_HUMAN",18,-8.01145243431209,2.05002069072029e-05,0.00596385185942045,0.218292701421266,"Non-significant",2.22447315285071,"SQLE","Squalene monooxygenase","ERG1_HUMAN"
-0.204804225962452,22.5345977669144,-6.7397295182632,0.000215223097713933,0.0441966961246671,1.1932472110021,"ADH4_HUMAN",35,-7.86245428908386,2.38458776748974e-05,0.00648275893011242,0.204804225962455,"Non-significant",2.18824012790635,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
0.256596070515556,21.6370915011307,8.96562220035309,3.24440250603549e-05,0.0150227317765535,2.97371696840778,"VTNC_HUMAN",12,7.85043013448988,2.41408954716303e-05,0.00648275893011242,-0.256596070515563,"Non-significant",2.18824012790635,"VTN","Vitronectin","VTNC_HUMAN"
-1.68736225464702,17.1591044379345,-7.83996961939205,7.99962235258528e-05,0.0293965069819739,2.14111085530348,"AK1C4_HUMAN",2,-7.7046697547802,2.80537316007136e-05,0.00725448718652528,1.68736225464702,"Up in CM",2.13939328204551,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
-0.144506130141657,26.2078642104501,-6.30464513692087,0.000329433824059222,0.0581268026276084,0.776416961028567,"IDHC_HUMAN",35,-7.64826260864421,2.97501367740789e-05,0.00741840910559354,0.144506130141657,"Non-significant",2.12968922015777,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","IDHC_HUMAN"
-0.165722899834932,25.0983673797025,-6.05536351949328,0.000424541149850658,0.0584799036150362,0.525879441042008,"TKFC_HUMAN",50,-7.57638272024009,3.20766286991009e-05,0.00772272488196974,0.165722899834932,"Non-significant",2.11222943639957,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-0.174814129158644,22.76346007062,-5.73422837490737,0.000595149134623063,0.0701674197195166,0.189956292331989,"FAS_HUMAN",175,-7.50193494564539,3.46979610228105e-05,0.00807537212870877,0.174814129158648,"Non-significant",2.09283745540912,"FASN","Fatty acid synthase","FAS_HUMAN"
0.223004156252582,20.2150771437795,6.24184884903327,0.000350927948395368,0.0581268026276084,0.714127397677176,"AGRIN_HUMAN",48,7.39276164106496,3.89756324736098e-05,0.00877831825583043,-0.223004156252582,"Non-significant",2.05658867796297,"AGRN","Agrin","AGRIN_HUMAN"
-0.217150342290093,21.5382752099992,-7.13695263310389,0.000148519457049526,0.0384060314488811,1.55227061287645,"ST2A1_HUMAN",19,-7.35273561859846,4.06858091988829e-05,0.00887713499458126,0.217150342290093,"Non-significant",2.05172717575382,"SULT2A1","Sulfotransferase 2A1","ST2A1_HUMAN"
0.310231256881046,21.8749017120587,6.88856117682498,0.000186937301237944,0.0423182679347512,1.3301037234819,"NNMT_HUMAN",16,7.21874518739361,4.70354694723764e-05,0.00995156508654945,-0.310231256881046,"Non-significant",2.00210861221907,"NNMT","Nicotinamide N-methyltransferase","NNMT_HUMAN"
-0.223332825209386,22.728791898064,-7.15375464912212,0.000146258970035073,0.0384060314488811,1.56702292295366,"UD11_HUMAN",16,-7.07707514690231,5.49484685998507e-05,0.0112838296401223,0.223332825209383,"Non-significant",1.94754347931509,"UGT1A1","UDP-glucuronosyltransferase 1A1","UD11_HUMAN"
-0.211172358512282,22.8161928522043,-6.15940922884516,0.000381555387595458,0.0581268026276084,0.631515466403892,"DHB11_HUMAN",30,-6.96968806418492,6.1915440398513e-05,0.0120081556906227,0.21117235851229,"Non-significant",1.92052368992368,"HSD17B11","Estradiol 17-beta-dehydrogenase 11","DHB11_HUMAN"
-0.160022160822358,22.3449551053635,-6.09662066790509,0.000406882228571593,0.0584799036150362,0.567951687573517,"IVD_HUMAN",30,-6.98367267210668,6.09558273148676e-05,0.0120081556906227,0.160022160822358,"Non-significant",1.92052368992368,"IVD","Isovaleryl-CoA dehydrogenase, mitochondrial","IVD_HUMAN"
-0.198187994122364,22.4188223899643,-5.76618723632894,0.000575143441258766,0.0692353708080811,0.224066736121297,"FETA_HUMAN",55,-6.93772835238108,6.41710021647023e-05,0.0121092415436203,0.198187994122367,"Non-significant",1.91688305782606,"AFP","Alpha-fetoprotein","FETA_HUMAN"
2.00327013258568,17.0706448091195,7.34392392220059,0.000123189091155719,0.0384060314488811,1.7316141065214,"H12_HUMAN",1,6.85076894423691,7.07752101160975e-05,0.0130040136060682,-2.00327013258569,"Up in BM",1.8859225847744,"H1-2","Histone H1.2","H12_HUMAN"
0.156759244923794,22.0141554160418,6.0306157424899,0.00043554210655713,0.0584799036150362,0.500525730373948,"APOE_HUMAN",28,6.79180007310026,7.56742493838684e-05,0.0135476310050813,-0.156759244923794,"Non-significant",1.86813664068399,"APOE","Apolipoprotein E","APOE_HUMAN"
0.102748886924015,21.0988729605413,4.53107087146136,0.0023824431860105,0.105472247928481,-1.20933848579381,"CO4A_HUMAN",96,6.75504489418131,7.89142636069673e-05,0.0137744847125961,-0.102748886924019,"Non-significant",1.86092463862223,"C4A","Complement C4-A","CO4A_HUMAN"
-0.124596510237392,22.8734820318279,-4.87526248480876,0.00156935008949991,0.0845139352987428,-0.785605429398115,"ACLY_HUMAN",94,-6.70999228047645,8.30937080123078e-05,0.0141502504717545,0.124596510237389,"Non-significant",1.84923587268117,"ACLY","ATP-citrate synthase","ACLY_HUMAN"
0.212092694019681,19.570988176833,5.65919786573239,0.000645223485062391,0.071507148773105,0.109274397314746,"LAMC1_HUMAN",45,6.63225406990634,9.08843168228766e-05,0.0151084357156506,-0.212092694019677,"Non-significant",1.82078049894551,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.177406254309229,23.9879861625697,-5.38847687364013,0.00086882930184414,0.0735964010893386,-0.188933920245868,"ANXA6_HUMAN",64,-6.60430299030622,9.387724717689e-05,0.0152430451113732,0.177406254309229,"Non-significant",1.81692826508555,"ANXA6","Annexin A6","ANXA6_HUMAN"
-0.0891404548838466,21.7647092092494,-4.11018026714535,0.00406475891749599,0.121263649499264,-1.75331939318649,"ITPR2_HUMAN",123,-6.57425754638025,9.72147108625556e-05,0.0154262070736901,0.0891404548838466,"Non-significant",1.81174084318241,"ITPR2","Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2","ITPR2_HUMAN"
-0.0955430691531376,22.5258498430225,-4.40890076385959,0.00277452281931569,0.108544691150263,-1.36432803794464,"AT2A2_HUMAN",71,-6.49865015061124,0.000106199411404701,0.0161684480059403,0.095543069153134,"Non-significant",1.79133166561026,"ATP2A2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","AT2A2_HUMAN"
-0.161297981803489,22.3539697754988,-5.80886880393236,0.000549580700599666,0.0685209366354798,0.269385031221813,"DDAH1_HUMAN",27,-6.47775335455576,0.000108839452345918,0.0161684480059403,0.161297981803493,"Non-significant",1.79133166561026,"DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1","DDAH1_HUMAN"
-0.162708650026069,19.8586059939219,-6.25769816262904,0.000345359255105828,0.0581268026276084,0.729900630529448,"HPPD_HUMAN",21,-6.48945472335576,0.000107352440419904,0.0161684480059403,0.162708650026072,"Non-significant",1.79133166561026,"HPD","4-hydroxyphenylpyruvate dioxygenase","HPPD_HUMAN"
-0.168125752584313,25.2984975903304,-5.16378024556414,0.00112050544194466,0.0770765057995971,-0.445048822133535,"MTP_HUMAN",70,-6.38064497674943,0.00012208206184709,0.0173954480778853,0.168125752584309,"Non-significant",1.75956438006691,"MTTP","Microsomal triglyceride transfer protein large subunit","MTP_HUMAN"
0.182854508717419,20.3532523558311,6.1347512503454,0.000391286124820624,0.0581268026276084,0.606619772355045,"PAI1_HUMAN",20,6.3851919197186,0.000121424297697542,0.0173954480778853,-0.182854508717412,"Non-significant",1.75956438006691,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.164708881114542,21.2164391704801,-5.18988649381941,0.00108748787508045,0.0770765057995971,-0.414885824060035,"AMPN_HUMAN",52,-6.30674469088802,0.00013333463633534,0.0179955555781672,0.164708881114542,"Non-significant",1.74483474079725,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-1.67987497518675,19.8012158293525,-7.06690174228913,0.000158374596750284,0.0394918369468029,1.49039225089966,"PGAM4_HUMAN",1,-6.30242826443284,0.000134025908058536,0.0179955555781672,1.67987497518674,"Up in CM",1.74483474079725,"PGAM4","Probable phosphoglycerate mutase 4","PGAM4_HUMAN"
0.251020525376894,21.5067037473353,6.41152268103172,0.000296143479718946,0.0575887978053249,0.88117838770185,"TAGL2_HUMAN",13,6.31037076446682,0.000132756922095661,0.0179955555781672,-0.251020525376891,"Non-significant",1.74483474079725,"TAGLN2","Transgelin-2","TAGL2_HUMAN"
0.0679260251425688,22.4097786943046,3.33912138877281,0.0115770166107149,0.164290101577259,-2.81891429569566,"SPTN1_HUMAN",244,6.20113018849292,0.000151421636474525,0.0199476578465119,-0.0679260251425724,"Non-significant",1.70010808965391,"SPTAN1","Spectrin alpha chain, non-erythrocytic 1","SPTN1_HUMAN"
-0.204297642519816,21.0541246806115,-5.47291308373159,0.000791009128814501,0.0732941680915097,-0.0947209417747077,"ACD11_HUMAN",29,-6.1514898429571,0.000160830325643797,0.0207947654378702,0.204297642519819,"Non-significant",1.68204597405419,"ACAD11","Acyl-CoA dehydrogenase family member 11","ACD11_HUMAN"
-0.139469451189811,20.0121901336587,-5.22631003533488,0.0010432041629154,0.0770765057995971,-0.372981625167176,"M4K4_HUMAN",33,-6.11208744959546,0.000168751178221381,0.0214221950243943,0.139469451189807,"Non-significant",1.66913603125668,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
-0.141142563514137,19.6517121272368,-4.72735238621486,0.00187376815598658,0.0942293977872343,-0.965359249022539,"ACACA_HUMAN",74,-5.99913379234558,0.000193903672274307,0.0229689872644303,0.141142563514137,"Non-significant",1.63885815304902,"ACACA","Acetyl-CoA carboxylase 1","ACACA_HUMAN"
-0.405973773744943,22.665424133448,-6.03280841275605,0.000434554715439027,0.0584799036150362,0.502775639223058,"ERG28_HUMAN",8,-5.99833744737232,0.000194094850845229,0.0229689872644303,0.405973773744947,"Non-significant",1.63885815304902,"ERG28","Ergosterol biosynthetic protein 28 homolog","ERG28_HUMAN"
0.459552102370161,17.1748752804639,6.37474492099753,0.000307155967678042,0.0579611612521106,0.845305924771372,"NID1_HUMAN",6,6.01973029041957,0.000189029433585329,0.0229689872644303,-0.459552102370157,"Non-significant",1.63885815304902,"NID1","Nidogen-1","NID1_HUMAN"
-0.0998559967083601,22.5426500406642,-4.32283062495099,0.0030930032606105,0.108544691150263,-1.47495606856633,"PSMD1_HUMAN",65,-6.01526059437906,0.000190075786308343,0.0229689872644303,0.0998559967083636,"Non-significant",1.63885815304902,"PSMD1","26S proteasome non-ATPase regulatory subunit 1","PSMD1_HUMAN"
0.21429228861335,20.1944278900325,5.50378511187203,0.000764510611797247,0.0732941680915097,-0.0605481403961905,"SPIT1_HUMAN",22,5.96850422826777,0.000201406482598647,0.0234370010250625,-0.21429228861335,"Non-significant",1.63009796098127,"SPINT1","Kunitz-type protease inhibitor 1","SPIT1_HUMAN"
-0.1739836265509,20.1222533332302,-5.2347320140462,0.00103325086706691,0.0770765057995971,-0.363322074363962,"ITIH2_HUMAN",30,-5.92988258622368,0.000211319525224409,0.0241874250019151,0.1739836265509,"Non-significant",1.61641036425427,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.337420138347454,17.709139419236,-6.24527530997821,0.000349715628662175,0.0581268026276084,0.717540382980868,"TAGL_HUMAN",8,-5.8910522984059,0.000221822312991567,0.0249800546662439,0.337420138347454,"Non-significant",1.60240661555267,"TAGLN","Transgelin","TAGL_HUMAN"
-0.128923985198021,19.6326398005597,-5.52343394184586,0.000748158364950274,0.0732941680915097,-0.0388745209773003,"COG6_HUMAN",23,-5.83338959705207,0.000238478244940228,0.0258631928560253,0.128923985198025,"Non-significant",1.58731786173876,"COG6","Conserved oligomeric Golgi complex subunit 6","COG6_HUMAN"
-0.179633003007641,20.3165942270742,-5.83141557385603,0.000536588407778306,0.0681174593292388,0.293215800165062,"K2013_HUMAN",17,-5.84915543902719,0.000233793498035067,0.0258631928560253,0.179633003007645,"Non-significant",1.58731786173876,"KIAA2013","Uncharacterized protein KIAA2013","K2013_HUMAN"
-0.104178620723744,20.2099832802273,-4.48285537388871,0.00252941955984006,0.106387996185562,-1.27022001346399,"UN45A_HUMAN",46,-5.81367015945326,0.000244481628258045,0.0258631928560253,0.104178620723751,"Non-significant",1.58731786173876,"UNC45A","Protein unc-45 homolog A","UN45A_HUMAN"
-0.433695405042435,18.3023951194614,-6.22246838758502,0.000357873730298749,0.0581268026276084,0.694792241906787,"WDR20_HUMAN",6,-5.81940925283822,0.000242717685131674,0.0258631928560253,0.433695405042435,"Non-significant",1.58731786173876,"WDR20","WD repeat-containing protein 20","WDR20_HUMAN"
-0.136199535294523,20.1531746360957,-5.19230121248128,0.0010844886291795,0.0770765057995971,-0.412101300616897,"ABCBA_HUMAN",26,-5.73425845357639,0.00027037034435509,0.0262184131151006,0.136199535294523,"Non-significant",1.58139359777985,"ABCB10","ATP-binding cassette sub-family B member 10, mitochondrial","ABCBA_HUMAN"
-0.232299976674344,20.1370465236309,-5.52391917863319,0.000747759474428775,0.0732941680915097,-0.0383400279873438,"DHRS1_HUMAN",16,-5.74127641276755,0.000267966822207702,0.0262184131151006,0.232299976674337,"Non-significant",1.58139359777985,"DHRS1","Dehydrogenase/reductase SDR family member 1","DHRS1_HUMAN"
-0.0938380596134785,24.5723798980986,-4.06093269450634,0.00433443766451416,0.122449655023234,-1.81879555047211,"EF2_HUMAN",73,-5.75506356859129,0.000263312140301172,0.0262184131151006,0.0938380596134749,"Non-significant",1.58139359777985,"EEF2","Elongation factor 2","EF2_HUMAN"
-0.240662076898445,22.2763475807756,-5.43520725319852,0.000824763262879203,0.0732941680915097,-0.13665682347876,"HNMT_HUMAN",18,-5.78171087625726,0.000254562229565672,0.0262184131151006,0.240662076898445,"Non-significant",1.58139359777985,"HNMT","Histamine N-methyltransferase","HNMT_HUMAN"
0.166937077367631,19.6861110594565,5.14682811164387,0.0011425378830948,0.0774485388326979,-0.464692803482369,"S38AA_HUMAN",27,5.73602679028964,0.000269762527386409,0.0262184131151006,-0.166937077367628,"Non-significant",1.58139359777985,"SLC38A10","Solute carrier family 38 member 10","S38AA_HUMAN"
-0.16802695944093,22.5440400910801,-5.52117724070019,0.000750016595608648,0.0732941680915097,-0.0413607717641957,"TECR_HUMAN",20,-5.7612608320531,0.000261248498972472,0.0262184131151006,0.168026959440937,"Non-significant",1.58139359777985,"TECR","Very-long-chain enoyl-CoA reductase","TECR_HUMAN"
-0.107908552191489,19.5628769173565,-4.38575173937051,0.00285649721046072,0.108544691150263,-1.39396562030146,"RBGPR_HUMAN",52,-5.70734396892251,0.000279807005295131,0.0267618152187754,0.107908552191496,"Non-significant",1.57248443228086,"RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","RBGPR_HUMAN"
-0.0997396968553659,20.3118973576143,-4.46093813039321,0.00259949043601377,0.107663806999566,-1.29801839816408,"AT131_HUMAN",41,-5.6956083880312,0.000284032911975725,0.0267988890731691,0.0997396968553588,"Non-significant",1.57188320893362,"ATP13A1","Endoplasmic reticulum transmembrane helix translocase","AT131_HUMAN"
-0.141001806970849,18.9443025418166,-5.70840658489254,0.000611878130533425,0.0701674197195166,0.162284772402659,"PH4H_HUMAN",19,-5.67532542704033,0.000291500618528353,0.026905628577571,0.141001806970849,"Non-significant",1.57015685737769,"PAH","Phenylalanine-4-hydroxylase","PH4H_HUMAN"
-0.166492813819225,23.9545782638177,-5.85511883576006,0.000523296548678281,0.0676603056087362,0.318188062795478,"RS17_HUMAN",16,-5.67166358451484,0.000292871350887338,0.026905628577571,0.166492813819225,"Non-significant",1.57015685737769,"RPS17","Small ribosomal subunit protein eS17","RS17_HUMAN"
-0.0756497188079344,21.1552284908643,-3.71419031100415,0.00688327857053799,0.143889374190108,-2.29017219294464,"IF4G1_HUMAN",63,-5.59821558985243,0.000321892718888276,0.0287006518617656,0.0756497188079415,"Non-significant",1.54210823926765,"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1","IF4G1_HUMAN"
0.107268203219384,20.2083476048262,4.09198428104924,0.00416221183210299,0.122191691757902,-1.77746772964907,"PEPL_HUMAN",100,5.58553707437566,0.000327210363978021,0.0287006518617656,-0.107268203219387,"Non-significant",1.54210823926765,"PPL","Periplakin","PEPL_HUMAN"
-0.13024256105486,23.6052050068889,-5.34320625461629,0.000914017231471855,0.0750784507074881,-0.239900469207972,"RLA0_HUMAN",22,-5.58166552276313,0.00032885307203398,0.0287006518617656,0.130242561054864,"Non-significant",1.54210823926765,"RPLP0","Large ribosomal subunit protein uL10","RLA0_HUMAN"
0.864003753566802,15.5931258677258,6.76699508695016,0.000209701937988642,0.0441966961246671,1.21853252605351,"TINAL_HUMAN",2,5.61066376479851,0.00031676259713599,0.0287006518617656,-0.864003753566802,"Up in BM",1.54210823926765,"TINAGL1","Tubulointerstitial nephritis antigen-like","TINAL_HUMAN"
-0.115008677681494,24.4067738940519,-4.50102414023939,0.00247290008766676,0.105472247928481,-1.24723447722923,"6PGD_HUMAN",42,-5.57063343406516,0.000333583170318825,0.0287540456193338,0.115008677681494,"Non-significant",1.54130104257279,"PGD","6-phosphogluconate dehydrogenase, decarboxylating","6PGD_HUMAN"
0.237752244930245,19.0915367949134,5.42252898304416,0.000836468815564876,0.0732941680915097,-0.150806612651056,"KLH36_HUMAN",14,5.53673320273531,0.000348584882392539,0.0296807274251793,-0.237752244930242,"Non-significant",1.52752545942839,"KLHL36","Kelch-like protein 36","KLH36_HUMAN"
-0.153928520295949,20.2380323404287,-5.10168210106276,0.00120358326960333,0.0792775319657591,-0.51722925902946,"A16A1_HUMAN",23,-5.4983960005876,0.000366434879755969,0.0308246786801949,0.153928520295946,"Non-significant",1.51110144184158,"ALDH16A1","Aldehyde dehydrogenase family 16 member A1","A16A1_HUMAN"
-0.25906482436471,22.2410489048973,-4.92839039438449,0.00147365578821167,0.0845139352987428,-0.721897266138696,"COMT_HUMAN",23,-5.42507207359208,0.000403390415171212,0.0331349632791224,0.259064824364707,"Non-significant",1.47971350636708,"COMT","Catechol O-methyltransferase","COMT_HUMAN"
-0.17408928955291,23.7216246034231,-5.46759319410046,0.000795677371499494,0.0732941680915097,-0.100624396250298,"RS5_HUMAN",16,-5.43101018683579,0.000400252487023059,0.0331349632791224,0.174089289552906,"Non-significant",1.47971350636708,"RPS5","Small ribosomal subunit protein uS7","RS5_HUMAN"
-0.168061961942563,20.7067978602258,-4.90376332432691,0.00151719042250309,0.0845139352987428,-0.75137249157935,"ALG2_HUMAN",25,-5.39816867823976,0.000417944167328801,0.0339312346080196,0.168061961942563,"Non-significant",1.46940033800606,"ALG2","Alpha-1,3/1,6-mannosyltransferase ALG2","ALG2_HUMAN"
-0.383911901711471,17.4425661455941,-5.5279700935865,0.000744438590362041,0.0732941680915097,-0.0338793098082872,"COMD8_HUMAN",7,-5.3777430663765,0.000429372471596552,0.0339312672129455,0.383911901711475,"Non-significant",1.46939992068754,"COMMD8","COMM domain-containing protein 8","COMD8_HUMAN"
-0.286822805764466,18.4748422895877,-5.21464836116192,0.00105716163789933,0.0770765057995971,-0.386375326009332,"MEP1A_HUMAN",12,-5.37221357482416,0.000432524030643391,0.0339312672129455,0.286822805764462,"Non-significant",1.46939992068754,"MEP1A","Meprin A subunit alpha","MEP1A_HUMAN"
-0.0851407743346542,22.290182215791,-3.95613550416571,0.00497533731536604,0.127846299503906,-1.95936779674218,"SC23A_HUMAN",49,-5.38245328209721,0.000426707429058774,0.0339312672129455,0.0851407743346542,"Non-significant",1.46939992068754,"SEC23A","Protein transport protein Sec23A","SC23A_HUMAN"
-0.090093566390042,24.0011549801907,-3.99431359570138,0.00473066259399611,0.126549755675405,-1.90796254337105,"ACSL5_HUMAN",50,-5.34246560964599,0.000449913535259291,0.0344831476932611,0.0900935663900384,"Non-significant",1.46239309773655,"ACSL5","Long-chain-fatty-acid--CoA ligase 5","ACSL5_HUMAN"
