"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","Null_vs_HBVM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.20696713176493,24.1965108634944,-4.83536340940056,0.000673573448625586,0.102582174528183,-0.0525025755396751,"Q96HE7",40,-6.01463383154574,0.000101911286288477,0.0359252517113477,0.206967131764937,"Non-significant",1.44460018028583,"ERO1A","ERO1-like protein alpha","Q96HE7"
-0.347708641519414,23.275973760325,-5.41371635794065,0.0002890043338939,0.0646461076109753,0.733052778785667,"O14773",15,-5.7862815589636,0.000140599929939991,0.0409634839359947,0.347708641519414,"Non-significant",1.38760311380387,"TPP1","Tripeptidyl-peptidase 1","O14773"
0.694743562370057,16.6467651572229,5.93032188227634,0.000141268341097747,0.0591649471060002,1.38727535605245,"P08183",3,5.73584956354558,0.00015110353484406,0.0421811794687979,-0.694743562370061,"Up in Null",1.37488128069827,"ABCB1","ATP-dependent translocase ABCB1","P08183"
-0.24308674804119,21.6333494591676,-5.26009952127407,0.000360150602563548,0.0685397933422776,0.529878993082143,"P09382",12,-5.70751937374823,0.000157368972798082,0.0421811794687979,0.243086748041176,"Non-significant",1.37488128069827,"LGALS1","Galectin-1","P09382"
-0.284001891273316,18.811526199959,-5.38967847281693,0.000299064219659787,0.0646461076109753,0.701522567054821,"P50897",10,-5.65513264155546,0.000169697265556093,0.0437362067881301,0.28400189127332,"Non-significant",1.35915888573413,"PPT1","Palmitoyl-protein thioesterase 1","P50897"
-0.568508446792652,16.3537545368456,-8.06780900225769,1.05038259072426e-05,0.0117310229007388,3.65066968519048,"Q9H2I8",1,-5.61586355832455,0.000179613159897702,0.0445773253509075,0.568508446792656,"Up in HBVM",1.35088599283624,"LRMDA","Leucine-rich melanocyte differentiation-associated protein","Q9H2I8"
-0.341904955829065,18.1246950594697,-5.39583348416681,0.000296453149317971,0.0646461076109753,0.709605290450224,"P01130",8,-5.49999717981017,0.000212646743574448,0.0476724519694028,0.341904955829065,"Non-significant",1.32173251013724,"LDLR","Low-density lipoprotein receptor","P01130"
-0.29489129298511,18.324055533005,-5.56453136373582,0.000233604395617588,0.0599227091966902,0.92865681576886,"P10301",7,-5.51900008300148,0.000206812708767805,0.0476724519694028,0.294891292985106,"Non-significant",1.32173251013724,"RRAS","Ras-related protein R-Ras","P10301"
-0.546322697151428,19.4330445786566,-5.40886877038547,0.000291003521713937,0.0646461076109753,0.726702087080659,"P16444",7,-5.49749826497365,0.00021342688540249,0.0476724519694028,0.546322697151425,"Up in HBVM",1.32173251013724,"DPEP1","Dipeptidase 1","P16444"
-0.235054350452337,21.9566005771489,-4.80389626728271,0.000706278963079942,0.105172785146638,-0.0968439224587065,"P09104",20,-5.41904897586086,0.000239536726867643,0.0512269261367205,0.235054350452334,"Non-significant",1.29050170311081,"ENO2","Gamma-enolase","P09104"
0.305257930063487,19.0894897796074,5.01550937802502,0.0005148601319388,0.0841704238576892,0.198190118043537,"Q01581",16,5.40481264104539,0.000244629404025527,0.0512269261367205,-0.305257930063497,"Non-significant",1.29050170311081,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","Q01581"
-0.830494588570406,17.0603652149042,-5.29669463469212,0.000341650756455859,0.0685397933422776,0.578640406622783,"P50479",4,-5.32413666774079,0.000275753430981284,0.0558369180275334,0.830494588570403,"Non-significant",1.25307856102555,"PDLIM4","PDZ and LIM domain protein 4","P50479"
0.416048611811838,17.7678782631263,5.19243127727098,0.000397237984844239,0.0719430199038174,0.439119972401759,"Q9UHG0",8,5.30601291734965,0.000283309239357728,0.0558369180275334,-0.416048611811838,"Non-significant",1.25307856102555,"DCDC2","Doublecortin domain-containing protein 2","Q9UHG0"
0.348550839484268,18.1113530327581,5.54099076314716,0.000241443538025762,0.0599227091966902,0.898376892576134,"Q96CX6",5,5.27044852221978,0.000298783728390676,0.0572042789698835,-0.348550839484268,"Non-significant",1.24257148408278,"LRRC58","Leucine-rich repeat-containing protein 58","Q96CX6"
0.262742898352471,21.5670711869437,5.24476456237245,0.000368218558472168,0.0685397933422776,0.509378761253394,"P04004",7,5.18155995928637,0.000341527283056724,0.0618591263722352,-0.262742898352474,"Non-significant",1.20859621776958,"VTN","Vitronectin","P04004"
0.701169330730963,18.1926313160176,5.1363244286493,0.000431082616741831,0.0760180161786055,0.363283322745443,"P33991",5,5.18149824677164,0.000341559121888181,0.0618591263722352,-0.701169330730963,"Non-significant",1.20859621776958,"MCM4","DNA replication licensing factor MCM4","P33991"
0.347655127917013,16.0678575115319,5.62121712735667,0.00021582508347663,0.0599227091966902,1.00118946182685,"Q9UNY4",4,5.11529198263628,0.000377602654900747,0.0665872471181555,-0.347655127917022,"Non-significant",1.17660893954668,"TTF2","Transcription termination factor 2","Q9UNY4"
-0.28946872614808,18.835043903599,-4.85397732079504,0.000654988215436804,0.102071535619582,-0.0263499614807694,"P09497",8,-4.94340750162546,0.000491379351982128,0.0829131534118465,0.289468726148076,"Non-significant",1.0813765671452,"CLTB","Clathrin light chain B","P09497"
-0.468960418189305,18.5163031143699,-5.09980862703016,0.000454753894800556,0.078136047411757,0.313642714338751,"Q92485",4,-4.93874688344738,0.000494930030812395,0.0829131534118465,0.468960418189301,"Non-significant",1.0813765671452,"SMPDL3B","Acid sphingomyelinase-like phosphodiesterase 3b","Q92485"
-0.273233825669585,18.6179461907349,-4.70568685669085,0.000819667387166166,0.107743443116928,-0.236278214837924,"Q8WUF5",10,-4.91778874501732,0.000511236236248606,0.0835559516854123,0.273233825669589,"Non-significant",1.07802260989898,"PPP1R13L","RelA-associated inhibitor","Q8WUF5"
0.336218086959303,19.6169845273038,4.6063416698728,0.000954232777234337,0.114746782515989,-0.3789193916797,"Q14534",14,4.86402105499538,0.000555727612198425,0.0886650173652773,-0.336218086959306,"Non-significant",1.0522476965377,"SQLE","Squalene monooxygenase","Q14534"
0.546063509638097,15.8878687866754,5.27876399979571,0.000350584952449458,0.0685397933422776,0.554776791730578,"P10589",2,4.80265181841659,0.000611566187694792,0.0953047679940186,-0.546063509638104,"Non-significant",1.02088537153698,"NR2F2","COUP transcription factor 2","P10589"
0.516508645425805,18.3210152678722,4.680183253164,0.000852171688583377,0.107743443116928,-0.272744496152281,"P33992",6,4.72782454464173,0.000687790702593366,0.100193163001699,-0.516508645425802,"Non-significant",0.999161912919287,"MCM5","DNA replication licensing factor MCM5","P33992"
-0.508726552753995,18.2671462738342,-4.69034087928893,0.000839064828925021,0.107743443116928,-0.258207989400559,"Q8N129",6,-4.73549505639562,0.000679534071741947,0.100193163001699,0.508726552753995,"Non-significant",0.999161912919287,"CNPY4","Protein canopy homolog 4","Q8N129"
0.759816672804947,16.0390403611579,4.68084181387537,0.000851315365134531,0.107743443116928,-0.271801527755755,"Q9NTJ3",5,4.74544124622094,0.000668983532465851,0.100193163001699,-0.759816672804956,"Non-significant",0.999161912919287,"SMC4","Structural maintenance of chromosomes protein 4","Q9NTJ3"
-0.200794454906209,22.2510708110957,-4.04928572900587,0.00229549418655035,0.167196810261673,-1.20706668555347,"P10253",28,-4.65810319881116,0.000767884537680795,0.10291188573998,0.200794454906205,"Non-significant",0.987534463787718,"GAA","Lysosomal alpha-glucosidase","P10253"
-0.423915436478193,21.3927318375026,-4.55058265803773,0.00103985669933665,0.120139305900946,-0.459672996873457,"P12277",9,-4.68256879590033,0.000738711816055104,0.10291188573998,0.423915436478197,"Non-significant",0.987534463787718,"CKB","Creatine kinase B-type","P12277"
0.325478886491599,20.3484934947395,4.35332570060298,0.00141421950269471,0.135638636805688,-0.749272632341548,"P19823",25,4.66944394068588,0.000754213461863269,0.10291188573998,-0.325478886491602,"Non-significant",0.987534463787718,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","P19823"
-0.240903178681606,18.2883953052067,-4.59983741336029,0.000963824031867281,0.114746782515989,-0.388313689000407,"Q8N8N7",8,-4.67412051156672,0.00074865098236019,0.10291188573998,0.240903178681602,"Non-significant",0.987534463787718,"PTGR2","Prostaglandin reductase 2","Q8N8N7"
-0.552952691036261,18.1739807059206,-4.99013855266883,0.00053456642898351,0.0852888009671071,0.163210583835659,"O00115",2,-4.60379389231226,0.000837076188085958,0.104142168883623,0.552952691036253,"Non-significant",0.982373381870803,"DNASE2","Deoxyribonuclease-2-alpha","O00115"
-0.277638420330607,21.5932248748305,-4.34516257926311,0.00143249739555367,0.135638636805688,-0.761386406444158,"P06731",13,-4.61055395241948,0.000828116367942011,0.104142168883623,0.277638420330607,"Non-significant",0.982373381870803,"CEACAM1","Carcinoembryonic antigen-related cell adhesion molecule 1","P06731"
-0.217205284298458,19.7073145161491,-4.68695871524785,0.000843405075942818,0.107743443116928,-0.263046323259191,"P37802",7,-4.60218059648579,0.000839229535847733,0.104142168883623,0.217205284298455,"Non-significant",0.982373381870803,"TAGLN2","Transgelin-2","P37802"
-0.328110833329379,18.7168968860298,-4.69457335205445,0.000833666766227134,0.107743443116928,-0.25215586524423,"Q16651",6,-4.63627594551064,0.00079493847570514,0.104142168883623,0.328110833329379,"Non-significant",0.982373381870803,"PRSS8","Prostasin","Q16651"
0.372628600989078,22.3897897850553,4.2310793872004,0.00171573103628448,0.140324675164834,-0.931726818235361,"P49327",131,4.58033451614002,0.000868970801760813,0.105872242592713,-0.372628600989088,"Non-significant",0.97521788756904,"FASN","Fatty acid synthase","P49327"
0.212310872045951,20.382941948672,4.15349312124927,0.00194166250250076,0.152569668960285,-1.0486642140813,"Q4G0N4",15,4.55241189171885,0.000908611674025972,0.108725121922286,-0.212310872045947,"Non-significant",0.963670096652771,"NADK2","NAD kinase 2, mitochondrial","Q4G0N4"
-0.338827098475477,19.7077786236244,-4.32274062799841,0.00148399662435626,0.135638636805688,-0.7947116105932,"P00738",11,-4.50194563111587,0.000985169739719274,0.111036546261561,0.33882709847548,"Non-significant",0.954534055200397,"HP","Haptoglobin","P00738"
-0.232742291931437,22.873943743194,-4.09381845391809,0.00213664083706932,0.160493883991088,-1.13918905130835,"P07602",19,-4.48655490050641,0.00100984742443132,0.111036546261561,0.232742291931427,"Non-significant",0.954534055200397,"PSAP","Prosaposin","P07602"
-0.383048047263223,21.2288751598801,-4.29994631624112,0.00153835791631581,0.135638636805688,-0.828667779307935,"P09668",10,-4.44656482853613,0.00107705946978085,0.111036546261561,0.383048047263223,"Non-significant",0.954534055200397,"CTSH","Pro-cathepsin H","P09668"
0.774379039339124,21.0224783826326,4.36170064364207,0.00139572297893711,0.135638636805688,-0.736855031158021,"P22309",7,4.46201192276346,0.00105055553099028,0.111036546261561,-0.77437903933912,"Non-significant",0.954534055200397,"UGT1A1","UDP-glucuronosyltransferase 1A1","P22309"
-0.32470840330695,22.2010765063979,-4.25880180577048,0.00164186714464092,0.140324675164834,-0.890156061675773,"Q16790",13,-4.47313956375435,0.00103188872900363,0.111036546261561,0.324708403306946,"Non-significant",0.954534055200397,"CA9","Carbonic anhydrase 9","Q16790"
0.363395282087584,18.9010736164921,4.31247589663347,0.00150822142313417,0.135638636805688,-0.809993102869806,"Q16819",10,4.46357344871233,0.0010479147478459,0.111036546261561,-0.363395282087588,"Non-significant",0.954534055200397,"MEP1A","Meprin A subunit alpha","Q16819"
0.81471381615335,17.1037091379955,4.36803463799483,0.00138190371660339,0.135638636805688,-0.727470645480607,"Q5XKE5",6,4.45762404184862,0.00105801368045131,0.111036546261561,-0.814713816153354,"Non-significant",0.954534055200397,"KRT79","Keratin, type II cytoskeletal 79","Q5XKE5"
0.311731291780099,18.6862217920419,4.42074455891553,0.00127235785548677,0.13386958475581,-0.649614113924178,"Q96QD8",7,4.44883347567061,0.00107312327694818,0.111036546261561,-0.311731291780102,"Non-significant",0.954534055200397,"SLC38A2","Sodium-coupled neutral amino acid transporter 2","Q96QD8"
-0.293590043330315,21.2046012580379,-4.36254471155754,0.00139387302810193,0.135638636805688,-0.735604115595822,"Q99538",9,-4.50033837893066,0.000987716871049165,0.111036546261561,0.293590043330308,"Non-significant",0.954534055200397,"LGMN","Legumain","Q99538"
-0.302242791655125,17.1439239264906,-6.7949197320046,4.61985314039514e-05,0.0337184136694554,2.38489385247863,"Q9H190",2,-4.43458503570283,0.00109809830095579,0.111490253253103,0.302242791655129,"Non-significant",0.952763098027626,"SDCBP2","Syntenin-2","Q9H190"
-0.208653882905015,21.540594535548,-3.95981413461166,0.00265328668499566,0.18000163334235,-1.344250711364,"O15118",21,-4.41687943464988,0.00112998793123671,0.113015658615182,0.208653882905015,"Non-significant",0.946861379710953,"NPC1","NPC intracellular cholesterol transporter 1","O15118"
0.369444980000303,18.3750435462264,4.30742968429051,0.00152028312627867,0.135638636805688,-0.817511387579685,"Q9Y2E5",8,4.40401506200589,0.00115376808079192,0.113697057490981,-0.369444980000299,"Non-significant",0.944250774819445,"MAN2B2","Epididymis-specific alpha-mannosidase","Q9Y2E5"
-0.261765058719451,17.7745444496065,-4.69683643474459,0.00083079558135104,0.107743443116928,-0.248921016396992,"Q02083",5,-4.38371966507272,0.00119236051066708,0.115797214231596,0.261765058719451,"Non-significant",0.936301888435857,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","Q02083"
-0.267378305428959,16.7686241183555,-4.41953784090072,0.00127476039475501,0.13386958475581,-0.65139175204501,"P78504",6,-4.31170035749692,0.00134062314468654,0.126528390035838,0.267378305428952,"Non-significant",0.897812017946187,"JAG1","Protein jagged-1","P78504"
0.345614225636897,17.9549310296737,5.58513827482579,0.000226965887492658,0.0599227091966902,0.95508684937756,"Q9ULJ6",2,4.31929284324801,0.00132411776137914,0.126528390035838,-0.345614225636893,"Non-significant",0.897812017946187,"ZMIZ1","Zinc finger MIZ domain-containing protein 1","Q9ULJ6"
0.451002554095531,16.7358407954219,4.24041695976361,0.00169046842430028,0.140324675164834,-0.917712189772618,"Q8IVH8",6,4.2784999759531,0.00141537569126289,0.129923732974694,-0.451002554095531,"Non-significant",0.886311509754532,"MAP4K3","Mitogen-activated protein kinase kinase kinase kinase 3","Q8IVH8"
-0.363461086139683,18.3577909557971,-4.75026040766723,0.000765977667023636,0.107743443116928,-0.172798827312275,"Q96BN2",3,-4.2841285696831,0.00140240098997636,0.129923732974694,0.363461086139676,"Non-significant",0.886311509754532,"TADA1","Transcriptional adapter 1","Q96BN2"
-0.168742167455402,20.9356297757301,-3.66322293181899,0.00431876646321761,0.21456255383933,-1.8061369546415,"P06865",22,-4.22140642183808,0.0015543285471823,0.135282272414905,0.168742167455399,"Non-significant",0.868759110252384,"HEXA","Beta-hexosaminidase subunit alpha","P06865"
-0.2622143457676,18.3634937295174,-3.95501354910805,0.00267406494107591,0.18000163334235,-1.35164116905413,"P08069",17,-4.23833481700928,0.00151169590970846,0.135282272414905,0.262214345767596,"Non-significant",0.868759110252384,"IGF1R","Insulin-like growth factor 1 receptor","P08069"
-0.228029134073569,17.7671110774141,-4.40772896604498,0.00129852612259563,0.13386958475581,-0.668799467264443,"Q14653",6,-4.22611157017889,0.00154235406249179,0.135282272414905,0.228029134073569,"Non-significant",0.868759110252384,"IRF3","Interferon regulatory factor 3","Q14653"
-0.49817629696023,15.8649892837765,-5.29851646037167,0.000340756720110546,0.0685397933422776,0.581062016473738,"Q9NX01",1,-4.22133754927072,0.0015545045479701,0.135282272414905,0.498176296960231,"Non-significant",0.868759110252384,"TXNL4B","Thioredoxin-like protein 4B","Q9NX01"
-0.216186610971604,21.9902928561746,-3.78407007659442,0.00353678235421257,0.192682752484377,-1.61669241811666,"P07686",24,-4.19158302077282,0.00163252959320996,0.136510342297146,0.216186610971601,"Non-significant",0.864834444356339,"HEXB","Beta-hexosaminidase subunit beta","P07686"
0.795938683366927,18.1566962500288,4.08833362339651,0.00215556626760154,0.160493883991088,-1.14753438018819,"P11388",9,4.19809138386675,0.00161511898031942,0.136510342297146,-0.79593868336692,"Non-significant",0.864834444356339,"TOP2A","DNA topoisomerase 2-alpha","P11388"
0.299628838771081,21.8342690388261,3.89795202702024,0.00293451129680118,0.181710191870877,-1.43971354035959,"P37268",29,4.18508725362061,0.00165010263036395,0.136510342297146,-0.299628838771088,"Non-significant",0.864834444356339,"FDFT1","Squalene synthase","P37268"
-0.483079030522955,17.2929576583625,-4.59163967131149,0.00097605829031658,0.114746782515989,-0.400163579269962,"Q9NPR2",2,-4.19243678250826,0.00163023452375656,0.136510342297146,0.483079030522951,"Non-significant",0.864834444356339,"SEMA4B","Semaphorin-4B","Q9NPR2"
0.482317648729474,18.6349954803724,4.14823542666222,0.0019580646964012,0.152569668960285,-1.05661982206177,"Q7Z5P4",5,4.15832300666626,0.00172462450748447,0.140935473471383,-0.48231764872947,"Non-significant",0.850979681171156,"HSD17B13","17-beta-hydroxysteroid dehydrogenase 13","Q7Z5P4"
-0.270417469796392,20.5644398624736,-3.9082437080464,0.00288564413247909,0.181127503430708,-1.42379810364612,"Q08495",14,-4.1406241860476,0.00177583348120047,0.141105654948435,0.270417469796396,"Non-significant",0.850455581116746,"DMTN","Dematin","Q08495"
-0.2759407183589,17.6646483392155,-4.12946857019492,0.00201780913423395,0.155417689752893,-1.08504857000221,"Q8NFZ8",7,-4.1466913092783,0.00175810219624913,0.141105654948435,0.2759407183589,"Non-significant",0.850455581116746,"CADM4","Cell adhesion molecule 4","Q8NFZ8"
-0.537246242951241,19.0356922637892,-4.40772166242405,0.00129854096539735,0.13386958475581,-0.668810240334137,"Q9NW97",2,-4.13586297382814,0.00178987922259618,0.141105654948435,0.537246242951237,"Non-significant",0.850455581116746,"TMEM51","Transmembrane protein 51","Q9NW97"
-0.337327994844678,18.8196963030082,-3.83533748555888,0.00325107823508873,0.191100660116926,-1.53682622771046,"O60437",47,-4.10343972426903,0.00188867288417221,0.143818147691341,0.337327994844671,"Non-significant",0.842186309050996,"PPL","Periplakin","O60437"
-0.496718670926079,17.7383634016911,-4.44749381605332,0.00122031173875411,0.13386958475581,-0.610267125779741,"P20827",2,-4.10932287784012,0.00187033208698535,0.143818147691341,0.496718670926075,"Non-significant",0.842186309050996,"EFNA1","Ephrin-A1","P20827"
0.177277082087848,21.0277051856254,3.693889399751,0.00410466332426764,0.211579607199365,-1.75791159237967,"Q9UHJ6",16,4.11110280550409,0.00186481991643588,0.143818147691341,-0.177277082087851,"Non-significant",0.842186309050996,"SHPK","Sedoheptulokinase","Q9UHJ6"
-0.237428479080275,21.4195860580279,-3.84116420793791,0.00322016756102651,0.190958786074678,-1.52776897510115,"P05162",13,-4.08546606731157,0.0019458798930651,0.145136177688326,0.237428479080275,"Non-significant",0.8382243186992,"LGALS2","Galectin-2","P05162"
-0.306813873459511,18.4771579254423,-3.99850020056923,0.00249189347978409,0.175770296926665,-1.28480392211427,"P42892",8,-4.08440923047359,0.00194929950633477,0.145136177688326,0.306813873459504,"Non-significant",0.8382243186992,"ECE1","Endothelin-converting enzyme 1","P42892"
-0.27931608441973,18.9322615770838,-3.80236835730459,0.00343191423267322,0.192682752484377,-1.58815109205972,"O43278",15,-4.02406877777132,0.00215534096861847,0.145522412722724,0.279316084419726,"Non-significant",0.837070113398401,"SPINT1","Kunitz-type protease inhibitor 1","O43278"
-0.286054661207885,17.860943447667,-3.79703769694771,0.00346212521694108,0.192682752484377,-1.59646171653832,"O95359",14,-4.00223870752163,0.00223537845567202,0.145522412722724,0.286054661207885,"Non-significant",0.837070113398401,"TACC2","Transforming acidic coiled-coil-containing protein 2","O95359"
-0.284413368132693,18.7503581554919,-3.88265461759521,0.00300875244142118,0.181836383299168,-1.46339455147734,"P05121",9,-4.00201287462645,0.00223622246975429,0.145522412722724,0.284413368132689,"Non-significant",0.837070113398401,"SERPINE1","Plasminogen activator inhibitor 1","P05121"
-0.190796647548311,19.7288288508188,-3.93006068722774,0.00278484705322182,0.180448542944374,-1.39010384031231,"P18887",9,-4.07396654938488,0.00198342855569352,0.145522412722724,0.190796647548311,"Non-significant",0.837070113398401,"XRCC1","DNA repair protein XRCC1","P18887"
0.292605397172995,18.9939287060534,3.77363200917383,0.00359809571455039,0.19444225309034,-1.63299096574548,"P32754",18,4.00185792869141,0.00223680174756612,0.145522412722724,-0.292605397173002,"Non-significant",0.837070113398401,"HPD","4-hydroxyphenylpyruvate dioxygenase","P32754"
0.250822084109014,20.6183320758184,4.24894865490383,0.00166772860415697,0.140324675164834,-0.904918273218818,"P50120",5,4.0034565699847,0.002230832616798,0.145522412722724,-0.250822084109021,"Non-significant",0.837070113398401,"RBP2","Retinol-binding protein 2","P50120"
-0.300413378357284,22.8945654037964,-3.88198156710361,0.00301206365411246,0.181836383299168,-1.46443713092719,"P78330",11,-4.04448281805415,0.00208320000023984,0.145522412722724,0.300413378357277,"Non-significant",0.837070113398401,"PSPH","Phosphoserine phosphatase","P78330"
0.333715516755522,17.9955500762028,4.22002089339069,0.00174616486403424,0.14097651510715,-0.94834084284213,"Q6PK18",4,4.01017730242038,0.0022059194689022,0.145522412722724,-0.333715516755532,"Non-significant",0.837070113398401,"OGFOD3","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3","Q6PK18"
0.566613820965657,16.8493321208888,4.60543504984471,0.00095556360006071,0.114746782515989,-0.380228444595877,"Q86VE9",1,4.01597225681884,0.00218467122521089,0.145522412722724,-0.566613820965664,"Non-significant",0.837070113398401,"SERINC5","Serine incorporator 5","Q86VE9"
0.294812431703303,19.1241103955052,3.90685212445729,0.00289220159186476,0.181127503430708,-1.42594932006851,"Q96LJ7",9,4.02592662833214,0.00214866893103427,0.145522412722724,-0.29481243170331,"Non-significant",0.837070113398401,"DHRS1","Dehydrogenase/reductase SDR family member 1","Q96LJ7"
